,index,name,names,gender,total_agent,total_object,perc_agent
474,5815,nymphs,"['nymphs', 'Nymphs']",they/them/their,2,0,1
475,1591,the farmers,['the farmers'],they/them/their,1,1,0.5
492,727,The Ismenides,['The Ismenides'],they/them/their,3,0,1
493,6280,the daughters of Minyas,['the daughters of Minyas'],they/them/their,4,0,1
496,2640,both,['both'],they/them/their,0,2,0
504,6779,the companions,['the companions'],they/them/their,3,0,1
509,3156,both sisters,['both sisters'],they/them/their,1,1,0.5
511,7089,the king ’s daughters,"['the king ’s daughters', 'The king ’s daughters']",they/them/their,5,2,0.7142857143
512,3454,this new people,['this new people'],they/them/their,2,1,0.6666666667
515,7364,the peoples inhabiting wealthy Achaia,['the peoples inhabiting wealthy Achaia'],they/them/their,2,0,1
519,7528,the old people,['the old people'],they/them/their,0,3,0
520,1075,Philoctetes,['Philoctetes'],they/them/their,0,1,0
523,1101,Anchises,['Anchises'],they/them/their,1,0,1
542,1371,Ardea,['Ardea'],they/them/their,2,0,1
543,1405,Souls,['Souls'],they/them/their,3,1,0.75
547,5631,the council of Greek elders,['the council of Greek elders'],they/them/their,2,1,0.6666666667
548,5736,"the gods , who though they could not break the iron rules of the ancient sisters","['the gods , who though they could not break the iron rules of the ancient sisters']",they/them/their,4,2,0.6666666667
550,1672,the just,['the just'],they/them/their,2,0,1
551,5946,the satyrs,"['the satyrs', 'the Satyrs']",they/them/their,2,0,1
555,580,the Ethiopians,['the Ethiopians'],they/them/their,1,0,1
557,2052,the three virgin daughters of two - natured Cecrops,['the three virgin daughters of two - natured Cecrops'],they/them/their,2,1,0.6666666667
562,2123,innocent girls,['innocent girls'],they/them/their,3,0,1
566,681,Mount Nysa,"['Mount Nysa', 'the Nymphs of Mount Nysa , who had nursed him']",they/them/their,1,0,1
569,2479,All the others,['All the others'],they/them/their,1,1,0.5
578,6402,the forty - nine Belides,['the forty - nine Belides'],they/them/their,2,0,1
580,2678,"those who are mine , whom you see","['those who are mine , whom you see']",they/them/their,0,1,0
582,6547,the noble Ethiopian princes,['the noble Ethiopian princes'],they/them/their,3,0,1
583,2729,her enemies,['her enemies'],they/them/their,1,3,0.25
586,6625,The bands of conspirators,['The bands of conspirators'],they/them/their,1,1,0.5
589,863,Arethusa,['Arethusa'],they/them/their,1,1,0.5
591,6881,a number of Amphion ’s seven sons mounted on their strong horses,['a number of Amphion ’s seven sons mounted on their strong horses'],they/them/their,0,1,0
592,6888,the young men,['the young men'],they/them/their,0,1,0
596,911,The Eumenides,"['The Eumenides', 'Eumenides', 'the Eumenides']",they/them/their,5,0,1
599,3277,both alike,['both alike'],they/them/their,2,0,1
600,929,Charybdis,['Charybdis'],they/them/their,1,0,1
602,7090,Pelias ’s daughters,['Pelias ’s daughters'],they/them/their,1,1,0.5
604,7180,oxen,['oxen'],they/them/their,2,0,1
605,3404,The sick,"['The sick', 'the sick']",they/them/their,2,0,1
606,3464,the Athenians,['the Athenians'],they/them/their,1,2,0.3333333333
607,989,Pasiphaë,['Pasiphaë'],they/them/their,1,0,1
610,7456,the three sisters,"['the three sisters', 'the Three Sisters']",they/them/their,1,1,0.5
612,1053,Philemon,"['Philemon', 'old Philemon']",they/them/their,6,0,1
614,7556,his servants,['his servants'],they/them/their,2,1,0.6666666667
615,1085,Dryope,['Dryope'],they/them/their,3,0,1
618,7682,girls,['girls'],they/them/their,1,0,1
626,8179,the centaurs maddened,['the centaurs maddened'],they/them/their,0,1,0
627,8396,his comrades,['his comrades'],they/them/their,1,2,0.3333333333
629,1319,The Thracians,['The Thracians'],they/them/their,3,0,1
630,5059,my unwilling daughters,['my unwilling daughters'],they/them/their,0,2,0
632,8625,This whole flock,['This whole flock'],they/them/their,1,0,1
633,8764,two of my friends,['two of my friends'],they/them/their,0,2,0
634,5215,his crew,['his crew'],they/them/their,6,0,1
645,607,Oceanus,"['Oceanus', 'old Oceanus']",they/them/their,0,2,0
650,2250,"these youths , who were allowed such brief lives","['these youths , who were allowed such brief lives']",they/them/their,1,0,1
654,670,Melaneus,['Melaneus'],they/them/their,1,1,0.5
655,691,the Dryads,"['the Dryads', 'Dryads']",they/them/their,3,0,1
656,696,Acoetes,['Acoetes'],they/them/their,1,1,0.5
658,706,Naxos,['Naxos'],they/them/their,1,1,0.5
661,2577,her parents,"['her parents', 'Her parents']",they/them/their,2,0,1
668,6579,the crowd of men,['the crowd of men'],they/them/their,2,0,1
669,806,Idas,"['Idas', 'swift Idas']",they/them/their,2,1,0.6666666667
670,6604,two brothers,"['two brothers', 'Two brothers']",they/them/their,2,0,1
673,6647,two hundred bodies,['two hundred bodies'],they/them/their,1,1,0.5
678,2920,the losers,['the losers'],they/them/their,2,0,1
680,2997,the two of Latona ’s family,['the two of Latona ’s family'],they/them/their,2,0,1
684,3247,the Athenian women,['the Athenian women'],they/them/their,2,0,1
686,7016,these warriors,['these warriors'],they/them/their,1,1,0.5
688,7072,the attendants,['the attendants'],they/them/their,3,1,0.75
692,7227,the sons of Pallas,"['the sons of Pallas', 'The sons of Pallas']",they/them/their,2,0,1
693,3505,many country people,['many country people'],they/them/their,1,1,0.5
694,986,the Aeacides,"['the Aeacides', 'Aeacides']",they/them/their,1,0,1
697,7406,the heroes,['the heroes'],they/them/their,1,1,0.5
699,3676,the women of Calydon,['the women of Calydon'],they/them/their,2,0,1
701,3709,the sailors,['the sailors'],they/them/their,2,0,1
707,7622,This sailors,['This sailors'],they/them/their,1,1,0.5
711,7663,Each god,['Each god'],they/them/their,3,0,1
717,4236,The married women,['The married women'],they/them/their,3,0,1
720,7908,brawny farm workers,['brawny farm workers'],they/them/their,2,0,1
726,8074,the servants,"['the servants', 'The servants']",they/them/their,4,0,1
732,1222,Lycus,['Lycus'],they/them/their,3,0,1
737,1275,Lemnos,['Lemnos'],they/them/their,4,0,1
740,8468,The Dardanian women,['The Dardanian women'],they/them/their,0,1,0
743,8693,the oarsmen of the Trojan ships,['the oarsmen of the Trojan ships'],they/them/their,2,1,0.6666666667
746,5334,the ambassadors,['the ambassadors'],they/them/their,1,1,0.5
751,8940,each of her many attendants,['each of her many attendants'],they/them/their,0,1,0
753,5401,The Sabine leaders,['The Sabine leaders'],they/them/their,0,1,0
756,1529,the seamen,['the seamen'],they/them/their,2,0,1
757,5793,Husbands,['Husbands'],they/them/their,1,0,1
760,5805,these progeny also despising the gods,['these progeny also despising the gods'],they/them/their,0,1,0
761,1549,The lesser gods,['The lesser gods'],they/them/their,1,0,1
762,1572,some of the gods,['some of the gods'],they/them/their,1,0,1
764,1699,a traveller,['a traveller'],they/them/their,3,0,1
771,1821,some seen swimming,['some seen swimming'],they/them/their,0,1,0
774,1898,the nymphs with dishevelled hair,['the nymphs with dishevelled hair'],they/them/their,1,0,1
778,1946,the Italian nymphs,['the Italian nymphs'],they/them/their,3,0,1
780,1998,the other nymphs,['the other nymphs'],they/them/their,1,0,1
788,636,the Phoenicians,['the Phoenicians'],they/them/their,1,1,0.5
790,640,Nephele,['Nephele'],they/them/their,2,0,1
793,664,Aëllo,['Aëllo'],they/them/their,1,0,1
795,688,Nemesis,"['Nemesis', 'Rhamnusian Nemesis']",they/them/their,0,1,0
796,6200,your exiled Penates,['your exiled Penates'],they/them/their,0,1,0
798,2478,the oarsmen,['the oarsmen'],they/them/their,1,0,1
802,2650,his parents,['his parents'],they/them/their,2,0,1
803,6367,the Maeonian sailors,['the Maeonian sailors'],they/them/their,0,2,0
819,836,Eryx,['Eryx'],they/them/their,2,0,1
821,839,Proetus,['Proetus'],they/them/their,0,1,0
822,846,Mnemosyne,['Mnemosyne'],they/them/their,1,0,1
826,2814,the lords of the sea,['the lords of the sea'],they/them/their,0,1,0
828,858,the Bacchiadae,['the Bacchiadae'],they/them/their,1,0,1
831,6826,the nymphs of Mount Tmolus,['the nymphs of Mount Tmolus'],they/them/their,2,0,1
832,6828,the nymphs of the River Pactolus,['the nymphs of the River Pactolus'],they/them/their,1,0,1
833,6846,the twelve gods,['the twelve gods'],they/them/their,1,0,1
836,6906,"The sisters , with black garments , and loosened hair","['The sisters , with black garments , and loosened hair']",they/them/their,1,0,1
837,3040,her twins,['her twins'],they/them/their,0,1,0
839,3200,the young Thracian women,['the young Thracian women'],they/them/their,1,0,1
843,7020,The earth - born brothers,['The earth - born brothers'],they/them/their,2,1,0.6666666667
845,7092,her petitioners,['her petitioners'],they/them/their,1,0,1
846,7120,the women of the island,['the women of the island'],they/them/their,2,0,1
849,7183,The statesmen,['The statesmen'],they/them/their,4,0,1
850,7220,the sons of Aeacus,['the sons of Aeacus'],they/them/their,2,0,1
853,3507,The young men of the neighbourhood,['The young men of the neighbourhood'],they/them/their,2,0,1
855,3601,The citizens,['The citizens'],they/them/their,2,0,1
857,7376,the herdsmen,['the herdsmen'],they/them/their,1,0,1
860,1042,Althaea,['Althaea'],they/them/their,1,0,1
861,7483,the barefoot nymphs,['the barefoot nymphs'],they/them/their,2,1,0.6666666667
862,7522,their visitors,['their visitors'],they/them/their,1,0,1
863,7539,The people of Bithynia,['The people of Bithynia'],they/them/their,1,0,1
864,7540,Trustworthy old men,['Trustworthy old men'],they/them/their,2,0,1
865,7541,those who love the gods,['those who love the gods'],they/them/their,1,1,0.5
866,7554,the Dryads,['the Dryads'],they/them/their,1,0,1
871,7707,The women of Bubasos,['The women of Bubasos'],they/them/their,1,1,0.5
872,7790,The bloodless spirits,['The bloodless spirits'],they/them/their,2,0,1
873,1123,the Belides,['the Belides'],they/them/their,2,0,1
875,4118,those girls,['those girls'],they/them/their,0,2,0
876,1134,the Propoetides,"['the Propoetides', 'the immoral Propoetides']",they/them/their,1,0,1
877,4199,noble suitors,['noble suitors'],they/them/their,0,1,0
879,1144,Boars,['Boars'],they/them/their,1,0,1
881,16,the Nereids,['the Nereids'],they/them/their,2,0,1
882,8019,Some of our men,['Some of our men'],they/them/their,0,2,0
883,4548,"the young crew , double - ranked","['the young crew , double - ranked']",they/them/their,2,0,1
884,4562,some of the crew,['some of the crew'],they/them/their,1,0,1
885,4613,The majority of the crew,['The majority of the crew'],they/them/their,1,0,1
890,1189,Calchas,['Calchas'],they/them/their,1,0,1
894,1201,Hippodame,['Hippodame'],they/them/their,0,1,0
895,8155,the cloud - born centaurs,['the cloud - born centaurs'],they/them/their,0,1,0
896,8161,the noisy crowd,['the noisy crowd'],they/them/their,2,0,1
897,4789,His twin - natured brothers,['His twin - natured brothers'],they/them/their,1,0,1
904,4924,the leaders of the Greeks,['the leaders of the Greeks'],they/them/their,0,1,0
906,8376,our allies,['our allies'],they/them/their,1,1,0.5
908,5052,my female offspring,['my female offspring'],they/them/their,2,1,0.6666666667
909,5082,Orion ’s daughters,['Orion ’s daughters'],they/them/their,0,1,0
910,1325,the Teucrians,['the Teucrians'],they/them/their,1,0,1
911,8584,a relentless breed of men,['a relentless breed of men'],they/them/their,1,1,0.5
914,5245,female servants,['female servants'],they/them/their,2,0,1
916,5314,those happy whom the storm,['those happy whom the storm'],they/them/their,0,1,0
920,5416,the Roman soldiers,['the Roman soldiers'],they/them/their,1,0,1
921,9029,its rulers,['its rulers'],they/them/their,0,1,0
922,5468,These two,['These two'],they/them/their,1,0,1
924,9112,the natives,['the natives'],they/them/their,1,0,1
925,5510,the women of Scythia,['the women of Scythia'],they/them/their,0,1,0
927,1428,Romans,"['Romans', 'the Romans']",they/them/their,1,0,1
928,5649,The terrified crowd,['The terrified crowd'],they/them/their,2,1,0.6666666667
929,5700,All the people,['All the people'],they/them/their,3,0,1
