English Word	Valence	Arousal	Dominance	Luxembourgish Word
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	Hypothes
hypothetical	0.480	0.367	0.361	hypothetesch
hysterectomy	0.178	0.660	0.470	hysterektomie
hysteria	0.224	0.906	0.482	hysterie
hysterical	0.290	0.942	0.398	hysteresch
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	Eis
ice tea	0.771	0.337	0.336	Eis Téi
iceberg	0.344	0.540	0.648	Äisbierg
icebox	0.560	0.222	0.370	Eiskëscht
icebreaker	0.571	0.545	0.848	Äisbriecher
iced	0.564	0.482	0.339	eischten
icing	0.688	0.452	0.411	Glace
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	icon
iconic	0.583	0.537	0.700	ikonesch
iconography	0.602	0.382	0.653	Ikonographie
icy	0.684	0.375	0.345	äiseg
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	Iddi
ideal	0.802	0.437	0.736	ideal
idealism	0.635	0.436	0.689	idealismus
idealist	0.816	0.510	0.802	idealist
idealistic	0.812	0.469	0.755	idealistesch
identical	0.635	0.380	0.527	identesch
identically	0.667	0.427	0.487	identesch
identification	0.714	0.451	0.692	Identifikatioun
identify	0.635	0.480	0.667	identifizéieren
identity	0.663	0.360	0.780	Identitéit
ideology	0.573	0.344	0.692	ideologie
idiocy	0.112	0.635	0.137	idiocy
idiom	0.520	0.337	0.445	idiom
idiomatic	0.531	0.429	0.516	idiomatesch
idiot	0.086	0.567	0.113	idiot
idiotic	0.104	0.620	0.170	idiotesch
idiots	0.143	0.600	0.144	Idioten
idle	0.179	0.167	0.112	idle
idleness	0.308	0.330	0.228	Idleness
idler	0.200	0.304	0.194	idler
idol	0.684	0.805	0.853	idol
idolatry	0.365	0.571	0.625	idolatry
idolizing	0.676	0.712	0.643	idolizing
idyllic	0.571	0.394	0.593	idyllesch
iffy	0.380	0.442	0.333	asw
ifonly	0.406	0.250	0.255	wann nëmmen
igloo	0.569	0.302	0.345	iglo
igneous	0.469	0.466	0.517	magesch
ignite	0.458	0.785	0.675	entzünden
ignition	0.365	0.720	0.657	ignition
ignorance	0.153	0.417	0.209	Ignoranz
ignorant	0.102	0.461	0.223	ignorant
ignore	0.146	0.230	0.295	ignoréieren
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatspider
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	krank
illegal	0.061	0.787	0.337	illegal
illegality	0.094	0.635	0.427	illegality
illegally	0.133	0.788	0.402	illegal
illegible	0.296	0.490	0.315	onliesbar
illegitimate	0.184	0.644	0.302	illegitim
illicit	0.188	0.794	0.390	illegal
illiterate	0.120	0.410	0.151	analfabet
illness	0.098	0.717	0.211	Krankheet
illogical	0.208	0.630	0.251	onlogesch
illuminate	0.905	0.646	0.782	beliichten
illuminating	0.949	0.613	0.773	beliichten
illumination	0.760	0.588	0.537	Beliichtung
illuminator	0.770	0.566	0.718	illuminator
illusion	0.562	0.490	0.387	Illusioun
illustrate	0.750	0.430	0.690	illustréieren
illustration	0.740	0.441	0.640	Illustratioun
illustrative	0.771	0.452	0.647	illustrativ
illustrious	0.673	0.550	0.741	illustréiert
ilovechristmas	0.885	0.590	0.525	ilove Chrëschtdag
iloveher	0.750	0.519	0.556	Ech hunn hatt gär
image	0.653	0.241	0.453	Bild
imagery	0.653	0.327	0.390	Bildmaterial
imaginable	0.613	0.529	0.596	virstellbar
imaginary	0.560	0.424	0.310	imaginär
imagination	0.802	0.491	0.547	Phantasie
imaginative	0.780	0.541	0.593	imaginativ
imagine	0.759	0.480	0.587	virstellen
imagined	0.656	0.412	0.418	virgestallt
imaging	0.724	0.394	0.482	Imaging
imagining	0.765	0.458	0.545	virstellen
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	Ongläichgewiicht
imbecile	0.082	0.569	0.260	imbecil
imbedded	0.406	0.580	0.562	agebonnen
imissyou	0.480	0.608	0.344	ech vermëssen dech
imitate	0.469	0.561	0.336	imitéieren
imitated	0.333	0.391	0.442	imitéiert
imitation	0.406	0.592	0.343	imitation
immaculate	0.698	0.330	0.688	immaculéiert
immaterial	0.296	0.309	0.295	immateriellt
immature	0.114	0.500	0.200	onreift
immaturity	0.146	0.567	0.221	Ongerechtegkeet
immeasurable	0.510	0.539	0.712	onmoosseg
immeasurably	0.510	0.640	0.680	onmoosseg
immediacy	0.635	0.630	0.627	direkt
immediate	0.656	0.548	0.716	direkt
immediately	0.552	0.780	0.707	direkt
immemorial	0.327	0.469	0.454	immemorial
immense	0.755	0.750	0.811	immens
immerse	0.510	0.577	0.509	ënnerzegoen
immersion	0.510	0.556	0.564	immersion
immigrant	0.357	0.663	0.509	Immigrant
immigration	0.390	0.667	0.454	Immigratioun
imminent	0.490	0.784	0.643	imminent
immobile	0.225	0.217	0.298	immobile
immoral	0.143	0.622	0.385	onmoralesch
immorality	0.188	0.689	0.315	Onmoralitéit
immortal	0.812	0.750	0.795	onstierwlechen
immortality	0.688	0.635	0.861	Onstierflechkeet
immovable	0.480	0.310	0.571	onbeweegbar
immune	0.629	0.472	0.780	immun
immunity	0.633	0.316	0.786	Immunitéit
immunization	0.667	0.510	0.733	Immuniséierung
immutable	0.427	0.431	0.571	onverännerlech
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	Impakt
impair	0.153	0.500	0.360	behënneren
impaired	0.130	0.459	0.269	behënnert
impairment	0.170	0.571	0.220	Behënnerung
impart	0.521	0.441	0.694	vermëttelen
impartial	0.531	0.406	0.685	onparteiesch
impartiality	0.622	0.394	0.616	Onparteilechkeet
impassable	0.342	0.458	0.553	onpassbar
impassioned	0.740	0.780	0.802	begeeschtert
impatience	0.278	0.780	0.411	Ongedëlleg
impatient	0.250	0.708	0.429	ongedëlleg
impatiently	0.194	0.750	0.539	ongedëlleg
impeach	0.208	0.776	0.664	impeachéieren
impeachment	0.163	0.735	0.694	impeachment
impeccable	0.833	0.370	0.824	impeccable
impede	0.271	0.510	0.604	behënneren
impediment	0.163	0.600	0.409	Behënnerung
impelled	0.604	0.741	0.690	ugedriwwen
impending	0.480	0.735	0.752	bevirsteet
impenetrable	0.531	0.577	0.839	onduerchtrëfft
imperative	0.625	0.647	0.708	imperativ
imperceptible	0.378	0.490	0.548	onmerkbar
imperfect	0.173	0.527	0.202	onvollstänneg
imperfection	0.190	0.567	0.321	Onvollstännegkeet
imperfectly	0.297	0.481	0.330	onvollstänneg
imperial	0.669	0.646	0.922	keeserlech
imperialist	0.284	0.786	0.833	imperialistesch
impermeable	0.510	0.308	0.558	impermeable
impermissible	0.188	0.464	0.352	onerlaabt
impersonal	0.316	0.356	0.472	onperséinlech
impersonate	0.510	0.632	0.591	virstellen
impersonation	0.375	0.618	0.528	Impersonatioun
impersonator	0.469	0.586	0.406	impersonator
impertinence	0.170	0.653	0.420	impertinence
impertinent	0.219	0.826	0.373	impertinent
impervious	0.582	0.408	0.536	impervious
impetuous	0.602	0.814	0.712	impetuous
impetus	0.521	0.740	0.635	Impulser
implacable	0.569	0.663	0.830	onbestänneg
implant	0.429	0.510	0.588	implantéieren
implantation	0.396	0.604	0.741	Implantatioun
implanted	0.347	0.500	0.679	implantéiert
implement	0.720	0.573	0.792	ëmsetzen
implicate	0.250	0.670	0.434	implizéieren
implicated	0.354	0.673	0.438	implizéiert
implication	0.337	0.528	0.690	Implikatioun
implied	0.327	0.530	0.481	implizéiert
implore	0.396	0.650	0.377	plädéieren
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	implizéieren
impolite	0.167	0.590	0.282	onhéiflech
import	0.615	0.480	0.623	importéieren
importance	0.750	0.580	0.864	Wichtegkeet
important	0.827	0.630	0.836	wichteg
importation	0.625	0.500	0.733	Import
impose	0.503	0.721	0.745	imposéieren
imposing	0.392	0.731	0.836	imposant
imposition	0.357	0.604	0.618	imposéieren
impossibility	0.170	0.625	0.306	Onméiglechkeet
impossible	0.153	0.510	0.407	onméiglech
impostor	0.135	0.704	0.442	imposant
impotence	0.198	0.689	0.224	Impotenz
impotent	0.146	0.587	0.333	impotent
impound	0.230	0.587	0.583	imponéieren
impoverished	0.125	0.311	0.203	aarmt
impracticable	0.398	0.549	0.381	onpraktesch
impractical	0.160	0.373	0.291	onpraktesch
impregnable	0.378	0.549	0.667	onnahmbar
impregnate	0.510	0.721	0.655	imprägnéieren
impress	0.816	0.744	0.895	beandrocken
impressed	0.806	0.770	0.429	beandrockt
impression	0.684	0.557	0.577	Androck
impressionable	0.827	0.720	0.645	impressionable
impressive	0.781	0.830	0.873	beandrockend
imprint	0.615	0.574	0.685	Ofdréck
imprison	0.112	0.829	0.545	Prisong
imprisoned	0.032	0.717	0.302	agespaart
imprisonment	0.133	0.630	0.471	Prisongsstrof
improbable	0.097	0.412	0.439	onwahrscheinlech
impromptu	0.541	0.729	0.415	improviséierter
improper	0.229	0.520	0.259	ongerecht
impropriety	0.133	0.591	0.389	Ongerechtegkeet
improve	0.833	0.528	0.815	verbesseren
improved	0.919	0.480	0.679	verbessert
improvement	0.786	0.500	0.611	Verbesserung
improves	0.929	0.625	0.727	verbessert
improving	0.911	0.510	0.682	verbesseren
improvisation	0.631	0.812	0.529	Improvisatioun
improvise	0.646	0.650	0.519	improviséieren
improvised	0.610	0.673	0.443	improviséierter
imprudent	0.170	0.676	0.265	onschëlleg
impudence	0.214	0.500	0.472	impudence
impudent	0.302	0.604	0.462	onheemlech
impulse	0.530	0.840	0.611	impuls
impulsive	0.365	0.864	0.607	impulsiv
impunity	0.313	0.721	0.602	impunity
impure	0.260	0.560	0.208	onrein
impurity	0.173	0.546	0.306	Gëftegkeet
imputation	0.333	0.654	0.621	imputation
imtryingtosleep	0.438	0.363	0.385	probéieren ze schlofen
inability	0.150	0.529	0.250	Onméiglechkeet
inaccessible	0.083	0.585	0.446	onzougänglechen
inaccurate	0.135	0.450	0.250	ongenau
inaction	0.323	0.225	0.325	inaction
inactivate	0.245	0.240	0.415	inaktivéieren
inactivation	0.198	0.260	0.220	Inaktivéierung
inactive	0.271	0.167	0.159	inaktiv
inactivity	0.135	0.143	0.227	Inaktivitéit
inadequacy	0.286	0.500	0.297	Inadequatitéit
inadequate	0.122	0.450	0.223	inadequater
inadequateness	0.240	0.529	0.316	Inadequatitéit
inadmissible	0.188	0.636	0.389	inakzeptabel
inadvertent	0.365	0.368	0.286	ongewollt
inadvertently	0.302	0.541	0.549	ongewollt
inaffable	0.388	0.518	0.455	onheemlech
inalienable	0.437	0.459	0.608	onvergiesslech
inane	0.271	0.350	0.268	onglécklech
inanimate	0.281	0.143	0.224	inanimate
inapplicable	0.281	0.402	0.330	inapplicabel
inappropriate	0.135	0.542	0.353	onpassend
inattention	0.208	0.433	0.188	OnOpmierksamkeet
inaudible	0.280	0.398	0.358	onhéierbar
inaugural	0.684	0.567	0.608	inaugural
inaugurate	0.781	0.582	0.800	inauguréieren
inauguration	0.847	0.712	0.769	Aweiung
inborn	0.590	0.288	0.546	gebierteg
inbound	0.531	0.388	0.538	inbound
inbred	0.397	0.520	0.473	gebierteg
incalculable	0.449	0.620	0.679	onberechenbar
incandescent	0.354	0.612	0.621	Glühwäin
incantation	0.439	0.632	0.548	incantation
incapable	0.156	0.529	0.155	onfäheg
incapacity	0.052	0.500	0.217	Onfäegkeet
incarceration	0.100	0.800	0.397	Prisongsstrof
incarnate	0.552	0.651	0.593	inkarnéieren
incase	0.580	0.196	0.365	wann
incendiary	0.281	0.810	0.598	brennend
incense	0.698	0.275	0.328	Räucherstäerkt
incensed	0.338	0.643	0.392	incenséiert
incentive	0.812	0.618	0.718	Ureiz
inception	0.604	0.425	0.561	Ufank
incessant	0.438	0.760	0.544	onopfälleg
incessantly	0.417	0.765	0.606	onopfälleg
incest	0.073	0.853	0.491	Inzest
incestuous	0.188	0.736	0.442	incestuous
inch	0.481	0.327	0.300	Zoll
incidence	0.417	0.527	0.429	Heefegkeet
incident	0.084	0.662	0.482	Tëschefall
incidental	0.281	0.610	0.404	iwwregens
incidentally	0.479	0.500	0.500	iwwregens
incineration	0.229	0.787	0.470	Verbrennung
incinerator	0.250	0.643	0.591	Verbrenner
incipient	0.442	0.382	0.430	ufanks
incision	0.240	0.663	0.558	Schnëtt
incisive	0.380	0.602	0.545	incisiv
incite	0.449	0.736	0.642	encouragéieren
incitement	0.302	0.943	0.598	incitation
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	Neigung
incline	0.490	0.423	0.345	Schréiegt
inclined	0.469	0.347	0.402	geneigt
include	0.729	0.449	0.702	enthalen
included	0.760	0.402	0.570	abegraff
including	0.700	0.378	0.518	dorënner
inclusion	0.774	0.404	0.712	Inklusioun
inclusive	0.604	0.420	0.564	inklusiv
incognito	0.610	0.490	0.446	inkognito
incoherent	0.122	0.612	0.250	inkohärent
income	0.750	0.510	0.728	Akommes
incoming	0.660	0.509	0.596	erakommen
incomparable	0.625	0.577	0.670	onvergläichlech
incompatible	0.196	0.500	0.310	inkompatibel
incompetence	0.077	0.551	0.208	Inkompetenz
incompetent	0.133	0.566	0.239	inkompetent
incomplete	0.153	0.370	0.205	onkomplett
incompletely	0.344	0.442	0.232	onvollstänneg
incompleteness	0.271	0.451	0.234	Onvollstännegkeet
incomprehensible	0.250	0.550	0.344	onverständlech
inconceivable	0.198	0.552	0.561	ondenkbar
inconclusive	0.153	0.442	0.340	onkonklusiv
incongruous	0.177	0.504	0.343	incongruous
inconsequential	0.250	0.480	0.345	onkonsequent
inconsiderate	0.224	0.519	0.423	onbedenklech
inconsistency	0.125	0.480	0.314	Inkonsistenz
inconsistent	0.271	0.431	0.295	inkonsistent
inconspicuous	0.604	0.214	0.368	onopfälleg
incontinence	0.150	0.598	0.272	Inkontinenz
inconvenience	0.063	0.667	0.291	Onbequemlechkeet
inconvenient	0.224	0.610	0.375	onbequem
incorporate	0.745	0.612	0.571	integréieren
incorporation	0.573	0.404	0.768	Inkorporatioun
incorrect	0.140	0.569	0.255	falsch
incorrigible	0.130	0.667	0.500	onverwierklech
increase	0.810	0.657	0.886	Erhéijung
increased	0.684	0.660	0.773	erhéicht
incredible	0.857	0.796	0.902	onheemlech
incredulous	0.286	0.510	0.269	onglécklech
increment	0.684	0.637	0.750	eropgoen
incriminate	0.188	0.810	0.416	inkriminéieren
incriminating	0.133	0.788	0.500	inkriminéierend
incrimination	0.152	0.865	0.545	Inkriminatioun
incubation	0.461	0.490	0.397	Inkubatioun
incubator	0.510	0.435	0.405	inkubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	amtéierend
incur	0.312	0.667	0.495	entstoen
incurable	0.104	0.667	0.255	onheelbar
incursion	0.552	0.830	0.719	Agrëff
indebted	0.138	0.698	0.275	Schold
indecency	0.135	0.670	0.491	Ongerechtegkeet
indecent	0.083	0.683	0.240	indecent
indecision	0.184	0.480	0.196	Indecisioun
indecisive	0.271	0.420	0.190	onbestëmmend
indefensible	0.173	0.647	0.484	onverdeedbar
indefinite	0.448	0.292	0.296	onbestëmmten
indelible	0.490	0.337	0.591	ondelbar
indemnification	0.521	0.490	0.770	indemnification
indemnify	0.449	0.548	0.613	indemnify
indemnity	0.470	0.607	0.692	Indemnitéit
indent	0.479	0.346	0.379	entstinn
indentation	0.374	0.500	0.349	Abzug
indenture	0.434	0.382	0.636	entrée
independence	0.896	0.663	0.911	Onofhängegkeet
independent	0.885	0.440	0.872	onofhängeg
indescribable	0.448	0.529	0.648	onbeschreiflech
indestructible	0.772	0.731	0.853	onverstéierbar
indeterminate	0.360	0.402	0.322	onbestëmmend
index	0.448	0.268	0.342	Index
indicate	0.594	0.350	0.676	uginn
indicating	0.745	0.339	0.555	uginn
indication	0.719	0.432	0.750	Indikatioun
indicative	0.510	0.510	0.591	indikativ
indicator	0.573	0.451	0.670	Indikator
indice	0.469	0.377	0.541	indize
indict	0.188	0.731	0.458	ugeklot
indictment	0.245	0.745	0.577	Uklo
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	Gläichgëltegkeet
indifferent	0.396	0.157	0.250	indifferent
indigenous	0.500	0.509	0.552	Naturvölker
indigent	0.156	0.481	0.223	onbestänneg
indigestion	0.204	0.610	0.182	indigestion
indignant	0.260	0.600	0.423	indignéiert
indignation	0.173	0.778	0.431	Indignatioun
indignity	0.167	0.500	0.306	Indignitéit
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	indirekten
indiscreet	0.177	0.587	0.342	indiskret
indiscretion	0.265	0.637	0.390	Indiskretioun
indispensable	0.710	0.449	0.802	onverzichtbar
indisposed	0.122	0.519	0.206	indisponéiert
indistinct	0.255	0.340	0.360	onkloer
indistinguishable	0.346	0.458	0.548	net z'ënnerscheeden
individual	0.627	0.327	0.533	individuell
individuality	0.612	0.469	0.527	Individualitéit
indivisible	0.646	0.398	0.580	ondeelbar
indoctrination	0.327	0.657	0.698	Indoktrinatioun
indolent	0.177	0.381	0.259	indolent
indomitable	0.458	0.800	0.830	indomitable
indoor	0.615	0.245	0.347	bannen
induce	0.257	0.606	0.684	inducéieren
induced	0.397	0.471	0.491	induzéiert
inducement	0.647	0.765	0.685	inducement
induction	0.392	0.593	0.627	Aféierung
indulge	0.833	0.716	0.669	ausginn
indulgence	0.479	0.490	0.517	Genoss
indulgent	0.560	0.481	0.529	indulgent
industrial	0.469	0.600	0.875	industriell
industrialist	0.562	0.633	0.843	Industriellen
industrious	0.720	0.537	0.791	industrious
industry	0.650	0.447	0.836	Industrie
ineffable	0.551	0.577	0.585	onendlech
ineffective	0.093	0.422	0.094	onwierksam
ineffectual	0.163	0.412	0.200	onwierksam
inefficiency	0.092	0.466	0.181	Ineffizienz
inefficient	0.190	0.460	0.173	ineffizient
inelastic	0.396	0.426	0.385	inelastesch
ineligible	0.143	0.377	0.457	ineligible
inept	0.156	0.418	0.209	onfäheg
ineptitude	0.177	0.471	0.250	ineptitude
inequality	0.122	0.575	0.259	Ongläichheet
inequitable	0.281	0.519	0.373	ongerecht
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	Inertie
inevitable	0.316	0.419	0.623	inévitabel
inexact	0.153	0.459	0.170	onexakt
inexcusable	0.271	0.582	0.546	inexcusable
inexhaustible	0.602	0.541	0.643	onendlech
inexpensive	0.694	0.414	0.260	bëlleg
inexperience	0.208	0.614	0.151	Onerfahrung
inexperienced	0.281	0.473	0.231	onerfueren
inexplicable	0.224	0.635	0.443	onerklärlech
inexpressible	0.198	0.608	0.364	onausdrécklech
infallibility	0.583	0.663	0.764	Onfehlbarkeet
infallible	0.776	0.687	0.809	onfehlbar
infamous	0.146	0.580	0.472	berüchtegt
infamy	0.177	0.676	0.421	infamy
infancy	0.750	0.399	0.370	Kandheet
infant	0.802	0.431	0.328	Puppelchen
infanticide	0.167	0.856	0.443	infanticide
infantile	0.604	0.382	0.259	infantil
infantry	0.531	0.684	0.791	infanterie
infarct	0.080	0.846	0.386	infarkt
infatuated	0.729	0.764	0.417	verléift
infatuation	0.844	0.745	0.530	Verléift
infeasible	0.245	0.472	0.236	onméiglech
infect	0.102	0.777	0.424	infizéieren
infection	0.083	0.735	0.407	Infektioun
infectious	0.142	0.760	0.422	ustiechend
infer	0.449	0.490	0.453	ofleeden
inference	0.359	0.479	0.398	Inferenz
inferential	0.426	0.451	0.455	inferential
inferior	0.260	0.254	0.106	mannerwäerteg
inferiority	0.177	0.430	0.205	Inferioritéit
infernal	0.083	0.837	0.571	infernal
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	onfruchtbar
infertility	0.170	0.664	0.328	Onfruchtbarkeet
infestation	0.256	0.776	0.527	infestation
infidel	0.177	0.740	0.404	infidel
infidelity	0.062	0.777	0.392	infidelity
infield	0.510	0.571	0.438	infield
infiltrate	0.408	0.745	0.587	infiltréieren
infiltration	0.265	0.792	0.536	Infiltratioun
infinite	0.724	0.583	0.735	onendlech
infinitely	0.688	0.643	0.829	onendlech
infinitesimal	0.388	0.472	0.496	onendlech
infinity	0.516	0.459	0.805	Onendlechkeet
infirm	0.115	0.521	0.210	krank
infirmary	0.500	0.438	0.517	Krankenhaus
infirmity	0.094	0.482	0.252	krankheet
inflammation	0.146	0.765	0.423	inflammation
inflammatory	0.177	0.642	0.404	entzündlech
inflatable	0.510	0.510	0.400	opbloosbar
inflate	0.305	0.569	0.462	opbléien
inflated	0.303	0.431	0.617	opgeblosen
inflation	0.219	0.792	0.508	Inflatioun
inflection	0.385	0.635	0.377	inflexioun
inflict	0.167	0.760	0.609	bewierken
infliction	0.302	0.722	0.571	infliction
inflorescence	0.459	0.344	0.412	inflorescence
influence	0.622	0.663	0.824	Afloss
influential	0.899	0.688	0.944	aflossräich
influenza	0.271	0.718	0.321	influenza
influx	0.622	0.635	0.575	influx
info	0.750	0.330	0.642	info
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	informéieren
informal	0.480	0.398	0.441	informell
informant	0.604	0.612	0.719	informant
information	0.765	0.370	0.711	Informatiounen
informative	0.812	0.419	0.741	informativ
informed	0.543	0.298	0.617	informéiert
informer	0.521	0.578	0.580	informer
infraction	0.245	0.660	0.471	Verletzung
infrared	0.469	0.588	0.526	infrarout
infrastructure	0.604	0.460	0.694	Infrastruktur
infrequent	0.312	0.377	0.192	selten
infrequently	0.204	0.250	0.327	selten
infringement	0.153	0.800	0.481	Verletzung
infuriate	0.102	0.934	0.596	rosen
infuriated	0.073	0.930	0.510	rosen
infuriates	0.135	0.913	0.627	infuriates
infuriating	0.139	0.870	0.509	infuriating
infuse	0.380	0.705	0.589	infuséieren
infused	0.385	0.473	0.546	infuséiert
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	infusion
ingenious	0.760	0.690	0.891	genial
ingenuity	0.708	0.590	0.868	Erfindung
ingest	0.510	0.559	0.473	anhuelen
ingestion	0.429	0.612	0.512	Verdauung
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	agebaut
ingrate	0.235	0.606	0.327	integral
ingredient	0.792	0.373	0.451	Zutate
ingress	0.601	0.366	0.736	ingress
inhabit	0.656	0.378	0.556	bewunnt
inhabitant	0.604	0.356	0.519	Awunner
inhabited	0.667	0.361	0.510	bewunnt
inhabiting	0.458	0.440	0.598	bewunnt
inhalation	0.510	0.613	0.464	Inhalatioun
inhale	0.427	0.340	0.492	inhaléieren
inhaler	0.408	0.500	0.349	inhalator
inherent	0.562	0.439	0.480	inherent
inherit	0.745	0.546	0.694	ierwen
inheritance	0.900	0.565	0.798	Ierfschaft
inhibit	0.167	0.479	0.447	hemmen
inhibition	0.265	0.392	0.534	Hemmung
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	ongäscht
inhuman	0.107	0.660	0.492	onmënschlech
inhumane	0.104	0.587	0.402	onmënschlech
inhumanity	0.143	0.540	0.405	Onmënschlechkeet
inimaginable	0.542	0.636	0.534	onvirstellbar
inimical	0.260	0.823	0.556	inimical
inimitable	0.571	0.413	0.790	onimitéierbar
iniquity	0.219	0.567	0.425	Ongerechtegkeet
initial	0.583	0.314	0.539	initial
initiate	0.719	0.480	0.553	initiéieren
initiated	0.760	0.490	0.650	initiéiert
initiation	0.698	0.529	0.527	Initiatioun
initiative	0.833	0.615	0.768	Initiativ
inject	0.406	0.735	0.596	sprëtzen
injection	0.281	0.741	0.518	Sprëtz
injunction	0.281	0.422	0.519	Uerteel
injure	0.177	0.710	0.364	verletzen
injured	0.083	0.680	0.302	blesséiert
injuring	0.073	0.790	0.245	blesséiert
injurious	0.177	0.759	0.366	verletzend
injury	0.049	0.769	0.287	Verletzung
injustice	0.082	0.755	0.444	Ongerechtegkeet
ink	0.471	0.408	0.235	Tënt
inkling	0.448	0.551	0.570	ugesinn
inland	0.510	0.417	0.423	am Land
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	inlet
inmate	0.235	0.663	0.398	inmate
inn	0.660	0.284	0.475	inn
innards	0.302	0.480	0.400	Innere
innate	0.490	0.400	0.521	gebierteg
inner	0.551	0.216	0.443	bannenzeg
innermost	0.583	0.500	0.510	banneschten
innerpeace	0.714	0.318	0.551	innerpeace
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	Innings
innkeeper	0.578	0.224	0.472	Innkeeper
innocence	0.802	0.260	0.307	Onschold
innocent	0.729	0.206	0.340	onschëlleg
innocently	0.776	0.250	0.302	onschëlleg
innocuous	0.510	0.321	0.172	onschëlleg
innovate	0.898	0.872	0.750	innovéieren
innovation	0.949	0.680	0.890	Innovatioun
innovative	0.880	0.640	0.830	innovativ
innuendo	0.467	0.670	0.463	innuendo
innumerable	0.667	0.445	0.704	onzuelbar
inoculation	0.333	0.570	0.598	Impfung
inoperable	0.184	0.422	0.304	onoperabel
inoperative	0.138	0.425	0.273	inoperativ
inordinate	0.163	0.630	0.330	inordinate
inorganic	0.385	0.345	0.282	anorganesch
input	0.643	0.337	0.527	Input
inquest	0.458	0.569	0.721	enquête
inquire	0.583	0.519	0.363	froen
inquirer	0.573	0.598	0.776	Ufro
inquiring	0.479	0.510	0.500	froen
inquiry	0.541	0.420	0.536	Ufro
inquisitive	0.301	0.637	0.615	virwëtzeg
inquisitor	0.385	0.873	0.642	inquisitor
insane	0.062	0.670	0.265	verréckt
insanity	0.098	0.847	0.337	Wahnsinn
insatiable	0.375	0.656	0.558	onsatzbar
inscription	0.592	0.422	0.542	Inscriptioun
inscrutable	0.459	0.541	0.613	onkloerbar
insect	0.276	0.633	0.242	Insekt
insecticide	0.188	0.598	0.430	Insektizid
insecure	0.114	0.538	0.132	onsécher
insecurity	0.094	0.647	0.350	Onsécherheet
insemination	0.542	0.644	0.622	Inseminatioun
insensitive	0.219	0.471	0.302	onsensibel
inseparable	0.700	0.520	0.571	onselbar
insert	0.481	0.552	0.519	asetzen
inserted	0.479	0.402	0.476	agesat
insertion	0.521	0.520	0.565	Aféierung
inside	0.612	0.404	0.472	bannen
insider	0.625	0.562	0.750	Insider
insidious	0.146	0.622	0.480	lächerlech
insight	0.613	0.363	0.649	Asiicht
insightful	0.664	0.691	0.713	Asiicht
insignia	0.665	0.282	0.685	Insignien
insignificance	0.250	0.216	0.222	Onbedeitung
insignificant	0.083	0.306	0.114	onwichteg
insinuate	0.292	0.635	0.413	insinuéieren
insipid	0.214	0.250	0.241	onglécklech
insist	0.635	0.651	0.688	insistéieren
insistence	0.418	0.704	0.645	Insistenz
insistent	0.552	0.635	0.701	insistent
insists	0.490	0.587	0.610	insistéiert
insolence	0.115	0.731	0.402	Insolenz
insolent	0.112	0.663	0.343	onbestänneg
insoluble	0.439	0.290	0.414	onléislech
insolvency	0.323	0.431	0.300	Insolvenz
insolvent	0.230	0.481	0.318	insolvent
insomnia	0.198	0.611	0.373	insomnia
insomniac	0.231	0.367	0.329	insomniac
inspect	0.479	0.603	0.793	iwwerpréiwen
inspection	0.459	0.630	0.718	Inspektioun
inspector	0.418	0.580	0.852	Inspekter
inspiration	0.938	0.600	0.779	Inspiratioun
inspirational	0.927	0.720	0.810	inspiréierend
inspire	0.918	0.627	0.759	inspiréieren
inspired	0.967	0.702	0.736	inspiréiert
instability	0.177	0.760	0.353	Onstabilitéit
install	0.630	0.583	0.736	installéieren
installation	0.656	0.469	0.759	Installatioun
installment	0.619	0.396	0.483	Remboursement
instance	0.547	0.450	0.558	Instanz
instant	0.766	0.454	0.554	instant
instantaneous	0.750	0.500	0.585	momentan
instantaneously	0.656	0.640	0.600	direkt
instigate	0.278	0.765	0.642	instigéieren
instigation	0.323	0.769	0.648	instigation
