English Word	Valence	Arousal	Dominance	Maltese Word
hamburger	0.809	0.551	0.387	hamburger
hamlet	0.573	0.270	0.397	raħal
hammer	0.312	0.509	0.563	martell
hammerhead	0.337	0.490	0.569	martell
hammering	0.347	0.779	0.557	martell
hammock	0.673	0.255	0.287	hammock
hamper	0.204	0.711	0.473	ixekkel
hamster	0.520	0.394	0.349	ħamster
hamstring	0.406	0.471	0.443	hamstring
hand	0.542	0.314	0.434	idejn
handbag	0.562	0.240	0.336	ħendbeg
handball	0.561	0.493	0.440	handball
handbook	0.600	0.224	0.567	manwal
handcuff	0.310	0.590	0.593	manetti
handful	0.521	0.481	0.400	numru żgħir
handgun	0.156	0.914	0.782	pistola tal-idejn
handheld	0.646	0.350	0.586	jinżammu fl-idejn
handicap	0.133	0.394	0.264	żvantaġġ
handicapped	0.204	0.467	0.180	b'diżabilità
handicraft	0.724	0.333	0.565	artiġjanat
handiwork	0.753	0.430	0.410	xogħol bl-idejn
handkerchief	0.510	0.192	0.219	maktur
handle	0.698	0.571	0.558	manku
handler	0.439	0.593	0.861	handler
handmade	0.776	0.383	0.475	magħmulin bl-idejn
handout	0.560	0.330	0.545	handout
handprint	0.635	0.289	0.463	marka tal-idejn
handshake	0.816	0.654	0.492	handshake
handsome	0.890	0.600	0.682	gustuż
handwriting	0.615	0.378	0.381	kalligrafija
handy	0.741	0.378	0.639	handy
handyman	0.660	0.373	0.393	handyman
hang	0.323	0.529	0.446	hang
hangar	0.490	0.456	0.481	hangar
hanger	0.439	0.462	0.461	hannger
hanging	0.378	0.471	0.389	mdendlin
hangman	0.153	0.877	0.555	imdendel
hangout	0.573	0.500	0.462	hang out
hangover	0.188	0.565	0.267	hangover
hangry	0.219	0.794	0.279	hungry
hank	0.510	0.375	0.339	mazz
hankering	0.604	0.540	0.558	xewqat
hanky	0.460	0.276	0.250	hanky
hap	0.503	0.431	0.453	hap
haphazard	0.469	0.530	0.324	bl-addoċċ
hapless	0.271	0.442	0.193	sfortunati
happen	0.677	0.670	0.551	jiġri
happening	0.646	0.529	0.555	jiġri
happier	0.990	0.760	0.806	aktar kuntenti
happiest	0.990	0.716	0.746	l-aktar kuntenti
happily	1.000	0.690	0.674	kuntenti
happiness	0.960	0.732	0.850	kuntentizza
happy	1.000	0.735	0.772	kuntenti
happydance	0.857	0.760	0.582	happydance
happyday	0.929	0.650	0.663	happyday
happyheart	0.949	0.575	0.605	qalb kuntenta
happyholidays	0.927	0.740	0.637	happyholidays
happynewyear	0.969	0.815	0.559	Is-Sena t-Tajba
happyplace	0.938	0.589	0.645	happyplace
happytweet	0.847	0.588	0.437	happytweet
happyvalentinesday	0.929	0.784	0.509	jum San Valentinu t-tajjeb
harass	0.160	0.775	0.620	fastidju
harassing	0.120	0.873	0.446	fastidju
harassment	0.083	0.896	0.420	fastidju
harbinger	0.490	0.389	0.692	presbiter
harbor	0.594	0.356	0.634	port
hard	0.302	0.708	0.616	iebes
hardball	0.542	0.667	0.452	ballun iebes
hardcore	0.250	0.721	0.585	iebsa
harden	0.276	0.598	0.677	jibbies
hardened	0.406	0.618	0.764	imwebbes
hardening	0.388	0.673	0.741	ebusija
hardheaded	0.156	0.699	0.571	iebsa
hardness	0.417	0.580	0.745	ebusija
hardship	0.094	0.775	0.482	tbatija
hardware	0.594	0.289	0.686	ħardwer
hardwood	0.417	0.363	0.518	injam iebes
hardworking	0.719	0.583	0.792	bieżel
hardy	0.571	0.569	0.810	jifilħu
hare	0.620	0.410	0.345	liebru
harebrained	0.296	0.551	0.436	harebrained
harem	0.521	0.578	0.582	harem
hark	0.571	0.500	0.398	ħark
harlot	0.198	0.798	0.330	prostituta
harm	0.073	0.679	0.423	ħsara
harmful	0.094	0.750	0.291	li jagħmel ħsara
harmless	0.625	0.226	0.241	ma jagħmilx ħsara
harmonica	0.847	0.235	0.510	harmonika
harmonics	0.865	0.400	0.575	armoniċi
harmonious	0.938	0.391	0.719	armonjuż
harmoniously	0.969	0.265	0.647	armonjuż
harmonize	0.939	0.461	0.609	tarmonizza
harmony	0.949	0.230	0.509	armonija
harness	0.570	0.549	0.508	xedd
harp	0.618	0.310	0.356	arpa
harper	0.417	0.454	0.435	harper
harpoon	0.490	0.700	0.557	arpun
harpsichord	0.541	0.490	0.438	klavicenju
harrowing	0.209	0.810	0.474	ħeġġa
harry	0.520	0.409	0.390	Harry
harsh	0.250	0.650	0.623	ħarxa
harshness	0.323	0.600	0.779	ħruxija
hart	0.643	0.389	0.447	hart
harvest	0.781	0.353	0.548	ħsad
hash	0.344	0.453	0.355	hash
hashish	0.370	0.570	0.358	ħaxixa
hassle	0.177	0.740	0.489	battikata
haste	0.378	0.745	0.500	għaġla
hasten	0.571	0.750	0.618	iħaffu
hastily	0.271	0.609	0.609	bil-għaġla
hasty	0.188	0.885	0.424	mgħaġġlin
hat	0.604	0.183	0.353	kappell
hatch	0.479	0.653	0.402	bokkaport
hatchet	0.333	0.608	0.500	hatcha
hate	0.031	0.802	0.430	mibegħda
hateeee	0.219	0.606	0.368	hateeee
hateeveryone	0.041	0.840	0.429	hatekulħadd
hateful	0.071	0.819	0.430	mibegħda
hater	0.052	0.702	0.422	hater
hateyou	0.125	0.735	0.464	nobogħdok
hating	0.083	0.820	0.434	mibegħda
hatred	0.037	0.847	0.424	mibegħda
haughty	0.240	0.708	0.588	kburin
haul	0.551	0.564	0.453	refgħa
haulage	0.561	0.510	0.650	ġarr
haunt	0.288	0.676	0.576	haunt
haunted	0.264	0.731	0.520	haunted
have	0.757	0.389	0.593	jkollhom
haven	0.684	0.265	0.547	kenn
havoc	0.163	0.769	0.535	ħasra
haw	0.406	0.426	0.431	haw
hawk	0.583	0.530	0.631	ħawk
hawking	0.521	0.509	0.491	hawking
hay	0.469	0.212	0.343	ħuxlief
haye	0.615	0.451	0.336	haye
hayride	0.561	0.521	0.464	hayride
haystack	0.552	0.292	0.331	haystack
haywire	0.358	0.545	0.430	haywire
hazard	0.112	0.884	0.757	periklu
hazardous	0.061	0.750	0.670	perikoluż
haze	0.427	0.327	0.217	ċpar
hazmat	0.398	0.479	0.519	periklu
hazy	0.450	0.433	0.230	imċajpra
head	0.530	0.472	0.558	ras
headache	0.168	0.755	0.273	uġigħ ta’ ras
headaches	0.104	0.720	0.259	uġigħ ta’ ras
headband	0.670	0.469	0.527	faxxa tar-ras
headdress	0.594	0.408	0.443	xedd tar-ras
header	0.560	0.398	0.740	header
headgear	0.542	0.442	0.571	xedd ir-ras
heading	0.551	0.292	0.642	intestatura
headland	0.574	0.551	0.430	promonturi
headless	0.136	0.582	0.235	bla ras
headlight	0.592	0.343	0.393	fanal ta' quddiem
headline	0.630	0.241	0.685	intestatura
headliner	0.500	0.490	0.625	headliner
headlock	0.448	0.538	0.560	ras
headlong	0.354	0.548	0.409	rasu
headmaster	0.604	0.564	0.865	surmast
headphones	0.600	0.357	0.336	headphones
headquarter	0.615	0.269	0.525	kwartieri ġenerali
headquarters	0.615	0.271	0.525	kwartieri ġenerali
headset	0.602	0.340	0.302	headset
headstone	0.240	0.378	0.349	lapida
headstrong	0.310	0.714	0.500	ras
headway	0.823	0.464	0.745	progress
heady	0.448	0.806	0.565	heady
heal	0.765	0.245	0.556	fejqan
healer	0.863	0.378	0.741	healer
healing	0.750	0.452	0.585	fejqan
health	0.935	0.427	0.551	is-saħħa
healthcare	0.780	0.392	0.630	kura tas-saħħa
healthful	0.930	0.315	0.769	għas-saħħa
healthy	0.938	0.319	0.818	b'saħħithom
heap	0.582	0.510	0.474	borġ
hear	0.760	0.429	0.444	tisma
hearer	0.656	0.281	0.415	semmiegħ
hearing	0.669	0.490	0.595	smigħ
hearsay	0.288	0.623	0.333	smigħ
hearse	0.177	0.490	0.324	mejta tal-mejtin
heart	0.827	0.500	0.693	qalb
heart disease	0.250	0.750	0.386	mard tal-qalb
heartache	0.088	0.750	0.291	wġigħ tal-qalb
heartattack	0.156	0.839	0.455	attak tal-qalb
heartbeat	0.750	0.698	0.585	taħbit tal-qalb
heartbreak	0.208	0.610	0.245	qtugħ tal-qalb
heartbreaker	0.265	0.685	0.580	jaqtgħu l-qalb
heartbreaking	0.146	0.811	0.423	qsim il-qalb
heartbroken	0.082	0.551	0.235	qalbhom maqtugħa
heartburn	0.143	0.613	0.398	ħruq fl-istonku
hearted	0.823	0.410	0.805	qalb
heartfelt	0.904	0.440	0.540	mill-qalb
hearth	0.760	0.275	0.536	fuklar
heartily	0.927	0.531	0.664	bil-qalb
heartland	0.812	0.510	0.675	qalb
heartless	0.071	0.652	0.400	bla qalb
hearts	0.948	0.592	0.634	qlub
heartsick	0.240	0.388	0.208	qalbhom
heartworm	0.333	0.550	0.430	dudu tal-qalb
hearty	0.760	0.684	0.792	qalb
heat	0.534	0.612	0.433	sħana
heated	0.479	0.497	0.542	imsaħħan
heater	0.500	0.573	0.538	heater
heath	0.802	0.387	0.546	xagħri
heathen	0.194	0.529	0.491	pagani
heather	0.500	0.352	0.407	xagħri
heating	0.647	0.491	0.537	tisħin
heave	0.716	0.588	0.664	heave
heaven	0.896	0.385	0.600	ġenna
heavenly	0.844	0.452	0.712	tas-sema
heavens	0.806	0.273	0.683	smewwiet
heavily	0.542	0.679	0.814	bil-kbir
heaviness	0.219	0.549	0.318	toqol
heaving	0.201	0.843	0.491	tgħawwiġ
heavy	0.250	0.454	0.600	tqil
heavy metal	0.417	0.755	0.621	metall tqil
heavyweight	0.429	0.578	0.713	piż tqil
heck	0.240	0.728	0.560	heck
hectares	0.570	0.250	0.471	ettari
hectic	0.167	0.811	0.438	hectic
hedge	0.604	0.602	0.569	hedge
hedgehog	0.458	0.491	0.377	qanfud
hedonism	0.510	0.500	0.608	hedoniżmu
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	tagħti kas
heel	0.480	0.350	0.385	għarqub
heels	0.500	0.439	0.396	tkaken
heft	0.503	0.340	0.530	heft
hefty	0.550	0.654	0.745	qawwi
hegemonic	0.462	0.519	0.558	eġemoniku
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	għoġla
height	0.677	0.608	0.648	għoli
heighten	0.755	0.622	0.765	iżidu
heightened	0.592	0.529	0.788	miżjuda
heinous	0.133	0.792	0.471	faħxija
heir	0.840	0.654	0.764	werriet
heiress	0.827	0.571	0.676	ereditta
heirloom	0.684	0.375	0.745	heirloom
heirs	0.796	0.519	0.698	werrieta
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	spirali
helicopter	0.714	0.806	0.617	ħelikopter
helipad	0.780	0.637	0.573	helipad
heliport	0.594	0.604	0.527	ħeliport
helium	0.490	0.316	0.304	elju
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	infern
hellfire	0.143	0.890	0.618	nar tal-infern
hellhole	0.200	0.615	0.421	hellhole
hellish	0.125	0.860	0.545	infernali
helm	0.511	0.450	0.615	tmun
helmet	0.573	0.327	0.402	elmu
helmsman	0.490	0.441	0.647	tmunier
help	0.673	0.471	0.460	għajnuna
helper	0.704	0.438	0.567	helper
helpful	0.816	0.337	0.705	utli
helpless	0.104	0.420	0.214	bla sahha
helplessness	0.087	0.480	0.250	nuqqas ta’ saħħa
hem	0.562	0.283	0.291	keffa
hematite	0.448	0.389	0.342	ematite
hematoma	0.146	0.600	0.398	ematoma
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	emisfera
hemispheric	0.562	0.449	0.603	emisferika
hemlock	0.438	0.350	0.434	hemlock
hemoglobin	0.469	0.481	0.418	emoglobina
hemorrhage	0.031	0.849	0.426	emorraġija
hemorrhoids	0.133	0.702	0.304	hemorrhoids
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	qanneb
hen	0.385	0.276	0.241	tiġieġa
henceforth	0.527	0.404	0.466	minn issa 'l quddiem
henhouse	0.500	0.577	0.414	gallinar
hepatitis	0.055	0.596	0.358	epatite
herald	0.643	0.382	0.500	ħabbar
heraldry	0.550	0.520	0.607	araldika
herb	0.643	0.418	0.353	ħwawar
herbaceous	0.560	0.220	0.310	erbaċej
herbal	0.592	0.255	0.390	veġetali
herbarium	0.602	0.188	0.327	erbarju
herbs	0.620	0.299	0.308	ħwawar
herd	0.592	0.500	0.474	merħla
hereditary	0.531	0.600	0.737	ereditarji
heredity	0.704	0.445	0.818	eredità
heresy	0.265	0.765	0.443	ereżija
heretic	0.090	0.710	0.447	eretiku
heretical	0.229	0.630	0.487	eretiku
heretofore	0.479	0.388	0.385	s'issa
hereunto	0.500	0.225	0.333	hawnhekk
herewith	0.450	0.360	0.415	hawnhekk
heritage	0.842	0.512	0.815	wirt
hermaphrodite	0.480	0.684	0.481	ermafrodita
hermeneutics	0.406	0.577	0.562	ermenewtika
hermit	0.271	0.337	0.351	eremita
hernia	0.146	0.486	0.223	ftuq
hero	0.940	0.806	0.881	eroj
heroic	0.890	0.770	0.912	erojku
heroics	0.865	0.673	0.894	erojċi
heroin	0.276	0.843	0.655	eroina
heroine	0.729	0.755	0.833	eroina
heroism	0.844	0.802	0.898	erojiżmu
herpes	0.110	0.600	0.309	herpes
herpesvirus	0.219	0.558	0.435	herpesvirus
herring	0.531	0.387	0.422	aringi
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	inċerti
hesitate	0.459	0.548	0.232	taħsibha
hesitating	0.265	0.528	0.240	toqgħod lura
hesitation	0.286	0.396	0.217	eżitazzjoni
hetero	0.589	0.405	0.435	etero
heterogeneity	0.439	0.450	0.556	eteroġeneità
hew	0.417	0.470	0.377	hew
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	eżagonu
heyday	0.646	0.680	0.673	l-aqwa jum
hiatus	0.479	0.294	0.352	pawża
hibernate	0.500	0.317	0.431	iberna
hibernation	0.469	0.245	0.384	ibernazzjoni
hiccup	0.271	0.549	0.240	surluzzu
hick	0.357	0.442	0.314	hick
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	moħbija
hide	0.438	0.510	0.218	ħabi
hideaway	0.448	0.481	0.360	moħbija
hideous	0.091	0.750	0.328	hideous
hideout	0.337	0.443	0.302	moħba
hiding	0.250	0.567	0.364	ħabi
hierarchical	0.521	0.620	0.939	ġerarkiku
hierarchy	0.583	0.722	0.902	ġerarkija
hieroglyphics	0.479	0.325	0.509	ġeroglifiċi
high	0.684	0.510	0.614	għoli
high heels	0.646	0.528	0.429	takkuna
highball	0.656	0.520	0.481	highball
higher	0.866	0.528	0.713	ogħla
highest	0.771	0.640	0.710	l-ogħla
highland	0.615	0.481	0.611	art għolja
highlands	0.735	0.431	0.596	artijiet għolja
highlight	0.844	0.637	0.882	jenfasizzaw
highness	0.740	0.670	0.931	altitudni
hight	0.667	0.637	0.645	għoli
hightail	0.448	0.480	0.481	hightail
highway	0.640	0.583	0.425	awtostrada
hijack	0.042	0.908	0.594	hijack
hijacker	0.104	0.953	0.683	hijacker
hike	0.615	0.442	0.538	tlugħ
hiker	0.694	0.802	0.644	mixi
hiking	0.820	0.843	0.670	mixi
hiking boot	0.657	0.353	0.446	boot tal-mixi
hilarious	0.750	0.640	0.537	tad-daħq
hilarity	0.745	0.480	0.575	ilarità
hill	0.615	0.353	0.518	għoljiet
hillside	0.625	0.292	0.458	għoljiet
hilltop	0.688	0.643	0.787	għoljiet
hilly	0.643	0.479	0.603	bl-għoljiet
hilt	0.396	0.650	0.537	hilt
hind	0.483	0.644	0.337	wara
hinder	0.276	0.537	0.470	ixekklu
hindering	0.260	0.654	0.435	tfixkel
hindrance	0.135	0.545	0.473	xkiel
hindsight	0.333	0.431	0.532	ħarsa b'lura
hinge	0.458	0.292	0.417	ċappetta
hint	0.602	0.330	0.517	ħjiel
hinterland	0.530	0.520	0.457	hinterland
hip	0.448	0.415	0.345	ġenbejn
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	ippopotami
hippopotamus	0.541	0.472	0.615	ippopotamu
hire	0.688	0.558	0.556	kiri
hirsute	0.385	0.483	0.373	hirsut
hiss	0.388	0.480	0.370	isfar
hissing	0.500	0.454	0.400	isfar
histology	0.490	0.320	0.560	istoloġija
historian	0.688	0.270	0.637	storiku
historic	0.816	0.473	0.784	storiku
historical	0.653	0.357	0.833	storiku
historiography	0.562	0.415	0.634	storijografija
history	0.729	0.382	0.754	l-istorja
hit	0.235	0.931	0.679	hit
hitch	0.512	0.480	0.554	irbit
hitchhike	0.396	0.622	0.385	hitchhike
hitchhiker	0.594	0.626	0.603	hitchhiker
hitherto	0.448	0.356	0.463	s'issa
hitter	0.418	0.683	0.713	hitter
hive	0.471	0.452	0.544	doqqajs
hives	0.417	0.473	0.591	ħorriqija
hoard	0.506	0.412	0.518	hock
hoarse	0.281	0.402	0.315	ħanek
hoary	0.469	0.298	0.424	ċawla
hoax	0.146	0.696	0.303	ingann
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	passatemp
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	hock
hockey	0.565	0.786	0.548	hockey
hoe	0.302	0.480	0.418	hoe
hog	0.317	0.509	0.271	hog
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	parank
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	żomm
holder	0.592	0.330	0.713	detentur
holding	0.600	0.385	0.670	azjenda
holdup	0.398	0.471	0.398	holdup
hole	0.531	0.310	0.330	toqba
holiday	0.948	0.431	0.593	vaganza
holidays	0.939	0.521	0.512	vaganzi
holidayseason	0.875	0.566	0.518	istaġun tal-vaganzi
holiness	0.860	0.264	0.742	qdusija
holistic	0.670	0.348	0.547	ħolistiku
holler	0.276	0.825	0.406	holler
hollow	0.300	0.337	0.222	vojta
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	olokawst
hologram	0.615	0.461	0.575	ologramma
holographic	0.510	0.471	0.555	olografika
holster	0.561	0.255	0.339	holster
holy	0.812	0.112	0.690	qaddis
holyspirit	0.740	0.480	0.526	spirtu qaddis
homage	0.833	0.560	0.737	ġieħ
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	dar
homeboy	0.602	0.255	0.436	homeboy
homecoming	0.760	0.413	0.472	id-dar
homeland	0.663	0.439	0.868	art twelid
homeless	0.042	0.450	0.188	bla dar
homely	0.745	0.157	0.399	darhom
homemade	0.869	0.340	0.398	homemade
homeopathic	0.417	0.268	0.400	omeopatiku
homeopathy	0.469	0.284	0.439	omeopatija
homeowner	0.635	0.397	0.962	sid ta’ darha
homeroom	0.604	0.480	0.491	kamra tad-dar
homesick	0.436	0.304	0.347	nixtaq id-dar
homestead	0.865	0.221	0.536	dar
homesweethome	0.796	0.380	0.538	homeweethome
hometown	0.858	0.333	0.605	belt twelidha
homeward	0.833	0.275	0.435	lejn id-dar
homework	0.396	0.412	0.459	xogħol tad-dar
homey	0.769	0.278	0.500	homey
homicidal	0.020	0.912	0.573	omiċidju
homicide	0.010	0.973	0.518	omiċidju
homily	0.621	0.358	0.425	omelija
homing	0.551	0.460	0.527	id-dar
hominy	0.479	0.382	0.429	ominija
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	omoġeneità
homogeneous	0.552	0.255	0.617	omoġenju
homologous	0.471	0.353	0.536	omologu
homologue	0.542	0.356	0.509	omologu
homology	0.571	0.494	0.527	omoloġija
homophobic	0.130	0.736	0.464	omofobiku
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	onest
honesty	0.938	0.411	0.728	onestà
honey	0.920	0.431	0.510	għasel
honeycomb	0.541	0.417	0.412	xehda
honeymoon	0.979	0.678	0.526	qamar il-għasel
honeysuckle	0.597	0.451	0.517	honeysuckle
honk	0.549	0.635	0.415	ħonk
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	unur
honorable	0.963	0.412	0.830	onorevoli
honorarium	0.796	0.510	0.746	onorarju
honorary	0.885	0.565	0.811	onorarju
honored	0.938	0.447	0.732	onorat
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	barnuża
hooded	0.306	0.745	0.439	bil-barnuż
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	difer
hook	0.418	0.444	0.395	ganċ
hooked	0.610	0.661	0.454	hooked
hooker	0.214	0.889	0.373	hooker
hookup	0.625	0.529	0.683	konnessjoni
hooky	0.468	0.500	0.452	hooky
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	ċrieki
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	hoora
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	ħops
hope	0.927	0.317	0.739	tama
hopeful	0.947	0.357	0.627	tama
hopeless	0.094	0.298	0.112	bla tama
hopelessness	0.052	0.402	0.223	nuqqas ta’ tama
hopes	0.917	0.500	0.702	jittama
hoping	0.684	0.469	0.454	bit-tama
hopper	0.396	0.491	0.442	delu
horde	0.286	0.713	0.684	horde
horizon	0.729	0.284	0.590	orizzont
horizontal	0.573	0.304	0.387	orizzontali
horizontally	0.500	0.356	0.439	orizzontalment
hormonal	0.500	0.620	0.551	ormonali
hormone	0.490	0.750	0.621	ormon
horn	0.385	0.510	0.366	qrun
horned	0.316	0.610	0.375	qarn
hornet	0.398	0.594	0.500	hornet
horny	0.490	0.908	0.560	qarn
horoscope	0.500	0.360	0.490	oroskopju
horrendous	0.073	0.755	0.365	orribbli
horrible	0.071	0.857	0.398	orribbli
horribly	0.050	0.631	0.454	orribbli
horrid	0.052	0.765	0.419	orribbli
horrific	0.094	0.846	0.481	orribbli
horrified	0.040	0.885	0.368	imwerwer
horrifying	0.010	0.760	0.352	tal-biża'
horror	0.115	0.850	0.438	orrur
horrors	0.061	0.852	0.409	orruri
horse	0.635	0.510	0.529	żiemel
horseback	0.688	0.588	0.566	żiemel
horseman	0.441	0.700	0.676	żiemel
horsepower	0.594	0.735	0.735	horsepower
horseradish	0.321	0.584	0.476	horseradish
horseshit	0.153	0.582	0.179	żiemel
horseshoe	0.673	0.350	0.406	żiemel
horsey	0.602	0.454	0.462	żiemel
horticultural	0.594	0.387	0.509	ortikulturali
horticulture	0.700	0.420	0.434	ortikultura
hosannah	0.679	0.373	0.500	ħosanna
hose	0.469	0.288	0.263	pajp
hosiery	0.520	0.344	0.373	maljerija
hospice	0.337	0.443	0.535	ospizju
hospitable	0.791	0.470	0.661	ospitabbli
hospital	0.323	0.537	0.598	sptar
hospitality	0.865	0.333	0.725	ospitalità
host	0.693	0.471	0.537	ospitanti
hostage	0.163	0.923	0.325	ostaġġ
hostel	0.479	0.500	0.398	Hostel
hostess	0.792	0.604	0.688	hostess
hostile	0.188	0.877	0.474	ostili
hostilities	0.276	0.810	0.444	ostilitajiet
hostility	0.122	0.775	0.465	ostilità
hot	0.490	0.740	0.573	sħun
hot sauce	0.333	0.740	0.509	zalza sħuna
hotbed	0.510	0.285	0.395	hotbed
hotdog	0.720	0.438	0.373	hot dog
hotel	0.740	0.370	0.407	lukanda
hothead	0.240	0.849	0.518	hothead
hotline	0.592	0.565	0.663	hotline
hotshot	0.500	0.727	0.615	hotshot
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	hound
hour	0.552	0.265	0.336	siegħa
hourglass	0.542	0.284	0.492	hourglass
hourly	0.469	0.418	0.491	kull siegħa
house	0.587	0.135	0.533	dar
houseboat	0.604	0.389	0.429	houseboat
houseboy	0.479	0.415	0.393	houseboy
housebroken	0.518	0.461	0.389	dar imkisser
houseguest	0.530	0.500	0.481	mistieden tad-dar
household	0.781	0.230	0.667	dar
householder	0.816	0.541	0.833	sid tad-dar
housekeeper	0.694	0.279	0.520	housekeeper
housekeeping	0.604	0.500	0.445	manutenzjoni tad-dar
housewarming	0.857	0.710	0.727	housewarming
housewife	0.656	0.361	0.449	mara tad-dar
housework	0.484	0.413	0.342	xogħol tad-dar
housing	0.776	0.304	0.591	akkomodazzjoni
hovel	0.333	0.296	0.322	hovel
hover	0.510	0.431	0.404	iddur
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	howl
howsoever	0.459	0.309	0.345	madankollu
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	raġel
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	jgħaqqad
hue	0.507	0.416	0.417	lewn
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	tgħanniqa
huge	0.573	0.625	0.783	enormi
hugger	0.520	0.480	0.412	hugger
huggy	0.854	0.429	0.451	huggy
hugs	0.980	0.422	0.600	tgħanniq
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	buq
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	uman
humane	0.800	0.370	0.580	uman
humanitarian	0.786	0.317	0.709	umanitarja
humanities	0.729	0.325	0.677	l-umanitajiet
humanity	0.750	0.360	0.727	umanità
humankind	0.885	0.394	0.714	l-umanità
humanoid	0.521	0.462	0.491	umanojdi
humanrights	0.792	0.559	0.730	drittijiet umani
humble	0.867	0.236	0.483	umli
humbled	0.280	0.618	0.198	umiljat
humbly	0.771	0.194	0.370	bl-umiltà
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	umdu
humidity	0.464	0.373	0.367	umdità
humiliate	0.052	0.714	0.275	umilja
humiliated	0.104	0.712	0.216	umiljat
humiliating	0.062	0.716	0.279	umiljanti
humiliation	0.048	0.712	0.310	umiljazzjoni
humility	0.740	0.118	0.444	umiltà
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	kolibrì
humongous	0.378	0.538	0.536	enormi
humor	0.890	0.633	0.462	umoriżmu
humored	0.854	0.657	0.545	umorizzat
humorist	0.958	0.790	0.607	umorista
humorous	0.906	0.616	0.665	umoristiku
hump	0.296	0.462	0.250	ħobba
humpback	0.235	0.346	0.247	humpback
hunch	0.561	0.630	0.567	hunch
hunchback	0.208	0.390	0.259	hunchback
hundred	0.604	0.370	0.406	mija
hundredth	0.427	0.368	0.466	mija
hunger	0.083	0.554	0.328	ġuħ
hungry	0.083	0.690	0.254	bil-ġuħ
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	biċċiet
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	kaċċa
hunter	0.292	0.817	0.817	kaċċatur
hunting	0.448	0.713	0.714	kaċċa
huntress	0.357	0.717	0.765	kaċċassa
hurdle	0.198	0.682	0.434	ostaklu
hurl	0.316	0.745	0.574	hurl
hurrah	0.802	0.740	0.500	hurra
hurricane	0.177	0.958	0.787	uragan
hurricanes	0.286	0.898	0.784	uragani
hurried	0.314	0.806	0.393	mgħaġġla
hurry	0.422	0.735	0.481	għaġġel
hurryup	0.473	0.791	0.555	Ħaffef
hurt	0.062	0.773	0.291	iweġġgħu
hurtful	0.104	0.680	0.463	li jweġġgħu
hurting	0.153	0.778	0.221	iweġġgħu
husband	0.771	0.500	0.655	ir-raġel
husbandry	0.643	0.473	0.445	trobbija
hush	0.471	0.231	0.312	hush
hushed	0.292	0.194	0.272	hushed
husk	0.378	0.173	0.147	qoxra
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	hustle
hustler	0.260	0.821	0.627	hustler
