English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
mould	0.357	0.176	0.246	molltair
mound	0.520	0.481	0.509	tulach
mount	0.500	0.292	0.348	sreap
mountain	0.698	0.408	0.649	beinn
mountaineer	0.635	0.774	0.535	sreapadair
mountainous	0.635	0.519	0.612	beanntach
mountains	0.766	0.433	0.569	beanntan
mountaintop	0.653	0.541	0.713	mullach beinne
mourn	0.056	0.583	0.150	caoidh
mournful	0.180	0.441	0.188	brònach
mourning	0.177	0.490	0.266	caoidh
mouse	0.427	0.441	0.206	luchag
mousetrap	0.180	0.643	0.330	luchag
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	feusag
mousy	0.480	0.413	0.339	mosach
mouth	0.734	0.294	0.336	beul
mouthful	0.609	0.565	0.389	beul
mouthpiece	0.573	0.346	0.393	beul-aithris
mouthwash	0.438	0.385	0.352	beul
movable	0.469	0.509	0.500	gluasadach
move	0.656	0.647	0.670	gluasad
movement	0.656	0.654	0.658	gluasad
mover	0.615	0.539	0.466	neach-gluasad
movie	0.792	0.560	0.471	film
movies	0.724	0.426	0.472	filmichean
moving	0.479	0.673	0.358	a' gluasad
movingforward	0.857	0.518	0.848	a' gluasad air adhart
movingon	0.490	0.529	0.435	gluasad air adhart
mow	0.420	0.559	0.393	lomadh
mower	0.458	0.510	0.368	lomairear
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	Mgr
muchneeded	0.438	0.602	0.455	air a bheil feum mòr
mucis	0.398	0.418	0.420	mucais
muck	0.347	0.423	0.272	muic
mucked	0.184	0.500	0.373	magadh
mucous	0.330	0.296	0.293	mucous
mucus	0.143	0.309	0.228	mucus
mud	0.333	0.260	0.185	eabar
muddle	0.184	0.710	0.336	mulaid
muddled	0.250	0.615	0.263	mulaid
muddy	0.292	0.400	0.283	eabarach
muff	0.542	0.335	0.314	muff
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	maoth
muffler	0.357	0.407	0.454	muffler
mug	0.542	0.214	0.382	muga
mugger	0.125	0.850	0.500	mugadair
mulberry	0.469	0.315	0.361	maorach
mulch	0.349	0.361	0.383	mulch
mule	0.320	0.337	0.254	muile
mull	0.663	0.340	0.594	muil
mullet	0.521	0.356	0.377	muileit
multilateral	0.500	0.469	0.705	ioma-thaobhach
multimedia	0.611	0.390	0.607	ioma-mheadhan
multinational	0.656	0.510	0.842	ioma-nàiseanta
multiple	0.660	0.510	0.578	iomadaidh
multiple sclerosis	0.188	0.587	0.483	sglerosis iomadach
multiplex	0.610	0.590	0.667	ioma-fhillte
multiplication	0.646	0.565	0.762	iomadachadh
multiplicity	0.677	0.490	0.777	iomadachd
multiplied	0.802	0.559	0.729	iomadachadh
multiplier	0.643	0.615	0.741	iomadachaidh
multiply	0.802	0.625	0.777	iomadaich
multitude	0.562	0.765	0.847	sluagh
mum	0.802	0.317	0.698	mama
mumble	0.292	0.444	0.245	mumbair
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	mamaidh
mumps	0.099	0.410	0.311	cnapaich
munch	0.541	0.277	0.434	munch
munchies	0.562	0.470	0.491	munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	saoghalta
municipal	0.625	0.390	0.758	baileil
municipality	0.569	0.280	0.614	baile-mòr
mural	0.551	0.265	0.454	balla-balla
murder	0.061	0.942	0.615	murt
murderer	0.010	0.960	0.650	mortair
murderess	0.041	0.941	0.462	mortair
murderous	0.017	0.940	0.682	murrach
murky	0.143	0.618	0.370	murrach
murmur	0.458	0.520	0.200	gearan
muscle	0.359	0.490	0.645	fèitheach
muscular	0.531	0.434	0.577	fèitheach
muse	0.760	0.360	0.509	muise
muses	0.714	0.434	0.571	muighean
museum	0.792	0.206	0.481	taigh-tasgaidh
mush	0.500	0.311	0.125	feusag
mushroom	0.490	0.274	0.269	balgan-buachair
mushy	0.520	0.200	0.182	brònach
music	0.833	0.563	0.605	ceòl
musical	0.908	0.630	0.530	ceòlmhor
musician	0.816	0.509	0.618	neach-ciùil
musing	0.740	0.151	0.465	a' cluinntinn
musk	0.469	0.454	0.453	musg
musket	0.260	0.654	0.510	musgaid
musketeer	0.694	0.569	0.705	musketeer
muskrat	0.439	0.510	0.368	muskrat
muslin	0.439	0.304	0.352	muslin
muss	0.418	0.438	0.302	feusag
must	0.408	0.382	0.441	feumaidh
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	mustard
muster	0.635	0.460	0.548	cruinnich
musty	0.354	0.367	0.267	feusagach
mutable	0.426	0.531	0.491	mutable
mutant	0.337	0.676	0.573	mutant
mutate	0.281	0.548	0.463	mutadh
mutation	0.365	0.625	0.611	mùthadh
mute	0.271	0.200	0.250	balbh
muted	0.260	0.167	0.162	sàmhach
mutilate	0.125	0.900	0.465	muiltich
mutilated	0.041	0.841	0.356	air a mhilleadh
mutilation	0.122	0.782	0.456	milleadh
mutiny	0.323	0.890	0.549	ceannairc
mutt	0.418	0.408	0.387	mut
mutter	0.406	0.427	0.228	muthachadh
mutton	0.427	0.283	0.393	caoir-chaorach
mutual	0.729	0.321	0.464	a chèile
mutually	0.844	0.490	0.582	a chèile
muzzle	0.388	0.430	0.232	muic
myfavorite	0.812	0.587	0.615	as fheàrr leam
myopia	0.245	0.387	0.226	myopia
myopic	0.344	0.396	0.218	miopach
myriad	0.480	0.429	0.550	mir
mysterious	0.448	0.699	0.455	dìomhair
mystery	0.417	0.667	0.519	dìomhaireachd
mystic	0.643	0.520	0.535	dìomhair
mystical	0.594	0.443	0.689	dìomhair
mysticism	0.594	0.598	0.423	mi-chreidimh
mystified	0.344	0.600	0.509	diomhain
mystique	0.668	0.633	0.667	dìomhaireachd
myth	0.458	0.432	0.338	miotas
mythic	0.635	0.528	0.645	miotasach
mythical	0.625	0.556	0.583	miotasach
mythological	0.760	0.573	0.658	beul-aithris
mythology	0.684	0.439	0.688	miotas-eòlas
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	nag
nail	0.469	0.397	0.282	tairneanach
nail gun	0.378	0.806	0.574	gunna nail
naive	0.406	0.260	0.375	naive
naked	0.323	0.885	0.288	lomnochd
nakedness	0.480	0.760	0.350	lomnochd
namaste	0.719	0.255	0.464	namasg
name	0.573	0.300	0.415	ainm
named	0.562	0.396	0.565	ainmeachadh
nameless	0.344	0.280	0.164	gun ainm
namesake	0.418	0.327	0.404	ainmeach
naming	0.667	0.410	0.559	ainmeachadh
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	nanny
nanometer	0.375	0.356	0.446	nanometer
nap	0.660	0.098	0.342	nap
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nape
napkin	0.469	0.142	0.209	napcain
napping	0.765	0.046	0.306	napping
nappy	0.529	0.333	0.207	naip
narcissism	0.214	0.639	0.540	narcissism
narcissist	0.173	0.614	0.629	narcissist
narcissistic	0.323	0.708	0.655	narcissistic
narcotic	0.102	0.858	0.450	narcotach
narrate	0.541	0.480	0.473	innis
narration	0.622	0.408	0.551	aithris
narrative	0.580	0.303	0.443	aithris
narrator	0.673	0.430	0.623	neach-aithris
narrow	0.260	0.368	0.356	caol
narrowing	0.354	0.593	0.357	caolachadh
nasal	0.479	0.340	0.330	nasal
nascent	0.684	0.373	0.585	sìnnteach
nasty	0.115	0.620	0.264	neonach
natal	0.755	0.462	0.481	breith
nation	0.594	0.443	0.821	nàisean
national	0.698	0.365	0.663	nàiseanta
nationality	0.642	0.400	0.772	nàiseantachd
nationwide	0.684	0.217	0.672	air feadh na dùthcha
native	0.635	0.422	0.710	dùthchasach
nativity	0.750	0.337	0.673	breith
natural	0.854	0.118	0.481	nàdarra
natural gas	0.635	0.324	0.396	gas nàdarrach
naturalist	0.844	0.255	0.562	eòlaiche-nàdair
naturalization	0.781	0.279	0.652	nàdarrachd
naturalized	0.760	0.333	0.600	nàdarrach
naturally	0.854	0.276	0.549	gu nàdarrach
nature	0.857	0.184	0.643	nàdur
naught	0.344	0.176	0.161	nàir
naughty	0.451	0.857	0.371	dàna
nausea	0.104	0.781	0.273	nausea
nauseate	0.062	0.660	0.176	nauseate
nauseating	0.021	0.640	0.250	nauseating
nauseous	0.135	0.780	0.284	suarach
nautical	0.646	0.250	0.579	mara
nautilus	0.396	0.509	0.517	nautilus
naval	0.542	0.449	0.679	cabhlach
nave	0.583	0.448	0.585	corp
navel	0.448	0.261	0.276	navel
navigable	0.749	0.406	0.645	seòlaidh
navigate	0.740	0.555	0.675	seòladh
navigation	0.841	0.470	0.720	seòladh
navigational	0.573	0.481	0.564	seòlaidh
navigator	0.583	0.592	0.623	seòladair
navy	0.531	0.760	0.764	cabhlach
nay	0.344	0.290	0.325	seadh
nearsighted	0.271	0.373	0.265	faicsinneach
neat	0.878	0.235	0.491	grinn
neatly	0.802	0.412	0.588	gu grinn
nebula	0.510	0.418	0.438	nebula
nebulae	0.490	0.330	0.472	nebulae
nebulous	0.469	0.347	0.417	neoil
necessarily	0.667	0.423	0.598	gu feum
necessary	0.750	0.433	0.679	riatanach
necessitate	0.578	0.604	0.516	feum
necessities	0.520	0.630	0.463	feumalachdan
necessity	0.567	0.471	0.588	feum
neck	0.541	0.245	0.345	amhaich
necklace	0.760	0.294	0.373	mhuineal
necktie	0.583	0.229	0.314	amhaich
necromancer	0.333	0.625	0.536	necromancer
necrosis	0.115	0.622	0.385	necrosis
nectar	0.746	0.331	0.398	neachtar
need	0.510	0.574	0.200	feum
needalife	0.490	0.443	0.394	feum-beatha
needed	0.677	0.342	0.679	a dhìth
needful	0.582	0.460	0.614	feumach
needit	0.250	0.472	0.356	feum
needle	0.250	0.472	0.360	snàthad
needlepoint	0.653	0.500	0.556	snàthad
needles	0.250	0.602	0.348	snàthadan
needless	0.327	0.385	0.200	gun fheum
needtoknow	0.427	0.606	0.474	feum air fios
needtorelax	0.673	0.438	0.274	feumach air fois
needy	0.360	0.451	0.245	feumach
nefarious	0.184	0.720	0.528	nimhneach
negation	0.255	0.461	0.297	àicheadh
negative	0.102	0.527	0.176	àicheil
negativity	0.060	0.520	0.273	àicheileachd
neglect	0.045	0.550	0.163	dearmad
neglected	0.271	0.385	0.160	air dearmad
neglecting	0.177	0.441	0.230	dearmad
negligee	0.385	0.520	0.336	negligee
negligence	0.092	0.570	0.251	dearmad
negligent	0.167	0.583	0.259	dearmadach
negligently	0.056	0.583	0.266	gu dearmadach
negligible	0.177	0.292	0.232	neo-bheag
negotiable	0.688	0.585	0.731	so-rèiteachaidh
negotiate	0.612	0.708	0.769	co-rèiteachadh
negotiation	0.490	0.615	0.728	co-rèiteachadh
negotiator	0.635	0.471	0.817	neach-rèiteachaidh
negro	0.354	0.368	0.461	dubhach
neigh	0.378	0.642	0.373	nàbaidh
neighbor	0.657	0.448	0.434	nàbaidh
neighborhood	0.385	0.469	0.373	nàbachd
neighboring	0.656	0.306	0.481	nàbaidh
nemesis	0.271	0.688	0.647	nemesis
neon	0.594	0.480	0.380	neon
neonatal	0.542	0.529	0.357	ùr-bhreith
neophyte	0.286	0.363	0.411	neophyte
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	mac peathar
nepotism	0.349	0.584	0.517	nepotism
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	neònach
nerve	0.129	0.698	0.307	neòinean
nerves	0.333	0.783	0.264	nerves
nervous	0.235	0.820	0.213	nimhneach
nervousness	0.163	0.915	0.241	nimhneachdachd
nervouswreck	0.112	0.867	0.179	briseadh-cridhe
nervy	0.250	0.830	0.241	nearbhach
ness	0.396	0.480	0.392	Nis
nest	0.687	0.221	0.333	nead
nestle	0.625	0.308	0.379	neadachadh
nestling	0.604	0.427	0.286	a' neadachadh
net	0.441	0.288	0.417	lìon
nether	0.240	0.265	0.259	na b' àirde
netting	0.368	0.509	0.585	lionadh
nettle	0.406	0.324	0.490	feanntag
network	0.531	0.337	0.466	lìonra
networking	0.625	0.482	0.545	lìonrachadh
neural	0.582	0.426	0.391	neòil
neuralgia	0.092	0.706	0.439	neuralgia
neurological	0.500	0.540	0.558	neòghlan
neurologist	0.608	0.500	0.736	neur-eòlaiche
neurology	0.459	0.537	0.580	neur-eòlas
neurosis	0.122	0.766	0.418	neurosis
neurosurgeon	0.590	0.673	0.755	neur-lannsair
neurosurgery	0.490	0.632	0.730	neur-lannsaireachd
neurotic	0.198	0.801	0.387	neurotic
neuter	0.621	0.163	0.302	neòghlan
neutral	0.469	0.184	0.357	neodrach
neutrality	0.469	0.205	0.434	neodachd
neutralize	0.519	0.363	0.719	neodachadh
neutron	0.469	0.440	0.679	neutron
new	0.917	0.490	0.582	ùr
new age	0.694	0.556	0.727	aois ùr
newbeginnings	0.802	0.613	0.524	ùr-thòisich
newborn	0.918	0.580	0.372	ùr-bhreith
newcomer	0.622	0.380	0.396	ùr-thighinn
newday	0.847	0.388	0.618	latha ùr
newfound	0.745	0.741	0.520	ùr
newjob	0.755	0.643	0.729	obair ùr
newlife	0.898	0.646	0.701	beatha ùr
newly	0.688	0.422	0.552	ùr
newlywed	0.847	0.706	0.570	air ùr-phòsadh
newme	0.643	0.550	0.527	nuadh
newness	0.740	0.522	0.588	nuadhachd
news	0.633	0.580	0.610	naidheachdan
newscast	0.531	0.509	0.714	cuairt-naidheachd
newscaster	0.646	0.510	0.764	neach-naidheachd
newsflash	0.604	0.637	0.518	flash naidheachd
newsletter	0.622	0.385	0.490	cuairt-litir
newsman	0.604	0.480	0.696	fear-naidheachd
newspaper	0.602	0.283	0.444	pàipear-naidheachd
newspaperman	0.561	0.458	0.750	fear-naidheachd
newsreel	0.625	0.571	0.577	ruidhle
newsroom	0.531	0.392	0.658	seòmar-naidheachd
newsstand	0.615	0.222	0.336	pàipear-naidheachd
newstart	0.802	0.510	0.667	tòiseachadh ùr
newt	0.458	0.380	0.541	dearc-luachrach
newyear	0.938	0.784	0.520	bliadhna ur
nexus	0.496	0.368	0.412	ceangal
nib	0.510	0.282	0.406	nib
nibble	0.551	0.551	0.411	snuadh
nice	0.930	0.442	0.650	snog
niche	0.459	0.413	0.318	niche
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nic
nickel	0.510	0.347	0.406	nicil
nickname	0.490	0.470	0.263	far-ainm
nicotine	0.235	0.608	0.447	nicotine
niece	0.771	0.320	0.400	nighean-peathar
nifty	0.740	0.745	0.815	sgith
nigh	0.653	0.216	0.336	am fagus
night	0.598	0.396	0.404	oidhche
nightcap	0.750	0.196	0.268	caip-oidhche
nightclub	0.802	0.894	0.528	Club oidhche
nightfall	0.490	0.436	0.426	fallas na h-oidhche
nightgown	0.643	0.408	0.250	gùn-oidhche
nightie	0.630	0.388	0.274	oidhcheidh
nightingale	0.740	0.340	0.496	cailleach-oidhche
nightlife	0.542	0.783	0.510	beatha-oidhche
nightly	0.673	0.410	0.474	oidhcheach
nightmare	0.005	0.810	0.436	trom-laighe
nightmares	0.082	0.942	0.448	trom-laighe
nightstand	0.490	0.130	0.327	ionad-oidhche
nightstick	0.500	0.461	0.348	bata-oidhche
nighttime	0.735	0.385	0.439	oidhche
nihilism	0.367	0.510	0.364	nihilism
nil	0.286	0.143	0.157	neoni
nimble	0.833	0.729	0.769	loinneil
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nionag
nine	0.552	0.255	0.327	naoi
nineteen	0.673	0.304	0.375	naoi-deug
ninety	0.479	0.349	0.436	naoidhead
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	naoidhein
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	an naoidheamh
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	nipper
nipple	0.480	0.786	0.415	nipple
nippy	0.540	0.500	0.416	nippy
nitrate	0.388	0.406	0.500	nitrate
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	nitrigin
nitrous	0.435	0.561	0.411	nitreach
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	gun dùil
no disgust	0.510	0.324	0.448	gun tàmailt
no emotion	0.170	0.109	0.225	gun fhaireachdainn
no sentiment	0.092	0.382	0.278	faireachdainn sam bith
no surprise	0.171	0.224	0.412	gun iongnadh
no trust	0.055	0.445	0.257	gun earbsa
nobility	0.844	0.347	0.736	uaislean
noble	0.906	0.345	0.610	uasal
nobleman	0.675	0.286	0.709	duin'-uasal
nobodycares	0.365	0.410	0.354	chan eil duine a 'gabhail cùram
nocomplaints	0.677	0.164	0.491	neo-ghearan
nocturnal	0.540	0.500	0.462	oidhcheach
nod	0.590	0.367	0.427	nod
nodding	0.694	0.294	0.426	snuadh
node	0.396	0.343	0.361	nód
nodular	0.438	0.351	0.411	nodular
nodule	0.312	0.426	0.349	noduil
noggin	0.510	0.433	0.382	niggin
nohope	0.200	0.441	0.385	gun dòchas
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	fuaim
noisy	0.271	0.812	0.561	fuaimneach
nomad	0.375	0.413	0.433	nomad
nomadic	0.427	0.519	0.422	cainneachdail
nomenclature	0.500	0.222	0.575	ainmear
nominal	0.594	0.250	0.463	ainmichte
nominate	0.615	0.471	0.669	ainmeachadh
nomination	0.663	0.637	0.696	ainmeachadh
nominee	0.662	0.625	0.765	neach-ainmichte
nonce	0.422	0.370	0.377	neoil
nonchalant	0.312	0.314	0.366	neo-chaochlaideach
noncompliance	0.112	0.598	0.259	neo-ghèilleadh
nondescript	0.490	0.434	0.348	neo-iomradh
nonexistent	0.208	0.429	0.149	nach eil ann
nonfat	0.604	0.260	0.340	neo-saill
nonfiction	0.426	0.315	0.431	neo-fhicsean
nonpayment	0.229	0.510	0.298	neo-phàigheadh
nonresident	0.250	0.340	0.302	neo-chòmhnaidheach
nonsense	0.214	0.531	0.155	neòinean
nonsensical	0.173	0.268	0.193	neo-mhothachail
nonviolent	0.640	0.287	0.346	neo-ainneartach
noob	0.417	0.430	0.267	noob
noodle	0.633	0.216	0.225	nòta
nook	0.480	0.321	0.296	noc
noon	0.531	0.343	0.518	meadhan-latha
noose	0.356	0.300	0.330	sròn
nopoint	0.276	0.324	0.314	gun phuing
noregrets	0.469	0.476	0.426	gabh aithreachas
norm	0.500	0.245	0.527	àbhaisteach
normal	0.740	0.127	0.380	àbhaisteach
normalcy	0.805	0.151	0.620	àbhaisteas
normality	0.781	0.089	0.444	riaghailteachd
north	0.531	0.255	0.450	tuath
northbound	0.604	0.454	0.491	gu tuath
northeast	0.562	0.260	0.375	ear-thuath
northern	0.570	0.340	0.472	tuath
northwest	0.604	0.345	0.451	iar-thuath
northwestern	0.479	0.306	0.462	iar-thuath
noschool	0.490	0.400	0.380	sgoil
nose	0.582	0.270	0.245	sròn
nosebleed	0.153	0.776	0.361	sròn-adharcach
nosey	0.276	0.655	0.223	cianail
nosnow	0.392	0.394	0.366	sneachd
nostalgia	0.417	0.337	0.339	cianalas
nostalgic	0.458	0.351	0.184	cianalais
nostress	0.531	0.404	0.415	uchd
nostril	0.396	0.404	0.316	cuinnlean
nosun	0.388	0.380	0.351	oidhcheannan
nosy	0.292	0.558	0.433	cianail
not negative	0.622	0.270	0.444	chan eil àicheil
not positive	0.051	0.370	0.236	chan eil deimhinneach
notable	0.760	0.450	0.696	ainmeil
notables	0.594	0.608	0.755	ainmeil
notably	0.792	0.533	0.689	gu sònraichte
notamorningperson	0.469	0.578	0.440	neach neo-mhadainn
notary	0.541	0.451	0.676	notary
notation	0.635	0.380	0.558	comharradh
notch	0.459	0.361	0.358	sgail
notched	0.480	0.530	0.356	nota
note	0.594	0.163	0.416	nota
notebook	0.449	0.167	0.442	leabhar-nota
noted	0.615	0.382	0.464	thugadh fainear
noteworthy	0.704	0.481	0.759	iomraiteach
nothappy	0.112	0.320	0.170	neo-thaitneach
nothingbetter	0.635	0.390	0.543	dad nas fheàrr
nothingness	0.204	0.080	0.161	neo-ni
notice	0.646	0.408	0.491	brath
noticeable	0.890	0.562	0.750	follaiseach
notification	0.604	0.461	0.671	fios
notify	0.643	0.471	0.573	cuir fios
notion	0.612	0.284	0.667	beachd
notional	0.520	0.288	0.500	beachdail
notoriety	0.552	0.633	0.769	cliù
notorious	0.366	0.582	0.609	ainmeil
notready	0.133	0.400	0.196	chan ann mar-thà
notwithstanding	0.367	0.316	0.433	a dh'aindeoin
nought	0.312	0.098	0.116	nàir
noun	0.531	0.230	0.477	ainmear
nourish	0.878	0.460	0.639	beathachadh
nourishment	0.786	0.290	0.631	beathachadh
nouveau	0.633	0.438	0.432	nouveau
novel	0.702	0.352	0.439	nobhail
novelist	0.340	0.343	0.529	nobhailiche
novelty	0.673	0.521	0.740	ùr-sgeul
novice	0.429	0.346	0.180	ùr-sgeul
nowadays	0.680	0.346	0.400	an diugh
nowork	0.312	0.264	0.309	gun obair
noworries	0.630	0.402	0.500	Gun dragh sam bith
noxious	0.177	0.585	0.379	nimheil
nozzle	0.438	0.330	0.287	sròine
nuance	0.408	0.282	0.411	nuance
nuances	0.490	0.375	0.527	nuances
nuclear	0.219	0.856	0.781	niuclasach
nucleus	0.529	0.296	0.667	niuclas
nude	0.490	0.915	0.200	nòs
nudge	0.448	0.500	0.509	brosnaich
nudie	0.500	0.529	0.373	neòinean
nudist	0.440	0.796	0.483	nudist
nudity	0.438	0.853	0.415	neonachas
nugget	0.602	0.340	0.348	cnap
nuisance	0.198	0.817	0.227	buaireadh
nuke	0.125	0.905	0.873	nuke
nul	0.337	0.358	0.264	null
null	0.253	0.147	0.152	null
nullify	0.255	0.373	0.395	nullify
numb	0.108	0.420	0.352	caol
number	0.406	0.231	0.471	àireamh
numbering	0.510	0.363	0.482	àireamhachadh
numbers	0.406	0.241	0.440	àireamhan
numbness	0.306	0.398	0.265	easbhuidh
numbskull	0.300	0.472	0.284	numbskull
numeral	0.582	0.254	0.382	àireamh
numerator	0.490	0.317	0.526	àireamhair
numerical	0.479	0.322	0.517	àireamhach
numerically	0.510	0.337	0.500	gu h-àireamhach
numerous	0.622	0.462	0.609	iomadach
nun	0.500	0.150	0.406	cailleachan-dubha
nunchucks	0.337	0.580	0.526	cailleachan-dubha
nunnery	0.653	0.236	0.473	cailleachan-dubha
nuptials	0.771	0.588	0.571	banais
nurse	0.635	0.578	0.521	banaltram
nursemaid	0.615	0.431	0.436	banaltram
nursery	0.894	0.406	0.389	sgoil-àraich
nursing	0.552	0.549	0.653	altramachd
nurture	0.745	0.378	0.657	àrach
nut	0.365	0.310	0.250	cnò
nutcase	0.286	0.775	0.259	cnò-chnò
nutcracker	0.635	0.378	0.522	cnò-chnò
nuthouse	0.347	0.519	0.434	taigh-cnuic
nutmeg	0.635	0.302	0.350	cnòmag
nutrition	0.885	0.420	0.579	beathachadh
nutritional	0.812	0.406	0.676	beathachaidh
nutritious	0.833	0.337	0.655	beathachail
nutritive	0.875	0.422	0.667	beathachail
nuts	0.594	0.250	0.291	cnothan
nutshell	0.458	0.407	0.310	aithghearr
nutty	0.444	0.317	0.271	cnòcach
nylon	0.490	0.304	0.295	neilon
nylong	0.439	0.248	0.351	nylong
nylons	0.556	0.379	0.320	nylons
nymph	0.542	0.529	0.472	nymph
nymphomaniac	0.398	0.894	0.536	nymphomaniac
oaf	0.344	0.357	0.330	dhamh
oak	0.583	0.245	0.536	darach
oar	0.469	0.392	0.316	ràmh
oasis	0.796	0.283	0.429	oaisis
oat	0.622	0.170	0.298	coirce
oath	0.543	0.615	0.824	mionnan
oatmeal	0.592	0.192	0.241	min-choirce
obedience	0.765	0.287	0.536	ùmhlachd
obedient	0.800	0.179	0.518	umhail
obediently	0.802	0.304	0.577	gu h-umhail
obelisk	0.604	0.408	0.596	oibilisg
obese	0.133	0.427	0.250	reamhar
obesity	0.215	0.370	0.328	reamhrachd
obey	0.677	0.433	0.533	gèilleadh
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	iomradh-bàis
object	0.531	0.356	0.375	nì
objection	0.347	0.592	0.709	gearan
objectionable	0.459	0.382	0.558	gearanach
objective	0.724	0.337	0.736	amas
objectivity	0.765	0.431	0.711	oibieachdachd
obligation	0.222	0.596	0.718	dleastanas
obligatory	0.337	0.571	0.780	èigneachail
oblige	0.281	0.770	0.614	dhleasadh
obliged	0.327	0.680	0.411	dhleasadh
obliging	0.740	0.402	0.545	dleasdanas
obligor	0.302	0.600	0.360	eallach
oblique	0.438	0.347	0.455	oblique
obliterate	0.250	0.539	0.569	cur às
obliterated	0.240	0.469	0.344	air a dhubhadh às
obliteration	0.177	0.622	0.397	cur às
oblivion	0.153	0.330	0.282	dearmad
oblivious	0.229	0.388	0.355	mì-mhodhail
oblong	0.561	0.455	0.370	fada
obnoxious	0.088	0.602	0.256	mi-mhodhail
oboe	0.510	0.340	0.392	òb
obscene	0.050	0.745	0.348	maslach
obscenity	0.083	0.843	0.418	drabastachd
obscure	0.370	0.551	0.278	doille
obscured	0.115	0.356	0.298	doilleir
obscurity	0.208	0.392	0.380	doilleireachd
observance	0.531	0.315	0.632	òrduigh
observant	0.740	0.422	0.708	neach-amhairc
observation	0.633	0.433	0.667	amharc
observatory	0.643	0.324	0.731	amharclann
observe	0.771	0.390	0.360	amharc
observer	0.663	0.363	0.603	neach-amhairc
observing	0.583	0.400	0.685	ag amharc
obsess	0.112	0.846	0.509	trom-inntinn
obsessed	0.219	0.840	0.439	trom-inntinneach
obsessing	0.173	0.773	0.698	a' cur an ceill
obsession	0.229	0.847	0.571	obsession
obsessive	0.219	0.823	0.480	obsessive
obsolescence	0.250	0.431	0.377	eas-umhlachd
obsolete	0.337	0.321	0.250	à bith
obstacle	0.204	0.708	0.336	cnap-starra
obstetrician	0.521	0.636	0.604	obstetrician
obstetrics	0.530	0.582	0.564	obstetrics
obstinate	0.146	0.696	0.562	nàimhdeil
obstruct	0.115	0.660	0.458	bacadh
obstruction	0.125	0.742	0.491	bacadh
obstructive	0.204	0.650	0.613	bacadh
obtain	0.760	0.438	0.731	faighinn
obtainable	0.677	0.327	0.702	fhaotainn
obtuse	0.281	0.460	0.345	maol
obverse	0.470	0.394	0.464	cas
obvious	0.625	0.336	0.585	follaiseach
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	uair
occasional	0.490	0.298	0.387	corra uair
occasionally	0.538	0.240	0.264	corra uair
occipital	0.398	0.408	0.518	sealbhach
occlusion	0.306	0.439	0.442	tuairmeas
occult	0.292	0.382	0.406	seallaidh
occupancy	0.625	0.471	0.721	còmhnaidh
occupant	0.500	0.417	0.483	neach-còmhnaidh
occupation	0.562	0.470	0.692	dreuchd
occupational	0.583	0.469	0.596	dreuchdail
occupied	0.337	0.546	0.441	air a ghabhail thairis
occupier	0.427	0.438	0.600	neach-còmhnaidh
occupy	0.396	0.520	0.589	seilbh
occupying	0.573	0.462	0.519	a' gabhail còmhnaidh
occur	0.451	0.561	0.510	tachairt
occurrence	0.573	0.690	0.541	tachartas
ocd	0.333	0.472	0.370	ochd
ocean	0.823	0.308	0.642	cuan
oceanic	0.740	0.317	0.632	cuantach
octagon	0.602	0.349	0.462	ochdag
octave	0.438	0.380	0.482	ochdamh
octopus	0.713	0.378	0.411	ochd-chasach
ocular	0.418	0.370	0.400	sùla
odd	0.265	0.337	0.302	neònach
oddball	0.316	0.360	0.357	oddball
oddity	0.312	0.557	0.386	neònach
odds	0.500	0.472	0.680	neònach
ode	0.604	0.269	0.519	òd
odious	0.235	0.708	0.235	gràineil
odometer	0.367	0.470	0.388	odometer
