English Word	Valence	Arousal	Dominance	Samoan Word
humidity	0.464	0.373	0.367	susū
humiliate	0.052	0.714	0.275	faalumaina
humiliated	0.104	0.712	0.216	faalumaina
humiliating	0.062	0.716	0.279	faalumaina
humiliation	0.048	0.712	0.310	faalumaina
humility	0.740	0.118	0.444	loto maulalo
hummer	0.510	0.622	0.589	hamu
hummingbird	0.750	0.370	0.273	hummingbird
humongous	0.378	0.538	0.536	tausaafia
humor	0.890	0.633	0.462	malie
humored	0.854	0.657	0.545	malie
humorist	0.958	0.790	0.607	tagata malie
humorous	0.906	0.616	0.665	malie
hump	0.296	0.462	0.250	pu'upu'u
humpback	0.235	0.346	0.247	tua'a
hunch	0.561	0.630	0.567	manatu
hunchback	0.208	0.390	0.259	tua'a
hundred	0.604	0.370	0.406	selau
hundredth	0.427	0.368	0.466	selau
hunger	0.083	0.554	0.328	fia aai
hungry	0.083	0.690	0.254	fia aai
hunk	0.438	0.375	0.361	tino
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	tuliga
hunter	0.292	0.817	0.817	tuli manu
hunting	0.448	0.713	0.714	tuliga
huntress	0.357	0.717	0.765	tuli manu
hurdle	0.198	0.682	0.434	fa'alavelave
hurl	0.316	0.745	0.574	lafo
hurrah	0.802	0.740	0.500	talofa
hurricane	0.177	0.958	0.787	afa
hurricanes	0.286	0.898	0.784	afa
hurried	0.314	0.806	0.393	fa'anatinati
hurry	0.422	0.735	0.481	vave
hurryup	0.473	0.791	0.555	tope mai
hurt	0.062	0.773	0.291	tiga
hurtful	0.104	0.680	0.463	faatiga
hurting	0.153	0.778	0.221	tiga
husband	0.771	0.500	0.655	tane
husbandry	0.643	0.473	0.445	fa'ato'aga
hush	0.471	0.231	0.312	filemu
hushed	0.292	0.194	0.272	fa'afilemu
husk	0.378	0.173	0.147	pa'u
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	vevesi
hustler	0.260	0.821	0.627	tagata fa'atauva'a
hut	0.633	0.270	0.375	faleoo
hutch	0.385	0.453	0.520	faleoo
hyacinth	0.372	0.360	0.342	hyacinth
hybrid	0.500	0.365	0.570	hybrid
hydra	0.406	0.598	0.534	haidra
hydrant	0.570	0.413	0.367	vai vai
hydrate	0.610	0.367	0.547	fa'asusu
hydraulic	0.522	0.398	0.596	hydraulic
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	hydrogen
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	hydrology
hydrophobia	0.323	0.784	0.351	hydrophobia
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	tumama
hygienic	0.719	0.245	0.702	tumama
hygienist	0.698	0.389	0.682	tausi tumama
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	viiga
hype	0.510	0.500	0.586	fa'aliga
hyped	0.708	0.582	0.679	fa'apea
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	fa'atopetope
hyperbole	0.469	0.521	0.542	hyperbole
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	toto maualuga
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilation
hyphen	0.552	0.356	0.381	fa'ailoga
hypnosis	0.417	0.410	0.546	fa'amamago
hypnotic	0.571	0.560	0.569	fa'afofoga
hypnotist	0.490	0.455	0.627	tagata su'esu'e
hypnotize	0.469	0.507	0.508	fa'asemu
hypnotized	0.449	0.434	0.380	fa'aalumaina
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	pepelo
hypocrite	0.082	0.673	0.306	pepelo
hypocritical	0.048	0.740	0.415	pepelo
hypodermic	0.240	0.441	0.445	fa'apalapala
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	mālūlūlū
hypothesis	0.552	0.370	0.509	manatu
hypothetical	0.480	0.367	0.361	fa'apea
hysterectomy	0.178	0.660	0.470	hysterectomy
hysteria	0.224	0.906	0.482	i'a i'a
hysterical	0.290	0.942	0.398	fa'ama'i
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	aisa
ice tea	0.771	0.337	0.336	lauti aisa
iceberg	0.344	0.540	0.648	aisa
icebox	0.560	0.222	0.370	pusa aisa
icebreaker	0.571	0.545	0.848	fa'ato'a aisa
iced	0.564	0.482	0.339	aisa
icing	0.688	0.452	0.411	aisa
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	fa'ailoga
iconic	0.583	0.537	0.700	fa'ailoga
iconography	0.602	0.382	0.653	fa'ailoga ata
icy	0.684	0.375	0.345	aisa
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	manatu
ideal	0.802	0.437	0.736	lelei
idealism	0.635	0.436	0.689	manatu lelei
idealist	0.816	0.510	0.802	manatu lelei
idealistic	0.812	0.469	0.755	manatu lelei
identical	0.635	0.380	0.527	tutusa
identically	0.667	0.427	0.487	tutusa
identification	0.714	0.451	0.692	fa'ailoaga
identify	0.635	0.480	0.667	faailoa
identity	0.663	0.360	0.780	faasinomaga
ideology	0.573	0.344	0.692	talitonuga
idiocy	0.112	0.635	0.137	faavalevalea
idiom	0.520	0.337	0.445	idiom
idiomatic	0.531	0.429	0.516	fa'aliga
idiot	0.086	0.567	0.113	vale
idiotic	0.104	0.620	0.170	faavalevalea
idiots	0.143	0.600	0.144	vale
idle	0.179	0.167	0.112	fa'anofonofo
idleness	0.308	0.330	0.228	paie
idler	0.200	0.304	0.194	paie
idol	0.684	0.805	0.853	tupua
idolatry	0.365	0.571	0.625	ifo i tupua
idolizing	0.676	0.712	0.643	ifo i tupua
idyllic	0.571	0.394	0.593	fa'atauva'a
iffy	0.380	0.442	0.333	faife'au
ifonly	0.406	0.250	0.255	fa'apea
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	aasa
ignite	0.458	0.785	0.675	fa'amumu
ignition	0.365	0.720	0.657	fa'amumu
ignorance	0.153	0.417	0.209	valea
ignorant	0.102	0.461	0.223	valea
ignore	0.146	0.230	0.295	le amanaia
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	ma'i
illegal	0.061	0.787	0.337	faasolitulafono
illegality	0.094	0.635	0.427	faasolitulafono
illegally	0.133	0.788	0.402	faasolitulafono
illegible	0.296	0.490	0.315	le faitaulia
illegitimate	0.184	0.644	0.302	fa'aletulafono
illicit	0.188	0.794	0.390	faasolitulafono
illiterate	0.120	0.410	0.151	lē iloa faitautusi
illness	0.098	0.717	0.211	gasegase
illogical	0.208	0.630	0.251	le talafeagai
illuminate	0.905	0.646	0.782	fa'amalamalama
illuminating	0.949	0.613	0.773	fa'amalamalamaina
illumination	0.760	0.588	0.537	fa'amalamalamaga
illuminator	0.770	0.566	0.718	fa'amalama
illusion	0.562	0.490	0.387	fa'afoliga
illustrate	0.750	0.430	0.690	fa'aali
illustration	0.740	0.441	0.640	fa'ata'ita'iga
illustrative	0.771	0.452	0.647	fa'ata'ita'i
illustrious	0.673	0.550	0.741	ta'uta'ua
ilovechristmas	0.885	0.590	0.525	alofa kerisimasi
iloveher	0.750	0.519	0.556	alofaiva
image	0.653	0.241	0.453	ata
imagery	0.653	0.327	0.390	ata
imaginable	0.613	0.529	0.596	mafaufauina
imaginary	0.560	0.424	0.310	mafaufau
imagination	0.802	0.491	0.547	mafaufauga
imaginative	0.780	0.541	0.593	mafaufau
imagine	0.759	0.480	0.587	manatu
imagined	0.656	0.412	0.418	mafaufauina
imaging	0.724	0.394	0.482	ata
imagining	0.765	0.458	0.545	mafaufau
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	le paleni
imbecile	0.082	0.569	0.260	valea
imbedded	0.406	0.580	0.562	fa'amauina
imissyou	0.480	0.608	0.344	ua ou misia oe
imitate	0.469	0.561	0.336	fa'aa'oa'o
imitated	0.333	0.391	0.442	fa'aa'oa'o
imitation	0.406	0.592	0.343	fa'afoliga
immaculate	0.698	0.330	0.688	le mama
immaterial	0.296	0.309	0.295	e le faaletino
immature	0.114	0.500	0.200	le matua
immaturity	0.146	0.567	0.221	le matua
immeasurable	0.510	0.539	0.712	lē fuatia
immeasurably	0.510	0.640	0.680	e le mafuatia
immediacy	0.635	0.630	0.627	vave
immediate	0.656	0.548	0.716	vave
immediately	0.552	0.780	0.707	vave
immemorial	0.327	0.469	0.454	ua leva
immense	0.755	0.750	0.811	tele
immerse	0.510	0.577	0.509	faatofu
immersion	0.510	0.556	0.564	faatofu
immigrant	0.357	0.663	0.509	tagata malaga mai
immigration	0.390	0.667	0.454	femalagaiga
imminent	0.490	0.784	0.643	lata mai
immobile	0.225	0.217	0.298	lē gaioi
immoral	0.143	0.622	0.385	le mama
immorality	0.188	0.689	0.315	amio le mama
immortal	0.812	0.750	0.795	tino ola pea
immortality	0.688	0.635	0.861	tino ola pea
immovable	0.480	0.310	0.571	lē mafaagaeetia
immune	0.629	0.472	0.780	puipuia
immunity	0.633	0.316	0.786	puipuiga
immunization	0.667	0.510	0.733	tui puipui
immutable	0.427	0.431	0.571	e le masuia
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	aafiaga
impair	0.153	0.500	0.360	fa'aleagaina
impaired	0.130	0.459	0.269	fa'aletonu
impairment	0.170	0.571	0.220	fa'aletonu
impart	0.521	0.441	0.694	tufa atu
impartial	0.531	0.406	0.685	lē fa'aituau
impartiality	0.622	0.394	0.616	le fa'aituau
impassable	0.342	0.458	0.553	lē mafai ona uia
impassioned	0.740	0.780	0.802	ita
impatience	0.278	0.780	0.411	le onosai
impatient	0.250	0.708	0.429	le onosai
impatiently	0.194	0.750	0.539	le onosai
impeach	0.208	0.776	0.664	fa'aleaga
impeachment	0.163	0.735	0.694	fa'asalaga
impeccable	0.833	0.370	0.824	lē ponā
impede	0.271	0.510	0.604	fa'alavelave
impediment	0.163	0.600	0.409	fa'alavelave
impelled	0.604	0.741	0.690	fa'amalosi
impending	0.480	0.735	0.752	o lo'o lata mai
impenetrable	0.531	0.577	0.839	e le mafai ona soia
imperative	0.625	0.647	0.708	taua
imperceptible	0.378	0.490	0.548	lē iloagofie
imperfect	0.173	0.527	0.202	le atoatoa
imperfection	0.190	0.567	0.321	le atoatoa
imperfectly	0.297	0.481	0.330	le atoatoa
imperial	0.669	0.646	0.922	malo
imperialist	0.284	0.786	0.833	emperialist
impermeable	0.510	0.308	0.558	lē mafai ona pa'u
impermissible	0.188	0.464	0.352	lē fa'atagaina
impersonal	0.316	0.356	0.472	lē fa'apitoa
impersonate	0.510	0.632	0.591	fa'afoliga
impersonation	0.375	0.618	0.528	faafoliga
impersonator	0.469	0.586	0.406	fa'afoliga
impertinence	0.170	0.653	0.420	le amioletonu
impertinent	0.219	0.826	0.373	fa'atauva'a
impervious	0.582	0.408	0.536	e le maluelue
impetuous	0.602	0.814	0.712	fa'atopetope
impetus	0.521	0.740	0.635	fa'amalosi
implacable	0.569	0.663	0.830	mautu
implant	0.429	0.510	0.588	toto
implantation	0.396	0.604	0.741	totōina
implanted	0.347	0.500	0.679	totoina
implement	0.720	0.573	0.792	faatino
implicate	0.250	0.670	0.434	aafia
implicated	0.354	0.673	0.438	aafia
implication	0.337	0.528	0.690	uiga
implied	0.327	0.530	0.481	fa'atusa
implore	0.396	0.650	0.377	ole atu
implosion	0.412	0.724	0.547	pa'u
imply	0.542	0.670	0.533	fa'aali
impolite	0.167	0.590	0.282	le faaaloalo
import	0.615	0.480	0.623	faaulufale mai
importance	0.750	0.580	0.864	taua
important	0.827	0.630	0.836	taua
importation	0.625	0.500	0.733	faaulufale mai
impose	0.503	0.721	0.745	fa'atonu
imposing	0.392	0.731	0.836	fa'atumauina
imposition	0.357	0.604	0.618	faaeeina
impossibility	0.170	0.625	0.306	le mafai
impossible	0.153	0.510	0.407	le mafai
impostor	0.135	0.704	0.442	tagata pepelo
impotence	0.198	0.689	0.224	le malosi
impotent	0.146	0.587	0.333	le malosi
impound	0.230	0.587	0.583	taofia
impoverished	0.125	0.311	0.203	matitiva
impracticable	0.398	0.549	0.381	le mafai
impractical	0.160	0.373	0.291	le aoga
impregnable	0.378	0.549	0.667	e le mafai ona malepe
impregnate	0.510	0.721	0.655	ma'itaga
impress	0.816	0.744	0.895	faagaeetia
impressed	0.806	0.770	0.429	faagaeetia
impression	0.684	0.557	0.577	lagona
impressionable	0.827	0.720	0.645	fa'alogoina
impressive	0.781	0.830	0.873	mata'ina
imprint	0.615	0.574	0.685	lolomi
imprison	0.112	0.829	0.545	falepuipui
imprisoned	0.032	0.717	0.302	falepuipui
imprisonment	0.133	0.630	0.471	falepuipui
improbable	0.097	0.412	0.439	e le taumate
impromptu	0.541	0.729	0.415	fa'afuase'i
improper	0.229	0.520	0.259	le talafeagai
impropriety	0.133	0.591	0.389	le talafeagai
improve	0.833	0.528	0.815	faaleleia
improved	0.919	0.480	0.679	faaleleia
improvement	0.786	0.500	0.611	faaleleia
improves	0.929	0.625	0.727	faaleleia
improving	0.911	0.510	0.682	faaleleia
improvisation	0.631	0.812	0.529	fa'alelei
improvise	0.646	0.650	0.519	fa'alelei
improvised	0.610	0.673	0.443	fa'alelei
imprudent	0.170	0.676	0.265	le faautauta
impudence	0.214	0.500	0.472	fa'atauva'a
impudent	0.302	0.604	0.462	fa'atauva'a
impulse	0.530	0.840	0.611	tu'inanau
impulsive	0.365	0.864	0.607	fa'atopetope
impunity	0.313	0.721	0.602	lē fa'asalaina
impure	0.260	0.560	0.208	le mama
impurity	0.173	0.546	0.306	le mama
imputation	0.333	0.654	0.621	tu'uaiga
imtryingtosleep	0.438	0.363	0.385	taumafai e moe
inability	0.150	0.529	0.250	le mafaia
inaccessible	0.083	0.585	0.446	lē mafai ona maua
inaccurate	0.135	0.450	0.250	le sa'o
inaction	0.323	0.225	0.325	leai se gaioiga
inactivate	0.245	0.240	0.415	le fa'agaoioia
inactivation	0.198	0.260	0.220	fa'aleaogaina
inactive	0.271	0.167	0.159	le toaga
inactivity	0.135	0.143	0.227	le toaga
inadequacy	0.286	0.500	0.297	le atoatoa
inadequate	0.122	0.450	0.223	le atoatoa
inadequateness	0.240	0.529	0.316	le atoatoa
inadmissible	0.188	0.636	0.389	lē taliaina
inadvertent	0.365	0.368	0.286	fa'afuase'i
inadvertently	0.302	0.541	0.549	ma le le iloa
inaffable	0.388	0.518	0.455	e le mafaia
inalienable	0.437	0.459	0.608	e le mafai ona fa'ate'aina
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	e leai se ola
inapplicable	0.281	0.402	0.330	le talafeagai
inappropriate	0.135	0.542	0.353	le talafeagai
inattention	0.208	0.433	0.188	le gauai atu
inaudible	0.280	0.398	0.358	lē fa'alogoina
inaugural	0.684	0.567	0.608	fa'aulufalega
inaugurate	0.781	0.582	0.800	fa'aulufaleina
inauguration	0.847	0.712	0.769	faapaiaga
inborn	0.590	0.288	0.546	fanau mai
inbound	0.531	0.388	0.538	i totonu
inbred	0.397	0.520	0.473	fa'atosina
incalculable	0.449	0.620	0.679	e le mafaitaulia
incandescent	0.354	0.612	0.621	moli
incantation	0.439	0.632	0.548	fa'ailoga
incapable	0.156	0.529	0.155	lē gafatia
incapacity	0.052	0.500	0.217	le atoatoa
incarceration	0.100	0.800	0.397	falepuipui
incarnate	0.552	0.651	0.593	liutino tagata
incase	0.580	0.196	0.365	mea ane
incendiary	0.281	0.810	0.598	fa'amumu
incense	0.698	0.275	0.328	mea manogi
incensed	0.338	0.643	0.392	ita
incentive	0.812	0.618	0.718	fa'amalosi
inception	0.604	0.425	0.561	amataga
incessant	0.438	0.760	0.544	faifai pea
incessantly	0.417	0.765	0.606	e le aunoa
incest	0.073	0.853	0.491	mataifale
incestuous	0.188	0.736	0.442	mataifale
inch	0.481	0.327	0.300	inisi
incidence	0.417	0.527	0.429	fa'alavelave
incident	0.084	0.662	0.482	fa'alavelave
incidental	0.281	0.610	0.404	fa'afuase'i
incidentally	0.479	0.500	0.500	fa'afuase'i
incineration	0.229	0.787	0.470	susunu
incinerator	0.250	0.643	0.591	afi afi
incipient	0.442	0.382	0.430	amata
incision	0.240	0.663	0.558	tipi
incisive	0.380	0.602	0.545	mata'utia
incite	0.449	0.736	0.642	fa'aoso
incitement	0.302	0.943	0.598	fa'aoso
inclement	0.260	0.676	0.616	agaleaga
inclination	0.378	0.490	0.538	tu'inanau
incline	0.490	0.423	0.345	fa'asaga
inclined	0.469	0.347	0.402	lilifa
include	0.729	0.449	0.702	aofia ai
included	0.760	0.402	0.570	aofia ai
including	0.700	0.378	0.518	e aofia ai
inclusion	0.774	0.404	0.712	aofia ai
inclusive	0.604	0.420	0.564	aofia ai
incognito	0.610	0.490	0.446	fa'ailoa
incoherent	0.122	0.612	0.250	fa'aletonu
income	0.750	0.510	0.728	tupe maua
incoming	0.660	0.509	0.596	ulufale mai
incomparable	0.625	0.577	0.670	e le mafaatusalia
incompatible	0.196	0.500	0.310	le fetaui
incompetence	0.077	0.551	0.208	lē agavaa
incompetent	0.133	0.566	0.239	lē agavaa
incomplete	0.153	0.370	0.205	le atoatoa
incompletely	0.344	0.442	0.232	le atoatoa
incompleteness	0.271	0.451	0.234	le atoatoa
incomprehensible	0.250	0.550	0.344	le malamalama
inconceivable	0.198	0.552	0.561	e le mafaufauina
inconclusive	0.153	0.442	0.340	le mautinoa
incongruous	0.177	0.504	0.343	lē fetaui
inconsequential	0.250	0.480	0.345	lē taualoa
inconsiderate	0.224	0.519	0.423	lē manatu mamafa
inconsistency	0.125	0.480	0.314	le fetaui
inconsistent	0.271	0.431	0.295	le fetaui
inconspicuous	0.604	0.214	0.368	lē iloagofie
incontinence	0.150	0.598	0.272	le taofiofia
inconvenience	0.063	0.667	0.291	fa'alavelave
inconvenient	0.224	0.610	0.375	le talafeagai
incorporate	0.745	0.612	0.571	fa'atasi
incorporation	0.573	0.404	0.768	tuufaatasia
incorrect	0.140	0.569	0.255	sese
incorrigible	0.130	0.667	0.500	lē mafai ona fa'asalaina
increase	0.810	0.657	0.886	fa'ateleina
increased	0.684	0.660	0.773	faateleina
incredible	0.857	0.796	0.902	ofoofogia
incredulous	0.286	0.510	0.269	le talitonuina
increment	0.684	0.637	0.750	fa'aopoopoga
incriminate	0.188	0.810	0.416	fa'asalaina
incriminating	0.133	0.788	0.500	fa'asalaina
incrimination	0.152	0.865	0.545	solitulafono
incubation	0.461	0.490	0.397	incubation
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	o lo'o nofoia
incur	0.312	0.667	0.495	maua
incurable	0.104	0.667	0.255	e le mafai ona togafitia
incursion	0.552	0.830	0.719	osofa'iga
indebted	0.138	0.698	0.275	aitalafu
indecency	0.135	0.670	0.491	amio matagā
indecent	0.083	0.683	0.240	matagā
indecision	0.184	0.480	0.196	le mautonu
indecisive	0.271	0.420	0.190	le mautonu
indefensible	0.173	0.647	0.484	e le mafai ona puipuia
indefinite	0.448	0.292	0.296	lē fa'amauina
indelible	0.490	0.337	0.591	e le mafai ona tapeina
indemnification	0.521	0.490	0.770	fa'asalaga
indemnify	0.449	0.548	0.613	totogi
indemnity	0.470	0.607	0.692	fa'asalaga
indent	0.479	0.346	0.379	fa'ailoga
indentation	0.374	0.500	0.349	fa'ailoga
indenture	0.434	0.382	0.636	feagaiga
independence	0.896	0.663	0.911	tutoatasi
independent	0.885	0.440	0.872	tutoatasi
indescribable	0.448	0.529	0.648	e le mafaamatalaina
indestructible	0.772	0.731	0.853	lē fa'aleagaina
indeterminate	0.360	0.402	0.322	le mautinoa
index	0.448	0.268	0.342	faasino igoa
indicate	0.594	0.350	0.676	faailoa mai
indicating	0.745	0.339	0.555	faailoa mai
indication	0.719	0.432	0.750	fa'ailoga
indicative	0.510	0.510	0.591	fa'ailoa
indicator	0.573	0.451	0.670	fa'ailoga
indice	0.469	0.377	0.541	fa'ailoga
indict	0.188	0.731	0.458	molia
indictment	0.245	0.745	0.577	moliaga
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	fa'atauva'a
indifferent	0.396	0.157	0.250	lē manatu mamafa
indigenous	0.500	0.509	0.552	tagatanu'u
indigent	0.156	0.481	0.223	matitiva
indigestion	0.204	0.610	0.182	ma'i ga'o
indignant	0.260	0.600	0.423	ita
indignation	0.173	0.778	0.431	ita
indignity	0.167	0.500	0.306	faalumaina
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	lē tuusao
indiscreet	0.177	0.587	0.342	le faautauta
indiscretion	0.265	0.637	0.390	le faautauta
indispensable	0.710	0.449	0.802	taua tele
indisposed	0.122	0.519	0.206	fa'aletonu
indistinct	0.255	0.340	0.360	le manino
indistinguishable	0.346	0.458	0.548	e le iloa se eseesega
individual	0.627	0.327	0.533	tagata taitoatasi
individuality	0.612	0.469	0.527	ta'ito'atasi
indivisible	0.646	0.398	0.580	lē mavaevae
indoctrination	0.327	0.657	0.698	aoaoga faavae
indolent	0.177	0.381	0.259	paie
indomitable	0.458	0.800	0.830	fa'ato'ato'a
indoor	0.615	0.245	0.347	totonu
induce	0.257	0.606	0.684	faaoso
induced	0.397	0.471	0.491	fa'aoso
inducement	0.647	0.765	0.685	faatosina
induction	0.392	0.593	0.627	fa'atosina
indulge	0.833	0.716	0.669	fa'amalie
indulgence	0.479	0.490	0.517	tu'inanau
indulgent	0.560	0.481	0.529	fa'amalie
industrial	0.469	0.600	0.875	alamanuia
industrialist	0.562	0.633	0.843	tagata fai pisinisi
industrious	0.720	0.537	0.791	toaga
industry	0.650	0.447	0.836	alamanuia
ineffable	0.551	0.577	0.585	le mafaamatalaina
ineffective	0.093	0.422	0.094	le aoga
ineffectual	0.163	0.412	0.200	le aoga
inefficiency	0.092	0.466	0.181	le lelei
inefficient	0.190	0.460	0.173	lē lelei
inelastic	0.396	0.426	0.385	le mautu
ineligible	0.143	0.377	0.457	lē agavaa
inept	0.156	0.418	0.209	lē agavaa
ineptitude	0.177	0.471	0.250	valea
inequality	0.122	0.575	0.259	le tutusa
inequitable	0.281	0.519	0.373	lē tutusa
inert	0.323	0.180	0.319	gaogao
inertia	0.344	0.288	0.322	inertia
inevitable	0.316	0.419	0.623	le maalofia
inexact	0.153	0.459	0.170	le sa'o
inexcusable	0.271	0.582	0.546	e le mafai ona faanoi
inexhaustible	0.602	0.541	0.643	e le uma
inexpensive	0.694	0.414	0.260	taugofie
inexperience	0.208	0.614	0.151	leai se poto masani
inexperienced	0.281	0.473	0.231	leai se poto masani
inexplicable	0.224	0.635	0.443	e le mafaamatalaina
inexpressible	0.198	0.608	0.364	e le mafaamatalaina
infallibility	0.583	0.663	0.764	lē sese
infallible	0.776	0.687	0.809	lē sese
infamous	0.146	0.580	0.472	ta'uleagaina
infamy	0.177	0.676	0.421	ta'uvalea
infancy	0.750	0.399	0.370	tamameamea
infant	0.802	0.431	0.328	pepe
infanticide	0.167	0.856	0.443	fasioti tagata
infantile	0.604	0.382	0.259	tamameamea
infantry	0.531	0.684	0.791	fa'afitafita
infarct	0.080	0.846	0.386	afaina
infatuated	0.729	0.764	0.417	fa'atosina
infatuation	0.844	0.745	0.530	fa'atosina
infeasible	0.245	0.472	0.236	le mafai
infect	0.102	0.777	0.424	fa'ama'i
infection	0.083	0.735	0.407	fa'ama'i
infectious	0.142	0.760	0.422	fa'ama'i
infer	0.449	0.490	0.453	fa'apea
inference	0.359	0.479	0.398	fa'ai'uga
inferential	0.426	0.451	0.455	fa'ailoga
inferior	0.260	0.254	0.106	maualalo
inferiority	0.177	0.430	0.205	fa'atauva'a
infernal	0.083	0.837	0.571	malaia
inferno	0.051	0.857	0.463	inferno
infertile	0.274	0.458	0.255	le fanautama
infertility	0.170	0.664	0.328	le fanautama
infestation	0.256	0.776	0.527	fa'ama'i
infidel	0.177	0.740	0.404	le talitonu
infidelity	0.062	0.777	0.392	le faamaoni
infield	0.510	0.571	0.438	totonu
infiltrate	0.408	0.745	0.587	fa'aulufale
infiltration	0.265	0.792	0.536	fa'aulufale
infinite	0.724	0.583	0.735	e le gata
infinitely	0.688	0.643	0.829	e le gata
infinitesimal	0.388	0.472	0.496	e le gata
infinity	0.516	0.459	0.805	lē gata
infirm	0.115	0.521	0.210	vaivai
infirmary	0.500	0.438	0.517	falema'i
infirmity	0.094	0.482	0.252	ma'i
inflammation	0.146	0.765	0.423	fulafula
inflammatory	0.177	0.642	0.404	fulafula
inflatable	0.510	0.510	0.400	inflatable
inflate	0.305	0.569	0.462	fa'aola
inflated	0.303	0.431	0.617	fa'ateleina
inflation	0.219	0.792	0.508	tau o tupe
inflection	0.385	0.635	0.377	fa'aliliuga
inflict	0.167	0.760	0.609	fa'atupu
infliction	0.302	0.722	0.571	faatiga
inflorescence	0.459	0.344	0.412	fugalaau
influence	0.622	0.663	0.824	faatosinaga
influential	0.899	0.688	0.944	faatosina
influenza	0.271	0.718	0.321	fulū
influx	0.622	0.635	0.575	lolofi mai
info	0.750	0.330	0.642	fa'amatalaga
infomercial	0.427	0.462	0.555	fa'amatalaga
inform	0.723	0.582	0.679	logo
informal	0.480	0.398	0.441	fa'alilolilo
informant	0.604	0.612	0.719	fa'amatalaga
information	0.765	0.370	0.711	fa'amatalaga
informative	0.812	0.419	0.741	fa'amatalaga
informed	0.543	0.298	0.617	logoina
informer	0.521	0.578	0.580	fa'amatalaga
infraction	0.245	0.660	0.471	solitulafono
infrared	0.469	0.588	0.526	infrared
infrastructure	0.604	0.460	0.694	aseta tetele
infrequent	0.312	0.377	0.192	e seasea
infrequently	0.204	0.250	0.327	e seasea
infringement	0.153	0.800	0.481	soliga
infuriate	0.102	0.934	0.596	ita
infuriated	0.073	0.930	0.510	ita tele
infuriates	0.135	0.913	0.627	ua ita
infuriating	0.139	0.870	0.509	ita
infuse	0.380	0.705	0.589	tui
infused	0.385	0.473	0.546	tui
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	tui
ingenious	0.760	0.690	0.891	atamai
ingenuity	0.708	0.590	0.868	atamai
ingest	0.510	0.559	0.473	taumafa
ingestion	0.429	0.612	0.512	ingestion
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	maua'a
ingrate	0.235	0.606	0.327	fa'amata'u
ingredient	0.792	0.373	0.451	mea'ai
ingress	0.601	0.366	0.736	ulufale
inhabit	0.656	0.378	0.556	nofoia
inhabitant	0.604	0.356	0.519	tagata nofoia
inhabited	0.667	0.361	0.510	nofoia
inhabiting	0.458	0.440	0.598	nofoia
inhalation	0.510	0.613	0.464	manava
inhale	0.427	0.340	0.492	manava
inhaler	0.408	0.500	0.349	inhaler
inherent	0.562	0.439	0.480	fa'aletagata
inherit	0.745	0.546	0.694	tofi
inheritance	0.900	0.565	0.798	tofi
inhibit	0.167	0.479	0.447	taofia
inhibition	0.265	0.392	0.534	taofia
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	lē talimālō
inhuman	0.107	0.660	0.492	lē fa'aletagata
inhumane	0.104	0.587	0.402	lē fa'aletagata
inhumanity	0.143	0.540	0.405	agaleaga
inimaginable	0.542	0.636	0.534	lē mafaufauina
inimical	0.260	0.823	0.556	fa'aleaga
inimitable	0.571	0.413	0.790	e le mafaatusalia
iniquity	0.219	0.567	0.425	amioletonu
