English Word	Valence	Arousal	Dominance	Maori Word
headstrong	0.310	0.714	0.500	mahunga
headway	0.823	0.464	0.745	ahu whakamua
heady	0.448	0.806	0.565	mahunga
heal	0.765	0.245	0.556	whakaora
healer	0.863	0.378	0.741	kaiwhakaora
healing	0.750	0.452	0.585	whakaora
health	0.935	0.427	0.551	hauora
healthcare	0.780	0.392	0.630	tiaki hauora
healthful	0.930	0.315	0.769	hauora
healthy	0.938	0.319	0.818	hauora
heap	0.582	0.510	0.474	puranga
hear	0.760	0.429	0.444	rongo
hearer	0.656	0.281	0.415	kaiwhakarongo
hearing	0.669	0.490	0.595	rongo
hearsay	0.288	0.623	0.333	korero korero
hearse	0.177	0.490	0.324	waka rongo
heart	0.827	0.500	0.693	ngakau
heart disease	0.250	0.750	0.386	mate ngakau
heartache	0.088	0.750	0.291	mamae ngakau
heartattack	0.156	0.839	0.455	mate ngakau
heartbeat	0.750	0.698	0.585	te pupuhi o te ngakau
heartbreak	0.208	0.610	0.245	mamae ngakau
heartbreaker	0.265	0.685	0.580	whakapouri ngakau
heartbreaking	0.146	0.811	0.423	mamae ngakau
heartbroken	0.082	0.551	0.235	ngakau pouri
heartburn	0.143	0.613	0.398	te mamae ngakau
hearted	0.823	0.410	0.805	ngakau
heartfelt	0.904	0.440	0.540	ngakau nui
hearth	0.760	0.275	0.536	ahi ahi
heartily	0.927	0.531	0.664	ma te ngakau
heartland	0.812	0.510	0.675	whenua ngakau
heartless	0.071	0.652	0.400	ngakaukore
hearts	0.948	0.592	0.634	nga ngakau
heartsick	0.240	0.388	0.208	ngakau pouri
heartworm	0.333	0.550	0.430	noke ngakau
hearty	0.760	0.684	0.792	ngakau nui
heat	0.534	0.612	0.433	werawera
heated	0.479	0.497	0.542	whakamahana
heater	0.500	0.573	0.538	whakamahana
heath	0.802	0.387	0.546	hauhautanga
heathen	0.194	0.529	0.491	tauiwi
heather	0.500	0.352	0.407	heather
heating	0.647	0.491	0.537	whakamahana
heave	0.716	0.588	0.664	hikirangi
heaven	0.896	0.385	0.600	rangi
heavenly	0.844	0.452	0.712	rangi
heavens	0.806	0.273	0.683	rangi
heavily	0.542	0.679	0.814	taumaha
heaviness	0.219	0.549	0.318	taumahatanga
heaving	0.201	0.843	0.491	te haruru
heavy	0.250	0.454	0.600	taumaha
heavy metal	0.417	0.755	0.621	whakarewa taimaha
heavyweight	0.429	0.578	0.713	taumahamaha
heck	0.240	0.728	0.560	heke
hectares	0.570	0.250	0.471	heketea
hectic	0.167	0.811	0.438	pukumahi
hedge	0.604	0.602	0.569	taiepa
hedgehog	0.458	0.491	0.377	matuku
hedonism	0.510	0.500	0.608	hedonism
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	whakarongo
heel	0.480	0.350	0.385	rekereke
heels	0.500	0.439	0.396	rekereke
heft	0.503	0.340	0.530	heft
hefty	0.550	0.654	0.745	nui
hegemonic	0.462	0.519	0.558	hegemoni
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	kuao kau
height	0.677	0.608	0.648	teitei
heighten	0.755	0.622	0.765	whakakake
heightened	0.592	0.529	0.788	whakanuia
heinous	0.133	0.792	0.471	kino
heir	0.840	0.654	0.764	uri
heiress	0.827	0.571	0.676	uri wahine
heirloom	0.684	0.375	0.745	taonga tuku iho
heirs	0.796	0.519	0.698	tuku iho
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	helika
helicopter	0.714	0.806	0.617	waka topatopa
helipad	0.780	0.637	0.573	helippad
heliport	0.594	0.604	0.527	heliport
helium	0.490	0.316	0.304	helium
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	reinga
hellfire	0.143	0.890	0.618	ahi reinga
hellhole	0.200	0.615	0.421	poka reinga
hellish	0.125	0.860	0.545	reinga
helm	0.511	0.450	0.615	urungi
helmet	0.573	0.327	0.402	potae
helmsman	0.490	0.441	0.647	kaiurungi
help	0.673	0.471	0.460	awhina
helper	0.704	0.438	0.567	kaiawhina
helpful	0.816	0.337	0.705	āwhina
helpless	0.104	0.420	0.214	korekore
helplessness	0.087	0.480	0.250	korekore
hem	0.562	0.283	0.291	hem
hematite	0.448	0.389	0.342	hematite
hematoma	0.146	0.600	0.398	hematoma
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	tuakoi
hemispheric	0.562	0.449	0.603	hemisphere
hemlock	0.438	0.350	0.434	hemlock
hemoglobin	0.469	0.481	0.418	hemoglobin
hemorrhage	0.031	0.849	0.426	whakaheke toto
hemorrhoids	0.133	0.702	0.304	mate pukupuku
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	hemp
hen	0.385	0.276	0.241	heihei
henceforth	0.527	0.404	0.466	aianei
henhouse	0.500	0.577	0.414	whare heihei
hepatitis	0.055	0.596	0.358	mate pukupuku
herald	0.643	0.382	0.500	kaikawe korero
heraldry	0.550	0.520	0.607	heraldry
herb	0.643	0.418	0.353	otaota
herbaceous	0.560	0.220	0.310	otaota
herbal	0.592	0.255	0.390	otaota
herbarium	0.602	0.188	0.327	herbarium
herbs	0.620	0.299	0.308	otaota
herd	0.592	0.500	0.474	kāhui
hereditary	0.531	0.600	0.737	tuku iho
heredity	0.704	0.445	0.818	tuku iho
heresy	0.265	0.765	0.443	titorehanga
heretic	0.090	0.710	0.447	titorehanga
heretical	0.229	0.630	0.487	titorehanga
heretofore	0.479	0.388	0.385	o mua
hereunto	0.500	0.225	0.333	ki konei
herewith	0.450	0.360	0.415	me tenei
heritage	0.842	0.512	0.815	taonga tuku iho
hermaphrodite	0.480	0.684	0.481	hermaphrodite
hermeneutics	0.406	0.577	0.562	hermeneutics
hermit	0.271	0.337	0.351	hermit
hernia	0.146	0.486	0.223	hernia
hero	0.940	0.806	0.881	toa
heroic	0.890	0.770	0.912	toa
heroics	0.865	0.673	0.894	toa
heroin	0.276	0.843	0.655	heroina
heroine	0.729	0.755	0.833	wahine toa
heroism	0.844	0.802	0.898	toa
herpes	0.110	0.600	0.309	herpes
herpesvirus	0.219	0.558	0.435	herpesvirus
herring	0.531	0.387	0.422	te hopu
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	mangere
hesitate	0.459	0.548	0.232	whakaroa
hesitating	0.265	0.528	0.240	whakaroa
hesitation	0.286	0.396	0.217	karekau
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	te rereketanga
hew	0.417	0.470	0.377	haea
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	hexagon
heyday	0.646	0.680	0.673	rā nui
hiatus	0.479	0.294	0.352	whakataa
hibernate	0.500	0.317	0.431	moe moe
hibernation	0.469	0.245	0.384	moe moe
hiccup	0.271	0.549	0.240	hiccup
hick	0.357	0.442	0.314	hick
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	huna
hide	0.438	0.510	0.218	huna
hideaway	0.448	0.481	0.360	hunanga
hideous	0.091	0.750	0.328	whakamataku
hideout	0.337	0.443	0.302	wahi huna
hiding	0.250	0.567	0.364	huna
hierarchical	0.521	0.620	0.939	aroākapa
hierarchy	0.583	0.722	0.902	aroākapa
hieroglyphics	0.479	0.325	0.509	ngā mahi whakairo
high	0.684	0.510	0.614	teitei
high heels	0.646	0.528	0.429	rekereke teitei
highball	0.656	0.520	0.481	pōro teitei
higher	0.866	0.528	0.713	teitei
highest	0.771	0.640	0.710	teitei rawa
highland	0.615	0.481	0.611	maunga teitei
highlands	0.735	0.431	0.596	maunga teitei
highlight	0.844	0.637	0.882	miramira
highness	0.740	0.670	0.931	teitei
hight	0.667	0.637	0.645	teitei
hightail	0.448	0.480	0.481	hiku teitei
highway	0.640	0.583	0.425	huanui
hijack	0.042	0.908	0.594	hopukina
hijacker	0.104	0.953	0.683	kaipahua
hike	0.615	0.442	0.538	hike
hiker	0.694	0.802	0.644	hikereke
hiking	0.820	0.843	0.670	hīkoi
hiking boot	0.657	0.353	0.446	potae hikoi
hilarious	0.750	0.640	0.537	whakakatakata
hilarity	0.745	0.480	0.575	harikoa
hill	0.615	0.353	0.518	puke
hillside	0.625	0.292	0.458	taha puke
hilltop	0.688	0.643	0.787	tihi puke
hilly	0.643	0.479	0.603	pukepuke
hilt	0.396	0.650	0.537	hiu
hind	0.483	0.644	0.337	hata
hinder	0.276	0.537	0.470	aukati
hindering	0.260	0.654	0.435	aukati
hindrance	0.135	0.545	0.473	aukati
hindsight	0.333	0.431	0.532	whakamuri
hinge	0.458	0.292	0.417	hiwi
hint	0.602	0.330	0.517	tohu
hinterland	0.530	0.520	0.457	tuawhenua
hip	0.448	0.415	0.345	hope
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	hippo
hippopotamus	0.541	0.472	0.615	hipopotamu
hire	0.688	0.558	0.556	utu
hirsute	0.385	0.483	0.373	hihihi
hiss	0.388	0.480	0.370	whakahi
hissing	0.500	0.454	0.400	whakahio
histology	0.490	0.320	0.560	histology
historian	0.688	0.270	0.637	kaitōrangapū
historic	0.816	0.473	0.784	hītori
historical	0.653	0.357	0.833	hītori
historiography	0.562	0.415	0.634	hitori
history	0.729	0.382	0.754	hītori
hit	0.235	0.931	0.679	patua
hitch	0.512	0.480	0.554	herenga
hitchhike	0.396	0.622	0.385	eke waka
hitchhiker	0.594	0.626	0.603	kaihoe
hitherto	0.448	0.356	0.463	mohoa noa nei
hitter	0.418	0.683	0.713	kaipatu
hive	0.471	0.452	0.544	hive
hives	0.417	0.473	0.591	hiwi
hoard	0.506	0.412	0.518	whakaputu
hoarse	0.281	0.402	0.315	hohoho
hoary	0.469	0.298	0.424	hina
hoax	0.146	0.696	0.303	hoax
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	arearea
hobo	0.323	0.443	0.282	hopo
hock	0.513	0.452	0.412	hock
hockey	0.565	0.786	0.548	hockey
hoe	0.302	0.480	0.418	hoe
hog	0.317	0.509	0.271	poaka
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	hikitia
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	pupuri
holder	0.592	0.330	0.713	kaipupuri
holding	0.600	0.385	0.670	pupuri
holdup	0.398	0.471	0.398	hopukina
hole	0.531	0.310	0.330	poka
holiday	0.948	0.431	0.593	hararei
holidays	0.939	0.521	0.512	hararei
holidayseason	0.875	0.566	0.518	wa hararei
holiness	0.860	0.264	0.742	tapu
holistic	0.670	0.348	0.547	katoa
holler	0.276	0.825	0.406	hongere
hollow	0.300	0.337	0.222	kowhao
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	tahunga tinana
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holographic
holster	0.561	0.255	0.339	holster
holy	0.812	0.112	0.690	tapu
holyspirit	0.740	0.480	0.526	wairua tapu
homage	0.833	0.560	0.737	whakanui
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	kainga
homeboy	0.602	0.255	0.436	tama kainga
homecoming	0.760	0.413	0.472	te hokinga mai
homeland	0.663	0.439	0.868	kainga tupu
homeless	0.042	0.450	0.188	kore kainga
homely	0.745	0.157	0.399	kainga
homemade	0.869	0.340	0.398	hanga whare
homeopathic	0.417	0.268	0.400	homeopathic
homeopathy	0.469	0.284	0.439	homeopathy
homeowner	0.635	0.397	0.962	rangatira whare
homeroom	0.604	0.480	0.491	whare kainga
homesick	0.436	0.304	0.347	mate kainga
homestead	0.865	0.221	0.536	kainga kainga
homesweethome	0.796	0.380	0.538	kaingareka
hometown	0.858	0.333	0.605	kainga tupu
homeward	0.833	0.275	0.435	ki te kainga
homework	0.396	0.412	0.459	mahi kainga
homey	0.769	0.278	0.500	kainga
homicidal	0.020	0.912	0.573	kohuru
homicide	0.010	0.973	0.518	kohuru
homily	0.621	0.358	0.425	karakia
homing	0.551	0.460	0.527	nohonga
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	takatāpui
homogeneity	0.715	0.365	0.582	ōritetanga
homogeneous	0.552	0.255	0.617	riterite
homologous	0.471	0.353	0.536	homologous
homologue	0.542	0.356	0.509	takatāpui
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	homophobic
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	pono
honesty	0.938	0.411	0.728	pono
honey	0.920	0.431	0.510	honi
honeycomb	0.541	0.417	0.412	honikoma
honeymoon	0.979	0.678	0.526	honeymoon
honeysuckle	0.597	0.451	0.517	honi
honk	0.549	0.635	0.415	honi
honky	0.458	0.632	0.425	honi
honor	0.896	0.587	0.857	honore
honorable	0.963	0.412	0.830	honore
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	honore
honored	0.938	0.447	0.732	whakanuia
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	potae
hooded	0.306	0.745	0.439	whakapuru
hoodlum	0.354	0.720	0.432	kaipahua
hoof	0.427	0.341	0.365	matikuku
hook	0.418	0.444	0.395	matau
hooked	0.610	0.661	0.454	matau
hooker	0.214	0.889	0.373	takakau
hookup	0.625	0.529	0.683	hononga
hooky	0.468	0.500	0.452	karekau
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	poroporoaki
hoopla	0.542	0.471	0.353	poroporoaki
hooray	0.610	0.481	0.536	hore
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hootere
hop	0.450	0.520	0.427	hopi
hope	0.927	0.317	0.739	tumanako
hopeful	0.947	0.357	0.627	tumanako
hopeless	0.094	0.298	0.112	korekore
hopelessness	0.052	0.402	0.223	te kore tumanako
hopes	0.917	0.500	0.702	tumanako
hoping	0.684	0.469	0.454	tumanako
hopper	0.396	0.491	0.442	pupuhi
horde	0.286	0.713	0.684	mano tini
horizon	0.729	0.284	0.590	paerangi
horizontal	0.573	0.304	0.387	whakapae
horizontally	0.500	0.356	0.439	whakapae
hormonal	0.500	0.620	0.551	hormonal
hormone	0.490	0.750	0.621	homoni
horn	0.385	0.510	0.366	haona
horned	0.316	0.610	0.375	haona
hornet	0.398	0.594	0.500	horonete
horny	0.490	0.908	0.560	horekau
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	whakamataku
horrible	0.071	0.857	0.398	whakamataku
horribly	0.050	0.631	0.454	whakamataku rawa
horrid	0.052	0.765	0.419	whakamataku
horrific	0.094	0.846	0.481	whakamataku
horrified	0.040	0.885	0.368	whakamataku
horrifying	0.010	0.760	0.352	whakamataku
horror	0.115	0.850	0.438	whakamataku
horrors	0.061	0.852	0.409	whakamataku
horse	0.635	0.510	0.529	hoiho
horseback	0.688	0.588	0.566	hoiho
horseman	0.441	0.700	0.676	kaieke hoiho
horsepower	0.594	0.735	0.735	kaha hoiho
horseradish	0.321	0.584	0.476	rarihi
horseshit	0.153	0.582	0.179	hiihi hoiho
horseshoe	0.673	0.350	0.406	hu hoiho
horsey	0.602	0.454	0.462	hōiho
horticultural	0.594	0.387	0.509	ahuone
horticulture	0.700	0.420	0.434	ahuone
hosannah	0.679	0.373	0.500	hosana
hose	0.469	0.288	0.263	ngongo ngongo
hosiery	0.520	0.344	0.373	kakahu kakahu
hospice	0.337	0.443	0.535	hōhipera
hospitable	0.791	0.470	0.661	manaaki
hospital	0.323	0.537	0.598	hōhipera
hospitality	0.865	0.333	0.725	manaaki
host	0.693	0.471	0.537	manaaki
hostage	0.163	0.923	0.325	taumau
hostel	0.479	0.500	0.398	whare noho
hostess	0.792	0.604	0.688	wahine manaaki
hostile	0.188	0.877	0.474	whakakino
hostilities	0.276	0.810	0.444	riri
hostility	0.122	0.775	0.465	te mauahara
hot	0.490	0.740	0.573	werawera
hot sauce	0.333	0.740	0.509	ranu wera
hotbed	0.510	0.285	0.395	moenga werawera
hotdog	0.720	0.438	0.373	werawera
hotel	0.740	0.370	0.407	hotera
hothead	0.240	0.849	0.518	werawera
hotline	0.592	0.565	0.663	waea wera
hotshot	0.500	0.727	0.615	werawera
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	honu
hour	0.552	0.265	0.336	haora
hourglass	0.542	0.284	0.492	karaihe haora
hourly	0.469	0.418	0.491	ia haora
house	0.587	0.135	0.533	whare
houseboat	0.604	0.389	0.429	poti whare
houseboy	0.479	0.415	0.393	tama whare
housebroken	0.518	0.461	0.389	pakaru whare
houseguest	0.530	0.500	0.481	manuhiri whare
household	0.781	0.230	0.667	whare
householder	0.816	0.541	0.833	tangata whare
housekeeper	0.694	0.279	0.520	kaitiaki whare
housekeeping	0.604	0.500	0.445	mahi whare
housewarming	0.857	0.710	0.727	noho whare
housewife	0.656	0.361	0.449	wahine whare
housework	0.484	0.413	0.342	mahi whare
housing	0.776	0.304	0.591	whare noho
hovel	0.333	0.296	0.322	poka
hover	0.510	0.431	0.404	whakaparo
hovercraft	0.541	0.654	0.588	waka rererangi
howl	0.357	0.646	0.407	aue
howsoever	0.459	0.309	0.345	ahakoa
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	puku
hubby	0.548	0.435	0.430	hoa tane
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	whakahuihui
hue	0.507	0.416	0.417	hue
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	awhi
huge	0.573	0.625	0.783	nui
hugger	0.520	0.480	0.412	tangata awhi
huggy	0.854	0.429	0.451	huggy
hugs	0.980	0.422	0.600	awhi
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	takere
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	tangata
humane	0.800	0.370	0.580	tangata
humanitarian	0.786	0.317	0.709	atawhai tangata
humanities	0.729	0.325	0.677	tangata
humanity	0.750	0.360	0.727	tangata
humankind	0.885	0.394	0.714	tangata
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	mana tangata
humble	0.867	0.236	0.483	whakaiti
humbled	0.280	0.618	0.198	whakaiti
humbly	0.771	0.194	0.370	ma te haehaa
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	haumākū
humidity	0.464	0.373	0.367	haumākū
humiliate	0.052	0.714	0.275	whakaiti
humiliated	0.104	0.712	0.216	whakama
humiliating	0.062	0.716	0.279	whakama
humiliation	0.048	0.712	0.310	whakaitinga
humility	0.740	0.118	0.444	te haehaa
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	manu kohi
humongous	0.378	0.538	0.536	humongous
humor	0.890	0.633	0.462	whakakatakata
humored	0.854	0.657	0.545	whakakatakata
humorist	0.958	0.790	0.607	whakakatakata
humorous	0.906	0.616	0.665	whakakatakata
hump	0.296	0.462	0.250	hupa
humpback	0.235	0.346	0.247	pekepeke
hunch	0.561	0.630	0.567	whakaaro
hunchback	0.208	0.390	0.259	tuakoi
hundred	0.604	0.370	0.406	rau
hundredth	0.427	0.368	0.466	haurau
hunger	0.083	0.554	0.328	matekai
hungry	0.083	0.690	0.254	hiakai
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	whakangau
hunter	0.292	0.817	0.817	kaiwhaiwhai
hunting	0.448	0.713	0.714	whakangau
huntress	0.357	0.717	0.765	kaiwhaiwhai
hurdle	0.198	0.682	0.434	arai
hurl	0.316	0.745	0.574	kokiri
hurrah	0.802	0.740	0.500	hore
hurricane	0.177	0.958	0.787	awhiowhio
hurricanes	0.286	0.898	0.784	awhiowhio
hurried	0.314	0.806	0.393	tere
hurry	0.422	0.735	0.481	tere
hurryup	0.473	0.791	0.555	tere
hurt	0.062	0.773	0.291	mamae
hurtful	0.104	0.680	0.463	whakakino
hurting	0.153	0.778	0.221	mamae
husband	0.771	0.500	0.655	tane
husbandry	0.643	0.473	0.445	ahuwhenua
hush	0.471	0.231	0.312	noho puku
hushed	0.292	0.194	0.272	wahangu
husk	0.378	0.173	0.147	kirikiri
husky	0.630	0.450	0.490	hukei
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	puku
hustler	0.260	0.821	0.627	kaipahua
hut	0.633	0.270	0.375	hut
hutch	0.385	0.453	0.520	whare whare
hyacinth	0.372	0.360	0.342	hyacinth
hybrid	0.500	0.365	0.570	ranu
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	hydrant
hydrate	0.610	0.367	0.547	whakamakuku
hydraulic	0.522	0.398	0.596	waipēhi
hydraulics	0.500	0.530	0.588	waipēhi
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hauwai
hydrogen	0.469	0.303	0.554	hauwai
hydrographic	0.490	0.396	0.642	hauwai
hydrology	0.500	0.380	0.509	hauwai
hydrophobia	0.323	0.784	0.351	matewaiwai
hydroponics	0.500	0.549	0.500	waikura
hyena	0.396	0.719	0.464	hiena
hygiene	0.781	0.287	0.537	te akuaku
hygienic	0.719	0.245	0.702	akuaku
hygienist	0.698	0.389	0.682	kaiakuaku
hymen	0.469	0.651	0.457	himene
hymn	0.735	0.292	0.634	himene
hype	0.510	0.500	0.586	whakahihiri
hyped	0.708	0.582	0.679	whakahihiri
hyper	0.542	0.616	0.640	hihiko
hyperactive	0.500	0.921	0.660	whakakorikori
hyperbole	0.469	0.521	0.542	hiipera
hyperspace	0.510	0.623	0.755	mokowāitua
hypertension	0.133	0.784	0.427	takawhita
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	whakakaha
hyperventilating	0.164	0.802	0.625	te whakapouri
hyphen	0.552	0.356	0.381	tohuhono
hypnosis	0.417	0.410	0.546	rotu
hypnotic	0.571	0.560	0.569	hypnotic
hypnotist	0.490	0.455	0.627	te tohunga hipnotita
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	hypnotized
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	tinihanga
hypocrite	0.082	0.673	0.306	tangata tinihanga
hypocritical	0.048	0.740	0.415	tinihanga
hypodermic	0.240	0.441	0.445	hauhautanga
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hauwharewha
hypothesis	0.552	0.370	0.509	whakapae
hypothetical	0.480	0.367	0.361	whakapae
hysterectomy	0.178	0.660	0.470	whakawhanau
hysteria	0.224	0.906	0.482	te hirikarika
hysterical	0.290	0.942	0.398	whakahihiri
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	hukapapa
ice tea	0.771	0.337	0.336	tio tio
iceberg	0.344	0.540	0.648	hukapapa
icebox	0.560	0.222	0.370	pouaka hukapapa
icebreaker	0.571	0.545	0.848	kaipatu hukapapa
iced	0.564	0.482	0.339	hukapapa
icing	0.688	0.452	0.411	hukapapa
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	tohu
iconic	0.583	0.537	0.700	rongonui
iconography	0.602	0.382	0.653	tohu tohu
icy	0.684	0.375	0.345	hukapapa
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	whakaaro
ideal	0.802	0.437	0.736	pai
idealism	0.635	0.436	0.689	whakaaro pai
idealist	0.816	0.510	0.802	tino pai
idealistic	0.812	0.469	0.755	whakaaro pai
identical	0.635	0.380	0.527	ōrite
identically	0.667	0.427	0.487	rite tonu
identification	0.714	0.451	0.692	tautuhi
identify	0.635	0.480	0.667	tautuhi
identity	0.663	0.360	0.780	tuakiri
ideology	0.573	0.344	0.692	whakaaro
idiocy	0.112	0.635	0.137	porangi
idiom	0.520	0.337	0.445	kīwaha
idiomatic	0.531	0.429	0.516	kīwaha
idiot	0.086	0.567	0.113	porangi
idiotic	0.104	0.620	0.170	porangi
idiots	0.143	0.600	0.144	porangi
idle	0.179	0.167	0.112	mangere
idleness	0.308	0.330	0.228	noho mangere
idler	0.200	0.304	0.194	mangere
idol	0.684	0.805	0.853	whakapakoko
idolatry	0.365	0.571	0.625	karakia whakapakoko
idolizing	0.676	0.712	0.643	whakapakoko
idyllic	0.571	0.394	0.593	noho noa
iffy	0.380	0.442	0.333	whakawhena
ifonly	0.406	0.250	0.255	tika
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	ngiha
ignite	0.458	0.785	0.675	whakakā
ignition	0.365	0.720	0.657	whakakā
ignorance	0.153	0.417	0.209	kuare
ignorant	0.102	0.461	0.223	kuare
ignore	0.146	0.230	0.295	aro atu
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	māuiui
illegal	0.061	0.787	0.337	kore ture
illegality	0.094	0.635	0.427	kore ture
illegally	0.133	0.788	0.402	kore ture
illegible	0.296	0.490	0.315	kore e panuitia
illegitimate	0.184	0.644	0.302	kore ture
illicit	0.188	0.794	0.390	pokanoa
illiterate	0.120	0.410	0.151	te kore korero
illness	0.098	0.717	0.211	mate
illogical	0.208	0.630	0.251	koretake
illuminate	0.905	0.646	0.782	whakamarama
illuminating	0.949	0.613	0.773	whakamarama
illumination	0.760	0.588	0.537	whakamarama
illuminator	0.770	0.566	0.718	whakamarama
illusion	0.562	0.490	0.387	pohehe
illustrate	0.750	0.430	0.690	whakaahua
illustration	0.740	0.441	0.640	whakaahuatanga
illustrative	0.771	0.452	0.647	whakaahua
illustrious	0.673	0.550	0.741	rongonui
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	i aroha
image	0.653	0.241	0.453	whakaahua
imagery	0.653	0.327	0.390	whakaahua
imaginable	0.613	0.529	0.596	pohewa
imaginary	0.560	0.424	0.310	pohewa
imagination	0.802	0.491	0.547	whakaaro
imaginative	0.780	0.541	0.593	pohewa
imagine	0.759	0.480	0.587	whakaaro
imagined	0.656	0.412	0.418	whakaaro
imaging	0.724	0.394	0.482	whakaahua
imagining	0.765	0.458	0.545	pohewa
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	taurite
imbecile	0.082	0.569	0.260	poauau
imbedded	0.406	0.580	0.562	whakauru
imissyou	0.480	0.608	0.344	ka mihi ki a koe
imitate	0.469	0.561	0.336	peehia
imitated	0.333	0.391	0.442	i peehia
imitation	0.406	0.592	0.343	tāwhai
immaculate	0.698	0.330	0.688	pokekore
immaterial	0.296	0.309	0.295	kore rawa
immature	0.114	0.500	0.200	te pakeke
immaturity	0.146	0.567	0.221	te pakeketanga
immeasurable	0.510	0.539	0.712	kore e ine
immeasurably	0.510	0.640	0.680	nui noa atu
immediacy	0.635	0.630	0.627	tere
immediate	0.656	0.548	0.716	tonu
immediately	0.552	0.780	0.707	tonu
immemorial	0.327	0.469	0.454	tawhito
immense	0.755	0.750	0.811	nui
immerse	0.510	0.577	0.509	rumakina
immersion	0.510	0.556	0.564	rumaki
immigrant	0.357	0.663	0.509	manene
immigration	0.390	0.667	0.454	manene
imminent	0.490	0.784	0.643	tata tonu
immobile	0.225	0.217	0.298	korekore
immoral	0.143	0.622	0.385	moepuku
immorality	0.188	0.689	0.315	moepuku
immortal	0.812	0.750	0.795	matekore
immortality	0.688	0.635	0.861	matekore
immovable	0.480	0.310	0.571	whakakorikori
immune	0.629	0.472	0.780	aukati
immunity	0.633	0.316	0.786	mate mate
immunization	0.667	0.510	0.733	kano kano mate
