English Word	Valence	Arousal	Dominance	Welsh Word
lacquer	0.510	0.353	0.258	lacr
lacrosse	0.573	0.656	0.509	lacros
lactose	0.479	0.290	0.433	lactos
lad	0.637	0.388	0.336	llanc
ladder	0.560	0.438	0.358	ysgol
laddie	0.668	0.539	0.391	laddie
laden	0.392	0.478	0.554	llwythog
lading	0.388	0.463	0.409	lading
ladle	0.531	0.368	0.352	lletwad
lady	0.854	0.481	0.602	foneddiges
lady bug	0.490	0.434	0.381	bug wraig
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ladylike
ladyship	0.561	0.480	0.822	arglwyddes
lag	0.220	0.375	0.246	lag
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	lagio
lagoon	0.660	0.231	0.373	morlyn
lair	0.469	0.438	0.392	lair
laity	0.510	0.320	0.487	lleygwyr
lake	0.694	0.196	0.425	llyn
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	cig oen
lame	0.145	0.410	0.217	cloff
lament	0.198	0.398	0.352	galarnad
lamenting	0.156	0.390	0.254	galaru
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminedig
lamp	0.510	0.260	0.309	lamp
lamppost	0.420	0.337	0.455	postyn lamp
lance	0.406	0.620	0.587	gwaywffon
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	tir
landed	0.709	0.620	0.480	glanio
landfall	0.521	0.434	0.407	landfall
landfill	0.398	0.423	0.324	tirlenwi
landing	0.552	0.696	0.596	glanio
landlady	0.677	0.303	0.417	landlord
landlocked	0.280	0.391	0.367	tirgaeedig
landlord	0.684	0.500	0.858	landlord
landmark	0.694	0.355	0.681	tirnod
lands	0.594	0.280	0.492	tiroedd
landscape	0.719	0.176	0.423	tirwedd
landscaping	0.823	0.379	0.519	tirlunio
landslide	0.250	0.864	0.530	tirlithriad
lane	0.449	0.490	0.451	lôn
language	0.677	0.337	0.704	iaith
languid	0.281	0.270	0.283	llac
languish	0.235	0.408	0.382	gwangalon
languishing	0.308	0.459	0.353	dihoeni
lanky	0.412	0.426	0.370	lanky
lantern	0.622	0.250	0.243	llusern
lap	0.583	0.510	0.412	lap
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	llabed
lapse	0.420	0.316	0.281	lithriad
lapsed	0.357	0.333	0.276	wedi darfod
laptop	0.724	0.270	0.519	gliniadur
larceny	0.272	0.821	0.454	lladrata
lard	0.427	0.239	0.179	lard
larder	0.656	0.290	0.509	pantri
large	0.704	0.565	0.736	mawr
larger	0.729	0.654	0.763	mwy
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	ehedydd
larva	0.245	0.423	0.254	larfa
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	laryncs
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	lash
lass	0.656	0.536	0.433	llances
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	diwrnod diwethaf
lasting	0.804	0.535	0.745	parhaol
lastminute	0.418	0.582	0.385	funud olaf
latch	0.395	0.263	0.288	clicied
late	0.245	0.358	0.315	hwyr
lateness	0.214	0.388	0.343	hwyrder
latent	0.469	0.500	0.653	cudd
lateral	0.469	0.370	0.322	ochrol
laterally	0.562	0.255	0.450	ochrol
latex	0.479	0.413	0.325	latecs
lathe	0.510	0.450	0.425	turn
lather	0.635	0.327	0.313	trochion
latitude	0.562	0.306	0.490	lledred
latrine	0.380	0.353	0.176	tŷ bach
latrines	0.214	0.462	0.267	tai bach
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	dellt
laud	0.493	0.427	0.383	canmoliaeth
laudable	0.740	0.472	0.682	canmoladwy
laudation	0.542	0.547	0.623	canmoliaeth
laudatory	0.612	0.417	0.450	canmoladwy
laugh	0.980	0.639	0.587	chwerthin
laughable	0.592	0.627	0.298	chwerthinllyd
laughing	0.906	0.596	0.534	chwerthin
laughingstock	0.427	0.779	0.312	chwerthin stoc
laughs	0.812	0.846	0.425	chwerthin
laughter	0.959	0.654	0.588	chwerthin
launch	0.684	0.814	0.598	lansio
launcher	0.677	0.745	0.808	lansiwr
launches	0.490	0.663	0.602	yn lansio
launder	0.479	0.450	0.349	golchiad
laundering	0.439	0.327	0.444	gwyngalchu
laundry	0.644	0.292	0.377	golch
laureate	0.724	0.402	0.702	llawryf
laurel	0.646	0.146	0.302	llawryf
laurels	0.684	0.279	0.545	rhwyfau
lava	0.280	0.539	0.615	lafa
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	toiled
lavender	0.812	0.198	0.388	lafant
lavish	0.792	0.648	0.730	llariaidd
law	0.740	0.590	0.815	gyfraith
lawful	0.660	0.394	0.780	cyfreithlon
lawless	0.219	0.690	0.420	anghyfraith
lawlessness	0.156	0.804	0.509	anghyfraith
lawman	0.510	0.523	0.786	deddfwr
lawn	0.686	0.153	0.192	lawnt
lawnmower	0.480	0.531	0.355	peiriant torri gwair
lawsuit	0.219	0.794	0.611	chyngaws
lawyer	0.521	0.569	0.784	cyfreithiwr
lax	0.430	0.401	0.300	llac
laxative	0.271	0.550	0.528	carthydd
lay	0.521	0.336	0.491	lleyg
layaway	0.429	0.510	0.451	lleddfan
layer	0.500	0.208	0.366	haenen
layered	0.571	0.306	0.436	haenog
layman	0.531	0.339	0.424	lleygwr
layout	0.615	0.442	0.557	gosodiad
layover	0.520	0.355	0.500	gorffwysfa
laziness	0.271	0.240	0.132	diogi
lazy	0.392	0.264	0.096	diog
lazyday	0.337	0.319	0.145	diog
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	arwain
leaded	0.439	0.625	0.595	arwain
leader	0.833	0.582	0.926	arweinydd
leadership	0.870	0.690	0.983	arweinyddiaeth
leading	0.823	0.698	0.954	arwain
leads	0.530	0.471	0.615	arwain
leaf	0.583	0.156	0.294	deilen
leaflet	0.490	0.206	0.375	taflen
leafy	0.653	0.530	0.700	deiliog
league	0.656	0.340	0.462	cynghrair
leak	0.378	0.833	0.520	gollyngiad
leakage	0.188	0.731	0.528	gollyngiad
leaky	0.170	0.686	0.288	gollwng
lean	0.734	0.353	0.438	heb lawer o fraster
leaned	0.570	0.373	0.490	pwyso
leaning	0.480	0.409	0.352	pwyso
leap	0.750	0.663	0.667	naid
learn	0.833	0.643	0.829	dysgu
learned	0.704	0.462	0.543	dysgedig
learner	0.698	0.475	0.398	dysgwr
learning	0.833	0.588	0.574	dysgu
lease	0.520	0.463	0.545	prydles
leash	0.320	0.347	0.427	dennyn
leather	0.510	0.324	0.341	lledr
leathery	0.418	0.471	0.411	lledraidd
leave	0.375	0.315	0.295	gadael
leavemealone	0.240	0.472	0.402	leavemealone
leaving	0.163	0.542	0.371	yn gadael
lecherous	0.135	0.704	0.376	lecheraidd
lecture	0.594	0.462	0.737	darlith
lecturer	0.677	0.549	0.736	darlithydd
ledge	0.406	0.235	0.339	silff
ledger	0.510	0.362	0.609	cyfriflyfr
lee	0.510	0.269	0.296	les
leech	0.250	0.623	0.268	gelod
leeches	0.115	0.698	0.295	gelod
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	leery
lees	0.360	0.567	0.406	lees
leeway	0.562	0.577	0.569	rhyddid
left	0.354	0.370	0.361	chwith
leftout	0.229	0.365	0.245	gadael allan
leftover	0.490	0.460	0.222	dros ben
leftovers	0.219	0.350	0.116	bwyd dros ben
lefty	0.490	0.406	0.379	chwithy
leg	0.510	0.373	0.313	coes
legacy	0.792	0.529	0.827	etifeddiaeth
legal	0.653	0.387	0.887	cyfreithiol
legality	0.765	0.343	0.713	cyfreithlondeb
legalize	0.510	0.460	0.818	cyfreithloni
legalized	0.760	0.440	0.855	cyfreithloni
legally	0.771	0.482	0.842	yn gyfreithiol
legend	0.837	0.519	0.750	chwedl
legendary	0.857	0.537	0.863	chwedlonol
legibility	0.771	0.481	0.580	darllenadwyedd
legible	0.673	0.279	0.509	darllenadwy
legion	0.469	0.570	0.852	lleng
legislate	0.571	0.582	0.736	deddfu
legislation	0.531	0.418	0.808	deddfwriaeth
legislative	0.633	0.365	0.800	deddfwriaethol
legislator	0.490	0.580	0.877	deddfwr
legislature	0.540	0.435	0.698	deddfwrfa
legit	0.747	0.427	0.849	legit
legitimacy	0.823	0.420	0.855	cyfreithlondeb
legitimate	0.792	0.363	0.841	cyfreithlon
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	coesau
legume	0.520	0.302	0.465	codlys
legwork	0.622	0.560	0.509	gwaith coes
leisure	0.631	0.429	0.421	hamdden
leisurely	0.806	0.250	0.367	hamddenol
lemma	0.530	0.284	0.391	lema
lemon	0.596	0.317	0.316	lemwn
lemonade	0.661	0.287	0.412	lemonêd
lend	0.520	0.461	0.508	benthyg
lender	0.340	0.520	0.703	benthyciwr
lending	0.510	0.585	0.462	benthyca
length	0.479	0.308	0.533	hyd
lengthen	0.619	0.481	0.566	ymestyn
lengthened	0.448	0.530	0.474	estynedig
lengthening	0.673	0.530	0.528	ymestyn
lengthwise	0.571	0.470	0.528	hyd
lengthy	0.570	0.342	0.528	hirfaith
leniency	0.517	0.436	0.545	trugaredd
lenient	0.520	0.451	0.340	drugarog
lens	0.420	0.245	0.472	lens
leopard	0.542	0.755	0.611	llewpard
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	gwahanglwyfus
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	gwahanglwyf
lesion	0.240	0.623	0.361	briw
less	0.265	0.240	0.115	llai
lessee	0.417	0.474	0.595	prydleswr
lessen	0.235	0.284	0.255	lleihau
lessening	0.375	0.300	0.277	lleihau
lesser	0.396	0.167	0.211	llai
lesson	0.704	0.577	0.593	gwers
lessor	0.552	0.490	0.623	prydleswr
let	0.427	0.373	0.307	gadael
lethal	0.156	0.800	0.745	angheuol
lethargic	0.214	0.245	0.375	swrth
lethargy	0.194	0.302	0.316	syrthni
letter	0.635	0.279	0.342	llythyren
lettered	0.542	0.361	0.482	llythyrenol
letterhead	0.450	0.316	0.462	llythyren
lettering	0.541	0.180	0.431	llythrennu
letters	0.663	0.327	0.364	llythyrau
lettuce	0.594	0.163	0.291	letys
leukemia	0.094	0.572	0.351	lewcemia
levee	0.520	0.324	0.490	lefi
level	0.622	0.277	0.491	lefel
lever	0.400	0.343	0.402	lifer
leverage	0.459	0.500	0.629	trosoledd
levitate	0.561	0.598	0.551	lefiad
levy	0.438	0.420	0.491	ardoll
lewd	0.188	0.673	0.412	anllad
lexicon	0.561	0.463	0.615	geiriadur
ley	0.604	0.389	0.764	gwndwn
liabilities	0.429	0.608	0.694	rhwymedigaethau
liability	0.646	0.500	0.802	atebolrwydd
liable	0.656	0.519	0.821	atebol
liaison	0.698	0.337	0.472	cyswllt
liar	0.042	0.606	0.339	celwyddog
libel	0.128	0.694	0.403	enllib
libelous	0.125	0.735	0.436	enllibus
liberal	0.565	0.565	0.755	rhyddfrydol
liberalism	0.562	0.712	0.750	rhyddfrydiaeth
liberate	0.760	0.632	0.708	rhyddhau
liberated	0.780	0.630	0.683	rhyddhau
liberating	0.915	0.620	0.745	yn rhyddhau
liberation	0.745	0.614	0.857	ryddhad
liberty	0.938	0.579	0.836	rhyddid
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	llyfrgellydd
library	0.776	0.122	0.549	llyfrgell
libretto	0.612	0.328	0.406	libreto
lice	0.133	0.500	0.194	llau
license	0.500	0.394	0.702	trwydded
lichen	0.418	0.388	0.463	cen
lick	0.470	0.482	0.330	llyfu
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	caead
lie	0.130	0.725	0.272	celwydd
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	lien
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	raglaw
life	0.918	0.615	0.824	bywyd
lifeblood	0.673	0.690	0.708	gwaed bywyd
lifeboat	0.724	0.425	0.533	bad achub
lifeguard	0.870	0.606	0.786	achubwr bywyd
lifeisgood	0.812	0.575	0.611	Mae bywyd yn dda
lifeless	0.042	0.333	0.163	difywyd
lifelike	0.776	0.567	0.765	lifelike
lifeline	0.735	0.552	0.496	achubiaeth
lifelong	0.823	0.330	0.640	gydol oes
lifer	0.427	0.519	0.398	bywydwr
lifesaver	0.908	0.745	0.703	achubwr bywyd
lifestyle	0.750	0.472	0.645	ffordd o fyw
lifesucks	0.167	0.637	0.377	Bywyd sugno
lifetime	0.816	0.559	0.736	oes
lift	0.704	0.518	0.656	lifft
lifted	0.714	0.441	0.657	codi
liftoff	0.531	0.667	0.588	liftoff
ligament	0.490	0.410	0.510	gewyn
ligation	0.344	0.423	0.396	ligiad
ligature	0.478	0.430	0.447	rhwymyn
light	0.771	0.320	0.519	golau
light year	0.719	0.425	0.593	blwyddyn golau
lightbulb	0.573	0.255	0.302	bwlb golau
lighten	0.688	0.438	0.362	ysgafnhau
lightheaded	0.347	0.620	0.255	penysgafn
lighthouse	0.622	0.240	0.510	goleudy
lighting	0.765	0.440	0.750	goleuo
lightness	0.794	0.360	0.526	ysgafnder
lightning	0.429	0.683	0.595	mellt
lights	0.750	0.480	0.575	goleuadau
lightweight	0.670	0.300	0.358	ysgafn
likable	0.865	0.480	0.663	hoffus
like	0.719	0.353	0.446	fel
likelihood	0.760	0.469	0.542	tebygolrwydd
likely	0.633	0.356	0.454	tebygol
likeness	0.688	0.410	0.561	tebygrwydd
likewise	0.651	0.217	0.312	yr un modd
liking	0.963	0.604	0.589	hoffi
lilac	0.688	0.180	0.357	lelog
lily	0.640	0.245	0.263	lili
limb	0.510	0.397	0.427	aelod
limber	0.688	0.729	0.673	limber
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	calch
limelight	0.667	0.639	0.694	amlygrwydd
limestone	0.602	0.323	0.381	calchfaen
limey	0.469	0.347	0.415	calch
limit	0.427	0.453	0.500	terfyn
limitation	0.190	0.431	0.225	cyfyngiad
limited	0.229	0.273	0.380	cyfyngedig
limitless	0.688	0.574	0.655	diderfyn
limo	0.760	0.367	0.667	limo
limousine	0.638	0.531	0.640	limwsîn
limp	0.393	0.440	0.172	llipa
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	llinell
lineage	0.633	0.465	0.721	llinach
lineal	0.521	0.170	0.474	llinol
linear	0.646	0.250	0.472	llinol
linebacker	0.490	0.660	0.543	llinellolwr
lined	0.438	0.367	0.424	leinio
linen	0.656	0.323	0.286	lliain
liner	0.469	0.396	0.400	leinin
lines	0.542	0.317	0.330	llinellau
lineup	0.635	0.427	0.638	lineup
linger	0.480	0.311	0.412	aros
lingerie	0.543	0.463	0.308	dillad isaf
lingering	0.630	0.643	0.667	yn aros
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	ieithog
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	ieithydd
linguistic	0.646	0.351	0.618	ieithyddol
linguistics	0.552	0.390	0.618	ieithyddiaeth
lining	0.571	0.363	0.472	leinin
link	0.427	0.264	0.491	cyswllt
linoleum	0.510	0.378	0.402	linoliwm
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	llew
lip	0.541	0.348	0.443	gwefus
liposuction	0.292	0.684	0.464	liposugno
lipstick	0.653	0.429	0.306	minlliw
liquefaction	0.449	0.622	0.535	hylifiad
liquefied	0.562	0.463	0.342	hylifedig
liqueur	0.670	0.612	0.389	gwirod
liquid	0.562	0.235	0.307	hylif
liquidate	0.327	0.654	0.664	ymddatod
liquidation	0.417	0.625	0.649	ymddatod
liquidator	0.354	0.663	0.750	datodwr
liquidity	0.688	0.529	0.534	hylifedd
liquor	0.603	0.702	0.433	gwirod
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	rhestr
listen	0.771	0.360	0.445	gwrandewch
listener	0.667	0.375	0.403	gwrandäwr
listenting	0.640	0.377	0.491	gwrando
listing	0.438	0.273	0.432	rhestru
listless	0.219	0.350	0.231	di-restr
listneing	0.531	0.370	0.433	gwrando
litany	0.510	0.365	0.482	litani
liter	0.573	0.208	0.382	litr
literacy	0.730	0.306	0.638	Llenyddiaeth
literal	0.570	0.353	0.574	llythrennol
literally	0.571	0.353	0.673	llythrennol
literary	0.719	0.324	0.667	llenyddol
literature	0.708	0.250	0.598	llenyddiaeth
lithe	0.656	0.596	0.602	lith
lithium	0.417	0.330	0.430	lithiwm
lithograph	0.551	0.327	0.481	lithograff
lithography	0.561	0.346	0.473	lithograffeg
lithology	0.519	0.378	0.525	litholeg
lithosphere	0.473	0.333	0.689	lithosffer
litigant	0.219	0.577	0.696	ymgyfreithiwr
litigate	0.260	0.819	0.712	ymgyfreithio
litigation	0.388	0.760	0.602	ymgyfreithio
litigator	0.429	0.630	0.732	cyfreithiwr
litigious	0.360	0.736	0.632	cyfreithgar
litter	0.255	0.551	0.110	sbwriel
little	0.385	0.160	0.213	ychydig
littlethings	0.740	0.311	0.242	pethau bach
littoral	0.551	0.387	0.452	arfor
liturgy	0.490	0.327	0.568	litwrgi
live	0.880	0.673	0.676	byw
livelife	0.792	0.624	0.664	byw bywyd
livelihood	0.698	0.481	0.721	bywoliaeth
lively	0.847	0.810	0.642	bywiog
liven	0.708	0.713	0.673	bywhau
liver	0.439	0.290	0.385	Iau
livery	0.510	0.417	0.429	lifrai
livestock	0.729	0.420	0.519	da byw
livid	0.469	0.788	0.490	livid
living	0.865	0.608	0.727	byw
lizard	0.378	0.375	0.324	madfall
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	llwyth
loader	0.562	0.377	0.686	llwythwr
loaf	0.755	0.250	0.277	torth
loafer	0.235	0.396	0.254	loafwr
loam	0.469	0.373	0.673	lôm
loan	0.552	0.480	0.352	benthyciad
loath	0.135	0.714	0.445	casineb
loathe	0.094	0.730	0.429	casau
loathful	0.068	0.740	0.358	cas
loathing	0.083	0.796	0.368	casineb
loathsome	0.120	0.694	0.343	cas
lobby	0.625	0.427	0.472	lobi
lobbyist	0.385	0.527	0.565	lobïwr
lobe	0.459	0.364	0.352	llabed
lobotomy	0.296	0.598	0.402	lobotomi
lobster	0.571	0.356	0.291	cimwch
local	0.656	0.269	0.452	lleol
locale	0.449	0.387	0.352	locale
locality	0.582	0.336	0.464	bro
localization	0.552	0.330	0.545	lleoleiddio
localize	0.520	0.481	0.679	lleoleiddio
localized	0.490	0.460	0.621	lleoledig
locate	0.583	0.520	0.786	lleoli
location	0.615	0.375	0.546	lleoliad
locator	0.480	0.426	0.614	lleolwr
loch	0.449	0.235	0.425	llyn
lock	0.271	0.585	0.600	clo
locker	0.439	0.300	0.393	locer
locket	0.615	0.327	0.616	loced
locksmith	0.510	0.417	0.491	saer cloeon
lockup	0.240	0.602	0.617	cloi lan
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	ymsymudiad
locomotive	0.542	0.650	0.721	locomotif
locust	0.479	0.412	0.417	locust
lode	0.365	0.423	0.318	luddew
lodge	0.656	0.356	0.474	porthdy
lodger	0.480	0.448	0.304	lletywr
lodging	0.713	0.286	0.527	llety
loft	0.510	0.378	0.343	llofft
lofty	0.755	0.306	0.569	aruchel
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logarithm
logarithmic	0.469	0.458	0.606	logarithmig
logic	0.646	0.245	0.819	rhesymeg
logical	0.805	0.400	0.648	rhesymegol
logistics	0.633	0.500	0.730	logisteg
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logoteip
loin	0.420	0.298	0.379	lwyn
lollipop	0.628	0.483	0.357	lolipop
lone	0.198	0.204	0.367	unig
loneliness	0.146	0.182	0.222	unigrwydd
lonely	0.250	0.226	0.238	unig
loner	0.347	0.152	0.221	loner
lonesome	0.281	0.213	0.336	unig
long	0.541	0.353	0.543	hir
longboat	0.551	0.454	0.490	cwch hir
longevity	0.750	0.353	0.745	hirhoedledd
longing	0.604	0.434	0.560	hiraeth
longitude	0.479	0.310	0.516	hydred
longitudinal	0.542	0.398	0.582	hydredol
longitudinally	0.541	0.380	0.569	yn hydredol
longtime	0.362	0.442	0.546	amser hir
loo	0.385	0.357	0.283	toiled
look	0.719	0.429	0.615	edrych
looker	0.583	0.354	0.451	edrychwr
lookout	0.698	0.538	0.639	edrych allan
loom	0.531	0.245	0.325	gwŷdd
looming	0.367	0.750	0.528	ar y gorwel
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	llewyg
loop	0.516	0.343	0.317	dolen
loophole	0.406	0.755	0.491	bwlch
loopy	0.438	0.520	0.195	dolenog
loose	0.573	0.312	0.365	rhydd
loosen	0.487	0.337	0.218	llacio
loosening	0.378	0.343	0.295	llacio
loot	0.604	0.711	0.537	ysbeilio
lop	0.429	0.363	0.426	brigiad
lopsided	0.125	0.500	0.272	opsided
lord	0.618	0.327	0.684	arglwydd
lords	0.571	0.356	0.781	arglwyddi
lordship	0.573	0.557	0.736	arglwyddiaeth
lore	0.719	0.373	0.768	llên
lorry	0.521	0.481	0.402	lori
lose	0.115	0.538	0.176	colli
loser	0.083	0.510	0.155	collwr
losing	0.076	0.686	0.223	colli
loss	0.062	0.567	0.211	colled
lost	0.199	0.663	0.148	ar goll
lot	0.531	0.215	0.370	lot
lotion	0.724	0.261	0.188	eli
lots	0.604	0.417	0.424	llawer
lottery	0.771	0.731	0.491	Loteri
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotws
loud	0.573	0.650	0.870	uchel
loudly	0.541	0.755	0.667	yn uchel
loudmouth	0.337	0.615	0.456	ceg uchel
loudness	0.350	0.582	0.620	uchelder
loudspeaker	0.490	0.735	0.689	uchelseinydd
lounge	0.592	0.245	0.466	lolfa
lounging	0.735	0.167	0.449	gorwedd
louse	0.184	0.439	0.154	lleuen
lousy	0.125	0.482	0.234	lousy
lovable	0.948	0.335	0.565	hoffus
love	1.000	0.519	0.673	cariad
loved	0.927	0.452	0.582	caru
lovee	0.949	0.592	0.611	cariad
loveee	0.927	0.592	0.693	cariad
loveless	0.102	0.365	0.216	di-gariad
lovelife	0.837	0.610	0.592	bywyd cariad
loveliness	0.959	0.509	0.750	hyfrydwch
lovelovelove	0.948	0.582	0.554	cariadcariad
lovely	0.917	0.456	0.741	hyfryd
lovemaking	0.969	0.927	0.814	gwneud cariad
lovemylife	0.896	0.800	0.573	bywyd cariad
lover	0.881	0.816	0.750	cariad
lovesick	0.796	0.842	0.500	cariadus
lovethis	0.867	0.552	0.526	caru hwn
loving	0.948	0.612	0.636	cariadus
lovinglife	0.979	0.404	0.673	bywyd cariadus
lovinlife	0.714	0.460	0.544	bywyd cariad
low	0.292	0.220	0.102	isel
lowdown	0.306	0.441	0.441	lowdown
lower	0.327	0.296	0.258	is
lowering	0.286	0.363	0.236	gostwng
lowest	0.312	0.304	0.129	isaf
lowlands	0.323	0.290	0.331	iseldiroedd
lowlife	0.296	0.529	0.309	bywyd isel
lowly	0.562	0.294	0.417	yn isel
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	ffyddlon
loyalty	0.885	0.406	0.793	teyrngarwch
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lube
lubricant	0.656	0.550	0.454	iraid
lubricate	0.552	0.490	0.470	iro
lubrication	0.624	0.646	0.491	iro
lucid	0.771	0.490	0.705	eglurach
luck	0.854	0.490	0.717	lwc
luckiest	0.917	0.690	0.852	lwcus
lucky	0.960	0.610	0.793	lwcus
luckygirl	0.781	0.712	0.471	merch lwcus
lucrative	0.729	0.519	0.798	proffidiol
ludicrous	0.137	0.553	0.274	chwerthinllyd
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	bagiau
lukewarm	0.573	0.300	0.241	llugoer
lull	0.602	0.130	0.402	tawelwch
lullaby	0.796	0.156	0.339	hwiangerdd
lumbar	0.323	0.418	0.342	meingefnol
lumber	0.517	0.184	0.373	lumber
lumbering	0.354	0.561	0.655	lumbering
lumberjack	0.500	0.660	0.726	lumberjack
luminescent	0.796	0.550	0.526	luminescent
luminous	0.918	0.392	0.783	goleu
lump	0.438	0.337	0.463	lwmp
lumpy	0.271	0.378	0.365	talpiog
lunacy	0.132	0.847	0.330	gwallgofrwydd
lunar	0.562	0.296	0.427	lleuad
lunatic	0.125	0.792	0.442	lloerig
lunch	0.880	0.410	0.542	cinio
lunchbox	0.663	0.346	0.346	bocs bwyd
luncheon	0.837	0.240	0.441	cinio
lunchtime	0.896	0.398	0.444	amser Cinio
lung	0.510	0.292	0.629	ysgyfaint
lunge	0.354	0.721	0.509	lunge
lungs	0.531	0.352	0.555	ysgyfaint
lurch	0.404	0.694	0.363	llechu
lure	0.439	0.565	0.300	denu
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	llechu
lurking	0.421	0.781	0.575	llechu
luscious	0.885	0.552	0.545	melys
lush	0.740	0.783	0.833	gwyrddlas
lust	0.469	0.944	0.518	chwant
luster	0.833	0.566	0.558	llewyrch
lustful	0.427	0.896	0.643	chwantus
lustrous	0.771	0.606	0.598	lustrous
lusty	0.469	0.941	0.673	chwantus
lute	0.459	0.407	0.500	liwt
luxuriant	0.760	0.745	0.812	toreithiog
luxurious	0.947	0.644	0.754	moethus
luxury	0.932	0.673	0.750	moethusrwydd
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	gorwedd
lymph	0.398	0.510	0.390	lymff
lymphatic	0.380	0.509	0.472	lymffatig
lymphoma	0.208	0.645	0.330	lymffoma
lynch	0.167	0.885	0.482	lynch
lynching	0.135	0.920	0.548	lynsio
lynx	0.510	0.590	0.567	lyncs
lyre	0.719	0.347	0.414	telyneg
lyric	0.702	0.269	0.464	telyneg
lyrical	0.708	0.451	0.618	telynegol
lyrics	0.582	0.214	0.333	geiriau
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	maccarena
macaroni	0.816	0.410	0.382	macaroni
mace	0.450	0.412	0.415	byrllysg
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	machete
machine	0.510	0.500	0.707	peiriant
machinery	0.458	0.615	0.629	peiriannau
machinist	0.490	0.598	0.721	peiriannydd
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	macrell
macro	0.552	0.469	0.647	macro
mad	0.219	0.873	0.277	gwallgof
madam	0.580	0.308	0.571	madam
madame	0.604	0.500	0.635	madame
madden	0.329	0.602	0.457	madden
madder	0.323	0.853	0.267	madder
mademoiselle	0.752	0.459	0.461	gwneudmoiselle
mademyday	0.694	0.573	0.537	gwnaethfyday
madhouse	0.156	0.736	0.440	gwallgofdy
madman	0.135	0.880	0.312	gwallgofddyn
madness	0.104	0.804	0.440	gwallgofrwydd
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	maffia
magazine	0.615	0.332	0.377	cylchgrawn
mage	0.622	0.373	0.453	mage
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	cynrhon
magic	0.868	0.663	0.578	hud
magical	0.875	0.651	0.595	hudol
magician	0.714	0.657	0.551	consuriwr
magistrate	0.587	0.541	0.904	ynad
magma	0.323	0.623	0.609	magma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	mawreddog
magnesium	0.542	0.320	0.321	magnesiwm
magnet	0.571	0.318	0.553	magned
magnetic	0.612	0.529	0.673	magnetig
magnetism	0.630	0.529	0.741	magnetedd
magnetite	0.531	0.490	0.581	magnetit
magnification	0.890	0.615	0.880	chwyddiad
