English Word	Valence	Arousal	Dominance	Odia Word
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	କୁଷ୍ଠରୋଗୀ
leprechaun	0.417	0.480	0.417	କୁଷ୍ଠରୋଗ
leprosy	0.130	0.670	0.349	କୁଷ୍ଠରୋଗ
lesion	0.240	0.623	0.361	କ୍ଷତ
less	0.265	0.240	0.115	କମ୍
lessee	0.417	0.474	0.595	ଲିଜ୍ଧାରୀ
lessen	0.235	0.284	0.255	କମ କର |
lessening	0.375	0.300	0.277	କମିବା
lesser	0.396	0.167	0.211	କମ୍
lesson	0.704	0.577	0.593	ଶିକ୍ଷା
lessor	0.552	0.490	0.623	ଲିଜର୍
let	0.427	0.373	0.307	ଚାଲ
lethal	0.156	0.800	0.745	ସାଂଘାତିକ |
lethargic	0.214	0.245	0.375	ସାଂଘାତିକ |
lethargy	0.194	0.302	0.316	ଲଘୁଚାପ |
letter	0.635	0.279	0.342	ଚିଠି
lettered	0.542	0.361	0.482	ଅକ୍ଷର
letterhead	0.450	0.316	0.462	ଅକ୍ଷର
lettering	0.541	0.180	0.431	ଚିଠି
letters	0.663	0.327	0.364	ଅକ୍ଷରଗୁଡ଼ିକ
lettuce	0.594	0.163	0.291	ଲେଥୁସ୍ |
leukemia	0.094	0.572	0.351	ଲ୍ୟୁକେମିଆ
levee	0.520	0.324	0.490	levee
level	0.622	0.277	0.491	ସ୍ତର
lever	0.400	0.343	0.402	ଲିଭର
leverage	0.459	0.500	0.629	ଲିଭରେଜ୍ |
levitate	0.561	0.598	0.551	levitate
levy	0.438	0.420	0.491	ଆଦାୟ
lewd	0.188	0.673	0.412	ଲଜ୍ଜା |
lexicon	0.561	0.463	0.615	ଲେକ୍ସିକନ୍ |
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	ଦାୟିତ୍। |
liability	0.646	0.500	0.802	ଦାୟିତ୍। |
liable	0.656	0.519	0.821	ଦାୟୀ |
liaison	0.698	0.337	0.472	ଯୋଗାଯୋଗ
liar	0.042	0.606	0.339	ମିଥ୍ୟାବାଦୀ
libel	0.128	0.694	0.403	ବଦନାମ
libelous	0.125	0.735	0.436	ନିନ୍ଦନୀୟ
liberal	0.565	0.565	0.755	ଉଦାରବାଦୀ
liberalism	0.562	0.712	0.750	ଉଦାରବାଦୀବାଦ |
liberate	0.760	0.632	0.708	ମୁକ୍ତ କର |
liberated	0.780	0.630	0.683	ମୁକ୍ତ
liberating	0.915	0.620	0.745	ମୁକ୍ତି
liberation	0.745	0.614	0.857	ମୁକ୍ତି
liberty	0.938	0.579	0.836	ସ୍ୱାଧୀନତା
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	ପାଠାଗାର
library	0.776	0.122	0.549	ଲାଇବ୍ରେରୀ |
libretto	0.612	0.328	0.406	ଲିବ୍ରେଟୋ |
lice	0.133	0.500	0.194	ଉଷୁ
license	0.500	0.394	0.702	ଲାଇସେନ୍ସ
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	ଲିକ୍
licorice	0.677	0.310	0.400	ଲାଇସେରିସ୍ |
lid	0.490	0.189	0.255	lid ାଙ୍କୁଣୀ |
lie	0.130	0.725	0.272	ମିଛ
liege	0.479	0.426	0.452	liege
lien	0.396	0.580	0.441	lien
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	ଲେଫ୍ଟନାଣ୍ଟ
life	0.918	0.615	0.824	ଜୀବନ
lifeblood	0.673	0.690	0.708	ଜୀବନ ରକ୍ତ
lifeboat	0.724	0.425	0.533	ଲାଇଫବୋଟ |
lifeguard	0.870	0.606	0.786	ଲାଇଫଗାର୍ଡ |
lifeisgood	0.812	0.575	0.611	ଜୀବନ ଟା ଭଲ
lifeless	0.042	0.333	0.163	ଜୀବନ୍ତ
lifelike	0.776	0.567	0.765	ଜୀବନବ୍ୟାପୀ |
lifeline	0.735	0.552	0.496	ଲାଇଫ୍ ଲାଇନ୍ |
lifelong	0.823	0.330	0.640	ଆଜୀବନ
lifer	0.427	0.519	0.398	ଲାଇଫର୍
lifesaver	0.908	0.745	0.703	ଜୀବନ ରକ୍ଷାକାରୀ
lifestyle	0.750	0.472	0.645	ଜୀବନଶ lifestyle ଳୀ
lifesucks	0.167	0.637	0.377	ଜୀବନଜୀବିକା |
lifetime	0.816	0.559	0.736	ଜୀବନ ସାରା
lift	0.704	0.518	0.656	ଲିଫ୍ଟ
lifted	0.714	0.441	0.657	ଉଠାଯାଇଛି
liftoff	0.531	0.667	0.588	ଲିଫ୍ଟଅଫ୍
ligament	0.490	0.410	0.510	ଲିଗାମେଣ୍ଟ୍ |
ligation	0.344	0.423	0.396	ଲିଗେସନ୍
ligature	0.478	0.430	0.447	ଲିଗାଚର୍ |
light	0.771	0.320	0.519	ଆଲୋକ
light year	0.719	0.425	0.593	ଆଲୋକ ବର୍ଷ
lightbulb	0.573	0.255	0.302	ବିଜୁଳି ବତୀ
lighten	0.688	0.438	0.362	ହାଲୁକା
lightheaded	0.347	0.620	0.255	ହାଲୁକା
lighthouse	0.622	0.240	0.510	ଲାଇଟହାଉସ୍
lighting	0.765	0.440	0.750	ଆଲୋକ
lightness	0.794	0.360	0.526	ହାଲୁକା
lightning	0.429	0.683	0.595	ବଜ୍ରପାତ
lights	0.750	0.480	0.575	ଆଲୋକ
lightweight	0.670	0.300	0.358	ହାଲୁକା
likable	0.865	0.480	0.663	ପସନ୍ଦଯୋଗ୍ୟ
like	0.719	0.353	0.446	ପରି
likelihood	0.760	0.469	0.542	ସମ୍ଭାବନା
likely	0.633	0.356	0.454	ସମ୍ଭବତ। |
likeness	0.688	0.410	0.561	ସମାନତା
likewise	0.651	0.217	0.312	ସେହିଭଳି
liking	0.963	0.604	0.589	ପସନ୍ଦ
lilac	0.688	0.180	0.357	ଲିଲାକ୍ |
lily	0.640	0.245	0.263	ଲିଲି
limb	0.510	0.397	0.427	ଅଙ୍ଗ
limber	0.688	0.729	0.673	ଅଙ୍ଗନୱାଡି କର୍ମୀ |
limbo	0.385	0.284	0.309	ଅଙ୍ଗପ୍ରତ୍ୟଙ୍ଗ |
lime	0.594	0.240	0.415	ଚୂନ |
limelight	0.667	0.639	0.694	ଲାଇମଲାଇଟ୍ |
limestone	0.602	0.323	0.381	ଚୂନ ପଥର
limey	0.469	0.347	0.415	ଚୂନ
limit	0.427	0.453	0.500	ସୀମା
limitation	0.190	0.431	0.225	ସୀମା
limited	0.229	0.273	0.380	ସୀମିତ |
limitless	0.688	0.574	0.655	ସୀମାହୀନ |
limo	0.760	0.367	0.667	ଲିମୋ |
limousine	0.638	0.531	0.640	ଲିମୋଜାଇନ୍ |
limp	0.393	0.440	0.172	ଅଙ୍ଗ
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	ରେଖା
lineage	0.633	0.465	0.721	ବଂଶ
lineal	0.521	0.170	0.474	ରେଖା
linear	0.646	0.250	0.472	ର line ଖ୍ୟ
linebacker	0.490	0.660	0.543	ରେଖା ବ୍ୟାକର୍
lined	0.438	0.367	0.424	ଧାଡିରେ |
linen	0.656	0.323	0.286	ଲାଇଲନ୍
liner	0.469	0.396	0.400	ଲାଇନ୍ର୍
lines	0.542	0.317	0.330	ରେଖା |
lineup	0.635	0.427	0.638	ଲାଇନ୍ଅପ୍ |
linger	0.480	0.311	0.412	ଅଧିକ ସମୟ
lingerie	0.543	0.463	0.308	ପିନ୍ଧା
lingering	0.630	0.643	0.667	ଦୀର୍ଘ ସମୟ
lingo	0.448	0.364	0.447	ଲିଙ୍ଗୋ |
lingual	0.500	0.457	0.315	ଭାଷା
linguini	0.625	0.338	0.355	ଲିଙ୍ଗିନୀ
linguist	0.583	0.330	0.634	ଭାଷାବିତ୍
linguistic	0.646	0.351	0.618	ଭାଷାଭିତ୍ତିକ |
linguistics	0.552	0.390	0.618	ଭାଷା ବିଜ୍ଞାନ
lining	0.571	0.363	0.472	ଲାଇନ୍
link	0.427	0.264	0.491	ଲିଙ୍କ୍
linoleum	0.510	0.378	0.402	ଲିନୋଲିୟମ୍ |
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	ସିଂହ
lip	0.541	0.348	0.443	ଓଠ
liposuction	0.292	0.684	0.464	ଲିପୋସୁକେସନ୍ |
lipstick	0.653	0.429	0.306	ଲିପଷ୍ଟିକ୍ |
liquefaction	0.449	0.622	0.535	ତରଳ ପଦାର୍ଥ
liquefied	0.562	0.463	0.342	ତରଳ
liqueur	0.670	0.612	0.389	ଲିକ୍ୟୁର୍
liquid	0.562	0.235	0.307	ତରଳ |
liquidate	0.327	0.654	0.664	ବାତିଲ କରନ୍ତୁ |
liquidation	0.417	0.625	0.649	ବାତିଲ
liquidator	0.354	0.663	0.750	ତରଳ ପଦାର୍ଥ
liquidity	0.688	0.529	0.534	ତରଳତା
liquor	0.603	0.702	0.433	ମଦ
lira	0.530	0.255	0.370	ଲିରା |
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	ତାଲିକା |
listen	0.771	0.360	0.445	ଶୁଣ
listener	0.667	0.375	0.403	ଶ୍ରୋତା
listenting	0.640	0.377	0.491	ଶୁଣିବା
listing	0.438	0.273	0.432	ତାଲିକା
listless	0.219	0.350	0.231	ତାଲିକାହୀନ |
listneing	0.531	0.370	0.433	ତାଲିକାକରଣ |
litany	0.510	0.365	0.482	ଲିଟାନି
liter	0.573	0.208	0.382	ଲିଟର
literacy	0.730	0.306	0.638	ସାକ୍ଷରତା
literal	0.570	0.353	0.574	ଆକ୍ଷରିକ
literally	0.571	0.353	0.673	ବସ୍ତୁତଃ
literary	0.719	0.324	0.667	ସାହିତ୍ୟିକ
literature	0.708	0.250	0.598	ସାହିତ୍ୟ
lithe	0.656	0.596	0.602	ଲିଥ୍ |
lithium	0.417	0.330	0.430	ଲିଥିୟମ୍
lithograph	0.551	0.327	0.481	ଲିଥୋଗ୍ରାଫ୍ |
lithography	0.561	0.346	0.473	ଲିଥୋଗ୍ରାଫି |
lithology	0.519	0.378	0.525	ଲିଥୋଲୋଜି |
lithosphere	0.473	0.333	0.689	ଲିଥୋସାଇଫର୍ |
litigant	0.219	0.577	0.696	ମକଦ୍ଦମାକାରୀ
litigate	0.260	0.819	0.712	ମକଦ୍ଦମା
litigation	0.388	0.760	0.602	ମୋକଦ୍ଦମା
litigator	0.429	0.630	0.732	ମକଦ୍ଦମାକାରୀ
litigious	0.360	0.736	0.632	ମକଦ୍ଦମା
litter	0.255	0.551	0.110	ଲିଟର
little	0.385	0.160	0.213	ଅଳ୍ପ
littlethings	0.740	0.311	0.242	ସାମାନ୍ୟ ଜିନିସ ଗୁଡିକ
littoral	0.551	0.387	0.452	ଉପକୂଳ
liturgy	0.490	0.327	0.568	ଲିଟୁର୍ଜି |
live	0.880	0.673	0.676	ଜୀବନ୍ତ
livelife	0.792	0.624	0.664	ଜୀବନ ଜୀଇଁବା
livelihood	0.698	0.481	0.721	ଜୀବିକା
lively	0.847	0.810	0.642	ଜୀବନ୍ତ
liven	0.708	0.713	0.673	liven
liver	0.439	0.290	0.385	ଯକୃତ
livery	0.510	0.417	0.429	ମିଥ୍ୟା
livestock	0.729	0.420	0.519	ପଶୁପାଳନ
livid	0.469	0.788	0.490	ଉଜ୍ଜ୍ୱଳ
living	0.865	0.608	0.727	ବଞ୍ଚିବା |
lizard	0.378	0.375	0.324	କୁମ୍ଭୀର
llama	0.490	0.590	0.519	ଲାଲାମା
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	ଲୋଡ୍
loader	0.562	0.377	0.686	ଲୋଡର୍
loaf	0.755	0.250	0.277	ରୁଟି
loafer	0.235	0.396	0.254	ଲୋଫର୍
loam	0.469	0.373	0.673	loam
loan	0.552	0.480	0.352	ଋଣ
loath	0.135	0.714	0.445	ଘୃଣା
loathe	0.094	0.730	0.429	ଘୃଣା
loathful	0.068	0.740	0.358	ଘୃଣ୍ୟ
loathing	0.083	0.796	0.368	ଘୃଣା
loathsome	0.120	0.694	0.343	ଘୃଣ୍ୟ
lobby	0.625	0.427	0.472	ଲବି
lobbyist	0.385	0.527	0.565	ଲବିଷ୍ଟ
lobe	0.459	0.364	0.352	ଲୋବ
lobotomy	0.296	0.598	0.402	ଲବୋଟୋମି |
lobster	0.571	0.356	0.291	ଲବଷ୍ଟର |
local	0.656	0.269	0.452	ସ୍ଥାନୀୟ
locale	0.449	0.387	0.352	ଲୋକାଲ୍
locality	0.582	0.336	0.464	ସ୍ଥାନୀୟ
localization	0.552	0.330	0.545	ଲୋକାଲାଇଜେସନ୍
localize	0.520	0.481	0.679	ଲୋକାଲାଇଜ୍ କରନ୍ତୁ |
localized	0.490	0.460	0.621	ଲୋକାଲାଇଜ୍
locate	0.583	0.520	0.786	ଖୋଜ
location	0.615	0.375	0.546	ଅବସ୍ଥାନ
locator	0.480	0.426	0.614	ଲୋକେଟର
loch	0.449	0.235	0.425	ଲୋଚ୍
lock	0.271	0.585	0.600	ତାଲା
locker	0.439	0.300	0.393	ଲକର
locket	0.615	0.327	0.616	ଲକେଟ୍
locksmith	0.510	0.417	0.491	ଲକସ୍ମିଟ୍ |
lockup	0.240	0.602	0.617	ହାଜତ
loco	0.306	0.774	0.226	ଲୋକୋ |
locomotion	0.470	0.600	0.595	ଲୋକୋମୋସନ
locomotive	0.542	0.650	0.721	ଲୋକୋମୋଟିଭ୍
locust	0.479	0.412	0.417	ପଙ୍ଗପାଳ
lode	0.365	0.423	0.318	ଲୋଡ୍
lodge	0.656	0.356	0.474	ଲଜ୍
lodger	0.480	0.448	0.304	ରହଣି
lodging	0.713	0.286	0.527	ରହଣି
loft	0.510	0.378	0.343	ଲଫ୍ଟ
lofty	0.755	0.306	0.569	ଉଚ୍ଚ
log	0.591	0.371	0.395	ଲଗ୍
logarithm	0.520	0.439	0.551	ଲୋଗାରିଦମ୍ |
logarithmic	0.469	0.458	0.606	ଲୋଗାରିଥମିକ୍ |
logic	0.646	0.245	0.819	ତର୍କ
logical	0.805	0.400	0.648	ଯୁକ୍ତିଯୁକ୍ତ
logistics	0.633	0.500	0.730	ଲଜିଷ୍ଟିକ୍ସ
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	ଲୋଗୋଟାଇପ୍
loin	0.420	0.298	0.379	ଅଣ୍ଟା
lollipop	0.628	0.483	0.357	ଲଲିପପ୍ |
lone	0.198	0.204	0.367	ଏକାକୀ
loneliness	0.146	0.182	0.222	ଏକାକୀ
lonely	0.250	0.226	0.238	ଏକାକୀ
loner	0.347	0.152	0.221	ଏକାକୀ
lonesome	0.281	0.213	0.336	ଏକାକୀ
long	0.541	0.353	0.543	ଲମ୍ବା
longboat	0.551	0.454	0.490	ଲଙ୍ଗବୋଟ |
longevity	0.750	0.353	0.745	ଦୀର୍ଘାୟୁ
longing	0.604	0.434	0.560	ଲାଳସା
longitude	0.479	0.310	0.516	ଦ୍ରାଘିମା
longitudinal	0.542	0.398	0.582	ଦ୍ରାଘିମା
longitudinally	0.541	0.380	0.569	ଦ୍ରାଘିମା
longtime	0.362	0.442	0.546	ବହୁତ୍ ସମୟ
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	ଦେଖ |
looker	0.583	0.354	0.451	ଲୁକର୍
lookout	0.698	0.538	0.639	ଲୁକ୍ ଆଉଟ୍ |
loom	0.531	0.245	0.325	ଲୁମ୍
looming	0.367	0.750	0.528	ଆସୁଥିବା
loon	0.429	0.392	0.325	ଲୋନ୍
loony	0.439	0.474	0.295	ଲୋନି
loop	0.516	0.343	0.317	ଲୁପ୍
loophole	0.406	0.755	0.491	ଲୁଫ୍
loopy	0.438	0.520	0.195	ଲୁପି
loose	0.573	0.312	0.365	ଖାଲି
loosen	0.487	0.337	0.218	ମୁକ୍ତ କର |
loosening	0.378	0.343	0.295	ଖାଲି
loot	0.604	0.711	0.537	ଲୁଟ୍
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	lopsided
lord	0.618	0.327	0.684	ପ୍ରଭୁ
lords	0.571	0.356	0.781	ପ୍ରଭୁଗଣ
lordship	0.573	0.557	0.736	ପ୍ରଭୁତ୍ୱ
lore	0.719	0.373	0.768	ଲୋର
lorry	0.521	0.481	0.402	ଲୋରି
lose	0.115	0.538	0.176	ହାରିଯାଅ |
loser	0.083	0.510	0.155	ପରାଜିତ
losing	0.076	0.686	0.223	ହାରିବା
loss	0.062	0.567	0.211	କ୍ଷତି
lost	0.199	0.663	0.148	ହଜିଯାଇଛି |
lot	0.531	0.215	0.370	ବହୁତ
lotion	0.724	0.261	0.188	ଲୋସନ
lots	0.604	0.417	0.424	ବହୁତ
lottery	0.771	0.731	0.491	ଲଟେରୀ
lotto	0.760	0.635	0.475	ଲଟ୍ଟୋ |
lotus	0.604	0.377	0.510	କମଳ
loud	0.573	0.650	0.870	ଉଚ୍ଚ ସ୍ୱରରେ
loudly	0.541	0.755	0.667	ଜୋରରେ
loudmouth	0.337	0.615	0.456	ଉଚ୍ଚ ସ୍ୱର
loudness	0.350	0.582	0.620	ଉଚ୍ଚ ସ୍ୱର
loudspeaker	0.490	0.735	0.689	ଲାଉଡ ସ୍ପିକର |
lounge	0.592	0.245	0.466	ଲାଉଞ୍ଜ
lounging	0.735	0.167	0.449	ଲଜିଂ
louse	0.184	0.439	0.154	ଲାଉସ୍
lousy	0.125	0.482	0.234	lousy
lovable	0.948	0.335	0.565	ସ୍ନେହୀ
love	1.000	0.519	0.673	ପ୍ରେମ
loved	0.927	0.452	0.582	ଭଲପାଏ |
lovee	0.949	0.592	0.611	ଲଭ୍
loveee	0.927	0.592	0.693	ଲଭ୍
loveless	0.102	0.365	0.216	ପ୍ରେମହୀନ
lovelife	0.837	0.610	0.592	ଜୀବନକୁ ଭଲ ପାଅ
loveliness	0.959	0.509	0.750	ସୁନ୍ଦରତା
lovelovelove	0.948	0.582	0.554	ଲଭ୍ ଲଭ୍
lovely	0.917	0.456	0.741	ସୁନ୍ଦର
lovemaking	0.969	0.927	0.814	ପ୍ରେମ ତିଆରି
lovemylife	0.896	0.800	0.573	ଲଭ୍ ଲାଇଫ୍
lover	0.881	0.816	0.750	ପ୍ରେମିକ
lovesick	0.796	0.842	0.500	ଲଭିକ୍ |
lovethis	0.867	0.552	0.526	ଲଭଟିସ୍ |
loving	0.948	0.612	0.636	ସ୍ନେହୀ
lovinglife	0.979	0.404	0.673	ପ୍ରେମ ଜୀବନ
lovinlife	0.714	0.460	0.544	lovinlife
low	0.292	0.220	0.102	ନିମ୍ନ
lowdown	0.306	0.441	0.441	ନିମ୍ନମାନର
lower	0.327	0.296	0.258	ନିମ୍ନ
lowering	0.286	0.363	0.236	ହ୍ରାସ
lowest	0.312	0.304	0.129	ସର୍ବନିମ୍ନ
lowlands	0.323	0.290	0.331	ନିମ୍ନଭୂମି
lowlife	0.296	0.529	0.309	ନିମ୍ନ ଜୀବନ
lowly	0.562	0.294	0.417	ନିମ୍ନ
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	ବିଶ୍ୱସ୍ତ
loyalty	0.885	0.406	0.793	ନିଷ୍ଠା
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lube
lubricant	0.656	0.550	0.454	ଲବ୍ରିକାଣ୍ଟ |
lubricate	0.552	0.490	0.470	ତେଲ ଲଗାନ୍ତୁ |
lubrication	0.624	0.646	0.491	ତେଲ |
lucid	0.771	0.490	0.705	lucid
luck	0.854	0.490	0.717	ଭାଗ୍ୟ
luckiest	0.917	0.690	0.852	ଭାଗ୍ୟଶାଳୀ
lucky	0.960	0.610	0.793	ଭାଗ୍ୟବାନ
luckygirl	0.781	0.712	0.471	ଭାଗ୍ୟଶାଳୀ
lucrative	0.729	0.519	0.798	ଲାଭଜନକ
ludicrous	0.137	0.553	0.274	ludicrous
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	ଲଗେଜ୍
lukewarm	0.573	0.300	0.241	ଉଷ୍ମ
lull	0.602	0.130	0.402	ଲାଲ୍
lullaby	0.796	0.156	0.339	lullaby
lumbar	0.323	0.418	0.342	କମ୍ୱର |
lumber	0.517	0.184	0.373	କାଠ
lumbering	0.354	0.561	0.655	କାଠ
lumberjack	0.500	0.660	0.726	lumberjack
luminescent	0.796	0.550	0.526	luminescent
luminous	0.918	0.392	0.783	ଉଜ୍ଜ୍ୱଳ
lump	0.438	0.337	0.463	ଲମ୍ପ୍
lumpy	0.271	0.378	0.365	ଲମ୍ପ୍
lunacy	0.132	0.847	0.330	lunacy
lunar	0.562	0.296	0.427	ଚନ୍ଦ୍ର
lunatic	0.125	0.792	0.442	lunatic
lunch	0.880	0.410	0.542	ମଧ୍ୟାହ୍ନ ଭୋଜନ
lunchbox	0.663	0.346	0.346	ଖାଦ୍ୟ ବାକ୍ସ
luncheon	0.837	0.240	0.441	ମଧ୍ୟାହ୍ନ ଭୋଜନ
lunchtime	0.896	0.398	0.444	ମଧ୍ୟାହ୍ନ ଭୋଜନ ସମୟ
lung	0.510	0.292	0.629	ଫୁସଫୁସ
lunge	0.354	0.721	0.509	ଲଞ୍ଜ
lungs	0.531	0.352	0.555	ଫୁସଫୁସ
lurch	0.404	0.694	0.363	lurch
lure	0.439	0.565	0.300	ପ୍ରଲୋଭନ
lurid	0.186	0.833	0.536	lurid
lurk	0.219	0.740	0.655	ଲୁକ୍କାୟିତ |
lurking	0.421	0.781	0.575	ଲୁଚି
luscious	0.885	0.552	0.545	ଲୋଭନୀୟ |
lush	0.740	0.783	0.833	ହସ
lust	0.469	0.944	0.518	ଲୋଭ
luster	0.833	0.566	0.558	ଉଜ୍ଜ୍ୱଳ |
lustful	0.427	0.896	0.643	ଲୋଭନୀୟ
lustrous	0.771	0.606	0.598	ଉଜ୍ଜ୍ୱଳ
lusty	0.469	0.941	0.673	ଲୋଭୀ
lute	0.459	0.407	0.500	lute
luxuriant	0.760	0.745	0.812	ବିଳାସପୂର୍ଣ୍ଣ
luxurious	0.947	0.644	0.754	ବିଳାସପୂର୍ଣ୍ଣ
luxury	0.932	0.673	0.750	ବିଳାସପୂର୍ଣ୍ଣ
lycra	0.520	0.449	0.328	ଲାଇକ୍ରା
lye	0.378	0.396	0.443	lye
lying	0.208	0.704	0.317	ମିଛ କହୁଛି
lymph	0.398	0.510	0.390	ଲିମ୍ଫ |
lymphatic	0.380	0.509	0.472	ଲିମ୍ଫାଟିକ୍ |
lymphoma	0.208	0.645	0.330	ଲିମ୍ଫୋମା |
lynch	0.167	0.885	0.482	ଲିଞ୍ଚ୍ |
lynching	0.135	0.920	0.548	ଲିଞ୍ଚିଂ |
lynx	0.510	0.590	0.567	lynx
lyre	0.719	0.347	0.414	ଲାଇରେ
lyric	0.702	0.269	0.464	ଗୀତ
lyrical	0.708	0.451	0.618	ଗୀତିକାର
lyrics	0.582	0.214	0.333	ଗୀତ
macadamia	0.635	0.330	0.434	ମାକାଡାମିଆ |
macarena	0.802	0.601	0.368	ମାକେରେନା |
macaroni	0.816	0.410	0.382	ମାକାରୋନି |
mace	0.450	0.412	0.415	ମେସ୍
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	ମ୍ୟାଚ୍
machine	0.510	0.500	0.707	ଯନ୍ତ୍ର
machinery	0.458	0.615	0.629	ଯନ୍ତ୍ରପାତି
machinist	0.490	0.598	0.721	ଯନ୍ତ୍ରବାଦୀ
macho	0.643	0.690	0.676	ମାଚୋ |
mackerel	0.418	0.423	0.426	ମାକେର୍ |
macro	0.552	0.469	0.647	ମାକ୍ରୋ |
mad	0.219	0.873	0.277	ପାଗଳ
madam	0.580	0.308	0.571	ମ୍ୟାଡାମ୍
madame	0.604	0.500	0.635	ମ୍ୟାଡାମ୍ |
madden	0.329	0.602	0.457	ପାଗଳ
madder	0.323	0.853	0.267	ପାଗଳ
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	ପାଗଳ ଘର |
madman	0.135	0.880	0.312	ପାଗଳ
madness	0.104	0.804	0.440	ପାଗଳାମି |
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	ମାଫିଆ
magazine	0.615	0.332	0.377	ପତ୍ରିକା
mage	0.622	0.373	0.453	ମେଜ୍
magenta	0.635	0.275	0.415	ମ୍ୟାଜେଣ୍ଟା
maggot	0.235	0.500	0.235	ମାଗଟ୍
magic	0.868	0.663	0.578	ଯାଦୁ
magical	0.875	0.651	0.595	ଯାଦୁକର
magician	0.714	0.657	0.551	ଯାଦୁକର
magistrate	0.587	0.541	0.904	ମାଜିଷ୍ଟ୍ରେଟ୍
magma	0.323	0.623	0.609	ମ୍ୟାଗମା
magna	0.605	0.490	0.652	ମାଗନା
magnate	0.627	0.708	0.868	ମ୍ୟାଗ୍ନେଟ୍ |
magnesium	0.542	0.320	0.321	ମ୍ୟାଗ୍ନେସିୟମ୍
magnet	0.571	0.318	0.553	ଚୁମ୍ବକ
magnetic	0.612	0.529	0.673	ଚୁମ୍ବକୀୟ
magnetism	0.630	0.529	0.741	ଚୁମ୍ବକୀୟତା |
magnetite	0.531	0.490	0.581	ଚୁମ୍ବକୀୟ
magnification	0.890	0.615	0.880	ବୃଦ୍ଧି
magnificence	0.802	0.810	0.920	ମହିମା
magnificent	1.000	0.680	0.886	ଚମତ୍କାର
magnifier	0.469	0.216	0.345	magnifier
magnify	0.729	0.561	0.839	ବୃଦ୍ଧି କର |
magnifying	0.594	0.265	0.406	ବଡ କରିବା
magnitude	0.608	0.613	0.774	ତୀବ୍ରତା
magnolia	0.558	0.343	0.379	ମାଗ୍ନୋଲିଆ |
magpie	0.500	0.458	0.327	ମ୍ୟାଗି
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogany
maid	0.406	0.324	0.300	ଚାକରାଣୀ
maiden	0.755	0.396	0.461	ବାଳିକା
mail	0.615	0.231	0.548	ମେଲ୍
mailbox	0.573	0.222	0.404	ମେଲବାକ୍ସ
mailing	0.688	0.324	0.375	ମେଲିଂ
mailman	0.659	0.418	0.462	ମେଲମ୍ୟାନ୍
maim	0.133	0.724	0.496	maim
main	0.667	0.510	0.811	ମୁଖ୍ୟ
mainframe	0.531	0.490	0.557	ମେନ୍ ଫ୍ରେମ୍ |
mainland	0.680	0.407	0.806	ମଧ୍ୟପ୍ରଦେଶ |
mainstay	0.694	0.400	0.713	ମୂଖ୍ୟସ୍ଥାନ |
mainstream	0.653	0.527	0.660	ମୁଖ୍ୟସ୍ରୋତ
maintain	0.684	0.398	0.647	ରକ୍ଷଣାବେକ୍ଷଣ
maintenance	0.592	0.410	0.545	ରକ୍ଷଣାବେକ୍ଷଣ
majestic	0.948	0.731	0.906	ମହାନ୍
majesty	0.823	0.602	0.955	ମହିମା
major	0.684	0.538	0.874	ପ୍ରମୁଖ
majority	0.684	0.560	0.930	ସଂଖ୍ୟା କିମ୍ବା ପ୍ରତୀକ ସହିତ ଅକ୍ଷର ମଧ୍ଯ ବ୍ୟବହାର କରି
make	0.684	0.420	0.480	ତିଆରି କର |
makeover	0.771	0.510	0.596	ମେକ୍ ଇନ୍
maker	0.698	0.544	0.706	ନିର୍ମାତା
makeshift	0.479	0.611	0.389	ମେକିଫିଟ୍ |
makesmehappy	0.894	0.663	0.712	makemehappy
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	ସଜାଇ ହେବା
makingdisciples	0.684	0.402	0.664	ତିଆରି କରିବା
malady	0.190	0.686	0.304	ରୋଗ
malaise	0.150	0.600	0.161	ଅସୁସ୍ଥତା
malaria	0.125	0.653	0.304	ମ୍ୟାଲେରିଆ
