English Word	Valence	Arousal	Dominance	Chichewa Word
juvenile	0.678	0.490	0.526	wachinyamata
juxtaposition	0.427	0.500	0.460	kuphatikiza
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroo
kanji	0.510	0.413	0.425	kodi
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaputi
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmic
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	chidwi
keep	0.714	0.296	0.547	kusunga
keeper	0.612	0.457	0.773	mlonda
keeping	0.592	0.280	0.723	kusunga
keepsake	0.740	0.307	0.491	kusunga
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	nsalu
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	palafini
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ketulo
key	0.615	0.275	0.519	kiyi
keyboard	0.573	0.279	0.349	kiyibodi
keyed	0.469	0.497	0.521	keyed
keyhole	0.438	0.358	0.356	bowo lakiyi
keynote	0.630	0.431	0.545	mawu ofunika
keypad	0.604	0.255	0.330	keypad
keystone	0.573	0.438	0.491	mwala waukulu
keyword	0.602	0.520	0.747	mawu ofunika
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kuwombera
kick	0.271	0.791	0.526	kukankha
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	woponya
kicking	0.327	0.802	0.510	kukankha
kickoff	0.583	0.600	0.629	yamba
kid	0.760	0.453	0.298	mwana
kidder	0.708	0.768	0.471	mwana
kidding	0.622	0.625	0.457	kuseka
kiddo	0.674	0.393	0.419	mwana
kiddos	0.500	0.480	0.342	ana
kidnap	0.032	0.923	0.535	kulanda
kidnapped	0.044	0.923	0.455	kubedwa
kidnapper	0.115	0.906	0.618	wakuba
kidnapping	0.094	0.880	0.561	kuba
kidney	0.448	0.363	0.380	impso
kids	0.837	0.500	0.417	ana
kill	0.052	0.941	0.736	kupha
killer	0.041	0.971	0.543	wakupha
killing	0.080	0.959	0.696	kupha
killjoy	0.178	0.550	0.324	kuphajoy
kiln	0.451	0.423	0.414	ng'anjo
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogalamu
kilometer	0.490	0.439	0.485	kilomita
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	abale
kind	0.918	0.240	0.618	okoma mtima
kindergarten	0.833	0.462	0.308	sukulu ya mkaka
kindling	0.520	0.651	0.421	kuyatsa
kindness	0.938	0.350	0.508	kukoma mtima
kindred	0.760	0.418	0.517	achibale
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	masewera
king	0.677	0.690	0.892	mfumu
king snake	0.458	0.835	0.647	mfumu nyoka
kingdom	0.714	0.547	0.910	ufumu
kingpin	0.357	0.626	0.642	mfumu
kink	0.337	0.634	0.321	kin
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	wachibale
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	konda
kiss	0.967	0.813	0.630	kupsopsona
kisser	0.844	0.682	0.618	wopsopsona
kissy	0.874	0.684	0.402	kupsopsona
kit	0.583	0.344	0.420	zida
kitchen	0.700	0.234	0.398	khitchini
kite	0.643	0.500	0.573	kaiti
kitten	0.816	0.343	0.260	mphaka
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	gulu
knack	0.562	0.518	0.820	luso
knapsack	0.551	0.317	0.268	thumba
knead	0.490	0.457	0.345	kda
knee	0.520	0.245	0.396	bondo
kneecap	0.427	0.360	0.440	bondo
kneel	0.426	0.417	0.217	gwada
kneeling	0.245	0.435	0.144	kugwada
knell	0.354	0.500	0.377	kugwada
knick	0.480	0.509	0.420	kukanika
knickers	0.552	0.428	0.328	zokhota
knife	0.344	0.717	0.573	mpeni
knight	0.780	0.441	0.835	knight
knighthood	0.740	0.660	0.769	luso
knit	0.630	0.144	0.295	kulukana
knob	0.340	0.360	0.272	mfundo
knock	0.312	0.531	0.527	kugogoda
knockoff	0.350	0.606	0.240	kugogoda
knockout	0.388	0.755	0.664	gwetsa
knoll	0.434	0.347	0.333	nzeru
knot	0.541	0.221	0.408	mfundo
knots	0.418	0.346	0.267	mfundo
knotted	0.226	0.412	0.294	mfundo
know	0.765	0.361	0.704	kudziwa
knowing	0.833	0.353	0.658	kudziwa
knowingly	0.500	0.459	0.481	mwakudziwa
knowledge	0.847	0.430	0.896	chidziwitso
knowledgeable	0.865	0.455	0.971	wodziwa zambiri
knuckle	0.655	0.333	0.393	khundu
knucklehead	0.157	0.485	0.288	mutu wapakhosi
knuckles	0.271	0.461	0.320	nkhonya
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	kodi
kool-aid	0.531	0.318	0.393	chithandizo chamankhwala
kos	0.500	0.471	0.407	kodi
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	kudos
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	labu
label	0.582	0.245	0.423	chizindikiro
labor	0.594	0.639	0.754	ntchito
laboratory	0.571	0.490	0.537	labotale
labored	0.646	0.451	0.637	analemedwa
laborer	0.561	0.510	0.698	wantchito
laboring	0.705	0.644	0.737	kugwira ntchito
laborious	0.393	0.635	0.709	zolemetsa
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	lace
laceration	0.143	0.667	0.443	kupweteka
lack	0.250	0.365	0.242	kusowa
lackey	0.260	0.510	0.166	laki
lacking	0.229	0.375	0.121	kusowa
lackluster	0.250	0.311	0.264	kuperewera
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	mnyamata
ladder	0.560	0.438	0.358	makwerero
laddie	0.668	0.539	0.391	mayi
laden	0.392	0.478	0.554	olemedwa
lading	0.388	0.463	0.409	kunyamula
ladle	0.531	0.368	0.352	ladle
lady	0.854	0.481	0.602	dona
lady bug	0.490	0.434	0.381	dona cholakwika
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ngati mayi
ladyship	0.561	0.480	0.822	udamu
lag	0.220	0.375	0.246	kuchedwa
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	kuchedwa
lagoon	0.660	0.231	0.373	nyanja
lair	0.469	0.438	0.392	malo
laity	0.510	0.320	0.487	anthu wamba
lake	0.694	0.196	0.425	nyanja
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	nkhosa
lame	0.145	0.410	0.217	olumala
lament	0.198	0.398	0.352	maliro
lamenting	0.156	0.390	0.254	kulira
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	nyale
lamppost	0.420	0.337	0.455	chipilala chanyale
lance	0.406	0.620	0.587	lamba
lancer	0.417	0.528	0.519	mpanda
land	0.582	0.260	0.616	dziko
landed	0.709	0.620	0.480	adatera
landfall	0.521	0.434	0.407	kugwa
landfill	0.398	0.423	0.324	kutayirapo nthaka
landing	0.552	0.696	0.596	kutera
landlady	0.677	0.303	0.417	mwini nyumba
landlocked	0.280	0.391	0.367	Zopanda malire
landlord	0.684	0.500	0.858	mwininyumba
landmark	0.694	0.355	0.681	chizindikiro
lands	0.594	0.280	0.492	mayiko
landscape	0.719	0.176	0.423	malo
landscaping	0.823	0.379	0.519	kukonza malo
landslide	0.250	0.864	0.530	kugumuka kwa nthaka
lane	0.449	0.490	0.451	msewu
language	0.677	0.337	0.704	chinenero
languid	0.281	0.270	0.283	wofooka
languish	0.235	0.408	0.382	kufooka
languishing	0.308	0.459	0.353	akuvutika
lanky	0.412	0.426	0.370	lanki
lantern	0.622	0.250	0.243	nyali
lap	0.583	0.510	0.412	lap
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	kutha
lapsed	0.357	0.333	0.276	kulephera
laptop	0.724	0.270	0.519	laputopu
larceny	0.272	0.821	0.454	zachipongwe
lard	0.427	0.239	0.179	mafuta anyama
larder	0.656	0.290	0.509	mkulu
large	0.704	0.565	0.736	chachikulu
larger	0.729	0.654	0.763	chokulirapo
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	mphutsi
laryngitis	0.125	0.500	0.370	matenda a laryngitis
larynx	0.460	0.420	0.402	kholingo
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	kukwapula
lass	0.656	0.536	0.433	mtsikana
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	tsiku lapitalo
lasting	0.804	0.535	0.745	chokhalitsa
lastminute	0.418	0.582	0.385	mphindi yotsiriza
latch	0.395	0.263	0.288	latch
late	0.245	0.358	0.315	mochedwa
lateness	0.214	0.388	0.343	kuchedwa
latent	0.469	0.500	0.653	zobisika
lateral	0.469	0.370	0.322	kumbali
laterally	0.562	0.255	0.450	pambali
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	lathe
lather	0.635	0.327	0.313	nyansi
latitude	0.562	0.306	0.490	latitude
latrine	0.380	0.353	0.176	chimbudzi
latrines	0.214	0.462	0.267	zimbudzi
latte	0.615	0.320	0.311	khofi wa late
lattice	0.406	0.420	0.349	latisi
laud	0.493	0.427	0.383	ulemu
laudable	0.740	0.472	0.682	wolemekezeka
laudation	0.542	0.547	0.623	kuyamika
laudatory	0.612	0.417	0.450	wolemekezeka
laugh	0.980	0.639	0.587	kuseka
laughable	0.592	0.627	0.298	zoseketsa
laughing	0.906	0.596	0.534	kuseka
laughingstock	0.427	0.779	0.312	kuseka
laughs	0.812	0.846	0.425	amaseka
laughter	0.959	0.654	0.588	kuseka
launch	0.684	0.814	0.598	kuyambitsa
launcher	0.677	0.745	0.808	woyambitsa
launches	0.490	0.663	0.602	ayambitsa
launder	0.479	0.450	0.349	wochapa
laundering	0.439	0.327	0.444	kuchapa
laundry	0.644	0.292	0.377	zovala
laureate	0.724	0.402	0.702	wopambana
laurel	0.646	0.146	0.302	laurel
laurels	0.684	0.279	0.545	laurels
lava	0.280	0.539	0.615	chiphalaphala
lavage	0.615	0.467	0.361	kuchapa
lavatory	0.510	0.400	0.259	chimbudzi
lavender	0.812	0.198	0.388	lavenda
lavish	0.792	0.648	0.730	zaulemu
law	0.740	0.590	0.815	lamulo
lawful	0.660	0.394	0.780	zololedwa
lawless	0.219	0.690	0.420	osayeruzika
lawlessness	0.156	0.804	0.509	kusayeruzika
lawman	0.510	0.523	0.786	munthu wa malamulo
lawn	0.686	0.153	0.192	udzu
lawnmower	0.480	0.531	0.355	makina otchetchera kapinga
lawsuit	0.219	0.794	0.611	mlandu
lawyer	0.521	0.569	0.784	woyimira mlandu
lax	0.430	0.401	0.300	kulekerera
laxative	0.271	0.550	0.528	mankhwala ofewetsa tuvi tolimba
lay	0.521	0.336	0.491	gona
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	wosanjikiza
layered	0.571	0.306	0.436	wosanjikiza
layman	0.531	0.339	0.424	munthu wamba
layout	0.615	0.442	0.557	kamangidwe
layover	0.520	0.355	0.500	kusiya
laziness	0.271	0.240	0.132	ulesi
lazy	0.392	0.264	0.096	waulesi
lazyday	0.337	0.319	0.145	ulesi
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	kutsogolera
leaded	0.439	0.625	0.595	kutsogolera
leader	0.833	0.582	0.926	mtsogoleri
leadership	0.870	0.690	0.983	utsogoleri
leading	0.823	0.698	0.954	kutsogolera
leads	0.530	0.471	0.615	amatsogolera
leaf	0.583	0.156	0.294	tsamba
leaflet	0.490	0.206	0.375	kapepala
leafy	0.653	0.530	0.700	masamba
league	0.656	0.340	0.462	ligi
leak	0.378	0.833	0.520	kutayikira
leakage	0.188	0.731	0.528	kutayikira
leaky	0.170	0.686	0.288	chotsikitsitsa
lean	0.734	0.353	0.438	konda
leaned	0.570	0.373	0.490	anatsamira
leaning	0.480	0.409	0.352	kutsamira
leap	0.750	0.663	0.667	kudumpha
learn	0.833	0.643	0.829	phunzirani
learned	0.704	0.462	0.543	anaphunzira
learner	0.698	0.475	0.398	wophunzira
learning	0.833	0.588	0.574	kuphunzira
lease	0.520	0.463	0.545	lendi
leash	0.320	0.347	0.427	leash
leather	0.510	0.324	0.341	chikopa
leathery	0.418	0.471	0.411	wachikopa
leave	0.375	0.315	0.295	kuchoka
leavemealone	0.240	0.472	0.402	tandilekeni
leaving	0.163	0.542	0.371	kuchoka
lecherous	0.135	0.704	0.376	waulesi
lecture	0.594	0.462	0.737	phunziro
lecturer	0.677	0.549	0.736	mphunzitsi
ledge	0.406	0.235	0.339	mbali
ledger	0.510	0.362	0.609	buku
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	leech
leeches	0.115	0.698	0.295	leeches
leer	0.612	0.348	0.509	lero
leery	0.337	0.640	0.410	izi
lees	0.360	0.567	0.406	lees
leeway	0.562	0.577	0.569	njira
left	0.354	0.370	0.361	kumanzere
leftout	0.229	0.365	0.245	otsalira
leftover	0.490	0.460	0.222	zotsalira
leftovers	0.219	0.350	0.116	zotsalira
lefty	0.490	0.406	0.379	kumanzere
leg	0.510	0.373	0.313	mwendo
legacy	0.792	0.529	0.827	cholowa
legal	0.653	0.387	0.887	zamalamulo
legality	0.765	0.343	0.713	zamalamulo
legalize	0.510	0.460	0.818	lembetsani mwalamulo
legalized	0.760	0.440	0.855	zovomerezeka
legally	0.771	0.482	0.842	mwalamulo
legend	0.837	0.519	0.750	nthano
legendary	0.857	0.537	0.863	nthano
legibility	0.771	0.481	0.580	kuvomerezeka
legible	0.673	0.279	0.509	zomveka
legion	0.469	0.570	0.852	gulu
legislate	0.571	0.582	0.736	khazikitsa malamulo
legislation	0.531	0.418	0.808	malamulo
legislative	0.633	0.365	0.800	malamulo
legislator	0.490	0.580	0.877	woyimira malamulo
legislature	0.540	0.435	0.698	nyumba yamalamulo
legit	0.747	0.427	0.849	zovomerezeka
legitimacy	0.823	0.420	0.855	kuvomerezeka
legitimate	0.792	0.363	0.841	zovomerezeka
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	miyendo
legume	0.520	0.302	0.465	nyemba
legwork	0.622	0.560	0.509	ntchito yapamyendo
leisure	0.631	0.429	0.421	nthawi yopuma
leisurely	0.806	0.250	0.367	momasuka
lemma	0.530	0.284	0.391	lema
lemon	0.596	0.317	0.316	mandimu
lemonade	0.661	0.287	0.412	chakumwa chamandimu
lend	0.520	0.461	0.508	bwereketsa
lender	0.340	0.520	0.703	wobwereketsa
lending	0.510	0.585	0.462	kubwereketsa
length	0.479	0.308	0.533	kutalika
lengthen	0.619	0.481	0.566	talikitsa
lengthened	0.448	0.530	0.474	kutalika
lengthening	0.673	0.530	0.528	kuleza
lengthwise	0.571	0.470	0.528	kutalika
lengthy	0.570	0.342	0.528	wautali
leniency	0.517	0.436	0.545	kulekerera
lenient	0.520	0.451	0.340	wolekerera
lens	0.420	0.245	0.472	mandala
leopard	0.542	0.755	0.611	nyalugwe
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	wakhate
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	khate
lesion	0.240	0.623	0.361	chotupa
less	0.265	0.240	0.115	Zochepa
lessee	0.417	0.474	0.595	lendi
lessen	0.235	0.284	0.255	chepetsa
lessening	0.375	0.300	0.277	kuchepetsa
lesser	0.396	0.167	0.211	zochepa
lesson	0.704	0.577	0.593	phunziro
lessor	0.552	0.490	0.623	wobwereketsa
let	0.427	0.373	0.307	lolani
lethal	0.156	0.800	0.745	zakupha
lethargic	0.214	0.245	0.375	lethargic
lethargy	0.194	0.302	0.316	ulesi
letter	0.635	0.279	0.342	kalata
lettered	0.542	0.361	0.482	zolemba
letterhead	0.450	0.316	0.462	mutu wa kalata
lettering	0.541	0.180	0.431	kulemba
letters	0.663	0.327	0.364	makalata
lettuce	0.594	0.163	0.291	letisi
leukemia	0.094	0.572	0.351	khansa ya m'magazi
levee	0.520	0.324	0.490	lewi
level	0.622	0.277	0.491	mlingo
lever	0.400	0.343	0.402	lever
leverage	0.459	0.500	0.629	pindulira
levitate	0.561	0.598	0.551	levitate
levy	0.438	0.420	0.491	msonkho
lewd	0.188	0.673	0.412	zachiwerewere
lexicon	0.561	0.463	0.615	lexicon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	mangawa
liability	0.646	0.500	0.802	udindo
liable	0.656	0.519	0.821	wolakwa
liaison	0.698	0.337	0.472	mgwirizano
liar	0.042	0.606	0.339	wabodza
libel	0.128	0.694	0.403	zoipa
libelous	0.125	0.735	0.436	zoipa
liberal	0.565	0.565	0.755	owolowa manja
liberalism	0.562	0.712	0.750	ufulu
liberate	0.760	0.632	0.708	kumasula
liberated	0.780	0.630	0.683	omasulidwa
liberating	0.915	0.620	0.745	kumasula
liberation	0.745	0.614	0.857	kumasulidwa
liberty	0.938	0.579	0.836	ufulu
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	woyang'anira mabuku
library	0.776	0.122	0.549	laibulale
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	nsabwe
license	0.500	0.394	0.702	chilolezo
lichen	0.418	0.388	0.463	ndere
lick	0.470	0.482	0.330	nyambita
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	chivindikiro
lie	0.130	0.725	0.272	bodza
liege	0.479	0.426	0.452	lige
lien	0.396	0.580	0.441	malo
lieu	0.427	0.410	0.312	pa
lieutenant	0.594	0.612	0.920	Lieutenant
life	0.918	0.615	0.824	moyo
lifeblood	0.673	0.690	0.708	magazi amoyo
lifeboat	0.724	0.425	0.533	ngalawa yopulumutsira anthu
lifeguard	0.870	0.606	0.786	Oyang'anira pamadzi
lifeisgood	0.812	0.575	0.611	moyo wabwino
lifeless	0.042	0.333	0.163	opanda moyo
lifelike	0.776	0.567	0.765	monga moyo
lifeline	0.735	0.552	0.496	njira yamoyo
lifelong	0.823	0.330	0.640	moyo wonse
lifer	0.427	0.519	0.398	moyo
lifesaver	0.908	0.745	0.703	wopulumutsa moyo
lifestyle	0.750	0.472	0.645	moyo
lifesucks	0.167	0.637	0.377	moyo wovuta
lifetime	0.816	0.559	0.736	moyo wonse
lift	0.704	0.518	0.656	kwezani
lifted	0.714	0.441	0.657	kukwezedwa
liftoff	0.531	0.667	0.588	kunyamuka
ligament	0.490	0.410	0.510	ligament
ligation	0.344	0.423	0.396	mgwirizano
ligature	0.478	0.430	0.447	ligature
light	0.771	0.320	0.519	kuwala
light year	0.719	0.425	0.593	chaka kuwala
lightbulb	0.573	0.255	0.302	babu lamagetsi
lighten	0.688	0.438	0.362	chepetsa
lightheaded	0.347	0.620	0.255	wamutu
lighthouse	0.622	0.240	0.510	nyumba yowunikira
lighting	0.765	0.440	0.750	kuyatsa
lightness	0.794	0.360	0.526	kupepuka
lightning	0.429	0.683	0.595	mphezi
lights	0.750	0.480	0.575	magetsi
lightweight	0.670	0.300	0.358	opepuka
likable	0.865	0.480	0.663	okondeka
like	0.719	0.353	0.446	monga
likelihood	0.760	0.469	0.542	mwayi
likely	0.633	0.356	0.454	mwachidziwikire
likeness	0.688	0.410	0.561	kufanana
likewise	0.651	0.217	0.312	chimodzimodzi
liking	0.963	0.604	0.589	kukonda
lilac	0.688	0.180	0.357	lilac
lily	0.640	0.245	0.263	kakombo
limb	0.510	0.397	0.427	nthambi
limber	0.688	0.729	0.673	nthambi
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	layimu
limelight	0.667	0.639	0.694	kuwala
limestone	0.602	0.323	0.381	miyala yamchere
limey	0.469	0.347	0.415	mayi
limit	0.427	0.453	0.500	malire
limitation	0.190	0.431	0.225	malire
limited	0.229	0.273	0.380	zochepa
limitless	0.688	0.574	0.655	zopanda malire
limo	0.760	0.367	0.667	lilimo
limousine	0.638	0.531	0.640	limozine
limp	0.393	0.440	0.172	kufooka
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	mzere
lineage	0.633	0.465	0.721	mzere
lineal	0.521	0.170	0.474	mzere
linear	0.646	0.250	0.472	mzere
linebacker	0.490	0.660	0.543	wotsatira mzere
lined	0.438	0.367	0.424	ali pamzere
linen	0.656	0.323	0.286	nsalu
liner	0.469	0.396	0.400	mzere
lines	0.542	0.317	0.330	mizere
lineup	0.635	0.427	0.638	Imani pamzere
linger	0.480	0.311	0.412	dikirani
lingerie	0.543	0.463	0.308	zovala zamkati
lingering	0.630	0.643	0.667	kuchedwa
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	lingual
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	katswiri wa zinenero
linguistic	0.646	0.351	0.618	zinenero
linguistics	0.552	0.390	0.618	zinenero
lining	0.571	0.363	0.472	mzere
link	0.427	0.264	0.491	ulalo
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	nsalu
lion	0.532	0.717	0.682	mkango
lip	0.541	0.348	0.443	mlomo
liposuction	0.292	0.684	0.464	liposuction
lipstick	0.653	0.429	0.306	milomo
liquefaction	0.449	0.622	0.535	kuledzera
liquefied	0.562	0.463	0.342	zosungunuka
liqueur	0.670	0.612	0.389	mowa wotsekemera
liquid	0.562	0.235	0.307	madzi
liquidate	0.327	0.654	0.664	thetsa
liquidation	0.417	0.625	0.649	kuthetsa
liquidator	0.354	0.663	0.750	wogulitsa
liquidity	0.688	0.529	0.534	ndalama
liquor	0.603	0.702	0.433	chakumwa
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	mawu
list	0.528	0.260	0.402	mndandanda
listen	0.771	0.360	0.445	mverani
listener	0.667	0.375	0.403	womvera
listenting	0.640	0.377	0.491	kumvetsera
listing	0.438	0.273	0.432	ndandanda
listless	0.219	0.350	0.231	wopanda pake
listneing	0.531	0.370	0.433	kumvetsera
litany	0.510	0.365	0.482	litanya
liter	0.573	0.208	0.382	lita
literacy	0.730	0.306	0.638	kuwerenga
literal	0.570	0.353	0.574	zenizeni
literally	0.571	0.353	0.673	kwenikweni
literary	0.719	0.324	0.667	zolembalemba
literature	0.708	0.250	0.598	mabuku
lithe	0.656	0.596	0.602	lithe
lithium	0.417	0.330	0.430	lithiamu
lithograph	0.551	0.327	0.481	lithograph
lithography	0.561	0.346	0.473	zojambula
lithology	0.519	0.378	0.525	lithology
lithosphere	0.473	0.333	0.689	lithosphere
litigant	0.219	0.577	0.696	wamilandu
litigate	0.260	0.819	0.712	milandu
litigation	0.388	0.760	0.602	milandu
litigator	0.429	0.630	0.732	woweruza milandu
litigious	0.360	0.736	0.632	milandu
litter	0.255	0.551	0.110	zinyalala
little	0.385	0.160	0.213	pang'ono
littlethings	0.740	0.311	0.242	zinthu zazing'ono
littoral	0.551	0.387	0.452	zotengera
liturgy	0.490	0.327	0.568	liturgy
live	0.880	0.673	0.676	moyo
livelife	0.792	0.624	0.664	moyo
livelihood	0.698	0.481	0.721	moyo
lively	0.847	0.810	0.642	wamoyo
liven	0.708	0.713	0.673	moyo
liver	0.439	0.290	0.385	chiwindi
livery	0.510	0.417	0.429	livery
livestock	0.729	0.420	0.519	ziweto
livid	0.469	0.788	0.490	livid
living	0.865	0.608	0.727	moyo
lizard	0.378	0.375	0.324	buluzi
llama	0.490	0.590	0.519	Lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	katundu
loader	0.562	0.377	0.686	chotengera
loaf	0.755	0.250	0.277	mkate
loafer	0.235	0.396	0.254	lofa
loam	0.469	0.373	0.673	loam
loan	0.552	0.480	0.352	ngongole
loath	0.135	0.714	0.445	kunyansidwa
loathe	0.094	0.730	0.429	kunyansidwa
loathful	0.068	0.740	0.358	zonyansa
loathing	0.083	0.796	0.368	kunyansidwa
loathsome	0.120	0.694	0.343	zonyansa
lobby	0.625	0.427	0.472	alendo
lobbyist	0.385	0.527	0.565	lobbyist
lobe	0.459	0.364	0.352	lobe
lobotomy	0.296	0.598	0.402	lobotomy
lobster	0.571	0.356	0.291	lobusitara
local	0.656	0.269	0.452	kwanuko
locale	0.449	0.387	0.352	malo
locality	0.582	0.336	0.464	dera
localization	0.552	0.330	0.545	kukhazikika
localize	0.520	0.481	0.679	localize
localized	0.490	0.460	0.621	zokhazikika
locate	0.583	0.520	0.786	pezani
location	0.615	0.375	0.546	malo
locator	0.480	0.426	0.614	locator
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	loko
locker	0.439	0.300	0.393	loko
locket	0.615	0.327	0.616	loketi
locksmith	0.510	0.417	0.491	womanga maloko
lockup	0.240	0.602	0.617	kutseka
loco	0.306	0.774	0.226	malo
locomotion	0.470	0.600	0.595	kuyenda
locomotive	0.542	0.650	0.721	locomotive
locust	0.479	0.412	0.417	dzombe
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	malo ogona
lodger	0.480	0.448	0.304	lodger
lodging	0.713	0.286	0.527	malo ogona
loft	0.510	0.378	0.343	pamwamba
lofty	0.755	0.306	0.569	wapamwamba
log	0.591	0.371	0.395	chipika
logarithm	0.520	0.439	0.551	logarithm
logarithmic	0.469	0.458	0.606	logarithmic
logic	0.646	0.245	0.819	logic
logical	0.805	0.400	0.648	zomveka
logistics	0.633	0.500	0.730	mayendedwe
logo	0.469	0.296	0.565	chizindikiro
logotype	0.480	0.337	0.509	logotype
loin	0.420	0.298	0.379	chiuno
lollipop	0.628	0.483	0.357	lolipop
lone	0.198	0.204	0.367	yekha
loneliness	0.146	0.182	0.222	kusungulumwa
lonely	0.250	0.226	0.238	wosungulumwa
loner	0.347	0.152	0.221	yekha
lonesome	0.281	0.213	0.336	wosungulumwa
long	0.541	0.353	0.543	yaitali
longboat	0.551	0.454	0.490	bwato lalitali
longevity	0.750	0.353	0.745	moyo wautali
longing	0.604	0.434	0.560	kukhumba
longitude	0.479	0.310	0.516	kutalika
longitudinal	0.542	0.398	0.582	longitudinal
longitudinally	0.541	0.380	0.569	motalika
longtime	0.362	0.442	0.546	nthawi yayitali
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	yang'anani
looker	0.583	0.354	0.451	wopenya
lookout	0.698	0.538	0.639	Chenjerani
loom	0.531	0.245	0.325	nsalu
looming	0.367	0.750	0.528	akubwera
loon	0.429	0.392	0.325	loona
loony	0.439	0.474	0.295	lony
loop	0.516	0.343	0.317	lupu
loophole	0.406	0.755	0.491	njira
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	kumasuka
loosen	0.487	0.337	0.218	kumasula
loosening	0.378	0.343	0.295	kumasula
loot	0.604	0.711	0.537	kulanda
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	kutayika
