English Word	Valence	Arousal	Dominance	Punjabi Word
kale	0.469	0.226	0.411	ਕਾਲੇ
kaleidoscope	0.615	0.439	0.580	ਕੈਲੀਡੋਸਕੋਪ
kamikaze	0.204	0.810	0.645	ਕਾਮੀਕੇਜ਼
kangaroo	0.716	0.333	0.301	ਕੰਗਾਰੂ
kanji	0.510	0.413	0.425	ਕਾਂਜੀ
kappa	0.469	0.375	0.366	ਕਪਾ
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	ਕਰਾਓਕੇ
karate	0.562	0.833	0.598	ਕਰਾਟੇ
karma	0.500	0.510	0.537	ਕਰਮ
karmic	0.357	0.459	0.464	ਕਰਮ
kayak	0.592	0.600	0.364	ਕਾਇਆਕ
kazoo	0.503	0.462	0.411	ਕਾਜ਼ੂ
kebab	0.531	0.431	0.377	ਕਬਾਬ
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	ਉਤਸੁਕ
keep	0.714	0.296	0.547	ਰੱਖੋ
keeper	0.612	0.457	0.773	ਰੱਖਿਅਕ
keeping	0.592	0.280	0.723	ਰੱਖਣਾ
keepsake	0.740	0.307	0.491	ਰੱਖੜੀ
keg	0.551	0.389	0.404	ਕੈਗ
kelp	0.479	0.264	0.213	ਕੈਲਪ
ken	0.438	0.409	0.360	ਕੇਨ
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	ਰੁਮਾਲ
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	ਕਰਨਲ
kerosene	0.302	0.472	0.427	ਮਿੱਟੀ ਦਾ ਤੇਲ
ketchup	0.653	0.338	0.282	ਕੈਚੱਪ
kettle	0.357	0.497	0.333	ਕੇਤਲੀ
key	0.615	0.275	0.519	ਕੁੰਜੀ
keyboard	0.573	0.279	0.349	ਕੀਬੋਰਡ
keyed	0.469	0.497	0.521	ਕੁੰਜੀ
keyhole	0.438	0.358	0.356	ਕੀਹੋਲ
keynote	0.630	0.431	0.545	ਮੁੱਖ ਨੋਟ
keypad	0.604	0.255	0.330	ਕੀਪੈਡ
keystone	0.573	0.438	0.491	ਕੀਸਟੋਨ
keyword	0.602	0.520	0.747	ਕੀਵਰਡ
khaki	0.594	0.252	0.278	ਖਾਕੀ
khan	0.463	0.476	0.529	ਖਾਨ
kibble	0.510	0.458	0.404	ਕਿਬਲ
kick	0.271	0.791	0.526	ਕਿੱਕ
kickboxing	0.427	0.882	0.651	ਕਿੱਕਬਾਕਸਿੰਗ
kicker	0.427	0.711	0.614	ਕਿਕਰ
kicking	0.327	0.802	0.510	ਲੱਤ ਮਾਰਨਾ
kickoff	0.583	0.600	0.629	ਠੁੱਡਾ ਮਾਰਨਾ
kid	0.760	0.453	0.298	ਬੱਚਾ
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	ਮਜ਼ਾਕ
kiddo	0.674	0.393	0.419	ਬੱਚਾ
kiddos	0.500	0.480	0.342	ਬੱਚੇ
kidnap	0.032	0.923	0.535	ਅਗਵਾ
kidnapped	0.044	0.923	0.455	ਅਗਵਾ ਕੀਤਾ
kidnapper	0.115	0.906	0.618	ਅਗਵਾ ਕਰਨ ਵਾਲਾ
kidnapping	0.094	0.880	0.561	ਅਗਵਾ
kidney	0.448	0.363	0.380	ਗੁਰਦੇ
kids	0.837	0.500	0.417	ਬੱਚੇ
kill	0.052	0.941	0.736	ਮਾਰਨਾ
killer	0.041	0.971	0.543	ਕਾਤਲ
killing	0.080	0.959	0.696	ਕਤਲ
killjoy	0.178	0.550	0.324	ਖੁਸ਼ੀ
kiln	0.451	0.423	0.414	ਭੱਠਾ
kilo	0.438	0.358	0.461	ਕਿਲੋ
kilogram	0.510	0.260	0.455	ਕਿਲੋਗ੍ਰਾਮ
kilometer	0.490	0.439	0.485	ਕਿਲੋਮੀਟਰ
kilt	0.448	0.346	0.348	ਕਿਲਟ
kimono	0.643	0.280	0.363	ਕਿਮੋਨੋ
kin	0.543	0.441	0.457	ਰਿਸ਼ਤੇਦਾਰ
kind	0.918	0.240	0.618	ਕਿਸਮ
kindergarten	0.833	0.462	0.308	ਕਿੰਡਰਗਾਰਟਨ
kindling	0.520	0.651	0.421	ਕਿਰਨਿੰਗ
kindness	0.938	0.350	0.508	ਦਿਆਲਤਾ
kindred	0.760	0.418	0.517	ਰਿਸ਼ਤੇਦਾਰ
kinematics	0.594	0.480	0.614	ਕਿਨੇਮੈਟਿਕਸ
kinesiology	0.491	0.480	0.633	ਕਾਇਨੀਓਲੋਜੀ
kinetic	0.582	0.540	0.537	ਗਤੀਸ਼ੀਲ
king	0.677	0.690	0.892	ਰਾਜਾ
king snake	0.458	0.835	0.647	ਰਾਜਾ ਸੱਪ
kingdom	0.714	0.547	0.910	ਰਾਜ
kingpin	0.357	0.626	0.642	ਕਿੰਗਪਿਨ
kink	0.337	0.634	0.321	ਕਿੰਕ
kinky	0.449	0.558	0.361	ਗੁੰਝਲਦਾਰ
kinship	0.771	0.300	0.652	ਰਿਸ਼ਤੇਦਾਰੀ
kiosk	0.500	0.286	0.321	ਕਿਓਸਕ
kirk	0.510	0.390	0.388	ਕਿਰਕ
kiss	0.967	0.813	0.630	ਚੁੰਮਣਾ
kisser	0.844	0.682	0.618	ਚੁੰਮਣ ਵਾਲਾ
kissy	0.874	0.684	0.402	kissy
kit	0.583	0.344	0.420	ਕਿੱਟ
kitchen	0.700	0.234	0.398	ਰਸੋਈ
kite	0.643	0.500	0.573	ਪਤੰਗ
kitten	0.816	0.343	0.260	ਬਿੱਲੀ ਦਾ ਬੱਚਾ
kiwi	0.646	0.273	0.282	ਕੀਵੀ
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	ਹੁਨਰ
knapsack	0.551	0.317	0.268	ਨੈਪਸੈਕ
knead	0.490	0.457	0.345	ਗੁਨ੍ਹੋ
knee	0.520	0.245	0.396	ਗੋਡਾ
kneecap	0.427	0.360	0.440	ਗੋਡੇ ਦੀ ਟੋਪੀ
kneel	0.426	0.417	0.217	ਗੋਡੇ ਟੇਕਣਾ
kneeling	0.245	0.435	0.144	ਗੋਡੇ ਟੇਕਣਾ
knell	0.354	0.500	0.377	knell
knick	0.480	0.509	0.420	ਦਸਤਕ
knickers	0.552	0.428	0.328	knickers
knife	0.344	0.717	0.573	ਚਾਕੂ
knight	0.780	0.441	0.835	ਨਾਈਟ
knighthood	0.740	0.660	0.769	ਨਾਈਟਹੁੱਡ
knit	0.630	0.144	0.295	ਬੁਣਿਆ
knob	0.340	0.360	0.272	knob
knock	0.312	0.531	0.527	ਦਸਤਕ
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	ਪਛਾੜਨਾ
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	ਗੰਢ
knots	0.418	0.346	0.267	ਗੰਢਾਂ
knotted	0.226	0.412	0.294	ਗੰਢ
know	0.765	0.361	0.704	ਪਤਾ ਹੈ
knowing	0.833	0.353	0.658	ਜਾਣਨਾ
knowingly	0.500	0.459	0.481	ਜਾਣ ਬੁੱਝ ਕੇ
knowledge	0.847	0.430	0.896	ਗਿਆਨ
knowledgeable	0.865	0.455	0.971	ਜਾਣਕਾਰ
knuckle	0.655	0.333	0.393	knuckle
knucklehead	0.157	0.485	0.288	knucklehead
knuckles	0.271	0.461	0.320	knuckles
koala	0.608	0.210	0.311	ਕੋਆਲਾ
kook	0.417	0.471	0.398	ਕੂਕ
kooky	0.418	0.582	0.366	ਕੂਕੀ
kool-aid	0.531	0.318	0.393	ਕੂਲ-ਸਹਾਇਤਾ
kos	0.500	0.471	0.407	ਕੋਸ
kosher	0.469	0.443	0.312	ਕੋਸ਼ਰ
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	ਕ੍ਰਿਸ
kryptonite	0.306	0.690	0.588	ਕ੍ਰਿਪਟੋਨਾਈਟ
kudos	0.925	0.587	0.642	ਸ਼ਲਾਘਾ
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	ਲੈਬ
label	0.582	0.245	0.423	ਲੇਬਲ
labor	0.594	0.639	0.754	ਕਿਰਤ
laboratory	0.571	0.490	0.537	ਪ੍ਰਯੋਗਸ਼ਾਲਾ
labored	0.646	0.451	0.637	ਮਿਹਨਤ ਕੀਤੀ
laborer	0.561	0.510	0.698	ਮਜ਼ਦੂਰ
laboring	0.705	0.644	0.737	ਮਿਹਨਤ
laborious	0.393	0.635	0.709	ਮਿਹਨਤੀ
labyrinth	0.479	0.811	0.491	ਭੁਲੱਕੜ
lac	0.408	0.418	0.331	ਲੱਖ
lace	0.625	0.200	0.293	ਕਿਨਾਰੀ
laceration	0.143	0.667	0.443	ਜੜ
lack	0.250	0.365	0.242	ਕਮੀ
lackey	0.260	0.510	0.166	ਲਾਚੀ
lacking	0.229	0.375	0.121	ਕਮੀ
lackluster	0.250	0.311	0.264	ਕਮਜ਼ੋਰ
lacquer	0.510	0.353	0.258	ਲੱਖ
lacrosse	0.573	0.656	0.509	ਲੈਕਰੋਸ
lactose	0.479	0.290	0.433	ਲੈਕਟੋਜ਼
lad	0.637	0.388	0.336	ਮੁੰਡਾ
ladder	0.560	0.438	0.358	ਪੌੜੀ
laddie	0.668	0.539	0.391	ਲਾਡੀ
laden	0.392	0.478	0.554	ਲੱਦਿਆ
lading	0.388	0.463	0.409	ਲੱਦਣਾ
ladle	0.531	0.368	0.352	ਲਾਡਲ
lady	0.854	0.481	0.602	ਔਰਤ
lady bug	0.490	0.434	0.381	ਮਹਿਲਾ ਬੱਗ
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ਔਰਤ ਵਰਗਾ
ladyship	0.561	0.480	0.822	ਲੇਡੀਸ਼ਿਪ
lag	0.220	0.375	0.246	ਪਛੜ
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	ਪਛੜ ਰਿਹਾ ਹੈ
lagoon	0.660	0.231	0.373	ਝੀਲ
lair	0.469	0.438	0.392	ਖੂੰਹ
laity	0.510	0.320	0.487	ਆਮ ਆਦਮੀ
lake	0.694	0.196	0.425	ਝੀਲ
lama	0.560	0.320	0.400	ਲਾਮਾ
lamb	0.646	0.284	0.321	ਭੇੜ ਦਾ ਬੱਚਾ
lame	0.145	0.410	0.217	ਲੰਗੜਾ
lament	0.198	0.398	0.352	ਵਿਰਲਾਪ
lamenting	0.156	0.390	0.254	ਵਿਰਲਾਪ
lamina	0.510	0.314	0.408	ਲਾਮਿਨਾ
laminated	0.417	0.304	0.373	ਲੈਮੀਨੇਟਡ
lamp	0.510	0.260	0.309	ਦੀਵਾ
lamppost	0.420	0.337	0.455	ਲੈਂਪ ਦੇ ਨਾਲ ਖੰਭਾ
lance	0.406	0.620	0.587	ਲਾਂਸ
lancer	0.417	0.528	0.519	ਲੈਂਸਰ
land	0.582	0.260	0.616	ਜ਼ਮੀਨ
landed	0.709	0.620	0.480	ਉਤਰੇ
landfall	0.521	0.434	0.407	ਲੈਂਡਫਾਲ
landfill	0.398	0.423	0.324	ਲੈਂਡਫਿਲ
landing	0.552	0.696	0.596	ਲੈਂਡਿੰਗ
landlady	0.677	0.303	0.417	ਮਕਾਨ ਮਾਲਕਣ
landlocked	0.280	0.391	0.367	ਲੈਂਡਲਾਕ
landlord	0.684	0.500	0.858	ਮਕਾਨ ਮਾਲਕ
landmark	0.694	0.355	0.681	ਮੀਲ ਪੱਥਰ
lands	0.594	0.280	0.492	ਜ਼ਮੀਨਾਂ
landscape	0.719	0.176	0.423	ਲੈਂਡਸਕੇਪ
landscaping	0.823	0.379	0.519	ਲੈਂਡਸਕੇਪਿੰਗ
landslide	0.250	0.864	0.530	ਜ਼ਮੀਨ ਖਿਸਕਣ
lane	0.449	0.490	0.451	ਲੇਨ
language	0.677	0.337	0.704	ਭਾਸ਼ਾ
languid	0.281	0.270	0.283	ਸੁਸਤ
languish	0.235	0.408	0.382	ਸੁਸਤ
languishing	0.308	0.459	0.353	ਸੁਸਤ
lanky	0.412	0.426	0.370	ਕਮਜ਼ੋਰ
lantern	0.622	0.250	0.243	ਲਾਲਟੈਨ
lap	0.583	0.510	0.412	ਗੋਦੀ
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	ਭੁੱਲ
lapsed	0.357	0.333	0.276	ਖਤਮ ਹੋ ਗਿਆ
laptop	0.724	0.270	0.519	ਲੈਪਟਾਪ
larceny	0.272	0.821	0.454	ਚੋਰੀ
lard	0.427	0.239	0.179	ਚਰਬੀ
larder	0.656	0.290	0.509	larder
large	0.704	0.565	0.736	ਵੱਡਾ
larger	0.729	0.654	0.763	ਵੱਡਾ
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	ਲਾਰਵਾ
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	ਲਾਸਗਨਾ
laser	0.469	0.531	0.769	ਲੇਜ਼ਰ
lash	0.235	0.794	0.609	ਝਟਕਾ
lass	0.656	0.536	0.433	ਕੁੜੀ
lasso	0.438	0.460	0.339	ਲੱਸੋ
lastday	0.309	0.580	0.463	ਆਖਰੀ ਦਿਨ
lasting	0.804	0.535	0.745	ਸਥਾਈ
lastminute	0.418	0.582	0.385	ਆਖਰੀ ਮਿੰਟ
latch	0.395	0.263	0.288	ਕੁੰਡੀ
late	0.245	0.358	0.315	ਦੇਰ ਨਾਲ
lateness	0.214	0.388	0.343	ਦੇਰੀ
latent	0.469	0.500	0.653	ਗੁਪਤ
lateral	0.469	0.370	0.322	ਪਾਸੇ ਦਾ
laterally	0.562	0.255	0.450	ਬਾਅਦ ਵਿੱਚ
latex	0.479	0.413	0.325	ਲੈਟੇਕਸ
lathe	0.510	0.450	0.425	ਖਰਾਦ
lather	0.635	0.327	0.313	ਝੱਗ
latitude	0.562	0.306	0.490	ਵਿਥਕਾਰ
latrine	0.380	0.353	0.176	ਲੈਟਰੀਨ
latrines	0.214	0.462	0.267	ਲੈਟਰੀਨ
latte	0.615	0.320	0.311	ਲੈਟੇ
lattice	0.406	0.420	0.349	ਜਾਲੀ
laud	0.493	0.427	0.383	ਸ਼ਲਾਘਾ
laudable	0.740	0.472	0.682	ਸ਼ਲਾਘਾਯੋਗ
laudation	0.542	0.547	0.623	ਪ੍ਰਸ਼ੰਸਾ
laudatory	0.612	0.417	0.450	ਸ਼ਲਾਘਾਯੋਗ
laugh	0.980	0.639	0.587	ਹਾਸਾ
laughable	0.592	0.627	0.298	ਹਾਸੇਦਾਰ
laughing	0.906	0.596	0.534	ਹੱਸਣਾ
laughingstock	0.427	0.779	0.312	ਹਾਸੇ ਦਾ ਸਟਾਕ
laughs	0.812	0.846	0.425	ਹੱਸਦਾ ਹੈ
laughter	0.959	0.654	0.588	ਹਾਸਾ
launch	0.684	0.814	0.598	ਲਾਂਚ ਕਰੋ
launcher	0.677	0.745	0.808	ਲਾਂਚਰ
launches	0.490	0.663	0.602	ਲਾਂਚ ਕਰਦਾ ਹੈ
launder	0.479	0.450	0.349	ਧੋਣਾ
laundering	0.439	0.327	0.444	ਧੋਖਾਧੜੀ
laundry	0.644	0.292	0.377	ਲਾਂਡਰੀ
laureate	0.724	0.402	0.702	ਜੇਤੂ
laurel	0.646	0.146	0.302	ਲੌਰੇਲ
laurels	0.684	0.279	0.545	ਮਾਣ
lava	0.280	0.539	0.615	ਲਾਵਾ
lavage	0.615	0.467	0.361	lavage
lavatory	0.510	0.400	0.259	ਪਖਾਨਾ
lavender	0.812	0.198	0.388	ਲਵੈਂਡਰ
lavish	0.792	0.648	0.730	ਸ਼ਾਨਦਾਰ
law	0.740	0.590	0.815	ਕਾਨੂੰਨ
lawful	0.660	0.394	0.780	ਕਾਨੂੰਨੀ
lawless	0.219	0.690	0.420	ਕਾਨੂੰਨਹੀਣ
lawlessness	0.156	0.804	0.509	ਕੁਧਰਮ
lawman	0.510	0.523	0.786	ਕਾਨੂੰਨਦਾਨ
lawn	0.686	0.153	0.192	ਲਾਅਨ
lawnmower	0.480	0.531	0.355	ਲਾਅਨ ਮੋਵਰ
lawsuit	0.219	0.794	0.611	ਮੁਕੱਦਮੇ
lawyer	0.521	0.569	0.784	ਵਕੀਲ
lax	0.430	0.401	0.300	ਢਿੱਲ
laxative	0.271	0.550	0.528	ਜੁਲਾਬ
lay	0.521	0.336	0.491	ਰੱਖਣਾ
layaway	0.429	0.510	0.451	layway
layer	0.500	0.208	0.366	ਪਰਤ
layered	0.571	0.306	0.436	ਲੇਅਰਡ
layman	0.531	0.339	0.424	ਆਮ ਆਦਮੀ
layout	0.615	0.442	0.557	ਖਾਕਾ
layover	0.520	0.355	0.500	ਛੁੱਟੀ
laziness	0.271	0.240	0.132	ਆਲਸ
lazy	0.392	0.264	0.096	ਆਲਸੀ
lazyday	0.337	0.319	0.145	ਆਲਸੀ ਦਿਨ
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	ਲੀਡ
leaded	0.439	0.625	0.595	ਅਗਵਾਈ ਕੀਤੀ
leader	0.833	0.582	0.926	ਨੇਤਾ
leadership	0.870	0.690	0.983	ਲੀਡਰਸ਼ਿਪ
leading	0.823	0.698	0.954	ਮੋਹਰੀ
leads	0.530	0.471	0.615	ਅਗਵਾਈ ਕਰਦਾ ਹੈ
leaf	0.583	0.156	0.294	ਪੱਤਾ
leaflet	0.490	0.206	0.375	ਪਰਚਾ
leafy	0.653	0.530	0.700	ਪੱਤੇਦਾਰ
league	0.656	0.340	0.462	ਲੀਗ
leak	0.378	0.833	0.520	ਲੀਕ
leakage	0.188	0.731	0.528	ਲੀਕੇਜ
leaky	0.170	0.686	0.288	ਲੀਕੀ
lean	0.734	0.353	0.438	ਕਮਜ਼ੋਰ
leaned	0.570	0.373	0.490	ਝੁਕਿਆ
leaning	0.480	0.409	0.352	ਝੁਕਣਾ
leap	0.750	0.663	0.667	ਛਾਲ
learn	0.833	0.643	0.829	ਸਿੱਖੋ
learned	0.704	0.462	0.543	ਸਿੱਖਿਆ
learner	0.698	0.475	0.398	ਸਿੱਖਣ ਵਾਲਾ
learning	0.833	0.588	0.574	ਸਿੱਖਣਾ
lease	0.520	0.463	0.545	ਲੀਜ਼
leash	0.320	0.347	0.427	ਜੰਜੀਰ
leather	0.510	0.324	0.341	ਚਮੜਾ
leathery	0.418	0.471	0.411	ਚਮੜੇ ਵਾਲਾ
leave	0.375	0.315	0.295	ਛੱਡੋ
leavemealone	0.240	0.472	0.402	ਮੈਨੂੰ ਇਕੱਲਾ ਛੱਡ ਦਿਓ
leaving	0.163	0.542	0.371	ਛੱਡਣਾ
lecherous	0.135	0.704	0.376	ਕੋਝਾ
lecture	0.594	0.462	0.737	ਲੈਕਚਰ
lecturer	0.677	0.549	0.736	ਲੈਕਚਰਾਰ
ledge	0.406	0.235	0.339	ਕਿਨਾਰੀ
ledger	0.510	0.362	0.609	ਬਹੀ
lee	0.510	0.269	0.296	ਲੀ
leech	0.250	0.623	0.268	ਲੀਚ
leeches	0.115	0.698	0.295	ਲੀਚ
leer	0.612	0.348	0.509	ਲੀਰ
leery	0.337	0.640	0.410	ਲੀਰੀ
lees	0.360	0.567	0.406	ਲੀਸ
leeway	0.562	0.577	0.569	ਛੋਟ
left	0.354	0.370	0.361	ਛੱਡ ਦਿੱਤਾ
leftout	0.229	0.365	0.245	ਬਾਹਰ ਛੱਡ ਦਿੱਤਾ
leftover	0.490	0.460	0.222	ਬਚੇ ਹੋਏ
leftovers	0.219	0.350	0.116	ਬਚਿਆ ਹੋਇਆ
lefty	0.490	0.406	0.379	ਖੱਬਾ
leg	0.510	0.373	0.313	ਲੱਤ
legacy	0.792	0.529	0.827	ਵਿਰਾਸਤ
legal	0.653	0.387	0.887	ਕਾਨੂੰਨੀ
legality	0.765	0.343	0.713	ਕਾਨੂੰਨੀਤਾ
legalize	0.510	0.460	0.818	ਕਾਨੂੰਨੀ ਬਣਾਉਣਾ
legalized	0.760	0.440	0.855	ਨੂੰ ਕਾਨੂੰਨੀ
legally	0.771	0.482	0.842	ਕਾਨੂੰਨੀ ਤੌਰ 'ਤੇ
legend	0.837	0.519	0.750	ਦੰਤਕਥਾ
legendary	0.857	0.537	0.863	ਮਹਾਨ
legibility	0.771	0.481	0.580	ਸਪਸ਼ਟਤਾ
legible	0.673	0.279	0.509	ਪੜ੍ਹਨਯੋਗ
legion	0.469	0.570	0.852	ਫੌਜ
legislate	0.571	0.582	0.736	ਕਾਨੂੰਨ
legislation	0.531	0.418	0.808	ਕਾਨੂੰਨ
legislative	0.633	0.365	0.800	ਵਿਧਾਨਕ
legislator	0.490	0.580	0.877	ਵਿਧਾਇਕ
legislature	0.540	0.435	0.698	ਵਿਧਾਨ ਸਭਾ
legit	0.747	0.427	0.849	ਕਾਨੂੰਨੀ
legitimacy	0.823	0.420	0.855	ਜਾਇਜ਼ਤਾ
legitimate	0.792	0.363	0.841	ਜਾਇਜ਼
lego	0.600	0.294	0.189	ਲੇਗੋ
legs	0.479	0.407	0.228	ਲੱਤਾਂ
legume	0.520	0.302	0.465	ਫਲ਼ੀ
legwork	0.622	0.560	0.509	ਪੈਰ ਦਾ ਕੰਮ
leisure	0.631	0.429	0.421	ਆਰਾਮ
leisurely	0.806	0.250	0.367	ਆਰਾਮ ਨਾਲ
lemma	0.530	0.284	0.391	ਲੇਮਾ
lemon	0.596	0.317	0.316	ਨਿੰਬੂ
lemonade	0.661	0.287	0.412	ਨੀਂਬੂ ਦਾ ਸ਼ਰਬਤ
lend	0.520	0.461	0.508	ਉਧਾਰ ਦੇਣਾ
lender	0.340	0.520	0.703	ਰਿਣਦਾਤਾ
lending	0.510	0.585	0.462	ਉਧਾਰ
length	0.479	0.308	0.533	ਲੰਬਾਈ
lengthen	0.619	0.481	0.566	ਲੰਮਾ ਕਰਨਾ
lengthened	0.448	0.530	0.474	ਲੰਬਾ ਕੀਤਾ
lengthening	0.673	0.530	0.528	ਲੰਬਾ ਕਰਨਾ
lengthwise	0.571	0.470	0.528	ਲੰਬਾਈ ਅਨੁਸਾਰ
lengthy	0.570	0.342	0.528	ਲੰਬਾ
leniency	0.517	0.436	0.545	ਨਰਮੀ
lenient	0.520	0.451	0.340	ਨਰਮ
lens	0.420	0.245	0.472	ਲੈਂਸ
leopard	0.542	0.755	0.611	ਚੀਤਾ
leotard	0.510	0.429	0.391	leotard
leper	0.075	0.589	0.206	ਕੋੜ੍ਹੀ
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	ਕੋੜ੍ਹ
lesion	0.240	0.623	0.361	ਜਖਮ
less	0.265	0.240	0.115	ਘੱਟ
lessee	0.417	0.474	0.595	ਪਟੇਦਾਰ
lessen	0.235	0.284	0.255	ਘੱਟ
lessening	0.375	0.300	0.277	ਘਟਾਉਣਾ
lesser	0.396	0.167	0.211	ਘੱਟ
lesson	0.704	0.577	0.593	ਪਾਠ
lessor	0.552	0.490	0.623	ਕਿਰਾਏਦਾਰ
let	0.427	0.373	0.307	ਚਲੋ
lethal	0.156	0.800	0.745	ਘਾਤਕ
lethargic	0.214	0.245	0.375	ਸੁਸਤ
lethargy	0.194	0.302	0.316	ਸੁਸਤੀ
letter	0.635	0.279	0.342	ਪੱਤਰ
lettered	0.542	0.361	0.482	ਚਿੱਠੀ ਲਿਖੀ
letterhead	0.450	0.316	0.462	ਲੈਟਰਹੈੱਡ
lettering	0.541	0.180	0.431	ਅੱਖਰ
letters	0.663	0.327	0.364	ਅੱਖਰ
lettuce	0.594	0.163	0.291	ਸਲਾਦ
leukemia	0.094	0.572	0.351	leukemia
levee	0.520	0.324	0.490	ਲੇਵੀ
level	0.622	0.277	0.491	ਪੱਧਰ
lever	0.400	0.343	0.402	ਲੀਵਰ
leverage	0.459	0.500	0.629	ਲਾਭ
levitate	0.561	0.598	0.551	levitate
levy	0.438	0.420	0.491	ਲੇਵੀ
lewd	0.188	0.673	0.412	ਅਸ਼ਲੀਲ
lexicon	0.561	0.463	0.615	ਕੋਸ਼
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	ਦੇਣਦਾਰੀਆਂ
liability	0.646	0.500	0.802	ਦੇਣਦਾਰੀ
liable	0.656	0.519	0.821	ਜਵਾਬਦੇਹ
liaison	0.698	0.337	0.472	ਸੰਪਰਕ
liar	0.042	0.606	0.339	ਝੂਠਾ
libel	0.128	0.694	0.403	ਬਦਨਾਮੀ
libelous	0.125	0.735	0.436	ਬਦਨਾਮ
liberal	0.565	0.565	0.755	ਉਦਾਰ
liberalism	0.562	0.712	0.750	ਉਦਾਰਵਾਦ
liberate	0.760	0.632	0.708	ਆਜ਼ਾਦ ਕਰਨਾ
liberated	0.780	0.630	0.683	ਆਜ਼ਾਦ ਕੀਤਾ
liberating	0.915	0.620	0.745	ਮੁਕਤੀ
liberation	0.745	0.614	0.857	ਮੁਕਤੀ
liberty	0.938	0.579	0.836	ਆਜ਼ਾਦੀ
libido	0.770	0.602	0.571	ਕਾਮਵਾਸਨਾ
librarian	0.625	0.135	0.509	ਲਾਇਬ੍ਰੇਰੀਅਨ
library	0.776	0.122	0.549	ਲਾਇਬ੍ਰੇਰੀ
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	ਜੂਆਂ
license	0.500	0.394	0.702	ਲਾਇਸੰਸ
lichen	0.418	0.388	0.463	lichen
lick	0.470	0.482	0.330	ਚੱਟਣਾ
licorice	0.677	0.310	0.400	licorice
lid	0.490	0.189	0.255	ਢੱਕਣ
lie	0.130	0.725	0.272	ਝੂਠ
liege	0.479	0.426	0.452	ਲੀਗ
lien	0.396	0.580	0.441	ਅਧਿਕਾਰ
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	ਲੈਫਟੀਨੈਂਟ
life	0.918	0.615	0.824	ਜੀਵਨ
lifeblood	0.673	0.690	0.708	ਜੀਵਨ ਦਾ ਖੂਨ
lifeboat	0.724	0.425	0.533	ਜੀਵਨ ਕਿਸ਼ਤੀ
lifeguard	0.870	0.606	0.786	ਲਾਈਫਗਾਰਡ
lifeisgood	0.812	0.575	0.611	ਜੀਵਨ ਚੰਗਾ
lifeless	0.042	0.333	0.163	ਬੇਜਾਨ
lifelike	0.776	0.567	0.765	ਜੀਵਨ ਵਰਗਾ
lifeline	0.735	0.552	0.496	ਜੀਵਨ ਰੇਖਾ
lifelong	0.823	0.330	0.640	ਜੀਵਨ ਭਰ
lifer	0.427	0.519	0.398	ਜੀਵਨ
lifesaver	0.908	0.745	0.703	ਜੀਵਨ ਬਚਾਉਣ ਵਾਲਾ
lifestyle	0.750	0.472	0.645	ਜੀਵਨ ਸ਼ੈਲੀ
lifesucks	0.167	0.637	0.377	lifesucks
lifetime	0.816	0.559	0.736	ਜੀਵਨ ਭਰ
lift	0.704	0.518	0.656	ਲਿਫਟ
lifted	0.714	0.441	0.657	ਚੁੱਕ ਲਿਆ
liftoff	0.531	0.667	0.588	liftoff
ligament	0.490	0.410	0.510	ਲਿਗਾਮੈਂਟ
ligation	0.344	0.423	0.396	ਬੰਧਨ
ligature	0.478	0.430	0.447	ਲਿਗਚਰ
light	0.771	0.320	0.519	ਰੋਸ਼ਨੀ
light year	0.719	0.425	0.593	ਪ੍ਰਕਾਸ਼ ਸਾਲ
lightbulb	0.573	0.255	0.302	ਰੋਸ਼ਨੀ ਵਾਲਾ ਬੱਲਬ
lighten	0.688	0.438	0.362	ਹਲਕਾ
lightheaded	0.347	0.620	0.255	ਹਲਕੇ ਸਿਰ
lighthouse	0.622	0.240	0.510	ਲਾਈਟਹਾਊਸ
lighting	0.765	0.440	0.750	ਰੋਸ਼ਨੀ
