English Word	Valence	Arousal	Dominance	Telugu Word
hypothermia	0.184	0.620	0.301	అల్పోష్ణస్థితి
hypothesis	0.552	0.370	0.509	పరికల్పన
hypothetical	0.480	0.367	0.361	ఊహాజనిత
hysterectomy	0.178	0.660	0.470	గర్భాశయ శస్త్రచికిత్స
hysteria	0.224	0.906	0.482	హిస్టీరియా
hysterical	0.290	0.942	0.398	హిస్టీరికల్
ibuprofen	0.448	0.427	0.504	ఇబుప్రోఫెన్
ice	0.440	0.265	0.219	మంచు
ice tea	0.771	0.337	0.336	చల్లని తేనీరు
iceberg	0.344	0.540	0.648	మంచుకొండ
icebox	0.560	0.222	0.370	మంచు పెట్టె
icebreaker	0.571	0.545	0.848	ఐస్ బ్రేకర్
iced	0.564	0.482	0.339	మంచుతో కూడిన
icing	0.688	0.452	0.411	ఐసింగ్
icky	0.357	0.510	0.342	చికాకు
icon	0.549	0.349	0.415	చిహ్నం
iconic	0.583	0.537	0.700	ఐకానిక్
iconography	0.602	0.382	0.653	ఐకానోగ్రఫీ
icy	0.684	0.375	0.345	మంచుతో కూడిన
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	ఆలోచన
ideal	0.802	0.437	0.736	ఆదర్శవంతమైనది
idealism	0.635	0.436	0.689	ఆదర్శవాదం
idealist	0.816	0.510	0.802	ఆదర్శవాది
idealistic	0.812	0.469	0.755	ఆదర్శప్రాయమైన
identical	0.635	0.380	0.527	ఒకేలా
identically	0.667	0.427	0.487	ఒకేలా
identification	0.714	0.451	0.692	గుర్తింపు
identify	0.635	0.480	0.667	గుర్తించండి
identity	0.663	0.360	0.780	గుర్తింపు
ideology	0.573	0.344	0.692	భావజాలం
idiocy	0.112	0.635	0.137	మూర్ఖత్వం
idiom	0.520	0.337	0.445	యాస
idiomatic	0.531	0.429	0.516	ఇడియొమాటిక్
idiot	0.086	0.567	0.113	వెధవ
idiotic	0.104	0.620	0.170	మూర్ఖుడు
idiots	0.143	0.600	0.144	మూర్ఖులు
idle	0.179	0.167	0.112	పనిలేకుండా
idleness	0.308	0.330	0.228	పనిలేకుండా ఉండటం
idler	0.200	0.304	0.194	పనికిమాలినవాడు
idol	0.684	0.805	0.853	విగ్రహం
idolatry	0.365	0.571	0.625	విగ్రహారాధన
idolizing	0.676	0.712	0.643	విగ్రహారాధన
idyllic	0.571	0.394	0.593	రమణీయమైన
iffy	0.380	0.442	0.333	ఇఫ్ఫీ
ifonly	0.406	0.250	0.255	ఉంటే మాత్రమే
igloo	0.569	0.302	0.345	ఇగ్లూ
igneous	0.469	0.466	0.517	అగ్నిశిల
ignite	0.458	0.785	0.675	మండించు
ignition	0.365	0.720	0.657	జ్వలన
ignorance	0.153	0.417	0.209	అజ్ఞానం
ignorant	0.102	0.461	0.223	అజ్ఞాని
ignore	0.146	0.230	0.295	పట్టించుకోకుండా
iguana	0.521	0.235	0.291	ఇగువానా
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	అనారోగ్యంతో
illegal	0.061	0.787	0.337	చట్టవిరుద్ధం
illegality	0.094	0.635	0.427	చట్టవిరుద్ధం
illegally	0.133	0.788	0.402	చట్టవిరుద్ధంగా
illegible	0.296	0.490	0.315	చదవలేని
illegitimate	0.184	0.644	0.302	చట్టవిరుద్ధమైన
illicit	0.188	0.794	0.390	అక్రమ
illiterate	0.120	0.410	0.151	నిరక్షరాస్యుడు
illness	0.098	0.717	0.211	రోగము
illogical	0.208	0.630	0.251	అశాస్త్రీయమైన
illuminate	0.905	0.646	0.782	ప్రకాశించు
illuminating	0.949	0.613	0.773	ప్రకాశించే
illumination	0.760	0.588	0.537	ప్రకాశం
illuminator	0.770	0.566	0.718	ప్రకాశించేవాడు
illusion	0.562	0.490	0.387	భ్రాంతి
illustrate	0.750	0.430	0.690	వర్ణించేందుకు
illustration	0.740	0.441	0.640	ఉదాహరణ
illustrative	0.771	0.452	0.647	దృష్టాంతమైన
illustrious	0.673	0.550	0.741	విశిష్టమైన
ilovechristmas	0.885	0.590	0.525	ఐలవ్ క్రిస్మస్
iloveher	0.750	0.519	0.556	నేను తనని ప్రేమిస్తున్నాను
image	0.653	0.241	0.453	చిత్రం
imagery	0.653	0.327	0.390	ఊహాచిత్రాలు
imaginable	0.613	0.529	0.596	ఊహించదగినది
imaginary	0.560	0.424	0.310	ఊహాత్మకమైన
imagination	0.802	0.491	0.547	ఊహ
imaginative	0.780	0.541	0.593	ఊహాత్మకమైనది
imagine	0.759	0.480	0.587	ఊహించుకోండి
imagined	0.656	0.412	0.418	ఊహించారు
imaging	0.724	0.394	0.482	ఇమేజింగ్
imagining	0.765	0.458	0.545	ఊహించుకుంటున్నాను
imam	0.527	0.337	0.539	ఇమామ్
imbalance	0.115	0.538	0.264	అసమతుల్యత
imbecile	0.082	0.569	0.260	నిష్కళంకమైన
imbedded	0.406	0.580	0.562	పొందుపరచబడిన
imissyou	0.480	0.608	0.344	నేను నిన్ను మిస్ అవుతున్నాను
imitate	0.469	0.561	0.336	అనుకరించు
imitated	0.333	0.391	0.442	అనుకరించారు
imitation	0.406	0.592	0.343	అనుకరణ
immaculate	0.698	0.330	0.688	నిష్కళంకమైన
immaterial	0.296	0.309	0.295	నిరాకారమైనది
immature	0.114	0.500	0.200	పరిపక్వత లేని
immaturity	0.146	0.567	0.221	అపరిపక్వత
immeasurable	0.510	0.539	0.712	కొలవలేనిది
immeasurably	0.510	0.640	0.680	అపరిమితంగా
immediacy	0.635	0.630	0.627	తక్షణం
immediate	0.656	0.548	0.716	వెంటనే
immediately	0.552	0.780	0.707	తక్షణమే
immemorial	0.327	0.469	0.454	అనాది
immense	0.755	0.750	0.811	అపారమైన
immerse	0.510	0.577	0.509	ముంచుతారు
immersion	0.510	0.556	0.564	నిమజ్జనం
immigrant	0.357	0.663	0.509	వలసదారు
immigration	0.390	0.667	0.454	వలస వచ్చు
imminent	0.490	0.784	0.643	ఆసన్న
immobile	0.225	0.217	0.298	కదలలేని
immoral	0.143	0.622	0.385	అనైతికమైన
immorality	0.188	0.689	0.315	అనైతికత
immortal	0.812	0.750	0.795	చిరంజీవుడు
immortality	0.688	0.635	0.861	అమరత్వం
immovable	0.480	0.310	0.571	కదలని
immune	0.629	0.472	0.780	రోగనిరోధక
immunity	0.633	0.316	0.786	రోగనిరోధక శక్తి
immunization	0.667	0.510	0.733	రోగనిరోధకత
immutable	0.427	0.431	0.571	మార్పులేని
imp	0.350	0.448	0.420	ఇంప్
impact	0.469	0.884	0.776	ప్రభావం
impair	0.153	0.500	0.360	బలహీనపరుస్తాయి
impaired	0.130	0.459	0.269	మందగించిన
impairment	0.170	0.571	0.220	బలహీనత
impart	0.521	0.441	0.694	ప్రసాదించు
impartial	0.531	0.406	0.685	నిష్పాక్షికమైన
impartiality	0.622	0.394	0.616	నిష్పాక్షికత
impassable	0.342	0.458	0.553	దుర్గమమైనది
impassioned	0.740	0.780	0.802	ఉద్రేకంతో
impatience	0.278	0.780	0.411	అసహనం
impatient	0.250	0.708	0.429	అసహనం
impatiently	0.194	0.750	0.539	అసహనంగా
impeach	0.208	0.776	0.664	అభిశంసన
impeachment	0.163	0.735	0.694	అభిశంసన
impeccable	0.833	0.370	0.824	నిష్కళంకమైన
impede	0.271	0.510	0.604	అడ్డుకుంటుంది
impediment	0.163	0.600	0.409	అడ్డంకి
impelled	0.604	0.741	0.690	ప్రేరేపించబడ్డాడు
impending	0.480	0.735	0.752	రాబోయే
impenetrable	0.531	0.577	0.839	అభేద్యమైన
imperative	0.625	0.647	0.708	అత్యవసరం
imperceptible	0.378	0.490	0.548	గ్రహించలేని
imperfect	0.173	0.527	0.202	అసంపూర్ణమైన
imperfection	0.190	0.567	0.321	అసంపూర్ణత
imperfectly	0.297	0.481	0.330	అసంపూర్ణంగా
imperial	0.669	0.646	0.922	సామ్రాజ్య
imperialist	0.284	0.786	0.833	సామ్రాజ్యవాద
impermeable	0.510	0.308	0.558	ప్రవేశించలేని
impermissible	0.188	0.464	0.352	అనుమతి లేని
impersonal	0.316	0.356	0.472	వ్యక్తిత్వం లేని
impersonate	0.510	0.632	0.591	వేషధారణ
impersonation	0.375	0.618	0.528	వేషధారణ
impersonator	0.469	0.586	0.406	వేషధారి
impertinence	0.170	0.653	0.420	అసమర్థత
impertinent	0.219	0.826	0.373	అసంబద్ధమైన
impervious	0.582	0.408	0.536	చొరబడని
impetuous	0.602	0.814	0.712	ఆవేశపూరితమైన
impetus	0.521	0.740	0.635	ప్రేరణ
implacable	0.569	0.663	0.830	నిష్కళంకమైన
implant	0.429	0.510	0.588	ఇంప్లాంట్
implantation	0.396	0.604	0.741	ఇంప్లాంటేషన్
implanted	0.347	0.500	0.679	అమర్చారు
implement	0.720	0.573	0.792	అమలు
implicate	0.250	0.670	0.434	చిక్కుముడి
implicated	0.354	0.673	0.438	చిక్కుబడ్డ
implication	0.337	0.528	0.690	తాత్పర్యం
implied	0.327	0.530	0.481	సూచించింది
implore	0.396	0.650	0.377	ప్రార్థించు
implosion	0.412	0.724	0.547	ప్రేలుడు
imply	0.542	0.670	0.533	సూచిస్తుంది
impolite	0.167	0.590	0.282	మర్యాద లేని
import	0.615	0.480	0.623	దిగుమతి
importance	0.750	0.580	0.864	ప్రాముఖ్యత
important	0.827	0.630	0.836	ముఖ్యమైన
importation	0.625	0.500	0.733	దిగుమతి
impose	0.503	0.721	0.745	విధిస్తాయి
imposing	0.392	0.731	0.836	విధించడం
imposition	0.357	0.604	0.618	విధించడం
impossibility	0.170	0.625	0.306	అసంభవం
impossible	0.153	0.510	0.407	అసాధ్యం
impostor	0.135	0.704	0.442	మోసగాడు
impotence	0.198	0.689	0.224	నపుంసకత్వము
impotent	0.146	0.587	0.333	నపుంసకుడు
impound	0.230	0.587	0.583	స్వాధీనం
impoverished	0.125	0.311	0.203	దరిద్రం
impracticable	0.398	0.549	0.381	ఆచరణ సాధ్యం కానిది
impractical	0.160	0.373	0.291	ఆచరణ సాధ్యం కానిది
impregnable	0.378	0.549	0.667	అభేద్యమైన
impregnate	0.510	0.721	0.655	ఫలదీకరణము
impress	0.816	0.744	0.895	ఆకట్టుకుంటారు
impressed	0.806	0.770	0.429	ఆకట్టుకున్నాడు
impression	0.684	0.557	0.577	ముద్ర
impressionable	0.827	0.720	0.645	ఆకట్టుకునే
impressive	0.781	0.830	0.873	ఆకట్టుకునే
imprint	0.615	0.574	0.685	ముద్రణ
imprison	0.112	0.829	0.545	ఖైదు
imprisoned	0.032	0.717	0.302	ఖైదు చేయబడింది
imprisonment	0.133	0.630	0.471	జైలు శిక్ష
improbable	0.097	0.412	0.439	అసంభవం
impromptu	0.541	0.729	0.415	ఆశువుగా
improper	0.229	0.520	0.259	సరికాని
impropriety	0.133	0.591	0.389	అక్రమము
improve	0.833	0.528	0.815	మెరుగు
improved	0.919	0.480	0.679	మెరుగైన
improvement	0.786	0.500	0.611	అభివృద్ధి
improves	0.929	0.625	0.727	మెరుగుపరుస్తుంది
improving	0.911	0.510	0.682	మెరుగుపరుస్తోంది
improvisation	0.631	0.812	0.529	మెరుగుదల
improvise	0.646	0.650	0.519	మెరుగుపరుస్తాయి
improvised	0.610	0.673	0.443	మెరుగుపర్చారు
imprudent	0.170	0.676	0.265	వివేకం లేని
impudence	0.214	0.500	0.472	దురభిమానం
impudent	0.302	0.604	0.462	అవమానకరమైన
impulse	0.530	0.840	0.611	ప్రేరణ
impulsive	0.365	0.864	0.607	హఠాత్తుగా
impunity	0.313	0.721	0.602	శిక్షార్హత
impure	0.260	0.560	0.208	అపవిత్రమైనది
impurity	0.173	0.546	0.306	అపవిత్రత
imputation	0.333	0.654	0.621	ఆరోపణ
imtryingtosleep	0.438	0.363	0.385	నిద్రపోవడానికి ప్రయత్నిస్తుంది
inability	0.150	0.529	0.250	అసమర్థత
inaccessible	0.083	0.585	0.446	చేరలేని
inaccurate	0.135	0.450	0.250	సరికాని
inaction	0.323	0.225	0.325	నిష్క్రియాత్మకత
inactivate	0.245	0.240	0.415	నిష్క్రియం
inactivation	0.198	0.260	0.220	నిష్క్రియం
inactive	0.271	0.167	0.159	నిష్క్రియ
inactivity	0.135	0.143	0.227	నిష్క్రియాత్మకత
inadequacy	0.286	0.500	0.297	అసమర్థత
inadequate	0.122	0.450	0.223	సరిపోని
inadequateness	0.240	0.529	0.316	అసమర్థత
inadmissible	0.188	0.636	0.389	ఆమోదయోగ్యం కాదు
inadvertent	0.365	0.368	0.286	అనుకోకుండా
inadvertently	0.302	0.541	0.549	అనుకోకుండా
inaffable	0.388	0.518	0.455	చెప్పలేని
inalienable	0.437	0.459	0.608	విడదీయరానిది
inane	0.271	0.350	0.268	నిర్జీవమైన
inanimate	0.281	0.143	0.224	నిర్జీవమైన
inapplicable	0.281	0.402	0.330	వర్తించదు
inappropriate	0.135	0.542	0.353	తగని
inattention	0.208	0.433	0.188	అజాగ్రత్త
inaudible	0.280	0.398	0.358	వినబడని
inaugural	0.684	0.567	0.608	ప్రారంభోత్సవం
inaugurate	0.781	0.582	0.800	ప్రారంభోత్సవం
inauguration	0.847	0.712	0.769	ప్రారంభోత్సవం
inborn	0.590	0.288	0.546	పుట్టుకతో వచ్చిన
inbound	0.531	0.388	0.538	లోపలికి
inbred	0.397	0.520	0.473	సంతానోత్పత్తి
incalculable	0.449	0.620	0.679	లెక్కించలేని
incandescent	0.354	0.612	0.621	ప్రకాశించే
incantation	0.439	0.632	0.548	మంత్రోచ్ఛారణ
incapable	0.156	0.529	0.155	అసమర్థుడు
incapacity	0.052	0.500	0.217	అసమర్థత
incarceration	0.100	0.800	0.397	నిర్బంధం
incarnate	0.552	0.651	0.593	అవతారం
incase	0.580	0.196	0.365	ఒక వేళ
incendiary	0.281	0.810	0.598	దాహక
incense	0.698	0.275	0.328	ధూపం
incensed	0.338	0.643	0.392	మండిపడ్డాడు
incentive	0.812	0.618	0.718	ప్రోత్సాహకం
inception	0.604	0.425	0.561	ఆరంభం
incessant	0.438	0.760	0.544	ఎడతెరపి లేని
incessantly	0.417	0.765	0.606	నిరంతరాయంగా
incest	0.073	0.853	0.491	అక్రమ సంబంధం
incestuous	0.188	0.736	0.442	అక్రమసంబంధమైన
inch	0.481	0.327	0.300	అంగుళం
incidence	0.417	0.527	0.429	సంఘటన
incident	0.084	0.662	0.482	సంఘటన
incidental	0.281	0.610	0.404	సంఘటన
incidentally	0.479	0.500	0.500	యాదృచ్ఛికంగా
incineration	0.229	0.787	0.470	దహనం
incinerator	0.250	0.643	0.591	దహనం చేసేవాడు
incipient	0.442	0.382	0.430	ప్రారంభమైన
incision	0.240	0.663	0.558	కోత
incisive	0.380	0.602	0.545	కోత
incite	0.449	0.736	0.642	ప్రేరేపించు
incitement	0.302	0.943	0.598	ప్రేరేపించడం
inclement	0.260	0.676	0.616	ప్రతికూలత
inclination	0.378	0.490	0.538	వంపు
incline	0.490	0.423	0.345	వాలు
inclined	0.469	0.347	0.402	వొంపు
include	0.729	0.449	0.702	చేర్చండి
included	0.760	0.402	0.570	చేర్చబడింది
including	0.700	0.378	0.518	సహా
inclusion	0.774	0.404	0.712	చేర్చడం
inclusive	0.604	0.420	0.564	కలుపుకొని
incognito	0.610	0.490	0.446	అజ్ఞాతం
incoherent	0.122	0.612	0.250	అసంబద్ధమైన
income	0.750	0.510	0.728	ఆదాయం
incoming	0.660	0.509	0.596	ఇన్కమింగ్
incomparable	0.625	0.577	0.670	సాటిలేని
incompatible	0.196	0.500	0.310	అననుకూలమైనది
incompetence	0.077	0.551	0.208	అసమర్థత
incompetent	0.133	0.566	0.239	అసమర్థుడు
incomplete	0.153	0.370	0.205	అసంపూర్ణమైన
incompletely	0.344	0.442	0.232	అసంపూర్తిగా
incompleteness	0.271	0.451	0.234	అసంపూర్ణత
incomprehensible	0.250	0.550	0.344	అర్థంకానిది
inconceivable	0.198	0.552	0.561	ఊహించలేనిది
inconclusive	0.153	0.442	0.340	అసంపూర్తిగా
incongruous	0.177	0.504	0.343	అసంబద్ధమైన
inconsequential	0.250	0.480	0.345	అసందర్భమైన
inconsiderate	0.224	0.519	0.423	ఆలోచించని
inconsistency	0.125	0.480	0.314	అస్థిరత
inconsistent	0.271	0.431	0.295	అస్థిరమైన
inconspicuous	0.604	0.214	0.368	అస్పష్టమైన
incontinence	0.150	0.598	0.272	ఆపుకొనలేనిది
inconvenience	0.063	0.667	0.291	అసౌకర్యం
inconvenient	0.224	0.610	0.375	అసౌకర్యంగా
incorporate	0.745	0.612	0.571	పొందుపరచండి
incorporation	0.573	0.404	0.768	విలీనం
incorrect	0.140	0.569	0.255	తప్పు
incorrigible	0.130	0.667	0.500	సరిదిద్దలేని
increase	0.810	0.657	0.886	పెంచు
increased	0.684	0.660	0.773	పెరిగింది
incredible	0.857	0.796	0.902	అపురూపమైన
incredulous	0.286	0.510	0.269	నమ్మశక్యం కాని
increment	0.684	0.637	0.750	పెంపు
incriminate	0.188	0.810	0.416	నేరారోపణ
incriminating	0.133	0.788	0.500	నేరారోపణ
incrimination	0.152	0.865	0.545	నేరారోపణ
incubation	0.461	0.490	0.397	పొదిగే
incubator	0.510	0.435	0.405	ఇంక్యుబేటర్
incubus	0.458	0.529	0.482	ఇంక్యుబస్
incumbent	0.396	0.540	0.565	అధికారంలో ఉన్న
incur	0.312	0.667	0.495	కలుగుతాయి
incurable	0.104	0.667	0.255	నయం చేయలేని
incursion	0.552	0.830	0.719	చొరబాటు
indebted	0.138	0.698	0.275	అప్పులపాలయ్యాడు
indecency	0.135	0.670	0.491	అసభ్యత
indecent	0.083	0.683	0.240	అసభ్యకరమైన
indecision	0.184	0.480	0.196	అనిశ్చితి
indecisive	0.271	0.420	0.190	అనిశ్చిత
indefensible	0.173	0.647	0.484	రక్షించలేని
indefinite	0.448	0.292	0.296	నిరవధికంగా
indelible	0.490	0.337	0.591	చెరగని
indemnification	0.521	0.490	0.770	నష్టపరిహారం
indemnify	0.449	0.548	0.613	నష్టపరిహారం ఇవ్వండి
indemnity	0.470	0.607	0.692	నష్టపరిహారం
indent	0.479	0.346	0.379	ఇండెంట్
indentation	0.374	0.500	0.349	ఇండెంటేషన్
indenture	0.434	0.382	0.636	ఒప్పందము
independence	0.896	0.663	0.911	స్వాతంత్ర్యం
independent	0.885	0.440	0.872	స్వతంత్ర
indescribable	0.448	0.529	0.648	వర్ణించలేనిది
indestructible	0.772	0.731	0.853	నాశనం చేయలేని
indeterminate	0.360	0.402	0.322	అనిశ్చిత
index	0.448	0.268	0.342	సూచిక
indicate	0.594	0.350	0.676	సూచిస్తాయి
indicating	0.745	0.339	0.555	సూచిస్తోంది
indication	0.719	0.432	0.750	సూచన
indicative	0.510	0.510	0.591	సూచిక
indicator	0.573	0.451	0.670	సూచిక
indice	0.469	0.377	0.541	సూచిక
indict	0.188	0.731	0.458	నేరారోపణ
indictment	0.245	0.745	0.577	నేరారోపణ
indie	0.479	0.368	0.430	ఇండీ
indifference	0.265	0.417	0.299	ఉదాసీనత
indifferent	0.396	0.157	0.250	భిన్నంగానే
indigenous	0.500	0.509	0.552	స్వదేశీ
indigent	0.156	0.481	0.223	నిరుపేద
indigestion	0.204	0.610	0.182	అజీర్ణం
indignant	0.260	0.600	0.423	కోపము
indignation	0.173	0.778	0.431	ఆగ్రహం
indignity	0.167	0.500	0.306	అవమానం
indigo	0.514	0.365	0.473	నీలిమందు
indirect	0.385	0.402	0.330	పరోక్షంగా
indiscreet	0.177	0.587	0.342	విచక్షణ లేని
indiscretion	0.265	0.637	0.390	విచక్షణారహితం
indispensable	0.710	0.449	0.802	అనివార్యమైన
indisposed	0.122	0.519	0.206	అస్వస్థత
indistinct	0.255	0.340	0.360	అస్పష్టమైన
indistinguishable	0.346	0.458	0.548	గుర్తించలేని
individual	0.627	0.327	0.533	వ్యక్తిగత
individuality	0.612	0.469	0.527	వ్యక్తిత్వం
indivisible	0.646	0.398	0.580	విడదీయరాని
indoctrination	0.327	0.657	0.698	ఉపదేశము
indolent	0.177	0.381	0.259	ఉదాసీనత
indomitable	0.458	0.800	0.830	లొంగని
indoor	0.615	0.245	0.347	ఇండోర్
induce	0.257	0.606	0.684	ప్రేరేపించు
induced	0.397	0.471	0.491	ప్రేరిత
inducement	0.647	0.765	0.685	ప్రేరణ
induction	0.392	0.593	0.627	ప్రేరణ
indulge	0.833	0.716	0.669	మునిగిపోతారు
indulgence	0.479	0.490	0.517	భోగము
indulgent	0.560	0.481	0.529	భోగము చేయు
industrial	0.469	0.600	0.875	పారిశ్రామిక
industrialist	0.562	0.633	0.843	పారిశ్రామికవేత్త
industrious	0.720	0.537	0.791	శ్రమజీవులు
industry	0.650	0.447	0.836	పరిశ్రమ
ineffable	0.551	0.577	0.585	వర్ణించలేనిది
ineffective	0.093	0.422	0.094	అసమర్థమైనది
ineffectual	0.163	0.412	0.200	అసమర్థమైనది
inefficiency	0.092	0.466	0.181	అసమర్థత
inefficient	0.190	0.460	0.173	అసమర్థమైనది
inelastic	0.396	0.426	0.385	అస్థిరమైన
ineligible	0.143	0.377	0.457	అనర్హులు
inept	0.156	0.418	0.209	పనికిరాని
ineptitude	0.177	0.471	0.250	అసమర్థత
inequality	0.122	0.575	0.259	అసమానత
inequitable	0.281	0.519	0.373	అసమానమైన
inert	0.323	0.180	0.319	జడ
inertia	0.344	0.288	0.322	జడత్వం
inevitable	0.316	0.419	0.623	అనివార్యమైన
inexact	0.153	0.459	0.170	సరికాని
inexcusable	0.271	0.582	0.546	క్షమించరానిది
inexhaustible	0.602	0.541	0.643	తరగని
inexpensive	0.694	0.414	0.260	చవకైన
inexperience	0.208	0.614	0.151	అనుభవం లేని
inexperienced	0.281	0.473	0.231	అనుభవం లేని
inexplicable	0.224	0.635	0.443	వివరించలేని
inexpressible	0.198	0.608	0.364	వర్ణించలేనిది
infallibility	0.583	0.663	0.764	దోషరహితము
infallible	0.776	0.687	0.809	తప్పుపట్టలేని
infamous	0.146	0.580	0.472	అపఖ్యాతి పాలైన
infamy	0.177	0.676	0.421	అపకీర్తి
infancy	0.750	0.399	0.370	పసితనం
infant	0.802	0.431	0.328	శిశువు
infanticide	0.167	0.856	0.443	శిశుహత్య
infantile	0.604	0.382	0.259	శిశువుల
infantry	0.531	0.684	0.791	పదాతి దళం
infarct	0.080	0.846	0.386	ఇన్ఫార్క్ట్
infatuated	0.729	0.764	0.417	వ్యామోహం కలిగింది
infatuation	0.844	0.745	0.530	వ్యామోహం
infeasible	0.245	0.472	0.236	అసాధ్యమైనది
infect	0.102	0.777	0.424	సంక్రమిస్తాయి
infection	0.083	0.735	0.407	సంక్రమణ
infectious	0.142	0.760	0.422	అంటువ్యాధి
infer	0.449	0.490	0.453	ఊహించు
inference	0.359	0.479	0.398	అనుమితి
inferential	0.426	0.451	0.455	అనుమితి
inferior	0.260	0.254	0.106	నాసిరకం
inferiority	0.177	0.430	0.205	న్యూనత
infernal	0.083	0.837	0.571	నరకప్రాయమైన
inferno	0.051	0.857	0.463	నరకయాతన
infertile	0.274	0.458	0.255	సంతానం లేని
infertility	0.170	0.664	0.328	వంధ్యత్వం
infestation	0.256	0.776	0.527	ముట్టడి
infidel	0.177	0.740	0.404	అవిశ్వాసం
infidelity	0.062	0.777	0.392	అవిశ్వాసం
infield	0.510	0.571	0.438	ఇన్ఫీల్డ్
infiltrate	0.408	0.745	0.587	చొరబడును
infiltration	0.265	0.792	0.536	చొరబాటు
infinite	0.724	0.583	0.735	అనంతం
infinitely	0.688	0.643	0.829	అనంతంగా
infinitesimal	0.388	0.472	0.496	అనంతమైన
infinity	0.516	0.459	0.805	అనంతం
infirm	0.115	0.521	0.210	అస్వస్థత
infirmary	0.500	0.438	0.517	వైద్యశాల
infirmity	0.094	0.482	0.252	బలహీనత
inflammation	0.146	0.765	0.423	వాపు
inflammatory	0.177	0.642	0.404	తాపజనక
inflatable	0.510	0.510	0.400	గాలితో కూడిన
inflate	0.305	0.569	0.462	పెంచి
inflated	0.303	0.431	0.617	పెంచిన
inflation	0.219	0.792	0.508	ద్రవ్యోల్బణం
inflection	0.385	0.635	0.377	విభక్తి
inflict	0.167	0.760	0.609	కలిగించు
infliction	0.302	0.722	0.571	కలిగించుట
inflorescence	0.459	0.344	0.412	పుష్పగుచ్ఛము
influence	0.622	0.663	0.824	పలుకుబడి
influential	0.899	0.688	0.944	ప్రభావవంతమైన
influenza	0.271	0.718	0.321	ఇన్ఫ్లుఎంజా
influx	0.622	0.635	0.575	ప్రవాహం
info	0.750	0.330	0.642	సమాచారం
infomercial	0.427	0.462	0.555	సమాచారపరమైన
inform	0.723	0.582	0.679	తెలియజేయండి
informal	0.480	0.398	0.441	అనధికారిక
informant	0.604	0.612	0.719	సమాచారం ఇచ్చేవాడు
information	0.765	0.370	0.711	సమాచారం
informative	0.812	0.419	0.741	సమాచారము
informed	0.543	0.298	0.617	తెలియజేసారు
informer	0.521	0.578	0.580	సమాచారం ఇచ్చేవాడు
infraction	0.245	0.660	0.471	ఉల్లంఘన
infrared	0.469	0.588	0.526	పరారుణ
infrastructure	0.604	0.460	0.694	మౌలిక సదుపాయాలు
infrequent	0.312	0.377	0.192	అరుదుగా
infrequently	0.204	0.250	0.327	అరుదుగా
infringement	0.153	0.800	0.481	ఉల్లంఘన
infuriate	0.102	0.934	0.596	కోపగించు
infuriated	0.073	0.930	0.510	కోపమొచ్చింది
infuriates	0.135	0.913	0.627	ఆగ్రహాన్ని కలిగిస్తుంది
infuriating	0.139	0.870	0.509	ఆగ్రహాన్ని కలిగించే
infuse	0.380	0.705	0.589	నింపు
infused	0.385	0.473	0.546	పొదిగిన
infuser	0.469	0.433	0.536	ఇన్ఫ్యూజర్
infusion	0.583	0.365	0.453	కషాయం
ingenious	0.760	0.690	0.891	తెలివిగల
ingenuity	0.708	0.590	0.868	చాతుర్యం
ingest	0.510	0.559	0.473	తీసుకోవడం
ingestion	0.429	0.612	0.512	తీసుకోవడం
ingot	0.688	0.444	0.615	కడ్డీ
ingrained	0.531	0.490	0.712	పాతుకుపోయింది
ingrate	0.235	0.606	0.327	కృతజ్ఞత తెలుపుతారు
ingredient	0.792	0.373	0.451	మూలవస్తువుగా
ingress	0.601	0.366	0.736	ప్రవేశము
inhabit	0.656	0.378	0.556	నివాసం
inhabitant	0.604	0.356	0.519	నివాసి
inhabited	0.667	0.361	0.510	నివసించేవారు
inhabiting	0.458	0.440	0.598	నివాసం
inhalation	0.510	0.613	0.464	పీల్చడం
inhale	0.427	0.340	0.492	పీల్చే
inhaler	0.408	0.500	0.349	ఇన్హేలర్
inherent	0.562	0.439	0.480	స్వాభావికమైనది
inherit	0.745	0.546	0.694	వారసత్వంగా
inheritance	0.900	0.565	0.798	వారసత్వం
inhibit	0.167	0.479	0.447	నిరోధిస్తాయి
inhibition	0.265	0.392	0.534	నిరోధం
inhibitor	0.281	0.450	0.471	నిరోధకం
inhospitable	0.265	0.531	0.395	ఆదరించని
inhuman	0.107	0.660	0.492	అమానుషమైనది
inhumane	0.104	0.587	0.402	అమానవీయమైనది
inhumanity	0.143	0.540	0.405	అమానుషత్వం
inimaginable	0.542	0.636	0.534	ఊహించలేనిది
inimical	0.260	0.823	0.556	విరోధమైన
inimitable	0.571	0.413	0.790	అసమానమైనది
iniquity	0.219	0.567	0.425	అధర్మం
initial	0.583	0.314	0.539	ప్రారంభ
initiate	0.719	0.480	0.553	ప్రారంభించండి
initiated	0.760	0.490	0.650	ప్రారంభించింది
initiation	0.698	0.529	0.527	దీక్ష
initiative	0.833	0.615	0.768	చొరవ
inject	0.406	0.735	0.596	ఇంజెక్ట్
injection	0.281	0.741	0.518	ఇంజక్షన్
injunction	0.281	0.422	0.519	ఉత్తర్వు
injure	0.177	0.710	0.364	గాయపరచు
