English Word	Valence	Arousal	Dominance	German Word
movable	0.469	0.509	0.500	beweglich
move	0.656	0.647	0.670	Bewegung
movement	0.656	0.654	0.658	Bewegung
mover	0.615	0.539	0.466	Beweger
movie	0.792	0.560	0.471	Film
movies	0.724	0.426	0.472	Filme
moving	0.479	0.673	0.358	ziehen um
movingforward	0.857	0.518	0.848	vorwärts
movingon	0.490	0.529	0.435	weitergehen
mow	0.420	0.559	0.393	mähen
mower	0.458	0.510	0.368	Mäher
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	Mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	dringend benötigt
mucis	0.398	0.418	0.420	Schleim
muck	0.347	0.423	0.272	Dreck
mucked	0.184	0.500	0.373	vermummt
mucous	0.330	0.296	0.293	schleimig
mucus	0.143	0.309	0.228	Schleim
mud	0.333	0.260	0.185	Dreck
muddle	0.184	0.710	0.336	Durcheinander
muddled	0.250	0.615	0.263	verwirrt
muddy	0.292	0.400	0.283	schlammig
muff	0.542	0.335	0.314	Muff
muffin	0.684	0.430	0.306	Muffin
muffled	0.479	0.330	0.421	gedämpft
muffler	0.357	0.407	0.454	Schalldämpfer
mug	0.542	0.214	0.382	Becher
mugger	0.125	0.850	0.500	Straßenräuber
mulberry	0.469	0.315	0.361	Maulbeere
mulch	0.349	0.361	0.383	Laubdecke
mule	0.320	0.337	0.254	Maultier
mull	0.663	0.340	0.594	grübeln
mullet	0.521	0.356	0.377	Meeräsche
multilateral	0.500	0.469	0.705	multilateral
multimedia	0.611	0.390	0.607	Multimedia
multinational	0.656	0.510	0.842	multinational
multiple	0.660	0.510	0.578	mehrere
multiple sclerosis	0.188	0.587	0.483	Multiple Sklerose
multiplex	0.610	0.590	0.667	Multiplex
multiplication	0.646	0.565	0.762	Multiplikation
multiplicity	0.677	0.490	0.777	Vielzahl
multiplied	0.802	0.559	0.729	multipliziert
multiplier	0.643	0.615	0.741	Multiplikator
multiply	0.802	0.625	0.777	multiplizieren
multitude	0.562	0.765	0.847	Vielzahl
mum	0.802	0.317	0.698	Mama
mumble	0.292	0.444	0.245	murmeln
mumbo	0.429	0.506	0.336	Hokuspokus
mummy	0.400	0.588	0.415	Mumie
mumps	0.099	0.410	0.311	Mumps
munch	0.541	0.277	0.434	mampfen
munchies	0.562	0.470	0.491	Knabbereien
munchkin	0.490	0.466	0.374	Munchkin
mundane	0.312	0.420	0.480	banal
municipal	0.625	0.390	0.758	Gemeinde
municipality	0.569	0.280	0.614	Gemeinde
mural	0.551	0.265	0.454	Wandgemälde
murder	0.061	0.942	0.615	Mord
murderer	0.010	0.960	0.650	Mörder
murderess	0.041	0.941	0.462	Mörderin
murderous	0.017	0.940	0.682	mörderisch
murky	0.143	0.618	0.370	trübe
murmur	0.458	0.520	0.200	murmeln
muscle	0.359	0.490	0.645	Muskel
muscular	0.531	0.434	0.577	muskulös
muse	0.760	0.360	0.509	Muse
muses	0.714	0.434	0.571	Musen
museum	0.792	0.206	0.481	Museum
mush	0.500	0.311	0.125	Brei
mushroom	0.490	0.274	0.269	Pilz
mushy	0.520	0.200	0.182	matschig
music	0.833	0.563	0.605	Musik
musical	0.908	0.630	0.530	Musical
musician	0.816	0.509	0.618	Musiker
musing	0.740	0.151	0.465	nachdenklich
musk	0.469	0.454	0.453	Moschus
musket	0.260	0.654	0.510	Muskete
musketeer	0.694	0.569	0.705	Musketier
muskrat	0.439	0.510	0.368	Bisamratte
muslin	0.439	0.304	0.352	Musselin
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	muss
mustang	0.635	0.642	0.708	Mustang
mustard	0.500	0.346	0.275	Senf
muster	0.635	0.460	0.548	aufbringen
musty	0.354	0.367	0.267	muffig
mutable	0.426	0.531	0.491	veränderlich
mutant	0.337	0.676	0.573	Mutant
mutate	0.281	0.548	0.463	mutieren
mutation	0.365	0.625	0.611	Mutation
mute	0.271	0.200	0.250	stumm
muted	0.260	0.167	0.162	stummgeschaltet
mutilate	0.125	0.900	0.465	verstümmeln
mutilated	0.041	0.841	0.356	verstümmelt
mutilation	0.122	0.782	0.456	Verstümmelung
mutiny	0.323	0.890	0.549	Meuterei
mutt	0.418	0.408	0.387	Köter
mutter	0.406	0.427	0.228	murmeln
mutton	0.427	0.283	0.393	Hammelfleisch
mutual	0.729	0.321	0.464	gegenseitig
mutually	0.844	0.490	0.582	gegenseitig
muzzle	0.388	0.430	0.232	Schnauze
myfavorite	0.812	0.587	0.615	mein Favorit
myopia	0.245	0.387	0.226	Kurzsichtigkeit
myopic	0.344	0.396	0.218	kurzsichtig
myriad	0.480	0.429	0.550	unzählige
mysterious	0.448	0.699	0.455	mysteriös
mystery	0.417	0.667	0.519	Geheimnis
mystic	0.643	0.520	0.535	Mystiker
mystical	0.594	0.443	0.689	mystisch
mysticism	0.594	0.598	0.423	Mystik
mystified	0.344	0.600	0.509	mystifiziert
mystique	0.668	0.633	0.667	Mystik
myth	0.458	0.432	0.338	Mythos
mythic	0.635	0.528	0.645	mythisch
mythical	0.625	0.556	0.583	mythisch
mythological	0.760	0.573	0.658	mythologisch
mythology	0.684	0.439	0.688	Mythologie
nab	0.469	0.544	0.407	schnappen
nacho	0.667	0.259	0.333	Nacho
nada	0.250	0.231	0.136	Nada
nadir	0.479	0.363	0.424	Nadir
nag	0.271	0.451	0.472	Gaul
nail	0.469	0.397	0.282	Nagel
nail gun	0.378	0.806	0.574	Nagelpistole
naive	0.406	0.260	0.375	naiv
naked	0.323	0.885	0.288	nackt
nakedness	0.480	0.760	0.350	Nacktheit
namaste	0.719	0.255	0.464	Namaste
name	0.573	0.300	0.415	Name
named	0.562	0.396	0.565	genannt
nameless	0.344	0.280	0.164	namenlos
namesake	0.418	0.327	0.404	Namensvetter
naming	0.667	0.410	0.559	Benennung
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	Tagesmutter
nanometer	0.375	0.356	0.446	Nanometer
nap	0.660	0.098	0.342	Nickerchen
napalm	0.265	0.580	0.471	Napalm
nape	0.427	0.268	0.298	Nacken
napkin	0.469	0.142	0.209	Serviette
napping	0.765	0.046	0.306	Nickerchen
nappy	0.529	0.333	0.207	Windel
narcissism	0.214	0.639	0.540	Narzissmus
narcissist	0.173	0.614	0.629	Narzisst
narcissistic	0.323	0.708	0.655	narzisstisch
narcotic	0.102	0.858	0.450	narkotisch
narrate	0.541	0.480	0.473	erzählen
narration	0.622	0.408	0.551	Erzählung
narrative	0.580	0.303	0.443	Narrativ
narrator	0.673	0.430	0.623	Erzähler
narrow	0.260	0.368	0.356	eng
narrowing	0.354	0.593	0.357	Verengung
nasal	0.479	0.340	0.330	Nasal-
nascent	0.684	0.373	0.585	entstehend
nasty	0.115	0.620	0.264	böse
natal	0.755	0.462	0.481	Natal
nation	0.594	0.443	0.821	Nation
national	0.698	0.365	0.663	National
nationality	0.642	0.400	0.772	Staatsangehörigkeit
nationwide	0.684	0.217	0.672	bundesweit
native	0.635	0.422	0.710	einheimisch
nativity	0.750	0.337	0.673	Geburt
natural	0.854	0.118	0.481	natürlich
natural gas	0.635	0.324	0.396	Erdgas
naturalist	0.844	0.255	0.562	Naturforscher
naturalization	0.781	0.279	0.652	Einbürgerung
naturalized	0.760	0.333	0.600	eingebürgert
naturally	0.854	0.276	0.549	natürlich
nature	0.857	0.184	0.643	Natur
naught	0.344	0.176	0.161	Nichts
naughty	0.451	0.857	0.371	frech
nausea	0.104	0.781	0.273	Brechreiz
nauseate	0.062	0.660	0.176	ekeln
nauseating	0.021	0.640	0.250	Übelkeit
nauseous	0.135	0.780	0.284	übel
nautical	0.646	0.250	0.579	nautisch
nautilus	0.396	0.509	0.517	Nautilus
naval	0.542	0.449	0.679	Marine-
nave	0.583	0.448	0.585	Kirchenschiff
navel	0.448	0.261	0.276	Nabel
navigable	0.749	0.406	0.645	schiffbar
navigate	0.740	0.555	0.675	navigieren
navigation	0.841	0.470	0.720	Navigation
navigational	0.573	0.481	0.564	navigatorisch
navigator	0.583	0.592	0.623	Navigator
navy	0.531	0.760	0.764	Marine
nay	0.344	0.290	0.325	Nein
nearsighted	0.271	0.373	0.265	kurzsichtig
neat	0.878	0.235	0.491	sauber
neatly	0.802	0.412	0.588	ordentlich
nebula	0.510	0.418	0.438	Nebel
nebulae	0.490	0.330	0.472	Nebel
nebulous	0.469	0.347	0.417	nebulös
necessarily	0.667	0.423	0.598	Notwendig
necessary	0.750	0.433	0.679	notwendig
necessitate	0.578	0.604	0.516	erfordern
necessities	0.520	0.630	0.463	Notwendigkeiten
necessity	0.567	0.471	0.588	Notwendigkeit
neck	0.541	0.245	0.345	Nacken
necklace	0.760	0.294	0.373	Halskette
necktie	0.583	0.229	0.314	Krawatte
necromancer	0.333	0.625	0.536	Nekromant
necrosis	0.115	0.622	0.385	Nekrose
nectar	0.746	0.331	0.398	Nektar
need	0.510	0.574	0.200	brauchen
needalife	0.490	0.443	0.394	leben brauchen
needed	0.677	0.342	0.679	erforderlich
needful	0.582	0.460	0.614	notwendig
needit	0.250	0.472	0.356	brauchen
needle	0.250	0.472	0.360	Nadel
needlepoint	0.653	0.500	0.556	Nadelspitze
needles	0.250	0.602	0.348	Nadeln
needless	0.327	0.385	0.200	unnötig
needtoknow	0.427	0.606	0.474	wissen müssen
needtorelax	0.673	0.438	0.274	brauche Ruhe
needy	0.360	0.451	0.245	Bedürftige
nefarious	0.184	0.720	0.528	schändlich
negation	0.255	0.461	0.297	Negation
negative	0.102	0.527	0.176	Negativ
negativity	0.060	0.520	0.273	Negativität
neglect	0.045	0.550	0.163	Vernachlässigung
neglected	0.271	0.385	0.160	vernachlässigt
neglecting	0.177	0.441	0.230	vernachlässigen
negligee	0.385	0.520	0.336	Neglige
negligence	0.092	0.570	0.251	Fahrlässigkeit
negligent	0.167	0.583	0.259	fahrlässig
negligently	0.056	0.583	0.266	fahrlässig
negligible	0.177	0.292	0.232	unerheblich
negotiable	0.688	0.585	0.731	verhandelbar
negotiate	0.612	0.708	0.769	verhandeln
negotiation	0.490	0.615	0.728	Verhandlung
negotiator	0.635	0.471	0.817	Unterhändler
negro	0.354	0.368	0.461	Neger
neigh	0.378	0.642	0.373	wiehern
neighbor	0.657	0.448	0.434	Nachbar
neighborhood	0.385	0.469	0.373	Nachbarschaft
neighboring	0.656	0.306	0.481	benachbart
nemesis	0.271	0.688	0.647	Nemesis
neon	0.594	0.480	0.380	Neon-
neonatal	0.542	0.529	0.357	Neugeborene
neophyte	0.286	0.363	0.411	Neophyt
neoprene	0.316	0.451	0.443	Neopren
nephew	0.719	0.337	0.412	Neffe
nepotism	0.349	0.584	0.517	Vetternwirtschaft
nerd	0.408	0.481	0.315	Streber
nerdy	0.296	0.255	0.292	nerdig
nerve	0.129	0.698	0.307	Nerv
nerves	0.333	0.783	0.264	Nerven
nervous	0.235	0.820	0.213	nervös
nervousness	0.163	0.915	0.241	Nervosität
nervouswreck	0.112	0.867	0.179	nervöses Wrack
nervy	0.250	0.830	0.241	nervös
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	Nest
nestle	0.625	0.308	0.379	schmiegen
nestling	0.604	0.427	0.286	schmiegen
net	0.441	0.288	0.417	Netz
nether	0.240	0.265	0.259	unter
netting	0.368	0.509	0.585	Netz
nettle	0.406	0.324	0.490	Nessel
network	0.531	0.337	0.466	Netzwerk
networking	0.625	0.482	0.545	Vernetzung
neural	0.582	0.426	0.391	neural
neuralgia	0.092	0.706	0.439	Neuralgie
neurological	0.500	0.540	0.558	neurologisch
neurologist	0.608	0.500	0.736	Neurologe
neurology	0.459	0.537	0.580	Neurologie
neurosis	0.122	0.766	0.418	Angststörung
neurosurgeon	0.590	0.673	0.755	Neurochirurg
neurosurgery	0.490	0.632	0.730	Neurochirurgie
neurotic	0.198	0.801	0.387	neurotisch
neuter	0.621	0.163	0.302	kastrieren
neutral	0.469	0.184	0.357	neutral
neutrality	0.469	0.205	0.434	Neutralität
neutralize	0.519	0.363	0.719	neutralisieren
neutron	0.469	0.440	0.679	Neutron
new	0.917	0.490	0.582	Neu
new age	0.694	0.556	0.727	neues Zeitalter
newbeginnings	0.802	0.613	0.524	neue Anfänge
newborn	0.918	0.580	0.372	neugeboren
newcomer	0.622	0.380	0.396	Neuling
newday	0.847	0.388	0.618	neuer Tag
newfound	0.745	0.741	0.520	neu entdeckt
newjob	0.755	0.643	0.729	neue Arbeit
newlife	0.898	0.646	0.701	neues Leben
newly	0.688	0.422	0.552	neu
newlywed	0.847	0.706	0.570	frisch verheiratet
newme	0.643	0.550	0.527	neues Ich
newness	0.740	0.522	0.588	Neuheit
news	0.633	0.580	0.610	Nachrichten
newscast	0.531	0.509	0.714	Nachrichtensendung
newscaster	0.646	0.510	0.764	Nachrichtensprecher
newsflash	0.604	0.637	0.518	Kurznachricht
newsletter	0.622	0.385	0.490	Newsletter
newsman	0.604	0.480	0.696	Zeitungsmann
newspaper	0.602	0.283	0.444	Zeitung
newspaperman	0.561	0.458	0.750	Journalist
newsreel	0.625	0.571	0.577	Wochenschau
newsroom	0.531	0.392	0.658	Nachrichtenredaktion
newsstand	0.615	0.222	0.336	Zeitungsstand
newstart	0.802	0.510	0.667	Neustart
newt	0.458	0.380	0.541	Newt
newyear	0.938	0.784	0.520	Neujahr
nexus	0.496	0.368	0.412	Zusammenhang
nib	0.510	0.282	0.406	Feder
nibble	0.551	0.551	0.411	knabbern
nice	0.930	0.442	0.650	Hübsch
niche	0.459	0.413	0.318	Nische
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	Nick
nickel	0.510	0.347	0.406	Nickel
nickname	0.490	0.470	0.263	Spitzname
nicotine	0.235	0.608	0.447	Nikotin
niece	0.771	0.320	0.400	Nichte
nifty	0.740	0.745	0.815	raffiniert
nigh	0.653	0.216	0.336	nahe
night	0.598	0.396	0.404	Nacht
nightcap	0.750	0.196	0.268	Nachtmütze
nightclub	0.802	0.894	0.528	Nachtclub
nightfall	0.490	0.436	0.426	Einbruch der Dunkelheit
nightgown	0.643	0.408	0.250	Nachthemd
nightie	0.630	0.388	0.274	Nachthemd
nightingale	0.740	0.340	0.496	Nachtigall
nightlife	0.542	0.783	0.510	Nachtleben
nightly	0.673	0.410	0.474	nächtlich
nightmare	0.005	0.810	0.436	Albtraum
nightmares	0.082	0.942	0.448	Alpträume
nightstand	0.490	0.130	0.327	Nachttisch
nightstick	0.500	0.461	0.348	Knüppel
nighttime	0.735	0.385	0.439	nachts
nihilism	0.367	0.510	0.364	Nihilismus
nil	0.286	0.143	0.157	Null
nimble	0.833	0.729	0.769	flink
nimrod	0.327	0.500	0.539	Nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	neun
nineteen	0.673	0.304	0.375	neunzehn
ninety	0.479	0.349	0.436	neunzig
ninja	0.542	0.844	0.682	Ninja
ninny	0.344	0.343	0.309	nin
nintendo	0.802	0.571	0.464	Nintendo
ninth	0.490	0.212	0.396	neunte
nip	0.281	0.700	0.264	kneifen
nipper	0.386	0.422	0.317	Zange
nipple	0.480	0.786	0.415	Nippel
nippy	0.540	0.500	0.416	spritzig
nitrate	0.388	0.406	0.500	Nitrat
nitro	0.500	0.647	0.639	Nitro
nitrogen	0.427	0.435	0.562	Stickstoff-
nitrous	0.435	0.561	0.411	salpetrig
nitwit	0.146	0.606	0.139	Schwachkopf
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	keine Vorfreude
no disgust	0.510	0.324	0.448	kein Ekel
no emotion	0.170	0.109	0.225	keine Gefühle
no sentiment	0.092	0.382	0.278	kein Gefühl
no surprise	0.171	0.224	0.412	keine Überraschung
no trust	0.055	0.445	0.257	kein Vertrauen
nobility	0.844	0.347	0.736	Adel
noble	0.906	0.345	0.610	edel
nobleman	0.675	0.286	0.709	Edelmann
nobodycares	0.365	0.410	0.354	Niemanden interessierts
nocomplaints	0.677	0.164	0.491	keine Beschwerden
nocturnal	0.540	0.500	0.462	nachtaktiv
nod	0.590	0.367	0.427	nicken
nodding	0.694	0.294	0.426	Nicken
node	0.396	0.343	0.361	Knoten
nodular	0.438	0.351	0.411	knotig
nodule	0.312	0.426	0.349	Knötchen
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	keine Hoffnung
noir	0.375	0.394	0.365	schwarz
noise	0.260	0.883	0.388	Lärm
noisy	0.271	0.812	0.561	laut
nomad	0.375	0.413	0.433	Nomade
nomadic	0.427	0.519	0.422	nomadisch
nomenclature	0.500	0.222	0.575	Nomenklatur
nominal	0.594	0.250	0.463	nominell
nominate	0.615	0.471	0.669	nominieren
nomination	0.663	0.637	0.696	Nominierung
nominee	0.662	0.625	0.765	Kandidat
nonce	0.422	0.370	0.377	einmal
nonchalant	0.312	0.314	0.366	gelassen
noncompliance	0.112	0.598	0.259	Nichteinhaltung
nondescript	0.490	0.434	0.348	unscheinbar
nonexistent	0.208	0.429	0.149	nicht existent
nonfat	0.604	0.260	0.340	fettfrei
nonfiction	0.426	0.315	0.431	Sachbücher
nonpayment	0.229	0.510	0.298	Nichtzahlung
nonresident	0.250	0.340	0.302	nicht ansässige
nonsense	0.214	0.531	0.155	Unsinn
nonsensical	0.173	0.268	0.193	unsinnig
nonviolent	0.640	0.287	0.346	gewaltfrei
noob	0.417	0.430	0.267	Anfänger
noodle	0.633	0.216	0.225	Nudel
nook	0.480	0.321	0.296	Winkel
noon	0.531	0.343	0.518	Mittag
noose	0.356	0.300	0.330	Schlinge
nopoint	0.276	0.324	0.314	nix
noregrets	0.469	0.476	0.426	Kein Bedauern
norm	0.500	0.245	0.527	Norm
normal	0.740	0.127	0.380	normal
normalcy	0.805	0.151	0.620	Normalität
normality	0.781	0.089	0.444	Normalität
north	0.531	0.255	0.450	Norden
northbound	0.604	0.454	0.491	nordwärts
northeast	0.562	0.260	0.375	Nordost-
northern	0.570	0.340	0.472	nördlich
northwest	0.604	0.345	0.451	Nordwest
northwestern	0.479	0.306	0.462	nordwestlich
noschool	0.490	0.400	0.380	keine Schule
nose	0.582	0.270	0.245	Nase
nosebleed	0.153	0.776	0.361	Nasenbluten
nosey	0.276	0.655	0.223	neugierig
nosnow	0.392	0.394	0.366	kein Schnee
nostalgia	0.417	0.337	0.339	Nostalgie
nostalgic	0.458	0.351	0.184	nostalgisch
nostress	0.531	0.404	0.415	kein Stress
nostril	0.396	0.404	0.316	Nasenloch
nosun	0.388	0.380	0.351	keine Sonne
nosy	0.292	0.558	0.433	neugierig
not negative	0.622	0.270	0.444	nicht negativ
not positive	0.051	0.370	0.236	nicht positiv
notable	0.760	0.450	0.696	bemerkenswert
notables	0.594	0.608	0.755	Persönlichkeiten
notably	0.792	0.533	0.689	vor allem
notamorningperson	0.469	0.578	0.440	notamorningperson
notary	0.541	0.451	0.676	Notar
notation	0.635	0.380	0.558	Notation
notch	0.459	0.361	0.358	Einkerbung
notched	0.480	0.530	0.356	eingekerbt
note	0.594	0.163	0.416	Hinweis
notebook	0.449	0.167	0.442	Notizbuch
noted	0.615	0.382	0.464	notiert
noteworthy	0.704	0.481	0.759	bemerkenswert
nothappy	0.112	0.320	0.170	nicht glücklich
nothingbetter	0.635	0.390	0.543	nichts besser
nothingness	0.204	0.080	0.161	Nichts
notice	0.646	0.408	0.491	Notiz
noticeable	0.890	0.562	0.750	bemerkbar
notification	0.604	0.461	0.671	Benachrichtigung
notify	0.643	0.471	0.573	benachrichtigen
notion	0.612	0.284	0.667	Vorstellung
notional	0.520	0.288	0.500	fiktiv
notoriety	0.552	0.633	0.769	Bekanntheit
notorious	0.366	0.582	0.609	berüchtigt
notready	0.133	0.400	0.196	nicht bereit
notwithstanding	0.367	0.316	0.433	trotz
nought	0.312	0.098	0.116	Nichts
noun	0.531	0.230	0.477	Substantiv
nourish	0.878	0.460	0.639	nähren
nourishment	0.786	0.290	0.631	Nahrung
nouveau	0.633	0.438	0.432	Jugendstil
novel	0.702	0.352	0.439	Roman
novelist	0.340	0.343	0.529	Romanschriftsteller
novelty	0.673	0.521	0.740	Neuheit
novice	0.429	0.346	0.180	Anfänger
nowadays	0.680	0.346	0.400	heutzutage
nowork	0.312	0.264	0.309	keine Arbeit
noworries	0.630	0.402	0.500	keine Sorgen
noxious	0.177	0.585	0.379	schädlich
nozzle	0.438	0.330	0.287	Düse
nuance	0.408	0.282	0.411	Nuance
nuances	0.490	0.375	0.527	Nuancen
nuclear	0.219	0.856	0.781	nuklear
nucleus	0.529	0.296	0.667	Kern
nude	0.490	0.915	0.200	nackt
nudge	0.448	0.500	0.509	Schubs
nudie	0.500	0.529	0.373	nackt
nudist	0.440	0.796	0.483	Nudist
nudity	0.438	0.853	0.415	Nacktheit
nugget	0.602	0.340	0.348	Klumpen
nuisance	0.198	0.817	0.227	Belästigung
nuke	0.125	0.905	0.873	Nuke
nul	0.337	0.358	0.264	Null
null	0.253	0.147	0.152	Null
nullify	0.255	0.373	0.395	annullieren
numb	0.108	0.420	0.352	taub
number	0.406	0.231	0.471	Nummer
numbering	0.510	0.363	0.482	Nummerierung
numbers	0.406	0.241	0.440	Zahlen
numbness	0.306	0.398	0.265	Taubheit
numbskull	0.300	0.472	0.284	taubschädel
numeral	0.582	0.254	0.382	Ziffer
numerator	0.490	0.317	0.526	Zähler
numerical	0.479	0.322	0.517	numerisch
numerically	0.510	0.337	0.500	numerisch
numerous	0.622	0.462	0.609	zahlreich
nun	0.500	0.150	0.406	Nonne
nunchucks	0.337	0.580	0.526	Nunchakus
nunnery	0.653	0.236	0.473	Nonnenkloster
nuptials	0.771	0.588	0.571	Hochzeit
nurse	0.635	0.578	0.521	Krankenschwester
nursemaid	0.615	0.431	0.436	Kindermädchen
nursery	0.894	0.406	0.389	Kindergarten
nursing	0.552	0.549	0.653	Pflege-
nurture	0.745	0.378	0.657	nähren
nut	0.365	0.310	0.250	Mutter
nutcase	0.286	0.775	0.259	Spinner
nutcracker	0.635	0.378	0.522	Nussknacker
nuthouse	0.347	0.519	0.434	Klapsmühle
nutmeg	0.635	0.302	0.350	Muskatnuss
nutrition	0.885	0.420	0.579	Ernährung
nutritional	0.812	0.406	0.676	ernährungsphysiologisch
nutritious	0.833	0.337	0.655	nahrhaft
nutritive	0.875	0.422	0.667	nahrhaft
nuts	0.594	0.250	0.291	Nüsse
nutshell	0.458	0.407	0.310	Nussschale
nutty	0.444	0.317	0.271	nussig
nylon	0.490	0.304	0.295	Nylon
nylong	0.439	0.248	0.351	Nylong
nylons	0.556	0.379	0.320	Nylons
nymph	0.542	0.529	0.472	Nymphe
nymphomaniac	0.398	0.894	0.536	nymphoman
oaf	0.344	0.357	0.330	Trottel
oak	0.583	0.245	0.536	Eiche
oar	0.469	0.392	0.316	Ruder
oasis	0.796	0.283	0.429	Oase
oat	0.622	0.170	0.298	Hafer
oath	0.543	0.615	0.824	Eid
oatmeal	0.592	0.192	0.241	Haferflocken
obedience	0.765	0.287	0.536	Gehorsam
obedient	0.800	0.179	0.518	gehorsam
obediently	0.802	0.304	0.577	gehorsam
obelisk	0.604	0.408	0.596	Obelisk
obese	0.133	0.427	0.250	übergewichtig
obesity	0.215	0.370	0.328	Fettleibigkeit
obey	0.677	0.433	0.533	Folge leisten
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	Nachruf
object	0.531	0.356	0.375	Objekt
objection	0.347	0.592	0.709	Einspruch
objectionable	0.459	0.382	0.558	anstößig
objective	0.724	0.337	0.736	Zielsetzung
objectivity	0.765	0.431	0.711	Objektivität
obligation	0.222	0.596	0.718	Verpflichtung
obligatory	0.337	0.571	0.780	obligatorisch
oblige	0.281	0.770	0.614	verpflichten
obliged	0.327	0.680	0.411	gezwungen
obliging	0.740	0.402	0.545	gefällig
obligor	0.302	0.600	0.360	Schuldner
oblique	0.438	0.347	0.455	schräg
obliterate	0.250	0.539	0.569	auslöschen
obliterated	0.240	0.469	0.344	ausgelöscht
obliteration	0.177	0.622	0.397	Auslöschung
oblivion	0.153	0.330	0.282	Vergessenheit
oblivious	0.229	0.388	0.355	nicht bewusst
oblong	0.561	0.455	0.370	länglich
obnoxious	0.088	0.602	0.256	unausstehlich
oboe	0.510	0.340	0.392	Oboe
obscene	0.050	0.745	0.348	obszön
obscenity	0.083	0.843	0.418	Obszönität
obscure	0.370	0.551	0.278	obskur
obscured	0.115	0.356	0.298	verdeckt
obscurity	0.208	0.392	0.380	Dunkelheit
observance	0.531	0.315	0.632	Beachtung
observant	0.740	0.422	0.708	aufmerksam
observation	0.633	0.433	0.667	Überwachung
observatory	0.643	0.324	0.731	Observatorium
observe	0.771	0.390	0.360	beobachten
observer	0.663	0.363	0.603	Beobachter
observing	0.583	0.400	0.685	beobachten
obsess	0.112	0.846	0.509	besessen
obsessed	0.219	0.840	0.439	besessen
obsessing	0.173	0.773	0.698	besessen
obsession	0.229	0.847	0.571	Besessenheit
obsessive	0.219	0.823	0.480	obsessiv
obsolescence	0.250	0.431	0.377	Veralten
obsolete	0.337	0.321	0.250	obsolet
obstacle	0.204	0.708	0.336	Hindernis
obstetrician	0.521	0.636	0.604	Geburtshelfer
obstetrics	0.530	0.582	0.564	Geburtshilfe
obstinate	0.146	0.696	0.562	hartnäckig
obstruct	0.115	0.660	0.458	behindern
obstruction	0.125	0.742	0.491	Obstruktion
obstructive	0.204	0.650	0.613	hinderlich
obtain	0.760	0.438	0.731	erhalten
obtainable	0.677	0.327	0.702	erhältlich
obtuse	0.281	0.460	0.345	stumpf
obverse	0.470	0.394	0.464	Vorderseite
obvious	0.625	0.336	0.585	offensichtlich
ocarina	0.541	0.392	0.366	Okarina
occasion	0.700	0.451	0.398	Gelegenheit
occasional	0.490	0.298	0.387	gelegentlich
occasionally	0.538	0.240	0.264	gelegentlich
occipital	0.398	0.408	0.518	Hinterhaupt
occlusion	0.306	0.439	0.442	Okklusion
occult	0.292	0.382	0.406	Okkulte
occupancy	0.625	0.471	0.721	Belegung
occupant	0.500	0.417	0.483	Bewohner
occupation	0.562	0.470	0.692	Besetzung
occupational	0.583	0.469	0.596	beruflich
occupied	0.337	0.546	0.441	besetzt
occupier	0.427	0.438	0.600	Besatzer
occupy	0.396	0.520	0.589	besetzen
occupying	0.573	0.462	0.519	besetzen
occur	0.451	0.561	0.510	geschehen
occurrence	0.573	0.690	0.541	Auftreten
ocd	0.333	0.472	0.370	okd
ocean	0.823	0.308	0.642	Ozean
oceanic	0.740	0.317	0.632	ozeanisch
octagon	0.602	0.349	0.462	Achteck
octave	0.438	0.380	0.482	Oktave
octopus	0.713	0.378	0.411	Krake
ocular	0.418	0.370	0.400	Okular
odd	0.265	0.337	0.302	seltsam
oddball	0.316	0.360	0.357	Sonderling
oddity	0.312	0.557	0.386	Kuriosität
odds	0.500	0.472	0.680	Chancen
ode	0.604	0.269	0.519	Ode
odious	0.235	0.708	0.235	abscheulich
odometer	0.367	0.470	0.388	Kilometerzähler
odor	0.337	0.363	0.404	Geruch
odyssey	0.622	0.692	0.710	Odyssee
oedipal	0.312	0.575	0.509	ödipal
oestrogen	0.521	0.608	0.561	Östrogen
oeuvre	0.653	0.484	0.598	Werk
offal	0.302	0.470	0.302	Innereien
offence	0.312	0.798	0.446	Delikt
offend	0.094	0.804	0.333	beleidigen
offended	0.188	0.690	0.337	beleidigt
offender	0.104	0.851	0.537	Täter
offense	0.230	0.765	0.510	Delikt
offensive	0.135	0.882	0.600	beleidigend
offer	0.750	0.745	0.596	Angebot
offered	0.582	0.490	0.544	angeboten
offering	0.688	0.462	0.585	Angebot
offhand	0.388	0.500	0.368	nebenbei
office	0.427	0.302	0.509	Büro
officer	0.542	0.430	0.877	Offizier
offices	0.469	0.312	0.534	Büros
official	0.646	0.565	0.833	offiziell
