English Word	Valence	Arousal	Dominance	Thai Word
lengthen	0.619	0.481	0.566	ยาวขึ้น
lengthened	0.448	0.530	0.474	ยาวขึ้น
lengthening	0.673	0.530	0.528	ยาวขึ้น
lengthwise	0.571	0.470	0.528	ตามยาว
lengthy	0.570	0.342	0.528	ยาว
leniency	0.517	0.436	0.545	ผ่อนปรน
lenient	0.520	0.451	0.340	ผ่อนผัน
lens	0.420	0.245	0.472	เลนส์
leopard	0.542	0.755	0.611	เสือดาว
leotard	0.510	0.429	0.391	ชุดรัดรูป
leper	0.075	0.589	0.206	โรคเรื้อน
leprechaun	0.417	0.480	0.417	ผีแคระ
leprosy	0.130	0.670	0.349	โรคเรื้อน
lesion	0.240	0.623	0.361	แผล
less	0.265	0.240	0.115	น้อย
lessee	0.417	0.474	0.595	ผู้เช่า
lessen	0.235	0.284	0.255	ลดน้อยลง
lessening	0.375	0.300	0.277	ลดลง
lesser	0.396	0.167	0.211	น้อยกว่า
lesson	0.704	0.577	0.593	บทเรียน
lessor	0.552	0.490	0.623	ผู้ให้เช่า
let	0.427	0.373	0.307	อนุญาต
lethal	0.156	0.800	0.745	ถึงตาย
lethargic	0.214	0.245	0.375	เซื่องซึม
lethargy	0.194	0.302	0.316	ความเกียจคร้าน
letter	0.635	0.279	0.342	จดหมาย
lettered	0.542	0.361	0.482	ตัวอักษร
letterhead	0.450	0.316	0.462	หัวจดหมาย
lettering	0.541	0.180	0.431	ตัวอักษร
letters	0.663	0.327	0.364	ตัวอักษร
lettuce	0.594	0.163	0.291	ผักกาดหอม
leukemia	0.094	0.572	0.351	มะเร็งเม็ดเลือดขาว
levee	0.520	0.324	0.490	เขื่อน
level	0.622	0.277	0.491	ระดับ
lever	0.400	0.343	0.402	คันโยก
leverage	0.459	0.500	0.629	การงัด
levitate	0.561	0.598	0.551	ลอยตัว
levy	0.438	0.420	0.491	เรียกเก็บ
lewd	0.188	0.673	0.412	ลามก
lexicon	0.561	0.463	0.615	พจนานุกรม
ley	0.604	0.389	0.764	เลย์
liabilities	0.429	0.608	0.694	หนี้สิน
liability	0.646	0.500	0.802	ความรับผิด
liable	0.656	0.519	0.821	รับผิดชอบ
liaison	0.698	0.337	0.472	ประสานงาน
liar	0.042	0.606	0.339	คนโกหก
libel	0.128	0.694	0.403	หมิ่นประมาท
libelous	0.125	0.735	0.436	หมิ่นประมาท
liberal	0.565	0.565	0.755	เสรีนิยม
liberalism	0.562	0.712	0.750	เสรีนิยม
liberate	0.760	0.632	0.708	ปลดปล่อย
liberated	0.780	0.630	0.683	ปลดปล่อย
liberating	0.915	0.620	0.745	ปลดปล่อย
liberation	0.745	0.614	0.857	การปลดปล่อย
liberty	0.938	0.579	0.836	เสรีภาพ
libido	0.770	0.602	0.571	ความใคร่
librarian	0.625	0.135	0.509	บรรณารักษ์
library	0.776	0.122	0.549	ห้องสมุด
libretto	0.612	0.328	0.406	บท
lice	0.133	0.500	0.194	เหา
license	0.500	0.394	0.702	ใบอนุญาต
lichen	0.418	0.388	0.463	ไลเคน
lick	0.470	0.482	0.330	เลีย
licorice	0.677	0.310	0.400	ชะเอม
lid	0.490	0.189	0.255	ฝา
lie	0.130	0.725	0.272	โกหก
liege	0.479	0.426	0.452	ลีเกอ
lien	0.396	0.580	0.441	lien
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	ร้อยโท
life	0.918	0.615	0.824	ชีวิต
lifeblood	0.673	0.690	0.708	หล่อเลี้ยงชีวิต
lifeboat	0.724	0.425	0.533	เรือชูชีพ
lifeguard	0.870	0.606	0.786	ทหารรักษาพระองค์
lifeisgood	0.812	0.575	0.611	ชีวิตเป็นสิ่งที่ดี
lifeless	0.042	0.333	0.163	ไม่มีชีวิตชีวา
lifelike	0.776	0.567	0.765	เหมือนจริง
lifeline	0.735	0.552	0.496	เส้นชีวิต
lifelong	0.823	0.330	0.640	ตลอดชีวิต
lifer	0.427	0.519	0.398	ผู้ช่วยชีวิต
lifesaver	0.908	0.745	0.703	เครื่องช่วยชีวิต
lifestyle	0.750	0.472	0.645	ไลฟ์สไตล์
lifesucks	0.167	0.637	0.377	lifesucks
lifetime	0.816	0.559	0.736	ตลอดชีพ
lift	0.704	0.518	0.656	ยก
lifted	0.714	0.441	0.657	ยกขึ้น
liftoff	0.531	0.667	0.588	liftoff
ligament	0.490	0.410	0.510	เอ็น
ligation	0.344	0.423	0.396	ligation
ligature	0.478	0.430	0.447	มัด
light	0.771	0.320	0.519	แสงสว่าง
light year	0.719	0.425	0.593	ปีแสง
lightbulb	0.573	0.255	0.302	หลอดไฟฟ้า
lighten	0.688	0.438	0.362	เบาลง
lightheaded	0.347	0.620	0.255	หัวเบา
lighthouse	0.622	0.240	0.510	ประภาคาร
lighting	0.765	0.440	0.750	แสงสว่าง
lightness	0.794	0.360	0.526	ความเบา
lightning	0.429	0.683	0.595	ฟ้าผ่า
lights	0.750	0.480	0.575	ไฟ
lightweight	0.670	0.300	0.358	น้ำหนักเบา
likable	0.865	0.480	0.663	น่ารัก
like	0.719	0.353	0.446	ชอบ
likelihood	0.760	0.469	0.542	ความน่าจะเป็น
likely	0.633	0.356	0.454	มีแนวโน้ม
likeness	0.688	0.410	0.561	ความเหมือน
likewise	0.651	0.217	0.312	เช่นเดียวกัน
liking	0.963	0.604	0.589	ชอบ
lilac	0.688	0.180	0.357	ม่วง
lily	0.640	0.245	0.263	ลิลลี่
limb	0.510	0.397	0.427	แขนขา
limber	0.688	0.729	0.673	แขนขา
limbo	0.385	0.284	0.309	บริเวณขอบรก
lime	0.594	0.240	0.415	มะนาว
limelight	0.667	0.639	0.694	ไฟแก็ซ
limestone	0.602	0.323	0.381	หินปูน
limey	0.469	0.347	0.415	มะนาว
limit	0.427	0.453	0.500	ขีดจำกัด
limitation	0.190	0.431	0.225	ข้อจำกัด
limited	0.229	0.273	0.380	ถูก จำกัด
limitless	0.688	0.574	0.655	ไร้ขีดจำกัด
limo	0.760	0.367	0.667	รถลิมูซีน
limousine	0.638	0.531	0.640	รถลีมูซีน
limp	0.393	0.440	0.172	ปวกเปียก
lin	0.416	0.362	0.343	หลิน
line	0.541	0.180	0.353	ไลน์
lineage	0.633	0.465	0.721	เชื้อสาย
lineal	0.521	0.170	0.474	เส้นตรง
linear	0.646	0.250	0.472	เชิงเส้น
linebacker	0.490	0.660	0.543	บร็องโก
lined	0.438	0.367	0.424	เรียงราย
linen	0.656	0.323	0.286	ผ้าลินิน
liner	0.469	0.396	0.400	ซับ
lines	0.542	0.317	0.330	เส้น
lineup	0.635	0.427	0.638	เข้าแถว
linger	0.480	0.311	0.412	อ้อยอิ่ง
lingerie	0.543	0.463	0.308	ชุดชั้นใน
lingering	0.630	0.643	0.667	อืดอาด
lingo	0.448	0.364	0.447	ศัพท์แสง
lingual	0.500	0.457	0.315	ภาษา
linguini	0.625	0.338	0.355	ลิงกวินี่
linguist	0.583	0.330	0.634	นักภาษาศาสตร์
linguistic	0.646	0.351	0.618	ภาษาศาสตร์
linguistics	0.552	0.390	0.618	ภาษาศาสตร์
lining	0.571	0.363	0.472	ซับใน
link	0.427	0.264	0.491	ลิงค์
linoleum	0.510	0.378	0.402	เสื่อน้ำมัน
lint	0.388	0.173	0.214	ผ้าสำลี
lion	0.532	0.717	0.682	สิงโต
lip	0.541	0.348	0.443	ริมฝีปาก
liposuction	0.292	0.684	0.464	ดูดไขมัน
lipstick	0.653	0.429	0.306	ลิปสติก
liquefaction	0.449	0.622	0.535	การทำให้เหลว
liquefied	0.562	0.463	0.342	เหลว
liqueur	0.670	0.612	0.389	เหล้า
liquid	0.562	0.235	0.307	ของเหลว
liquidate	0.327	0.654	0.664	เซ้ง
liquidation	0.417	0.625	0.649	การชำระบัญชี
liquidator	0.354	0.663	0.750	ผู้ชำระบัญชี
liquidity	0.688	0.529	0.534	สภาพคล่อง
liquor	0.603	0.702	0.433	สุรา
lira	0.530	0.255	0.370	ลีร่า
lisp	0.365	0.412	0.288	กระปรี้กระเปร่า
list	0.528	0.260	0.402	รายการ
listen	0.771	0.360	0.445	ฟัง
listener	0.667	0.375	0.403	ผู้ฟัง
listenting	0.640	0.377	0.491	ฟัง
listing	0.438	0.273	0.432	รายการ
listless	0.219	0.350	0.231	กระสับกระส่าย
listneing	0.531	0.370	0.433	กำลังฟัง
litany	0.510	0.365	0.482	litany
liter	0.573	0.208	0.382	ลิตร
literacy	0.730	0.306	0.638	การรู้หนังสือ
literal	0.570	0.353	0.574	ตามตัวอักษร
literally	0.571	0.353	0.673	อย่างแท้จริง
literary	0.719	0.324	0.667	วรรณกรรม
literature	0.708	0.250	0.598	วรรณกรรม
lithe	0.656	0.596	0.602	อ่อน
lithium	0.417	0.330	0.430	ลิเธียม
lithograph	0.551	0.327	0.481	การพิมพ์หิน
lithography	0.561	0.346	0.473	การพิมพ์หิน
lithology	0.519	0.378	0.525	วิชาหิน
lithosphere	0.473	0.333	0.689	ธรณีภาค
litigant	0.219	0.577	0.696	โจทก์
litigate	0.260	0.819	0.712	ดำเนินคดี
litigation	0.388	0.760	0.602	คดีความ
litigator	0.429	0.630	0.732	ผู้ดำเนินคดี
litigious	0.360	0.736	0.632	ดำเนินคดี
litter	0.255	0.551	0.110	ขยะ
little	0.385	0.160	0.213	เล็กน้อย
littlethings	0.740	0.311	0.242	สิ่งเล็ก ๆ น้อย ๆ
littoral	0.551	0.387	0.452	ชายฝั่ง
liturgy	0.490	0.327	0.568	สวดมนต์
live	0.880	0.673	0.676	สด
livelife	0.792	0.624	0.664	ใช้ชีวิต
livelihood	0.698	0.481	0.721	การทำมาหากิน
lively	0.847	0.810	0.642	มีชีวิตชีวา
liven	0.708	0.713	0.673	มีชีวิตชีวา
liver	0.439	0.290	0.385	ตับ
livery	0.510	0.417	0.429	เครื่องแบบ
livestock	0.729	0.420	0.519	ปศุสัตว์
livid	0.469	0.788	0.490	สดใส
living	0.865	0.608	0.727	การดำรงชีวิต
lizard	0.378	0.375	0.324	กิ้งก่า
llama	0.490	0.590	0.519	ลามะ
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	โหลด
loader	0.562	0.377	0.686	รถตัก
loaf	0.755	0.250	0.277	ก้อน
loafer	0.235	0.396	0.254	คนขี้เกียจ
loam	0.469	0.373	0.673	ดินร่วน
loan	0.552	0.480	0.352	เงินกู้
loath	0.135	0.714	0.445	เกลียด
loathe	0.094	0.730	0.429	เกลียด
loathful	0.068	0.740	0.358	ขี้เหร่
loathing	0.083	0.796	0.368	เกลียดชัง
loathsome	0.120	0.694	0.343	น่ารังเกียจ
lobby	0.625	0.427	0.472	ล็อบบี้
lobbyist	0.385	0.527	0.565	เชซาพีก
lobe	0.459	0.364	0.352	กลีบ
lobotomy	0.296	0.598	0.402	การผ่าตัดช่องท้อง
lobster	0.571	0.356	0.291	ลอบสเตอร์
local	0.656	0.269	0.452	ท้องถิ่น
locale	0.449	0.387	0.352	สถานที่
locality	0.582	0.336	0.464	ท้องที่
localization	0.552	0.330	0.545	การโลคัลไลเซชัน
localize	0.520	0.481	0.679	แปล
localized	0.490	0.460	0.621	แปลเป็นภาษาท้องถิ่น
locate	0.583	0.520	0.786	ค้นหา
location	0.615	0.375	0.546	ที่ตั้ง
locator	0.480	0.426	0.614	ตัวระบุตำแหน่ง
loch	0.449	0.235	0.425	ทะเลสาบ
lock	0.271	0.585	0.600	ล็อค
locker	0.439	0.300	0.393	ตู้เก็บของ
locket	0.615	0.327	0.616	ล็อกเกต
locksmith	0.510	0.417	0.491	ช่างทำกุญแจ
lockup	0.240	0.602	0.617	คุก
loco	0.306	0.774	0.226	บ้า
locomotion	0.470	0.600	0.595	การเคลื่อนไหว
locomotive	0.542	0.650	0.721	หัวรถจักร
locust	0.479	0.412	0.417	ตั๊กแตน
lode	0.365	0.423	0.318	โลด
lodge	0.656	0.356	0.474	โรงแรมพำนักรับรอง
lodger	0.480	0.448	0.304	ผู้พักอาศัย
lodging	0.713	0.286	0.527	ที่พัก
loft	0.510	0.378	0.343	ห้องใต้หลังคา
lofty	0.755	0.306	0.569	สูงส่ง
log	0.591	0.371	0.395	บันทึก
logarithm	0.520	0.439	0.551	ลอการิทึม
logarithmic	0.469	0.458	0.606	ลอการิทึม
logic	0.646	0.245	0.819	ตรรกะ
logical	0.805	0.400	0.648	ตรรกะ
logistics	0.633	0.500	0.730	โลจิสติกส์
logo	0.469	0.296	0.565	โลโก้
logotype	0.480	0.337	0.509	โลโก้
loin	0.420	0.298	0.379	เนื้อซี่โครง
lollipop	0.628	0.483	0.357	อมยิ้ม
lone	0.198	0.204	0.367	โดดเดี่ยว
loneliness	0.146	0.182	0.222	ความเหงา
lonely	0.250	0.226	0.238	เหงา
loner	0.347	0.152	0.221	โดดเดี่ยว
lonesome	0.281	0.213	0.336	เหงา
long	0.541	0.353	0.543	ยาว
longboat	0.551	0.454	0.490	เรือยาว
longevity	0.750	0.353	0.745	อายุยืน
longing	0.604	0.434	0.560	ความปรารถนา
longitude	0.479	0.310	0.516	ลองจิจูด
longitudinal	0.542	0.398	0.582	ตามยาว
longitudinally	0.541	0.380	0.569	ตามยาว
longtime	0.362	0.442	0.546	เวลานาน
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	ดู
looker	0.583	0.354	0.451	คนมอง
lookout	0.698	0.538	0.639	ระวัง
loom	0.531	0.245	0.325	ทอผ้า
looming	0.367	0.750	0.528	กำลังปรากฏขึ้น
loon	0.429	0.392	0.325	คนโง่
loony	0.439	0.474	0.295	loony
loop	0.516	0.343	0.317	ห่วง
loophole	0.406	0.755	0.491	ช่องโหว่
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	หลวม
loosen	0.487	0.337	0.218	คลาย
loosening	0.378	0.343	0.295	คลาย
loot	0.604	0.711	0.537	ยกเค้า
lop	0.429	0.363	0.426	ตัด
lopsided	0.125	0.500	0.272	ลำเอียง
lord	0.618	0.327	0.684	ลอร์ด
lords	0.571	0.356	0.781	ขุนนาง
lordship	0.573	0.557	0.736	การปกครอง
lore	0.719	0.373	0.768	ตำนาน
lorry	0.521	0.481	0.402	รถบรรทุก
lose	0.115	0.538	0.176	แพ้
loser	0.083	0.510	0.155	ผู้แพ้
losing	0.076	0.686	0.223	แพ้
loss	0.062	0.567	0.211	การสูญเสีย
lost	0.199	0.663	0.148	สูญหาย
lot	0.531	0.215	0.370	มาก
lotion	0.724	0.261	0.188	โลชั่น
lots	0.604	0.417	0.424	จำนวนมาก
lottery	0.771	0.731	0.491	หวย
lotto	0.760	0.635	0.475	ล็อตโต้
lotus	0.604	0.377	0.510	ดอกบัว
loud	0.573	0.650	0.870	ดัง
loudly	0.541	0.755	0.667	เสียงดัง
loudmouth	0.337	0.615	0.456	เสียงดัง
loudness	0.350	0.582	0.620	ความดัง
loudspeaker	0.490	0.735	0.689	ลำโพง
lounge	0.592	0.245	0.466	ห้องนั่งเล่น
lounging	0.735	0.167	0.449	พักผ่อน
louse	0.184	0.439	0.154	เหา
lousy	0.125	0.482	0.234	หมัด
lovable	0.948	0.335	0.565	น่ารัก
love	1.000	0.519	0.673	รัก
loved	0.927	0.452	0.582	รัก
lovee	0.949	0.592	0.611	รัก
loveee	0.927	0.592	0.693	ที่รัก
loveless	0.102	0.365	0.216	ไร้รัก
lovelife	0.837	0.610	0.592	รักชีวิต
loveliness	0.959	0.509	0.750	ความน่ารัก
lovelovelove	0.948	0.582	0.554	รักรักรัก
lovely	0.917	0.456	0.741	น่ารัก
lovemaking	0.969	0.927	0.814	การเกี้ยวพาราสี
lovemylife	0.896	0.800	0.573	lovemylife
lover	0.881	0.816	0.750	คนรัก
lovesick	0.796	0.842	0.500	รักป่วย
lovethis	0.867	0.552	0.526	รักสิ่งนี้
loving	0.948	0.612	0.636	ที่รัก
lovinglife	0.979	0.404	0.673	ชีวิตรัก
lovinlife	0.714	0.460	0.544	รักชีวิต
low	0.292	0.220	0.102	ต่ำ
lowdown	0.306	0.441	0.441	ต่ำลง
lower	0.327	0.296	0.258	ต่ำกว่า
lowering	0.286	0.363	0.236	ลดระดับ
lowest	0.312	0.304	0.129	ต่ำสุด
lowlands	0.323	0.290	0.331	ที่ราบลุ่ม
lowlife	0.296	0.529	0.309	ชีวิตต่ำ
lowly	0.562	0.294	0.417	ต่ำต้อย
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	ซื่อสัตย์
loyalty	0.885	0.406	0.793	ความภักดี
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	น้ำมันหล่อลื่น
lubricant	0.656	0.550	0.454	น้ำมันหล่อลื่น
lubricate	0.552	0.490	0.470	หล่อลื่น
lubrication	0.624	0.646	0.491	การหล่อลื่น
lucid	0.771	0.490	0.705	ชัดเจน
luck	0.854	0.490	0.717	โชค
luckiest	0.917	0.690	0.852	โชคดีที่สุด
lucky	0.960	0.610	0.793	โชคดี
luckygirl	0.781	0.712	0.471	สาวผู้โชคดี
lucrative	0.729	0.519	0.798	ร่ำรวย
ludicrous	0.137	0.553	0.274	น่าขัน
lug	0.344	0.443	0.340	ดึง
luggage	0.561	0.226	0.319	กระเป๋าเดินทาง
lukewarm	0.573	0.300	0.241	อุ่น
lull	0.602	0.130	0.402	กล่อม
lullaby	0.796	0.156	0.339	เพลงกล่อมเด็ก
lumbar	0.323	0.418	0.342	เอว
lumber	0.517	0.184	0.373	ไม้แปรรูป
lumbering	0.354	0.561	0.655	การตัดไม้
lumberjack	0.500	0.660	0.726	คนตัดไม้
luminescent	0.796	0.550	0.526	เรืองแสง
luminous	0.918	0.392	0.783	ส่องสว่าง
lump	0.438	0.337	0.463	ก้อน
lumpy	0.271	0.378	0.365	เป็นก้อน
lunacy	0.132	0.847	0.330	ความบ้าคลั่ง
lunar	0.562	0.296	0.427	พระจันทร์
lunatic	0.125	0.792	0.442	คนบ้า
lunch	0.880	0.410	0.542	อาหารกลางวัน
lunchbox	0.663	0.346	0.346	กล่องอาหารกลางวัน
luncheon	0.837	0.240	0.441	อาหารกลางวัน
lunchtime	0.896	0.398	0.444	เวลาอาหารกลางวัน
lung	0.510	0.292	0.629	ปอด
lunge	0.354	0.721	0.509	แทง
lungs	0.531	0.352	0.555	ปอด
lurch	0.404	0.694	0.363	เซ่อ
lure	0.439	0.565	0.300	ล่อ
lurid	0.186	0.833	0.536	น่ากลัว
lurk	0.219	0.740	0.655	แฝงตัว
lurking	0.421	0.781	0.575	ซุ่มซ่อน
luscious	0.885	0.552	0.545	ฉ่ำ
lush	0.740	0.783	0.833	เขียวชอุ่ม
lust	0.469	0.944	0.518	ความต้องการทางเพศ
luster	0.833	0.566	0.558	ความเป็นเงา
lustful	0.427	0.896	0.643	ตัณหา
lustrous	0.771	0.606	0.598	แวววาว
lusty	0.469	0.941	0.673	มีกำลังวังชา
lute	0.459	0.407	0.500	ลูท
luxuriant	0.760	0.745	0.812	อุดมสมบูรณ์
luxurious	0.947	0.644	0.754	หรูหรา
luxury	0.932	0.673	0.750	หรูหรา
lycra	0.520	0.449	0.328	ไลคร่า
lye	0.378	0.396	0.443	น้ำด่าง
lying	0.208	0.704	0.317	โกหก
lymph	0.398	0.510	0.390	น้ำเหลือง
lymphatic	0.380	0.509	0.472	น้ำเหลือง
lymphoma	0.208	0.645	0.330	มะเร็งต่อมน้ำเหลือง
lynch	0.167	0.885	0.482	ลินช์
lynching	0.135	0.920	0.548	การลงประชาทัณฑ์
lynx	0.510	0.590	0.567	แมวป่าชนิดหนึ่ง
lyre	0.719	0.347	0.414	พิณ
lyric	0.702	0.269	0.464	เนื้อเพลง
lyrical	0.708	0.451	0.618	โคลงสั้น ๆ
lyrics	0.582	0.214	0.333	เนื้อเพลง
macadamia	0.635	0.330	0.434	มะคาเดเมีย
macarena	0.802	0.601	0.368	มักกะโรนี
macaroni	0.816	0.410	0.382	มักกะโรนี
mace	0.450	0.412	0.415	กระบอง
mach	0.541	0.432	0.463	เครื่องจักร
machete	0.260	0.690	0.474	มีดแมเชเท
machine	0.510	0.500	0.707	เครื่องจักร
machinery	0.458	0.615	0.629	เครื่องจักร
machinist	0.490	0.598	0.721	ช่างเครื่อง
macho	0.643	0.690	0.676	ผู้ชาย
mackerel	0.418	0.423	0.426	ปลาทู
macro	0.552	0.469	0.647	มาโคร
mad	0.219	0.873	0.277	โกรธ
madam	0.580	0.308	0.571	มาดาม
madame	0.604	0.500	0.635	แหม่ม
madden	0.329	0.602	0.457	madden
madder	0.323	0.853	0.267	แมดเดอร์
mademoiselle	0.752	0.459	0.461	มาดมัวแซล
mademyday	0.694	0.573	0.537	ทำให้ฉันมีความสุขมาก
madhouse	0.156	0.736	0.440	madhouse
madman	0.135	0.880	0.312	คนบ้า
madness	0.104	0.804	0.440	ความบ้าคลั่ง
maestro	0.823	0.357	0.849	ปรมาจารย์
mafia	0.204	0.867	0.676	มาเฟีย
magazine	0.615	0.332	0.377	นิตยสาร
mage	0.622	0.373	0.453	นักเวทย์
magenta	0.635	0.275	0.415	สีม่วงแดง
maggot	0.235	0.500	0.235	ตัวหนอน
magic	0.868	0.663	0.578	มายากล
magical	0.875	0.651	0.595	วิเศษ
magician	0.714	0.657	0.551	นักมายากล
magistrate	0.587	0.541	0.904	ผู้พิพากษา
magma	0.323	0.623	0.609	แม็กม่า
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	เจ้าสัว
magnesium	0.542	0.320	0.321	แมกนีเซียม
magnet	0.571	0.318	0.553	แม่เหล็ก
magnetic	0.612	0.529	0.673	แม่เหล็ก
magnetism	0.630	0.529	0.741	แม่เหล็ก
magnetite	0.531	0.490	0.581	แมกนีไทต์
magnification	0.890	0.615	0.880	กำลังขยาย
magnificence	0.802	0.810	0.920	ความงดงาม
magnificent	1.000	0.680	0.886	งดงาม
magnifier	0.469	0.216	0.345	แว่นขยาย
magnify	0.729	0.561	0.839	ขยาย
magnifying	0.594	0.265	0.406	แว่นขยาย
magnitude	0.608	0.613	0.774	ขนาด
magnolia	0.558	0.343	0.379	แมกโนเลีย
magpie	0.500	0.458	0.327	นกกางเขน
mahi mahi	0.510	0.410	0.398	มาฮิ มาฮิ
mahjong	0.556	0.418	0.440	ไพ่นกกระจอก
mahogany	0.602	0.225	0.393	มะฮอกกานี
maid	0.406	0.324	0.300	แม่บ้าน
maiden	0.755	0.396	0.461	หญิงพรหมจารีย์
mail	0.615	0.231	0.548	จดหมาย
mailbox	0.573	0.222	0.404	กล่องจดหมาย
mailing	0.688	0.324	0.375	การส่งจดหมาย
mailman	0.659	0.418	0.462	บุรุษไปรษณีย์
maim	0.133	0.724	0.496	maim
main	0.667	0.510	0.811	หลัก
mainframe	0.531	0.490	0.557	เมนเฟรม
mainland	0.680	0.407	0.806	แผ่นดินใหญ่
mainstay	0.694	0.400	0.713	แกนนำ
mainstream	0.653	0.527	0.660	กระแสหลัก
maintain	0.684	0.398	0.647	บำรุงรักษา
maintenance	0.592	0.410	0.545	ซ่อมบำรุง
majestic	0.948	0.731	0.906	ตระหง่าน
majesty	0.823	0.602	0.955	พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช
major	0.684	0.538	0.874	วิชาเอก
majority	0.684	0.560	0.930	ข้างมาก
make	0.684	0.420	0.480	ทำ
makeover	0.771	0.510	0.596	โฉม
maker	0.698	0.544	0.706	ผู้ผลิต
makeshift	0.479	0.611	0.389	ชั่วคราว
makesmehappy	0.894	0.663	0.712	ทำให้มีความสุข
makesmemad	0.296	0.643	0.500	makememad
makeup	0.740	0.333	0.331	แต่งหน้า
makingdisciples	0.684	0.402	0.664	ทำลูกศิษย์
malady	0.190	0.686	0.304	โรคภัยไข้เจ็บ
malaise	0.150	0.600	0.161	ไม่สบาย
malaria	0.125	0.653	0.304	มาลาเรีย
malarkey	0.396	0.500	0.465	Malarkey
malevolent	0.094	0.854	0.613	ใจร้าย
malfeasance	0.062	0.745	0.325	ความผิด
malformation	0.083	0.602	0.357	ผิดรูป
malfunction	0.125	0.577	0.229	ความผิดปกติ
malice	0.073	0.811	0.492	ความอาฆาตพยาบาท
malicious	0.177	0.765	0.607	มุ่งร้าย
malign	0.140	0.765	0.481	ร้ายกาจ
malignancy	0.149	0.814	0.614	ความร้ายกาจ
malignant	0.143	0.824	0.370	ร้าย
maligned	0.102	0.684	0.218	ใส่ร้าย
mall	0.724	0.663	0.492	ห้างสรรพสินค้า
malleable	0.500	0.500	0.391	อ่อนได้
mallet	0.354	0.390	0.483	ตะลุมพุก
malnutrition	0.024	0.592	0.277	ภาวะทุพโภชนาการ
malpractice	0.094	0.559	0.330	การทุจริตต่อหน้าที่
malt	0.750	0.373	0.324	มอลต์
mama	0.860	0.413	0.728	มาม่า
mambo	0.808	0.622	0.445	แมมโบ้
mamma	0.600	0.358	0.449	มัมมา
mammal	0.618	0.449	0.421	สัตว์เลี้ยงลูกด้วยนม
mammoth	0.480	0.471	0.537	แมมมอธ
mammy	0.680	0.415	0.436	มัมมี่
manage	0.560	0.530	0.719	จัดการ
manageable	0.750	0.361	0.655	จัดการได้
management	0.792	0.491	0.806	การจัดการ
manager	0.625	0.549	0.897	ผู้จัดการ
managerial	0.604	0.520	0.791	การจัดการ
mandamus	0.439	0.577	0.556	แมนดามุส
mandarin	0.625	0.398	0.491	ส้มแมนดาริน
mandate	0.448	0.670	0.779	อาณัติ
mandatory	0.271	0.667	0.777	บังคับ
mandible	0.510	0.431	0.500	ขากรรไกรล่าง
mandolin	0.708	0.433	0.367	แมนโดลิน
mandrel	0.310	0.490	0.481	แมนเดรล
mane	0.521	0.277	0.373	สร้อย
maneuver	0.615	0.663	0.608	การซ้อมรบ
maneuvering	0.635	0.640	0.745	การหลบหลีก
mange	0.311	0.558	0.348	โรคเรื้อน
manger	0.656	0.276	0.398	รางหญ้า
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	มะม่วง
mangosteen	0.562	0.500	0.414	มังคุด
mangy	0.214	0.698	0.270	มังกี้
manhole	0.378	0.500	0.516	ท่อระบายน้ำ
manhood	0.625	0.735	0.858	ความเป็นลูกผู้ชาย
manhunt	0.145	0.925	0.657	ตามล่า
mania	0.290	0.683	0.382	ความบ้าคลั่ง
maniac	0.120	0.849	0.431	คนบ้า
maniacal	0.200	0.848	0.500	คลั่งไคล้
manic	0.054	0.892	0.368	คลั่งไคล้
manicure	0.706	0.308	0.284	ทำเล็บ
manicurist	0.583	0.352	0.341	ช่างทำเล็บ
manifest	0.667	0.647	0.704	รายการ
manifestation	0.583	0.750	0.655	การสำแดง
manifested	0.580	0.618	0.667	ประจักษ์
manifestly	0.469	0.588	0.577	อย่างชัดแจ้ง
manifesto	0.646	0.519	0.676	แถลงการณ์
manifold	0.500	0.461	0.435	มากมาย
manipulate	0.255	0.700	0.772	จัดการ
manipulation	0.188	0.775	0.536	การจัดการ
manipulative	0.177	0.724	0.546	จอมบงการ
mankind	0.823	0.471	0.768	มนุษยชาติ
manly	0.698	0.633	0.846	ลูกผู้ชาย
manna	0.698	0.294	0.544	มานา
manned	0.551	0.588	0.484	บรรจุคน
mannequin	0.427	0.302	0.295	นางแบบ
manner	0.618	0.250	0.320	มารยาท
mannered	0.469	0.556	0.291	มีมารยาท
manners	0.816	0.284	0.517	มารยาท
manor	0.646	0.358	0.738	คฤหาสน์
manpower	0.531	0.620	0.543	กำลังคน
mansion	0.847	0.490	0.717	คฤหาสน์
mansions	0.735	0.529	0.777	คฤหาสน์
manslaughter	0.090	0.920	0.473	การฆ่าคนตาย
mantel	0.500	0.265	0.471	หิ้ง
mantis	0.480	0.355	0.421	ตั๊กแตนตำข้าว
mantle	0.510	0.269	0.422	ปกคลุม
mantra	0.396	0.249	0.357	มนต์
manual	0.635	0.245	0.449	คู่มือ
