English Word	Valence	Arousal	Dominance	Esperanto Word
loop	0.516	0.343	0.317	buklo
loophole	0.406	0.755	0.491	kaŝpasejo
loopy	0.438	0.520	0.195	loop
loose	0.573	0.312	0.365	malfiksas
loosen	0.487	0.337	0.218	malfiksi
loosening	0.378	0.343	0.295	malfiksi
loot	0.604	0.711	0.537	rabadon
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	deforma
lord	0.618	0.327	0.684	sinjoro
lords	0.571	0.356	0.781	sinjoroj
lordship	0.573	0.557	0.736	sinjoro
lore	0.719	0.373	0.768	lore
lorry	0.521	0.481	0.402	kamiono
lose	0.115	0.538	0.176	perdi
loser	0.083	0.510	0.155	malgajninto
losing	0.076	0.686	0.223	perdanta
loss	0.062	0.567	0.211	perdo
lost	0.199	0.663	0.148	perdita
lot	0.531	0.215	0.370	multo
lotion	0.724	0.261	0.188	locio
lots	0.604	0.417	0.424	multe
lottery	0.771	0.731	0.491	loterio
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotuso
loud	0.573	0.650	0.870	laŭta
loudly	0.541	0.755	0.667	laŭte
loudmouth	0.337	0.615	0.456	laŭtbuŝo
loudness	0.350	0.582	0.620	sonoro
loudspeaker	0.490	0.735	0.689	laŭtparolilo
lounge	0.592	0.245	0.466	salono
lounging	0.735	0.167	0.449	loundante
louse	0.184	0.439	0.154	pediko
lousy	0.125	0.482	0.234	aĉa
lovable	0.948	0.335	0.565	aminda
love	1.000	0.519	0.673	amo
loved	0.927	0.452	0.582	amita
lovee	0.949	0.592	0.611	amatino
loveee	0.927	0.592	0.693	amatino
loveless	0.102	0.365	0.216	senamuloj
lovelife	0.837	0.610	0.592	amvivo
loveliness	0.959	0.509	0.750	beleco
lovelovelove	0.948	0.582	0.554	lovelovelove
lovely	0.917	0.456	0.741	Amindaj
lovemaking	0.969	0.927	0.814	amorfarado
lovemylife	0.896	0.800	0.573	amas mian vivon
lover	0.881	0.816	0.750	amanto
lovesick	0.796	0.842	0.500	ammalsana
lovethis	0.867	0.552	0.526	amas ĉi tion
loving	0.948	0.612	0.636	amanta
lovinglife	0.979	0.404	0.673	aman vivon
lovinlife	0.714	0.460	0.544	amvivo
low	0.292	0.220	0.102	malalta
lowdown	0.306	0.441	0.441	malaltiĝo
lower	0.327	0.296	0.258	pli malalta
lowering	0.286	0.363	0.236	malsuprenirante
lowest	0.312	0.304	0.129	plej malalta
lowlands	0.323	0.290	0.331	malaltaj teroj
lowlife	0.296	0.529	0.309	malaltvivo
lowly	0.562	0.294	0.417	humila
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	lojala
loyalty	0.885	0.406	0.793	lojaleco
lsd	0.375	0.471	0.390	lsd
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	lubaĵo
lubricant	0.656	0.550	0.454	lubrikaĵo
lubricate	0.552	0.490	0.470	lubriki
lubrication	0.624	0.646	0.491	lubrikado
lucid	0.771	0.490	0.705	lucida
luck	0.854	0.490	0.717	ŝanco
luckiest	0.917	0.690	0.852	plej bonŝanca
lucky	0.960	0.610	0.793	bonŝanca
luckygirl	0.781	0.712	0.471	bonŝanca knabino
lucrative	0.729	0.519	0.798	enspeziga
ludicrous	0.137	0.553	0.274	ridinda
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	bagaĝo
lukewarm	0.573	0.300	0.241	varmeta
lull	0.602	0.130	0.402	paŭzo
lullaby	0.796	0.156	0.339	lulkanto
lumbar	0.323	0.418	0.342	lumbar
lumber	0.517	0.184	0.373	ligno
lumbering	0.354	0.561	0.655	ŝarĝi
lumberjack	0.500	0.660	0.726	arbohakisto
luminescent	0.796	0.550	0.526	lumineska
luminous	0.918	0.392	0.783	luma
lump	0.438	0.337	0.463	bulo
lumpy	0.271	0.378	0.365	bulplena
lunacy	0.132	0.847	0.330	frenezeco
lunar	0.562	0.296	0.427	luna
lunatic	0.125	0.792	0.442	frenezulo
lunch	0.880	0.410	0.542	tagmanĝo
lunchbox	0.663	0.346	0.346	lunĉujo
luncheon	0.837	0.240	0.441	tagmanĝo
lunchtime	0.896	0.398	0.444	tagmanĝa horo
lung	0.510	0.292	0.629	pulmo
lunge	0.354	0.721	0.509	ĵeto
lungs	0.531	0.352	0.555	pulmoj
lurch	0.404	0.694	0.363	ŝanceli
lure	0.439	0.565	0.300	logi
lurid	0.186	0.833	0.536	sensacia
lurk	0.219	0.740	0.655	embuskas
lurking	0.421	0.781	0.575	kaŝatendante
luscious	0.885	0.552	0.545	bongusta
lush	0.740	0.783	0.833	abunda
lust	0.469	0.944	0.518	volupto
luster	0.833	0.566	0.558	brilo
lustful	0.427	0.896	0.643	volupta
lustrous	0.771	0.606	0.598	brila
lusty	0.469	0.941	0.673	volupta
lute	0.459	0.407	0.500	liuto
luxuriant	0.760	0.745	0.812	luksa
luxurious	0.947	0.644	0.754	luksa
luxury	0.932	0.673	0.750	lukso
lycra	0.520	0.449	0.328	likro
lye	0.378	0.396	0.443	lesivo
lying	0.208	0.704	0.317	mensoge
lymph	0.398	0.510	0.390	limfo
lymphatic	0.380	0.509	0.472	limfataj
lymphoma	0.208	0.645	0.330	limfomo
lynch	0.167	0.885	0.482	linĉo
lynching	0.135	0.920	0.548	linĉado
lynx	0.510	0.590	0.567	linko
lyre	0.719	0.347	0.414	liro
lyric	0.702	0.269	0.464	lirika
lyrical	0.708	0.451	0.618	lirika
lyrics	0.582	0.214	0.333	kantotekstoj
macadamia	0.635	0.330	0.434	makadamio
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	makaronioj
mace	0.450	0.412	0.415	muskatfloro
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	maĉeto
machine	0.510	0.500	0.707	maŝino
machinery	0.458	0.615	0.629	maŝinaro
machinist	0.490	0.598	0.721	maŝinisto
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	skombro
macro	0.552	0.469	0.647	makroo
mad	0.219	0.873	0.277	freneza
madam	0.580	0.308	0.571	sinjorino
madame	0.604	0.500	0.635	sinjorino
madden	0.329	0.602	0.457	freneza
madder	0.323	0.853	0.267	pli freneza
mademoiselle	0.752	0.459	0.461	fraŭlino
mademyday	0.694	0.573	0.537	farismyday
madhouse	0.156	0.736	0.440	frenezulejo
madman	0.135	0.880	0.312	frenezulo
madness	0.104	0.804	0.440	frenezo
maestro	0.823	0.357	0.849	majstro
mafia	0.204	0.867	0.676	mafio
magazine	0.615	0.332	0.377	revuo
mage	0.622	0.373	0.453	mage
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	larvo
magic	0.868	0.663	0.578	magio
magical	0.875	0.651	0.595	magia
magician	0.714	0.657	0.551	magiisto
magistrate	0.587	0.541	0.904	magistrato
magma	0.323	0.623	0.609	magmo
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	magnato
magnesium	0.542	0.320	0.321	magnezio
magnet	0.571	0.318	0.553	magneto
magnetic	0.612	0.529	0.673	magneta
magnetism	0.630	0.529	0.741	magnetismo
magnetite	0.531	0.490	0.581	magnetito
magnification	0.890	0.615	0.880	pligrandigo
magnificence	0.802	0.810	0.920	grandiozeco
magnificent	1.000	0.680	0.886	grandioza
magnifier	0.469	0.216	0.345	lupeo
magnify	0.729	0.561	0.839	pligrandigi
magnifying	0.594	0.265	0.406	pligrandigante
magnitude	0.608	0.613	0.774	grando
magnolia	0.558	0.343	0.379	magnolio
magpie	0.500	0.458	0.327	pigo
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	maĥongo
mahogany	0.602	0.225	0.393	mahagono
maid	0.406	0.324	0.300	servistino
maiden	0.755	0.396	0.461	fraŭlino
mail	0.615	0.231	0.548	poŝto
mailbox	0.573	0.222	0.404	leterkesto
mailing	0.688	0.324	0.375	poŝto
mailman	0.659	0.418	0.462	leterportisto
maim	0.133	0.724	0.496	kripligo
main	0.667	0.510	0.811	ĉefa
mainframe	0.531	0.490	0.557	ĉefkomputilo
mainland	0.680	0.407	0.806	kontinento
mainstay	0.694	0.400	0.713	ĉefapogilo
mainstream	0.653	0.527	0.660	ĉefa
maintain	0.684	0.398	0.647	subteni
maintenance	0.592	0.410	0.545	prizorgado
majestic	0.948	0.731	0.906	majesta
majesty	0.823	0.602	0.955	majesteco
major	0.684	0.538	0.874	majoro
majority	0.684	0.560	0.930	plimulto
make	0.684	0.420	0.480	fari
makeover	0.771	0.510	0.596	restrukturado
maker	0.698	0.544	0.706	fabrikisto
makeshift	0.479	0.611	0.389	improvizita
makesmehappy	0.894	0.663	0.712	feliĉigas
makesmemad	0.296	0.643	0.500	farasmemad
makeup	0.740	0.333	0.331	ŝminko
makingdisciples	0.684	0.402	0.664	farante disĉiplojn
malady	0.190	0.686	0.304	malsano
malaise	0.150	0.600	0.161	malbonfarto
malaria	0.125	0.653	0.304	malario
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	malbonvola
malfeasance	0.062	0.745	0.325	misfaro
malformation	0.083	0.602	0.357	misformiĝo
malfunction	0.125	0.577	0.229	misfunkcio
malice	0.073	0.811	0.492	malico
malicious	0.177	0.765	0.607	malica
malign	0.140	0.765	0.481	malignaj
malignancy	0.149	0.814	0.614	maligneco
malignant	0.143	0.824	0.370	maligna
maligned	0.102	0.684	0.218	kalumniis
mall	0.724	0.663	0.492	butikcentro
malleable	0.500	0.500	0.391	modebla
mallet	0.354	0.390	0.483	maleo
malnutrition	0.024	0.592	0.277	subnutrado
malpractice	0.094	0.559	0.330	mispraktiko
malt	0.750	0.373	0.324	malto
mama	0.860	0.413	0.728	panjo
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	panjo
mammal	0.618	0.449	0.421	mamulo
mammoth	0.480	0.471	0.537	mamuto
mammy	0.680	0.415	0.436	panjo
manage	0.560	0.530	0.719	administri
manageable	0.750	0.361	0.655	regebla
management	0.792	0.491	0.806	administrado
manager	0.625	0.549	0.897	manaĝero
managerial	0.604	0.520	0.791	manaĝera
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandareno
mandate	0.448	0.670	0.779	mandato
mandatory	0.271	0.667	0.777	deviga
mandible	0.510	0.431	0.500	mandiblo
mandolin	0.708	0.433	0.367	mandolino
mandrel	0.310	0.490	0.481	mandrilo
mane	0.521	0.277	0.373	kolhararo
maneuver	0.615	0.663	0.608	manovro
maneuvering	0.635	0.640	0.745	manovrado
mange	0.311	0.558	0.348	mange
manger	0.656	0.276	0.398	staltrogo
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangostano
mangy	0.214	0.698	0.270	mangy
manhole	0.378	0.500	0.516	domtruo
manhood	0.625	0.735	0.858	vireco
manhunt	0.145	0.925	0.657	homĉasado
mania	0.290	0.683	0.382	manio
maniac	0.120	0.849	0.431	maniulo
maniacal	0.200	0.848	0.500	maniulo
manic	0.054	0.892	0.368	mania
manicure	0.706	0.308	0.284	manikuro
manicurist	0.583	0.352	0.341	manikuristo
manifest	0.667	0.647	0.704	manifesti
manifestation	0.583	0.750	0.655	manifestiĝo
manifested	0.580	0.618	0.667	manifestita
manifestly	0.469	0.588	0.577	evidente
manifesto	0.646	0.519	0.676	manifesto
manifold	0.500	0.461	0.435	dukto
manipulate	0.255	0.700	0.772	manipuli
manipulation	0.188	0.775	0.536	manipulado
manipulative	0.177	0.724	0.546	manipula
mankind	0.823	0.471	0.768	homaro
manly	0.698	0.633	0.846	vireca
manna	0.698	0.294	0.544	manao
manned	0.551	0.588	0.484	homekipita
mannequin	0.427	0.302	0.295	manekeno
manner	0.618	0.250	0.320	maniero
mannered	0.469	0.556	0.291	edukata
manners	0.816	0.284	0.517	moroj
manor	0.646	0.358	0.738	grandbieno
manpower	0.531	0.620	0.543	laborforto
mansion	0.847	0.490	0.717	domego
mansions	0.735	0.529	0.777	domegoj
manslaughter	0.090	0.920	0.473	mortigo
mantel	0.500	0.265	0.471	kameno
mantis	0.480	0.355	0.421	manto
mantle	0.510	0.269	0.422	mantelo
mantra	0.396	0.249	0.357	mantro
manual	0.635	0.245	0.449	manlibro
manufacture	0.868	0.703	0.780	fabrikado
manufacturer	0.688	0.537	0.830	fabrikanto
manufacturing	0.653	0.613	0.804	fabrikado
manure	0.250	0.471	0.241	sterko
manuscript	0.510	0.208	0.540	manuskripto
map	0.561	0.229	0.463	mapo
maple	0.541	0.390	0.339	acero
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	maratono
marble	0.604	0.212	0.667	marmoro
marbled	0.396	0.385	0.418	marmorumitaj
marbles	0.714	0.345	0.241	marmoroj
march	0.531	0.200	0.483	marŝi
mare	0.541	0.320	0.417	ĉevalino
margarine	0.530	0.316	0.333	margarino
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	marĝeno
marginal	0.235	0.644	0.345	marĝena
mariachi	0.710	0.559	0.609	mariaĉio
marijuana	0.312	0.779	0.558	mariĥuano
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	mara
mariner	0.652	0.491	0.676	maristo
marital	0.760	0.529	0.500	edzeca
maritime	0.646	0.490	0.713	mara
mark	0.491	0.231	0.600	marko
marked	0.592	0.358	0.554	markita
marker	0.500	0.333	0.605	markilo
market	0.724	0.480	0.521	merkato
marketable	0.746	0.545	0.664	vendebla
marketing	0.521	0.774	0.675	merkatado
marketplace	0.698	0.420	0.525	foirejo
marks	0.430	0.480	0.424	markoj
marksman	0.500	0.833	0.692	pafisto
marksmanship	0.573	0.531	0.664	paflerteco
marl	0.372	0.471	0.351	marno
marmalade	0.729	0.370	0.288	marmelado
maroon	0.469	0.358	0.336	kaŝtanbruna
marooned	0.229	0.480	0.160	forigita
marquee	0.602	0.284	0.508	markezo
marquis	0.521	0.444	0.562	markizo
marred	0.181	0.561	0.233	difektita
marriage	0.844	0.684	0.750	geedzeco
married	0.674	0.570	0.602	edziĝinta
marrow	0.398	0.422	0.472	medolo
marry	0.896	0.765	0.673	edziĝi
marsh	0.302	0.358	0.277	marĉo
marshal	0.469	0.610	0.819	marŝalo
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	militema
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	martinio
martyr	0.281	0.708	0.509	martiro
martyrdom	0.323	0.745	0.442	martireco
marvel	0.961	0.755	0.866	miri
marvellous	0.878	0.809	0.849	mirinda
marvelous	0.948	0.637	0.778	mirinda
marvelously	0.968	0.708	0.764	mirinde
marzipan	0.684	0.380	0.258	marcipano
mascara	0.575	0.450	0.269	maskara
mascot	0.750	0.337	0.337	maskoto
masculine	0.653	0.540	0.773	vira
masculinity	0.583	0.670	0.851	vireco
mash	0.440	0.363	0.283	mash
mashed	0.531	0.337	0.194	pikita
mask	0.510	0.490	0.537	masko
masked	0.375	0.549	0.518	maskita
masks	0.510	0.472	0.241	maskoj
masochism	0.194	0.845	0.483	masoĥismo
masochist	0.164	0.784	0.353	masoĥisto
mason	0.541	0.442	0.580	masonisto
masquerade	0.431	0.633	0.446	maskerado
mass	0.458	0.245	0.277	maso
massacre	0.031	0.887	0.640	masakro
massage	0.708	0.356	0.413	masaĝo
masses	0.552	0.453	0.473	amasoj
masseur	0.622	0.265	0.463	masaĝisto
masseuse	0.594	0.373	0.391	masaĝistino
massive	0.569	0.660	0.750	masiva
mast	0.542	0.390	0.580	masto
master	0.694	0.490	0.849	majstro
masterful	0.854	0.510	0.960	majstra
mastermind	0.792	0.625	0.918	plancerbo
masterpiece	0.926	0.623	0.847	ĉefverko
mastery	0.755	0.648	0.873	majstreco
masturbate	0.552	0.926	0.500	masturbi
masturbation	0.542	0.961	0.509	masturbado
mat	0.459	0.221	0.304	mato
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	matĉo
matchbook	0.562	0.391	0.412	alumetujo
matching	0.719	0.735	0.418	kongruo
matchmaker	0.615	0.509	0.519	matchmaker
mate	0.847	0.417	0.669	amiko
material	0.521	0.363	0.439	materialo
materialism	0.220	0.390	0.556	materialismo
materialist	0.255	0.491	0.504	materiisto
materialistic	0.420	0.506	0.589	materiisma
materiality	0.417	0.450	0.636	materieco
materialize	0.688	0.596	0.728	realiĝi
materially	0.490	0.451	0.670	materie
materials	0.633	0.361	0.473	materialoj
materiel	0.531	0.294	0.417	materialo
maternal	0.847	0.417	0.634	patrina
maternity	0.865	0.480	0.622	patrineco
math	0.417	0.375	0.600	matematiko
mathematical	0.620	0.500	0.548	matematika
mathematician	0.541	0.418	0.773	matematikisto
mathematics	0.438	0.435	0.664	matematiko
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	sekspariĝo
matriculation	0.622	0.490	0.675	matrikulado
matrimony	0.850	0.637	0.843	edzeco
matrix	0.551	0.378	0.673	matrico
matron	0.520	0.519	0.555	matrono
matted	0.281	0.519	0.393	matigis
matter	0.487	0.353	0.562	afero
matting	0.479	0.405	0.423	mating
mattress	0.612	0.255	0.397	matraco
maturation	0.612	0.439	0.698	maturiĝo
mature	0.625	0.347	0.600	matura
maturity	0.827	0.400	0.806	matureco
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	maŭzoleo
mauve	0.533	0.330	0.314	malva
maverick	0.354	0.676	0.409	nekonformisto
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	maksimumigi
maximum	0.724	0.724	0.852	maksimume
may	0.704	0.273	0.245	majo
mayday	0.344	0.643	0.423	Majtago
mayflower	0.690	0.463	0.429	mayfloro
mayhem	0.188	0.870	0.364	kaoso
mayonnaise	0.510	0.320	0.222	majonezo
mayor	0.469	0.481	0.818	urbestro
maze	0.438	0.608	0.444	labirinto
mead	0.667	0.337	0.441	medo
meadow	0.622	0.130	0.382	herbejo
meager	0.144	0.389	0.281	magra
meal	0.833	0.461	0.473	manĝo
mean	0.440	0.467	0.620	signifas
meander	0.480	0.443	0.454	meandro
meandering	0.427	0.644	0.539	serpentumante
meanie	0.388	0.420	0.404	meanie
meaning	0.663	0.395	0.625	signifo
meaningful	0.770	0.500	0.802	signifoplena
meaningless	0.156	0.314	0.143	sensenca
meanness	0.102	0.694	0.368	malnobleco
means	0.615	0.373	0.460	signifas
meantime	0.432	0.222	0.300	intertempe
measles	0.092	0.635	0.422	morbilo
measurable	0.604	0.410	0.602	mezurebla
measure	0.510	0.375	0.365	mezuri
measured	0.542	0.265	0.578	mezurita
measurement	0.622	0.418	0.491	mezurado
measuring	0.448	0.337	0.529	mezurado
measuring cup	0.557	0.343	0.377	mezurtaso
measuring tape	0.337	0.280	0.327	mezurbendo
meat	0.612	0.421	0.413	viando
meatball	0.612	0.279	0.343	viandbulo
meathead	0.306	0.534	0.490	viandkapo
meatloaf	0.625	0.389	0.375	viandbulo
mechanic	0.571	0.433	0.566	mekanikisto
mechanical	0.479	0.569	0.564	mekanika
mechanics	0.542	0.500	0.761	mekanikistoj
mechanism	0.573	0.583	0.664	mekanismo
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medalo
medallion	0.750	0.510	0.710	medaljono
medallist	0.796	0.821	0.897	medalisto
meddle	0.302	0.770	0.526	enmiksiĝi
meddling	0.245	0.600	0.461	enmiksiĝi
media	0.500	0.330	0.464	amaskomunikiloj
medial	0.458	0.340	0.429	mediala
median	0.459	0.216	0.375	mediano
mediate	0.635	0.308	0.654	peri
mediation	0.661	0.350	0.657	mediacio
mediator	0.592	0.438	0.580	mediatoro
medic	0.500	0.472	0.585	kuracisto
medical	0.583	0.373	0.616	medicina
medicate	0.417	0.375	0.546	kuraci
medication	0.615	0.439	0.500	medikamento
medicinal	0.667	0.417	0.614	kuracaj
medicine	0.708	0.318	0.679	medikamento
medieval	0.560	0.408	0.455	mezepoka
mediocre	0.188	0.481	0.149	mezbona
mediocrity	0.073	0.398	0.225	mezboneco
meditate	0.812	0.146	0.564	mediti
meditating	0.718	0.185	0.399	meditante
meditation	0.786	0.120	0.478	meditado
meditative	0.614	0.120	0.454	meditema
mediterranean	0.663	0.454	0.545	mediteranea
medium	0.559	0.356	0.358	mediumo
medley	0.487	0.352	0.400	konfuzaĵo
meek	0.531	0.150	0.198	milda
meet	0.760	0.510	0.580	renkonti
meeting	0.750	0.569	0.613	kunveno
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melankolia
melancholy	0.188	0.260	0.237	melankolio
melee	0.541	0.704	0.611	manbatalo
mellow	0.633	0.069	0.265	milda
melodious	0.932	0.530	0.587	melodia
melodrama	0.378	0.830	0.446	melodramo
melodramatic	0.235	0.692	0.368	melodrama
melody	0.847	0.434	0.405	melodio
melon	0.461	0.231	0.271	melono
melt	0.448	0.615	0.312	fandi
meltdown	0.629	0.657	0.602	disfandiĝo
melting	0.592	0.470	0.538	fandante
member	0.698	0.333	0.555	membro
membership	0.698	0.411	0.778	membreco
membrane	0.406	0.430	0.418	membrano
memento	0.708	0.360	0.536	memento
memo	0.625	0.235	0.407	noto
memoir	0.750	0.242	0.553	memoraĵo
memorabilia	0.780	0.412	0.491	memorindaĵoj
memorable	0.939	0.510	0.769	memorinda
memorandum	0.600	0.500	0.639	memorando
memorial	0.602	0.304	0.600	monumento
memorials	0.771	0.333	0.679	monumentoj
memories	0.963	0.487	0.510	memoroj
memoriesiwontforget	0.635	0.542	0.455	memoroj ne forgesos
memorize	0.520	0.451	0.716	enmemorigi
memory	0.792	0.378	0.573	memoro
menace	0.125	0.894	0.759	minaco
menacing	0.042	0.880	0.643	minaca
menagerie	0.573	0.480	0.538	menaĝerio
mend	0.542	0.436	0.602	ripari
mending	0.500	0.633	0.657	riparante
menial	0.490	0.420	0.352	humila
meningitis	0.104	0.612	0.407	meningito
meniscus	0.323	0.330	0.453	menisko
menopause	0.204	0.460	0.306	menopaŭzo
menses	0.163	0.686	0.331	menstruoj
menstrual	0.408	0.519	0.435	menstrua
mental	0.490	0.490	0.585	mensa
mentalhealth	0.562	0.541	0.670	mensa sano
mentality	0.711	0.415	0.726	pensmaniero
menthol	0.490	0.292	0.433	mentolo
mention	0.562	0.365	0.562	mencii
mentor	0.719	0.455	0.777	mentoro
menu	0.633	0.333	0.385	menuo
meow	0.510	0.510	0.412	miaŭ
mercantile	0.480	0.490	0.713	komerca
mercenary	0.245	0.837	0.673	soldulo
merchandise	0.594	0.460	0.621	varo
merchant	0.675	0.500	0.620	komercisto
merciful	0.854	0.346	0.500	kompatema
merciless	0.062	0.880	0.634	senkompata
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	hidrargo
mercy	0.719	0.229	0.500	kompaton
mere	0.396	0.221	0.176	nura
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	kunfandi
merger	0.592	0.490	0.642	fuzio
meridian	0.510	0.324	0.558	meridiano
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringo
merit	0.854	0.500	0.722	merito
meritorious	0.781	0.618	0.855	meritplena
mermaid	0.765	0.623	0.452	marvirino
merriment	0.948	0.721	0.632	gajeco
merry	0.979	0.731	0.764	gaja
merrychristmas	0.888	0.510	0.536	feliĉan Kristnaskon
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	meskalino
mesh	0.429	0.235	0.371	maŝo
meshes	0.440	0.363	0.362	maŝoj
mesmerized	0.520	0.552	0.421	hipnotigita
mess	0.143	0.843	0.273	malordo
message	0.650	0.391	0.415	mesaĝo
messedup	0.333	0.615	0.358	fuŝita
messenger	0.694	0.434	0.500	mesaĝisto
messiah	0.781	0.634	0.800	mesio
messy	0.260	0.635	0.140	senorda
metabolic	0.408	0.531	0.559	metabola
metabolism	0.698	0.509	0.555	metabolo
metal	0.551	0.429	0.547	metalo
metallic	0.615	0.330	0.607	metala
metallurgy	0.396	0.509	0.587	metalurgio
metamorphosis	0.541	0.571	0.613	metamorfozo
metaphor	0.562	0.280	0.470	metaforo
metaphorical	0.500	0.412	0.480	metafora
metaphysical	0.630	0.573	0.686	metafizika
metaphysics	0.561	0.396	0.588	metafiziko
metastasis	0.177	0.646	0.452	metastazo
meteor	0.398	0.714	0.737	meteoro
meteoric	0.590	0.802	0.684	meteika
meteorite	0.385	0.794	0.750	meteorito
meteorological	0.635	0.557	0.556	meteologiaj
meteorology	0.630	0.418	0.689	meteologio
meter	0.438	0.300	0.463	metro
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	metadono
methane	0.290	0.460	0.569	metano
methanol	0.292	0.500	0.570	metanolo
method	0.640	0.275	0.698	metodo
methodical	0.663	0.360	0.745	metoda
methodology	0.664	0.327	0.745	metodiko
meticulous	0.555	0.480	0.555	skrupula
metime	0.531	0.398	0.417	tempo
metric	0.519	0.248	0.573	metriko
metrical	0.521	0.375	0.482	metrika
metrology	0.531	0.432	0.439	metrologio
metropolis	0.656	0.625	0.779	metropolo
metropolitan	0.387	0.408	0.723	metropolano
mettle	0.667	0.529	0.750	kuraĝo
mew	0.418	0.481	0.380	miaŭ
mezzanine	0.479	0.427	0.404	interetaĝo
mica	0.531	0.250	0.314	glimo
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	mikro
microbe	0.255	0.450	0.340	mikrobo
microbiology	0.571	0.378	0.560	mikrobiologio
microchip	0.551	0.358	0.432	mikroĉipo
microcosm	0.500	0.500	0.520	mikrokosmo
microfilm	0.469	0.352	0.412	mikrofilmo
microgram	0.448	0.286	0.355	mikrogramo
micrometer	0.573	0.358	0.394	mikrometro
micron	0.375	0.291	0.315	mikrono
microphone	0.551	0.431	0.462	mikrofono
microscope	0.531	0.330	0.464	mikroskopo
microscopic	0.360	0.327	0.433	mikroskopa
microscopically	0.623	0.370	0.412	mikroskope
microscopy	0.500	0.339	0.455	mikroskopio
microwave	0.542	0.497	0.443	mikroondoj
mid	0.500	0.315	0.356	mezo
midair	0.633	0.413	0.455	meze de la aero
midday	0.658	0.250	0.403	tagmezo
middle	0.458	0.157	0.300	mezo
middleman	0.500	0.404	0.452	peranto
middleweight	0.510	0.302	0.428	meza pezo
midget	0.396	0.295	0.254	nano
midland	0.521	0.402	0.456	midland
midlife	0.594	0.244	0.473	mezvivo
midline	0.332	0.224	0.330	meza linio
midnight	0.562	0.470	0.545	noktomezo
midshipman	0.469	0.615	0.785	markadeto
midst	0.324	0.275	0.296	meze
midsummer	0.781	0.480	0.492	somermezo
midterm	0.427	0.337	0.425	mezperiodo
midtown	0.479	0.442	0.538	mezurbo
midway	0.459	0.316	0.304	duonvoje
midwife	0.531	0.570	0.453	akuŝistino
midwifery	0.510	0.570	0.459	akuŝistino
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	ĉagrenita
mighty	0.855	0.837	0.936	potenca
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migreno
migrate	0.415	0.580	0.454	migri
migration	0.492	0.731	0.566	migrado
migratory	0.448	0.521	0.491	migranta
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	milda
mildew	0.344	0.250	0.241	milduo
mildness	0.827	0.226	0.311	mildeco
mile	0.521	0.417	0.456	mejlo
mileage	0.510	0.458	0.562	kilometraĵo
milestone	0.719	0.373	0.558	mejloŝtono
militant	0.418	0.667	0.750	batalema
militants	0.260	0.673	0.652	aktivuloj
military	0.396	0.710	0.875	militistaro
militia	0.396	0.729	0.769	milico
milk	0.817	0.270	0.327	lakto
milkman	0.750	0.380	0.304	laktisto
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	lakteca
mill	0.531	0.382	0.347	muelejo
