English Word	Valence	Arousal	Dominance	Yoruba Word
insufficient	0.188	0.380	0.093	ti ko to
insufficiently	0.147	0.509	0.198	aipe
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	idabobo
insulated	0.208	0.265	0.304	idabobo
insulation	0.245	0.327	0.264	idabobo
insulin	0.429	0.472	0.375	hisulini
insult	0.085	0.831	0.389	ẹgan
insulting	0.094	0.840	0.412	ẹgan
insurance	0.714	0.308	0.825	iṣeduro
insure	0.700	0.415	0.698	daju
insurgent	0.235	0.735	0.660	ọlọtẹ
insurmountable	0.620	0.627	0.737	aiṣedeede
insurrection	0.229	0.706	0.582	iṣọtẹ
intact	0.716	0.212	0.602	mule
intake	0.604	0.527	0.442	gbigbemi
intangible	0.525	0.480	0.473	aiṣedeede
integer	0.573	0.327	0.595	odidi
integral	0.590	0.337	0.615	je egbe
integrate	0.729	0.390	0.700	ṣepọ
integration	0.771	0.480	0.737	Integration
integrity	0.865	0.413	0.848	iyege
intellect	0.844	0.418	0.870	ọgbọn
intellectual	0.906	0.455	0.845	ọgbọn
intelligence	0.833	0.587	0.885	oye
intelligent	0.917	0.541	0.868	oye
intelligibility	0.740	0.481	0.689	oye
intelligible	0.635	0.480	0.691	oye
intend	0.562	0.520	0.519	pinnu
intended	0.406	0.542	0.587	ti a ti pinnu
intending	0.510	0.567	0.597	pinnu
intense	0.592	0.774	0.679	intense
intensely	0.694	0.846	0.750	intensely
intensify	0.604	0.870	0.737	pọ si
intensity	0.622	0.930	0.952	kikankikan
intensive	0.570	0.842	0.776	lekoko
intent	0.550	0.481	0.500	idi
intention	0.531	0.480	0.636	aniyan
intentional	0.650	0.615	0.750	imomose
intentionally	0.450	0.676	0.696	imomose
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	ibaraenisepo
interaction	0.646	0.735	0.750	ibaraenisepo
interactive	0.727	0.811	0.770	ibanisọrọ
intercede	0.582	0.577	0.630	gbadura
intercept	0.221	0.660	0.676	ikọlu
interception	0.327	0.673	0.643	interception
intercession	0.503	0.486	0.598	intercession
interchange	0.615	0.527	0.565	paṣipaarọ
interchangeable	0.615	0.459	0.526	interchangeable
interchanged	0.396	0.472	0.434	paarọ
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	ajọṣepọ
interdependence	0.608	0.618	0.639	ibaraenisepo
interdependent	0.410	0.482	0.598	interdependent
interdiction	0.337	0.500	0.585	idinamọ
interest	0.780	0.667	0.618	anfani
interested	0.750	0.529	0.725	nife
interesting	0.927	0.726	0.731	awon
interface	0.643	0.357	0.600	ni wiwo
interfere	0.323	0.714	0.471	dabaru
interference	0.396	0.736	0.357	kikọlu
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalactic
interim	0.604	0.400	0.524	adele
interior	0.618	0.157	0.462	inu ilohunsoke
interject	0.333	0.648	0.658	interjections
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	interlude
intermediary	0.427	0.510	0.643	agbedemeji
intermediate	0.480	0.368	0.400	agbedemeji
interment	0.235	0.608	0.346	interment
interminable	0.327	0.481	0.561	interminable
intermission	0.490	0.360	0.402	idilọwọ
intermittent	0.337	0.565	0.436	lemọlemọ
intern	0.459	0.460	0.392	akọṣẹ
internal	0.439	0.349	0.423	ti abẹnu
internally	0.615	0.400	0.616	inu
international	0.800	0.519	0.702	okeere
internet	0.760	0.462	0.755	ayelujara
internship	0.590	0.510	0.482	ikọṣẹ
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolate
interpolation	0.419	0.506	0.528	interpolation
interpret	0.646	0.625	0.673	itumọ
interpretation	0.677	0.594	0.620	itumọ
interpreter	0.708	0.461	0.596	onitumọ
interpretive	0.531	0.549	0.595	onitumọ
interrelated	0.615	0.469	0.592	ti o ni ibatan
interrogate	0.323	0.808	0.680	ifọrọwanilẹnuwo
interrogation	0.302	0.827	0.657	ifọrọwanilẹnuwo
interrupt	0.210	0.635	0.509	da gbigbi
interrupted	0.281	0.559	0.333	Idilọwọ
interrupting	0.146	0.593	0.509	idalọwọduro
interruption	0.184	0.632	0.425	idalọwọduro
interrupts	0.204	0.545	0.389	idilọwọ
intersect	0.521	0.510	0.480	ikorita
intersection	0.344	0.541	0.658	ikorita
interstate	0.520	0.443	0.600	Interstate
interstellar	0.708	0.702	0.622	interstellar
interstitial	0.333	0.471	0.534	interstitial
interval	0.510	0.284	0.400	aarin
intervene	0.520	0.677	0.768	laja
intervening	0.398	0.627	0.442	idasi
intervention	0.388	0.696	0.689	ilowosi
interview	0.573	0.770	0.619	ifọrọwanilẹnuwo
interviewer	0.552	0.736	0.816	onibeere
interworking	0.552	0.587	0.691	interworking
intestate	0.459	0.467	0.415	intestate
intestinal	0.357	0.531	0.370	oporoku
intestine	0.343	0.450	0.380	ifun
intestines	0.292	0.547	0.398	ifun
intimacy	0.857	0.802	0.558	intimacy
intimate	0.724	0.598	0.393	timotimo
intimately	0.806	0.573	0.590	timotimo
intimation	0.406	0.673	0.500	intimation
intimidate	0.210	0.804	0.632	deruba
intimidated	0.177	0.663	0.208	deruba
intimidating	0.229	0.790	0.708	deruba
intimidation	0.177	0.791	0.644	ẹru
intolerable	0.146	0.660	0.439	aibikita
intolerance	0.052	0.704	0.520	aibikita
intolerant	0.135	0.676	0.509	aláìfaradà
intonation	0.615	0.442	0.598	intonation
intoxicated	0.079	0.824	0.246	mu yó
intoxicating	0.224	0.760	0.464	intoxicating
intoxication	0.323	0.710	0.400	imutipara
intracranial	0.281	0.602	0.553	intracranial
intractable	0.154	0.694	0.302	intractable
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	iṣan inu
intrepid	0.753	0.696	0.637	inira
intricate	0.559	0.704	0.500	intricate
intrigue	0.362	0.830	0.327	intrigue
intriguing	0.422	0.713	0.462	iyanilẹnu
intrinsic	0.406	0.471	0.526	ojulowo
intrinsically	0.459	0.382	0.538	intrinsically
intro	0.510	0.331	0.657	iforo
introduce	0.592	0.559	0.648	agbekale
introduction	0.612	0.413	0.640	ifihan
introductory	0.635	0.368	0.593	iforo
introspection	0.603	0.337	0.575	introspection
introspective	0.552	0.360	0.471	introspective
intrude	0.058	0.735	0.480	wọlé
intruder	0.146	0.740	0.324	onijagidijagan
intrusion	0.293	0.641	0.670	ifọle
intrusive	0.461	0.607	0.538	intrusive
intubation	0.276	0.598	0.526	intubation
intuition	0.857	0.508	0.602	ogbon inu
intuitive	0.771	0.573	0.690	ogbon inu
intuitively	0.670	0.561	0.648	ogbon inu
inundation	0.177	0.780	0.455	inundation
invade	0.408	0.892	0.714	gbogun ti
invader	0.200	0.827	0.618	olutayo
invalid	0.180	0.330	0.255	aiṣedeede
invalidate	0.315	0.480	0.397	asan
invalidation	0.181	0.490	0.278	invalidation
invalidity	0.186	0.394	0.158	invalidity
invaluable	0.740	0.500	0.745	ti koṣeye
invariably	0.458	0.365	0.550	nigbagbogbo
invasion	0.271	0.843	0.808	ayabo
invasive	0.194	0.730	0.598	afomo
invent	0.719	0.689	0.833	pilẹṣẹ
invention	0.714	0.577	0.811	kiikan
inventive	0.780	0.627	0.721	onihumọ
inventor	0.781	0.667	0.847	onihumọ
inventory	0.594	0.463	0.490	akojo oja
inverse	0.459	0.337	0.319	onidakeji
inversely	0.286	0.418	0.351	idakeji
inversion	0.602	0.630	0.772	ìyípadà
invert	0.510	0.585	0.706	invert
inverted	0.310	0.471	0.357	yiyipada
invest	0.650	0.663	0.682	nawo
investigate	0.640	0.500	0.781	se iwadi
investigation	0.531	0.592	0.820	iwadi
investigative	0.562	0.600	0.704	oniwadi
investigator	0.615	0.509	0.779	oniwadi
investment	0.720	0.592	0.745	idoko-owo
investor	0.794	0.655	0.791	oludokoowo
invidious	0.112	0.650	0.364	aibikita
invigorate	0.821	0.798	0.831	fi agbara mu
invincible	0.867	0.853	0.914	ti ko le bori
invisibility	0.438	0.461	0.382	airi
invisible	0.417	0.345	0.412	airi
invitation	0.802	0.549	0.647	ifiwepe
invite	0.745	0.655	0.611	pè
inviting	0.938	0.571	0.538	pípe
invocation	0.430	0.620	0.673	epe
invoice	0.480	0.380	0.474	risiti
invoke	0.583	0.740	0.579	epe
involuntary	0.354	0.490	0.231	aifẹ
involution	0.296	0.420	0.407	involution
involve	0.694	0.490	0.728	lowo
involvement	0.760	0.620	0.696	ilowosi
invulnerable	0.552	0.683	0.745	ailagbara
inwards	0.490	0.385	0.438	inu
iodine	0.390	0.265	0.333	iodine
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	ibinu
ire	0.198	0.740	0.575	ire
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	binu
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	irin
ironclad	0.561	0.648	0.679	irin
ironic	0.435	0.550	0.500	ironic
irons	0.531	0.441	0.625	irin
irony	0.390	0.587	0.508	irony
irradiation	0.385	0.736	0.509	itanna
irrational	0.125	0.648	0.394	alaimọkan
irrationality	0.198	0.735	0.361	aimoye
irreconcilable	0.146	0.667	0.375	aiṣedeede
irreducible	0.296	0.455	0.569	irreucible
irrefutable	0.496	0.549	0.716	airekọja
irregular	0.312	0.548	0.321	alaibamu
irregularity	0.104	0.647	0.306	aiṣedeede
irregularly	0.292	0.565	0.397	aiṣedeede
irrelevant	0.138	0.311	0.296	ko ṣe pataki
irreparable	0.061	0.530	0.430	irreparable
irreplaceable	0.479	0.580	0.833	aibikita
irrepressible	0.512	0.566	0.745	irrepressible
irresistible	0.823	0.833	0.839	aiṣedeede
irrespective	0.497	0.538	0.745	laibikita
irresponsible	0.177	0.680	0.241	aibikita
irreverent	0.191	0.694	0.634	alaibọwọ
irreversible	0.170	0.541	0.667	aiyipada
irrevocable	0.296	0.560	0.712	aiyipada
irrigate	0.272	0.458	0.490	bomi rin
irrigation	0.259	0.426	0.426	irigeson
irritability	0.146	0.853	0.283	ìbínú
irritable	0.112	0.952	0.462	ibinu
irritate	0.167	0.890	0.368	binu
irritated	0.210	0.816	0.281	binu
irritates	0.173	0.810	0.295	binu
irritating	0.104	0.912	0.393	ibinu
irritation	0.073	0.833	0.496	ibinu
island	0.745	0.347	0.432	erekusu
isle	0.667	0.390	0.443	erekusu
islet	0.612	0.314	0.367	erekusu
isolate	0.235	0.422	0.336	ya sọtọ
isolated	0.221	0.356	0.255	ti ya sọtọ
isolation	0.198	0.338	0.339	ìyàraẹniṣọ́tọ̀
isomorphism	0.448	0.361	0.481	isomorphism
isothermal	0.459	0.491	0.500	isothermal
isotope	0.429	0.404	0.407	isotope
issue	0.316	0.819	0.351	oro
itch	0.319	0.610	0.465	nyún
itching	0.208	0.690	0.300	nyún
itchy	0.334	0.726	0.296	nyún
item	0.594	0.270	0.465	ohun kan
itemize	0.459	0.527	0.518	ohun elo
items	0.542	0.401	0.434	awọn ohun kan
iterate	0.449	0.460	0.440	ilọtunwọnsi
iteration	0.531	0.449	0.486	aṣetunṣe
iterative	0.429	0.420	0.500	aṣetunṣe
itinerant	0.449	0.545	0.439	itinerant
itinerary	0.551	0.550	0.454	itinerary
ivory	0.625	0.235	0.566	ehin-erin
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jaki
jackal	0.333	0.582	0.436	jakali
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	jaketi
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackrabbit
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	jaded
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	jagged
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	ewon
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	onitubu
jailhouse	0.104	0.887	0.430	tubu
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	jam
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	jammed
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	olutọju
janitorial	0.490	0.373	0.481	ileto
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	idẹ
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	jarring
jasmine	0.765	0.230	0.286	jasimi
jasper	0.480	0.425	0.402	jasperi
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jaunt
java	0.459	0.321	0.343	jafa
javelin	0.385	0.481	0.465	ọ̀kọ̀
jaw	0.500	0.510	0.420	bakan
jawbone	0.468	0.413	0.342	egungun eyin
jaws	0.385	0.528	0.455	ẹrẹkẹ
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	jowú
jealousy	0.146	0.783	0.481	owú
jean	0.602	0.444	0.364	Jean
jeans	0.622	0.324	0.371	sokoto
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	igbafẹfẹ
jelly	0.651	0.294	0.256	jelly
jellybean	0.592	0.406	0.399	awa
jellyfish	0.531	0.567	0.377	jellyfish
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	fi ewu
jeopardy	0.129	0.908	0.536	ewu
jerk	0.194	0.630	0.238	oloriburuku
jerks	0.214	0.788	0.395	jerks
jerky	0.233	0.538	0.358	onijagidijagan
jersey	0.594	0.317	0.411	Jersey
jest	0.520	0.736	0.222	awada
jester	0.388	0.670	0.264	jester
jesus	0.800	0.400	0.620	Jesu
jet	0.612	0.721	0.606	oko ofurufu
jetty	0.602	0.480	0.453	jeti
jewel	0.827	0.588	0.625	olowoiyebiye
jeweler	0.760	0.482	0.500	ohun ọṣọ
jewelry	0.823	0.569	0.597	ohun ọṣọ
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jigi
jiggle	0.592	0.673	0.518	jiggle
jigsaw	0.594	0.582	0.519	aruniloju
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	jitters
jittery	0.344	0.856	0.255	jittery
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	ise
jobinterview	0.684	0.837	0.723	ifọrọwanilẹnuwo iṣẹ
jock	0.592	0.656	0.473	awada
jockey	0.562	0.644	0.703	jockey
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	jog
jogger	0.417	0.510	0.424	jogger
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	da
joined	0.667	0.394	0.600	darapo
joining	0.755	0.469	0.685	didapọ mọ
joint	0.615	0.392	0.566	isẹpo
jointly	0.708	0.425	0.602	lapapo
joke	0.704	0.610	0.316	awada
joker	0.771	0.760	0.416	awada
joking	0.776	0.839	0.407	nse awada
jolly	0.959	0.705	0.708	jolly
jolt	0.365	0.708	0.358	jolt
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	iwe akosile
journalism	0.622	0.500	0.684	ise iroyin
journalist	0.542	0.452	0.732	onise iroyin
journalistic	0.696	0.449	0.495	onise iroyin
journey	0.910	0.702	0.625	irin ajo
journeyman	0.765	0.596	0.741	arìnrìn àjò
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	awada
joy	0.980	0.824	0.794	ayo
joyful	0.990	0.740	0.667	ayo
joyous	0.958	0.580	0.728	ayo
joyride	0.694	0.550	0.500	ayo
joys	0.981	0.643	0.651	ayo
jubilant	0.844	0.673	0.664	jubilant
jubilee	0.916	0.500	0.579	jubeli
judge	0.510	0.604	0.857	onidajọ
judged	0.281	0.686	0.722	ṣe idajọ
judging	0.240	0.625	0.693	idajọ
judgment	0.396	0.600	0.816	idajọ
judgmental	0.330	0.602	0.579	idajọ
judicial	0.378	0.667	0.833	idajọ
judiciary	0.439	0.740	0.897	adajo
judicious	0.630	0.432	0.772	idajọ
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	jug
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugula
juice	0.776	0.281	0.352	oje
juicer	0.552	0.520	0.564	oloje
juicy	0.823	0.529	0.490	sisanra ti
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	jumble
jumbled	0.292	0.602	0.445	jumbled
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	fo
jump rope	0.656	0.660	0.368	Fo okùn
jumper	0.615	0.336	0.481	olofofo
jumpsuit	0.562	0.365	0.361	aṣọ ẹwu
jumpy	0.353	0.810	0.216	fo
junction	0.490	0.481	0.364	ipade
juncture	0.365	0.582	0.491	ipade
jungle	0.500	0.510	0.481	igbo
junior	0.635	0.343	0.304	kékeré
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	ijekuje
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	ijekuje
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	amofin
jurisdiction	0.480	0.580	0.820	ẹjọ
jurisprudence	0.360	0.425	0.764	idajọ
jurist	0.479	0.523	0.713	amofin
juror	0.582	0.640	0.750	onidajọ
jury	0.479	0.607	0.789	imomopaniyan
justice	0.760	0.538	0.787	idajo
justifiable	0.786	0.413	0.821	idalare
justification	0.622	0.444	0.661	idalare
justify	0.612	0.473	0.615	lare
juststop	0.417	0.379	0.364	kan duro
justthebeginning	0.573	0.451	0.481	ibẹrẹ
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	ewe
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaleidoscope
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangaroo
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmic
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keeli
keen	0.823	0.719	0.806	gbon
keep	0.714	0.296	0.547	pa
keeper	0.612	0.457	0.773	olutọju
keeping	0.592	0.280	0.723	fifipamọ
keepsake	0.740	0.307	0.491	keepsake
keg	0.551	0.389	0.404	keg
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	ile kekere
kerchief	0.520	0.189	0.236	ibori
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	ekuro
kerosene	0.302	0.472	0.427	kerosene
ketchup	0.653	0.338	0.282	ketchup
kettle	0.357	0.497	0.333	ikoko
key	0.615	0.275	0.519	bọtini
keyboard	0.573	0.279	0.349	keyboard
keyed	0.469	0.497	0.521	bọtini
keyhole	0.438	0.358	0.356	iho bọtini
keynote	0.630	0.431	0.545	koko
keypad	0.604	0.255	0.330	bọtini foonu
keystone	0.573	0.438	0.491	okuta bọtini
keyword	0.602	0.520	0.747	koko
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	tapa
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	ẹlẹsẹ
kicking	0.327	0.802	0.510	gbigba
kickoff	0.583	0.600	0.629	Ibere
kid	0.760	0.453	0.298	omode
kidder	0.708	0.768	0.471	omo kekere
kidding	0.622	0.625	0.457	nsere
kiddo	0.674	0.393	0.419	omode
kiddos	0.500	0.480	0.342	awọn ọmọ wẹwẹ
kidnap	0.032	0.923	0.535	ajínigbé
kidnapped	0.044	0.923	0.455	jigbe
kidnapper	0.115	0.906	0.618	ajínigbé
kidnapping	0.094	0.880	0.561	ìjínigbé
kidney	0.448	0.363	0.380	kíndìnrín
kids	0.837	0.500	0.417	awọn ọmọ wẹwẹ
kill	0.052	0.941	0.736	pa
killer	0.041	0.971	0.543	apaniyan
killing	0.080	0.959	0.696	pipa
killjoy	0.178	0.550	0.324	pa ayo
kiln	0.451	0.423	0.414	adiro
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilo
kilometer	0.490	0.439	0.485	kilometer
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	ìbátan
kind	0.918	0.240	0.618	irú
kindergarten	0.833	0.462	0.308	osinmi
kindling	0.520	0.651	0.421	sisun
kindness	0.938	0.350	0.508	oore
kindred	0.760	0.418	0.517	ebi
kinematics	0.594	0.480	0.614	kinematics
kinesiology	0.491	0.480	0.633	kinesiology
kinetic	0.582	0.540	0.537	kainetik
king	0.677	0.690	0.892	ọba
king snake	0.458	0.835	0.647	ejo oba
kingdom	0.714	0.547	0.910	ijọba
kingpin	0.357	0.626	0.642	ọba
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kiki
kinship	0.771	0.300	0.652	ìbátan
kiosk	0.500	0.286	0.321	kióósi
kirk	0.510	0.390	0.388	Kirki
kiss	0.967	0.813	0.630	fẹnuko
kisser	0.844	0.682	0.618	ifẹnukonu
kissy	0.874	0.684	0.402	fẹnuko
kit	0.583	0.344	0.420	ohun elo
kitchen	0.700	0.234	0.398	idana
kite	0.643	0.500	0.573	kite
kitten	0.816	0.343	0.260	ọmọ ologbo
kiwi	0.646	0.273	0.282	KIWI
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	knack
knapsack	0.551	0.317	0.268	knapsack
knead	0.490	0.457	0.345	kún
knee	0.520	0.245	0.396	orokun
kneecap	0.427	0.360	0.440	ikun ikun
kneel	0.426	0.417	0.217	Kunle
kneeling	0.245	0.435	0.144	kúnlẹ̀
knell	0.354	0.500	0.377	kunlẹ
knick	0.480	0.509	0.420	ika
knickers	0.552	0.428	0.328	knickers
knife	0.344	0.717	0.573	ọbẹ
knight	0.780	0.441	0.835	knight
knighthood	0.740	0.660	0.769	knighthood
knit	0.630	0.144	0.295	ṣọkan
knob	0.340	0.360	0.272	koko
knock	0.312	0.531	0.527	kànkun
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	knockout
knoll	0.434	0.347	0.333	kọlu
knot	0.541	0.221	0.408	sorapo
knots	0.418	0.346	0.267	koko
knotted	0.226	0.412	0.294	sorapo
know	0.765	0.361	0.704	mọ
knowing	0.833	0.353	0.658	mọ
knowingly	0.500	0.459	0.481	mọọmọ
knowledge	0.847	0.430	0.896	imo
knowledgeable	0.865	0.455	0.971	oye
knuckle	0.655	0.333	0.393	orunkun
knucklehead	0.157	0.485	0.288	ori knuckle
knuckles	0.271	0.461	0.320	knuckles
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	koki
kool-aid	0.531	0.318	0.393	kool-iranlowo
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	kosher
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonite
kudos	0.925	0.587	0.642	iyin
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	aami
labor	0.594	0.639	0.754	laala
laboratory	0.571	0.490	0.537	yàrá
labored	0.646	0.451	0.637	ṣiṣẹ
laborer	0.561	0.510	0.698	alagbaṣe
laboring	0.705	0.644	0.737	nṣiṣẹ lọwọ
laborious	0.393	0.635	0.709	alaalaapọn
labyrinth	0.479	0.811	0.491	labyrinth
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	lesi
laceration	0.143	0.667	0.443	laceration
lack	0.250	0.365	0.242	aini
lackey	0.260	0.510	0.166	lackey
lacking	0.229	0.375	0.121	aini
lackluster	0.250	0.311	0.264	ainipẹkun
lacquer	0.510	0.353	0.258	lacquer
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	lactose
lad	0.637	0.388	0.336	omode
ladder	0.560	0.438	0.358	àkàbà
laddie	0.668	0.539	0.391	obinrin
laden	0.392	0.478	0.554	eru
lading	0.388	0.463	0.409	ikojọpọ
ladle	0.531	0.368	0.352	ladle
lady	0.854	0.481	0.602	obinrin
lady bug	0.490	0.434	0.381	kokoro iyaafin
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ladylike
ladyship	0.561	0.480	0.822	iyaafin
lag	0.220	0.375	0.246	aisun
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	aisun
lagoon	0.660	0.231	0.373	lagoon
lair	0.469	0.438	0.392	ile
laity	0.510	0.320	0.487	omo iya
lake	0.694	0.196	0.425	adagun
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	ọdọ aguntan
lame	0.145	0.410	0.217	Arọ
lament	0.198	0.398	0.352	ṣọfọ
lamenting	0.156	0.390	0.254	ṣọfọ
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminated
lamp	0.510	0.260	0.309	Atupa
lamppost	0.420	0.337	0.455	ifiranṣẹ ẹrọ iṣagbejade ina
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	ilẹ
landed	0.709	0.620	0.480	gbele
landfall	0.521	0.434	0.407	ilolu ilẹ
landfill	0.398	0.423	0.324	idalẹnu ilu
landing	0.552	0.696	0.596	ibalẹ
landlady	0.677	0.303	0.417	onile
landlocked	0.280	0.391	0.367	landlocked
landlord	0.684	0.500	0.858	onile
landmark	0.694	0.355	0.681	enikeji
lands	0.594	0.280	0.492	awọn ilẹ
landscape	0.719	0.176	0.423	ala-ilẹ
landscaping	0.823	0.379	0.519	idena keere
landslide	0.250	0.864	0.530	ilẹ-ilẹ
lane	0.449	0.490	0.451	ona
language	0.677	0.337	0.704	ede
languid	0.281	0.270	0.283	alailera
languish	0.235	0.408	0.382	ṣoro
languishing	0.308	0.459	0.353	ti nrẹwẹsi
lanky	0.412	0.426	0.370	lanky
lantern	0.622	0.250	0.243	atupa
lap	0.583	0.510	0.412	ipele
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	lapel
lapse	0.420	0.316	0.281	asese
lapsed	0.357	0.333	0.276	lapsed
laptop	0.724	0.270	0.519	kọǹpútà alágbèéká
larceny	0.272	0.821	0.454	larceny
lard	0.427	0.239	0.179	epo obo
larder	0.656	0.290	0.509	laderer
large	0.704	0.565	0.736	nla
larger	0.729	0.654	0.763	tobi
largo	0.521	0.480	0.517	nla
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	idin
laryngitis	0.125	0.500	0.370	laryngitis
larynx	0.460	0.420	0.402	larynx
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	lesa
lash	0.235	0.794	0.609	panṣa
