English Word	Valence	Arousal	Dominance	Vietnamese Word
merge	0.760	0.480	0.733	hợp nhất
merger	0.592	0.490	0.642	sự hợp nhất
meridian	0.510	0.324	0.558	kinh tuyến
meridional	0.365	0.290	0.600	kinh mạch
meringue	0.625	0.580	0.411	bánh ngọt làm bằng lòng trắng trứng và đường
merit	0.854	0.500	0.722	công lao
meritorious	0.781	0.618	0.855	có công
mermaid	0.765	0.623	0.452	Mỹ nhân ngư
merriment	0.948	0.721	0.632	sự vui vẻ
merry	0.979	0.731	0.764	vui
merrychristmas	0.888	0.510	0.536	giáng sinh vui vẻ
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	lưới thép
meshes	0.440	0.363	0.362	mắt lưới
mesmerized	0.520	0.552	0.421	mê hoặc
mess	0.143	0.843	0.273	sự lộn xộn
message	0.650	0.391	0.415	thông điệp
messedup	0.333	0.615	0.358	lộn xộn
messenger	0.694	0.434	0.500	tin nhắn
messiah	0.781	0.634	0.800	đấng cứu thế
messy	0.260	0.635	0.140	lộn xộn
metabolic	0.408	0.531	0.559	trao đổi chất
metabolism	0.698	0.509	0.555	sự trao đổi chất
metal	0.551	0.429	0.547	kim loại
metallic	0.615	0.330	0.607	kim loại
metallurgy	0.396	0.509	0.587	luyện kim
metamorphosis	0.541	0.571	0.613	sự biến hình
metaphor	0.562	0.280	0.470	phép ẩn dụ
metaphorical	0.500	0.412	0.480	ẩn dụ
metaphysical	0.630	0.573	0.686	siêu hình học
metaphysics	0.561	0.396	0.588	siêu hình học
metastasis	0.177	0.646	0.452	di căn
meteor	0.398	0.714	0.737	sao băng
meteoric	0.590	0.802	0.684	meteoric
meteorite	0.385	0.794	0.750	mảnh thiên thạch
meteorological	0.635	0.557	0.556	khí tượng
meteorology	0.630	0.418	0.689	khí tượng học
meter	0.438	0.300	0.463	Mét
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadone
methane	0.290	0.460	0.569	mêtan
methanol	0.292	0.500	0.570	metanol
method	0.640	0.275	0.698	phương pháp
methodical	0.663	0.360	0.745	có phương pháp
methodology	0.664	0.327	0.745	phương pháp luận
meticulous	0.555	0.480	0.555	tỉ mỉ
metime	0.531	0.398	0.417	thời gian của tôi
metric	0.519	0.248	0.573	Hệ mét
metrical	0.521	0.375	0.482	đo lường
metrology	0.531	0.432	0.439	đo lường
metropolis	0.656	0.625	0.779	đô thị
metropolitan	0.387	0.408	0.723	đô thị
mettle	0.667	0.529	0.750	khí phách
mew	0.418	0.481	0.380	kêu meo meo
mezzanine	0.479	0.427	0.404	gác lửng
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	ốm yếu
micro	0.500	0.270	0.250	vi mô
microbe	0.255	0.450	0.340	vi trùng
microbiology	0.571	0.378	0.560	vi trùng học
microchip	0.551	0.358	0.432	vi mạch
microcosm	0.500	0.500	0.520	mô hình thu nhỏ
microfilm	0.469	0.352	0.412	vi phim
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micromet
micron	0.375	0.291	0.315	micrômet
microphone	0.551	0.431	0.462	cái mic cờ rô
microscope	0.531	0.330	0.464	kính hiển vi
microscopic	0.360	0.327	0.433	vi mô
microscopically	0.623	0.370	0.412	kính hiển vi
microscopy	0.500	0.339	0.455	kính hiển vi
microwave	0.542	0.497	0.443	lò vi sóng
mid	0.500	0.315	0.356	giữa
midair	0.633	0.413	0.455	giữa không trung
midday	0.658	0.250	0.403	giữa trưa
middle	0.458	0.157	0.300	ở giữa
middleman	0.500	0.404	0.452	người trung gian
middleweight	0.510	0.302	0.428	hạng trung
midget	0.396	0.295	0.254	người lùn
midland	0.521	0.402	0.456	trung du
midlife	0.594	0.244	0.473	đời giữa
midline	0.332	0.224	0.330	đường giữa
midnight	0.562	0.470	0.545	nửa đêm
midshipman	0.469	0.615	0.785	người trung chuyển
midst	0.324	0.275	0.296	ở giữa
midsummer	0.781	0.480	0.492	giữa mùa hè
midterm	0.427	0.337	0.425	giữa kỳ
midtown	0.479	0.442	0.538	khu phố giữa
midway	0.459	0.316	0.304	giữa chừng
midwife	0.531	0.570	0.453	nữ hộ sinh
midwifery	0.510	0.570	0.459	hộ sinh
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	Phật ý
mighty	0.855	0.837	0.936	hùng mạnh
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	đau nửa đầu
migrate	0.415	0.580	0.454	di cư
migration	0.492	0.731	0.566	sự di cư
migratory	0.448	0.521	0.491	di cư
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	nhẹ
mildew	0.344	0.250	0.241	nấm mốc
mildness	0.827	0.226	0.311	sự ôn hòa
mile	0.521	0.417	0.456	dặm
mileage	0.510	0.458	0.562	số dặm
milestone	0.719	0.373	0.558	cột mốc
militant	0.418	0.667	0.750	dân quân
militants	0.260	0.673	0.652	dân quân
military	0.396	0.710	0.875	quân đội
militia	0.396	0.729	0.769	dân quân
milk	0.817	0.270	0.327	Sữa
milkman	0.750	0.380	0.304	Người giao sữa
milkshake	0.796	0.521	0.330	sữa lắc
milky	0.517	0.283	0.311	màu trắng đục
mill	0.531	0.382	0.347	cối xay
millennium	0.573	0.398	0.760	thiên niên kỷ
milligram	0.429	0.217	0.302	miligam
millimeter	0.427	0.177	0.360	milimét
million	0.776	0.647	0.812	triệu
millionaire	0.917	0.755	0.850	nhà triệu phú
millionth	0.635	0.528	0.611	phần triệu
millstone	0.510	0.433	0.492	cối xay
mime	0.455	0.235	0.302	kịch câm
mimic	0.557	0.587	0.391	bắt chước
mimicking	0.316	0.433	0.364	bắt chước
mimicry	0.420	0.337	0.472	sự bắt chước
mince	0.417	0.529	0.378	băm nhuyễn
mincemeat	0.396	0.435	0.358	thịt băm
mind	0.650	0.388	0.627	tâm trí
minded	0.656	0.394	0.627	đầu óc
mindful	0.765	0.450	0.725	trách nhiệm
mindfulness	0.729	0.635	0.745	sự quan tâm
mindless	0.184	0.333	0.153	vô tâm
mine	0.688	0.418	0.578	của tôi
minefield	0.188	0.839	0.684	bãi mìn
miner	0.408	0.594	0.644	thợ mỏ
mineral	0.519	0.287	0.605	khoáng sản
mineralogy	0.551	0.408	0.545	khoáng vật học
mingle	0.561	0.480	0.434	hòa vào
mingled	0.521	0.392	0.357	trộn lẫn
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	thu nhỏ
minibus	0.439	0.390	0.428	xe buýt nhỏ
minim	0.518	0.208	0.138	tối thiểu
minimal	0.448	0.147	0.206	tối thiểu
minimize	0.360	0.236	0.311	giảm thiểu
minimized	0.458	0.137	0.208	thu nhỏ
minimum	0.380	0.198	0.194	tối thiểu
mining	0.633	0.598	0.554	khai thác mỏ
minion	0.490	0.430	0.167	thương yêu
minister	0.547	0.441	0.892	bộ trưởng, mục sư
ministerial	0.571	0.519	0.660	bộ trưởng
ministry	0.510	0.346	0.717	Bộ
minivan	0.592	0.356	0.452	xe tải nhỏ
mink	0.560	0.515	0.430	chồn
minnow	0.541	0.367	0.364	tuế
minor	0.250	0.235	0.175	diễn viên phụ
minority	0.310	0.332	0.211	thiểu số
minstrel	0.458	0.541	0.397	minstrel
mint	0.688	0.221	0.345	cây bạc hà
minty	0.635	0.292	0.361	bạc hà
minuscule	0.396	0.286	0.214	cỡ nhỏ
minute	0.582	0.279	0.356	phút
minutiae	0.323	0.257	0.316	vụn vặt
minx	0.448	0.519	0.404	con chồn
mir	0.417	0.339	0.355	gương
miracle	0.917	0.607	0.806	phép màu
miracles	0.922	0.735	0.692	phép lạ
miraculous	0.875	0.706	0.812	kỳ diệu
mirage	0.546	0.487	0.562	ảo ảnh
mire	0.344	0.376	0.298	bãi lầy
mirror	0.677	0.310	0.438	gương
mirth	0.888	0.640	0.608	gương
misappropriation	0.097	0.831	0.500	sự chiếm đoạt
misbehave	0.020	0.847	0.304	cư xử sai
misbehavior	0.031	0.704	0.269	hành vi sai trái
miscalculation	0.177	0.490	0.353	tính toán sai lầm
miscarriage	0.042	0.781	0.312	sẩy thai
miscellaneous	0.531	0.321	0.196	Điều khoản khác
miscellany	0.500	0.412	0.384	sai lầm
mischief	0.385	0.834	0.292	tinh nghịch
mischievous	0.439	0.804	0.472	nghịch ngợm
misconception	0.210	0.557	0.291	quan niệm sai lầm
misconduct	0.061	0.667	0.304	hành vi sai trái
misdemeanor	0.210	0.640	0.364	tội nhẹ
misdirection	0.131	0.710	0.281	lạc hướng
miser	0.208	0.633	0.311	keo kiệt
miserable	0.062	0.461	0.188	khổ sở
miserably	0.280	0.545	0.150	khổ sở
misery	0.146	0.378	0.158	khốn khổ
misfire	0.153	0.453	0.200	bắn nhầm
misfit	0.173	0.500	0.393	không phù hợp
misfortune	0.094	0.780	0.311	bất hạnh
misguided	0.280	0.531	0.259	lầm lạc
mishap	0.071	0.654	0.227	làm sai
misinformed	0.156	0.567	0.250	thông tin sai
misinterpretation	0.112	0.556	0.360	giải thích sai
mislead	0.167	0.765	0.412	đánh lạc hướng
misleading	0.070	0.660	0.272	gây hiểu lầm
misled	0.177	0.606	0.353	lầm lạc
mismanagement	0.094	0.520	0.295	quản lý yếu kém
mismatch	0.250	0.459	0.282	không phù hợp
mismatched	0.250	0.557	0.302	không khớp
misnomer	0.296	0.528	0.284	nhầm lẫn
misplace	0.229	0.461	0.191	đặt nhầm chỗ
misplaced	0.247	0.450	0.324	đặt nhầm chỗ
misread	0.115	0.558	0.315	đọc sai
misrepresent	0.198	0.542	0.418	xuyên tạc
misrepresentation	0.323	0.618	0.518	xuyên tạc
misrepresented	0.042	0.519	0.466	xuyên tạc
miss	0.573	0.490	0.408	bỏ lỡ
missile	0.240	0.830	0.764	hỏa tiễn
missiles	0.070	0.922	0.830	tên lửa
missing	0.306	0.418	0.222	còn thiếu
missingyou	0.260	0.471	0.377	đang nhớ bạn
mission	0.765	0.633	0.870	nhiệm vụ
missionary	0.729	0.404	0.596	nhà truyền giáo
misspell	0.292	0.423	0.281	Đánh vần sai
misstatement	0.302	0.547	0.221	sự sai sót
missy	0.521	0.480	0.333	nhớ nhung
mist	0.375	0.194	0.221	sương mù
mistake	0.208	0.585	0.102	sai lầm, điều sai, ngộ nhận
mistaken	0.131	0.630	0.212	nhầm lẫn
mister	0.604	0.406	0.663	quí ông
mistletoe	0.542	0.470	0.324	cây tầm gửi
mistreated	0.010	0.792	0.200	ngược đãi
mistress	0.630	0.796	0.694	tình nhân
mistrial	0.427	0.539	0.536	có sương mù
mistrust	0.135	0.657	0.231	không tin tưởng
misty	0.427	0.451	0.278	mù sương
misunderstand	0.177	0.548	0.382	hiểu sai
misunderstanding	0.112	0.618	0.284	sự hiểu lầm
misunderstood	0.177	0.625	0.309	hiểu lầm
misuse	0.083	0.560	0.196	lạm dụng
mite	0.290	0.584	0.271	con ve
miter	0.458	0.500	0.414	lỗ đít
mitigate	0.506	0.427	0.456	giảm nhẹ
mitigating	0.551	0.520	0.600	giảm nhẹ
mitigation	0.448	0.527	0.423	giảm nhẹ
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	găng tay
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	pha trộn
mixed	0.510	0.346	0.444	Trộn
mixedemotions	0.440	0.673	0.430	cảm xúc lẫn lộn
mixer	0.562	0.500	0.556	máy trộn
mixture	0.546	0.360	0.481	hỗn hợp
mnemonic	0.531	0.480	0.452	ghi nhớ
moan	0.357	0.735	0.352	kêu van
moat	0.398	0.380	0.314	hào nước
mob	0.296	0.788	0.567	đám đông
mobile	0.615	0.569	0.481	di động
mobility	0.700	0.596	0.654	di động
mobilization	0.688	0.720	0.787	huy động
mobilize	0.604	0.684	0.727	huy động
mobster	0.188	0.870	0.638	mobster
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	chế nhạo
mocked	0.225	0.746	0.204	chế giễu
mockery	0.094	0.806	0.181	sự chế nhạo
mocking	0.082	0.755	0.394	chế giễu
mockingbird	0.513	0.337	0.423	con chim nhại
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	phương thức
modality	0.633	0.404	0.527	phương thức
mode	0.531	0.185	0.367	cách thức
model	0.607	0.388	0.723	người mẫu
modeler	0.500	0.510	0.730	người làm mô hình
modeling	0.684	0.404	0.490	làm mẫu
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	vừa phải
moderate anticipation	0.667	0.451	0.574	dự đoán vừa phải
moderate disgust	0.229	0.558	0.381	ghê tởm vừa phải
moderate negative	0.177	0.500	0.306	tiêu cực vừa phải
moderate positive	0.896	0.453	0.753	tích cực vừa phải
moderate surprise	0.776	0.663	0.637	bất ngờ vừa phải
moderate trust	0.677	0.350	0.773	tin tưởng vừa phải
moderately	0.604	0.264	0.500	vừa phải
moderating	0.667	0.402	0.783	kiểm duyệt
moderation	0.531	0.240	0.453	điều độ
moderator	0.519	0.354	0.802	người điều hành
modern	0.855	0.423	0.691	hiện đại
modernism	0.760	0.553	0.703	chủ nghĩa hiện đại
modest	0.760	0.130	0.412	khiêm tốn
modesty	0.778	0.240	0.500	khiêm tốn
modicum	0.234	0.417	0.327	modicum
modifiable	0.541	0.422	0.373	có thể sửa đổi
modification	0.480	0.520	0.625	sự sửa đổi
modified	0.561	0.458	0.693	sửa đổi
modify	0.458	0.584	0.625	biến đổi
modulate	0.673	0.343	0.555	ngâm nga
modulation	0.458	0.365	0.565	điều chế
module	0.582	0.388	0.571	mô-đun
modulus	0.622	0.304	0.481	mô đun
mogul	0.510	0.652	0.865	ông trùm
moiety	0.378	0.343	0.454	sự mới lạ
moist	0.470	0.316	0.386	ẩm ướt
moisture	0.406	0.398	0.327	độ ẩm
moisturizer	0.750	0.280	0.386	kem dưỡng ẩm
molar	0.544	0.426	0.350	răng hàm mặt
molasses	0.490	0.269	0.286	mật đường
mold	0.330	0.274	0.402	khuôn
molded	0.667	0.361	0.373	đúc
molding	0.552	0.308	0.546	đúc
moldy	0.235	0.387	0.250	bị mốc
mole	0.436	0.377	0.352	nốt ruồi
molecular	0.495	0.440	0.536	phân tử
molecule	0.531	0.259	0.375	phân tử
molest	0.133	0.816	0.319	quấy rối
molestation	0.102	0.808	0.407	lạm dụng tình dục
molester	0.143	0.811	0.478	kẻ quấy rối
molten	0.417	0.490	0.339	nấu chảy
mom	0.927	0.336	0.639	mẹ
moment	0.604	0.435	0.509	khoảng khăc
momentary	0.562	0.271	0.330	tạm thời
momentous	0.792	0.587	0.760	quan trọng
momentum	0.663	0.750	0.688	Quán tính
momma	0.833	0.412	0.527	mẹ
mommy	0.854	0.353	0.422	mẹ
monad	0.510	0.482	0.451	đơn nguyên
monarch	0.583	0.559	0.870	Quốc vương
monarchy	0.450	0.557	0.870	chế độ quân chủ
monastery	0.694	0.183	0.726	tu viện
monastic	0.438	0.314	0.676	tu viện
monetary	0.583	0.494	0.716	tiền tệ
money	0.844	0.608	0.827	tiền bạc
mongoloid	0.177	0.364	0.317	mongoloid
mongoose	0.327	0.380	0.546	cầy mangut
mongrel	0.425	0.438	0.395	chó lai
monitor	0.490	0.298	0.538	màn hình
monk	0.472	0.208	0.439	tu sĩ
monkey	0.548	0.449	0.283	con khỉ
mono	0.500	0.390	0.273	bệnh tăng bạch cầu đơn nhân
monochrome	0.312	0.292	0.339	đơn sắc
monogamous	0.510	0.335	0.402	một vợ một chồng
monogamy	0.542	0.380	0.455	một vợ một chồng
monogram	0.480	0.210	0.425	chữ lồng
monogrammed	0.503	0.270	0.402	chữ lồng
monograph	0.500	0.242	0.481	chuyên khảo
monolayer	0.427	0.294	0.433	một lớp
monolith	0.429	0.327	0.500	đá nguyên khối
monologue	0.500	0.284	0.534	độc thoại
monopolist	0.330	0.590	0.725	nhà độc quyền
monopoly	0.449	0.509	0.640	sự độc quyền
monotonous	0.354	0.221	0.400	đơn điệu
monotony	0.398	0.135	0.353	đơn điệu
monoxide	0.433	0.430	0.490	monoxit
monsieur	0.552	0.340	0.623	Ngài
monsoon	0.358	0.600	0.481	gió mùa
monster	0.133	0.935	0.596	quái vật
monstrosity	0.094	0.933	0.611	quái dị
monstrous	0.094	0.942	0.649	quái dị
montage	0.438	0.520	0.388	dựng phim
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	tháng
monthly	0.622	0.314	0.364	hàng tháng
monument	0.833	0.404	0.811	đài kỷ niệm
monumental	0.656	0.594	0.955	vĩ đại
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	đi lang thang
mood	0.720	0.500	0.500	khí sắc
moods	0.578	0.633	0.491	tâm trạng
moody	0.245	0.811	0.595	buồn rầu
moon	0.673	0.233	0.547	mặt trăng
moonbeam	0.700	0.290	0.491	tia trăng
moonlight	0.865	0.264	0.409	ánh trăng
moonlit	0.873	0.269	0.508	ánh trăng
moonshine	0.633	0.389	0.491	mặt trăng
moonstruck	0.583	0.438	0.407	moonstruck
moonwalk	0.615	0.586	0.525	moonwalk
moor	0.311	0.464	0.378	đồng hoang
moored	0.344	0.500	0.417	neo đậu
mooring	0.323	0.490	0.444	neo đậu
moorings	0.406	0.500	0.516	neo đậu
moorland	0.490	0.370	0.456	đồng hoang
moose	0.648	0.373	0.318	con nai sừng tấm
moot	0.344	0.500	0.615	cuộc tranh luận
mooted	0.388	0.580	0.463	cổ vũ
mop	0.396	0.442	0.296	chổi lau nhà
mope	0.406	0.309	0.345	khăn lau
moped	0.582	0.582	0.554	lau xe
moral	0.700	0.459	0.796	có đạo đức
morale	0.729	0.158	0.792	đạo đức
morality	0.750	0.408	0.759	đạo đức
morals	0.646	0.430	0.611	luân lý
morass	0.387	0.348	0.375	mớ hỗn độn
moratorium	0.337	0.427	0.373	lệnh tạm hoãn
moray	0.510	0.402	0.463	moray
morbid	0.090	0.833	0.395	bệnh tật
morbidity	0.370	0.630	0.443	bệnh tật
morbidness	0.120	0.694	0.339	bệnh tật
mores	0.582	0.317	0.684	nhiều hơn nữa
morgue	0.022	0.539	0.241	nhà xác
moribund	0.083	0.488	0.167	moribund
morn	0.542	0.284	0.345	morn
morning	0.688	0.235	0.444	buổi sáng
moron	0.133	0.587	0.183	ngu ngốc
moronic	0.122	0.500	0.224	mỉa mai
morose	0.240	0.663	0.264	morose
morph	0.448	0.469	0.451	morph
morphine	0.229	0.490	0.496	morphin
morphism	0.398	0.549	0.386	sự biến hình
morphology	0.516	0.373	0.639	hình thái học
morrow	0.708	0.314	0.490	ngày mai
morsel	0.490	0.296	0.400	morsel
mortal	0.196	0.786	0.510	sinh tử
mortality	0.229	0.726	0.518	tử vong
mortar	0.333	0.627	0.562	cối
mortgage	0.255	0.408	0.537	thế chấp
mortgagee	0.418	0.633	0.723	người thế chấp
mortgagor	0.431	0.522	0.490	người thế chấp
mortician	0.104	0.429	0.275	người ăn thịt người
mortification	0.135	0.644	0.404	hành xác
mortified	0.073	0.731	0.270	hành xác
mortuary	0.133	0.606	0.427	nhà xác
mosaic	0.635	0.250	0.302	khảm
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	con muỗi
moss	0.235	0.270	0.245	rêu
mossy	0.375	0.329	0.286	có rêu
mote	0.375	0.388	0.260	vi trần
motel	0.531	0.372	0.450	nhà trọ
moth	0.323	0.350	0.196	bướm đêm
mother	0.931	0.408	0.725	mẹ
motherfucker	0.122	0.827	0.351	mẹ kiếp
motherfucking	0.071	0.823	0.373	làm mẹ
motherhood	0.844	0.546	0.667	tình mẫu tử
motherland	0.677	0.375	0.731	quê hương
motherless	0.163	0.541	0.337	mồ côi mẹ
motherly	0.927	0.324	0.710	thuộc về mẹ
motif	0.688	0.481	0.527	mô típ
motion	0.667	0.538	0.657	cử động
motionless	0.323	0.210	0.246	bất động
motivate	0.812	0.776	0.873	động viên
motivating	0.958	0.820	0.787	thúc đẩy
motivation	0.854	0.784	0.802	động lực
motivational	0.906	0.646	0.858	động lực
motive	0.667	0.588	0.663	động cơ
motley	0.480	0.398	0.412	motley
motor	0.531	0.551	0.648	động cơ
motorbike	0.552	0.608	0.616	xe máy
motorboat	0.677	0.500	0.390	xuồng máy
motorcade	0.708	0.730	0.593	đoàn xe
motorcar	0.694	0.565	0.682	động cơ xe
motorcycle	0.677	0.764	0.713	xe máy
motorist	0.562	0.663	0.578	người lái xe
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	lốm đốm
motto	0.688	0.317	0.439	châm ngôn
mould	0.357	0.176	0.246	khuôn
mound	0.520	0.481	0.509	gò đất
mount	0.500	0.292	0.348	gắn kết
mountain	0.698	0.408	0.649	núi
mountaineer	0.635	0.774	0.535	người leo núi
mountainous	0.635	0.519	0.612	miền núi
mountains	0.766	0.433	0.569	núi
mountaintop	0.653	0.541	0.713	đỉnh núi
mourn	0.056	0.583	0.150	thương tiếc
mournful	0.180	0.441	0.188	bi ai
mourning	0.177	0.490	0.266	tang chế
mouse	0.427	0.441	0.206	con chuột
mousetrap	0.180	0.643	0.330	bẫy chuột
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	ria
mousy	0.480	0.413	0.339	mousy
mouth	0.734	0.294	0.336	miệng
mouthful	0.609	0.565	0.389	vừa miệng
mouthpiece	0.573	0.346	0.393	khẩu hình
mouthwash	0.438	0.385	0.352	nước súc miệng
movable	0.469	0.509	0.500	di chuyển được
move	0.656	0.647	0.670	di chuyển
movement	0.656	0.654	0.658	sự chuyển động
mover	0.615	0.539	0.466	động cơ
movie	0.792	0.560	0.471	bộ phim
movies	0.724	0.426	0.472	phim
moving	0.479	0.673	0.358	di chuyển
movingforward	0.857	0.518	0.848	tiến về phía trước
movingon	0.490	0.529	0.435	chuyển động
mow	0.420	0.559	0.393	cắt cỏ
mower	0.458	0.510	0.368	máy cắt cỏ
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	phô mai Mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	cần thiết
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	vấy bẩn
mucked	0.184	0.500	0.373	mucked
mucous	0.330	0.296	0.293	chất nhầy
mucus	0.143	0.309	0.228	chất nhầy
mud	0.333	0.260	0.185	bùn
muddle	0.184	0.710	0.336	làm lộn xộn
muddled	0.250	0.615	0.263	lộn xộn
muddy	0.292	0.400	0.283	bùn lầy
muff	0.542	0.335	0.314	ngu ngốc
muffin	0.684	0.430	0.306	bánh nướng xốp
muffled	0.479	0.330	0.421	bóp nghẹt
muffler	0.357	0.407	0.454	bộ giảm thanh
mug	0.542	0.214	0.382	cái ca
mugger	0.125	0.850	0.500	người phá hoại
mulberry	0.469	0.315	0.361	dâu tằm
mulch	0.349	0.361	0.383	lớp phủ
mule	0.320	0.337	0.254	con la
mull	0.663	0.340	0.594	nghĩ lại
mullet	0.521	0.356	0.377	cá đối
multilateral	0.500	0.469	0.705	đa phương
multimedia	0.611	0.390	0.607	đa phương tiện
multinational	0.656	0.510	0.842	đa quốc gia
multiple	0.660	0.510	0.578	nhiều
multiple sclerosis	0.188	0.587	0.483	đa xơ cứng
multiplex	0.610	0.590	0.667	ghép kênh
multiplication	0.646	0.565	0.762	phép nhân
multiplicity	0.677	0.490	0.777	sự đa dạng
multiplied	0.802	0.559	0.729	nhân lên
multiplier	0.643	0.615	0.741	số nhân
multiply	0.802	0.625	0.777	nhân
multitude	0.562	0.765	0.847	vô số
mum	0.802	0.317	0.698	mẹ
mumble	0.292	0.444	0.245	lầm bầm
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	xác ướp
mumps	0.099	0.410	0.311	quai bị
munch	0.541	0.277	0.434	nhai tóp tép
munchies	0.562	0.470	0.491	munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	trần tục
municipal	0.625	0.390	0.758	thành phố trực thuộc trung ương
municipality	0.569	0.280	0.614	đô thị
mural	0.551	0.265	0.454	tranh tường
murder	0.061	0.942	0.615	giết người
murderer	0.010	0.960	0.650	kẻ giết người
murderess	0.041	0.941	0.462	sát nhân
murderous	0.017	0.940	0.682	giết người
murky	0.143	0.618	0.370	âm u
murmur	0.458	0.520	0.200	thì thầm
muscle	0.359	0.490	0.645	bắp thịt
muscular	0.531	0.434	0.577	cơ bắp
muse	0.760	0.360	0.509	ngân nga
muses	0.714	0.434	0.571	trầm ngâm
museum	0.792	0.206	0.481	viện bảo tàng
mush	0.500	0.311	0.125	hỗn độn
mushroom	0.490	0.274	0.269	nấm
mushy	0.520	0.200	0.182	ủy mị
music	0.833	0.563	0.605	Âm nhạc
musical	0.908	0.630	0.530	âm nhạc
musician	0.816	0.509	0.618	nhạc sĩ
musing	0.740	0.151	0.465	trầm ngâm
musk	0.469	0.454	0.453	xạ hương
musket	0.260	0.654	0.510	súng hỏa mai
musketeer	0.694	0.569	0.705	lính ngự lâm
muskrat	0.439	0.510	0.368	xạ hương
muslin	0.439	0.304	0.352	muslin
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	phải
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	mù tạc
muster	0.635	0.460	0.548	Tập hợp
musty	0.354	0.367	0.267	meo
mutable	0.426	0.531	0.491	có thể thay đổi
mutant	0.337	0.676	0.573	dị nhân
mutate	0.281	0.548	0.463	đột biến
mutation	0.365	0.625	0.611	đột biến
mute	0.271	0.200	0.250	tắt tiếng
muted	0.260	0.167	0.162	tắt tiếng
mutilate	0.125	0.900	0.465	cắt xén
mutilated	0.041	0.841	0.356	cắt xén
mutilation	0.122	0.782	0.456	sự cắt xén
mutiny	0.323	0.890	0.549	binh biến
mutt	0.418	0.408	0.387	cái chết tiệt
mutter	0.406	0.427	0.228	lẩm bẩm
mutton	0.427	0.283	0.393	thịt cừu
mutual	0.729	0.321	0.464	qua lại
mutually	0.844	0.490	0.582	hỗ trợ
muzzle	0.388	0.430	0.232	rọ mõm
myfavorite	0.812	0.587	0.615	myfavorite
myopia	0.245	0.387	0.226	cận thị
myopic	0.344	0.396	0.218	cận thị
myriad	0.480	0.429	0.550	vô số
mysterious	0.448	0.699	0.455	bí ẩn
mystery	0.417	0.667	0.519	huyền bí
mystic	0.643	0.520	0.535	thần bí
mystical	0.594	0.443	0.689	thần bí
mysticism	0.594	0.598	0.423	thần bí
mystified	0.344	0.600	0.509	thần bí
mystique	0.668	0.633	0.667	huyền bí
myth	0.458	0.432	0.338	huyền thoại
mythic	0.635	0.528	0.645	thần thoại
mythical	0.625	0.556	0.583	thần thoại
mythological	0.760	0.573	0.658	thần thoại
mythology	0.684	0.439	0.688	thần thoại
nab	0.469	0.544	0.407	nab
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	nada
nadir	0.479	0.363	0.424	nadir
nag	0.271	0.451	0.472	cằn nhằn
nail	0.469	0.397	0.282	móng tay
nail gun	0.378	0.806	0.574	súng bắn đinh
naive	0.406	0.260	0.375	ngây thơ
naked	0.323	0.885	0.288	khỏa thân
nakedness	0.480	0.760	0.350	trần truồng
namaste	0.719	0.255	0.464	namaste
name	0.573	0.300	0.415	Tên
named	0.562	0.396	0.565	được đặt tên
nameless	0.344	0.280	0.164	không tên
namesake	0.418	0.327	0.404	trùng tên
naming	0.667	0.410	0.559	đặt tên
nana	0.765	0.255	0.375	nana
nanny	0.615	0.370	0.528	bảo mẫu
nanometer	0.375	0.356	0.446	nanômét
nap	0.660	0.098	0.342	ngủ trưa
napalm	0.265	0.580	0.471	bom napalm
nape	0.427	0.268	0.298	gáy
napkin	0.469	0.142	0.209	khăn ăn
napping	0.765	0.046	0.306	ngủ trưa
nappy	0.529	0.333	0.207	tã lót
