English Word	Valence	Arousal	Dominance	Kinyarwanda Word
holder	0.592	0.330	0.713	nyirubwite
holding	0.600	0.385	0.670	gufata
holdup	0.398	0.471	0.398	gufata
hole	0.531	0.310	0.330	umwobo
holiday	0.948	0.431	0.593	ibiruhuko
holidays	0.939	0.521	0.512	ibiruhuko
holidayseason	0.875	0.566	0.518	ikiruhuko
holiness	0.860	0.264	0.742	kwera
holistic	0.670	0.348	0.547	byose
holler	0.276	0.825	0.406	holler
hollow	0.300	0.337	0.222	ubusa
holly	0.510	0.250	0.443	Holly
holocaust	0.062	0.918	0.618	itsembabwoko
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holographic
holster	0.561	0.255	0.339	Holster
holy	0.812	0.112	0.690	cyera
holyspirit	0.740	0.480	0.526	Yera
homage	0.833	0.560	0.737	kubaha
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	urugo
homeboy	0.602	0.255	0.436	murugo
homecoming	0.760	0.413	0.472	gutaha
homeland	0.663	0.439	0.868	Igihugu
homeless	0.042	0.450	0.188	abadafite aho baba
homely	0.745	0.157	0.399	murugo
homemade	0.869	0.340	0.398	urugo
homeopathic	0.417	0.268	0.400	homeopathic
homeopathy	0.469	0.284	0.439	homeopathie
homeowner	0.635	0.397	0.962	nyir'urugo
homeroom	0.604	0.480	0.491	homeroom
homesick	0.436	0.304	0.347	gukumbura iwacu
homestead	0.865	0.221	0.536	urugo
homesweethome	0.796	0.380	0.538	urugo
hometown	0.858	0.333	0.605	umujyi
homeward	0.833	0.275	0.435	murugo
homework	0.396	0.412	0.459	umukoro
homey	0.769	0.278	0.500	urugo
homicidal	0.020	0.912	0.573	ubwicanyi
homicide	0.010	0.973	0.518	ubwicanyi
homily	0.621	0.358	0.425	urugo
homing	0.551	0.460	0.527	gutaha
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	ubutinganyi
homogeneous	0.552	0.255	0.617	bahuje ibitsina
homologous	0.471	0.353	0.536	homologous
homologue	0.542	0.356	0.509	homologue
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	abaryamana bahuje ibitsina
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	inyangamugayo
honesty	0.938	0.411	0.728	kuba inyangamugayo
honey	0.920	0.431	0.510	ubuki
honeycomb	0.541	0.417	0.412	ubuki
honeymoon	0.979	0.678	0.526	ukwezi kwa buki
honeysuckle	0.597	0.451	0.517	Honeysuckle
honk	0.549	0.635	0.415	honk
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	icyubahiro
honorable	0.963	0.412	0.830	icyubahiro
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	icyubahiro
honored	0.938	0.447	0.732	icyubahiro
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	hood
hooded	0.306	0.745	0.439	hooded
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	ibinono
hook	0.418	0.444	0.395	hook
hooked	0.610	0.661	0.454	bafashwe
hooker	0.214	0.889	0.373	Hooker
hookup	0.625	0.529	0.683	hookup
hooky	0.468	0.500	0.452	hooky
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	hoop
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	hooray
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	ibyiringiro
hopeful	0.947	0.357	0.627	twizeye
hopeless	0.094	0.298	0.112	nta byiringiro
hopelessness	0.052	0.402	0.223	kwiheba
hopes	0.917	0.500	0.702	ibyiringiro
hoping	0.684	0.469	0.454	twizeye
hopper	0.396	0.491	0.442	hopper
horde	0.286	0.713	0.684	horde
horizon	0.729	0.284	0.590	horizon
horizontal	0.573	0.304	0.387	itambitse
horizontally	0.500	0.356	0.439	mu buryo butambitse
hormonal	0.500	0.620	0.551	imisemburo
hormone	0.490	0.750	0.621	imisemburo
horn	0.385	0.510	0.366	ihembe
horned	0.316	0.610	0.375	ihembe
hornet	0.398	0.594	0.500	Hornet
horny	0.490	0.908	0.560	amahembe
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	biteye ubwoba
horrible	0.071	0.857	0.398	biteye ubwoba
horribly	0.050	0.631	0.454	biteye ubwoba
horrid	0.052	0.765	0.419	biteye ubwoba
horrific	0.094	0.846	0.481	biteye ubwoba
horrified	0.040	0.885	0.368	ubwoba
horrifying	0.010	0.760	0.352	biteye ubwoba
horror	0.115	0.850	0.438	ubwoba
horrors	0.061	0.852	0.409	amahano
horse	0.635	0.510	0.529	ifarashi
horseback	0.688	0.588	0.566	ifarashi
horseman	0.441	0.700	0.676	umunyamafarasi
horsepower	0.594	0.735	0.735	imbaraga
horseradish	0.321	0.584	0.476	Yamazaki
horseshit	0.153	0.582	0.179	ifarashi
horseshoe	0.673	0.350	0.406	ifarashi
horsey	0.602	0.454	0.462	ifarashi
horticultural	0.594	0.387	0.509	ubuhinzi
horticulture	0.700	0.420	0.434	ubuhinzi
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	hose
hosiery	0.520	0.344	0.373	hosiery
hospice	0.337	0.443	0.535	ibitaro
hospitable	0.791	0.470	0.661	kwakira abashyitsi
hospital	0.323	0.537	0.598	ibitaro
hospitality	0.865	0.333	0.725	kwakira abashyitsi
host	0.693	0.471	0.537	Nyiricyubahiro
hostage	0.163	0.923	0.325	ingwate
hostel	0.479	0.500	0.398	icumbi
hostess	0.792	0.604	0.688	nyiricyubahiro
hostile	0.188	0.877	0.474	umwanzi
hostilities	0.276	0.810	0.444	imirwano
hostility	0.122	0.775	0.465	urwango
hot	0.490	0.740	0.573	ashyushye
hot sauce	0.333	0.740	0.509	isosi ishyushye
hotbed	0.510	0.285	0.395	hotbed
hotdog	0.720	0.438	0.373	hotdog
hotel	0.740	0.370	0.407	hoteri
hothead	0.240	0.849	0.518	hothead
hotline	0.592	0.565	0.663	umurongo wa telefoni
hotshot	0.500	0.727	0.615	hotshot
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	hound
hour	0.552	0.265	0.336	isaha
hourglass	0.542	0.284	0.492	isaha
hourly	0.469	0.418	0.491	buri saha
house	0.587	0.135	0.533	inzu
houseboat	0.604	0.389	0.429	ubwato bwo mu rugo
houseboy	0.479	0.415	0.393	urugo
housebroken	0.518	0.461	0.389	inzu yamenetse
houseguest	0.530	0.500	0.481	urugo
household	0.781	0.230	0.667	urugo
householder	0.816	0.541	0.833	nyirurugo
housekeeper	0.694	0.279	0.520	umukozi wo mu rugo
housekeeping	0.604	0.500	0.445	kubungabunga urugo
housewarming	0.857	0.710	0.727	urugo
housewife	0.656	0.361	0.449	umugore wo mu rugo
housework	0.484	0.413	0.342	imirimo yo mu rugo
housing	0.776	0.304	0.591	amazu
hovel	0.333	0.296	0.322	hovel
hover	0.510	0.431	0.404	hover
hovercraft	0.541	0.654	0.588	Yamamoto
howl	0.357	0.646	0.407	muboroge
howsoever	0.459	0.309	0.345	icyaricyo cyose
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	hubby
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	guhisha
hue	0.507	0.416	0.417	hue
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	guhobera
huge	0.573	0.625	0.783	binini
hugger	0.520	0.480	0.412	guhobera
huggy	0.854	0.429	0.451	guhobera
hugs	0.980	0.422	0.600	guhobera
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	hull
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	muntu
humane	0.800	0.370	0.580	ubumuntu
humanitarian	0.786	0.317	0.709	ubumuntu
humanities	0.729	0.325	0.677	ubumuntu
humanity	0.750	0.360	0.727	ikiremwamuntu
humankind	0.885	0.394	0.714	abantu
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	uburenganzira bwa muntu
humble	0.867	0.236	0.483	kwicisha bugufi
humbled	0.280	0.618	0.198	yicishije bugufi
humbly	0.771	0.194	0.370	twicishije bugufi
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	ubuhehere
humidity	0.464	0.373	0.367	ubuhehere
humiliate	0.052	0.714	0.275	agasuzuguro
humiliated	0.104	0.712	0.216	agasuzuguro
humiliating	0.062	0.716	0.279	agasuzuguro
humiliation	0.048	0.712	0.310	agasuzuguro
humility	0.740	0.118	0.444	kwicisha bugufi
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	hummingbird
humongous	0.378	0.538	0.536	urwenya
humor	0.890	0.633	0.462	urwenya
humored	0.854	0.657	0.545	urwenya
humorist	0.958	0.790	0.607	urwenya
humorous	0.906	0.616	0.665	urwenya
hump	0.296	0.462	0.250	hump
humpback	0.235	0.346	0.247	humpback
hunch	0.561	0.630	0.567	hunch
hunchback	0.208	0.390	0.259	hunchback
hundred	0.604	0.370	0.406	ijana
hundredth	0.427	0.368	0.466	ijana
hunger	0.083	0.554	0.328	inzara
hungry	0.083	0.690	0.254	bashonje
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	abahigi
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	guhiga
hunter	0.292	0.817	0.817	umuhigi
hunting	0.448	0.713	0.714	guhiga
huntress	0.357	0.717	0.765	umuhigi
hurdle	0.198	0.682	0.434	inzitizi
hurl	0.316	0.745	0.574	hurl
hurrah	0.802	0.740	0.500	hurray
hurricane	0.177	0.958	0.787	igihuhusi
hurricanes	0.286	0.898	0.784	ibihuhusi
hurried	0.314	0.806	0.393	yihuta
hurry	0.422	0.735	0.481	ihute
hurryup	0.473	0.791	0.555	yihuta
hurt	0.062	0.773	0.291	kubabaza
hurtful	0.104	0.680	0.463	birababaje
hurting	0.153	0.778	0.221	kubabaza
husband	0.771	0.500	0.655	umugabo
husbandry	0.643	0.473	0.445	ubworozi
hush	0.471	0.231	0.312	hush
hushed	0.292	0.194	0.272	guceceka
husk	0.378	0.173	0.147	husk
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	guhubuka
hustler	0.260	0.821	0.627	hustler
hut	0.633	0.270	0.375	igituba
hutch	0.385	0.453	0.520	igituba
hyacinth	0.372	0.360	0.342	hyacint
hybrid	0.500	0.365	0.570	hybrid
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	hydrant
hydrate	0.610	0.367	0.547	hydrate
hydraulic	0.522	0.398	0.596	hydraulic
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	hydrogen
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	hydrology
hydrophobia	0.323	0.784	0.351	hydrophobia
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	isuku
hygienic	0.719	0.245	0.702	isuku
hygienist	0.698	0.389	0.682	isuku
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	indirimbo
hype	0.510	0.500	0.586	impuha
hyped	0.708	0.582	0.679	hyped
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	hyperactive
hyperbole	0.469	0.521	0.542	hyperbole
hyperspace	0.510	0.623	0.755	Umwanya
hypertension	0.133	0.784	0.427	hypertension
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilating
hyphen	0.552	0.356	0.381	hyphen
hypnosis	0.417	0.410	0.546	hypnose
hypnotic	0.571	0.560	0.569	hypnotic
hypnotist	0.490	0.455	0.627	hypnotist
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	hypnotized
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	uburyarya
hypocrite	0.082	0.673	0.306	indyarya
hypocritical	0.048	0.740	0.415	indyarya
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	hypothesis
hypothetical	0.480	0.367	0.361	hypothetical
hysterectomy	0.178	0.660	0.470	hysterectomy
hysteria	0.224	0.906	0.482	hysteria
hysterical	0.290	0.942	0.398	hysterical
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	urubura
ice tea	0.771	0.337	0.336	icyayi
iceberg	0.344	0.540	0.648	ice ice
icebox	0.560	0.222	0.370	icebox
icebreaker	0.571	0.545	0.848	icebreaker
iced	0.564	0.482	0.339	iced
icing	0.688	0.452	0.411	icing
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	agashusho
iconic	0.583	0.537	0.700	igishushanyo
iconography	0.602	0.382	0.653	amashusho
icy	0.684	0.375	0.345	urubura
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	igitekerezo
ideal	0.802	0.437	0.736	byiza
idealism	0.635	0.436	0.689	ingengabitekerezo
idealist	0.816	0.510	0.802	intangarugero
idealistic	0.812	0.469	0.755	ibitekerezo byiza
identical	0.635	0.380	0.527	kimwe
identically	0.667	0.427	0.487	kimwe
identification	0.714	0.451	0.692	indangamuntu
identify	0.635	0.480	0.667	menya
identity	0.663	0.360	0.780	indangamuntu
ideology	0.573	0.344	0.692	ingengabitekerezo
idiocy	0.112	0.635	0.137	ubupfapfa
idiom	0.520	0.337	0.445	imvugo
idiomatic	0.531	0.429	0.516	idasanzwe
idiot	0.086	0.567	0.113	ikigoryi
idiotic	0.104	0.620	0.170	injiji
idiots	0.143	0.600	0.144	injiji
idle	0.179	0.167	0.112	ubusa
idleness	0.308	0.330	0.228	ubunebwe
idler	0.200	0.304	0.194	idler
idol	0.684	0.805	0.853	ikigirwamana
idolatry	0.365	0.571	0.625	gusenga ibigirwamana
idolizing	0.676	0.712	0.643	gusenga ibigirwamana
idyllic	0.571	0.394	0.593	idyllic
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	ifonly
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	in
ignite	0.458	0.785	0.675	gucana
ignition	0.365	0.720	0.657	gutwika
ignorance	0.153	0.417	0.209	ubujiji
ignorant	0.102	0.461	0.223	injiji
ignore	0.146	0.230	0.295	wirengagize
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	uburwayi
illegal	0.061	0.787	0.337	bitemewe
illegality	0.094	0.635	0.427	binyuranyije n'amategeko
illegally	0.133	0.788	0.402	mu buryo butemewe n'amategeko
illegible	0.296	0.490	0.315	ntibishoboka
illegitimate	0.184	0.644	0.302	bitemewe
illicit	0.188	0.794	0.390	bitemewe
illiterate	0.120	0.410	0.151	abatazi gusoma no kwandika
illness	0.098	0.717	0.211	uburwayi
illogical	0.208	0.630	0.251	bidasobanutse
illuminate	0.905	0.646	0.782	kumurika
illuminating	0.949	0.613	0.773	kumurika
illumination	0.760	0.588	0.537	kumurika
illuminator	0.770	0.566	0.718	kumurika
illusion	0.562	0.490	0.387	kwibeshya
illustrate	0.750	0.430	0.690	vuga
illustration	0.740	0.441	0.640	ingero
illustrative	0.771	0.452	0.647	ingero
illustrious	0.673	0.550	0.741	Byiza
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	iloveher
image	0.653	0.241	0.453	ishusho
imagery	0.653	0.327	0.390	amashusho
imaginable	0.613	0.529	0.596	birashoboka
imaginary	0.560	0.424	0.310	imaginary
imagination	0.802	0.491	0.547	ibitekerezo
imaginative	0.780	0.541	0.593	imaginative
imagine	0.759	0.480	0.587	tekereza
imagined	0.656	0.412	0.418	tekereza
imaging	0.724	0.394	0.482	amashusho
imagining	0.765	0.458	0.545	kwiyumvisha
imam	0.527	0.337	0.539	imamu
imbalance	0.115	0.538	0.264	ubusumbane
imbecile	0.082	0.569	0.260	imbecile
imbedded	0.406	0.580	0.562	imbedded
imissyou	0.480	0.608	0.344	ndagukumbuye
imitate	0.469	0.561	0.336	kwigana
imitated	0.333	0.391	0.442	bigana
imitation	0.406	0.592	0.343	kwigana
immaculate	0.698	0.330	0.688	utagira inenge
immaterial	0.296	0.309	0.295	bidafite akamaro
immature	0.114	0.500	0.200	idakuze
immaturity	0.146	0.567	0.221	kudakura
immeasurable	0.510	0.539	0.712	ntagereranywa
immeasurably	0.510	0.640	0.680	ku buryo budasubirwaho
immediacy	0.635	0.630	0.627	ako kanya
immediate	0.656	0.548	0.716	ako kanya
immediately	0.552	0.780	0.707	ako kanya
immemorial	0.327	0.469	0.454	kuva kera
immense	0.755	0.750	0.811	nini cyane
immerse	0.510	0.577	0.509	kwibiza
immersion	0.510	0.556	0.564	kwibiza
immigrant	0.357	0.663	0.509	abimukira
immigration	0.390	0.667	0.454	abinjira n'abasohoka
imminent	0.490	0.784	0.643	yegereje
immobile	0.225	0.217	0.298	utimuka
immoral	0.143	0.622	0.385	ubwiyandarike
immorality	0.188	0.689	0.315	ubwiyandarike
immortal	0.812	0.750	0.795	idapfa
immortality	0.688	0.635	0.861	kudapfa
immovable	0.480	0.310	0.571	itimukanwa
immune	0.629	0.472	0.780	ubudahangarwa
immunity	0.633	0.316	0.786	ubudahangarwa
immunization	0.667	0.510	0.733	gukingirwa
immutable	0.427	0.431	0.571	idahinduka
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	Ingaruka
impair	0.153	0.500	0.360	ubumuga
impaired	0.130	0.459	0.269	abafite ubumuga
impairment	0.170	0.571	0.220	ubumuga
impart	0.521	0.441	0.694	gutanga
impartial	0.531	0.406	0.685	kutabogama
impartiality	0.622	0.394	0.616	kutabogama
impassable	0.342	0.458	0.553	bidashoboka
impassioned	0.740	0.780	0.802	impassed
impatience	0.278	0.780	0.411	kutihangana
impatient	0.250	0.708	0.429	kutihangana
impatiently	0.194	0.750	0.539	kutihangana
impeach	0.208	0.776	0.664	gushinja
impeachment	0.163	0.735	0.694	kudahanwa
impeccable	0.833	0.370	0.824	ntamakemwa
impede	0.271	0.510	0.604	kubangamira
impediment	0.163	0.600	0.409	inzitizi
impelled	0.604	0.741	0.690	byatewe
impending	0.480	0.735	0.752	yegereje
impenetrable	0.531	0.577	0.839	bidashoboka
imperative	0.625	0.647	0.708	ni ngombwa
imperceptible	0.378	0.490	0.548	ntibishoboka
imperfect	0.173	0.527	0.202	bidatunganye
imperfection	0.190	0.567	0.321	kudatungana
imperfectly	0.297	0.481	0.330	bidatunganye
imperial	0.669	0.646	0.922	ingoma
imperialist	0.284	0.786	0.833	imperialiste
impermeable	0.510	0.308	0.558	bidashoboka
impermissible	0.188	0.464	0.352	bitemewe
impersonal	0.316	0.356	0.472	umuntu
impersonate	0.510	0.632	0.591	kwigana
impersonation	0.375	0.618	0.528	kwigana
impersonator	0.469	0.586	0.406	kwigana
impertinence	0.170	0.653	0.420	kutabyara
impertinent	0.219	0.826	0.373	idafite akamaro
impervious	0.582	0.408	0.536	bidashoboka
impetuous	0.602	0.814	0.712	guhubuka
impetus	0.521	0.740	0.635	imbaraga
implacable	0.569	0.663	0.830	bidashoboka
implant	0.429	0.510	0.588	gushiramo
implantation	0.396	0.604	0.741	gushiramo
implanted	0.347	0.500	0.679	yatewe
implement	0.720	0.573	0.792	gushyira mu bikorwa
implicate	0.250	0.670	0.434	kubigaragaza
implicated	0.354	0.673	0.438	Uruhare
implication	0.337	0.528	0.690	Inshingano
implied	0.327	0.530	0.481	bivuze
implore	0.396	0.650	0.377	kwinginga
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	bivuze
impolite	0.167	0.590	0.282	ubupfura
import	0.615	0.480	0.623	gutumiza mu mahanga
importance	0.750	0.580	0.864	akamaro
important	0.827	0.630	0.836	ngombwa
importation	0.625	0.500	0.733	gutumiza mu mahanga
impose	0.503	0.721	0.745	gushira
imposing	0.392	0.731	0.836	gushira
imposition	0.357	0.604	0.618	gushira
impossibility	0.170	0.625	0.306	ibidashoboka
impossible	0.153	0.510	0.407	ntibishoboka
impostor	0.135	0.704	0.442	impostor
impotence	0.198	0.689	0.224	impotence
impotent	0.146	0.587	0.333	impotent
impound	0.230	0.587	0.583	impound
impoverished	0.125	0.311	0.203	abakene
impracticable	0.398	0.549	0.381	bidashoboka
impractical	0.160	0.373	0.291	bidashoboka
impregnable	0.378	0.549	0.667	bidashoboka
impregnate	0.510	0.721	0.655	inda
impress	0.816	0.744	0.895	Tangaza
impressed	0.806	0.770	0.429	Byatangajwe
impression	0.684	0.557	0.577	impression
impressionable	0.827	0.720	0.645	birashimishije
impressive	0.781	0.830	0.873	birashimishije
imprint	0.615	0.574	0.685	gucapa
imprison	0.112	0.829	0.545	gufungwa
imprisoned	0.032	0.717	0.302	bafunzwe
imprisonment	0.133	0.630	0.471	igifungo
improbable	0.097	0.412	0.439	ntibishoboka
impromptu	0.541	0.729	0.415	impromptu
improper	0.229	0.520	0.259	bidakwiye
impropriety	0.133	0.591	0.389	bidakwiye
improve	0.833	0.528	0.815	gutera imbere
improved	0.919	0.480	0.679	byateye imbere
improvement	0.786	0.500	0.611	gutera imbere
improves	0.929	0.625	0.727	Itezimbere
improving	0.911	0.510	0.682	gutera imbere
improvisation	0.631	0.812	0.529	Impvisisation
improvise	0.646	0.650	0.519	Impinduka
improvised	0.610	0.673	0.443	Impvised
imprudent	0.170	0.676	0.265	bidahwitse
impudence	0.214	0.500	0.472	ubushishozi
impudent	0.302	0.604	0.462	ubushishozi
impulse	0.530	0.840	0.611	impulse
impulsive	0.365	0.864	0.607	guhubuka
impunity	0.313	0.721	0.602	kudahana
impure	0.260	0.560	0.208	umwanda
impurity	0.173	0.546	0.306	umwanda
imputation	0.333	0.654	0.621	imputation
imtryingtosleep	0.438	0.363	0.385	gusinzira
inability	0.150	0.529	0.250	kudashobora
inaccessible	0.083	0.585	0.446	ntibishoboka
inaccurate	0.135	0.450	0.250	bidahwitse
inaction	0.323	0.225	0.325	kudakora
inactivate	0.245	0.240	0.415	idakora
inactivation	0.198	0.260	0.220	kudakora
inactive	0.271	0.167	0.159	idakora
inactivity	0.135	0.143	0.227	kudakora
inadequacy	0.286	0.500	0.297	kudahagije
inadequate	0.122	0.450	0.223	bidahagije
inadequateness	0.240	0.529	0.316	kudahagije
inadmissible	0.188	0.636	0.389	ntibyemewe
inadvertent	0.365	0.368	0.286	utabishaka
inadvertently	0.302	0.541	0.549	utabishaka
inaffable	0.388	0.518	0.455	bidashoboka
inalienable	0.437	0.459	0.608	ntagereranywa
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	bidafite ubuzima
inapplicable	0.281	0.402	0.330	ntibishoboka
inappropriate	0.135	0.542	0.353	ntibikwiye
inattention	0.208	0.433	0.188	kutitaho ibintu
inaudible	0.280	0.398	0.358	inaudible
inaugural	0.684	0.567	0.608	gutangiza
inaugurate	0.781	0.582	0.800	gutangiza
inauguration	0.847	0.712	0.769	gutangiza
inborn	0.590	0.288	0.546	kuvuka
inbound	0.531	0.388	0.538	inbound
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	bitabarika
incandescent	0.354	0.612	0.621	incandescent
incantation	0.439	0.632	0.548	incantation
incapable	0.156	0.529	0.155	adashoboye
incapacity	0.052	0.500	0.217	ubushobozi
incarceration	0.100	0.800	0.397	gufungwa
incarnate	0.552	0.651	0.593	kwigira umuntu
incase	0.580	0.196	0.365	incase
incendiary	0.281	0.810	0.598	gutwika
incense	0.698	0.275	0.328	imibavu
incensed	0.338	0.643	0.392	umujinya
incentive	0.812	0.618	0.718	gushigikira
inception	0.604	0.425	0.561	gutangira
incessant	0.438	0.760	0.544	ubudahwema
incessantly	0.417	0.765	0.606	ubudasiba
incest	0.073	0.853	0.491	kuryamana
incestuous	0.188	0.736	0.442	kuryamana
inch	0.481	0.327	0.300	santimetero
incidence	0.417	0.527	0.429	indwara
incident	0.084	0.662	0.482	ibyabaye
incidental	0.281	0.610	0.404	impanuka
incidentally	0.479	0.500	0.500	ku bw'impanuka
incineration	0.229	0.787	0.470	gutwika
incinerator	0.250	0.643	0.591	gutwika
incipient	0.442	0.382	0.430	incipient
incision	0.240	0.663	0.558	gutemagura
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	gushishikariza
incitement	0.302	0.943	0.598	gushotora
inclement	0.260	0.676	0.616	inclement
inclination	0.378	0.490	0.538	impengamiro
incline	0.490	0.423	0.345	impinduramatwara
inclined	0.469	0.347	0.402	impengamiro
include	0.729	0.449	0.702	shyiramo
included	0.760	0.402	0.570	harimo
including	0.700	0.378	0.518	harimo
inclusion	0.774	0.404	0.712	kubamo
inclusive	0.604	0.420	0.564	burimo
incognito	0.610	0.490	0.446	incognito
incoherent	0.122	0.612	0.250	bidahuye
income	0.750	0.510	0.728	amafaranga yinjiza
incoming	0.660	0.509	0.596	byinjira
incomparable	0.625	0.577	0.670	ntagereranywa
incompatible	0.196	0.500	0.310	bidahuye
incompetence	0.077	0.551	0.208	ubushobozi buke
incompetent	0.133	0.566	0.239	abadafite ubushobozi
incomplete	0.153	0.370	0.205	bituzuye
incompletely	0.344	0.442	0.232	bituzuye
incompleteness	0.271	0.451	0.234	kutuzuye
incomprehensible	0.250	0.550	0.344	ntibyumvikana
inconceivable	0.198	0.552	0.561	ntibishoboka
inconclusive	0.153	0.442	0.340	umwanzuro
incongruous	0.177	0.504	0.343	idahuye
inconsequential	0.250	0.480	0.345	bidafite ishingiro
inconsiderate	0.224	0.519	0.423	kutitaho ibintu
inconsistency	0.125	0.480	0.314	kudahuza
inconsistent	0.271	0.431	0.295	bidahuye
inconspicuous	0.604	0.214	0.368	kutagaragara
incontinence	0.150	0.598	0.272	kutamenya
inconvenience	0.063	0.667	0.291	kubangamira
inconvenient	0.224	0.610	0.375	ntibyoroshye
incorporate	0.745	0.612	0.571	shyiramo
incorporation	0.573	0.404	0.768	kwishyiriraho
incorrect	0.140	0.569	0.255	atari byo
incorrigible	0.130	0.667	0.500	bidashoboka
increase	0.810	0.657	0.886	kwiyongera
increased	0.684	0.660	0.773	yiyongereye
incredible	0.857	0.796	0.902	bidasanzwe
incredulous	0.286	0.510	0.269	bidasanzwe
increment	0.684	0.637	0.750	kwiyongera
incriminate	0.188	0.810	0.416	gushinja
incriminating	0.133	0.788	0.500	gushinja
incrimination	0.152	0.865	0.545	gushinja
incubation	0.461	0.490	0.397	incubation
incubator	0.510	0.435	0.405	incubator
incubus	0.458	0.529	0.482	incubus
incumbent	0.396	0.540	0.565	uriho
incur	0.312	0.667	0.495	incur
incurable	0.104	0.667	0.255	idakira
incursion	0.552	0.830	0.719	kwinjira
indebted	0.138	0.698	0.275	umwenda
indecency	0.135	0.670	0.491	amahano
indecent	0.083	0.683	0.240	ikinyabupfura
indecision	0.184	0.480	0.196	kudafata icyemezo
indecisive	0.271	0.420	0.190	kudafata icyemezo
indefensible	0.173	0.647	0.484	umwenda
indefinite	0.448	0.292	0.296	igihe kitazwi
indelible	0.490	0.337	0.591	ntibisibangana
indemnification	0.521	0.490	0.770	indishyi
