English Word	Valence	Arousal	Dominance	Galician Word
naval	0.542	0.449	0.679	naval
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	embigo
navigable	0.749	0.406	0.645	navegable
navigate	0.740	0.555	0.675	navegar
navigation	0.841	0.470	0.720	navegación
navigational	0.573	0.481	0.564	navegación
navigator	0.583	0.592	0.623	navegador
navy	0.531	0.760	0.764	mariña
nay	0.344	0.290	0.325	non
nearsighted	0.271	0.373	0.265	miope
neat	0.878	0.235	0.491	ordenado
neatly	0.802	0.412	0.588	ordenadamente
nebula	0.510	0.418	0.438	nebulosa
nebulae	0.490	0.330	0.472	nebulosas
nebulous	0.469	0.347	0.417	nebulosa
necessarily	0.667	0.423	0.598	necesariamente
necessary	0.750	0.433	0.679	necesario
necessitate	0.578	0.604	0.516	precisar
necessities	0.520	0.630	0.463	necesidades
necessity	0.567	0.471	0.588	necesidade
neck	0.541	0.245	0.345	pescozo
necklace	0.760	0.294	0.373	colar
necktie	0.583	0.229	0.314	gravata
necromancer	0.333	0.625	0.536	nigromante
necrosis	0.115	0.622	0.385	necrose
nectar	0.746	0.331	0.398	néctar
need	0.510	0.574	0.200	necesidade
needalife	0.490	0.443	0.394	necesita vida
needed	0.677	0.342	0.679	necesario
needful	0.582	0.460	0.614	necesario
needit	0.250	0.472	0.356	necesito
needle	0.250	0.472	0.360	agulla
needlepoint	0.653	0.500	0.556	punta de agulla
needles	0.250	0.602	0.348	agullas
needless	0.327	0.385	0.200	innecesario
needtoknow	0.427	0.606	0.474	cómpre saber
needtorelax	0.673	0.438	0.274	necesidade de relaxarse
needy	0.360	0.451	0.245	necesitado
nefarious	0.184	0.720	0.528	nefasto
negation	0.255	0.461	0.297	negación
negative	0.102	0.527	0.176	negativa
negativity	0.060	0.520	0.273	negatividade
neglect	0.045	0.550	0.163	neglixencia
neglected	0.271	0.385	0.160	descoidada
neglecting	0.177	0.441	0.230	descoidando
negligee	0.385	0.520	0.336	neglixee
negligence	0.092	0.570	0.251	neglixencia
negligent	0.167	0.583	0.259	neglixente
negligently	0.056	0.583	0.266	neglixente
negligible	0.177	0.292	0.232	insignificante
negotiable	0.688	0.585	0.731	negociable
negotiate	0.612	0.708	0.769	negociar
negotiation	0.490	0.615	0.728	negociación
negotiator	0.635	0.471	0.817	negociador
negro	0.354	0.368	0.461	negro
neigh	0.378	0.642	0.373	relixiar
neighbor	0.657	0.448	0.434	veciño
neighborhood	0.385	0.469	0.373	barrio
neighboring	0.656	0.306	0.481	veciña
nemesis	0.271	0.688	0.647	némesis
neon	0.594	0.480	0.380	neón
neonatal	0.542	0.529	0.357	neonatal
neophyte	0.286	0.363	0.411	neófito
neoprene	0.316	0.451	0.443	neopreno
nephew	0.719	0.337	0.412	sobriño
nepotism	0.349	0.584	0.517	nepotismo
nerd	0.408	0.481	0.315	nerd
nerdy	0.296	0.255	0.292	nerd
nerve	0.129	0.698	0.307	Nervio
nerves	0.333	0.783	0.264	nervios
nervous	0.235	0.820	0.213	nervioso
nervousness	0.163	0.915	0.241	nerviosismo
nervouswreck	0.112	0.867	0.179	naufraxio nervioso
nervy	0.250	0.830	0.241	nervioso
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	niño
nestle	0.625	0.308	0.379	aniñar
nestling	0.604	0.427	0.286	aniño
net	0.441	0.288	0.417	rede
nether	0.240	0.265	0.259	abaixo
netting	0.368	0.509	0.585	rede
nettle	0.406	0.324	0.490	ortiga
network	0.531	0.337	0.466	rede
networking	0.625	0.482	0.545	traballo en rede
neural	0.582	0.426	0.391	neural
neuralgia	0.092	0.706	0.439	neuralxia
neurological	0.500	0.540	0.558	neurolóxicos
neurologist	0.608	0.500	0.736	neurólogo
neurology	0.459	0.537	0.580	neuroloxía
neurosis	0.122	0.766	0.418	neurose
neurosurgeon	0.590	0.673	0.755	neurocirurxián
neurosurgery	0.490	0.632	0.730	neurocirurxía
neurotic	0.198	0.801	0.387	neurótico
neuter	0.621	0.163	0.302	neutro
neutral	0.469	0.184	0.357	neutro
neutrality	0.469	0.205	0.434	neutralidade
neutralize	0.519	0.363	0.719	neutralizar
neutron	0.469	0.440	0.679	neutrón
new	0.917	0.490	0.582	novo
new age	0.694	0.556	0.727	nova era
newbeginnings	0.802	0.613	0.524	novos comezos
newborn	0.918	0.580	0.372	recén nacido
newcomer	0.622	0.380	0.396	recén chegado
newday	0.847	0.388	0.618	novo día
newfound	0.745	0.741	0.520	recén descuberto
newjob	0.755	0.643	0.729	novo traballo
newlife	0.898	0.646	0.701	nova vida
newly	0.688	0.422	0.552	recentemente
newlywed	0.847	0.706	0.570	recén casados
newme	0.643	0.550	0.527	novome
newness	0.740	0.522	0.588	novidade
news	0.633	0.580	0.610	noticias
newscast	0.531	0.509	0.714	noticiario
newscaster	0.646	0.510	0.764	locutor de noticias
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	boletín informativo
newsman	0.604	0.480	0.696	xornalista
newspaper	0.602	0.283	0.444	xornal
newspaperman	0.561	0.458	0.750	xornaleiro
newsreel	0.625	0.571	0.577	noticiario
newsroom	0.531	0.392	0.658	redacción
newsstand	0.615	0.222	0.336	quiosco
newstart	0.802	0.510	0.667	newstart
newt	0.458	0.380	0.541	tritón
newyear	0.938	0.784	0.520	ano novo
nexus	0.496	0.368	0.412	nexo
nib	0.510	0.282	0.406	plumín
nibble	0.551	0.551	0.411	picar
nice	0.930	0.442	0.650	agradable
niche	0.459	0.413	0.318	nicho
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	nick
nickel	0.510	0.347	0.406	níquel
nickname	0.490	0.470	0.263	alcume
nicotine	0.235	0.608	0.447	nicotina
niece	0.771	0.320	0.400	sobriña
nifty	0.740	0.745	0.815	xenial
nigh	0.653	0.216	0.336	preto
night	0.598	0.396	0.404	noite
nightcap	0.750	0.196	0.268	gorro de noite
nightclub	0.802	0.894	0.528	discoteca
nightfall	0.490	0.436	0.426	anoitecer
nightgown	0.643	0.408	0.250	camisón
nightie	0.630	0.388	0.274	camisón
nightingale	0.740	0.340	0.496	ruiseñor
nightlife	0.542	0.783	0.510	vida nocturna
nightly	0.673	0.410	0.474	nocturno
nightmare	0.005	0.810	0.436	pesadelo
nightmares	0.082	0.942	0.448	pesadelos
nightstand	0.490	0.130	0.327	mesiña de noite
nightstick	0.500	0.461	0.348	pau de noite
nighttime	0.735	0.385	0.439	noite
nihilism	0.367	0.510	0.364	nihilismo
nil	0.286	0.143	0.157	nulo
nimble	0.833	0.729	0.769	áxil
nimrod	0.327	0.500	0.539	nimrod
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	nove
nineteen	0.673	0.304	0.375	dezanove
ninety	0.479	0.349	0.436	noventa
ninja	0.542	0.844	0.682	ninja
ninny	0.344	0.343	0.309	ninny
nintendo	0.802	0.571	0.464	nintendo
ninth	0.490	0.212	0.396	novena
nip	0.281	0.700	0.264	nip
nipper	0.386	0.422	0.317	pinza
nipple	0.480	0.786	0.415	pezón
nippy	0.540	0.500	0.416	picante
nitrate	0.388	0.406	0.500	nitrato
nitro	0.500	0.647	0.639	nitro
nitrogen	0.427	0.435	0.562	nitróxeno
nitrous	0.435	0.561	0.411	nitroso
nitwit	0.146	0.606	0.139	parvo
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	sen anticipación
no disgust	0.510	0.324	0.448	ningún noxo
no emotion	0.170	0.109	0.225	ningunha emoción
no sentiment	0.092	0.382	0.278	ningún sentimento
no surprise	0.171	0.224	0.412	ningunha sorpresa
no trust	0.055	0.445	0.257	sen confianza
nobility	0.844	0.347	0.736	nobreza
noble	0.906	0.345	0.610	nobre
nobleman	0.675	0.286	0.709	fidalgo
nobodycares	0.365	0.410	0.354	a ninguén lle importa
nocomplaints	0.677	0.164	0.491	sen queixas
nocturnal	0.540	0.500	0.462	nocturno
nod	0.590	0.367	0.427	aceno
nodding	0.694	0.294	0.426	asentindo
node	0.396	0.343	0.361	nodo
nodular	0.438	0.351	0.411	nodular
nodule	0.312	0.426	0.349	nódulo
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	ningunha esperanza
noir	0.375	0.394	0.365	negro
noise	0.260	0.883	0.388	ruído
noisy	0.271	0.812	0.561	ruidoso
nomad	0.375	0.413	0.433	nómade
nomadic	0.427	0.519	0.422	nómade
nomenclature	0.500	0.222	0.575	nomenclatura
nominal	0.594	0.250	0.463	nominal
nominate	0.615	0.471	0.669	nomear
nomination	0.663	0.637	0.696	nomeamento
nominee	0.662	0.625	0.765	nomeado
nonce	0.422	0.370	0.377	nonce
nonchalant	0.312	0.314	0.366	indiferente
noncompliance	0.112	0.598	0.259	incumprimento
nondescript	0.490	0.434	0.348	indescriptible
nonexistent	0.208	0.429	0.149	inexistente
nonfat	0.604	0.260	0.340	sen graxa
nonfiction	0.426	0.315	0.431	non ficción
nonpayment	0.229	0.510	0.298	impago
nonresident	0.250	0.340	0.302	non residente
nonsense	0.214	0.531	0.155	tonterías
nonsensical	0.173	0.268	0.193	absurdo
nonviolent	0.640	0.287	0.346	non violento
noob	0.417	0.430	0.267	novato
noodle	0.633	0.216	0.225	fideos
nook	0.480	0.321	0.296	recanto
noon	0.531	0.343	0.518	Mediodía
noose	0.356	0.300	0.330	lazo
nopoint	0.276	0.324	0.314	ningún punto
noregrets	0.469	0.476	0.426	sen arrepentimento
norm	0.500	0.245	0.527	norma
normal	0.740	0.127	0.380	normal
normalcy	0.805	0.151	0.620	normalidade
normality	0.781	0.089	0.444	normalidade
north	0.531	0.255	0.450	norte
northbound	0.604	0.454	0.491	en dirección norte
northeast	0.562	0.260	0.375	nordeste
northern	0.570	0.340	0.472	norte
northwest	0.604	0.345	0.451	noroeste
northwestern	0.479	0.306	0.462	noroeste
noschool	0.490	0.400	0.380	sen escola
nose	0.582	0.270	0.245	nariz
nosebleed	0.153	0.776	0.361	hemorragia nasal
nosey	0.276	0.655	0.223	entrometido
nosnow	0.392	0.394	0.366	nosnow
nostalgia	0.417	0.337	0.339	nostalxia
nostalgic	0.458	0.351	0.184	nostálxico
nostress	0.531	0.404	0.415	nosos
nostril	0.396	0.404	0.316	fosa nasal
nosun	0.388	0.380	0.351	nosun
nosy	0.292	0.558	0.433	entrometido
not negative	0.622	0.270	0.444	non negativo
not positive	0.051	0.370	0.236	non positivo
notable	0.760	0.450	0.696	notable
notables	0.594	0.608	0.755	notables
notably	0.792	0.533	0.689	notablemente
notamorningperson	0.469	0.578	0.440	notmorningperson
notary	0.541	0.451	0.676	notario
notation	0.635	0.380	0.558	cualificación
notch	0.459	0.361	0.358	muesca
notched	0.480	0.530	0.356	entallado
note	0.594	0.163	0.416	Nota
notebook	0.449	0.167	0.442	caderno
noted	0.615	0.382	0.464	sinalado
noteworthy	0.704	0.481	0.759	salientable
nothappy	0.112	0.320	0.170	non feliz
nothingbetter	0.635	0.390	0.543	nada mellor
nothingness	0.204	0.080	0.161	nada
notice	0.646	0.408	0.491	aviso
noticeable	0.890	0.562	0.750	perceptible
notification	0.604	0.461	0.671	notificación
notify	0.643	0.471	0.573	notificar
notion	0.612	0.284	0.667	noción
notional	0.520	0.288	0.500	nocional
notoriety	0.552	0.633	0.769	notoriedade
notorious	0.366	0.582	0.609	notorio
notready	0.133	0.400	0.196	non está preparado
notwithstanding	0.367	0.316	0.433	non obstante
nought	0.312	0.098	0.116	nada
noun	0.531	0.230	0.477	substantivo
nourish	0.878	0.460	0.639	nutrir
nourishment	0.786	0.290	0.631	nutrición
nouveau	0.633	0.438	0.432	novo
novel	0.702	0.352	0.439	novela
novelist	0.340	0.343	0.529	novelista
novelty	0.673	0.521	0.740	novidade
novice	0.429	0.346	0.180	novato
nowadays	0.680	0.346	0.400	hoxe en día
nowork	0.312	0.264	0.309	sen traballo
noworries	0.630	0.402	0.500	sen preocupacións
noxious	0.177	0.585	0.379	nocivo
nozzle	0.438	0.330	0.287	boquilla
nuance	0.408	0.282	0.411	matiz
nuances	0.490	0.375	0.527	matices
nuclear	0.219	0.856	0.781	nuclear
nucleus	0.529	0.296	0.667	núcleo
nude	0.490	0.915	0.200	espido
nudge	0.448	0.500	0.509	empuxe
nudie	0.500	0.529	0.373	nude
nudist	0.440	0.796	0.483	nudista
nudity	0.438	0.853	0.415	nudez
nugget	0.602	0.340	0.348	pepita
nuisance	0.198	0.817	0.227	molestia
nuke	0.125	0.905	0.873	nuclear
nul	0.337	0.358	0.264	nul
null	0.253	0.147	0.152	nulo
nullify	0.255	0.373	0.395	anular
numb	0.108	0.420	0.352	entumecido
number	0.406	0.231	0.471	número
numbering	0.510	0.363	0.482	numeración
numbers	0.406	0.241	0.440	números
numbness	0.306	0.398	0.265	entumecimiento
numbskull	0.300	0.472	0.284	cranio adormecido
numeral	0.582	0.254	0.382	numeral
numerator	0.490	0.317	0.526	numerador
numerical	0.479	0.322	0.517	numérico
numerically	0.510	0.337	0.500	numericamente
numerous	0.622	0.462	0.609	numerosos
nun	0.500	0.150	0.406	monxa
nunchucks	0.337	0.580	0.526	nunchucks
nunnery	0.653	0.236	0.473	convento de monxas
nuptials	0.771	0.588	0.571	nupcias
nurse	0.635	0.578	0.521	enfermeira
nursemaid	0.615	0.431	0.436	criada
nursery	0.894	0.406	0.389	viveiro
nursing	0.552	0.549	0.653	enfermería
nurture	0.745	0.378	0.657	nutrir
nut	0.365	0.310	0.250	noz
nutcase	0.286	0.775	0.259	tolo
nutcracker	0.635	0.378	0.522	cascanoces
nuthouse	0.347	0.519	0.434	nozeiro
nutmeg	0.635	0.302	0.350	noz moscada
nutrition	0.885	0.420	0.579	nutrición
nutritional	0.812	0.406	0.676	nutricional
nutritious	0.833	0.337	0.655	nutritivo
nutritive	0.875	0.422	0.667	nutritivo
nuts	0.594	0.250	0.291	noces
nutshell	0.458	0.407	0.310	casca de noces
nutty	0.444	0.317	0.271	noz
nylon	0.490	0.304	0.295	nailon
nylong	0.439	0.248	0.351	nylon
nylons	0.556	0.379	0.320	nylons
nymph	0.542	0.529	0.472	ninfa
nymphomaniac	0.398	0.894	0.536	ninfómana
oaf	0.344	0.357	0.330	oaf
oak	0.583	0.245	0.536	carballo
oar	0.469	0.392	0.316	remo
oasis	0.796	0.283	0.429	oasis
oat	0.622	0.170	0.298	avea
oath	0.543	0.615	0.824	xuramento
oatmeal	0.592	0.192	0.241	fariña de avea
obedience	0.765	0.287	0.536	obediencia
obedient	0.800	0.179	0.518	obediente
obediently	0.802	0.304	0.577	obedientemente
obelisk	0.604	0.408	0.596	obelisco
obese	0.133	0.427	0.250	Obeso
obesity	0.215	0.370	0.328	obesidade
obey	0.677	0.433	0.533	obedecer
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	obituario
object	0.531	0.356	0.375	obxecto
objection	0.347	0.592	0.709	obxección
objectionable	0.459	0.382	0.558	censurable
objective	0.724	0.337	0.736	obxectivo
objectivity	0.765	0.431	0.711	obxectividade
obligation	0.222	0.596	0.718	obriga
obligatory	0.337	0.571	0.780	obrigatorio
oblige	0.281	0.770	0.614	obrigar
obliged	0.327	0.680	0.411	obrigado
obliging	0.740	0.402	0.545	obrigado
obligor	0.302	0.600	0.360	obrigado
oblique	0.438	0.347	0.455	oblicuo
obliterate	0.250	0.539	0.569	borrar
obliterated	0.240	0.469	0.344	borrado
obliteration	0.177	0.622	0.397	obliteración
oblivion	0.153	0.330	0.282	esquecemento
oblivious	0.229	0.388	0.355	alleo
oblong	0.561	0.455	0.370	oblongo
obnoxious	0.088	0.602	0.256	desagradable
oboe	0.510	0.340	0.392	óboe
obscene	0.050	0.745	0.348	obsceno
obscenity	0.083	0.843	0.418	obscenidade
obscure	0.370	0.551	0.278	escuro
obscured	0.115	0.356	0.298	escurecido
obscurity	0.208	0.392	0.380	escuridade
observance	0.531	0.315	0.632	observancia
observant	0.740	0.422	0.708	observador
observation	0.633	0.433	0.667	observación
observatory	0.643	0.324	0.731	observatorio
observe	0.771	0.390	0.360	observar
observer	0.663	0.363	0.603	observador
observing	0.583	0.400	0.685	observando
obsess	0.112	0.846	0.509	obsesionarse
obsessed	0.219	0.840	0.439	obsesionado
obsessing	0.173	0.773	0.698	obsesionando
obsession	0.229	0.847	0.571	obsesión
obsessive	0.219	0.823	0.480	obsesivo
obsolescence	0.250	0.431	0.377	obsolescencia
obsolete	0.337	0.321	0.250	obsoleto
obstacle	0.204	0.708	0.336	obstáculo
obstetrician	0.521	0.636	0.604	obstetra
obstetrics	0.530	0.582	0.564	obstetricia
obstinate	0.146	0.696	0.562	obstinado
obstruct	0.115	0.660	0.458	obstruír
obstruction	0.125	0.742	0.491	obstrución
obstructive	0.204	0.650	0.613	obstrutivo
obtain	0.760	0.438	0.731	obter
obtainable	0.677	0.327	0.702	obtenible
obtuse	0.281	0.460	0.345	obtuso
obverse	0.470	0.394	0.464	anverso
obvious	0.625	0.336	0.585	obvio
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	ocasión
occasional	0.490	0.298	0.387	ocasional
occasionally	0.538	0.240	0.264	ocasionalmente
occipital	0.398	0.408	0.518	occipital
occlusion	0.306	0.439	0.442	oclusión
occult	0.292	0.382	0.406	ocultismo
occupancy	0.625	0.471	0.721	ocupación
occupant	0.500	0.417	0.483	ocupante
occupation	0.562	0.470	0.692	ocupación
occupational	0.583	0.469	0.596	ocupacional
occupied	0.337	0.546	0.441	ocupado
occupier	0.427	0.438	0.600	ocupante
occupy	0.396	0.520	0.589	ocupar
occupying	0.573	0.462	0.519	ocupando
occur	0.451	0.561	0.510	ocorrer
occurrence	0.573	0.690	0.541	ocorrencia
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	océano
oceanic	0.740	0.317	0.632	oceánica
octagon	0.602	0.349	0.462	octógono
octave	0.438	0.380	0.482	oitava
octopus	0.713	0.378	0.411	polbo
ocular	0.418	0.370	0.400	ocular
odd	0.265	0.337	0.302	estraño
oddball	0.316	0.360	0.357	raro
oddity	0.312	0.557	0.386	estrañeza
odds	0.500	0.472	0.680	probabilidades
ode	0.604	0.269	0.519	oda
odious	0.235	0.708	0.235	odioso
odometer	0.367	0.470	0.388	odómetro
odor	0.337	0.363	0.404	cheiro
odyssey	0.622	0.692	0.710	odisea
oedipal	0.312	0.575	0.509	edípico
oestrogen	0.521	0.608	0.561	estróxenos
oeuvre	0.653	0.484	0.598	obra
offal	0.302	0.470	0.302	despoxos
offence	0.312	0.798	0.446	ofensa
offend	0.094	0.804	0.333	ofender
offended	0.188	0.690	0.337	ofendido
offender	0.104	0.851	0.537	delincuente
offense	0.230	0.765	0.510	ofensa
offensive	0.135	0.882	0.600	ofensivo
offer	0.750	0.745	0.596	oferta
offered	0.582	0.490	0.544	ofrecido
offering	0.688	0.462	0.585	ofrenda
offhand	0.388	0.500	0.368	descoñecido
office	0.427	0.302	0.509	oficina
officer	0.542	0.430	0.877	oficial
offices	0.469	0.312	0.534	oficinas
official	0.646	0.565	0.833	Oficial
officiate	0.688	0.453	0.704	oficiar
offing	0.490	0.412	0.447	despegando
offload	0.479	0.444	0.525	descargar
offset	0.719	0.394	0.704	compensar
offshoot	0.517	0.330	0.361	ramificación
offshore	0.417	0.484	0.441	offshore
offside	0.323	0.519	0.443	fóra de xogo
offspring	0.656	0.435	0.600	descendencia
oft	0.500	0.308	0.474	moitas veces
oftentimes	0.571	0.500	0.482	moitas veces
ogre	0.135	0.698	0.510	ogro
ohdear	0.458	0.519	0.442	oh querida
ohgod	0.500	0.557	0.439	Ai Señor
ohno	0.396	0.475	0.380	ohno
ohshit	0.230	0.594	0.343	oh merda
oil	0.521	0.278	0.306	aceite
oils	0.459	0.229	0.391	aceites
oily	0.276	0.533	0.385	oleosa
oink	0.500	0.450	0.289	oink
ointment	0.438	0.271	0.398	ungüento
okra	0.469	0.400	0.362	okra
olden	0.284	0.213	0.425	vello
oldie	0.363	0.363	0.342	vello
oldies	0.438	0.300	0.412	vellos
olfactory	0.602	0.409	0.452	olfativo
oligarchy	0.327	0.567	0.741	oligarquía
olive	0.571	0.231	0.406	oliveira
omega	0.529	0.337	0.526	omega
omelet	0.708	0.323	0.315	tortilla
omen	0.390	0.657	0.583	presaxio
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	sinistro
omission	0.367	0.333	0.275	omisión
omit	0.330	0.265	0.451	omitir
omitted	0.260	0.235	0.211	omitido
omnibus	0.490	0.410	0.473	ómnibus
omnipotence	0.667	0.793	0.866	omnipotencia
omnipotent	0.719	0.679	0.919	omnipotente
omnipresent	0.688	0.452	0.825	omnipresente
omniscient	0.656	0.334	0.778	omnisciente
onboard	0.612	0.451	0.491	abordo
oncologist	0.260	0.654	0.640	oncólogo
oncology	0.204	0.424	0.500	oncoloxía
oncoming	0.594	0.625	0.773	que se achega
one	0.542	0.292	0.370	un
oneday	0.667	0.245	0.374	un día
onedge	0.479	0.552	0.400	onedge
onelove	0.816	0.577	0.541	un amor
oneness	0.745	0.272	0.720	unidade
onerous	0.500	0.480	0.462	oneroso
oneself	0.660	0.337	0.483	un mesmo
ongoing	0.674	0.484	0.556	en curso
onion	0.378	0.367	0.382	cebola
onset	0.673	0.497	0.500	inicio
onslaught	0.198	0.939	0.717	embestida
onstage	0.719	0.673	0.583	no escenario
ontology	0.510	0.450	0.518	ontoloxía
onus	0.562	0.520	0.769	carga
onward	0.667	0.538	0.741	adiante
onyx	0.571	0.461	0.380	ónix
oodles	0.490	0.374	0.446	bollos
oomph	0.449	0.613	0.315	oomph
ooze	0.344	0.577	0.333	rezumar
oozing	0.238	0.515	0.427	rezumando
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	opacidade
opal	0.623	0.479	0.379	ópalo
opaque	0.344	0.265	0.342	opaco
ope	0.375	0.380	0.395	ope
open	0.620	0.480	0.569	aberto
opener	0.584	0.526	0.377	abridor
opening	0.667	0.510	0.620	apertura
openly	0.603	0.388	0.553	abertamente
openness	0.837	0.561	0.667	apertura
opera	0.714	0.500	0.483	ópera
operate	0.582	0.690	0.691	operar
operatic	0.375	0.452	0.627	operístico
operation	0.475	0.611	0.755	operación
operational	0.562	0.570	0.679	operativo
operations	0.480	0.549	0.798	operacións
operative	0.541	0.635	0.718	operativo
operator	0.612	0.630	0.726	operador
ophthalmic	0.427	0.385	0.444	oftálmica
ophthalmologist	0.552	0.389	0.491	oftalmólogo
opiate	0.281	0.594	0.598	opiáceo
opinion	0.594	0.482	0.638	opinión
opinionated	0.156	0.800	0.491	opinado
opium	0.276	0.490	0.333	opio
opponent	0.080	0.741	0.716	opoñente
opportune	0.796	0.538	0.767	oportuno
opportunism	0.571	0.752	0.673	oportunismo
opportunity	0.938	0.745	0.833	oportunidade
oppose	0.431	0.800	0.473	opoñerse
opposed	0.092	0.460	0.606	oposto
opposing	0.188	0.660	0.518	opoñendo
opposite	0.235	0.545	0.408	oposto
opposites	0.281	0.518	0.462	opostos
opposition	0.135	0.729	0.592	oposición
oppress	0.186	0.654	0.555	oprimir
oppressed	0.119	0.640	0.259	oprimido
oppression	0.080	0.673	0.615	opresión
oppressive	0.276	0.590	0.667	opresivo
oppressor	0.160	0.776	0.629	opresor
ops	0.417	0.550	0.528	ops
opt	0.510	0.471	0.345	optar
optic	0.663	0.384	0.594	óptica
optical	0.677	0.311	0.542	óptico
optics	0.562	0.286	0.580	óptica
optimism	0.949	0.565	0.814	optimismo
optimist	0.875	0.539	0.787	optimista
optimistic	0.979	0.580	0.821	optimista
optimum	0.892	0.469	0.808	óptimo
option	0.512	0.427	0.359	opción
optional	0.755	0.350	0.440	opcional
optionally	0.365	0.405	0.481	opcionalmente
options	0.622	0.327	0.473	opcións
optometrist	0.446	0.455	0.668	optometrista
opulence	0.620	0.615	0.648	opulencia
opulent	0.562	0.660	0.660	opulento
opus	0.458	0.368	0.391	opus
oracle	0.552	0.531	0.670	oráculo
oral	0.530	0.448	0.375	oral
orange	0.646	0.132	0.296	laranxa
orange juice	0.719	0.343	0.445	zume de laranxa
orangutan	0.430	0.560	0.471	orangután
oration	0.646	0.315	0.683	oración
orator	0.667	0.375	0.682	orador
oratory	0.602	0.472	0.693	oratoria
orb	0.463	0.370	0.444	orbe
orbit	0.561	0.422	0.575	órbita
orbital	0.458	0.451	0.559	orbital
orbiting	0.520	0.643	0.554	orbitando
orbs	0.469	0.355	0.482	orbes
orc	0.240	0.510	0.388	orco
orchard	0.760	0.269	0.333	horta
orchestra	0.708	0.500	0.664	Orquestra
orchid	0.840	0.345	0.382	orquídea
ordained	0.735	0.409	0.731	ordenado
ordeal	0.344	0.539	0.529	calvario
order	0.780	0.295	0.814	orde
orderly	0.844	0.240	0.661	ordenado
ordinance	0.615	0.452	0.776	ordenanza
ordinary	0.375	0.312	0.286	ordinario
ordination	0.688	0.490	0.765	ordenación
ordnance	0.354	0.825	0.679	artillería
ore	0.500	0.333	0.356	mineral
oregano	0.596	0.327	0.250	ourego
organ	0.510	0.469	0.538	órgano
organic	0.719	0.343	0.535	orgánico
organism	0.457	0.559	0.800	organismo
organist	0.740	0.469	0.669	organista
organization	0.810	0.535	0.851	organización
organize	0.802	0.655	0.781	organizar
organized	0.816	0.337	0.746	organizado
organizer	0.604	0.577	0.846	organizador
orgasm	0.844	0.863	0.676	orgasmo
orgies	0.388	0.953	0.433	orxías
orgy	0.346	0.962	0.536	orxía
orient	0.667	0.422	0.667	orientar
oriental	0.592	0.409	0.598	oriental
orientation	0.667	0.454	0.686	orientación
orifice	0.448	0.355	0.443	orificio
origami	0.684	0.276	0.294	origami
origin	0.729	0.435	0.591	orixe
original	0.765	0.480	0.746	orixinal
originality	0.898	0.500	0.824	orixinalidade
originate	0.702	0.500	0.866	orixinar
origination	0.760	0.443	0.604	orixe
originator	0.592	0.510	0.868	orixinario
ornament	0.561	0.373	0.441	adorno
ornamental	0.663	0.392	0.460	ornamental
ornamentation	0.663	0.471	0.472	ornamentación
ornamented	0.677	0.350	0.490	adornado
ornate	0.812	0.356	0.500	adornado
ornery	0.361	0.520	0.509	orneiro
orphan	0.133	0.388	0.140	orfo
orphanage	0.184	0.439	0.425	orfanato
orphaned	0.062	0.430	0.228	orfo
orthodontist	0.469	0.615	0.564	ortodoncista
orthodox	0.388	0.471	0.647	ortodoxos
orthodoxy	0.271	0.388	0.612	ortodoxia
orthogonal	0.500	0.314	0.540	ortogonais
orthopedic	0.406	0.346	0.473	ortopédica
oscillate	0.449	0.580	0.397	oscilar
oscillating	0.469	0.548	0.402	oscilante
oscillation	0.562	0.433	0.431	oscilación
oscillatory	0.375	0.520	0.480	oscilatorio
ostensible	0.542	0.549	0.585	ostensible
ostensibly	0.473	0.529	0.509	aparentemente
ostentatious	0.479	0.794	0.648	ostentoso
ostracized	0.115	0.690	0.377	excluído
ostrich	0.592	0.382	0.241	avestruz
other	0.472	0.230	0.259	outra
otter	0.439	0.216	0.339	lontra
otto	0.427	0.425	0.404	oto
ottoman	0.531	0.337	0.444	otomán
ought	0.438	0.511	0.434	debería
ounce	0.531	0.255	0.288	onza
oust	0.296	0.716	0.444	expulsar
outage	0.306	0.684	0.438	apagón
outback	0.500	0.324	0.430	interior
outbid	0.594	0.622	0.540	superar a oferta
outboard	0.448	0.491	0.456	fóra de borda
outbreak	0.260	0.632	0.472	aparición
outburst	0.209	0.802	0.528	estoupido
outcast	0.153	0.449	0.353	paria
outcome	0.615	0.472	0.685	resultado
outcry	0.271	0.773	0.718	clamor
outdated	0.167	0.236	0.226	desactualizado
outdo	0.771	0.750	0.873	superar
outdoor	0.814	0.256	0.447	ao aire libre
outdoors	0.781	0.444	0.453	ao aire libre
outer	0.552	0.471	0.456	exterior
outfit	0.760	0.490	0.566	roupa
