English Word	Valence	Arousal	Dominance	Norwegian Word
increase	0.810	0.657	0.886	øke
increased	0.684	0.660	0.773	økt
incredible	0.857	0.796	0.902	utrolig
incredulous	0.286	0.510	0.269	vantro
increment	0.684	0.637	0.750	øke
incriminate	0.188	0.810	0.416	inkriminere
incriminating	0.133	0.788	0.500	belastende
incrimination	0.152	0.865	0.545	inkriminering
incubation	0.461	0.490	0.397	inkubasjon
incubator	0.510	0.435	0.405	inkubator
incubus	0.458	0.529	0.482	inkubus
incumbent	0.396	0.540	0.565	sittende
incur	0.312	0.667	0.495	pådra seg
incurable	0.104	0.667	0.255	uhelbredelig
incursion	0.552	0.830	0.719	innfall
indebted	0.138	0.698	0.275	gjeld
indecency	0.135	0.670	0.491	uanstendighet
indecent	0.083	0.683	0.240	uanstendig
indecision	0.184	0.480	0.196	ubesluttsomhet
indecisive	0.271	0.420	0.190	ubesluttsom
indefensible	0.173	0.647	0.484	uforsvarlig
indefinite	0.448	0.292	0.296	ubestemt
indelible	0.490	0.337	0.591	uutslettelig
indemnification	0.521	0.490	0.770	skadesløsholdelse
indemnify	0.449	0.548	0.613	skadesløs
indemnity	0.470	0.607	0.692	erstatning
indent	0.479	0.346	0.379	innrykk
indentation	0.374	0.500	0.349	innrykk
indenture	0.434	0.382	0.636	inndrag
independence	0.896	0.663	0.911	uavhengighet
independent	0.885	0.440	0.872	uavhengig
indescribable	0.448	0.529	0.648	ubeskrivelig
indestructible	0.772	0.731	0.853	uforgjengelig
indeterminate	0.360	0.402	0.322	ubestemt
index	0.448	0.268	0.342	indeks
indicate	0.594	0.350	0.676	indikerer
indicating	0.745	0.339	0.555	indikerer
indication	0.719	0.432	0.750	indikasjon
indicative	0.510	0.510	0.591	veiledende
indicator	0.573	0.451	0.670	indikator
indice	0.469	0.377	0.541	indeks
indict	0.188	0.731	0.458	tiltale
indictment	0.245	0.745	0.577	tiltale
indie	0.479	0.368	0.430	indie
indifference	0.265	0.417	0.299	likegyldighet
indifferent	0.396	0.157	0.250	likegyldig
indigenous	0.500	0.509	0.552	Urfolk
indigent	0.156	0.481	0.223	fattig
indigestion	0.204	0.610	0.182	fordøyelsesbesvær
indignant	0.260	0.600	0.423	indignert
indignation	0.173	0.778	0.431	indignasjon
indignity	0.167	0.500	0.306	indignitet
indigo	0.514	0.365	0.473	indigo
indirect	0.385	0.402	0.330	indirekte
indiscreet	0.177	0.587	0.342	indiskret
indiscretion	0.265	0.637	0.390	indiskresjon
indispensable	0.710	0.449	0.802	uunnværlig
indisposed	0.122	0.519	0.206	indisponert
indistinct	0.255	0.340	0.360	utydelig
indistinguishable	0.346	0.458	0.548	umulig å skille
individual	0.627	0.327	0.533	individuell
individuality	0.612	0.469	0.527	individualitet
indivisible	0.646	0.398	0.580	udelelig
indoctrination	0.327	0.657	0.698	indoktrinering
indolent	0.177	0.381	0.259	indolent
indomitable	0.458	0.800	0.830	ukuelig
indoor	0.615	0.245	0.347	innendørs
induce	0.257	0.606	0.684	indusere
induced	0.397	0.471	0.491	indusert
inducement	0.647	0.765	0.685	tilskyndelse
induction	0.392	0.593	0.627	induksjon
indulge	0.833	0.716	0.669	hengi
indulgence	0.479	0.490	0.517	overbærenhet
indulgent	0.560	0.481	0.529	overbærende
industrial	0.469	0.600	0.875	industriell
industrialist	0.562	0.633	0.843	industrimann
industrious	0.720	0.537	0.791	industriell
industry	0.650	0.447	0.836	industri
ineffable	0.551	0.577	0.585	ubeskrivelig
ineffective	0.093	0.422	0.094	ineffektiv
ineffectual	0.163	0.412	0.200	ineffektiv
inefficiency	0.092	0.466	0.181	ineffektivitet
inefficient	0.190	0.460	0.173	ineffektiv
inelastic	0.396	0.426	0.385	uelastisk
ineligible	0.143	0.377	0.457	ikke kvalifisert
inept	0.156	0.418	0.209	udugelig
ineptitude	0.177	0.471	0.250	udugelighet
inequality	0.122	0.575	0.259	ulikhet
inequitable	0.281	0.519	0.373	urettferdig
inert	0.323	0.180	0.319	inert
inertia	0.344	0.288	0.322	treghet
inevitable	0.316	0.419	0.623	uunngåelig
inexact	0.153	0.459	0.170	unøyaktig
inexcusable	0.271	0.582	0.546	utilgivelig
inexhaustible	0.602	0.541	0.643	uuttømmelig
inexpensive	0.694	0.414	0.260	rimelig
inexperience	0.208	0.614	0.151	uerfarenhet
inexperienced	0.281	0.473	0.231	uerfaren
inexplicable	0.224	0.635	0.443	uforklarlig
inexpressible	0.198	0.608	0.364	ubeskrivelig
infallibility	0.583	0.663	0.764	ufeilbarlighet
infallible	0.776	0.687	0.809	ufeilbarlig
infamous	0.146	0.580	0.472	beryktet
infamy	0.177	0.676	0.421	infame
infancy	0.750	0.399	0.370	barndom
infant	0.802	0.431	0.328	spedbarn
infanticide	0.167	0.856	0.443	barnemord
infantile	0.604	0.382	0.259	infantil
infantry	0.531	0.684	0.791	infanteri
infarct	0.080	0.846	0.386	infarkt
infatuated	0.729	0.764	0.417	forelsket
infatuation	0.844	0.745	0.530	forelskelse
infeasible	0.245	0.472	0.236	umulig
infect	0.102	0.777	0.424	infisere
infection	0.083	0.735	0.407	infeksjon
infectious	0.142	0.760	0.422	smittsomt
infer	0.449	0.490	0.453	utlede
inference	0.359	0.479	0.398	slutning
inferential	0.426	0.451	0.455	inferensiell
inferior	0.260	0.254	0.106	mindreverdig
inferiority	0.177	0.430	0.205	underlegenhet
infernal	0.083	0.837	0.571	infernalsk
inferno	0.051	0.857	0.463	Helvete
infertile	0.274	0.458	0.255	ufruktbar
infertility	0.170	0.664	0.328	infertilitet
infestation	0.256	0.776	0.527	angrep
infidel	0.177	0.740	0.404	vantro
infidelity	0.062	0.777	0.392	utroskap
infield	0.510	0.571	0.438	innmark
infiltrate	0.408	0.745	0.587	infiltrere
infiltration	0.265	0.792	0.536	infiltrasjon
infinite	0.724	0.583	0.735	uendelig
infinitely	0.688	0.643	0.829	uendelig
infinitesimal	0.388	0.472	0.496	uendelig liten
infinity	0.516	0.459	0.805	evighet
infirm	0.115	0.521	0.210	sykelig
infirmary	0.500	0.438	0.517	sykestue
infirmity	0.094	0.482	0.252	skrøpelighet
inflammation	0.146	0.765	0.423	betennelse
inflammatory	0.177	0.642	0.404	inflammatorisk
inflatable	0.510	0.510	0.400	oppblåsbar
inflate	0.305	0.569	0.462	pumpe
inflated	0.303	0.431	0.617	oppblåst
inflation	0.219	0.792	0.508	inflasjon
inflection	0.385	0.635	0.377	bøyning
inflict	0.167	0.760	0.609	påføre
infliction	0.302	0.722	0.571	påføring
inflorescence	0.459	0.344	0.412	blomsterstand
influence	0.622	0.663	0.824	innflytelse
influential	0.899	0.688	0.944	innflytelsesrik
influenza	0.271	0.718	0.321	influensa
influx	0.622	0.635	0.575	tilstrømning
info	0.750	0.330	0.642	info
infomercial	0.427	0.462	0.555	infomercial
inform	0.723	0.582	0.679	informere
informal	0.480	0.398	0.441	uformell
informant	0.604	0.612	0.719	informant
information	0.765	0.370	0.711	informasjon
informative	0.812	0.419	0.741	informativ
informed	0.543	0.298	0.617	informert
informer	0.521	0.578	0.580	angiver
infraction	0.245	0.660	0.471	overtredelse
infrared	0.469	0.588	0.526	infrarød
infrastructure	0.604	0.460	0.694	infrastruktur
infrequent	0.312	0.377	0.192	sjelden
infrequently	0.204	0.250	0.327	sjelden
infringement	0.153	0.800	0.481	overtredelse
infuriate	0.102	0.934	0.596	gjøre rasende
infuriated	0.073	0.930	0.510	rasende
infuriates	0.135	0.913	0.627	rasende
infuriating	0.139	0.870	0.509	irriterende
infuse	0.380	0.705	0.589	tilføre
infused	0.385	0.473	0.546	infundert
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	infusjon
ingenious	0.760	0.690	0.891	genialt
ingenuity	0.708	0.590	0.868	oppfinnsomhet
ingest	0.510	0.559	0.473	innta
ingestion	0.429	0.612	0.512	inntak
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	inngrodd
ingrate	0.235	0.606	0.327	utakknemlig
ingredient	0.792	0.373	0.451	ingrediens
ingress	0.601	0.366	0.736	inntrenging
inhabit	0.656	0.378	0.556	bebo
inhabitant	0.604	0.356	0.519	innbygger
inhabited	0.667	0.361	0.510	bebodd
inhabiting	0.458	0.440	0.598	bebo
inhalation	0.510	0.613	0.464	innånding
inhale	0.427	0.340	0.492	inhalere
inhaler	0.408	0.500	0.349	inhalator
inherent	0.562	0.439	0.480	iboende
inherit	0.745	0.546	0.694	arve
inheritance	0.900	0.565	0.798	arv
inhibit	0.167	0.479	0.447	hemme
inhibition	0.265	0.392	0.534	hemming
inhibitor	0.281	0.450	0.471	inhibitor
inhospitable	0.265	0.531	0.395	ugjestmilde
inhuman	0.107	0.660	0.492	umenneskelig
inhumane	0.104	0.587	0.402	umenneskelig
inhumanity	0.143	0.540	0.405	umenneskelighet
inimaginable	0.542	0.636	0.534	utenkelig
inimical	0.260	0.823	0.556	fiendtlig
inimitable	0.571	0.413	0.790	uforlignelig
iniquity	0.219	0.567	0.425	urettferdighet
initial	0.583	0.314	0.539	første
initiate	0.719	0.480	0.553	sette i gang
initiated	0.760	0.490	0.650	satt i gang
initiation	0.698	0.529	0.527	innvielse
initiative	0.833	0.615	0.768	initiativ
inject	0.406	0.735	0.596	injisere
injection	0.281	0.741	0.518	injeksjon
injunction	0.281	0.422	0.519	kjennelse
injure	0.177	0.710	0.364	skade
injured	0.083	0.680	0.302	skadet
injuring	0.073	0.790	0.245	skader
injurious	0.177	0.759	0.366	skadelig
injury	0.049	0.769	0.287	skade
injustice	0.082	0.755	0.444	urettferdighet
ink	0.471	0.408	0.235	blekk
inkling	0.448	0.551	0.570	anelse
inland	0.510	0.417	0.423	inn i landet
inlay	0.406	0.531	0.565	innlegg
inlet	0.646	0.378	0.466	innløp
inmate	0.235	0.663	0.398	innsatt
inn	0.660	0.284	0.475	vertshus
innards	0.302	0.480	0.400	innmat
innate	0.490	0.400	0.521	medfødt
inner	0.551	0.216	0.443	indre
innermost	0.583	0.500	0.510	innerst
innerpeace	0.714	0.318	0.551	indre fred
inning	0.602	0.315	0.520	omgang
innings	0.573	0.487	0.443	omganger
innkeeper	0.578	0.224	0.472	gjestgiver
innocence	0.802	0.260	0.307	uskyld
innocent	0.729	0.206	0.340	uskyldig
innocently	0.776	0.250	0.302	uskyldig
innocuous	0.510	0.321	0.172	ufarlig
innovate	0.898	0.872	0.750	innovere
innovation	0.949	0.680	0.890	innovasjon
innovative	0.880	0.640	0.830	nyskapende
innuendo	0.467	0.670	0.463	insinuasjon
innumerable	0.667	0.445	0.704	utallig
inoculation	0.333	0.570	0.598	inokulering
inoperable	0.184	0.422	0.304	ubrukelig
inoperative	0.138	0.425	0.273	uvirksom
inordinate	0.163	0.630	0.330	overdreven
inorganic	0.385	0.345	0.282	uorganisk
input	0.643	0.337	0.527	input
inquest	0.458	0.569	0.721	undersøkelse
inquire	0.583	0.519	0.363	spørre
inquirer	0.573	0.598	0.776	spørre
inquiring	0.479	0.510	0.500	spørrende
inquiry	0.541	0.420	0.536	forespørsel
inquisitive	0.301	0.637	0.615	nysgjerrige
inquisitor	0.385	0.873	0.642	inkvisitor
insane	0.062	0.670	0.265	sinnsyk
insanity	0.098	0.847	0.337	galskap
insatiable	0.375	0.656	0.558	umettelig
inscription	0.592	0.422	0.542	inskripsjon
inscrutable	0.459	0.541	0.613	uutgrunnelig
insect	0.276	0.633	0.242	insekt
insecticide	0.188	0.598	0.430	insektmiddel
insecure	0.114	0.538	0.132	utrygg
insecurity	0.094	0.647	0.350	usikkerhet
insemination	0.542	0.644	0.622	inseminering
insensitive	0.219	0.471	0.302	ufølsom
inseparable	0.700	0.520	0.571	uatskillelig
insert	0.481	0.552	0.519	sett inn
inserted	0.479	0.402	0.476	satt inn
insertion	0.521	0.520	0.565	innsetting
inside	0.612	0.404	0.472	innsiden
insider	0.625	0.562	0.750	insider
insidious	0.146	0.622	0.480	lumsk
insight	0.613	0.363	0.649	innsikt
insightful	0.664	0.691	0.713	innsiktsfull
insignia	0.665	0.282	0.685	insignier
insignificance	0.250	0.216	0.222	ubetydelighet
insignificant	0.083	0.306	0.114	ubetydelig
insinuate	0.292	0.635	0.413	insinuere
insipid	0.214	0.250	0.241	flau
insist	0.635	0.651	0.688	insistere
insistence	0.418	0.704	0.645	insistering
insistent	0.552	0.635	0.701	insisterende
insists	0.490	0.587	0.610	insisterer
insolence	0.115	0.731	0.402	uforskammethet
insolent	0.112	0.663	0.343	uforskammet
insoluble	0.439	0.290	0.414	uløselig
insolvency	0.323	0.431	0.300	insolvens
insolvent	0.230	0.481	0.318	insolvent
insomnia	0.198	0.611	0.373	søvnløshet
insomniac	0.231	0.367	0.329	søvnløs
inspect	0.479	0.603	0.793	undersøke
inspection	0.459	0.630	0.718	undersøkelse
inspector	0.418	0.580	0.852	inspektør
inspiration	0.938	0.600	0.779	inspirasjon
inspirational	0.927	0.720	0.810	inspirerende
inspire	0.918	0.627	0.759	inspirere
inspired	0.967	0.702	0.736	inspirert
instability	0.177	0.760	0.353	ustabilitet
install	0.630	0.583	0.736	installere
installation	0.656	0.469	0.759	installasjon
installment	0.619	0.396	0.483	avdrag
instance	0.547	0.450	0.558	forekomst
instant	0.766	0.454	0.554	umiddelbar
instantaneous	0.750	0.500	0.585	øyeblikkelig
instantaneously	0.656	0.640	0.600	øyeblikkelig
instigate	0.278	0.765	0.642	iverksette
instigation	0.323	0.769	0.648	anstiftelse
instill	0.562	0.490	0.618	innpode
instinct	0.771	0.602	0.642	instinkt
instinctive	0.752	0.575	0.694	instinktiv
institute	0.604	0.480	0.807	institutt
institution	0.580	0.311	0.790	institusjon
instruct	0.729	0.490	0.833	undervise
instructed	0.740	0.388	0.722	instruert
instruction	0.656	0.434	0.736	instruksjon
instructional	0.698	0.500	0.773	lærerikt
instructions	0.582	0.302	0.556	bruksanvisning
instructive	0.583	0.420	0.643	lærerikt
instructor	0.771	0.490	0.782	instruktør
instrument	0.562	0.537	0.655	instrument
instrumental	0.740	0.472	0.647	instrumental
instrumentalist	0.656	0.540	0.740	instrumentalist
instrumentality	0.637	0.510	0.618	instrumentalitet
insubordination	0.281	0.775	0.634	insubordinasjon
insufferable	0.220	0.784	0.291	uutholdelig
insufficiency	0.115	0.431	0.210	insuffisiens
insufficient	0.188	0.380	0.093	utilstrekkelig
insufficiently	0.147	0.509	0.198	utilstrekkelig
insular	0.531	0.426	0.465	øy
insulate	0.365	0.358	0.286	isolere
insulated	0.208	0.265	0.304	isolert
insulation	0.245	0.327	0.264	isolasjon
insulin	0.429	0.472	0.375	insulin
insult	0.085	0.831	0.389	fornærmelse
insulting	0.094	0.840	0.412	fornærmende
insurance	0.714	0.308	0.825	forsikring
insure	0.700	0.415	0.698	forsikre
insurgent	0.235	0.735	0.660	opprører
insurmountable	0.620	0.627	0.737	uoverkommelig
insurrection	0.229	0.706	0.582	opprør
intact	0.716	0.212	0.602	intakt
intake	0.604	0.527	0.442	inntak
intangible	0.525	0.480	0.473	immateriell
integer	0.573	0.327	0.595	heltall
integral	0.590	0.337	0.615	integrert
integrate	0.729	0.390	0.700	integrere
integration	0.771	0.480	0.737	integrering
integrity	0.865	0.413	0.848	integritet
intellect	0.844	0.418	0.870	intellekt
intellectual	0.906	0.455	0.845	intellektuell
intelligence	0.833	0.587	0.885	intelligens
intelligent	0.917	0.541	0.868	intelligent
intelligibility	0.740	0.481	0.689	forståelighet
intelligible	0.635	0.480	0.691	forståelig
intend	0.562	0.520	0.519	har tenkt
intended	0.406	0.542	0.587	tiltenkt
intending	0.510	0.567	0.597	har til hensikt
intense	0.592	0.774	0.679	intens
intensely	0.694	0.846	0.750	intenst
intensify	0.604	0.870	0.737	intensivere
intensity	0.622	0.930	0.952	intensitet
intensive	0.570	0.842	0.776	intensiv
intent	0.550	0.481	0.500	hensikt
intention	0.531	0.480	0.636	intensjon
intentional	0.650	0.615	0.750	bevisst
intentionally	0.450	0.676	0.696	med vilje
inter	0.510	0.375	0.466	inter
interact	0.822	0.690	0.759	samhandle
interaction	0.646	0.735	0.750	interaksjon
interactive	0.727	0.811	0.770	interaktiv
intercede	0.582	0.577	0.630	gå i forbønn
intercept	0.221	0.660	0.676	avskjære
interception	0.327	0.673	0.643	avlytting
intercession	0.503	0.486	0.598	forbønn
interchange	0.615	0.527	0.565	utveksling
interchangeable	0.615	0.459	0.526	utskiftbare
interchanged	0.396	0.472	0.434	byttet ut
intercom	0.623	0.429	0.453	intercom
intercourse	0.551	0.608	0.557	samleie
interdependence	0.608	0.618	0.639	gjensidig avhengig
interdependent	0.410	0.482	0.598	gjensidig avhengig
interdiction	0.337	0.500	0.585	forbud
interest	0.780	0.667	0.618	renter
interested	0.750	0.529	0.725	interessert
interesting	0.927	0.726	0.731	interessant
interface	0.643	0.357	0.600	grensesnitt
interfere	0.323	0.714	0.471	forstyrre
interference	0.396	0.736	0.357	innblanding
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	intergalaktisk
interim	0.604	0.400	0.524	midlertidige
interior	0.618	0.157	0.462	interiør
interject	0.333	0.648	0.658	skyte inn
interlocutory	0.490	0.500	0.527	foreløpig
interlude	0.470	0.417	0.377	mellomspill
intermediary	0.427	0.510	0.643	mellommann
intermediate	0.480	0.368	0.400	mellomliggende
interment	0.235	0.608	0.346	begravelse
interminable	0.327	0.481	0.561	uendelig
intermission	0.490	0.360	0.402	pause
intermittent	0.337	0.565	0.436	intermitterende
intern	0.459	0.460	0.392	turnuskandidat
internal	0.439	0.349	0.423	innvendig
internally	0.615	0.400	0.616	internt
international	0.800	0.519	0.702	internasjonal
internet	0.760	0.462	0.755	internett
internship	0.590	0.510	0.482	praksis
interoffice	0.439	0.375	0.556	interoffice
interpolate	0.460	0.490	0.569	interpolere
interpolation	0.419	0.506	0.528	interpolasjon
interpret	0.646	0.625	0.673	tolke
interpretation	0.677	0.594	0.620	tolkning
interpreter	0.708	0.461	0.596	tolk
interpretive	0.531	0.549	0.595	fortolkende
interrelated	0.615	0.469	0.592	sammenhengende
interrogate	0.323	0.808	0.680	forhøre
interrogation	0.302	0.827	0.657	forhør
interrupt	0.210	0.635	0.509	avbryte
interrupted	0.281	0.559	0.333	avbrutt
interrupting	0.146	0.593	0.509	avbryter
interruption	0.184	0.632	0.425	avbrudd
interrupts	0.204	0.545	0.389	avbryter
intersect	0.521	0.510	0.480	krysse
intersection	0.344	0.541	0.658	kryss
interstate	0.520	0.443	0.600	interstate
interstellar	0.708	0.702	0.622	interstellar
interstitial	0.333	0.471	0.534	interstitial
interval	0.510	0.284	0.400	intervall
intervene	0.520	0.677	0.768	gripe inn
intervening	0.398	0.627	0.442	gripe inn
intervention	0.388	0.696	0.689	innblanding
interview	0.573	0.770	0.619	intervju
interviewer	0.552	0.736	0.816	intervjuer
interworking	0.552	0.587	0.691	samvirkende
intestate	0.459	0.467	0.415	intestata
intestinal	0.357	0.531	0.370	tarm
intestine	0.343	0.450	0.380	tarm
intestines	0.292	0.547	0.398	tarmer
intimacy	0.857	0.802	0.558	fortrolighet
intimate	0.724	0.598	0.393	intimt
intimately	0.806	0.573	0.590	intimt
intimation	0.406	0.673	0.500	antydning
intimidate	0.210	0.804	0.632	skremme
intimidated	0.177	0.663	0.208	skremt
intimidating	0.229	0.790	0.708	skremmende
intimidation	0.177	0.791	0.644	trusler
intolerable	0.146	0.660	0.439	uutholdelig
intolerance	0.052	0.704	0.520	intoleranse
intolerant	0.135	0.676	0.509	intolerant
intonation	0.615	0.442	0.598	intonasjon
intoxicated	0.079	0.824	0.246	beruset
intoxicating	0.224	0.760	0.464	berusende
intoxication	0.323	0.710	0.400	rus
intracranial	0.281	0.602	0.553	intrakraniell
intractable	0.154	0.694	0.302	uoverkommelig
intramural	0.490	0.464	0.447	intramuralt
intravenous	0.357	0.538	0.458	intravenøs
intrepid	0.753	0.696	0.637	uforferdet
intricate	0.559	0.704	0.500	innviklet
intrigue	0.362	0.830	0.327	intrige
intriguing	0.422	0.713	0.462	fascinerende
intrinsic	0.406	0.471	0.526	iboende
intrinsically	0.459	0.382	0.538	i seg selv
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	introdusere
introduction	0.612	0.413	0.640	introduksjon
introductory	0.635	0.368	0.593	innledende
introspection	0.603	0.337	0.575	introspeksjon
introspective	0.552	0.360	0.471	introspektiv
intrude	0.058	0.735	0.480	trenge
intruder	0.146	0.740	0.324	inntrenger
intrusion	0.293	0.641	0.670	inntrenging
intrusive	0.461	0.607	0.538	påtrengende
intubation	0.276	0.598	0.526	intubasjon
intuition	0.857	0.508	0.602	intuisjon
intuitive	0.771	0.573	0.690	intuitiv
intuitively	0.670	0.561	0.648	intuitivt
inundation	0.177	0.780	0.455	oversvømmelse
invade	0.408	0.892	0.714	invadere
invader	0.200	0.827	0.618	inntrenger
invalid	0.180	0.330	0.255	ugyldig
invalidate	0.315	0.480	0.397	ugyldiggjøre
invalidation	0.181	0.490	0.278	Ugyldighet
invalidity	0.186	0.394	0.158	ugyldighet
invaluable	0.740	0.500	0.745	uvurderlig
invariably	0.458	0.365	0.550	alltid
invasion	0.271	0.843	0.808	invasjon
invasive	0.194	0.730	0.598	invasiv
invent	0.719	0.689	0.833	finne opp
invention	0.714	0.577	0.811	oppfinnelse
inventive	0.780	0.627	0.721	oppfinnsom
inventor	0.781	0.667	0.847	oppfinner
inventory	0.594	0.463	0.490	inventar
inverse	0.459	0.337	0.319	omvendt
inversely	0.286	0.418	0.351	omvendt
inversion	0.602	0.630	0.772	inversjon
invert	0.510	0.585	0.706	invertere
inverted	0.310	0.471	0.357	omvendt
invest	0.650	0.663	0.682	investere
investigate	0.640	0.500	0.781	undersøke
investigation	0.531	0.592	0.820	etterforskning
investigative	0.562	0.600	0.704	undersøkende
investigator	0.615	0.509	0.779	etterforsker
investment	0.720	0.592	0.745	investering
investor	0.794	0.655	0.791	investor
invidious	0.112	0.650	0.364	uhyggelig
invigorate	0.821	0.798	0.831	styrke
invincible	0.867	0.853	0.914	uovervinnelig
invisibility	0.438	0.461	0.382	usynlighet
invisible	0.417	0.345	0.412	usynlig
invitation	0.802	0.549	0.647	invitasjon
invite	0.745	0.655	0.611	invitere
inviting	0.938	0.571	0.538	innbydende
invocation	0.430	0.620	0.673	påkallelse
invoice	0.480	0.380	0.474	faktura
invoke	0.583	0.740	0.579	påkalle
involuntary	0.354	0.490	0.231	ufrivillig
involution	0.296	0.420	0.407	involusjon
involve	0.694	0.490	0.728	involvere
involvement	0.760	0.620	0.696	involvering
invulnerable	0.552	0.683	0.745	usårlig
inwards	0.490	0.385	0.438	innover
iodine	0.390	0.265	0.333	jod
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	jota
irate	0.188	0.852	0.474	rasende
ire	0.198	0.740	0.575	ire
iridescent	0.602	0.588	0.539	iriserende
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	irritert
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	jern
ironclad	0.561	0.648	0.679	jernbelagt
ironic	0.435	0.550	0.500	ironisk
irons	0.531	0.441	0.625	strykejern
irony	0.390	0.587	0.508	ironi
irradiation	0.385	0.736	0.509	bestråling
irrational	0.125	0.648	0.394	irrasjonell
irrationality	0.198	0.735	0.361	irrasjonalitet
irreconcilable	0.146	0.667	0.375	uforsonlig
irreducible	0.296	0.455	0.569	irreduserbar
irrefutable	0.496	0.549	0.716	ugjendrivelig
irregular	0.312	0.548	0.321	uregelmessig
irregularity	0.104	0.647	0.306	uregelmessighet
irregularly	0.292	0.565	0.397	uregelmessig
irrelevant	0.138	0.311	0.296	irrelevant
irreparable	0.061	0.530	0.430	uopprettelig
irreplaceable	0.479	0.580	0.833	uerstattelig
irrepressible	0.512	0.566	0.745	ukuelig
irresistible	0.823	0.833	0.839	uimotståelig
irrespective	0.497	0.538	0.745	uansett
irresponsible	0.177	0.680	0.241	uansvarlig
irreverent	0.191	0.694	0.634	uærbødig
irreversible	0.170	0.541	0.667	irreversible
irrevocable	0.296	0.560	0.712	ugjenkallelig
irrigate	0.272	0.458	0.490	vanne
irrigation	0.259	0.426	0.426	irrigasjon
irritability	0.146	0.853	0.283	irritabilitet
irritable	0.112	0.952	0.462	irritabel
irritate	0.167	0.890	0.368	irritere
irritated	0.210	0.816	0.281	irritert
irritates	0.173	0.810	0.295	irriterer
irritating	0.104	0.912	0.393	irriterende
irritation	0.073	0.833	0.496	irritasjon
island	0.745	0.347	0.432	øy
isle	0.667	0.390	0.443	isle
islet	0.612	0.314	0.367	holme
isolate	0.235	0.422	0.336	isolere
isolated	0.221	0.356	0.255	isolert
isolation	0.198	0.338	0.339	isolering
isomorphism	0.448	0.361	0.481	isomorfisme
isothermal	0.459	0.491	0.500	isotermisk
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	utgave
itch	0.319	0.610	0.465	klø
itching	0.208	0.690	0.300	kløe
itchy	0.334	0.726	0.296	kløe
item	0.594	0.270	0.465	punkt
itemize	0.459	0.527	0.518	spesifisere
items	0.542	0.401	0.434	gjenstander
iterate	0.449	0.460	0.440	repetere
iteration	0.531	0.449	0.486	iterasjon
iterative	0.429	0.420	0.500	iterativ
itinerant	0.449	0.545	0.439	omreisende
itinerary	0.551	0.550	0.454	reiserute
ivory	0.625	0.235	0.566	elfenben
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	jabber
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	sjakal
jackass	0.188	0.692	0.279	tjukk
jacket	0.656	0.302	0.382	jakke
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	jackkanin
jacks	0.490	0.400	0.505	knekt
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	sliten
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	taggete
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	fengsel
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	fangevokter
jailhouse	0.104	0.887	0.430	fengsel
jalopy	0.396	0.436	0.337	kjerre
jam	0.510	0.548	0.318	syltetøy
jamboree	0.602	0.625	0.351	jamboree
jammed	0.235	0.817	0.411	fastkjørt
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	vaktmester
janitorial	0.490	0.373	0.481	vaktmester
japan	0.667	0.482	0.580	japan
jar	0.430	0.346	0.318	krukke
jargon	0.333	0.548	0.404	sjargong
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	skurrende
jasmine	0.765	0.230	0.286	sjasmin
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	gulsott
jaunt	0.808	0.451	0.500	tur
java	0.459	0.321	0.343	java
javelin	0.385	0.481	0.465	Kastespyd
jaw	0.500	0.510	0.420	kjeve
jawbone	0.468	0.413	0.342	kjeveben
jaws	0.385	0.528	0.455	kjever
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzete
jealous	0.173	0.855	0.345	sjalu
jealousy	0.146	0.783	0.481	sjalusi
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jeep
jeering	0.266	0.792	0.380	hån
jelly	0.651	0.294	0.256	gelé
jellybean	0.592	0.406	0.399	gelebønne
jellyfish	0.531	0.567	0.377	manet
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	sette i fare
jeopardy	0.129	0.908	0.536	fare
jerk	0.194	0.630	0.238	dust
jerks	0.214	0.788	0.395	rykk
jerky	0.233	0.538	0.358	dustete
