English Word	Valence	Arousal	Dominance	Kazakh Word
geography	0.719	0.150	0.553	география
geological	0.667	0.324	0.596	геологиялық
geologist	0.594	0.431	0.625	геолог
geology	0.635	0.321	0.518	геология
geometric	0.542	0.356	0.491	геометриялық
geometry	0.490	0.270	0.537	геометрия
geranium	0.635	0.250	0.458	герань
gerbil	0.453	0.306	0.398	гербил
geriatric	0.479	0.247	0.436	гериатриялық
germ	0.265	0.421	0.302	микроб
german	0.438	0.290	0.570	неміс
germane	0.570	0.500	0.567	неміс
germinate	0.604	0.472	0.625	өніп шығу
germination	0.439	0.490	0.566	өну
germs	0.135	0.510	0.380	микробтар
gestation	0.561	0.538	0.702	жүктілік
gesture	0.667	0.481	0.427	ым
get	0.740	0.594	0.667	алу
getaway	0.500	0.760	0.368	құтылып кету
getoverit	0.327	0.481	0.433	алу
getoveryourself	0.470	0.481	0.472	өзіңді жеңу
getup	0.541	0.582	0.455	тұру
getyourown	0.469	0.547	0.492	өзіңізді алыңыз
ghastly	0.125	0.790	0.472	сұмдық
ghetto	0.302	0.630	0.482	гетто
ghost	0.265	0.755	0.343	елес
ghostly	0.260	0.764	0.430	елес
ghoul	0.260	0.561	0.430	арлы
giant	0.646	0.814	0.963	алып
gibberish	0.375	0.510	0.360	бос сөз
giddy	0.438	0.847	0.611	басы ауырады
gift	0.880	0.539	0.483	сыйлық
gifted	0.902	0.647	0.868	дарынды
gifts	0.865	0.755	0.509	сыйлықтар
gig	0.816	0.755	0.594	концерт
gigantic	0.750	0.776	0.921	алып
giggle	0.719	0.618	0.360	күлу
giggles	0.865	0.684	0.346	күледі
giggling	0.886	0.726	0.391	күлу
gigolo	0.400	0.706	0.528	гиголо
gilded	0.719	0.471	0.455	алтындатылған
gill	0.521	0.473	0.382	желбезек
gills	0.479	0.583	0.609	желбезек
gilt	0.583	0.417	0.510	алтын жалатылған
gimmick	0.380	0.663	0.519	қулық
gimp	0.469	0.442	0.342	гимп
gin	0.449	0.551	0.518	джин
ginger	0.406	0.375	0.316	имбирь
gingerbread	0.597	0.333	0.264	имбирь
gingerly	0.602	0.406	0.415	мұқият
ginseng	0.677	0.360	0.364	женьшень
giraffe	0.561	0.347	0.436	жираф
girder	0.388	0.245	0.452	арқалық
girdle	0.500	0.340	0.349	белдеу
girlfriend	0.712	0.763	0.604	қыз
girlie	0.604	0.540	0.409	қыз
girlish	0.677	0.477	0.345	қыздық
girly	0.595	0.462	0.371	бойжеткен
girth	0.520	0.353	0.377	шеңбер
gist	0.622	0.450	0.519	түйін
give	0.750	0.346	0.500	беру
giveaway	0.865	0.618	0.437	беру
giver	0.688	0.415	0.658	беруші
giving	0.795	0.333	0.585	беру
gizmo	0.510	0.490	0.337	гизмо
gizzard	0.422	0.423	0.259	қытырлақ
glabrous	0.413	0.474	0.462	жалаңаш
glacial	0.439	0.327	0.474	мұздық
glacier	0.573	0.396	0.554	мұздық
glad	0.938	0.760	0.740	қуанышты
glade	0.600	0.385	0.434	жалпақ
gladiator	0.500	0.833	0.866	гладиатор
gladness	0.896	0.670	0.643	қуаныш
glamorous	0.918	0.630	0.791	әсем
glamour	0.823	0.606	0.623	гламур
glance	0.625	0.357	0.454	қарау
gland	0.396	0.382	0.467	без
glare	0.698	0.735	0.733	жарқырау
glaring	0.694	0.794	0.798	жарқыраған
glass	0.490	0.404	0.322	шыны
glasses	0.531	0.210	0.330	көзілдірік
glassware	0.633	0.356	0.450	шыны ыдыстар
glaucoma	0.208	0.500	0.315	глаукома
glaze	0.650	0.340	0.356	глазурь
glazed	0.622	0.410	0.491	жылтыратылған
gleam	0.781	0.520	0.741	жарқырау
gleaming	0.827	0.635	0.627	жарқыраған
glean	0.398	0.531	0.500	теру
glee	0.698	0.580	0.464	қуану
gleeful	0.906	0.806	0.679	көңілді
glen	0.573	0.337	0.406	глен
glib	0.438	0.433	0.381	glib
glide	0.561	0.706	0.415	сырғу
glider	0.618	0.548	0.590	планер
glimmer	0.615	0.462	0.427	жарқырау
glimpse	0.646	0.480	0.455	шолу
glint	0.677	0.538	0.541	жылтыр
glisten	0.765	0.608	0.694	жылтырату
glitch	0.444	0.448	0.269	ақау
glitter	0.814	0.750	0.762	жарқырау
glittering	0.860	0.588	0.818	жарқыраған
gloat	0.500	0.637	0.603	мақтану
global	0.583	0.520	0.713	жаһандық
globe	0.760	0.315	0.364	глобус
globular	0.542	0.375	0.438	шар тәрізді
gloom	0.135	0.404	0.196	қараңғылық
gloomy	0.107	0.410	0.287	мұңды
glorification	0.821	0.541	0.817	дәріптеу
glorified	0.865	0.570	0.886	дәріптелді
glorify	0.940	0.591	0.661	дәріптеу
glorious	0.959	0.673	0.827	даңқты
glory	0.948	0.735	0.817	даңқ
gloss	0.757	0.466	0.625	жылтыр
glossary	0.570	0.204	0.447	глоссарий
glossy	0.802	0.519	0.807	жылтырау
glove	0.500	0.230	0.382	қолғап
gloves	0.542	0.225	0.491	қолғап
glow	0.918	0.500	0.745	жарқырау
glowing	0.940	0.620	0.737	жарқыраған
glucose	0.562	0.316	0.444	глюкоза
glue	0.450	0.345	0.349	желім
glum	0.244	0.337	0.123	көңілсіз
glut	0.417	0.524	0.540	тойым
gluten	0.385	0.308	0.388	желімтік
glutton	0.438	0.519	0.384	ашкөз
gluttony	0.500	0.702	0.412	ашкөздік
glycerin	0.427	0.402	0.402	глицерин
gnat	0.357	0.345	0.200	шіркей
gnome	0.429	0.479	0.380	гном
go	0.510	0.441	0.444	бару
goal	0.830	0.356	0.669	мақсат
goalie	0.573	0.389	0.455	қақпашы
goals	0.719	0.490	0.795	мақсаттар
goat	0.448	0.304	0.364	ешкі
goatee	0.479	0.290	0.255	ешкі сақалы
gob	0.280	0.357	0.447	гоб
gobble	0.390	0.623	0.455	жұту
goblet	0.786	0.353	0.442	тостаған
goblin	0.333	0.542	0.377	гоблин
god	0.758	0.518	0.886	құдай
godbless	0.823	0.395	0.588	құдай сақтасын
goddamn	0.125	0.760	0.422	қарғыс атсын
goddamned	0.042	0.758	0.420	қарғыс атсын
goddess	0.865	0.560	0.888	құдай
godfather	0.694	0.450	0.509	құдай әкесі
godforsaken	0.439	0.520	0.422	құдай кешірген
godisgood	0.740	0.434	0.630	жақсы
godisgreat	0.712	0.596	0.600	құдай тамаша
godless	0.316	0.557	0.358	құдайсыз
godlike	0.854	0.648	0.870	құдайшыл
godly	0.747	0.298	0.589	құдайшыл
godmother	0.733	0.311	0.530	бәйбішесі
godsend	0.865	0.562	0.613	құдайы
godson	0.680	0.515	0.429	құдай
gofuckyourself	0.167	0.654	0.415	өзіңді ренжіт
goggle	0.525	0.286	0.360	көзілдірік
goggles	0.667	0.360	0.278	көзілдірік
gold	0.939	0.686	0.692	алтын
golden	0.802	0.491	0.609	алтын
goldfish	0.786	0.296	0.317	алтын балық
golf	0.573	0.358	0.447	гольф
golfer	0.602	0.402	0.578	гольф ойыншысы
golfing	0.625	0.427	0.455	гольф ойнау
gondola	0.520	0.404	0.379	гондола
gone	0.292	0.230	0.190	кеткен
goner	0.410	0.461	0.274	кетті
gong	0.490	0.529	0.462	гонг
gonorrhea	0.106	0.635	0.322	гонорея
goo	0.439	0.396	0.312	жақсы
goober	0.469	0.444	0.342	губер
good	0.938	0.368	0.534	жақсы
goodbye	0.240	0.389	0.328	Сау болыңыз
goodday	0.961	0.357	0.418	Қайырлы күн
goodfeeling	0.939	0.459	0.679	жақсы сезім
goodhealth	0.938	0.402	0.712	жақсы денсаулық
goodie	0.854	0.327	0.600	жақсы
goodies	0.950	0.622	0.424	тәттілер
goodlife	0.917	0.471	0.736	жақсы өмір
goodly	0.701	0.471	0.636	жақсы
goodmood	0.823	0.491	0.519	көтеріңкі көңіл-күй
goodmorning	0.922	0.461	0.552	қайырлы таң
goodmusic	0.756	0.500	0.500	жақсы музыка
goodness	0.969	0.321	0.715	жақсылық
goodnews	0.961	0.740	0.768	жақсы жаңалық
goods	0.888	0.396	0.726	тауарлар
goodtimes	0.910	0.526	0.629	жақсы кездер
goodvibes	0.827	0.500	0.534	жақсылықтар
goodwill	0.938	0.327	0.667	ізгі ниет
goody	0.786	0.337	0.570	жақсы
gooey	0.392	0.480	0.445	көңілді
goof	0.448	0.490	0.272	ақымақ
goofball	0.561	0.550	0.382	гуфбол
goofy	0.281	0.224	0.179	ақымақ
goon	0.312	0.481	0.361	ақымақ
gooood	0.857	0.652	0.547	жақсы
goop	0.469	0.394	0.333	гуп
goose	0.479	0.283	0.265	қаз
gopher	0.449	0.440	0.421	гофер
gore	0.260	0.608	0.518	гор
gorge	0.365	0.644	0.420	шатқал
gorgeous	0.920	0.560	0.741	тамаша
gorilla	0.565	0.720	0.648	горилла
gory	0.140	0.875	0.455	горы
gospel	0.740	0.333	0.580	Інжіл
gossip	0.173	0.765	0.245	өсек
gothic	0.197	0.333	0.475	готикалық
gouge	0.396	0.441	0.400	ойық
goulash	0.582	0.429	0.347	гуляш
gourd	0.427	0.271	0.289	асқабақ
gourmet	0.911	0.387	0.562	гурман
gout	0.354	0.314	0.170	подагра
govern	0.573	0.702	0.980	басқару
governess	0.426	0.500	0.632	губернатор
governing	0.635	0.700	0.900	басқару
government	0.427	0.530	0.850	үкімет
governmental	0.521	0.541	0.906	үкіметтік
governor	0.500	0.683	0.934	губернатор
gown	0.625	0.283	0.421	халат
grab	0.448	0.706	0.538	ұстау
grace	0.906	0.304	0.462	әсемдік
graceful	0.906	0.510	0.655	сымбатты
gracias	0.833	0.356	0.600	рахмет
gracious	0.918	0.634	0.637	мейірімді
graciously	0.948	0.353	0.680	мейірімділікпен
grad	0.806	0.538	0.733	град
gradation	0.487	0.477	0.616	градация
grade	0.698	0.360	0.600	баға
graded	0.562	0.340	0.759	бағаланған
grader	0.583	0.317	0.420	грейдер
grades	0.521	0.349	0.566	бағалар
gradient	0.480	0.423	0.509	градиент
gradschool	0.616	0.602	0.528	мектеп
gradual	0.571	0.350	0.509	біртіндеп
gradually	0.583	0.385	0.464	біртіндеп
graduate	0.898	0.549	0.778	түлек
graduation	0.880	0.670	0.837	бітіру
graffiti	0.582	0.633	0.353	граффити
graft	0.410	0.528	0.420	егу
grail	0.573	0.384	0.566	гриль
grain	0.390	0.198	0.302	астық
gram	0.578	0.333	0.260	грамм
grammar	0.560	0.287	0.607	грамматика
grand	0.898	0.740	0.888	үлкен
grand theft auto	0.493	0.663	0.580	автокөлікті айдап әкету
grandchild	0.781	0.433	0.465	немересі
grandchildren	0.796	0.545	0.426	немерелері
granddad	0.740	0.248	0.461	ата
granddaddy	0.708	0.291	0.480	әже
granddaughter	0.823	0.445	0.389	немересі
grandeur	0.885	0.796	0.839	ұлылық
grandfather	0.827	0.279	0.586	атасы
grandiose	0.900	0.682	0.864	үлкен
grandma	0.796	0.208	0.491	әже
grandmother	0.792	0.283	0.426	әже
grandpa	0.806	0.296	0.466	ата
grandson	0.778	0.333	0.500	немересі
grandstand	0.500	0.679	0.708	трибуна
grange	0.531	0.340	0.391	гранж
granite	0.572	0.343	0.483	гранит
granny	0.796	0.240	0.452	әже
granola	0.625	0.240	0.281	гранола
grant	0.719	0.380	0.667	грант
granted	0.882	0.348	0.779	берілген
grantee	0.865	0.477	0.708	грант алушы
grantor	0.542	0.500	0.717	грант беруші
granular	0.478	0.337	0.443	түйіршікті
granule	0.406	0.373	0.316	түйіршік
grape	0.729	0.122	0.295	жүзім
grape juice	0.696	0.304	0.267	жүзім шырыны
grapefruit	0.521	0.281	0.282	грейпфрут
grapes	0.784	0.240	0.236	жүзімдер
grapevine	0.541	0.343	0.232	жүзім ағашы
graph	0.510	0.286	0.621	график
graphic	0.602	0.494	0.491	графика
graphics	0.542	0.431	0.509	графика
graphite	0.479	0.377	0.336	графит
grapple	0.490	0.577	0.482	күресу
grappling	0.448	0.676	0.516	күресу
grasp	0.560	0.623	0.570	ұстау
grasping	0.327	0.561	0.561	ұстау
grass	0.604	0.164	0.333	шөп
grasshopper	0.500	0.462	0.287	шегіртке
grassy	0.647	0.323	0.371	шөпті
grate	0.333	0.250	0.419	үккіштен өткізіңіз
grated	0.357	0.462	0.361	үгітілген
grateful	0.958	0.353	0.560	риза
gratification	0.867	0.643	0.755	қанағаттану
gratified	0.781	0.519	0.702	қанағаттандырылды
gratify	0.837	0.539	0.794	қуанту
gratifying	0.857	0.606	0.776	қуантарлық
grating	0.512	0.337	0.282	тор
gratis	0.796	0.510	0.417	тегін
gratitude	0.885	0.441	0.610	алғыс
gratuitous	0.735	0.650	0.452	тегін
gratuity	0.865	0.500	0.462	сыйақы
grave	0.153	0.385	0.386	қабір
gravel	0.390	0.370	0.332	қиыршық тас
graver	0.102	0.622	0.453	гравер
graveyard	0.041	0.441	0.272	зират
gravitate	0.479	0.472	0.476	тартылыс
gravitation	0.698	0.592	0.600	гравитация
gravitational	0.528	0.510	0.691	гравитациялық
gravity	0.510	0.635	0.538	ауырлық
gravy	0.608	0.450	0.339	тұздық
gray	0.335	0.153	0.189	сұр
graze	0.560	0.255	0.371	жаю
grease	0.255	0.404	0.306	майлау
greased	0.250	0.461	0.368	майланған
greaser	0.408	0.518	0.462	майлаушы
greasy	0.399	0.442	0.294	майлы
great	0.958	0.665	0.810	тамаша
great anticipation	0.786	0.735	0.655	үлкен күту
great aunt	0.896	0.419	0.589	тамаша апай
great disgust	0.042	0.836	0.389	үлкен жиіркенішті
great grandfather	0.729	0.241	0.569	үлкен ата
great grandma	0.771	0.221	0.491	үлкен әже
great grandmother	0.802	0.236	0.549	үлкен әже
great grandpa	0.857	0.280	0.602	үлкен ата
great surprise	0.939	0.941	0.688	үлкен тосын
great trust	0.939	0.528	0.853	үлкен сенім
great uncle	0.729	0.398	0.621	үлкен аға
greatday	0.823	0.571	0.574	тамаша күн
greater	0.755	0.519	0.796	үлкенірек
greatest	0.847	0.627	0.922	ең үлкен
greatfriends	0.908	0.593	0.570	тамаша достар
greatful	0.923	0.571	0.676	тамаша
greatly	0.750	0.708	0.877	айтарлықтай
greatly negative	0.051	0.640	0.282	өте теріс
greatly positive	0.967	0.538	0.877	өте оң
greatness	0.990	0.750	0.943	ұлылық
greatnight	0.918	0.349	0.574	тамаша түн
greed	0.173	0.780	0.528	ашкөздік
greedy	0.125	0.660	0.476	ашкөз
green	0.630	0.306	0.333	жасыл
green bean	0.469	0.280	0.304	жасыл бұршақ
green pepper	0.500	0.431	0.425	жасыл бұрыш
green snake	0.229	0.634	0.614	жасыл жылан
greenhouse	0.719	0.438	0.384	жылыжай
greenish	0.574	0.290	0.429	жасылдау
greenwood	0.531	0.382	0.491	жасыл ағаш
greet	0.885	0.539	0.618	сәлемдесу
greeted	0.781	0.317	0.454	сәлем берді
greeting	0.854	0.556	0.510	сәлемдесу
gregarious	0.551	0.471	0.529	топшыл
grenade	0.281	0.777	0.694	граната
grey	0.347	0.140	0.295	сұр
greyhound	0.520	0.490	0.440	тазы
grid	0.562	0.426	0.443	тор
gridiron	0.667	0.491	0.425	тор
grief	0.070	0.640	0.474	қайғы
grievance	0.092	0.635	0.364	шағым
grieve	0.122	0.500	0.333	қайғыру
grieved	0.104	0.460	0.191	қайғырды
grieving	0.093	0.673	0.403	қайғыру
grievous	0.146	0.640	0.179	ауыр
griffin	0.418	0.337	0.360	гриффин
grill	0.755	0.491	0.546	гриль
grille	0.337	0.327	0.246	тор
grilled	0.702	0.500	0.373	грильде пісірілген
grim	0.310	0.483	0.298	сұмдық
grime	0.198	0.500	0.225	кір
grimy	0.112	0.597	0.283	лас
grin	0.885	0.570	0.491	күлу
grind	0.480	0.276	0.397	ұнтақтау
grinder	0.459	0.615	0.561	ұнтақтағыш
grinding	0.415	0.450	0.461	ұнтақтау
grindstone	0.541	0.453	0.526	ұнтақ тас
gringo	0.540	0.452	0.510	гринго
grip	0.520	0.549	0.602	ұстау
gripe	0.184	0.526	0.241	күйзеліс
grisly	0.083	0.863	0.426	сұмдық
grist	0.317	0.391	0.363	грист
grit	0.449	0.296	0.345	ұнтақ
grits	0.458	0.333	0.346	ұнтақ
gritty	0.417	0.373	0.375	қатты
grizzly	0.398	0.679	0.657	гризли
groan	0.396	0.750	0.351	ыңылдау
grocer	0.625	0.250	0.382	бақалшы
groceries	0.740	0.363	0.417	азық-түлік
grocery	0.687	0.540	0.446	азық-түлік
groggy	0.235	0.265	0.194	көңілсіз
groin	0.296	0.452	0.364	шап
groom	0.698	0.500	0.605	күйеу
groove	0.552	0.448	0.361	ойық
groovy	0.615	0.538	0.464	тамаша
grope	0.420	0.559	0.358	сырлау
gross	0.115	0.575	0.181	өрескел
grotesque	0.135	0.788	0.500	гротеск
grotto	0.510	0.394	0.336	грот
grouch	0.342	0.593	0.411	ыза
grouchy	0.143	0.708	0.407	ашулы
ground	0.398	0.343	0.602	жер
grounded	0.531	0.601	0.509	жерге қосылған
groundhog	0.385	0.324	0.377	құрт
grounding	0.521	0.452	0.591	жерге қосу
groundless	0.333	0.535	0.387	негізсіз
grounds	0.667	0.500	0.598	негіздер
groundwork	0.500	0.375	0.593	іргетасы
group	0.573	0.423	0.480	топ
groupie	0.521	0.583	0.393	топшы
grouping	0.745	0.580	0.698	топтастыру
grouse	0.448	0.401	0.412	қарақұйрық
grout	0.405	0.356	0.366	ерітінді
grove	0.604	0.245	0.417	тоғай
grovel	0.360	0.500	0.414	шағыл
grow	0.914	0.615	0.755	өсу
growl	0.194	0.764	0.482	ырылдау
growling	0.119	0.887	0.475	ырылдау
growls	0.125	0.675	0.442	айқайлайды
grownup	0.735	0.400	0.683	ересек
growth	0.917	0.588	0.776	өсу
growthefuckup	0.229	0.692	0.426	өсу
grr	0.229	0.538	0.333	грр
grrr	0.271	0.755	0.327	гррр
grrrrr	0.281	0.633	0.444	грррр
grub	0.602	0.406	0.355	граб
grubby	0.156	0.583	0.176	лас
grudge	0.115	0.647	0.414	кек
grudging	0.092	0.636	0.473	ренжіту
grudgingly	0.156	0.610	0.292	еріксіз
gruel	0.382	0.304	0.297	жарма
grueling	0.180	0.763	0.704	ауыр
gruesome	0.094	0.837	0.474	қорқынышты
gruff	0.323	0.611	0.472	дөрекі
grumble	0.101	0.750	0.333	күңкілдеу
grump	0.260	0.469	0.425	ренжіту
grumpy	0.198	0.808	0.559	ашулы
grunt	0.286	0.798	0.392	күрсіну
grunting	0.198	0.827	0.481	күрсініп
guacamole	0.684	0.317	0.282	гуакамол
guano	0.296	0.343	0.191	гуано
guarantee	0.949	0.337	0.805	кепілдік
guaranty	0.646	0.337	0.818	кепілдік
guard	0.592	0.510	0.725	күзетші
guarded	0.758	0.686	0.500	қорғалған
guardhouse	0.510	0.435	0.770	қарауыл
guardian	0.656	0.686	0.789	қамқоршы
guardianship	0.592	0.370	0.681	қорғаншылық
guards	0.448	0.663	0.720	күзетшілер
gubernatorial	0.552	0.604	0.897	губернаторлық
guerilla	0.146	0.845	0.727	партизан
guerrilla	0.219	0.917	0.792	партизан
guess	0.640	0.463	0.442	болжау
guesser	0.542	0.670	0.535	болжаушы
guesswork	0.417	0.451	0.405	болжам
guest	0.719	0.490	0.558	қонақ
guesthouse	0.729	0.337	0.406	қонақ үйі
guidance	0.729	0.471	0.718	басшылық
guide	0.688	0.315	0.620	нұсқаулық
guidebook	0.677	0.260	0.427	нұсқаулық
guidelines	0.459	0.500	0.664	нұсқаулар
guiding	0.667	0.520	0.714	бағыттаушы
guild	0.580	0.459	0.729	гильдия
guile	0.410	0.417	0.467	қулық
guillotine	0.163	0.817	0.585	гильотина
guilt	0.208	0.567	0.206	кінә
guilty	0.135	0.770	0.352	кінәлі
guinea	0.521	0.440	0.396	Гвинея
guise	0.531	0.547	0.324	бетперде
guitar	0.844	0.542	0.469	гитара
guitarist	0.827	0.740	0.549	гитарист
gules	0.469	0.443	0.340	гүл
gulf	0.520	0.365	0.398	шығанағы
gull	0.594	0.317	0.378	шағала
gullet	0.385	0.490	0.393	өңеш
gullible	0.440	0.442	0.318	сенгіш
gully	0.316	0.519	0.394	сай
gulp	0.551	0.660	0.409	жұту
gum	0.573	0.227	0.213	сағыз
gumbo	0.500	0.422	0.361	гумбо
gummy	0.521	0.302	0.291	сағыз
gumption	0.480	0.538	0.488	шайқау
gun	0.147	0.920	0.713	мылтық
gunboat	0.139	0.663	0.618	қарулы қайық
gunfight	0.051	0.961	0.700	атыс
gunfighter	0.156	0.910	0.741	атысшы
gunfire	0.156	0.930	0.673	атыс
gunk	0.250	0.478	0.219	gunk
gunman	0.167	0.922	0.689	қарулы адам
gunmen	0.073	0.942	0.727	қарулы адамдар
gunner	0.250	0.853	0.817	атқыш
gunnery	0.281	0.861	0.873	мылтық ату
gunplay	0.133	0.906	0.627	мылтық ойнау
gunpoint	0.188	0.817	0.719	қару-жарақ
gunpowder	0.425	0.853	0.509	мылтық
gunshot	0.042	0.953	0.673	атыс
gunslinger	0.316	0.873	0.811	мылтық атушы
gurney	0.408	0.304	0.352	Гурни
guru	0.573	0.360	0.653	гуру
gush	0.510	0.490	0.381	атқылау
gusher	0.406	0.520	0.453	ағын
gusset	0.427	0.425	0.423	бұрыш
gust	0.490	0.755	0.556	екпін
gusto	0.692	0.729	0.620	құмар
gusty	0.687	0.631	0.455	қатты
gut	0.408	0.367	0.364	ішек
gutless	0.250	0.381	0.384	батыл
guts	0.592	0.649	0.582	ішек
gutsy	0.635	0.573	0.536	батыл
gutter	0.466	0.260	0.400	арық
guy	0.583	0.367	0.546	жігіт
guzzler	0.393	0.537	0.436	жыншы
guzzling	0.460	0.490	0.380	шуылдау
gym	0.635	0.690	0.613	Спорт залы
gymnasium	0.667	0.561	0.474	гимназия
gymnast	0.670	0.760	0.558	гимнаст
gymnastic	0.810	0.706	0.604	гимнастика
gymnastics	0.745	0.677	0.508	гимнастика
gynecologist	0.552	0.566	0.682	гинеколог
gynecology	0.408	0.590	0.519	гинекология
gypsy	0.375	0.665	0.396	сыған
gyroscope	0.500	0.390	0.510	гироскоп
habit	0.625	0.226	0.585	әдет
habitat	0.633	0.343	0.553	мекендеу ортасы
habitation	0.781	0.231	0.538	тұрғын үй
habitual	0.527	0.208	0.490	үйреншікті
habitually	0.600	0.324	0.583	әдетте
hacienda	0.688	0.402	0.573	Hacienda
hack	0.135	0.717	0.534	бұзу
hacker	0.271	0.755	0.740	хакер
hacksaw	0.406	0.645	0.537	темір ара
hadenough	0.323	0.566	0.529	жеткілікті
hag	0.188	0.695	0.411	хаг
haggard	0.115	0.510	0.246	сараң
haggle	0.480	0.601	0.461	саудаласу
haiku	0.583	0.356	0.392	хайку
hail	0.459	0.627	0.411	бұршақ
hair	0.582	0.186	0.286	Шаш
hairball	0.370	0.302	0.315	шаш шары
hairbrush	0.454	0.216	0.263	шаш щеткасы
haircut	0.677	0.343	0.307	шаш қию
hairdo	0.552	0.320	0.435	шаш үлгісі
hairdresser	0.708	0.509	0.407	шаштараз
hairdryer	0.642	0.402	0.330	шаш кептіргіш
hairless	0.136	0.235	0.139	шашсыз
hairline	0.418	0.154	0.230	шаш сызығы
hairpin	0.459	0.363	0.370	шаш қыстырғыш
hairspray	0.549	0.279	0.269	шаш лак
hairstyle	0.771	0.380	0.433	шаш үлгісі
hairy	0.542	0.380	0.343	түкті
hale	0.479	0.435	0.500	хал
half	0.500	0.274	0.276	жартысы
half dollar	0.573	0.408	0.509	жарты доллар
halfback	0.490	0.429	0.440	жартылай қорғаушы
halftime	0.458	0.352	0.429	тайм
halfway	0.510	0.254	0.339	жарты жолда
halibut	0.449	0.412	0.411	сутіл
hall	0.510	0.340	0.424	зал
hallelujah	0.770	0.554	0.657	сәлем
hallmark	0.646	0.315	0.411	белгі
hallowed	0.740	0.500	0.728	қасиетті
hallucination	0.396	0.706	0.370	галлюцинация
hallway	0.573	0.230	0.279	дәліз
halo	0.490	0.370	0.441	гало
halt	0.167	0.360	0.432	тоқтау
halter	0.448	0.451	0.431	нота
halting	0.255	0.596	0.519	тоқтау
halve	0.316	0.347	0.302	жартысы
halving	0.292	0.474	0.366	жартыға бөлу
ham	0.673	0.245	0.404	ветчина
hamburger	0.809	0.551	0.387	гамбургер
hamlet	0.573	0.270	0.397	ауыл
hammer	0.312	0.509	0.563	балға
hammerhead	0.337	0.490	0.569	балға басы
hammering	0.347	0.779	0.557	соғу
hammock	0.673	0.255	0.287	гамак
hamper	0.204	0.711	0.473	кедергі
hamster	0.520	0.394	0.349	хомяк
hamstring	0.406	0.471	0.443	жамбас
hand	0.542	0.314	0.434	қол
handbag	0.562	0.240	0.336	қол сөмке
handball	0.561	0.493	0.440	гандбол
handbook	0.600	0.224	0.567	анықтамалық
handcuff	0.310	0.590	0.593	қол кісен
handful	0.521	0.481	0.400	уыс
handgun	0.156	0.914	0.782	тапанша
handheld	0.646	0.350	0.586	қол
handicap	0.133	0.394	0.264	мүгедек
handicapped	0.204	0.467	0.180	мүгедек
handicraft	0.724	0.333	0.565	қолөнер
handiwork	0.753	0.430	0.410	қолөнер
handkerchief	0.510	0.192	0.219	орамал
handle	0.698	0.571	0.558	тұтқа
handler	0.439	0.593	0.861	өңдеуші
handmade	0.776	0.383	0.475	қолдан жасалған
handout	0.560	0.330	0.545	үлестірме материал
handprint	0.635	0.289	0.463	қол ізі
handshake	0.816	0.654	0.492	қол алысу
handsome	0.890	0.600	0.682	әдемі
handwriting	0.615	0.378	0.381	қолжазба
handy	0.741	0.378	0.639	ыңғайлы
handyman	0.660	0.373	0.393	қолөнерші
hang	0.323	0.529	0.446	ілу
hangar	0.490	0.456	0.481	ангар
hanger	0.439	0.462	0.461	ілгіш
hanging	0.378	0.471	0.389	ілулі
hangman	0.153	0.877	0.555	асыл
hangout	0.573	0.500	0.462	қыдыру
hangover	0.188	0.565	0.267	асқыну
hangry	0.219	0.794	0.279	ашты
hank	0.510	0.375	0.339	Хэнк
hankering	0.604	0.540	0.558	аңсау
hanky	0.460	0.276	0.250	қанық
hap	0.503	0.431	0.453	хап
haphazard	0.469	0.530	0.324	кездейсоқ
hapless	0.271	0.442	0.193	бақытсыз
happen	0.677	0.670	0.551	орын алу
happening	0.646	0.529	0.555	болып жатқан
happier	0.990	0.760	0.806	бақыттырақ
happiest	0.990	0.716	0.746	ең бақытты
happily	1.000	0.690	0.674	бақытты
happiness	0.960	0.732	0.850	бақыт
happy	1.000	0.735	0.772	бақытты
happydance	0.857	0.760	0.582	бақытты би
happyday	0.929	0.650	0.663	бақытты күн
happyheart	0.949	0.575	0.605	бақытты жүрек
happyholidays	0.927	0.740	0.637	мерекелеріңіз құтты болсын
happynewyear	0.969	0.815	0.559	жаңа жыл құтты болсын
happyplace	0.938	0.589	0.645	бақытты жер
happytweet	0.847	0.588	0.437	бақытты твит
happyvalentinesday	0.929	0.784	0.509	Әулие Валентин күні құтты болсын
harass	0.160	0.775	0.620	қудалау
harassing	0.120	0.873	0.446	қудалау
harassment	0.083	0.896	0.420	қудалау
harbinger	0.490	0.389	0.692	хабаршы
harbor	0.594	0.356	0.634	айлақ
hard	0.302	0.708	0.616	қиын
hardball	0.542	0.667	0.452	хардбол
hardcore	0.250	0.721	0.585	хардкор
harden	0.276	0.598	0.677	қатаю
hardened	0.406	0.618	0.764	шыңдалған
hardening	0.388	0.673	0.741	қатаю
hardheaded	0.156	0.699	0.571	қатал
hardness	0.417	0.580	0.745	қаттылық
hardship	0.094	0.775	0.482	қиыншылық
hardware	0.594	0.289	0.686	аппараттық құрал
hardwood	0.417	0.363	0.518	қатты ағаш
hardworking	0.719	0.583	0.792	еңбекқор
hardy	0.571	0.569	0.810	төзімді
hare	0.620	0.410	0.345	қоян
harebrained	0.296	0.551	0.436	милы
harem	0.521	0.578	0.582	гарем
hark	0.571	0.500	0.398	харк
harlot	0.198	0.798	0.330	жезөкше
harm	0.073	0.679	0.423	зиян
harmful	0.094	0.750	0.291	зиянды
