English Word	Valence	Arousal	Dominance	Macedonian Word
mobile	0.615	0.569	0.481	мобилен
mobility	0.700	0.596	0.654	мобилност
mobilization	0.688	0.720	0.787	мобилизација
mobilize	0.604	0.684	0.727	мобилизираат
mobster	0.188	0.870	0.638	мафијаш
mocha	0.500	0.396	0.311	мока
mock	0.360	0.606	0.618	потсмеваат
mocked	0.225	0.746	0.204	исмејуван
mockery	0.094	0.806	0.181	исмејување
mocking	0.082	0.755	0.394	потсмевање
mockingbird	0.513	0.337	0.423	подбивка
mod	0.458	0.367	0.384	мод
modal	0.592	0.264	0.461	модален
modality	0.633	0.404	0.527	модалитет
mode	0.531	0.185	0.367	Мод
model	0.607	0.388	0.723	модел
modeler	0.500	0.510	0.730	моделар
modeling	0.684	0.404	0.490	моделирање
modem	0.573	0.355	0.500	модем
moderate	0.582	0.190	0.453	умерено
moderate anticipation	0.667	0.451	0.574	умерено исчекување
moderate disgust	0.229	0.558	0.381	умерена одвратност
moderate negative	0.177	0.500	0.306	умерено негативно
moderate positive	0.896	0.453	0.753	умерено позитивно
moderate surprise	0.776	0.663	0.637	умерено изненадување
moderate trust	0.677	0.350	0.773	умерена доверба
moderately	0.604	0.264	0.500	умерено
moderating	0.667	0.402	0.783	модерирање
moderation	0.531	0.240	0.453	умереноста
moderator	0.519	0.354	0.802	модератор
modern	0.855	0.423	0.691	модерен
modernism	0.760	0.553	0.703	модернизмот
modest	0.760	0.130	0.412	скромен
modesty	0.778	0.240	0.500	скромност
modicum	0.234	0.417	0.327	умерено
modifiable	0.541	0.422	0.373	изменливи
modification	0.480	0.520	0.625	модификација
modified	0.561	0.458	0.693	изменета
modify	0.458	0.584	0.625	измени
modulate	0.673	0.343	0.555	модулираат
modulation	0.458	0.365	0.565	модулација
module	0.582	0.388	0.571	модул
modulus	0.622	0.304	0.481	модул
mogul	0.510	0.652	0.865	магнат
moiety	0.378	0.343	0.454	половината
moist	0.470	0.316	0.386	влажна
moisture	0.406	0.398	0.327	влага
moisturizer	0.750	0.280	0.386	хидратантен крем
molar	0.544	0.426	0.350	моларна
molasses	0.490	0.269	0.286	меласа
mold	0.330	0.274	0.402	мувла
molded	0.667	0.361	0.373	лиен
molding	0.552	0.308	0.546	калапи
moldy	0.235	0.387	0.250	мувлосана
mole	0.436	0.377	0.352	крт
molecular	0.495	0.440	0.536	молекуларна
molecule	0.531	0.259	0.375	молекула
molest	0.133	0.816	0.319	малтретирање
molestation	0.102	0.808	0.407	малтретирање
molester	0.143	0.811	0.478	насилник
molten	0.417	0.490	0.339	стопена
mom	0.927	0.336	0.639	мајка
moment	0.604	0.435	0.509	момент
momentary	0.562	0.271	0.330	моментален
momentous	0.792	0.587	0.760	значајна
momentum	0.663	0.750	0.688	моментум
momma	0.833	0.412	0.527	мама
mommy	0.854	0.353	0.422	мамо
monad	0.510	0.482	0.451	монада
monarch	0.583	0.559	0.870	монарх
monarchy	0.450	0.557	0.870	монархија
monastery	0.694	0.183	0.726	манастир
monastic	0.438	0.314	0.676	монашки
monetary	0.583	0.494	0.716	паричен
money	0.844	0.608	0.827	пари
mongoloid	0.177	0.364	0.317	монголоид
mongoose	0.327	0.380	0.546	мангуста
mongrel	0.425	0.438	0.395	мелез
monitor	0.490	0.298	0.538	монитор
monk	0.472	0.208	0.439	монах
monkey	0.548	0.449	0.283	мајмун
mono	0.500	0.390	0.273	моно
monochrome	0.312	0.292	0.339	монохроматски
monogamous	0.510	0.335	0.402	моногамни
monogamy	0.542	0.380	0.455	моногамија
monogram	0.480	0.210	0.425	монограм
monogrammed	0.503	0.270	0.402	монограмски
monograph	0.500	0.242	0.481	монографија
monolayer	0.427	0.294	0.433	еднослоен
monolith	0.429	0.327	0.500	монолит
monologue	0.500	0.284	0.534	монолог
monopolist	0.330	0.590	0.725	монополист
monopoly	0.449	0.509	0.640	монопол
monotonous	0.354	0.221	0.400	монотоно
monotony	0.398	0.135	0.353	монотонија
monoxide	0.433	0.430	0.490	моноксид
monsieur	0.552	0.340	0.623	господин
monsoon	0.358	0.600	0.481	монсуните
monster	0.133	0.935	0.596	чудовиште
monstrosity	0.094	0.933	0.611	монструозност
monstrous	0.094	0.942	0.649	монструозно
montage	0.438	0.520	0.388	монтажа
monte	0.589	0.330	0.391	Монте
month	0.688	0.255	0.411	месец
monthly	0.622	0.314	0.364	месечно
monument	0.833	0.404	0.811	споменик
monumental	0.656	0.594	0.955	монументална
moo	0.438	0.355	0.300	мум
mooch	0.378	0.413	0.309	моч
mood	0.720	0.500	0.500	расположение
moods	0.578	0.633	0.491	расположенија
moody	0.245	0.811	0.595	нерасположено
moon	0.673	0.233	0.547	месечината
moonbeam	0.700	0.290	0.491	месечев зрак
moonlight	0.865	0.264	0.409	месечината
moonlit	0.873	0.269	0.508	осветлена од месечината
moonshine	0.633	0.389	0.491	месечина
moonstruck	0.583	0.438	0.407	месечина
moonwalk	0.615	0.586	0.525	месечина прошетка
moor	0.311	0.464	0.378	закотвување
moored	0.344	0.500	0.417	закотвен
mooring	0.323	0.490	0.444	закотвување
moorings	0.406	0.500	0.516	пристаништа
moorland	0.490	0.370	0.456	блата
moose	0.648	0.373	0.318	лос
moot	0.344	0.500	0.615	дискутабилно
mooted	0.388	0.580	0.463	мотивиран
mop	0.396	0.442	0.296	џогер
mope	0.406	0.309	0.345	мопе
moped	0.582	0.582	0.554	мопед
moral	0.700	0.459	0.796	морална
morale	0.729	0.158	0.792	морал
morality	0.750	0.408	0.759	моралот
morals	0.646	0.430	0.611	моралот
morass	0.387	0.348	0.375	морето
moratorium	0.337	0.427	0.373	мораториум
moray	0.510	0.402	0.463	мореј
morbid	0.090	0.833	0.395	Морбидно
morbidity	0.370	0.630	0.443	морбидитет
morbidness	0.120	0.694	0.339	морбидност
mores	0.582	0.317	0.684	обичаи
morgue	0.022	0.539	0.241	мртовечница
moribund	0.083	0.488	0.167	умирачки
morn	0.542	0.284	0.345	утрото
morning	0.688	0.235	0.444	утрото
moron	0.133	0.587	0.183	морон
moronic	0.122	0.500	0.224	моронски
morose	0.240	0.663	0.264	мрзлив
morph	0.448	0.469	0.451	морф
morphine	0.229	0.490	0.496	морфин
morphism	0.398	0.549	0.386	морфизам
morphology	0.516	0.373	0.639	морфологија
morrow	0.708	0.314	0.490	утре
morsel	0.490	0.296	0.400	залак
mortal	0.196	0.786	0.510	смртен
mortality	0.229	0.726	0.518	смртност
mortar	0.333	0.627	0.562	малтер
mortgage	0.255	0.408	0.537	хипотека
mortgagee	0.418	0.633	0.723	хипотекарниот доверител
mortgagor	0.431	0.522	0.490	хипотекар
mortician	0.104	0.429	0.275	смртник
mortification	0.135	0.644	0.404	мортификација
mortified	0.073	0.731	0.270	замрзнат
mortuary	0.133	0.606	0.427	мртовечница
mosaic	0.635	0.250	0.302	мозаик
mosey	0.521	0.402	0.330	мозеј
mosquito	0.229	0.400	0.198	комарец
moss	0.235	0.270	0.245	мов
mossy	0.375	0.329	0.286	мовлив
mote	0.375	0.388	0.260	мота
motel	0.531	0.372	0.450	мотел
moth	0.323	0.350	0.196	молец
mother	0.931	0.408	0.725	мајка
motherfucker	0.122	0.827	0.351	ебач
motherfucking	0.071	0.823	0.373	ебање мајка
motherhood	0.844	0.546	0.667	мајчинството
motherland	0.677	0.375	0.731	татковината
motherless	0.163	0.541	0.337	без мајка
motherly	0.927	0.324	0.710	мајчински
motif	0.688	0.481	0.527	мотив
motion	0.667	0.538	0.657	движење
motionless	0.323	0.210	0.246	неподвижен
motivate	0.812	0.776	0.873	мотивираат
motivating	0.958	0.820	0.787	мотивирачки
motivation	0.854	0.784	0.802	мотивација
motivational	0.906	0.646	0.858	мотивациски
motive	0.667	0.588	0.663	мотив
motley	0.480	0.398	0.412	шарен
motor	0.531	0.551	0.648	мотор
motorbike	0.552	0.608	0.616	мотор
motorboat	0.677	0.500	0.390	моторен чамец
motorcade	0.708	0.730	0.593	поворката
motorcar	0.694	0.565	0.682	моторно возило
motorcycle	0.677	0.764	0.713	мотоцикл
motorist	0.562	0.663	0.578	возач на автомобили
motte	0.481	0.389	0.370	моте
mottled	0.380	0.336	0.295	шарени
motto	0.688	0.317	0.439	мото
mould	0.357	0.176	0.246	мувла
mound	0.520	0.481	0.509	тумба
mount	0.500	0.292	0.348	монтирање
mountain	0.698	0.408	0.649	планина
mountaineer	0.635	0.774	0.535	планинар
mountainous	0.635	0.519	0.612	планински
mountains	0.766	0.433	0.569	планини
mountaintop	0.653	0.541	0.713	Врв на планина
mourn	0.056	0.583	0.150	тагуваат
mournful	0.180	0.441	0.188	тажен
mourning	0.177	0.490	0.266	тагување
mouse	0.427	0.441	0.206	глувчето
mousetrap	0.180	0.643	0.330	стапица за глувци
mousse	0.604	0.336	0.368	мус
moustache	0.470	0.236	0.409	мустаќи
mousy	0.480	0.413	0.339	муси
mouth	0.734	0.294	0.336	устата
mouthful	0.609	0.565	0.389	залак
mouthpiece	0.573	0.346	0.393	писка
mouthwash	0.438	0.385	0.352	миење на устата
movable	0.469	0.509	0.500	подвижен
move	0.656	0.647	0.670	се движи
movement	0.656	0.654	0.658	движење
mover	0.615	0.539	0.466	двигател
movie	0.792	0.560	0.471	филм
movies	0.724	0.426	0.472	филмови
moving	0.479	0.673	0.358	се движат
movingforward	0.857	0.518	0.848	се движи напред
movingon	0.490	0.529	0.435	продолжува
mow	0.420	0.559	0.393	гримаса
mower	0.458	0.510	0.368	косилка
moxie	0.531	0.490	0.366	мокси
mozzarella	0.653	0.265	0.340	моцарела
mri	0.365	0.431	0.349	МРИ
muchneeded	0.438	0.602	0.455	многу потребна
mucis	0.398	0.418	0.420	муцис
muck	0.347	0.423	0.272	ѓубре
mucked	0.184	0.500	0.373	искривен
mucous	0.330	0.296	0.293	мукозни
mucus	0.143	0.309	0.228	слуз
mud	0.333	0.260	0.185	кал
muddle	0.184	0.710	0.336	мешање
muddled	0.250	0.615	0.263	заматен
muddy	0.292	0.400	0.283	калливи
muff	0.542	0.335	0.314	муф
muffin	0.684	0.430	0.306	кифла
muffled	0.479	0.330	0.421	придушен
muffler	0.357	0.407	0.454	пригушувач
mug	0.542	0.214	0.382	кригла
mugger	0.125	0.850	0.500	крадец
mulberry	0.469	0.315	0.361	дудинка
mulch	0.349	0.361	0.383	прекривка
mule	0.320	0.337	0.254	мазга
mull	0.663	0.340	0.594	размислуваат
mullet	0.521	0.356	0.377	лопен
multilateral	0.500	0.469	0.705	мултилатерални
multimedia	0.611	0.390	0.607	мултимедија
multinational	0.656	0.510	0.842	мултинационална
multiple	0.660	0.510	0.578	повеќекратни
multiple sclerosis	0.188	0.587	0.483	мултиплекс склероза
multiplex	0.610	0.590	0.667	мултиплекс
multiplication	0.646	0.565	0.762	множење
multiplicity	0.677	0.490	0.777	мноштво
multiplied	0.802	0.559	0.729	умножени
multiplier	0.643	0.615	0.741	множител
multiply	0.802	0.625	0.777	размножуваат
multitude	0.562	0.765	0.847	мноштво
mum	0.802	0.317	0.698	мама
mumble	0.292	0.444	0.245	мрморат
mumbo	0.429	0.506	0.336	мумбо
mummy	0.400	0.588	0.415	мумија
mumps	0.099	0.410	0.311	заушки
munch	0.541	0.277	0.434	џвакање
munchies	0.562	0.470	0.491	мунчи
munchkin	0.490	0.466	0.374	манџи
mundane	0.312	0.420	0.480	секојдневие
municipal	0.625	0.390	0.758	општински
municipality	0.569	0.280	0.614	општина
mural	0.551	0.265	0.454	мурал
murder	0.061	0.942	0.615	убиство
murderer	0.010	0.960	0.650	убиец
murderess	0.041	0.941	0.462	убиецот
murderous	0.017	0.940	0.682	убиствен
murky	0.143	0.618	0.370	матно
murmur	0.458	0.520	0.200	мрморење
muscle	0.359	0.490	0.645	мускулите
muscular	0.531	0.434	0.577	мускулест
muse	0.760	0.360	0.509	муза
muses	0.714	0.434	0.571	музите
museum	0.792	0.206	0.481	музеј
mush	0.500	0.311	0.125	каша
mushroom	0.490	0.274	0.269	печурка
mushy	0.520	0.200	0.182	кашеста
music	0.833	0.563	0.605	музика
musical	0.908	0.630	0.530	музички
musician	0.816	0.509	0.618	музичар
musing	0.740	0.151	0.465	размислување
musk	0.469	0.454	0.453	мошус
musket	0.260	0.654	0.510	мускетот
musketeer	0.694	0.569	0.705	мускетар
muskrat	0.439	0.510	0.368	мускус
muslin	0.439	0.304	0.352	муслин
muss	0.418	0.438	0.302	мус
must	0.408	0.382	0.441	мора
mustang	0.635	0.642	0.708	мустанг
mustard	0.500	0.346	0.275	сенф
muster	0.635	0.460	0.548	соберат
musty	0.354	0.367	0.267	мувлосана
mutable	0.426	0.531	0.491	променливи
mutant	0.337	0.676	0.573	мутант
mutate	0.281	0.548	0.463	мутираат
mutation	0.365	0.625	0.611	мутација
mute	0.271	0.200	0.250	неми
muted	0.260	0.167	0.162	пригушени
mutilate	0.125	0.900	0.465	осакатуваат
mutilated	0.041	0.841	0.356	осакатени
mutilation	0.122	0.782	0.456	осакатување
mutiny	0.323	0.890	0.549	бунт
mutt	0.418	0.408	0.387	мут
mutter	0.406	0.427	0.228	мрморат
mutton	0.427	0.283	0.393	овчо месо
mutual	0.729	0.321	0.464	меѓусебна
mutually	0.844	0.490	0.582	меѓусебно
muzzle	0.388	0.430	0.232	муцката
myfavorite	0.812	0.587	0.615	мојот омилен
myopia	0.245	0.387	0.226	миопија
myopic	0.344	0.396	0.218	миопија
myriad	0.480	0.429	0.550	безброј
mysterious	0.448	0.699	0.455	мистериозна
mystery	0.417	0.667	0.519	мистерија
mystic	0.643	0.520	0.535	мистик
mystical	0.594	0.443	0.689	мистична
mysticism	0.594	0.598	0.423	мистицизам
mystified	0.344	0.600	0.509	мистифициран
mystique	0.668	0.633	0.667	мистика
myth	0.458	0.432	0.338	мит
mythic	0.635	0.528	0.645	митски
mythical	0.625	0.556	0.583	митски
mythological	0.760	0.573	0.658	митолошки
mythology	0.684	0.439	0.688	митологија
nab	0.469	0.544	0.407	наб
nacho	0.667	0.259	0.333	начо
nada	0.250	0.231	0.136	нада
nadir	0.479	0.363	0.424	надир
nag	0.271	0.451	0.472	наг
nail	0.469	0.397	0.282	шајка
nail gun	0.378	0.806	0.574	пиштол за нокти
naive	0.406	0.260	0.375	наивен
naked	0.323	0.885	0.288	голи
nakedness	0.480	0.760	0.350	голотија
namaste	0.719	0.255	0.464	намасте
name	0.573	0.300	0.415	име
named	0.562	0.396	0.565	именуван
nameless	0.344	0.280	0.164	безимени
namesake	0.418	0.327	0.404	имењак
naming	0.667	0.410	0.559	именување
nana	0.765	0.255	0.375	нана
nanny	0.615	0.370	0.528	дадилка
nanometer	0.375	0.356	0.446	нанометар
nap	0.660	0.098	0.342	дремка
napalm	0.265	0.580	0.471	напалм
nape	0.427	0.268	0.298	тилот
napkin	0.469	0.142	0.209	салфетка
napping	0.765	0.046	0.306	дремење
nappy	0.529	0.333	0.207	пелена
narcissism	0.214	0.639	0.540	нарцизам
narcissist	0.173	0.614	0.629	нарцис
narcissistic	0.323	0.708	0.655	нарцисоиден
narcotic	0.102	0.858	0.450	наркотик
narrate	0.541	0.480	0.473	раскажуваат
narration	0.622	0.408	0.551	нарација
narrative	0.580	0.303	0.443	раскажувачко
narrator	0.673	0.430	0.623	наратор
narrow	0.260	0.368	0.356	тесен
narrowing	0.354	0.593	0.357	стеснување
nasal	0.479	0.340	0.330	носна
nascent	0.684	0.373	0.585	зародиш
nasty	0.115	0.620	0.264	гаден
natal	0.755	0.462	0.481	натален
nation	0.594	0.443	0.821	нација
national	0.698	0.365	0.663	национално
nationality	0.642	0.400	0.772	националност
nationwide	0.684	0.217	0.672	на национално ниво
native	0.635	0.422	0.710	мајчин
nativity	0.750	0.337	0.673	рождество
natural	0.854	0.118	0.481	природно
natural gas	0.635	0.324	0.396	природен гас
naturalist	0.844	0.255	0.562	натуралист
naturalization	0.781	0.279	0.652	натурализација
naturalized	0.760	0.333	0.600	натурализиран
naturally	0.854	0.276	0.549	природно
nature	0.857	0.184	0.643	природата
naught	0.344	0.176	0.161	ништо
naughty	0.451	0.857	0.371	непослушен
nausea	0.104	0.781	0.273	гадење
nauseate	0.062	0.660	0.176	мачнина
nauseating	0.021	0.640	0.250	мачнина
nauseous	0.135	0.780	0.284	гаден
nautical	0.646	0.250	0.579	наутички
nautilus	0.396	0.509	0.517	наутилус
naval	0.542	0.449	0.679	поморски
nave	0.583	0.448	0.585	наосот
navel	0.448	0.261	0.276	папокот
navigable	0.749	0.406	0.645	пловни
navigate	0.740	0.555	0.675	навигирајте
navigation	0.841	0.470	0.720	навигација
navigational	0.573	0.481	0.564	навигациски
navigator	0.583	0.592	0.623	навигатор
navy	0.531	0.760	0.764	морнарица
nay	0.344	0.290	0.325	не
nearsighted	0.271	0.373	0.265	кратковиди
neat	0.878	0.235	0.491	уредно
neatly	0.802	0.412	0.588	уредно
nebula	0.510	0.418	0.438	маглина
nebulae	0.490	0.330	0.472	маглини
nebulous	0.469	0.347	0.417	небулозен
necessarily	0.667	0.423	0.598	нужно
necessary	0.750	0.433	0.679	неопходно
necessitate	0.578	0.604	0.516	налагаат
necessities	0.520	0.630	0.463	потреби
necessity	0.567	0.471	0.588	потреба
neck	0.541	0.245	0.345	вратот
necklace	0.760	0.294	0.373	ѓердан
necktie	0.583	0.229	0.314	вратоврска
necromancer	0.333	0.625	0.536	некроманцер
necrosis	0.115	0.622	0.385	некроза
nectar	0.746	0.331	0.398	нектар
need	0.510	0.574	0.200	потреба
needalife	0.490	0.443	0.394	неопходен живот
needed	0.677	0.342	0.679	потребни
needful	0.582	0.460	0.614	неопходен
needit	0.250	0.472	0.356	ми треба
needle	0.250	0.472	0.360	игла
needlepoint	0.653	0.500	0.556	игла
needles	0.250	0.602	0.348	игли
needless	0.327	0.385	0.200	непотребно
needtoknow	0.427	0.606	0.474	треба да знае
needtorelax	0.673	0.438	0.274	треба да се опушти
needy	0.360	0.451	0.245	сиромашни
nefarious	0.184	0.720	0.528	подло
negation	0.255	0.461	0.297	негација
negative	0.102	0.527	0.176	негативен
negativity	0.060	0.520	0.273	негативност
neglect	0.045	0.550	0.163	занемарување
neglected	0.271	0.385	0.160	запоставени
neglecting	0.177	0.441	0.230	занемарување
negligee	0.385	0.520	0.336	занемарување
negligence	0.092	0.570	0.251	небрежност
negligent	0.167	0.583	0.259	несовесен
negligently	0.056	0.583	0.266	несовесно
negligible	0.177	0.292	0.232	занемарлив
negotiable	0.688	0.585	0.731	може да се преговара
negotiate	0.612	0.708	0.769	преговараат
negotiation	0.490	0.615	0.728	преговарање
negotiator	0.635	0.471	0.817	преговарач
negro	0.354	0.368	0.461	црнец
neigh	0.378	0.642	0.373	блиски
neighbor	0.657	0.448	0.434	сосед
neighborhood	0.385	0.469	0.373	маало
neighboring	0.656	0.306	0.481	соседните
nemesis	0.271	0.688	0.647	немезис
neon	0.594	0.480	0.380	неонски
neonatal	0.542	0.529	0.357	неонатална
neophyte	0.286	0.363	0.411	неофит
neoprene	0.316	0.451	0.443	неопренови
nephew	0.719	0.337	0.412	внук
nepotism	0.349	0.584	0.517	непотизам
nerd	0.408	0.481	0.315	глупак
nerdy	0.296	0.255	0.292	нервозен
nerve	0.129	0.698	0.307	нерв
nerves	0.333	0.783	0.264	нерви
nervous	0.235	0.820	0.213	нервозен
nervousness	0.163	0.915	0.241	нервоза
nervouswreck	0.112	0.867	0.179	нервоза
nervy	0.250	0.830	0.241	нервозни
ness	0.396	0.480	0.392	нест
nest	0.687	0.221	0.333	гнездо
nestle	0.625	0.308	0.379	вгнездуваат
nestling	0.604	0.427	0.286	гнездење
net	0.441	0.288	0.417	нето
nether	0.240	0.265	0.259	ниедно
netting	0.368	0.509	0.585	пребивање
nettle	0.406	0.324	0.490	коприва
network	0.531	0.337	0.466	мрежа
networking	0.625	0.482	0.545	вмрежување
neural	0.582	0.426	0.391	нервен
neuralgia	0.092	0.706	0.439	невралгија
neurological	0.500	0.540	0.558	невролошки
neurologist	0.608	0.500	0.736	невролог
neurology	0.459	0.537	0.580	неврологија
neurosis	0.122	0.766	0.418	невроза
neurosurgeon	0.590	0.673	0.755	неврохирург
neurosurgery	0.490	0.632	0.730	неврохирургија
neurotic	0.198	0.801	0.387	невротични
neuter	0.621	0.163	0.302	кастрирате
neutral	0.469	0.184	0.357	неутрален
neutrality	0.469	0.205	0.434	неутралност
neutralize	0.519	0.363	0.719	неутрализираат
neutron	0.469	0.440	0.679	неутрон
new	0.917	0.490	0.582	нов
new age	0.694	0.556	0.727	новата ера
newbeginnings	0.802	0.613	0.524	нови почетоци
newborn	0.918	0.580	0.372	новороденче
newcomer	0.622	0.380	0.396	новодојденец
newday	0.847	0.388	0.618	нов ден
newfound	0.745	0.741	0.520	новооткриен
newjob	0.755	0.643	0.729	нова работа
newlife	0.898	0.646	0.701	нов живот
newly	0.688	0.422	0.552	ново
newlywed	0.847	0.706	0.570	младенец
newme	0.643	0.550	0.527	новајлија
newness	0.740	0.522	0.588	новост
news	0.633	0.580	0.610	Вести
newscast	0.531	0.509	0.714	вести
newscaster	0.646	0.510	0.764	спикер на вести
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	билтен
newsman	0.604	0.480	0.696	новинар
newspaper	0.602	0.283	0.444	весник
newspaperman	0.561	0.458	0.750	весникар
newsreel	0.625	0.571	0.577	филм за вести
newsroom	0.531	0.392	0.658	редакција
newsstand	0.615	0.222	0.336	киоск
newstart	0.802	0.510	0.667	newstart
newt	0.458	0.380	0.541	тритон
newyear	0.938	0.784	0.520	нова година
nexus	0.496	0.368	0.412	врска
nib	0.510	0.282	0.406	врвка
nibble	0.551	0.551	0.411	грицкање
nice	0.930	0.442	0.650	убаво
niche	0.459	0.413	0.318	ниша
nichts	0.406	0.293	0.404	нихти
nick	0.554	0.388	0.387	прекар
nickel	0.510	0.347	0.406	никел
nickname	0.490	0.470	0.263	прекар
nicotine	0.235	0.608	0.447	никотин
niece	0.771	0.320	0.400	внука
nifty	0.740	0.745	0.815	вешта
nigh	0.653	0.216	0.336	блиску
night	0.598	0.396	0.404	ноќе
nightcap	0.750	0.196	0.268	ноќна капа
nightclub	0.802	0.894	0.528	Ноќен клуб
nightfall	0.490	0.436	0.426	паѓање на ноќта
nightgown	0.643	0.408	0.250	ноќница
nightie	0.630	0.388	0.274	ноќечка
nightingale	0.740	0.340	0.496	славејче
nightlife	0.542	0.783	0.510	ноќен живот
nightly	0.673	0.410	0.474	ноќе
nightmare	0.005	0.810	0.436	кошмар
nightmares	0.082	0.942	0.448	кошмари
nightstand	0.490	0.130	0.327	ноќница
nightstick	0.500	0.461	0.348	ноќно стапче
nighttime	0.735	0.385	0.439	ноќе
nihilism	0.367	0.510	0.364	нихилизам
nil	0.286	0.143	0.157	нула
nimble	0.833	0.729	0.769	пргав
nimrod	0.327	0.500	0.539	нимрод
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	девет
nineteen	0.673	0.304	0.375	деветнаесет
ninety	0.479	0.349	0.436	деведесет
ninja	0.542	0.844	0.682	нинџа
ninny	0.344	0.343	0.309	дечиња
nintendo	0.802	0.571	0.464	нинтендо
ninth	0.490	0.212	0.396	деветти
nip	0.281	0.700	0.264	цицање
nipper	0.386	0.422	0.317	брадавица
nipple	0.480	0.786	0.415	брадавица
nippy	0.540	0.500	0.416	напнат
nitrate	0.388	0.406	0.500	нитрат
nitro	0.500	0.647	0.639	нитро
nitrogen	0.427	0.435	0.562	азот
nitrous	0.435	0.561	0.411	азотен
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	никс
no anticipation	0.396	0.480	0.341	нема исчекување
no disgust	0.510	0.324	0.448	нема гадење
no emotion	0.170	0.109	0.225	без емоции
no sentiment	0.092	0.382	0.278	нема чувство
no surprise	0.171	0.224	0.412	нема изненадување
no trust	0.055	0.445	0.257	нема доверба
nobility	0.844	0.347	0.736	благородништвото
noble	0.906	0.345	0.610	благородна
nobleman	0.675	0.286	0.709	благородник
nobodycares	0.365	0.410	0.354	на никој не му е гајле
nocomplaints	0.677	0.164	0.491	без поплаки
nocturnal	0.540	0.500	0.462	ноќни
nod	0.590	0.367	0.427	кимам со главата
nodding	0.694	0.294	0.426	кимнување со главата
node	0.396	0.343	0.361	јазол
nodular	0.438	0.351	0.411	нодуларен
nodule	0.312	0.426	0.349	јазол
noggin	0.510	0.433	0.382	ногин
nohope	0.200	0.441	0.385	нема надеж
noir	0.375	0.394	0.365	ноар
noise	0.260	0.883	0.388	бучава
noisy	0.271	0.812	0.561	бучни
nomad	0.375	0.413	0.433	номад
nomadic	0.427	0.519	0.422	номадски
nomenclature	0.500	0.222	0.575	номенклатура
nominal	0.594	0.250	0.463	номинална
nominate	0.615	0.471	0.669	номинира
nomination	0.663	0.637	0.696	номинација
nominee	0.662	0.625	0.765	номиниран
nonce	0.422	0.370	0.377	никогаш
nonchalant	0.312	0.314	0.366	ноншалантен
noncompliance	0.112	0.598	0.259	неусогласеност
nondescript	0.490	0.434	0.348	неописен
nonexistent	0.208	0.429	0.149	непостоечки
nonfat	0.604	0.260	0.340	без маснотии
nonfiction	0.426	0.315	0.431	нефикција
nonpayment	0.229	0.510	0.298	неплаќање
nonresident	0.250	0.340	0.302	нерезидент
nonsense	0.214	0.531	0.155	глупости
nonsensical	0.173	0.268	0.193	бесмислено
nonviolent	0.640	0.287	0.346	ненасилни
noob	0.417	0.430	0.267	необ
noodle	0.633	0.216	0.225	тестенина
nook	0.480	0.321	0.296	ќош
noon	0.531	0.343	0.518	пладне
noose	0.356	0.300	0.330	јамка
nopoint	0.276	0.324	0.314	без смисла
noregrets	0.469	0.476	0.426	без каење
norm	0.500	0.245	0.527	норма
normal	0.740	0.127	0.380	нормално
normalcy	0.805	0.151	0.620	нормалност
normality	0.781	0.089	0.444	нормалност
north	0.531	0.255	0.450	север
northbound	0.604	0.454	0.491	кон север
northeast	0.562	0.260	0.375	североисток
northern	0.570	0.340	0.472	северно
northwest	0.604	0.345	0.451	северозапад
northwestern	0.479	0.306	0.462	северозападна
noschool	0.490	0.400	0.380	нема школо
nose	0.582	0.270	0.245	носот
nosebleed	0.153	0.776	0.361	крварење од носот
nosey	0.276	0.655	0.223	носливи
nosnow	0.392	0.394	0.366	носноуа
nostalgia	0.417	0.337	0.339	носталгија
nostalgic	0.458	0.351	0.184	носталгичен
nostress	0.531	0.404	0.415	без стрес
nostril	0.396	0.404	0.316	ноздра
nosun	0.388	0.380	0.351	носун
nosy	0.292	0.558	0.433	носливи
not negative	0.622	0.270	0.444	не негативни
not positive	0.051	0.370	0.236	не позитивно
notable	0.760	0.450	0.696	забележителен
notables	0.594	0.608	0.755	значајни
notably	0.792	0.533	0.689	особено
notamorningperson	0.469	0.578	0.440	нотаморнинг лице
notary	0.541	0.451	0.676	нотар
notation	0.635	0.380	0.558	нотација
notch	0.459	0.361	0.358	засек
notched	0.480	0.530	0.356	засечена
note	0.594	0.163	0.416	Забелешка
notebook	0.449	0.167	0.442	тетратка
noted	0.615	0.382	0.464	забележано
noteworthy	0.704	0.481	0.759	забележливо
nothappy	0.112	0.320	0.170	несреќен
nothingbetter	0.635	0.390	0.543	ништо подобро
nothingness	0.204	0.080	0.161	ништожност
notice	0.646	0.408	0.491	известување
noticeable	0.890	0.562	0.750	забележлив
notification	0.604	0.461	0.671	известување
notify	0.643	0.471	0.573	извести
notion	0.612	0.284	0.667	поим
notional	0.520	0.288	0.500	замислен
notoriety	0.552	0.633	0.769	озлогласеност
notorious	0.366	0.582	0.609	озлогласен
notready	0.133	0.400	0.196	ненапред
notwithstanding	0.367	0.316	0.433	без оглед на тоа
nought	0.312	0.098	0.116	ништо
noun	0.531	0.230	0.477	именка
nourish	0.878	0.460	0.639	храни
nourishment	0.786	0.290	0.631	хранење
nouveau	0.633	0.438	0.432	нуво
