English Word	Valence	Arousal	Dominance	Greek Word
jumper	0.615	0.336	0.481	άλτης
jumpsuit	0.562	0.365	0.361	ολόσωμη φόρμα
jumpy	0.353	0.810	0.216	νευρικός
junction	0.490	0.481	0.364	διασταύρωση
juncture	0.365	0.582	0.491	ένωση
jungle	0.500	0.510	0.481	ζούγκλα
junior	0.635	0.343	0.304	κατώτερος
juniper	0.583	0.327	0.352	άρκευθος
junk	0.115	0.481	0.118	σκουπίδι
junket	0.490	0.519	0.386	εκδρομή
junkie	0.135	0.860	0.363	πρεζάκι
junky	0.385	0.595	0.343	πρεζάκιας
junkyard	0.177	0.398	0.302	σκουπίδια
junta	0.451	0.503	0.704	χούντα
juridical	0.520	0.431	0.873	δικαστικός
jurisdiction	0.480	0.580	0.820	δικαιοδοσία
jurisprudence	0.360	0.425	0.764	νομολογία
jurist	0.479	0.523	0.713	νομικός
juror	0.582	0.640	0.750	ένορκος
jury	0.479	0.607	0.789	ένορκοι
justice	0.760	0.538	0.787	δικαιοσύνη
justifiable	0.786	0.413	0.821	δικαιολογημένος
justification	0.622	0.444	0.661	αιτιολόγηση
justify	0.612	0.473	0.615	δικαιολογώ
juststop	0.417	0.379	0.364	κόφτο
justthebeginning	0.573	0.451	0.481	μόνο η αρχή
jute	0.551	0.216	0.295	γιούτα
juvenile	0.678	0.490	0.526	νεανικός
juxtaposition	0.427	0.500	0.460	αντιπαράθεση
kaiser	0.470	0.509	0.690	κάιζερ
kale	0.469	0.226	0.411	λάχανο
kaleidoscope	0.615	0.439	0.580	καλειδοσκόπιο
kamikaze	0.204	0.810	0.645	καμικάζι
kangaroo	0.716	0.333	0.301	καγκουρώ
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	κάπα
kaput	0.281	0.441	0.440	καπούτ
karaoke	0.763	0.649	0.342	καραόκε
karate	0.562	0.833	0.598	καρατέ
karma	0.500	0.510	0.537	κάρμα
karmic	0.357	0.459	0.464	καρμική
kayak	0.592	0.600	0.364	είδος ξύλινης βάρκας
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	κεμπάπ
keel	0.344	0.417	0.419	καρίνα
keen	0.823	0.719	0.806	οξύς
keep	0.714	0.296	0.547	διατήρηση
keeper	0.612	0.457	0.773	φύλακας
keeping	0.592	0.280	0.723	τήρηση
keepsake	0.740	0.307	0.491	ενθύμιο
keg	0.551	0.389	0.404	βαρελάκι
kelp	0.479	0.264	0.213	φαιοφύκη
ken	0.438	0.409	0.360	γνώση
kennel	0.430	0.480	0.406	κυνοτροφείο
kerchief	0.520	0.189	0.236	τσεμπέρι
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	πυρήνας
kerosene	0.302	0.472	0.427	πετρέλαιο
ketchup	0.653	0.338	0.282	κέτσαπ
kettle	0.357	0.497	0.333	βραστήρας
key	0.615	0.275	0.519	κλειδί
keyboard	0.573	0.279	0.349	πληκτρολόγιο
keyed	0.469	0.497	0.521	κλειδωμένος
keyhole	0.438	0.358	0.356	κλειδαρότρυπα
keynote	0.630	0.431	0.545	βασικός τόνος
keypad	0.604	0.255	0.330	πληκτρολόγιο
keystone	0.573	0.438	0.491	θεμέλιο
keyword	0.602	0.520	0.747	λέξη-κλειδί
khaki	0.594	0.252	0.278	χακί
khan	0.463	0.476	0.529	χάνι
kibble	0.510	0.458	0.404	κροκέτα
kick	0.271	0.791	0.526	λάκτισμα
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	λακτίζων
kicking	0.327	0.802	0.510	κλωτσιές
kickoff	0.583	0.600	0.629	εναρκτήριος αγώνας
kid	0.760	0.453	0.298	παιδί
kidder	0.708	0.768	0.471	πειράζων
kidding	0.622	0.625	0.457	αστεϊσμός
kiddo	0.674	0.393	0.419	παιδάκι
kiddos	0.500	0.480	0.342	παιδια
kidnap	0.032	0.923	0.535	απαγωγή
kidnapped	0.044	0.923	0.455	απήγαγε
kidnapper	0.115	0.906	0.618	απαγωγέας
kidnapping	0.094	0.880	0.561	απαγωγή
kidney	0.448	0.363	0.380	νεφρό
kids	0.837	0.500	0.417	παιδιά
kill	0.052	0.941	0.736	σκοτώνω
killer	0.041	0.971	0.543	φονιάς
killing	0.080	0.959	0.696	φόνος
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	καμίνι
kilo	0.438	0.358	0.461	κιλό
kilogram	0.510	0.260	0.455	χιλιόγραμμο
kilometer	0.490	0.439	0.485	χιλιόμετρο
kilt	0.448	0.346	0.348	φουστανέλα σκώτου
kimono	0.643	0.280	0.363	κιμονό
kin	0.543	0.441	0.457	συγγενείς
kind	0.918	0.240	0.618	είδος
kindergarten	0.833	0.462	0.308	νηπιαγωγείο
kindling	0.520	0.651	0.421	ανάφλεξη
kindness	0.938	0.350	0.508	καλοσύνη
kindred	0.760	0.418	0.517	συγγενείς
kinematics	0.594	0.480	0.614	κινηματική
kinesiology	0.491	0.480	0.633	κινησιολογία
kinetic	0.582	0.540	0.537	κινητικός
king	0.677	0.690	0.892	Βασιλιάς
king snake	0.458	0.835	0.647	βασιλόφιδο
kingdom	0.714	0.547	0.910	Βασίλειο
kingpin	0.357	0.626	0.642	βασιλιάς
kink	0.337	0.634	0.321	κόμβος
kinky	0.449	0.558	0.361	λοξός
kinship	0.771	0.300	0.652	συγγένεια
kiosk	0.500	0.286	0.321	περίπτερο
kirk	0.510	0.390	0.388	σκωτική εκκλησία
kiss	0.967	0.813	0.630	φιλί
kisser	0.844	0.682	0.618	φιλών
kissy	0.874	0.684	0.402	φιλί
kit	0.583	0.344	0.420	εργαλειοθήκη
kitchen	0.700	0.234	0.398	κουζίνα
kite	0.643	0.500	0.573	χαρταετός
kitten	0.816	0.343	0.260	γατάκι
kiwi	0.646	0.273	0.282	ακτινίδια
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	ικανότητα
knapsack	0.551	0.317	0.268	σακίδιο
knead	0.490	0.457	0.345	ζυμώνω
knee	0.520	0.245	0.396	γόνατο
kneecap	0.427	0.360	0.440	επιγονάτιδα
kneel	0.426	0.417	0.217	γονατίζω
kneeling	0.245	0.435	0.144	γονυκλία
knell	0.354	0.500	0.377	πένθιμη κωδωνοκρουσία
knick	0.480	0.509	0.420	χτύπημα
knickers	0.552	0.428	0.328	κυλόττα
knife	0.344	0.717	0.573	μαχαίρι
knight	0.780	0.441	0.835	ιππότης
knighthood	0.740	0.660	0.769	ιπποτισμός
knit	0.630	0.144	0.295	πλέκω
knob	0.340	0.360	0.272	λαβή
knock	0.312	0.531	0.527	χτύπημα
knockoff	0.350	0.606	0.240	χτύπημα
knockout	0.388	0.755	0.664	ρίχνω αναίσθητο
knoll	0.434	0.347	0.333	βουναλάκι
knot	0.541	0.221	0.408	κόμπος
knots	0.418	0.346	0.267	κόμβους
knotted	0.226	0.412	0.294	κόμπος
know	0.765	0.361	0.704	ξέρω
knowing	0.833	0.353	0.658	γνωρίζων
knowingly	0.500	0.459	0.481	εν γνώσει
knowledge	0.847	0.430	0.896	η γνώση
knowledgeable	0.865	0.455	0.971	γνώστης
knuckle	0.655	0.333	0.393	άρθρωση των δάκτυλων
knucklehead	0.157	0.485	0.288	κότσι
knuckles	0.271	0.461	0.320	αρθρώσεις
koala	0.608	0.210	0.311	δενδρόβιο ζώο της αυστραλίας
kook	0.417	0.471	0.398	κουκ
kooky	0.418	0.582	0.366	κοκκινο
kool-aid	0.531	0.318	0.393	βοήθημα
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	αγνός κατά τον μωσαϊκόν νόμο
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	κρις
kryptonite	0.306	0.690	0.588	κρυπτονίτης
kudos	0.925	0.587	0.642	δόξα
kumquat	0.417	0.426	0.390	κουμκουάτ
lab	0.479	0.500	0.600	εργαστήριο
label	0.582	0.245	0.423	επιγραφή
labor	0.594	0.639	0.754	εργασία
laboratory	0.571	0.490	0.537	εργαστήριο
labored	0.646	0.451	0.637	βαρύς
laborer	0.561	0.510	0.698	εργάτης
laboring	0.705	0.644	0.737	εργατικό
laborious	0.393	0.635	0.709	εργώδης
labyrinth	0.479	0.811	0.491	λαβύρινθος
lac	0.408	0.418	0.331	λάκκα
lace	0.625	0.200	0.293	δαντέλα
laceration	0.143	0.667	0.443	πληγή
lack	0.250	0.365	0.242	έλλειψη
lackey	0.260	0.510	0.166	υπηρέτης
lacking	0.229	0.375	0.121	λείπει
lackluster	0.250	0.311	0.264	άτονος
lacquer	0.510	0.353	0.258	βερνίκι
lacrosse	0.573	0.656	0.509	λακρός
lactose	0.479	0.290	0.433	λακτόζη
lad	0.637	0.388	0.336	μειράκιο
ladder	0.560	0.438	0.358	σκάλα
laddie	0.668	0.539	0.391	παιδάριο
laden	0.392	0.478	0.554	φορτωμένος
lading	0.388	0.463	0.409	φόρτωση
ladle	0.531	0.368	0.352	κουτάλα
lady	0.854	0.481	0.602	κυρία
lady bug	0.490	0.434	0.381	πασχαλίτσα
ladybug	0.602	0.400	0.224	πασχαλίτσα
ladylike	0.592	0.559	0.538	ευγενής
ladyship	0.561	0.480	0.822	ευγένεια
lag	0.220	0.375	0.246	καθυστέρηση
lager	0.584	0.480	0.353	ξανθή μπύρα
lagging	0.135	0.538	0.277	μόνωση
lagoon	0.660	0.231	0.373	λιμνοθάλασσα
lair	0.469	0.438	0.392	φωλιά
laity	0.510	0.320	0.487	λαϊκοί
lake	0.694	0.196	0.425	λίμνη
lama	0.560	0.320	0.400	ιερέας του βούδα
lamb	0.646	0.284	0.321	αρνάκι
lame	0.145	0.410	0.217	κουτσός
lament	0.198	0.398	0.352	θρήνος
lamenting	0.156	0.390	0.254	θρηνώντας
lamina	0.510	0.314	0.408	έλασμα
laminated	0.417	0.304	0.373	πλαστικοποιημένο
lamp	0.510	0.260	0.309	λάμπα
lamppost	0.420	0.337	0.455	φανοστάτη
lance	0.406	0.620	0.587	λόγχη
lancer	0.417	0.528	0.519	λογχοφόρος
land	0.582	0.260	0.616	γη
landed	0.709	0.620	0.480	προσγειώθηκε
landfall	0.521	0.434	0.407	στεριά
landfill	0.398	0.423	0.324	ΧΥΤΑ
landing	0.552	0.696	0.596	προσγείωση
landlady	0.677	0.303	0.417	σπιτονοικοκυρά
landlocked	0.280	0.391	0.367	περίκλειστος από ξήρα
landlord	0.684	0.500	0.858	σπιτονοικοκύρης
landmark	0.694	0.355	0.681	ορόσημο
lands	0.594	0.280	0.492	Χώρες
landscape	0.719	0.176	0.423	τοπίο
landscaping	0.823	0.379	0.519	εξωραϊσμός
landslide	0.250	0.864	0.530	ολίσθηση έδαφους
lane	0.449	0.490	0.451	λωρίδα
language	0.677	0.337	0.704	Γλώσσα
languid	0.281	0.270	0.283	άτονος
languish	0.235	0.408	0.382	εξασθενώ
languishing	0.308	0.459	0.353	αδύνατος
lanky	0.412	0.426	0.370	ισχνός και υψηλός
lantern	0.622	0.250	0.243	φανός
lap	0.583	0.510	0.412	αγκαλιά
lapdog	0.388	0.490	0.269	σκυλάκι
lapel	0.460	0.287	0.288	πετό
lapse	0.420	0.316	0.281	μεσολάβηση
lapsed	0.357	0.333	0.276	ληξιπρόθεσμος
laptop	0.724	0.270	0.519	ΦΟΡΗΤΟΣ ΥΠΟΛΟΓΙΣΤΗΣ
larceny	0.272	0.821	0.454	κλοπή
lard	0.427	0.239	0.179	λαρδί
larder	0.656	0.290	0.509	κελάρι
large	0.704	0.565	0.736	μεγάλο
larger	0.729	0.654	0.763	μεγαλύτερος
largo	0.521	0.480	0.517	αργά
lark	0.570	0.292	0.352	κορυδαλλός
larva	0.245	0.423	0.254	κάμπια
laryngitis	0.125	0.500	0.370	λαρυγγίτιδα
larynx	0.460	0.420	0.402	λάρυγγας
lasagna	0.719	0.441	0.396	λαζάνια
laser	0.469	0.531	0.769	λέιζερ
lash	0.235	0.794	0.609	μαστίγιο
lass	0.656	0.536	0.433	κορίτσι
lasso	0.438	0.460	0.339	λάσο
lastday	0.309	0.580	0.463	τελευταία μέρα
lasting	0.804	0.535	0.745	διαρκής
lastminute	0.418	0.582	0.385	της τελευταίας στιγμής
latch	0.395	0.263	0.288	μάνταλο
late	0.245	0.358	0.315	αργά
lateness	0.214	0.388	0.343	βραδύτης
latent	0.469	0.500	0.653	λανθάνων
lateral	0.469	0.370	0.322	πλευρικός
laterally	0.562	0.255	0.450	πλευρικά
latex	0.479	0.413	0.325	κόμμι
lathe	0.510	0.450	0.425	τόρνος
lather	0.635	0.327	0.313	σαπουνάδα
latitude	0.562	0.306	0.490	γεωγραφικό πλάτος
latrine	0.380	0.353	0.176	αποχωρητήριο στρατόπεδου
latrines	0.214	0.462	0.267	αποχωρητήρια
latte	0.615	0.320	0.311	λάτε
lattice	0.406	0.420	0.349	πλέγμα
laud	0.493	0.427	0.383	επαινώ
laudable	0.740	0.472	0.682	αξιέπαινος
laudation	0.542	0.547	0.623	εγκωμίαση
laudatory	0.612	0.417	0.450	επαινετικός
laugh	0.980	0.639	0.587	γέλιο
laughable	0.592	0.627	0.298	γελοίος
laughing	0.906	0.596	0.534	γέλιο
laughingstock	0.427	0.779	0.312	περιγελώς
laughs	0.812	0.846	0.425	γελάει
laughter	0.959	0.654	0.588	γέλιο
launch	0.684	0.814	0.598	εκτόξευση
launcher	0.677	0.745	0.808	προωθητής
launches	0.490	0.663	0.602	εκτοξεύει
launder	0.479	0.450	0.349	πλύνω και σιδηρώνω
laundering	0.439	0.327	0.444	ξέπλυμα
laundry	0.644	0.292	0.377	πλυντήριο
laureate	0.724	0.402	0.702	δαφνοστεφής
laurel	0.646	0.146	0.302	δάφνη
laurels	0.684	0.279	0.545	δάφνες
lava	0.280	0.539	0.615	λάβα
lavage	0.615	0.467	0.361	πλύση
lavatory	0.510	0.400	0.259	τουαλέτα
lavender	0.812	0.198	0.388	λεβάντα
lavish	0.792	0.648	0.730	πολυτελής
law	0.740	0.590	0.815	νόμος
lawful	0.660	0.394	0.780	νόμιμος
lawless	0.219	0.690	0.420	άνομος
lawlessness	0.156	0.804	0.509	ανομία
lawman	0.510	0.523	0.786	νομικός
lawn	0.686	0.153	0.192	γκαζόν
lawnmower	0.480	0.531	0.355	ΜΗΧΑΝΗ γκαζον
lawsuit	0.219	0.794	0.611	αγωγή
lawyer	0.521	0.569	0.784	δικηγόρος
lax	0.430	0.401	0.300	αμελής
laxative	0.271	0.550	0.528	καθαρτικό
lay	0.521	0.336	0.491	λαϊκός
layaway	0.429	0.510	0.451	απόκρυψη
layer	0.500	0.208	0.366	στρώμα
layered	0.571	0.306	0.436	πολυεπίπεδη
layman	0.531	0.339	0.424	λαϊκός
layout	0.615	0.442	0.557	διάταξη
layover	0.520	0.355	0.500	στάση
laziness	0.271	0.240	0.132	τεμπελιά
lazy	0.392	0.264	0.096	τεμπέλης
lazyday	0.337	0.319	0.145	μέρα τεμπελιάς
lea	0.583	0.294	0.358	λιβάδι
lead	0.323	0.657	0.455	οδηγω
leaded	0.439	0.625	0.595	μόλυβδος
leader	0.833	0.582	0.926	ηγέτης
leadership	0.870	0.690	0.983	ηγεσία
leading	0.823	0.698	0.954	κύριος
leads	0.530	0.471	0.615	οδηγεί
leaf	0.583	0.156	0.294	φύλλο
leaflet	0.490	0.206	0.375	φυλλάδιο
leafy	0.653	0.530	0.700	πολύφυλλος
league	0.656	0.340	0.462	σύνδεσμος
leak	0.378	0.833	0.520	διαρροή
leakage	0.188	0.731	0.528	διαρροή
leaky	0.170	0.686	0.288	διαρρέων
lean	0.734	0.353	0.438	άπαχος
leaned	0.570	0.373	0.490	έγειρε
leaning	0.480	0.409	0.352	κλίση
leap	0.750	0.663	0.667	πηδάω
learn	0.833	0.643	0.829	μαθαίνω
learned	0.704	0.462	0.543	έμαθα
learner	0.698	0.475	0.398	μαθητής
learning	0.833	0.588	0.574	μάθηση
lease	0.520	0.463	0.545	μίσθωση
leash	0.320	0.347	0.427	λουρί
leather	0.510	0.324	0.341	δέρμα
leathery	0.418	0.471	0.411	δερματοειδής
leave	0.375	0.315	0.295	άδεια
leavemealone	0.240	0.472	0.402	άσε με ήσυχο
leaving	0.163	0.542	0.371	φεύγοντας
lecherous	0.135	0.704	0.376	ακόλαστος
lecture	0.594	0.462	0.737	διάλεξη
lecturer	0.677	0.549	0.736	ομιλητής
ledge	0.406	0.235	0.339	περβάζι
ledger	0.510	0.362	0.609	καθολικό
lee	0.510	0.269	0.296	υπήνεμος
leech	0.250	0.623	0.268	βδέλλα
leeches	0.115	0.698	0.295	βδέλλες
leer	0.612	0.348	0.509	λάγνο βλέμμα
leery	0.337	0.640	0.410	φιλύποπτος
lees	0.360	0.567	0.406	κατακάθια
leeway	0.562	0.577	0.569	παρέκκλιση
left	0.354	0.370	0.361	αριστερά
leftout	0.229	0.365	0.245	άφησε έξω
leftover	0.490	0.460	0.222	απομεινάρια
leftovers	0.219	0.350	0.116	αποφάγια
lefty	0.490	0.406	0.379	αριστερός
leg	0.510	0.373	0.313	πόδι
legacy	0.792	0.529	0.827	κληρονομιά
legal	0.653	0.387	0.887	νομικός
legality	0.765	0.343	0.713	νομιμότητα
legalize	0.510	0.460	0.818	νομιμοποιώ
legalized	0.760	0.440	0.855	νομιμοποιήθηκε
legally	0.771	0.482	0.842	νομικά
legend	0.837	0.519	0.750	θρύλος
legendary	0.857	0.537	0.863	μυθικός
legibility	0.771	0.481	0.580	αναγνωσιμότητα
legible	0.673	0.279	0.509	ευανάγνωστος
legion	0.469	0.570	0.852	λεγεώνας
legislate	0.571	0.582	0.736	νομοθετώ
legislation	0.531	0.418	0.808	νομοθεσία
legislative	0.633	0.365	0.800	νομοθετικό
legislator	0.490	0.580	0.877	νομοθέτης
legislature	0.540	0.435	0.698	νομοθετικό σώμα
legit	0.747	0.427	0.849	νόμιμη
legitimacy	0.823	0.420	0.855	νομιμότητα
legitimate	0.792	0.363	0.841	νόμιμος
lego	0.600	0.294	0.189	Lego
legs	0.479	0.407	0.228	πόδια
legume	0.520	0.302	0.465	όσπριο
legwork	0.622	0.560	0.509	ποδιών
leisure	0.631	0.429	0.421	ελεύθερος χρόνος
leisurely	0.806	0.250	0.367	αβίαστος
lemma	0.530	0.284	0.391	λήμμα
lemon	0.596	0.317	0.316	λεμόνι
lemonade	0.661	0.287	0.412	λεμονάδα
lend	0.520	0.461	0.508	δανείζω
lender	0.340	0.520	0.703	δανειστής
lending	0.510	0.585	0.462	δανεισμός
length	0.479	0.308	0.533	μήκος
lengthen	0.619	0.481	0.566	επιμηκύνω
lengthened	0.448	0.530	0.474	επιμηκύνεται
lengthening	0.673	0.530	0.528	επιμήκυνση
lengthwise	0.571	0.470	0.528	κατά μήκος
lengthy	0.570	0.342	0.528	εκτενής
leniency	0.517	0.436	0.545	επιείκεια
lenient	0.520	0.451	0.340	επιεικής
lens	0.420	0.245	0.472	φακός
leopard	0.542	0.755	0.611	λεοπάρδαλη
leotard	0.510	0.429	0.391	φόρμα χορευτών
leper	0.075	0.589	0.206	λεπρός
leprechaun	0.417	0.480	0.417	καλλικάτζαρος
leprosy	0.130	0.670	0.349	λέπρα
lesion	0.240	0.623	0.361	κάκωση
less	0.265	0.240	0.115	πιο λιγο
lessee	0.417	0.474	0.595	μισθωτής
lessen	0.235	0.284	0.255	ελαττώνω
lessening	0.375	0.300	0.277	μείωση
lesser	0.396	0.167	0.211	μικρότερος
lesson	0.704	0.577	0.593	μάθημα
lessor	0.552	0.490	0.623	εκμισθωτής
let	0.427	0.373	0.307	αφήνω
lethal	0.156	0.800	0.745	θανατηφόρος
lethargic	0.214	0.245	0.375	ληθαργικός
lethargy	0.194	0.302	0.316	λήθαργος
letter	0.635	0.279	0.342	γράμμα
lettered	0.542	0.361	0.482	λόγιος
letterhead	0.450	0.316	0.462	επιστολόχαρτο
lettering	0.541	0.180	0.431	γράμματα
letters	0.663	0.327	0.364	γράμματα
lettuce	0.594	0.163	0.291	μαρούλι
leukemia	0.094	0.572	0.351	λευχαιμία
levee	0.520	0.324	0.490	ανάχωμα
level	0.622	0.277	0.491	επίπεδο
lever	0.400	0.343	0.402	μοχλός
leverage	0.459	0.500	0.629	μόχλευση
levitate	0.561	0.598	0.551	αιωρούμαι εις τον αέρα
levy	0.438	0.420	0.491	είσπραξη
lewd	0.188	0.673	0.412	έκφυλος
lexicon	0.561	0.463	0.615	λεξικό
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	υποχρεώσεις
liability	0.646	0.500	0.802	Ευθύνη
liable	0.656	0.519	0.821	υπεύθυνος
liaison	0.698	0.337	0.472	σύνδεσμος
liar	0.042	0.606	0.339	ψεύτης
libel	0.128	0.694	0.403	λίββελος
libelous	0.125	0.735	0.436	δυσφημιστικός
liberal	0.565	0.565	0.755	φιλελεύθερος
liberalism	0.562	0.712	0.750	φιλελευθερισμός
liberate	0.760	0.632	0.708	απελευθερώνω
liberated	0.780	0.630	0.683	ελευθερωμένος
liberating	0.915	0.620	0.745	απελευθερωτική
liberation	0.745	0.614	0.857	απελευθέρωση
liberty	0.938	0.579	0.836	ελευθερία
libido	0.770	0.602	0.571	γενετήσιος ορμή
librarian	0.625	0.135	0.509	βιβλιοθηκάριος
library	0.776	0.122	0.549	βιβλιοθήκη
libretto	0.612	0.328	0.406	λιμπρέτο
lice	0.133	0.500	0.194	ψείρες
license	0.500	0.394	0.702	άδεια
lichen	0.418	0.388	0.463	λειχήνα
lick	0.470	0.482	0.330	γλείψιμο
licorice	0.677	0.310	0.400	γλυκόριζα
lid	0.490	0.189	0.255	καπάκι
lie	0.130	0.725	0.272	ψέμα
liege	0.479	0.426	0.452	προθυμώς
lien	0.396	0.580	0.441	επίσχεση
lieu	0.427	0.410	0.312	αντί
lieutenant	0.594	0.612	0.920	υπολοχαγός
life	0.918	0.615	0.824	ΖΩΗ
lifeblood	0.673	0.690	0.708	ψυχή
lifeboat	0.724	0.425	0.533	ΣΩΣΙΒΙΑ λεμβος
lifeguard	0.870	0.606	0.786	ναυαγοσώστης
lifeisgood	0.812	0.575	0.611	η ζωη ΕΙΝΑΙ ΩΡΑΙΑ
lifeless	0.042	0.333	0.163	άψυχος
lifelike	0.776	0.567	0.765	όμοιος με ζωντανό
lifeline	0.735	0.552	0.496	γραμμή της ζωής
lifelong	0.823	0.330	0.640	ισόβια
lifer	0.427	0.519	0.398	κατάδικος διά βίου
lifesaver	0.908	0.745	0.703	σωτήριο
lifestyle	0.750	0.472	0.645	ΤΡΟΠΟΣ ΖΩΗΣ
lifesucks	0.167	0.637	0.377	ζωηρά
lifetime	0.816	0.559	0.736	Διάρκεια Ζωής
lift	0.704	0.518	0.656	ανελκυστήρας
lifted	0.714	0.441	0.657	ανυψώθηκε
liftoff	0.531	0.667	0.588	απογειώνω
ligament	0.490	0.410	0.510	σύνδεσμος
ligation	0.344	0.423	0.396	απολίνωση
ligature	0.478	0.430	0.447	επίδεσμος
light	0.771	0.320	0.519	φως
light year	0.719	0.425	0.593	έτος φωτός
lightbulb	0.573	0.255	0.302	λάμπα
lighten	0.688	0.438	0.362	φωτίζω
lightheaded	0.347	0.620	0.255	ζάλης
lighthouse	0.622	0.240	0.510	φάρος
lighting	0.765	0.440	0.750	φωτισμός
lightness	0.794	0.360	0.526	ελαφρότητα
lightning	0.429	0.683	0.595	αστραπή
lights	0.750	0.480	0.575	φώτα
lightweight	0.670	0.300	0.358	πυγμάχος ελαφρού βάρους
likable	0.865	0.480	0.663	αγαπητός
like	0.719	0.353	0.446	σαν
likelihood	0.760	0.469	0.542	πιθανότητα
likely	0.633	0.356	0.454	πιθανός
likeness	0.688	0.410	0.561	ομοιότητα
likewise	0.651	0.217	0.312	επίσης
liking	0.963	0.604	0.589	αρέσκεια
lilac	0.688	0.180	0.357	πασχαλιά
lily	0.640	0.245	0.263	κρίνος
limb	0.510	0.397	0.427	άκρο
limber	0.688	0.729	0.673	εύκαμπτος
limbo	0.385	0.284	0.309	προαύλιο της κολάσεως
lime	0.594	0.240	0.415	άσβεστος
limelight	0.667	0.639	0.694	δημοσιότητα
limestone	0.602	0.323	0.381	ασβεστόλιθος
limey	0.469	0.347	0.415	ασβέστης
limit	0.427	0.453	0.500	όριο
limitation	0.190	0.431	0.225	περιορισμός
limited	0.229	0.273	0.380	περιορισμένος
limitless	0.688	0.574	0.655	απεριόριστος
limo	0.760	0.367	0.667	λιμουζίνα
limousine	0.638	0.531	0.640	λιμουζίνα
limp	0.393	0.440	0.172	χαλαρός
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	γραμμή
lineage	0.633	0.465	0.721	καταγωγή
lineal	0.521	0.170	0.474	γραμμικό
linear	0.646	0.250	0.472	γραμμικός
linebacker	0.490	0.660	0.543	αμυντικός γραμμής
lined	0.438	0.367	0.424	με επένδυση
linen	0.656	0.323	0.286	ΛΕΥΚΑ ΕΙΔΗ
liner	0.469	0.396	0.400	πλοίο της γραμμής
lines	0.542	0.317	0.330	γραμμές
lineup	0.635	0.427	0.638	παράταξη
linger	0.480	0.311	0.412	παραμένω
lingerie	0.543	0.463	0.308	εσώρουχα
lingering	0.630	0.643	0.667	αργός
lingo	0.448	0.364	0.447	κορακίστικα
lingual	0.500	0.457	0.315	γλωσσικός
linguini	0.625	0.338	0.355	λινγκουίνι
linguist	0.583	0.330	0.634	γλωσσολόγος
linguistic	0.646	0.351	0.618	γλωσσικός
linguistics	0.552	0.390	0.618	γλωσσολογία
lining	0.571	0.363	0.472	φόδρα
link	0.427	0.264	0.491	Σύνδεσμος
linoleum	0.510	0.378	0.402	μουσαμάς
lint	0.388	0.173	0.214	στουπί
lion	0.532	0.717	0.682	λιοντάρι
lip	0.541	0.348	0.443	χείλος
liposuction	0.292	0.684	0.464	λιποαναρρόφηση
lipstick	0.653	0.429	0.306	κραγιόν
liquefaction	0.449	0.622	0.535	υγροποίηση
liquefied	0.562	0.463	0.342	ρευστοποιημένος
liqueur	0.670	0.612	0.389	λικέρ
liquid	0.562	0.235	0.307	υγρό
liquidate	0.327	0.654	0.664	εκκαθαρίζω
liquidation	0.417	0.625	0.649	εκκαθάριση
liquidator	0.354	0.663	0.750	εκκαθαριστής
liquidity	0.688	0.529	0.534	ρευστότητα
liquor	0.603	0.702	0.433	υγρό
lira	0.530	0.255	0.370	λιρέτα
lisp	0.365	0.412	0.288	ψελλίζω
list	0.528	0.260	0.402	λίστα
listen	0.771	0.360	0.445	ακούω
listener	0.667	0.375	0.403	ακροατής
listenting	0.640	0.377	0.491	ακούγοντας
listing	0.438	0.273	0.432	καταχώριση
listless	0.219	0.350	0.231	αδιάφορος
listneing	0.531	0.370	0.433	ακρόαση
litany	0.510	0.365	0.482	λιτανεία
liter	0.573	0.208	0.382	λίτρο
literacy	0.730	0.306	0.638	γνώση γραφής
literal	0.570	0.353	0.574	κατά γράμμα
literally	0.571	0.353	0.673	Κυριολεκτικά
literary	0.719	0.324	0.667	λογοτεχνικός
literature	0.708	0.250	0.598	βιβλιογραφία
lithe	0.656	0.596	0.602	ευκίνητος
lithium	0.417	0.330	0.430	λίθιο
lithograph	0.551	0.327	0.481	λιθογραφία
lithography	0.561	0.346	0.473	λιθογραφία
lithology	0.519	0.378	0.525	λιθολογία
lithosphere	0.473	0.333	0.689	λιθόσφαιρα
litigant	0.219	0.577	0.696	διάδικος
litigate	0.260	0.819	0.712	έρχομαι εις δίκη
litigation	0.388	0.760	0.602	δίκη
litigator	0.429	0.630	0.732	δικηγόρος
litigious	0.360	0.736	0.632	φιλόδικος
litter	0.255	0.551	0.110	σκουπίδια
little	0.385	0.160	0.213	λίγο
littlethings	0.740	0.311	0.242	μικροπράγματα
littoral	0.551	0.387	0.452	παραλιακός
liturgy	0.490	0.327	0.568	λειτουργία
live	0.880	0.673	0.676	ζω
