English Word	Valence	Arousal	Dominance	Frisian Word
heater	0.500	0.573	0.538	kachel
heath	0.802	0.387	0.546	heide
heathen	0.194	0.529	0.491	heidens
heather	0.500	0.352	0.407	heide
heating	0.647	0.491	0.537	ferwaarming
heave	0.716	0.588	0.664	heve
heaven	0.896	0.385	0.600	himel
heavenly	0.844	0.452	0.712	himelske
heavens	0.806	0.273	0.683	himelen
heavily	0.542	0.679	0.814	swier
heaviness	0.219	0.549	0.318	swierte
heaving	0.201	0.843	0.491	heaving
heavy	0.250	0.454	0.600	swier
heavy metal	0.417	0.755	0.621	swier metaal
heavyweight	0.429	0.578	0.713	swiergewicht
heck	0.240	0.728	0.560	heck
hectares	0.570	0.250	0.471	hektare
hectic	0.167	0.811	0.438	hektyske
hedge	0.604	0.602	0.569	hage
hedgehog	0.458	0.491	0.377	egel
hedonism	0.510	0.500	0.608	hedonisme
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	achtsje
heel	0.480	0.350	0.385	hiel
heels	0.500	0.439	0.396	hakken
heft	0.503	0.340	0.530	heft
hefty	0.550	0.654	0.745	heftich
hegemonic	0.462	0.519	0.558	hegemonyske
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	hief
height	0.677	0.608	0.648	hichte
heighten	0.755	0.622	0.765	ferheegje
heightened	0.592	0.529	0.788	ferhege
heinous	0.133	0.792	0.471	ôfgryslik
heir	0.840	0.654	0.764	erfgenamt
heiress	0.827	0.571	0.676	erfgenamt
heirloom	0.684	0.375	0.745	erfguod
heirs	0.796	0.519	0.698	erfgenamten
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	helical
helicopter	0.714	0.806	0.617	helikopter
helipad	0.780	0.637	0.573	helipad
heliport	0.594	0.604	0.527	helihaven
helium	0.490	0.316	0.304	helium
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	hel
hellfire	0.143	0.890	0.618	helfjoer
hellhole	0.200	0.615	0.421	hel
hellish	0.125	0.860	0.545	helsk
helm	0.511	0.450	0.615	helm
helmet	0.573	0.327	0.402	helm
helmsman	0.490	0.441	0.647	stjoerman
help	0.673	0.471	0.460	help
helper	0.704	0.438	0.567	helper
helpful	0.816	0.337	0.705	behelpsum
helpless	0.104	0.420	0.214	helpleas
helplessness	0.087	0.480	0.250	ûnmacht
hem	0.562	0.283	0.291	hiem
hematite	0.448	0.389	0.342	hematiet
hematoma	0.146	0.600	0.398	hematoma
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	healrûn
hemispheric	0.562	0.449	0.603	healrûn
hemlock	0.438	0.350	0.434	hemlock
hemoglobin	0.469	0.481	0.418	hemoglobine
hemorrhage	0.031	0.849	0.426	bloedearmoed
hemorrhoids	0.133	0.702	0.304	aambeien
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	himp
hen	0.385	0.276	0.241	hin
henceforth	0.527	0.404	0.466	tenei
henhouse	0.500	0.577	0.414	hinnehok
hepatitis	0.055	0.596	0.358	hepatitis
herald	0.643	0.382	0.500	herald
heraldry	0.550	0.520	0.607	heraldyk
herb	0.643	0.418	0.353	krûd
herbaceous	0.560	0.220	0.310	herbaceous
herbal	0.592	0.255	0.390	herbal
herbarium	0.602	0.188	0.327	herbarium
herbs	0.620	0.299	0.308	krûden
herd	0.592	0.500	0.474	keppel
hereditary	0.531	0.600	0.737	erflik
heredity	0.704	0.445	0.818	erflikens
heresy	0.265	0.765	0.443	ketterij
heretic	0.090	0.710	0.447	ketter
heretical	0.229	0.630	0.487	ketters
heretofore	0.479	0.388	0.385	hjirfoar
hereunto	0.500	0.225	0.333	hjiroan
herewith	0.450	0.360	0.415	hjirmei
heritage	0.842	0.512	0.815	erfskip
hermaphrodite	0.480	0.684	0.481	hermafrodiet
hermeneutics	0.406	0.577	0.562	hermeneutyk
hermit	0.271	0.337	0.351	hearremyt
hernia	0.146	0.486	0.223	hernia
hero	0.940	0.806	0.881	held
heroic	0.890	0.770	0.912	heroysk
heroics	0.865	0.673	0.894	heroics
heroin	0.276	0.843	0.655	heroïne
heroine	0.729	0.755	0.833	heldinne
heroism	0.844	0.802	0.898	heroïsme
herpes	0.110	0.600	0.309	herpes
herpesvirus	0.219	0.558	0.435	herpesvirus
herring	0.531	0.387	0.422	hjerring
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	wifkjend
hesitate	0.459	0.548	0.232	wifkje
hesitating	0.265	0.528	0.240	wifkjend
hesitation	0.286	0.396	0.217	wifkjen
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	heterogeniteit
hew	0.417	0.470	0.377	hew
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	hexagon
heyday	0.646	0.680	0.673	bloeitiid
hiatus	0.479	0.294	0.352	hiatus
hibernate	0.500	0.317	0.431	hibernate
hibernation	0.469	0.245	0.384	hibernation
hiccup	0.271	0.549	0.240	hikke
hick	0.357	0.442	0.314	hikke
hickey	0.448	0.529	0.345	hikke
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	ferburgen
hide	0.438	0.510	0.218	ferstopje
hideaway	0.448	0.481	0.360	hideaway
hideous	0.091	0.750	0.328	ôfgryslik
hideout	0.337	0.443	0.302	skûlplak
hiding	0.250	0.567	0.364	hiding
hierarchical	0.521	0.620	0.939	hiërargyske
hierarchy	0.583	0.722	0.902	hierargy
hieroglyphics	0.479	0.325	0.509	hiëroglyfen
high	0.684	0.510	0.614	heech
high heels	0.646	0.528	0.429	hege hakken
highball	0.656	0.520	0.481	highball
higher	0.866	0.528	0.713	heger
highest	0.771	0.640	0.710	heechste
highland	0.615	0.481	0.611	heechlân
highlands	0.735	0.431	0.596	heechlannen
highlight	0.844	0.637	0.882	hichtepunt
highness	0.740	0.670	0.931	heechheid
hight	0.667	0.637	0.645	hichte
hightail	0.448	0.480	0.481	hightail
highway	0.640	0.583	0.425	rykswei
hijack	0.042	0.908	0.594	kapje
hijacker	0.104	0.953	0.683	kaper
hike	0.615	0.442	0.538	hike
hiker	0.694	0.802	0.644	hiker
hiking	0.820	0.843	0.670	hiking
hiking boot	0.657	0.353	0.446	hiking boot
hilarious	0.750	0.640	0.537	hilarysk
hilarity	0.745	0.480	0.575	hilariteit
hill	0.615	0.353	0.518	heuvel
hillside	0.625	0.292	0.458	hillside
hilltop	0.688	0.643	0.787	heuveltop
hilly	0.643	0.479	0.603	heuvelich
hilt	0.396	0.650	0.537	hilt
hind	0.483	0.644	0.337	hind
hinder	0.276	0.537	0.470	hinderje
hindering	0.260	0.654	0.435	hinderjen
hindrance	0.135	0.545	0.473	behindering
hindsight	0.333	0.431	0.532	efterút
hinge	0.458	0.292	0.417	hinge
hint	0.602	0.330	0.517	hint
hinterland	0.530	0.520	0.457	efterlân
hip	0.448	0.415	0.345	heup
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	hippo
hippopotamus	0.541	0.472	0.615	hippopotamus
hire	0.688	0.558	0.556	hiere
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	sjit
hissing	0.500	0.454	0.400	sissend
histology	0.490	0.320	0.560	histology
historian	0.688	0.270	0.637	histoarikus
historic	0.816	0.473	0.784	histoarysk
historical	0.653	0.357	0.833	histoarysk
historiography	0.562	0.415	0.634	skiedskriuwing
history	0.729	0.382	0.754	skiednis
hit	0.235	0.931	0.679	slaan
hitch	0.512	0.480	0.554	liftsje
hitchhike	0.396	0.622	0.385	lift
hitchhiker	0.594	0.626	0.603	lifter
hitherto	0.448	0.356	0.463	oant no ta
hitter	0.418	0.683	0.713	hitter
hive	0.471	0.452	0.544	hive
hives	0.417	0.473	0.591	hives
hoard	0.506	0.412	0.518	hoard
hoarse	0.281	0.402	0.315	heas
hoary	0.469	0.298	0.424	hoary
hoax	0.146	0.696	0.303	hoax
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	leafhawwerij
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	hok
hockey	0.565	0.786	0.548	hockey
hoe	0.302	0.480	0.418	hoe
hog	0.317	0.509	0.271	hog
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	takelje
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	hâlde
holder	0.592	0.330	0.713	hâlder
holding	0.600	0.385	0.670	holding
holdup	0.398	0.471	0.398	ophâlde
hole	0.531	0.310	0.330	gat
holiday	0.948	0.431	0.593	fakânsje
holidays	0.939	0.521	0.512	fakânsjes
holidayseason	0.875	0.566	0.518	fakânsjetiid
holiness	0.860	0.264	0.742	hilligens
holistic	0.670	0.348	0.547	holistyske
holler	0.276	0.825	0.406	holler
hollow	0.300	0.337	0.222	hol
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	holocaust
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holografyske
holster	0.561	0.255	0.339	holster
holy	0.812	0.112	0.690	hillich
holyspirit	0.740	0.480	0.526	hillige Geast
homage	0.833	0.560	0.737	huldiging
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	thús
homeboy	0.602	0.255	0.436	homeboy
homecoming	0.760	0.413	0.472	thúskomst
homeland	0.663	0.439	0.868	heitelân
homeless	0.042	0.450	0.188	dakleas
homely	0.745	0.157	0.399	húslik
homemade	0.869	0.340	0.398	selsmakke
homeopathic	0.417	0.268	0.400	homeopatyske
homeopathy	0.469	0.284	0.439	homeopaty
homeowner	0.635	0.397	0.962	hûseigner
homeroom	0.604	0.480	0.491	húskeamer
homesick	0.436	0.304	0.347	heimwee
homestead	0.865	0.221	0.536	homestead
homesweethome	0.796	0.380	0.538	lang om let thús
hometown	0.858	0.333	0.605	wenplak
homeward	0.833	0.275	0.435	homeward
homework	0.396	0.412	0.459	húswurk
homey	0.769	0.278	0.500	húslik
homicidal	0.020	0.912	0.573	homicidal
homicide	0.010	0.973	0.518	moard
homily	0.621	0.358	0.425	homily
homing	0.551	0.460	0.527	homing
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	homogeniteit
homogeneous	0.552	0.255	0.617	homogeen
homologous	0.471	0.353	0.536	homolooch
homologue	0.542	0.356	0.509	homolooch
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	homofobysk
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	earlik
honesty	0.938	0.411	0.728	earlikens
honey	0.920	0.431	0.510	huning
honeycomb	0.541	0.417	0.412	huningraat
honeymoon	0.979	0.678	0.526	houliksreis
honeysuckle	0.597	0.451	0.517	kamperfoelie
honk	0.549	0.635	0.415	honk
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	eare
honorable	0.963	0.412	0.830	eare
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	eare
honored	0.938	0.447	0.732	eare
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	motorkap
hooded	0.306	0.745	0.439	hooded
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	hoef
hook	0.418	0.444	0.395	heak
hooked	0.610	0.661	0.454	heakke
hooker	0.214	0.889	0.373	hoer
hookup	0.625	0.529	0.683	oanslute
hooky	0.468	0.500	0.452	hooky
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	hoop
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	hoera
hoot	0.449	0.560	0.430	hoart
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	hope
hopeful	0.947	0.357	0.627	hoopfol
hopeless	0.094	0.298	0.112	hopeleas
hopelessness	0.052	0.402	0.223	hopeleazens
hopes	0.917	0.500	0.702	hope
hoping	0.684	0.469	0.454	hope
hopper	0.396	0.491	0.442	hopper
horde	0.286	0.713	0.684	horde
horizon	0.729	0.284	0.590	hoarizon
horizontal	0.573	0.304	0.387	horizontaal
horizontally	0.500	0.356	0.439	horizontaal
hormonal	0.500	0.620	0.551	hormonale
hormone	0.490	0.750	0.621	hormoan
horn	0.385	0.510	0.366	hoarn
horned	0.316	0.610	0.375	hoarn
hornet	0.398	0.594	0.500	hornet
horny	0.490	0.908	0.560	geil
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	ôfgryslik
horrible	0.071	0.857	0.398	ôfgryslik
horribly	0.050	0.631	0.454	ôfgryslik
horrid	0.052	0.765	0.419	horrid
horrific	0.094	0.846	0.481	ôfgryslik
horrified	0.040	0.885	0.368	ôfgryslik
horrifying	0.010	0.760	0.352	ôfgryslik
horror	0.115	0.850	0.438	ôfgriis
horrors	0.061	0.852	0.409	ferskrikkingen
horse	0.635	0.510	0.529	hynder
horseback	0.688	0.588	0.566	hynder
horseman	0.441	0.700	0.676	hynsteman
horsepower	0.594	0.735	0.735	hynstekrêft
horseradish	0.321	0.584	0.476	mierikswortel
horseshit	0.153	0.582	0.179	horseshit
horseshoe	0.673	0.350	0.406	hoefijzer
horsey	0.602	0.454	0.462	hynders
horticultural	0.594	0.387	0.509	túnbou
horticulture	0.700	0.420	0.434	túnbou
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	slang
hosiery	0.520	0.344	0.373	kousen
hospice	0.337	0.443	0.535	hospice
hospitable	0.791	0.470	0.661	gastfrij
hospital	0.323	0.537	0.598	sikehûs
hospitality	0.865	0.333	0.725	gastfrijens
host	0.693	0.471	0.537	gasthear
hostage	0.163	0.923	0.325	gizelder
hostel	0.479	0.500	0.398	hostel
hostess	0.792	0.604	0.688	gastfrou
hostile	0.188	0.877	0.474	fijannich
hostilities	0.276	0.810	0.444	fijannichheden
hostility	0.122	0.775	0.465	fijannigens
hot	0.490	0.740	0.573	hyt
hot sauce	0.333	0.740	0.509	waarme saus
hotbed	0.510	0.285	0.395	hotbed
hotdog	0.720	0.438	0.373	hot dog
hotel	0.740	0.370	0.407	hotel
hothead	0.240	0.849	0.518	hothead
hotline	0.592	0.565	0.663	hotline
hotshot	0.500	0.727	0.615	hotshot
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	houn
hour	0.552	0.265	0.336	oere
hourglass	0.542	0.284	0.492	oereglas
hourly	0.469	0.418	0.491	oere
house	0.587	0.135	0.533	hûs
houseboat	0.604	0.389	0.429	wenboat
houseboy	0.479	0.415	0.393	húsfrou
housebroken	0.518	0.461	0.389	housebroken
houseguest	0.530	0.500	0.481	húsgast
household	0.781	0.230	0.667	húshâlding
householder	0.816	0.541	0.833	húshâldster
housekeeper	0.694	0.279	0.520	húshâldster
housekeeping	0.604	0.500	0.445	housekeeping
housewarming	0.857	0.710	0.727	housewarming
housewife	0.656	0.361	0.449	húsfrou
housework	0.484	0.413	0.342	húswurk
housing	0.776	0.304	0.591	húsfesting
hovel	0.333	0.296	0.322	hovel
hover	0.510	0.431	0.404	hoverje
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	hyl
howsoever	0.459	0.309	0.345	hoe dan ek
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	hubby
huckleberry	0.600	0.279	0.296	hukkelberry
huddle	0.604	0.509	0.445	hurd
hue	0.507	0.416	0.417	hue
huff	0.388	0.491	0.315	huf
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	knuffel
huge	0.573	0.625	0.783	enorm
hugger	0.520	0.480	0.412	hugger
huggy	0.854	0.429	0.451	huggy
hugs	0.980	0.422	0.600	knuffels
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	romp
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	minske
humane	0.800	0.370	0.580	minsklik
humanitarian	0.786	0.317	0.709	humanitêre
humanities	0.729	0.325	0.677	humaniora
humanity	0.750	0.360	0.727	minskdom
humankind	0.885	0.394	0.714	minskdom
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	minskerjochten
humble	0.867	0.236	0.483	humble
humbled	0.280	0.618	0.198	fernedere
humbly	0.771	0.194	0.370	nederich
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	fochtich
humidity	0.464	0.373	0.367	vochtigheid
humiliate	0.052	0.714	0.275	fernederje
humiliated	0.104	0.712	0.216	fernedere
humiliating	0.062	0.716	0.279	fernederjend
humiliation	0.048	0.712	0.310	fernedering
humility	0.740	0.118	0.444	dimmenens
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	kolibry
humongous	0.378	0.538	0.536	humongous
humor	0.890	0.633	0.462	humor
humored	0.854	0.657	0.545	humorisearre
humorist	0.958	0.790	0.607	humorist
humorous	0.906	0.616	0.665	humoristysk
hump	0.296	0.462	0.250	bult
humpback	0.235	0.346	0.247	bultrug
hunch	0.561	0.630	0.567	hunch
hunchback	0.208	0.390	0.259	bochel
hundred	0.604	0.370	0.406	hûndert
hundredth	0.427	0.368	0.466	hûndertste
hunger	0.083	0.554	0.328	honger
hungry	0.083	0.690	0.254	hongerich
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	jacht
hunter	0.292	0.817	0.817	jager
hunting	0.448	0.713	0.714	jacht
huntress	0.357	0.717	0.765	jager
hurdle	0.198	0.682	0.434	hurdle
hurl	0.316	0.745	0.574	hurl
hurrah	0.802	0.740	0.500	hoera
hurricane	0.177	0.958	0.787	orkaan
hurricanes	0.286	0.898	0.784	orkanen
hurried	0.314	0.806	0.393	hastich
hurry	0.422	0.735	0.481	hastich
hurryup	0.473	0.791	0.555	oanmeitsje
hurt	0.062	0.773	0.291	sear
hurtful	0.104	0.680	0.463	kwetsend
hurting	0.153	0.778	0.221	sear
husband	0.771	0.500	0.655	man
husbandry	0.643	0.473	0.445	húshâlding
hush	0.471	0.231	0.312	stil
hushed	0.292	0.194	0.272	stil
husk	0.378	0.173	0.147	skelk
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	drokte
hustler	0.260	0.821	0.627	hustler
hut	0.633	0.270	0.375	hutte
hutch	0.385	0.453	0.520	hokje
hyacinth	0.372	0.360	0.342	hyazint
hybrid	0.500	0.365	0.570	hybride
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	hydrant
hydrate	0.610	0.367	0.547	hydratearje
hydraulic	0.522	0.398	0.596	hydraulysk
hydraulics	0.500	0.530	0.588	hydraulyk
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamika
hydrogen	0.469	0.303	0.554	wetterstof
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	hydrology
hydrophobia	0.323	0.784	0.351	hydrofoby
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	hygiëne
hygienic	0.719	0.245	0.702	hygiënysk
hygienist	0.698	0.389	0.682	hygiënist
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	hymne
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	hyped
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	hyperaktyf
hyperbole	0.469	0.521	0.542	hyperbool
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	hypertensie
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilating
hyphen	0.552	0.356	0.381	koppelteken
hypnosis	0.417	0.410	0.546	hypnoaze
hypnotic	0.571	0.560	0.569	hypnotysk
hypnotist	0.490	0.455	0.627	hypnotiseur
hypnotize	0.469	0.507	0.508	hypnotisearje
hypnotized	0.449	0.434	0.380	hypnotisearre
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	hypokrisy
hypocrite	0.082	0.673	0.306	hypokryt
hypocritical	0.048	0.740	0.415	hypokritysk
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	ûnderkuolling
hypothesis	0.552	0.370	0.509	hypoteze
hypothetical	0.480	0.367	0.361	hypotetysk
hysterectomy	0.178	0.660	0.470	hysterektomy
hysteria	0.224	0.906	0.482	hystery
hysterical	0.290	0.942	0.398	hysterysk
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	iis
ice tea	0.771	0.337	0.336	ijs tee
iceberg	0.344	0.540	0.648	iisberch
icebox	0.560	0.222	0.370	iisko
icebreaker	0.571	0.545	0.848	iisbrekker
iced	0.564	0.482	0.339	iced
icing	0.688	0.452	0.411	ijsje
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	ikoan
iconic	0.583	0.537	0.700	byldbepalend
iconography	0.602	0.382	0.653	ikonografy
icy	0.684	0.375	0.345	iiskâlde
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	idee
ideal	0.802	0.437	0.736	ideaal
idealism	0.635	0.436	0.689	idealisme
idealist	0.816	0.510	0.802	idealist
idealistic	0.812	0.469	0.755	idealistysk
identical	0.635	0.380	0.527	identyk
identically	0.667	0.427	0.487	identyk
identification	0.714	0.451	0.692	identifikaasje
identify	0.635	0.480	0.667	identifisearje
identity	0.663	0.360	0.780	identiteit
ideology	0.573	0.344	0.692	ideology
idiocy	0.112	0.635	0.137	idioat
idiom	0.520	0.337	0.445	idioom
idiomatic	0.531	0.429	0.516	idiomatysk
idiot	0.086	0.567	0.113	idioat
idiotic	0.104	0.620	0.170	idioat
idiots	0.143	0.600	0.144	idioaten
idle	0.179	0.167	0.112	idle
idleness	0.308	0.330	0.228	liddigens
idler	0.200	0.304	0.194	idler
idol	0.684	0.805	0.853	idol
idolatry	0.365	0.571	0.625	ôfgoaderij
idolizing	0.676	0.712	0.643	idolizing
idyllic	0.571	0.394	0.593	idyllysk
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	as allinnich
igloo	0.569	0.302	0.345	iglo
igneous	0.469	0.466	0.517	igneous
ignite	0.458	0.785	0.675	ûntstekke
ignition	0.365	0.720	0.657	ignition
ignorance	0.153	0.417	0.209	ûnwittendheid
ignorant	0.102	0.461	0.223	ûnwittend
ignore	0.146	0.230	0.295	Negearje
iguana	0.521	0.235	0.291	leguaan
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	siik
illegal	0.061	0.787	0.337	yllegaal
illegality	0.094	0.635	0.427	yllegaliteit
illegally	0.133	0.788	0.402	yllegaal
illegible	0.296	0.490	0.315	ûnlêsber
illegitimate	0.184	0.644	0.302	illegitime
illicit	0.188	0.794	0.390	yllegaal
illiterate	0.120	0.410	0.151	analfabeet
illness	0.098	0.717	0.211	sykte
illogical	0.208	0.630	0.251	ûnlogysk
illuminate	0.905	0.646	0.782	ferljochtsje
illuminating	0.949	0.613	0.773	ferljochting
illumination	0.760	0.588	0.537	ferljochting
illuminator	0.770	0.566	0.718	illuminator
illusion	0.562	0.490	0.387	yllúzje
illustrate	0.750	0.430	0.690	yllustrearje
illustration	0.740	0.441	0.640	yllustraasje
illustrative	0.771	0.452	0.647	yllustratyf
illustrious	0.673	0.550	0.741	yllustrearre
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	iloveher
image	0.653	0.241	0.453	byld
imagery	0.653	0.327	0.390	byldspraak
imaginable	0.613	0.529	0.596	tinkbere
imaginary	0.560	0.424	0.310	tinkbyldich
imagination	0.802	0.491	0.547	ferbylding
imaginative	0.780	0.541	0.593	ferbyldingskrêftich
imagine	0.759	0.480	0.587	yntinke
imagined	0.656	0.412	0.418	ferbylde
imaging	0.724	0.394	0.482	imaging
imagining	0.765	0.458	0.545	ferbylding
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	ûnbalâns
imbecile	0.082	0.569	0.260	imbecile
imbedded	0.406	0.580	0.562	ynbêde
imissyou	0.480	0.608	0.344	ik mis dy
imitate	0.469	0.561	0.336	imitearje
imitated	0.333	0.391	0.442	neimakke
imitation	0.406	0.592	0.343	neifolging
immaculate	0.698	0.330	0.688	ûnberikber
immaterial	0.296	0.309	0.295	ymmaterieel
immature	0.114	0.500	0.200	ûnryp
immaturity	0.146	0.567	0.221	ûnrypheit
immeasurable	0.510	0.539	0.712	ûnmjitlik
immeasurably	0.510	0.640	0.680	ûnbidich
immediacy	0.635	0.630	0.627	immediacy
immediate	0.656	0.548	0.716	daliks
immediately	0.552	0.780	0.707	fuortendaliks
immemorial	0.327	0.469	0.454	immemorial
immense	0.755	0.750	0.811	ûnbidich
immerse	0.510	0.577	0.509	ûnderdompelje
immersion	0.510	0.556	0.564	immersion
immigrant	0.357	0.663	0.509	ymmigrant
immigration	0.390	0.667	0.454	ymmigraasje
imminent	0.490	0.784	0.643	driigjend
immobile	0.225	0.217	0.298	immobile
immoral	0.143	0.622	0.385	ymmoreel
immorality	0.188	0.689	0.315	ymmoraliteit
immortal	0.812	0.750	0.795	ûnstjerlik
immortality	0.688	0.635	0.861	ûnstjerlikens
immovable	0.480	0.310	0.571	ûnreplik guod
immune	0.629	0.472	0.780	ymmún
immunity	0.633	0.316	0.786	immuniteit
immunization	0.667	0.510	0.733	ymmunisaasje
immutable	0.427	0.431	0.571	ûnferoarlik
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	ynfloed
impair	0.153	0.500	0.360	beneidielje
impaired	0.130	0.459	0.269	beheind
impairment	0.170	0.571	0.220	beheining
impart	0.521	0.441	0.694	jaan
impartial	0.531	0.406	0.685	ûnpartidich
impartiality	0.622	0.394	0.616	ûnpartidichheid
impassable	0.342	0.458	0.553	ûnbegeanber
impassioned	0.740	0.780	0.802	hertstochtlik
impatience	0.278	0.780	0.411	ûngeduld
impatient	0.250	0.708	0.429	ûngeduldich
impatiently	0.194	0.750	0.539	ûngeduldich
impeach	0.208	0.776	0.664	impeach
impeachment	0.163	0.735	0.694	impeachment
impeccable	0.833	0.370	0.824	ûnberikber
impede	0.271	0.510	0.604	hinderje
impediment	0.163	0.600	0.409	behindering
impelled	0.604	0.741	0.690	oandreaun
impending	0.480	0.735	0.752	oankommende
impenetrable	0.531	0.577	0.839	ûntrochsichtich
imperative	0.625	0.647	0.708	ymperatyf
imperceptible	0.378	0.490	0.548	ûnmerkber
imperfect	0.173	0.527	0.202	ûnfolslein
imperfection	0.190	0.567	0.321	ûnfolsleinens
imperfectly	0.297	0.481	0.330	ûnfolslein
imperial	0.669	0.646	0.922	keizerlik
imperialist	0.284	0.786	0.833	ymperialistyske
impermeable	0.510	0.308	0.558	impermeable
impermissible	0.188	0.464	0.352	net tastien
impersonal	0.316	0.356	0.472	ûnpersoanlik
impersonate	0.510	0.632	0.591	impersonearje
impersonation	0.375	0.618	0.528	impersonation
impersonator	0.469	0.586	0.406	impersonator
impertinence	0.170	0.653	0.420	impertinence
impertinent	0.219	0.826	0.373	impertinent
impervious	0.582	0.408	0.536	impervious
impetuous	0.602	0.814	0.712	ympulsyf
impetus	0.521	0.740	0.635	ympuls
implacable	0.569	0.663	0.830	ûnferbidlik
implant	0.429	0.510	0.588	implant
