English Word	Valence	Arousal	Dominance	Hmong Word
grubby	0.156	0.583	0.176	grubby
grudge	0.115	0.647	0.414	kev npau taws
grudging	0.092	0.636	0.473	kev npau taws
grudgingly	0.156	0.610	0.292	grudging
gruel	0.382	0.304	0.297	gruel
grueling	0.180	0.763	0.704	grueling
gruesome	0.094	0.837	0.474	txaus ntshai
gruff	0.323	0.611	0.472	gruff
grumble	0.101	0.750	0.333	yws
grump	0.260	0.469	0.425	ruam
grumpy	0.198	0.808	0.559	ruam
grunt	0.286	0.798	0.392	yws
grunting	0.198	0.827	0.481	yws
guacamole	0.684	0.317	0.282	guacamole
guano	0.296	0.343	0.191	ua guano
guarantee	0.949	0.337	0.805	lav
guaranty	0.646	0.337	0.818	lav
guard	0.592	0.510	0.725	zov
guarded	0.758	0.686	0.500	tiv thaiv
guardhouse	0.510	0.435	0.770	lub tsev tiv thaiv
guardian	0.656	0.686	0.789	tus neeg saib xyuas
guardianship	0.592	0.370	0.681	kev saib xyuas
guards	0.448	0.663	0.720	zov
gubernatorial	0.552	0.604	0.897	gubernatorial
guerilla	0.146	0.845	0.727	guerilla
guerrilla	0.219	0.917	0.792	tub rog
guess	0.640	0.463	0.442	twv
guesser	0.542	0.670	0.535	tus twv
guesswork	0.417	0.451	0.405	kwv yees
guest	0.719	0.490	0.558	qhua
guesthouse	0.729	0.337	0.406	tsev qhua
guidance	0.729	0.471	0.718	kev taw qhia
guide	0.688	0.315	0.620	qhia
guidebook	0.677	0.260	0.427	phau ntawv qhia
guidelines	0.459	0.500	0.664	cov lus qhia
guiding	0.667	0.520	0.714	kev taw qhia
guild	0.580	0.459	0.729	guild
guile	0.410	0.417	0.467	kev dag
guillotine	0.163	0.817	0.585	guillotine
guilt	0.208	0.567	0.206	ua txhaum
guilty	0.135	0.770	0.352	ua txhaum
guinea	0.521	0.440	0.396	guinea
guise	0.531	0.547	0.324	guise
guitar	0.844	0.542	0.469	guitar
guitarist	0.827	0.740	0.549	guitarist
gules	0.469	0.443	0.340	gules
gulf	0.520	0.365	0.398	gulf
gull	0.594	0.317	0.378	gull
gullet	0.385	0.490	0.393	gullet
gullible	0.440	0.442	0.318	siab tsis ncaj
gully	0.316	0.519	0.394	gully
gulp	0.551	0.660	0.409	gulp
gum	0.573	0.227	0.213	cov pos hniav
gumbo	0.500	0.422	0.361	gumbo
gummy	0.521	0.302	0.291	gummy
gumption	0.480	0.538	0.488	gumption
gun	0.147	0.920	0.713	phom
gunboat	0.139	0.663	0.618	nkoj phom
gunfight	0.051	0.961	0.700	phom
gunfighter	0.156	0.910	0.741	tus neeg tua phom
gunfire	0.156	0.930	0.673	phom phom
gunk	0.250	0.478	0.219	phom
gunman	0.167	0.922	0.689	tus neeg tua phom
gunmen	0.073	0.942	0.727	cov neeg tua phom
gunner	0.250	0.853	0.817	rab phom
gunnery	0.281	0.861	0.873	phom phom
gunplay	0.133	0.906	0.627	phom
gunpoint	0.188	0.817	0.719	phom
gunpowder	0.425	0.853	0.509	rab phom
gunshot	0.042	0.953	0.673	phom
gunslinger	0.316	0.873	0.811	rab phom
gurney	0.408	0.304	0.352	gurney
guru	0.573	0.360	0.653	guru
gush	0.510	0.490	0.381	gush
gusher	0.406	0.520	0.453	gusher
gusset	0.427	0.425	0.423	gusset
gust	0.490	0.755	0.556	cua daj cua dub
gusto	0.692	0.729	0.620	gusto
gusty	0.687	0.631	0.455	cua daj cua dub
gut	0.408	0.367	0.364	plab
gutless	0.250	0.381	0.384	ua tsis taus pa
guts	0.592	0.649	0.582	siab
gutsy	0.635	0.573	0.536	gutsy
gutter	0.466	0.260	0.400	gutter
guy	0.583	0.367	0.546	txiv neej
guzzler	0.393	0.537	0.436	guzzler
guzzling	0.460	0.490	0.380	luag ntxhi
gym	0.635	0.690	0.613	gym
gymnasium	0.667	0.561	0.474	gymnasium
gymnast	0.670	0.760	0.558	gymnast
gymnastic	0.810	0.706	0.604	gymnastic
gymnastics	0.745	0.677	0.508	gymnastics
gynecologist	0.552	0.566	0.682	gynecologist
gynecology	0.408	0.590	0.519	gynecology
gypsy	0.375	0.665	0.396	gypsy
gyroscope	0.500	0.390	0.510	lub gyroscope
habit	0.625	0.226	0.585	tus cwj pwm
habitat	0.633	0.343	0.553	chaw nyob
habitation	0.781	0.231	0.538	chaw nyob
habitual	0.527	0.208	0.490	tus cwj pwm
habitually	0.600	0.324	0.583	ib txwm
hacienda	0.688	0.402	0.573	hacienda
hack	0.135	0.717	0.534	hack
hacker	0.271	0.755	0.740	hacker
hacksaw	0.406	0.645	0.537	hacksaw
hadenough	0.323	0.566	0.529	muaj txaus
hag	0.188	0.695	0.411	hag
haggard	0.115	0.510	0.246	haggard
haggle	0.480	0.601	0.461	haggle
haiku	0.583	0.356	0.392	hais
hail	0.459	0.627	0.411	haj yam
hair	0.582	0.186	0.286	plaub hau
hairball	0.370	0.302	0.315	hairball
hairbrush	0.454	0.216	0.263	txhuam plaub hau
haircut	0.677	0.343	0.307	txiav plaub hau
hairdo	0.552	0.320	0.435	plaub hau
hairdresser	0.708	0.509	0.407	tus kws txiav plaub hau
hairdryer	0.642	0.402	0.330	tshuab plaub hau
hairless	0.136	0.235	0.139	tsis muaj plaub hau
hairline	0.418	0.154	0.230	kab plaub hau
hairpin	0.459	0.363	0.370	hairpin
hairspray	0.549	0.279	0.269	tshuaj tsuag plaub hau
hairstyle	0.771	0.380	0.433	plaub hau
hairy	0.542	0.380	0.343	plaub hau
hale	0.479	0.435	0.500	hlo
half	0.500	0.274	0.276	ib nrab
half dollar	0.573	0.408	0.509	ib nrab duas
halfback	0.490	0.429	0.440	ib nrab rov qab
halftime	0.458	0.352	0.429	ib nrab sijhawm
halfway	0.510	0.254	0.339	ib nrab
halibut	0.449	0.412	0.411	halibut
hall	0.510	0.340	0.424	chav tsev
hallelujah	0.770	0.554	0.657	Hallelujah
hallmark	0.646	0.315	0.411	cim
hallowed	0.740	0.500	0.728	ua siab dawb
hallucination	0.396	0.706	0.370	kev xav tsis thoob
hallway	0.573	0.230	0.279	txoj kev
halo	0.490	0.370	0.441	hlo
halt	0.167	0.360	0.432	nres
halter	0.448	0.451	0.431	halter
halting	0.255	0.596	0.519	nres
halve	0.316	0.347	0.302	ib nrab
halving	0.292	0.474	0.366	ib nrab
ham	0.673	0.245	0.404	ham
hamburger	0.809	0.551	0.387	hamburger
hamlet	0.573	0.270	0.397	lub zos
hammer	0.312	0.509	0.563	rauj
hammerhead	0.337	0.490	0.569	rauj taub hau
hammering	0.347	0.779	0.557	rauj
hammock	0.673	0.255	0.287	txaj txaj
hamper	0.204	0.711	0.473	cuam tshuam
hamster	0.520	0.394	0.349	hamster
hamstring	0.406	0.471	0.443	mob leeg
hand	0.542	0.314	0.434	tes
handbag	0.562	0.240	0.336	hnab tes
handball	0.561	0.493	0.440	handball
handbook	0.600	0.224	0.567	phau ntawv qhia
handcuff	0.310	0.590	0.593	hnab looj tes
handful	0.521	0.481	0.400	txhais tes
handgun	0.156	0.914	0.782	rab phom
handheld	0.646	0.350	0.586	tuav
handicap	0.133	0.394	0.264	kev tsis taus
handicapped	0.204	0.467	0.180	neeg tsis taus
handicraft	0.724	0.333	0.565	khoom siv tes ua
handiwork	0.753	0.430	0.410	tes ua haujlwm
handkerchief	0.510	0.192	0.219	phuam ntaub
handle	0.698	0.571	0.558	kov
handler	0.439	0.593	0.861	tus tuav
handmade	0.776	0.383	0.475	xuas tes ua
handout	0.560	0.330	0.545	daim ntawv qhia
handprint	0.635	0.289	0.463	daim ntawv
handshake	0.816	0.654	0.492	tuav tes
handsome	0.890	0.600	0.682	zoo nraug
handwriting	0.615	0.378	0.381	kev sau ntawv tes
handy	0.741	0.378	0.639	ua ke
handyman	0.660	0.373	0.393	tus neeg ua haujlwm
hang	0.323	0.529	0.446	dai
hangar	0.490	0.456	0.481	hangar
hanger	0.439	0.462	0.461	dai khaub ncaws
hanging	0.378	0.471	0.389	dai
hangman	0.153	0.877	0.555	hangman
hangout	0.573	0.500	0.462	kev sib tham
hangover	0.188	0.565	0.267	hangover
hangry	0.219	0.794	0.279	tshaib plab
hank	0.510	0.375	0.339	hank
hankering	0.604	0.540	0.558	kev hankering
hanky	0.460	0.276	0.250	hanky
hap	0.503	0.431	0.453	hap
haphazard	0.469	0.530	0.324	haphazard
hapless	0.271	0.442	0.193	poob siab
happen	0.677	0.670	0.551	tshwm sim
happening	0.646	0.529	0.555	tshwm sim
happier	0.990	0.760	0.806	zoo siab dua
happiest	0.990	0.716	0.746	zoo siab tshaj plaws
happily	1.000	0.690	0.674	zoo siab
happiness	0.960	0.732	0.850	kev zoo siab
happy	1.000	0.735	0.772	zoo siab
happydance	0.857	0.760	0.582	zoo siab
happyday	0.929	0.650	0.663	zoo siab hnub
happyheart	0.949	0.575	0.605	zoo siab
happyholidays	0.927	0.740	0.637	zoo siab hnub so
happynewyear	0.969	0.815	0.559	zoo siab xyoo tshiab
happyplace	0.938	0.589	0.645	zoo siab
happytweet	0.847	0.588	0.437	zoo siab tweet
happyvalentinesday	0.929	0.784	0.509	happyvalentinesday
harass	0.160	0.775	0.620	ua phem
harassing	0.120	0.873	0.446	ua phem
harassment	0.083	0.896	0.420	kev ua phem
harbinger	0.490	0.389	0.692	harbinger
harbor	0.594	0.356	0.634	chaw nres nkoj
hard	0.302	0.708	0.616	nyuaj
hardball	0.542	0.667	0.452	hardball
hardcore	0.250	0.721	0.585	nyuaj
harden	0.276	0.598	0.677	tawv
hardened	0.406	0.618	0.764	tawv
hardening	0.388	0.673	0.741	tawv
hardheaded	0.156	0.699	0.571	tawv taub hau
hardness	0.417	0.580	0.745	tawv
hardship	0.094	0.775	0.482	kev nyuaj siab
hardware	0.594	0.289	0.686	kho vajtse
hardwood	0.417	0.363	0.518	ntoo tawv
hardworking	0.719	0.583	0.792	ua hauj lwm hnyav
hardy	0.571	0.569	0.810	hardy
hare	0.620	0.410	0.345	hare
harebrained	0.296	0.551	0.436	ua harebrained
harem	0.521	0.578	0.582	harem
hark	0.571	0.500	0.398	hark
harlot	0.198	0.798	0.330	poj niam
harm	0.073	0.679	0.423	ua mob
harmful	0.094	0.750	0.291	phom sij
harmless	0.625	0.226	0.241	tsis muaj mob
harmonica	0.847	0.235	0.510	harmonica
harmonics	0.865	0.400	0.575	harmonics
harmonious	0.938	0.391	0.719	sib haum xeeb
harmoniously	0.969	0.265	0.647	sib haum xeeb
harmonize	0.939	0.461	0.609	sib haum xeeb
harmony	0.949	0.230	0.509	kev sib raug zoo
harness	0.570	0.549	0.508	siv hlua
harp	0.618	0.310	0.356	harp
harper	0.417	0.454	0.435	harper
harpoon	0.490	0.700	0.557	harpoon
harpsichord	0.541	0.490	0.438	harpsichord
harrowing	0.209	0.810	0.474	ua siab loj
harry	0.520	0.409	0.390	harry
harsh	0.250	0.650	0.623	hnyav
harshness	0.323	0.600	0.779	hnyav
hart	0.643	0.389	0.447	hart
harvest	0.781	0.353	0.548	sau qoob
hash	0.344	0.453	0.355	hash
hashish	0.370	0.570	0.358	hashish
hassle	0.177	0.740	0.489	nyuaj
haste	0.378	0.745	0.500	ceev ceev
hasten	0.571	0.750	0.618	ceev ceev
hastily	0.271	0.609	0.609	ceev nrooj
hasty	0.188	0.885	0.424	ceev ceev
hat	0.604	0.183	0.353	kaus mom
hatch	0.479	0.653	0.402	hatch
hatchet	0.333	0.608	0.500	kaus mom
hate	0.031	0.802	0.430	ntxub
hateeee	0.219	0.606	0.368	ntxub
hateeveryone	0.041	0.840	0.429	ntxub txhua tus
hateful	0.071	0.819	0.430	ntxub
hater	0.052	0.702	0.422	neeg ntxub
hateyou	0.125	0.735	0.464	ntxub koj
hating	0.083	0.820	0.434	ntxub
hatred	0.037	0.847	0.424	kev ntxub ntxaug
haughty	0.240	0.708	0.588	khav theeb
haul	0.551	0.564	0.453	nqa
haulage	0.561	0.510	0.650	thauj
haunt	0.288	0.676	0.576	haunt
haunted	0.264	0.731	0.520	haunted
have	0.757	0.389	0.593	muaj
haven	0.684	0.265	0.547	qhov chaw nkaum
havoc	0.163	0.769	0.535	kev phem
haw	0.406	0.426	0.431	haav
hawk	0.583	0.530	0.631	hawk
hawking	0.521	0.509	0.491	hawking
hay	0.469	0.212	0.343	quav nyab
haye	0.615	0.451	0.336	haye
hayride	0.561	0.521	0.464	hayride
haystack	0.552	0.292	0.331	pov tseg
haywire	0.358	0.545	0.430	haj kab
hazard	0.112	0.884	0.757	phom sij
hazardous	0.061	0.750	0.670	phom sij
haze	0.427	0.327	0.217	haze
hazmat	0.398	0.479	0.519	hazmat
hazy	0.450	0.433	0.230	hazy
head	0.530	0.472	0.558	taub hau
headache	0.168	0.755	0.273	mob taub hau
headaches	0.104	0.720	0.259	mob taub hau
headband	0.670	0.469	0.527	taub hau
headdress	0.594	0.408	0.443	headdress
header	0.560	0.398	0.740	taub hau
headgear	0.542	0.442	0.571	headgear
heading	0.551	0.292	0.642	nqe lus
headland	0.574	0.551	0.430	taub hau
headless	0.136	0.582	0.235	taub hau
headlight	0.592	0.343	0.393	teeb taub hau
headline	0.630	0.241	0.685	xov xwm
headliner	0.500	0.490	0.625	ntawv xov xwm
headlock	0.448	0.538	0.560	taub hau
headlong	0.354	0.548	0.409	taub hau
headmaster	0.604	0.564	0.865	taub hau
headphones	0.600	0.357	0.336	lub mloog pob ntseg
headquarter	0.615	0.269	0.525	lub hauv paus
headquarters	0.615	0.271	0.525	lub hauv paus
headset	0.602	0.340	0.302	lub mloog pob ntseg
headstone	0.240	0.378	0.349	pob zeb pob zeb
headstrong	0.310	0.714	0.500	taub hau
headway	0.823	0.464	0.745	taub hau
heady	0.448	0.806	0.565	taub hau
heal	0.765	0.245	0.556	kho
healer	0.863	0.378	0.741	tus kws kho mob
healing	0.750	0.452	0.585	kho
health	0.935	0.427	0.551	noj qab haus huv
healthcare	0.780	0.392	0.630	kev kho mob
healthful	0.930	0.315	0.769	noj qab haus huv
healthy	0.938	0.319	0.818	noj qab nyob zoo
heap	0.582	0.510	0.474	pob
hear	0.760	0.429	0.444	hnov
hearer	0.656	0.281	0.415	tus mloog
hearing	0.669	0.490	0.595	hnov lus
hearsay	0.288	0.623	0.333	hnov lus
hearse	0.177	0.490	0.324	hnov
heart	0.827	0.500	0.693	plawv
heart disease	0.250	0.750	0.386	mob plawv
heartache	0.088	0.750	0.291	mob siab
heartattack	0.156	0.839	0.455	mob siab
heartbeat	0.750	0.698	0.585	lub plawv dhia
heartbreak	0.208	0.610	0.245	mob siab
heartbreaker	0.265	0.685	0.580	mob siab
heartbreaking	0.146	0.811	0.423	mob siab
heartbroken	0.082	0.551	0.235	mob siab
heartburn	0.143	0.613	0.398	mob plawv
hearted	0.823	0.410	0.805	siab
heartfelt	0.904	0.440	0.540	mob siab
hearth	0.760	0.275	0.536	hearth
heartily	0.927	0.531	0.664	mob siab
heartland	0.812	0.510	0.675	lub plawv
heartless	0.071	0.652	0.400	siab tsis ncaj
hearts	0.948	0.592	0.634	lub siab
heartsick	0.240	0.388	0.208	mob siab
heartworm	0.333	0.550	0.430	mob plawv
hearty	0.760	0.684	0.792	mob siab
heat	0.534	0.612	0.433	kub
heated	0.479	0.497	0.542	cua sov
heater	0.500	0.573	0.538	lub tshuab cua sov
heath	0.802	0.387	0.546	kev
heathen	0.194	0.529	0.491	dab neeg
heather	0.500	0.352	0.407	heather
heating	0.647	0.491	0.537	cua sov
heave	0.716	0.588	0.664	siab
heaven	0.896	0.385	0.600	ntuj ceeb tsheej
heavenly	0.844	0.452	0.712	ntuj ceeb tsheej
heavens	0.806	0.273	0.683	ntuj ceeb tsheej
heavily	0.542	0.679	0.814	hnyav heev
heaviness	0.219	0.549	0.318	hnyav
heaving	0.201	0.843	0.491	hnyav
heavy	0.250	0.454	0.600	hnyav
heavy metal	0.417	0.755	0.621	hlau hnyav
heavyweight	0.429	0.578	0.713	hnyav hnyav
heck	0.240	0.728	0.560	heck
hectares	0.570	0.250	0.471	hectares
hectic	0.167	0.811	0.438	ntxhov siab
hedge	0.604	0.602	0.569	hedge
hedgehog	0.458	0.491	0.377	hedgehog
hedonism	0.510	0.500	0.608	hedonism
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	mloog
heel	0.480	0.350	0.385	pob taws
heels	0.500	0.439	0.396	pob taws
heft	0.503	0.340	0.530	heft ua
hefty	0.550	0.654	0.745	hefty
hegemonic	0.462	0.519	0.558	hegemonic
heheh	0.625	0.510	0.278	hehehe
heifer	0.439	0.443	0.321	heifer
height	0.677	0.608	0.648	qhov siab
heighten	0.755	0.622	0.765	siab
heightened	0.592	0.529	0.788	siab
heinous	0.133	0.792	0.471	siab phem
heir	0.840	0.654	0.764	qub txeeg qub teg
heiress	0.827	0.571	0.676	qub txeeg qub teg
heirloom	0.684	0.375	0.745	qub txeeg qub teg
heirs	0.796	0.519	0.698	cov qub txeeg qub teg
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	helical
helicopter	0.714	0.806	0.617	nyoob hoom qav taub
helipad	0.780	0.637	0.573	helipad
heliport	0.594	0.604	0.527	heliport
helium	0.490	0.316	0.304	helium
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	ntuj raug txim
hellfire	0.143	0.890	0.618	hluav taws kub nyhiab
hellhole	0.200	0.615	0.421	lub ntuj raug txim
hellish	0.125	0.860	0.545	ntuj raug txim
helm	0.511	0.450	0.615	lub kaus mom hlau
helmet	0.573	0.327	0.402	kaus mom hlau
helmsman	0.490	0.441	0.647	tus neeg tsav tsheb
help	0.673	0.471	0.460	pab
helper	0.704	0.438	0.567	tus pab
helpful	0.816	0.337	0.705	pab tau
helpless	0.104	0.420	0.214	pab tsis tau
helplessness	0.087	0.480	0.250	kev pab tsis tau
hem	0.562	0.283	0.291	hem
hematite	0.448	0.389	0.342	hematite
hematoma	0.146	0.600	0.398	hematoma
hemi	0.510	0.363	0.342	xim
hemisphere	0.531	0.367	0.598	hemisphere
hemispheric	0.562	0.449	0.603	hemispheric
hemlock	0.438	0.350	0.434	hemlock
hemoglobin	0.469	0.481	0.418	hemoglobin
hemorrhage	0.031	0.849	0.426	hemorrhage
hemorrhoids	0.133	0.702	0.304	hemorrhoids
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	hemp
hen	0.385	0.276	0.241	tus qaib
henceforth	0.527	0.404	0.466	ntawm no mus
henhouse	0.500	0.577	0.414	henhouse
hepatitis	0.055	0.596	0.358	kab mob siab
herald	0.643	0.382	0.500	xov xwm
heraldry	0.550	0.520	0.607	heraldry
herb	0.643	0.418	0.353	tshuaj ntsuab
herbaceous	0.560	0.220	0.310	herbaceous
herbal	0.592	0.255	0.390	tshuaj ntsuab
herbarium	0.602	0.188	0.327	herbarium
herbs	0.620	0.299	0.308	tshuaj ntsuab
herd	0.592	0.500	0.474	pab tsiaj
hereditary	0.531	0.600	0.737	keeb kwm
heredity	0.704	0.445	0.818	caj ces
heresy	0.265	0.765	0.443	kev ntseeg cuav
heretic	0.090	0.710	0.447	heretic
heretical	0.229	0.630	0.487	heretical
heretofore	0.479	0.388	0.385	ntawm no ua ntej
hereunto	0.500	0.225	0.333	ntawm no
herewith	0.450	0.360	0.415	ntawm no
heritage	0.842	0.512	0.815	cuab yeej cuab tam
hermaphrodite	0.480	0.684	0.481	hermaphrodite
hermeneutics	0.406	0.577	0.562	hermeneutics
hermit	0.271	0.337	0.351	dab neeg
hernia	0.146	0.486	0.223	hernia
hero	0.940	0.806	0.881	hero
heroic	0.890	0.770	0.912	heroic
heroics	0.865	0.673	0.894	heroics
heroin	0.276	0.843	0.655	Heroin
heroine	0.729	0.755	0.833	heroine
heroism	0.844	0.802	0.898	heroism
herpes	0.110	0.600	0.309	kab mob herpes
herpesvirus	0.219	0.558	0.435	kab mob herpes
herring	0.531	0.387	0.422	herring
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	tsis kam
hesitate	0.459	0.548	0.232	ua siab deb
hesitating	0.265	0.528	0.240	tsis kam
hesitation	0.286	0.396	0.217	hesitation
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	heterogeneity
hew	0.417	0.470	0.377	huv
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	hexagon
heyday	0.646	0.680	0.673	nyob zoo
hiatus	0.479	0.294	0.352	hiatus
hibernate	0.500	0.317	0.431	hibernate
hibernation	0.469	0.245	0.384	hibernation
hiccup	0.271	0.549	0.240	hiccup
hick	0.357	0.442	0.314	hick
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	zais cia
hide	0.438	0.510	0.218	zais
hideaway	0.448	0.481	0.360	nyob deb
hideous	0.091	0.750	0.328	qias neeg
hideout	0.337	0.443	0.302	chaw nkaum
hiding	0.250	0.567	0.364	nkaum
hierarchical	0.521	0.620	0.939	hierarchical
hierarchy	0.583	0.722	0.902	hierarchy
hieroglyphics	0.479	0.325	0.509	hieroglyphics
high	0.684	0.510	0.614	siab
high heels	0.646	0.528	0.429	siab heels
highball	0.656	0.520	0.481	highball
higher	0.866	0.528	0.713	siab dua
highest	0.771	0.640	0.710	siab tshaj
highland	0.615	0.481	0.611	toj siab
highlands	0.735	0.431	0.596	toj siab
highlight	0.844	0.637	0.882	tseem ceeb
highness	0.740	0.670	0.931	siab
hight	0.667	0.637	0.645	siab
hightail	0.448	0.480	0.481	siab
highway	0.640	0.583	0.425	txoj kev loj
hijack	0.042	0.908	0.594	nyiag
hijacker	0.104	0.953	0.683	tus neeg nyiag khoom
hike	0.615	0.442	0.538	taug kev
hiker	0.694	0.802	0.644	neeg taug kev
hiking	0.820	0.843	0.670	taug kev
hiking boot	0.657	0.353	0.446	khau raj hiking
hilarious	0.750	0.640	0.537	lom zem
hilarity	0.745	0.480	0.575	kev lom zem
hill	0.615	0.353	0.518	toj
hillside	0.625	0.292	0.458	toj roob hauv pes
hilltop	0.688	0.643	0.787	toj roob hauv pes
hilly	0.643	0.479	0.603	roob
hilt	0.396	0.650	0.537	hilt
hind	0.483	0.644	0.337	hind
hinder	0.276	0.537	0.470	thaiv
hindering	0.260	0.654	0.435	cuam tshuam
hindrance	0.135	0.545	0.473	kev cuam tshuam
hindsight	0.333	0.431	0.532	pom tom qab
hinge	0.458	0.292	0.417	pob khawm
hint	0.602	0.330	0.517	lus qhia
hinterland	0.530	0.520	0.457	hinterland
hip	0.448	0.415	0.345	hip
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	hippo
hippopotamus	0.541	0.472	0.615	hippopotamus
hire	0.688	0.558	0.556	ntiav
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	hais
hissing	0.500	0.454	0.400	yws
histology	0.490	0.320	0.560	histology
historian	0.688	0.270	0.637	keeb kwm
historic	0.816	0.473	0.784	keeb kwm
historical	0.653	0.357	0.833	keeb kwm
historiography	0.562	0.415	0.634	keeb kwm
history	0.729	0.382	0.754	keeb kwm
hit	0.235	0.931	0.679	ntaus
hitch	0.512	0.480	0.554	tsoo
hitchhike	0.396	0.622	0.385	hitchhike
hitchhiker	0.594	0.626	0.603	hitchhiker
hitherto	0.448	0.356	0.463	tam sim no
hitter	0.418	0.683	0.713	tus ntaus
hive	0.471	0.452	0.544	Hniav
hives	0.417	0.473	0.591	khaus khaus
hoard	0.506	0.412	0.518	khoom
hoarse	0.281	0.402	0.315	hnov qab
hoary	0.469	0.298	0.424	hoary
hoax	0.146	0.696	0.303	dag
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	nyiam ua
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	hock
hockey	0.565	0.786	0.548	hockey
hoe	0.302	0.480	0.418	ho ho
hog	0.317	0.509	0.271	hog
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hlo
hoist	0.521	0.520	0.458	nqa
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	tuav
holder	0.592	0.330	0.713	tus tuav
holding	0.600	0.385	0.670	tuav
holdup	0.398	0.471	0.398	tuav
hole	0.531	0.310	0.330	qhov
holiday	0.948	0.431	0.593	hnub so
holidays	0.939	0.521	0.512	hnub so
holidayseason	0.875	0.566	0.518	lub caij so
holiness	0.860	0.264	0.742	kev dawb huv
holistic	0.670	0.348	0.547	holistic
holler	0.276	0.825	0.406	holler
hollow	0.300	0.337	0.222	hollow
holly	0.510	0.250	0.443	hlo
holocaust	0.062	0.918	0.618	holocaust
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holographic
holster	0.561	0.255	0.339	hnab
holy	0.812	0.112	0.690	dawb huv
holyspirit	0.740	0.480	0.526	dawb huv
homage	0.833	0.560	0.737	kev pe hawm
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	tsev
homeboy	0.602	0.255	0.436	tus tub hauv tsev
homecoming	0.760	0.413	0.472	rov los tsev
homeland	0.663	0.439	0.868	lub tebchaws
homeless	0.042	0.450	0.188	tsis muaj tsev nyob
homely	0.745	0.157	0.399	nyob tsev
homemade	0.869	0.340	0.398	ua hauv tsev
homeopathic	0.417	0.268	0.400	homeopathic
homeopathy	0.469	0.284	0.439	homeopathy
homeowner	0.635	0.397	0.962	tus tswv tsev
homeroom	0.604	0.480	0.491	chav tsev
homesick	0.436	0.304	0.347	tsis nyob tsev
homestead	0.865	0.221	0.536	tsev
homesweethome	0.796	0.380	0.538	tsev zoo
hometown	0.858	0.333	0.605	lub zos
homeward	0.833	0.275	0.435	mus tsev
homework	0.396	0.412	0.459	ua haujlwm tom tsev
homey	0.769	0.278	0.500	nyob tsev
homicidal	0.020	0.912	0.573	kev tua neeg
homicide	0.010	0.973	0.518	kev tua neeg
homily	0.621	0.358	0.425	homily
homing	0.551	0.460	0.527	homing
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	homogeneity
homogeneous	0.552	0.255	0.617	homogeneous
homologous	0.471	0.353	0.536	homologous
homologue	0.542	0.356	0.509	homologue
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	homophobic
honcho	0.469	0.464	0.397	hlo
hone	0.688	0.392	0.473	hlo
honest	0.927	0.254	0.750	ncaj ncees
honesty	0.938	0.411	0.728	kev ncaj ncees
honey	0.920	0.431	0.510	zib mu
honeycomb	0.541	0.417	0.412	zib mu
honeymoon	0.979	0.678	0.526	zib mu
honeysuckle	0.597	0.451	0.517	zib mu
honk	0.549	0.635	0.415	honk
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	hwm
honorable	0.963	0.412	0.830	hwm
honorarium	0.796	0.510	0.746	Honorarium
honorary	0.885	0.565	0.811	hwm
honored	0.938	0.447	0.732	hwm
hooch	0.429	0.538	0.373	hlo
hood	0.357	0.459	0.306	hood
hooded	0.306	0.745	0.439	hooded
hoodlum	0.354	0.720	0.432	hoodum
hoof	0.427	0.341	0.365	hoof
hook	0.418	0.444	0.395	nuv
hooked	0.610	0.661	0.454	nuv
hooker	0.214	0.889	0.373	tus hooker
hookup	0.625	0.529	0.683	sib txuas
hooky	0.468	0.500	0.452	hoky
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	hoop
hoopla	0.542	0.471	0.353	hopla
hooray	0.610	0.481	0.536	hlo
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	vam
hopeful	0.947	0.357	0.627	kev cia siab
hopeless	0.094	0.298	0.112	tsis muaj kev cia siab
