English Word	Valence	Arousal	Dominance	Somali Word
hazard	0.112	0.884	0.757	khatar
hazardous	0.061	0.750	0.670	khatar ah
haze	0.427	0.327	0.217	cidhiidhi
hazmat	0.398	0.479	0.519	hazmat
hazy	0.450	0.433	0.230	xanaaqsan
head	0.530	0.472	0.558	madax
headache	0.168	0.755	0.273	madax xanuun
headaches	0.104	0.720	0.259	madax xanuun
headband	0.670	0.469	0.527	maro-madaxeed
headdress	0.594	0.408	0.443	maro-madaxeed
header	0.560	0.398	0.740	madax
headgear	0.542	0.442	0.571	maro-madaxeed
heading	0.551	0.292	0.642	u socdo
headland	0.574	0.551	0.430	dalka madax
headless	0.136	0.582	0.235	madax la'aan
headlight	0.592	0.343	0.393	iftiinka hore
headline	0.630	0.241	0.685	cinwaanka
headliner	0.500	0.490	0.625	headliner
headlock	0.448	0.538	0.560	madax-xidhid
headlong	0.354	0.548	0.409	madax dheer
headmaster	0.604	0.564	0.865	maamule
headphones	0.600	0.357	0.336	sameecadaha dhegaha
headquarter	0.615	0.269	0.525	xarunta dhexe
headquarters	0.615	0.271	0.525	xarunta dhexe
headset	0.602	0.340	0.302	headset
headstone	0.240	0.378	0.349	dhagax madax
headstrong	0.310	0.714	0.500	madax adag
headway	0.823	0.464	0.745	jidad
heady	0.448	0.806	0.565	madax
heal	0.765	0.245	0.556	bogsiiso
healer	0.863	0.378	0.741	bogsiiye
healing	0.750	0.452	0.585	bogsasho
health	0.935	0.427	0.551	caafimaadka
healthcare	0.780	0.392	0.630	daryeelka caafimaadka
healthful	0.930	0.315	0.769	caafimaad leh
healthy	0.938	0.319	0.818	caafimaad qaba
heap	0.582	0.510	0.474	tuulan
hear	0.760	0.429	0.444	maqal
hearer	0.656	0.281	0.415	maqale
hearing	0.669	0.490	0.595	maqal
hearsay	0.288	0.623	0.333	maahmaahyo
hearse	0.177	0.490	0.324	maqal
heart	0.827	0.500	0.693	wadnaha
heart disease	0.250	0.750	0.386	wadne xanuunka
heartache	0.088	0.750	0.291	wadna xanuun
heartattack	0.156	0.839	0.455	wadne xanuun
heartbeat	0.750	0.698	0.585	garaaca wadnaha
heartbreak	0.208	0.610	0.245	qalbi jab
heartbreaker	0.265	0.685	0.580	qalbi jabiye
heartbreaking	0.146	0.811	0.423	qalbi jab
heartbroken	0.082	0.551	0.235	qalbi jabay
heartburn	0.143	0.613	0.398	laabjeex
hearted	0.823	0.410	0.805	qalbigiisa
heartfelt	0.904	0.440	0.540	qalbi jab
hearth	0.760	0.275	0.536	Qalbidhagax
heartily	0.927	0.531	0.664	si kal iyo laab ah
heartland	0.812	0.510	0.675	dalka wadnaha
heartless	0.071	0.652	0.400	qalbi la'aan
hearts	0.948	0.592	0.634	quluubta
heartsick	0.240	0.388	0.208	qalbi jab
heartworm	0.333	0.550	0.430	Gooryaanka wadnaha
hearty	0.760	0.684	0.792	macaan
heat	0.534	0.612	0.433	kulaylka
heated	0.479	0.497	0.542	kululayn
heater	0.500	0.573	0.538	kuleyliyaha
heath	0.802	0.387	0.546	caafimaad
heathen	0.194	0.529	0.491	gaalada
heather	0.500	0.352	0.407	heather
heating	0.647	0.491	0.537	kululaynta
heave	0.716	0.588	0.664	sareyn
heaven	0.896	0.385	0.600	jannada
heavenly	0.844	0.452	0.712	jannada
heavens	0.806	0.273	0.683	jannada
heavily	0.542	0.679	0.814	culus
heaviness	0.219	0.549	0.318	culays
heaving	0.201	0.843	0.491	kor u qaadid
heavy	0.250	0.454	0.600	culus
heavy metal	0.417	0.755	0.621	biraha culus
heavyweight	0.429	0.578	0.713	miisaan culus
heck	0.240	0.728	0.560	hakin
hectares	0.570	0.250	0.471	hektar
hectic	0.167	0.811	0.438	mashquul
hedge	0.604	0.602	0.569	deyr
hedgehog	0.458	0.491	0.377	hedgexog
hedonism	0.510	0.500	0.608	hedonism
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	fiirso
heel	0.480	0.350	0.385	cidhib
heels	0.500	0.439	0.396	cidhib
heft	0.503	0.340	0.530	cufan
hefty	0.550	0.654	0.745	culus
hegemonic	0.462	0.519	0.558	hegemonic
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	qaalin
height	0.677	0.608	0.648	dhererka
heighten	0.755	0.622	0.765	kordhin
heightened	0.592	0.529	0.788	kor loo qaaday
heinous	0.133	0.792	0.471	foolxun
heir	0.840	0.654	0.764	dhaxal
heiress	0.827	0.571	0.676	dhaxal sugaha
heirloom	0.684	0.375	0.745	dhaxal
heirs	0.796	0.519	0.698	dhaxaltooyo
heist	0.184	0.850	0.645	heist
helical	0.379	0.429	0.468	helical
helicopter	0.714	0.806	0.617	helicopter
helipad	0.780	0.637	0.573	helipad
heliport	0.594	0.604	0.527	heliport
helium	0.490	0.316	0.304	helium
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	cadaab
hellfire	0.143	0.890	0.618	naarta cadaabta
hellhole	0.200	0.615	0.421	jahannamo
hellish	0.125	0.860	0.545	naarta
helm	0.511	0.450	0.615	madax
helmet	0.573	0.327	0.402	koofiyadda
helmsman	0.490	0.441	0.647	maamule
help	0.673	0.471	0.460	I caawi
helper	0.704	0.438	0.567	caawiye
helpful	0.816	0.337	0.705	waxtar leh
helpless	0.104	0.420	0.214	tabar la'aan
helplessness	0.087	0.480	0.250	ciil la'aan
hem	0.562	0.283	0.291	cidhif
hematite	0.448	0.389	0.342	hematite
hematoma	0.146	0.600	0.398	hematoma
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	hemisphere
hemispheric	0.562	0.449	0.603	hemispheric
hemlock	0.438	0.350	0.434	cidhifyada
hemoglobin	0.469	0.481	0.418	hemoglobin
hemorrhage	0.031	0.849	0.426	dhiigbax
hemorrhoids	0.133	0.702	0.304	baabasiirka
hemostat	0.388	0.442	0.464	dhiigbaxa
hemp	0.469	0.439	0.422	hemp
hen	0.385	0.276	0.241	digaag
henceforth	0.527	0.404	0.466	hadda ka dib
henhouse	0.500	0.577	0.414	guriga digaaga
hepatitis	0.055	0.596	0.358	cagaarshow
herald	0.643	0.382	0.500	ku bishaareeyey
heraldry	0.550	0.520	0.607	heraldry
herb	0.643	0.418	0.353	dhir
herbaceous	0.560	0.220	0.310	herbaceous
herbal	0.592	0.255	0.390	dhireed
herbarium	0.602	0.188	0.327	herbarium
herbs	0.620	0.299	0.308	geedo yaryar
herd	0.592	0.500	0.474	adhi
hereditary	0.531	0.600	0.737	dhaxal ahaan
heredity	0.704	0.445	0.818	dhaxal
heresy	0.265	0.765	0.443	faasiqnimo
heretic	0.090	0.710	0.447	faasiqnimo
heretical	0.229	0.630	0.487	bidcinimo
heretofore	0.479	0.388	0.385	hadda ka hor
hereunto	0.500	0.225	0.333	halkan ka daawo
herewith	0.450	0.360	0.415	halkan la socoto
heritage	0.842	0.512	0.815	dhaxal
hermaphrodite	0.480	0.684	0.481	hermaphrodite
hermeneutics	0.406	0.577	0.562	hermeneutics
hermit	0.271	0.337	0.351	xiqdi
hernia	0.146	0.486	0.223	hernia
hero	0.940	0.806	0.881	geesi
heroic	0.890	0.770	0.912	geesinimo
heroics	0.865	0.673	0.894	geesiyaal
heroin	0.276	0.843	0.655	heroin
heroine	0.729	0.755	0.833	halyey
heroism	0.844	0.802	0.898	geesinimo
herpes	0.110	0.600	0.309	herpes
herpesvirus	0.219	0.558	0.435	fayraska herpes
herring	0.531	0.387	0.422	hering
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	shakisan
hesitate	0.459	0.548	0.232	ka labalabayn
hesitating	0.265	0.528	0.240	cagajiid
hesitation	0.286	0.396	0.217	labalabayn
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	kala duwanaansho
hew	0.417	0.470	0.377	jeex
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	hexagon
heyday	0.646	0.680	0.673	heyday
hiatus	0.479	0.294	0.352	hakad
hibernate	0.500	0.317	0.431	hibernate
hibernation	0.469	0.245	0.384	hibernation
hiccup	0.271	0.549	0.240	hiigsi
hick	0.357	0.442	0.314	hiigsi
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	qarsoon
hide	0.438	0.510	0.218	qari
hideaway	0.448	0.481	0.360	dhuumasho
hideous	0.091	0.750	0.328	foosha
hideout	0.337	0.443	0.302	dhuumasho
hiding	0.250	0.567	0.364	qarinaya
hierarchical	0.521	0.620	0.939	kala sareyn
hierarchy	0.583	0.722	0.902	kala sareyn
hieroglyphics	0.479	0.325	0.509	hieroglyphics
high	0.684	0.510	0.614	sare
high heels	0.646	0.528	0.429	kabaha sare
highball	0.656	0.520	0.481	kubbadda sare
higher	0.866	0.528	0.713	sare
highest	0.771	0.640	0.710	ugu sarreeya
highland	0.615	0.481	0.611	highland
highlands	0.735	0.431	0.596	buuralayda
highlight	0.844	0.637	0.882	iftiimin
highness	0.740	0.670	0.931	sarrayn
hight	0.667	0.637	0.645	dherer
hightail	0.448	0.480	0.481	sare
highway	0.640	0.583	0.425	jid weyn
hijack	0.042	0.908	0.594	afduub
hijacker	0.104	0.953	0.683	afduube
hike	0.615	0.442	0.538	socod
hiker	0.694	0.802	0.644	tamashle
hiking	0.820	0.843	0.670	socodka
hiking boot	0.657	0.353	0.446	kabaha socodka
hilarious	0.750	0.640	0.537	qosol badan
hilarity	0.745	0.480	0.575	kaftan
hill	0.615	0.353	0.518	buur
hillside	0.625	0.292	0.458	buur dhinaceeda
hilltop	0.688	0.643	0.787	buur dusheeda
hilly	0.643	0.479	0.603	buuro
hilt	0.396	0.650	0.537	dhuuqid
hind	0.483	0.644	0.337	gadaal
hinder	0.276	0.537	0.470	hor istaagid
hindering	0.260	0.654	0.435	carqaladayn
hindrance	0.135	0.545	0.473	carqaladayn
hindsight	0.333	0.431	0.532	dib u eegis
hinge	0.458	0.292	0.417	jilbis
hint	0.602	0.330	0.517	tilmaamid
hinterland	0.530	0.520	0.457	hinterland
hip	0.448	0.415	0.345	sinta
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	hippo
hippopotamus	0.541	0.472	0.615	hippopotamus
hire	0.688	0.558	0.556	shaqaaleysiin
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	foodhyo
hissing	0.500	0.454	0.400	quudhsi
histology	0.490	0.320	0.560	histology
historian	0.688	0.270	0.637	taariikhyahan
historic	0.816	0.473	0.784	taariikhi ah
historical	0.653	0.357	0.833	taariikheed
historiography	0.562	0.415	0.634	taariikhyahan
history	0.729	0.382	0.754	taariikhda
hit	0.235	0.931	0.679	garaacid
hitch	0.512	0.480	0.554	garaacid
hitchhike	0.396	0.622	0.385	garaacid
hitchhiker	0.594	0.626	0.603	hitchhiker
hitherto	0.448	0.356	0.463	ilaa hadda
hitter	0.418	0.683	0.713	garaacid
hive	0.471	0.452	0.544	rugta
hives	0.417	0.473	0.591	cuncunyo
hoard	0.506	0.412	0.518	kaydin
hoarse	0.281	0.402	0.315	xabeeb ah
hoary	0.469	0.298	0.424	huray
hoax	0.146	0.696	0.303	been abuur
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	hiwaayad
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	hoog
hockey	0.565	0.786	0.548	xeegada
hoe	0.302	0.480	0.418	dabo
hog	0.317	0.509	0.271	hog
hogwash	0.420	0.490	0.361	hogwash
hohoho	0.677	0.433	0.330	hooho
hoist	0.521	0.520	0.458	kor u qaadid
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	hayn
holder	0.592	0.330	0.713	haysta
holding	0.600	0.385	0.670	hayn
holdup	0.398	0.471	0.398	sug
hole	0.531	0.310	0.330	dalool
holiday	0.948	0.431	0.593	fasax
holidays	0.939	0.521	0.512	ciidaha
holidayseason	0.875	0.566	0.518	xilliga fasaxa
holiness	0.860	0.264	0.742	quduusnimada
holistic	0.670	0.348	0.547	dhamaystiran
holler	0.276	0.825	0.406	holler
hollow	0.300	0.337	0.222	godan
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	xasuuq
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holographic
holster	0.561	0.255	0.339	cufan
holy	0.812	0.112	0.690	quduus
holyspirit	0.740	0.480	0.526	ruuxa quduuska ah
homage	0.833	0.560	0.737	ixtiraam
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	guriga
homeboy	0.602	0.255	0.436	wiil guri
homecoming	0.760	0.413	0.472	soo laabashada guriga
homeland	0.663	0.439	0.868	dalkii hooyo
homeless	0.042	0.450	0.188	guri la'aan
homely	0.745	0.157	0.399	guri leh
homemade	0.869	0.340	0.398	guriga lagu sameeyo
homeopathic	0.417	0.268	0.400	homeopathic
homeopathy	0.469	0.284	0.439	homeopathy
homeowner	0.635	0.397	0.962	mulkiilaha guriga
homeroom	0.604	0.480	0.491	qolka guriga
homesick	0.436	0.304	0.347	guriga oo dhan
homestead	0.865	0.221	0.536	guri guri
homesweethome	0.796	0.380	0.538	guriga macaan
hometown	0.858	0.333	0.605	magaaladii
homeward	0.833	0.275	0.435	gurigeyga
homework	0.396	0.412	0.459	shaqada guriga
homey	0.769	0.278	0.500	guri
homicidal	0.020	0.912	0.573	dilid
homicide	0.010	0.973	0.518	dil
homily	0.621	0.358	0.425	homily
homing	0.551	0.460	0.527	hoing
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	isku midnimo
homogeneous	0.552	0.255	0.617	isku mid ah
homologous	0.471	0.353	0.536	homologous
homologue	0.542	0.356	0.509	qaniis
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	nin jeclaysi
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	hone
honest	0.927	0.254	0.750	daacad ah
honesty	0.938	0.411	0.728	daacadnimo
honey	0.920	0.431	0.510	malab
honeycomb	0.541	0.417	0.412	malabka
honeymoon	0.979	0.678	0.526	bisha malabka
honeysuckle	0.597	0.451	0.517	honeysuckle
honk	0.549	0.635	0.415	hoonka
honky	0.458	0.632	0.425	sharaf leh
honor	0.896	0.587	0.857	sharaf
honorable	0.963	0.412	0.830	sharaf leh
honorarium	0.796	0.510	0.746	sharaf
honorary	0.885	0.565	0.811	sharaf leh
honored	0.938	0.447	0.732	sharaf leh
hooch	0.429	0.538	0.373	hoox
hood	0.357	0.459	0.306	dabool
hooded	0.306	0.745	0.439	daboolan
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	qoof
hook	0.418	0.444	0.395	jillaab
hooked	0.610	0.661	0.454	qabsatay
hooker	0.214	0.889	0.373	jillaab
hookup	0.625	0.529	0.683	xirxiran
hooky	0.468	0.500	0.452	humaag
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	hoob
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	horee
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	rajo
hopeful	0.947	0.357	0.627	rajo leh
hopeless	0.094	0.298	0.112	rajo la'aan
hopelessness	0.052	0.402	0.223	rajo la'aan
hopes	0.917	0.500	0.702	rajo
hoping	0.684	0.469	0.454	rajo
hopper	0.396	0.491	0.442	hopper
horde	0.286	0.713	0.684	horde
horizon	0.729	0.284	0.590	horraantii
horizontal	0.573	0.304	0.387	siman
horizontally	0.500	0.356	0.439	siman
hormonal	0.500	0.620	0.551	hoormoonka
hormone	0.490	0.750	0.621	hormoonka
horn	0.385	0.510	0.366	gees
horned	0.316	0.610	0.375	gees leh
hornet	0.398	0.594	0.500	geese
horny	0.490	0.908	0.560	gees leh
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	naxdin leh
horrible	0.071	0.857	0.398	naxdin leh
horribly	0.050	0.631	0.454	naxdin leh
horrid	0.052	0.765	0.419	horrid
horrific	0.094	0.846	0.481	naxdin leh
horrified	0.040	0.885	0.368	argagaxay
horrifying	0.010	0.760	0.352	naxdin leh
horror	0.115	0.850	0.438	argagax
horrors	0.061	0.852	0.409	argagax
horse	0.635	0.510	0.529	faras
horseback	0.688	0.588	0.566	faras
horseman	0.441	0.700	0.676	fardooley
horsepower	0.594	0.735	0.735	faras
horseradish	0.321	0.584	0.476	malayga
horseshit	0.153	0.582	0.179	fardaha
horseshoe	0.673	0.350	0.406	kabo faras
horsey	0.602	0.454	0.462	faras badan
horticultural	0.594	0.387	0.509	beeralayda
horticulture	0.700	0.420	0.434	beerashada
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	tuubada
hosiery	0.520	0.344	0.373	hosiery
hospice	0.337	0.443	0.535	hospice
hospitable	0.791	0.470	0.661	soo dhawayn
hospital	0.323	0.537	0.598	isbitaalka
hospitality	0.865	0.333	0.725	martigelinta
host	0.693	0.471	0.537	martigeliyaha
hostage	0.163	0.923	0.325	la haysto
hostel	0.479	0.500	0.398	hostel
hostess	0.792	0.604	0.688	martigelisa
hostile	0.188	0.877	0.474	colaadeed
hostilities	0.276	0.810	0.444	colaado
hostility	0.122	0.775	0.465	cadaawad
hot	0.490	0.740	0.573	kulul
hot sauce	0.333	0.740	0.509	maraqa kulul
hotbed	0.510	0.285	0.395	kulul
hotdog	0.720	0.438	0.373	hotdog
hotel	0.740	0.370	0.407	hotel
hothead	0.240	0.849	0.518	madax kulul
hotline	0.592	0.565	0.663	khadka telefoonka
hotshot	0.500	0.727	0.615	kululaansho
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	hound
hour	0.552	0.265	0.336	saac
hourglass	0.542	0.284	0.492	muraayad saacad ah
hourly	0.469	0.418	0.491	saacadle
house	0.587	0.135	0.533	guri
houseboat	0.604	0.389	0.429	guri doon
houseboy	0.479	0.415	0.393	wiil guri
housebroken	0.518	0.461	0.389	guri jabay
houseguest	0.530	0.500	0.481	guriga martida
household	0.781	0.230	0.667	qoyska
householder	0.816	0.541	0.833	hantiile
housekeeper	0.694	0.279	0.520	ilaaliye
housekeeping	0.604	0.500	0.445	shaqo guri
housewarming	0.857	0.710	0.727	guri diirimaad
housewife	0.656	0.361	0.449	xaas
housework	0.484	0.413	0.342	shaqada guriga
housing	0.776	0.304	0.591	guriyeyn
hovel	0.333	0.296	0.322	hoobeed
hover	0.510	0.431	0.404	dullid
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	baroor
howsoever	0.459	0.309	0.345	si kastaba ha ahaatee
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	hubby
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	isku duubni
hue	0.507	0.416	0.417	midab
huff	0.388	0.491	0.315	huf
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	habsiin
huge	0.573	0.625	0.783	weyn
hugger	0.520	0.480	0.412	habsiin
huggy	0.854	0.429	0.451	habsan
hugs	0.980	0.422	0.600	habsiin
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	qolof
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	aadanaha
humane	0.800	0.370	0.580	dadnimo
humanitarian	0.786	0.317	0.709	bini'aadantinimo
humanities	0.729	0.325	0.677	aadamiga
humanity	0.750	0.360	0.727	dadnimada
humankind	0.885	0.394	0.714	aadanaha
humanoid	0.521	0.462	0.491	bani-aadminimo
humanrights	0.792	0.559	0.730	xuquuqda aadanaha
humble	0.867	0.236	0.483	khushuucsan
humbled	0.280	0.618	0.198	hoosayseen
humbly	0.771	0.194	0.370	si khushuuc leh
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	xumdrum
humid	0.375	0.324	0.366	qoyan
humidity	0.464	0.373	0.367	qoyaan
humiliate	0.052	0.714	0.275	dullinimo
humiliated	0.104	0.712	0.216	la bahdilay
humiliating	0.062	0.716	0.279	dullinimo
humiliation	0.048	0.712	0.310	Dulli
humility	0.740	0.118	0.444	is-hoosaysiinta
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	hummingbird
humongous	0.378	0.538	0.536	humongous
humor	0.890	0.633	0.462	kaftan
humored	0.854	0.657	0.545	kaftan
humorist	0.958	0.790	0.607	maaweelo
humorous	0.906	0.616	0.665	kaftan badan
hump	0.296	0.462	0.250	hurdo
humpback	0.235	0.346	0.247	humpback
hunch	0.561	0.630	0.567	huun
hunchback	0.208	0.390	0.259	hunchback
hundred	0.604	0.370	0.406	boqol
hundredth	0.427	0.368	0.466	boqolaad
hunger	0.083	0.554	0.328	gaajo
hungry	0.083	0.690	0.254	gaajaysan
hunk	0.438	0.375	0.361	huk
hunks	0.417	0.453	0.482	huursan
hunky	0.469	0.571	0.438	huursan
hunt	0.327	0.806	0.588	ugaarsi
hunter	0.292	0.817	0.817	ugaarsade
hunting	0.448	0.713	0.714	ugaarsi
huntress	0.357	0.717	0.765	ugaarsade
hurdle	0.198	0.682	0.434	caqabad
hurl	0.316	0.745	0.574	tuurid
hurrah	0.802	0.740	0.500	hurray
hurricane	0.177	0.958	0.787	duufaan
hurricanes	0.286	0.898	0.784	duufaano
hurried	0.314	0.806	0.393	degdegay
hurry	0.422	0.735	0.481	dhaqso
hurryup	0.473	0.791	0.555	dhaqso
hurt	0.062	0.773	0.291	dhaawacday
hurtful	0.104	0.680	0.463	dhaawac leh
hurting	0.153	0.778	0.221	damqanaya
husband	0.771	0.500	0.655	ninkeeda
husbandry	0.643	0.473	0.445	dhaqashada
hush	0.471	0.231	0.312	aamus
hushed	0.292	0.194	0.272	aamusay
husk	0.378	0.173	0.147	qolof
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussan
hustle	0.406	0.661	0.427	dhaqdhaqaajin
hustler	0.260	0.821	0.627	hustler
hut	0.633	0.270	0.375	buul
hutch	0.385	0.453	0.520	buul
hyacinth	0.372	0.360	0.342	waraabowga
hybrid	0.500	0.365	0.570	isku-dhafan
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	dareere
hydrate	0.610	0.367	0.547	dareere
hydraulic	0.522	0.398	0.596	hydraulic
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	hydrogen
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	biyaha biyaha
hydrophobia	0.323	0.784	0.351	cuqdad nafsiyeed
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	waraabe
hygiene	0.781	0.287	0.537	nadaafadda
hygienic	0.719	0.245	0.702	nadaafadda
hygienist	0.698	0.389	0.682	nadaafadda
hymen	0.469	0.651	0.457	xuubka xuubka
hymn	0.735	0.292	0.634	hees
hype	0.510	0.500	0.586	buunbuunin
hyped	0.708	0.582	0.679	buunbuuniyey
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	kacsanaan
hyperbole	0.469	0.521	0.542	hyperbole
hyperspace	0.510	0.623	0.755	meel sare
hypertension	0.133	0.784	0.427	dhiigkarka
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hawo-mareen
hyperventilating	0.164	0.802	0.625	hawo-qaadid
hyphen	0.552	0.356	0.381	jiirtaan
hypnosis	0.417	0.410	0.546	hypnosis
hypnotic	0.571	0.560	0.569	hypnotic
hypnotist	0.490	0.455	0.627	hypnotist
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	hypnotized
hypochondriac	0.194	0.588	0.333	hypochondric
hypocrisy	0.156	0.523	0.370	munaafaqnimo
hypocrite	0.082	0.673	0.306	munaafaqnimo
hypocritical	0.048	0.740	0.415	munaafaqnimo
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	mala awaal
hypothetical	0.480	0.367	0.361	mala awaal ah
hysterectomy	0.178	0.660	0.470	ilmo-galeenka
hysteria	0.224	0.906	0.482	humaag
hysterical	0.290	0.942	0.398	xiiqsan
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	baraf
ice tea	0.771	0.337	0.336	shaaha barafka
iceberg	0.344	0.540	0.648	baraf
icebox	0.560	0.222	0.370	sanduuqa barafka
icebreaker	0.571	0.545	0.848	baraf jabiye
iced	0.564	0.482	0.339	barafaysan
icing	0.688	0.452	0.411	barafka
icky	0.357	0.510	0.342	ciil
icon	0.549	0.349	0.415	icon
iconic	0.583	0.537	0.700	astaanta u ah
iconography	0.602	0.382	0.653	sawir-qaadis
icy	0.684	0.375	0.345	baraf leh
id	0.449	0.344	0.391	aqoonsi
idea	0.750	0.538	0.704	fikrad
ideal	0.802	0.437	0.736	fiican
idealism	0.635	0.436	0.689	fikradda
idealist	0.816	0.510	0.802	fikir-yaqaan
idealistic	0.812	0.469	0.755	maangal ah
identical	0.635	0.380	0.527	isku mid ah
identically	0.667	0.427	0.487	isku mid ah
identification	0.714	0.451	0.692	aqoonsiga
identify	0.635	0.480	0.667	aqoonsado
identity	0.663	0.360	0.780	aqoonsiga
ideology	0.573	0.344	0.692	fikradda
idiocy	0.112	0.635	0.137	nacasnimo
idiom	0.520	0.337	0.445	sarbeeb
idiomatic	0.531	0.429	0.516	sarbeeb ah
idiot	0.086	0.567	0.113	doqon
idiotic	0.104	0.620	0.170	nacasnimo
idiots	0.143	0.600	0.144	nacasyo
idle	0.179	0.167	0.112	shaqo la'aan
idleness	0.308	0.330	0.228	caajisnimo
idler	0.200	0.304	0.194	shaqo la'aan
idol	0.684	0.805	0.853	sanam
idolatry	0.365	0.571	0.625	sanam caabudid
idolizing	0.676	0.712	0.643	caabudid
idyllic	0.571	0.394	0.593	idyllic
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	haddii kale
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	kharriban
ignite	0.458	0.785	0.675	shid
ignition	0.365	0.720	0.657	shidnaansho
ignorance	0.153	0.417	0.209	jahliga
ignorant	0.102	0.461	0.223	jaahilnimo
ignore	0.146	0.230	0.295	iska dhaaf
iguana	0.521	0.235	0.291	igaar
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	sida
ill	0.073	0.410	0.200	xanuunsan
illegal	0.061	0.787	0.337	sharci darro ah
illegality	0.094	0.635	0.427	sharci darro
illegally	0.133	0.788	0.402	sharci darro ah
illegible	0.296	0.490	0.315	aan la akhriyin
illegitimate	0.184	0.644	0.302	aan sharci ahayn
illicit	0.188	0.794	0.390	xaaraan ah
illiterate	0.120	0.410	0.151	waxna akhriyin
illness	0.098	0.717	0.211	jiro
illogical	0.208	0.630	0.251	caqli-xumo
illuminate	0.905	0.646	0.782	iftiimin
illuminating	0.949	0.613	0.773	iftiimin
illumination	0.760	0.588	0.537	iftiimin
illuminator	0.770	0.566	0.718	iftiimiye
illusion	0.562	0.490	0.387	dhalanteed
illustrate	0.750	0.430	0.690	tusaalayn
illustration	0.740	0.441	0.640	tusaaleyn
illustrative	0.771	0.452	0.647	tusaale ahaan
illustrious	0.673	0.550	0.741	muuqaal leh
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	waan jeclahay iyada
