English Word	Valence	Arousal	Dominance	Hindi Word
opposition	0.135	0.729	0.592	विरोध
oppress	0.186	0.654	0.555	अन्धेर
oppressed	0.119	0.640	0.259	उत्पीड़ित
oppression	0.080	0.673	0.615	उत्पीड़न
oppressive	0.276	0.590	0.667	दमनकारी
oppressor	0.160	0.776	0.629	जालिम
ops	0.417	0.550	0.528	ऑप्स
opt	0.510	0.471	0.345	चुनना
optic	0.663	0.384	0.594	ऑप्टिक
optical	0.677	0.311	0.542	ऑप्टिकल
optics	0.562	0.286	0.580	प्रकाशिकी
optimism	0.949	0.565	0.814	आशावाद
optimist	0.875	0.539	0.787	आशावादी
optimistic	0.979	0.580	0.821	आशावादी
optimum	0.892	0.469	0.808	इष्टतम
option	0.512	0.427	0.359	विकल्प
optional	0.755	0.350	0.440	वैकल्पिक
optionally	0.365	0.405	0.481	वैकल्पिक रूप से
options	0.622	0.327	0.473	विकल्प
optometrist	0.446	0.455	0.668	ऑप्टोमेट्रिस्ट
opulence	0.620	0.615	0.648	अधिकता
opulent	0.562	0.660	0.660	धनी
opus	0.458	0.368	0.391	ओपुस
oracle	0.552	0.531	0.670	आकाशवाणी
oral	0.530	0.448	0.375	मौखिक
orange	0.646	0.132	0.296	संतरा
orange juice	0.719	0.343	0.445	संतरे का रस
orangutan	0.430	0.560	0.471	आरंगुटान
oration	0.646	0.315	0.683	भाषण
orator	0.667	0.375	0.682	वक्ता
oratory	0.602	0.472	0.693	वक्तृत्व
orb	0.463	0.370	0.444	गोला
orbit	0.561	0.422	0.575	की परिक्रमा
orbital	0.458	0.451	0.559	कक्षा का
orbiting	0.520	0.643	0.554	परिक्रमा
orbs	0.469	0.355	0.482	orbs
orc	0.240	0.510	0.388	ओआरसी
orchard	0.760	0.269	0.333	बगीचे
orchestra	0.708	0.500	0.664	ऑर्केस्ट्रा
orchid	0.840	0.345	0.382	आर्किड
ordained	0.735	0.409	0.731	ठहराया
ordeal	0.344	0.539	0.529	परख
order	0.780	0.295	0.814	गण
orderly	0.844	0.240	0.661	व्यवस्थित
ordinance	0.615	0.452	0.776	अध्यादेश
ordinary	0.375	0.312	0.286	साधारण
ordination	0.688	0.490	0.765	समन्वय
ordnance	0.354	0.825	0.679	तोपें
ore	0.500	0.333	0.356	अयस्क
oregano	0.596	0.327	0.250	ओरिगैनो
organ	0.510	0.469	0.538	अंग
organic	0.719	0.343	0.535	कार्बनिक
organism	0.457	0.559	0.800	जीव
organist	0.740	0.469	0.669	अरगनिस्ट
organization	0.810	0.535	0.851	संगठन
organize	0.802	0.655	0.781	व्यवस्थित
organized	0.816	0.337	0.746	का आयोजन किया
organizer	0.604	0.577	0.846	व्यवस्था करनेवाला
orgasm	0.844	0.863	0.676	ओगाज़्म
orgies	0.388	0.953	0.433	व्यभिचार
orgy	0.346	0.962	0.536	नंगा नाच
orient	0.667	0.422	0.667	पूरबी
oriental	0.592	0.409	0.598	ओरिएंटल
orientation	0.667	0.454	0.686	अभिविन्यास
orifice	0.448	0.355	0.443	छिद्र
origami	0.684	0.276	0.294	ओरिगेमी
origin	0.729	0.435	0.591	मूल
original	0.765	0.480	0.746	मूल
originality	0.898	0.500	0.824	मोलिकता
originate	0.702	0.500	0.866	उत्पन्न करना
origination	0.760	0.443	0.604	व्युत्पत्ति
originator	0.592	0.510	0.868	लेखक
ornament	0.561	0.373	0.441	आभूषण
ornamental	0.663	0.392	0.460	सजावटी
ornamentation	0.663	0.471	0.472	अलंकरण
ornamented	0.677	0.350	0.490	अलंकृत
ornate	0.812	0.356	0.500	सरूप
ornery	0.361	0.520	0.509	नटखट
orphan	0.133	0.388	0.140	अनाथ
orphanage	0.184	0.439	0.425	अनाथालय
orphaned	0.062	0.430	0.228	अनाथ
orthodontist	0.469	0.615	0.564	ओथडोटिस
orthodox	0.388	0.471	0.647	रूढ़िवादी
orthodoxy	0.271	0.388	0.612	ओथडोक्सी
orthogonal	0.500	0.314	0.540	ओर्थोगोनल
orthopedic	0.406	0.346	0.473	हड्डी का डॉक्टर
oscillate	0.449	0.580	0.397	हिलाना
oscillating	0.469	0.548	0.402	दोलन
oscillation	0.562	0.433	0.431	कंपन
oscillatory	0.375	0.520	0.480	oscillatory
ostensible	0.542	0.549	0.585	ख़याली
ostensibly	0.473	0.529	0.509	जाहिरा तौर पर
ostentatious	0.479	0.794	0.648	दिखावटी
ostracized	0.115	0.690	0.377	बहिष्कृत
ostrich	0.592	0.382	0.241	शुतुरमुर्ग
other	0.472	0.230	0.259	अन्य
otter	0.439	0.216	0.339	ऊद
otto	0.427	0.425	0.404	ओटो
ottoman	0.531	0.337	0.444	तुर्क
ought	0.438	0.511	0.434	चाहिए
ounce	0.531	0.255	0.288	औंस
oust	0.296	0.716	0.444	बाहर निकालना
outage	0.306	0.684	0.438	आउटेज
outback	0.500	0.324	0.430	आउटबैक
outbid	0.594	0.622	0.540	आगे बढ़ाना
outboard	0.448	0.491	0.456	जहाज़ के बाहर
outbreak	0.260	0.632	0.472	प्रकोप
outburst	0.209	0.802	0.528	विस्फोट
outcast	0.153	0.449	0.353	जाति से निकाला हुआ
outcome	0.615	0.472	0.685	नतीजा
outcry	0.271	0.773	0.718	चिल्लाहट
outdated	0.167	0.236	0.226	रगड़ा हुआ
outdo	0.771	0.750	0.873	आगे बढ़ना
outdoor	0.814	0.256	0.447	घर के बाहर
outdoors	0.781	0.444	0.453	सड़क पर
outer	0.552	0.471	0.456	आउटर
outfit	0.760	0.490	0.566	पोशाक
outgoing	0.650	0.472	0.538	मिलनसार
outgrow	0.510	0.529	0.722	विकसित हो जाना
outgrowth	0.771	0.620	0.688	परिणाम
outhouse	0.281	0.519	0.255	इमारत का बाज़ू
outing	0.771	0.672	0.634	गोट
outlandish	0.448	0.737	0.657	विदेशी
outlast	0.620	0.786	0.685	जीवित रहना
outlaw	0.255	0.662	0.482	डाकू
outlet	0.610	0.396	0.245	दुकान
outline	0.542	0.365	0.509	खाका
outlines	0.656	0.402	0.651	रूपरेखा
outlive	0.565	0.769	0.724	जीवित रहना
outlook	0.830	0.525	0.625	आउटलुक
outlying	0.460	0.562	0.503	दूर
outnumber	0.347	0.615	0.577	संख्या से बढ़ना
outpatient	0.260	0.400	0.395	आउट पेशेंट
outpost	0.635	0.571	0.675	चौकी
outpouring	0.562	0.685	0.552	दिल से बोझ उठाना
output	0.604	0.389	0.434	उत्पादन
outrage	0.060	0.689	0.542	उल्लंघन
outraged	0.156	0.696	0.538	गुस्सा
outrageous	0.153	0.945	0.713	अपमानजनक
outrank	0.653	0.643	0.817	आगे बढ़ना
outreach	0.540	0.462	0.672	आउटरीच
outright	0.767	0.396	0.755	प्रत्यक्ष
outrun	0.531	0.833	0.573	आगे बढ़ना
outset	0.750	0.500	0.582	शुरू
outsider	0.398	0.549	0.447	पराया
outskirts	0.474	0.519	0.312	सरहद
outsmart	0.673	0.657	0.864	चतुरता में मात देना
outspoken	0.582	0.413	0.667	मुखर
outstanding	0.898	0.760	0.896	असाधारण
outstretched	0.448	0.481	0.519	फैलाया हुआ
outward	0.449	0.439	0.365	बाहर
outwards	0.440	0.472	0.400	के बाहर
outweigh	0.486	0.600	0.682	पल्ला झुकना
outwit	0.302	0.755	0.356	चतुरता में मात देना
oval	0.417	0.280	0.330	अंडाकार
ovary	0.469	0.399	0.280	अंडाशय
ovate	0.385	0.286	0.368	अंडाकार
ovation	0.719	0.758	0.750	जयध्वनि
oven	0.583	0.425	0.606	तंदूर
overactive	0.667	0.885	0.592	अति
overall	0.583	0.370	0.670	कुल मिलाकर
overalls	0.500	0.392	0.373	चौग़ा
overbearing	0.323	0.833	0.861	रोबदार
overburden	0.115	0.755	0.546	पल्ला झुकना
overcast	0.417	0.250	0.475	घटाटोप
overcharged	0.276	0.780	0.569	अधिक शुल्क
overcoat	0.594	0.265	0.430	ओवरकोट
overcome	0.719	0.689	0.848	काबू पाना
overcoming	0.842	0.765	0.855	काबू
overcrowded	0.292	0.520	0.491	भीड़
overdo	0.156	0.864	0.602	ज़्यादा
overdose	0.110	0.820	0.468	जरूरत से ज्यादा
overdrive	0.303	0.715	0.732	ओवरड्राइव
overdue	0.125	0.427	0.259	अतिदेय
overestimate	0.367	0.796	0.444	अत्यधिक
overestimated	0.344	0.646	0.527	अधिक अनुमानित
overflow	0.398	0.792	0.500	बाढ़
overflowing	0.439	0.796	0.635	बह निकला
overgrown	0.333	0.500	0.369	ऊंचा हो गया हुआ
overgrowth	0.417	0.790	0.673	ऊंचा हो जाना
overhanging	0.698	0.755	0.812	लटकती
overhaul	0.500	0.651	0.491	ओवरहाल
overhead	0.344	0.700	0.538	भूमि के ऊपर
overhear	0.650	0.365	0.580	सुन पाना
overheated	0.250	0.598	0.547	गरम
overjoyed	0.908	0.708	0.755	मस्त
overkill	0.379	0.861	0.678	ओवरकिल
overlaid	0.620	0.610	0.676	मढ़ा
overlap	0.594	0.615	0.627	ओवरलैप
overlapping	0.595	0.578	0.684	अतिव्यापी
overlay	0.564	0.596	0.749	उपरिशायी
overload	0.381	0.690	0.652	अधिभार
overlook	0.292	0.418	0.415	ओवरलुक
overlord	0.750	0.755	0.932	अधिपति
overlying	0.500	0.519	0.691	अतिव्यापी
overpaid	0.429	0.670	0.585	overpaid
overpass	0.562	0.561	0.565	पुल
overplayed	0.224	0.798	0.586	ओवरप्लेड
overpower	0.448	0.859	0.783	प्रबल
overpowering	0.392	0.779	0.589	जोरदार
overpriced	0.271	0.556	0.472	अधिक
overprotective	0.448	0.673	0.741	अतिसंरक्षित
overrated	0.312	0.630	0.482	अहंकारी
overreact	0.306	0.912	0.471	अत्यधिक प्रतिक्रिया
override	0.316	0.491	0.529	अवहेलना
overriding	0.240	0.490	0.384	अधिभावी
overrule	0.224	0.412	0.429	रद्द
overrun	0.271	0.764	0.598	उग आया
oversee	0.541	0.649	0.778	देखरेख
overseer	0.552	0.520	0.873	ओवरसियर
overshadow	0.333	0.549	0.654	छाया में रखना
oversight	0.385	0.618	0.723	निगरानी
oversized	0.552	0.540	0.679	बड़े
overslept	0.408	0.315	0.300	अधिक सोया हुआ
overstate	0.281	0.779	0.635	अतिराज्य
overstock	0.344	0.592	0.589	overstock
overt	0.708	0.326	0.607	अपरोक्ष
overtake	0.573	0.620	0.718	आगे निकल
overtaken	0.594	0.552	0.702	आगे निकल
overthemoon	0.643	0.531	0.481	चाँद पर
overthinker	0.430	0.606	0.552	अति विचारक
overthinking	0.408	0.761	0.525	बहुत ज़्यादा सोचना
overthrow	0.260	0.868	0.620	को उखाड़ फेंकने के
overtime	0.447	0.504	0.529	अधिक समय तक
overtired	0.210	0.357	0.273	अधिक थका हुआ
overture	0.490	0.402	0.491	प्रस्ताव
overturn	0.240	0.765	0.396	उलट
overview	0.615	0.380	0.539	अवलोकन
overweight	0.052	0.500	0.389	अधिक वजन
overwhelm	0.250	0.823	0.462	डूब
overwhelmed	0.341	0.680	0.348	अभिभूत
overwhelming	0.327	0.830	0.640	ज़बर्दस्त
overworked	0.133	0.670	0.387	अधिक काम करना
overwrought	0.156	0.900	0.571	अतिव्य्घ्र
overzealous	0.427	0.804	0.703	ज्यादा
owe	0.500	0.429	0.386	देनदार होना
owing	0.396	0.307	0.381	कारण
owl	0.520	0.270	0.321	उल्लू
owner	0.776	0.449	0.920	मालिक
ownership	0.628	0.445	0.741	स्वामित्व
ox	0.417	0.396	0.412	बैल
oxidation	0.453	0.415	0.211	ऑक्सीकरण
oxide	0.354	0.377	0.298	ऑक्साइड
oxygen	0.908	0.310	0.575	ऑक्सीजन
oxymoron	0.427	0.481	0.398	आक्सीमोरण
oyster	0.500	0.311	0.327	सीप
ozone	0.560	0.345	0.518	ओजोन
pace	0.510	0.380	0.390	गति
pacemaker	0.448	0.569	0.582	पेसमेकर
pacific	0.627	0.118	0.580	शांत
pacified	0.802	0.194	0.414	शांत
pacifier	0.615	0.342	0.356	दिलासा देनेवाला
pacifist	0.663	0.153	0.557	शांतिवादी
pacify	0.812	0.283	0.629	शांत करना
pacing	0.583	0.551	0.491	पेसिंग
pack	0.510	0.347	0.475	सामान बाँधना
package	0.571	0.433	0.443	पैकेट
packaging	0.604	0.393	0.549	पैकेजिंग
packer	0.520	0.480	0.537	लपेटनेवाला
packet	0.582	0.385	0.407	पैकेट
pact	0.442	0.444	0.593	समझौता
pad	0.684	0.279	0.330	तकती
padded	0.606	0.212	0.371	गुदगुदा
padding	0.561	0.398	0.423	गद्दी
paddle	0.561	0.375	0.393	चप्पू
paddle boat	0.663	0.373	0.415	पैडल से चलने वाली नाव
paddock	0.480	0.429	0.481	मंडूक
paddy	0.653	0.330	0.330	धान का खेत
padlock	0.459	0.284	0.457	ताला
padre	0.684	0.407	0.647	पादरे
paean	0.552	0.547	0.471	विजय का गीत
pagan	0.292	0.578	0.542	बुतपरस्त
paganism	0.240	0.640	0.411	बुतपरस्ती
page	0.677	0.224	0.278	पृष्ठ
pageant	0.719	0.667	0.651	तमाशा
pager	0.510	0.526	0.554	पेजर
pagination	0.459	0.333	0.400	पृष्ठ पर अंक लगाना
paging	0.542	0.398	0.423	पेजिंग
pagoda	0.571	0.259	0.435	शिवालय
pail	0.448	0.177	0.188	बाल्टी
pain	0.012	0.765	0.395	दर्द
pained	0.112	0.500	0.250	पीड़ा हुई
painful	0.050	0.742	0.330	दर्दनाक
painfully	0.156	0.720	0.407	दर्दनाक
painkiller	0.487	0.312	0.481	दर्द निवारक
painless	0.785	0.173	0.491	दर्दरहित
pains	0.106	0.673	0.362	दर्द
painstaking	0.396	0.335	0.386	श्रमसाध्य
paint	0.667	0.343	0.413	रंग
paintball	0.615	0.745	0.537	पेंटबॉल
paintbrush	0.714	0.226	0.353	तूलिका
painted	0.667	0.333	0.424	पेंट
painter	0.677	0.366	0.487	चित्रकार
painting	0.792	0.324	0.333	चित्र
pair	0.552	0.317	0.304	जोड़ा
paisley	0.531	0.327	0.347	पैज़ले
pajama	0.908	0.157	0.245	पजामा
pajamas	0.719	0.170	0.264	पाजामा
pal	0.812	0.426	0.596	दोस्त
palace	0.878	0.510	0.804	महल
palatable	0.823	0.500	0.594	स्वादिष्ट
palate	0.625	0.350	0.358	तालु
pale	0.281	0.259	0.245	फीका
paleontology	0.438	0.308	0.617	जीवाश्म विज्ञान
palette	0.590	0.333	0.205	पैलेट
pall	0.277	0.387	0.394	कष्ट देना
palladium	0.470	0.380	0.393	दुर्ग
pallet	0.604	0.241	0.349	चटाई
palliative	0.548	0.394	0.518	शांति देनेवाला
palm	0.531	0.194	0.340	हथेली
palmer	0.480	0.269	0.413	बाज़ीगर
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	स्पर्शनीय
palpitations	0.417	0.702	0.528	धड़कन
palsy	0.083	0.446	0.221	पाल्सी
paltry	0.333	0.491	0.320	तुच्छ
pamper	0.792	0.321	0.348	संतुष्ट करना
pamphlet	0.530	0.250	0.327	पुस्तिका
pan	0.734	0.182	0.364	बरतन
panacea	0.420	0.427	0.613	रामबाण
panache	0.510	0.363	0.306	कलँगी
pancake	0.802	0.274	0.364	पैनकेक
pancakes	0.844	0.373	0.402	पेनकेक्स
pancreas	0.469	0.302	0.366	अग्न्याशय
panda	0.646	0.194	0.406	पांडा
pandemic	0.160	0.790	0.544	महामारी
pandemonium	0.229	0.885	0.500	विप्लव
pane	0.385	0.250	0.444	फलक
panel	0.469	0.321	0.425	पैनल
pang	0.146	0.595	0.455	वेदना
panhandle	0.441	0.431	0.414	भीख मांगने का कार्य
panic	0.062	0.938	0.400	घबराहट
panicattack	0.255	0.724	0.386	आतंकी हमले
panicked	0.100	0.949	0.260	भगदड़ मच
panicking	0.094	0.882	0.333	डर
panicky	0.284	0.962	0.393	भगदड़ का
panier	0.500	0.392	0.380	पनीर
panorama	0.719	0.402	0.625	चित्रमाला
panoramic	0.542	0.462	0.684	मनोरम
pansy	0.653	0.283	0.589	स्रीवत
pant	0.448	0.463	0.409	पंत
pantheon	0.144	0.410	0.610	सब देवताओं का मंदिर
panther	0.303	0.594	0.682	तेंदुआ
panties	0.594	0.529	0.312	जाँघिया
pantomime	0.552	0.481	0.385	मूकाभिनय
pantry	0.622	0.294	0.312	कोठार
pants	0.673	0.320	0.333	पैंट
panty	0.451	0.557	0.303	पैंटी
pantyhose	0.570	0.539	0.250	पेंटीहोज
pap	0.438	0.403	0.302	गूदा
papa	0.656	0.340	0.527	पिताजी
papacy	0.481	0.263	0.553	पोप का पद
papal	0.493	0.304	0.559	कैथोलिक
papaya	0.630	0.306	0.300	पपीता
paper	0.520	0.123	0.293	कागज़
paperback	0.633	0.269	0.314	किताबचा
paperboy	0.521	0.490	0.471	पेपरबॉय
paperweight	0.421	0.278	0.433	काग़ज़ दबाने का धातु इत्यादि का टुकड़ा
paperwork	0.448	0.355	0.422	कागजी कार्रवाई
paprika	0.417	0.250	0.264	लाल शिमला मिर्च
papyrus	0.459	0.240	0.324	पेपिरस
par	0.615	0.372	0.429	सममूल्य
parable	0.479	0.357	0.525	दृष्टांत
parabola	0.542	0.413	0.620	परवलय
parabolic	0.459	0.509	0.500	अणुवृत्त आकार का
parachute	0.562	0.787	0.564	पैराशूट
parade	0.792	0.685	0.509	परेड
paradigm	0.573	0.429	0.779	आदर्श
paradise	0.875	0.540	0.796	स्वर्ग
paradox	0.417	0.442	0.482	विरोधाभास
paradoxical	0.406	0.547	0.433	असत्यवत
paraffin	0.426	0.291	0.343	तेल
paragon	0.490	0.431	0.473	प्रतिद्वंद्वी
paragraph	0.510	0.164	0.269	अनुच्छेद
parakeet	0.576	0.387	0.227	तोता
paralegal	0.479	0.470	0.519	अर्धन्यायिक
parallax	0.437	0.394	0.471	लंबन
parallel	0.568	0.284	0.465	समानांतर
parallelism	0.549	0.363	0.527	समानता
paralysis	0.156	0.500	0.305	पक्षाघात
paralyze	0.188	0.367	0.471	पंगु बना
paramedic	0.673	0.464	0.636	नर्स
paramedics	0.479	0.594	0.712	सहयोगी
paramilitary	0.154	0.804	0.727	अर्धसैनिक
paramount	0.771	0.615	0.902	आला दर्जे का
paranoia	0.146	0.841	0.407	पागलपन
paranoid	0.122	0.918	0.364	पैरानॉयड
paranormal	0.167	0.814	0.560	असाधारण
parapet	0.450	0.356	0.279	रेलिंग
paraphernalia	0.443	0.726	0.509	सामग्री
paraphrase	0.500	0.375	0.444	संक्षिप्त व्याख्या
paraplegic	0.188	0.441	0.321	व्यक्ति को पक्षाघात
parasite	0.092	0.442	0.324	परजीवी
parasitic	0.037	0.600	0.364	परजीवी
parasol	0.604	0.255	0.304	छत्र
parcel	0.660	0.324	0.411	पार्सल
parcels	0.551	0.445	0.418	पार्सल
parched	0.250	0.235	0.255	सूखा
parchment	0.615	0.228	0.455	चर्मपत्र
pardon	0.552	0.413	0.542	क्षमा करें
pare	0.500	0.356	0.309	पारे
parenchyma	0.500	0.399	0.595	पैरेन्काइमा
parent	0.812	0.357	0.860	माता-पिता
parentage	0.903	0.382	0.595	पितृत्व
parental	0.760	0.430	0.627	पैतृक
parenthesis	0.510	0.255	0.380	कोष्टक
parenthetical	0.490	0.327	0.391	प्रारंभिक
parenthood	0.750	0.630	0.782	पितृत्व
parenting	0.812	0.520	0.676	parenting
pariah	0.397	0.478	0.293	ख़ारिज
parietal	0.481	0.333	0.491	पार्श्विका
paring	0.429	0.441	0.324	कतरन
parish	0.698	0.354	0.582	पल्ली
parity	0.582	0.406	0.407	समानता
park	0.816	0.343	0.414	पार्क
parka	0.469	0.481	0.395	एक प्रकार की खेल-कूद की जाकेट
parking	0.777	0.469	0.510	पार्किंग
parkinsons	0.104	0.570	0.373	पार्किंसन
parlance	0.510	0.350	0.462	बोल-चाल
parlay	0.469	0.611	0.483	बाज़ी
parliament	0.573	0.540	0.858	संसद
parliamentary	0.490	0.554	0.755	संसदीय
parlor	0.500	0.327	0.366	बैठक
parmesan	0.698	0.321	0.382	परमेज़न
parody	0.561	0.651	0.375	हास्यानुकृति
parole	0.388	0.620	0.526	पैरोल
parquet	0.541	0.240	0.422	लकड़ी की छत
parrot	0.588	0.333	0.292	तोता
parry	0.510	0.404	0.436	बचाव
parse	0.469	0.456	0.667	पार्स
parsimonious	0.417	0.312	0.446	किफ़ायती
parsimony	0.449	0.280	0.403	बचत
parsley	0.458	0.170	0.291	अजमोद
parson	0.583	0.250	0.615	पादरी
part	0.663	0.278	0.360	अंश
partake	0.755	0.656	0.629	हिस्सा लेना
partial	0.429	0.324	0.348	आंशिक
partiality	0.375	0.380	0.490	पक्षपात
partially	0.418	0.368	0.396	आंशिक रूप से
participant	0.712	0.598	0.613	प्रतिभागी
participate	0.755	0.580	0.684	भाग लेना
participation	0.781	0.700	0.702	भाग लेना
particle	0.521	0.265	0.438	कण
particular	0.562	0.402	0.552	विशिष्ट
particularity	0.670	0.434	0.586	ख़ासियत
particulars	0.604	0.348	0.525	ब्यौरे
parting	0.260	0.542	0.353	जुदाई
partisan	0.615	0.549	0.669	पक्षपातपूर्ण
partisanship	0.438	0.566	0.551	पक्षपात
partition	0.615	0.469	0.567	PARTITION
partly	0.415	0.410	0.396	आंशिक रूप में
partner	0.673	0.302	0.586	साथी
partnership	0.786	0.387	0.545	साझेदारी
partridge	0.583	0.415	0.250	तीतर
parts	0.459	0.327	0.392	पार्ट्स
party	0.948	0.840	0.547	समारोह
pas	0.490	0.344	0.262	सहूलियत
pass	0.510	0.324	0.362	रास्ता
passable	0.688	0.337	0.633	प्रचलित
passage	0.429	0.314	0.370	रास्ता
passageway	0.490	0.389	0.400	दालान
passe	0.531	0.357	0.426	फीका
passenger	0.717	0.413	0.481	यात्री
passim	0.458	0.491	0.333	पैसिम
passing	0.458	0.298	0.509	मृत्यु
passion	0.854	0.865	0.728	जोश
passionate	0.990	0.827	0.731	जोशीला
passive	0.420	0.116	0.241	निष्क्रिय
passivity	0.241	0.115	0.246	सहनशीलता
passkey	0.646	0.500	0.791	सर्व-कुंजी
passport	0.653	0.457	0.682	पासपोर्ट
password	0.390	0.356	0.559	पासवर्ड
past	0.490	0.422	0.311	अतीत
pasta	0.615	0.306	0.375	पास्ता
paste	0.500	0.556	0.500	पेस्ट
pastel	0.719	0.357	0.367	पस्टेल
pastime	0.677	0.353	0.443	शगल
pastor	0.698	0.236	0.746	पादरी
pastrami	0.542	0.415	0.348	पास्त्रामी
pastry	0.870	0.407	0.419	पेस्ट्री
pasture	0.688	0.145	0.170	चरागाह
pasty	0.479	0.363	0.375	लेई की तरह की
pat	0.418	0.377	0.340	थपथपाना
patch	0.439	0.288	0.283	पैबंद
patchwork	0.500	0.260	0.325	घपला
pate	0.406	0.260	0.260	खोपड़ी
patella	0.430	0.260	0.342	वुटने की चक्की
patent	0.724	0.391	0.609	पेटेंट
patented	0.571	0.422	0.685	पेटेंट
paternal	0.776	0.353	0.755	पैतृक
paternity	0.704	0.590	0.806	पितृत्व
path	0.590	0.245	0.421	रास्ता
pathetic	0.088	0.464	0.139	दयनीय
pathological	0.220	0.602	0.580	रोग
pathologist	0.354	0.552	0.585	चिकित्सक
pathology	0.271	0.560	0.558	विकृति विज्ञान
pathos	0.350	0.449	0.462	हौसला
pathway	0.646	0.410	0.519	मार्ग
patience	0.771	0.125	0.387	धैर्य
patient	0.583	0.193	0.340	रोगी
patio	0.562	0.245	0.402	आंगन
patriarch	0.592	0.448	0.898	कुलपति
patriarchal	0.531	0.500	0.857	कुलपति का
patrimony	0.719	0.406	0.740	विरासत
patriot	0.771	0.635	0.886	देश-भक्त
patriotic	0.875	0.509	0.933	देशभक्तिपूर्ण
patriotism	0.708	0.635	0.848	देश प्रेम
patrol	0.427	0.664	0.736	पहरा
patrolman	0.469	0.731	0.884	पुलिस का सिपाही
patron	0.583	0.451	0.870	संरक्षक
patronage	0.583	0.490	0.583	संरक्षण
patronising	0.439	0.455	0.582	संरक्षण
patronize	0.430	0.451	0.591	संरक्षण
patronizing	0.542	0.365	0.529	संरक्षण
patter	0.312	0.635	0.451	गपशप
pattern	0.479	0.422	0.664	नमूना
paucity	0.153	0.453	0.175	कमी
pauper	0.260	0.347	0.151	कंगाल
pause	0.429	0.188	0.264	रोकना
pave	0.594	0.490	0.509	प्रशस्त
pavement	0.460	0.353	0.475	सड़क की पटरी
pavilion	0.583	0.500	0.770	मंडप
paving	0.408	0.469	0.545	पक्की सड़क
paw	0.417	0.360	0.286	पंजा
pawn	0.390	0.321	0.187	मोहरा
pawnshop	0.396	0.439	0.519	मोहरे की दुकान
pax	0.551	0.421	0.473	शांति
pay	0.514	0.588	0.592	भुगतान करना
payable	0.385	0.480	0.606	देय
payback	0.459	0.500	0.567	कर्ज उतारने
paycheck	0.896	0.630	0.652	पेचेक
payday	0.833	0.741	0.571	payday
payer	0.313	0.630	0.638	दाता
payload	0.612	0.510	0.682	पेलोड
payment	0.629	0.452	0.643	भुगतान
payoff	0.740	0.644	0.673	भुगतान करें
payout	0.646	0.600	0.575	भुगतान
payphone	0.469	0.360	0.370	पेफोन
payroll	0.521	0.360	0.549	पेरोल
pea	0.580	0.275	0.298	मटर
peace	0.939	0.156	0.613	शांति
peaceable	0.776	0.134	0.453	शांतिप्रिय
peaceful	0.867	0.108	0.569	शांतिपूर्ण
peacefully	0.901	0.190	0.639	शांति से
peacekeeper	0.865	0.320	0.644	शांतिदूत
peaceofmind	0.786	0.160	0.519	मन की शांति
peacetime	0.949	0.180	0.579	शांतिमय समय
peach	0.704	0.480	0.272	आडू
peachy	0.755	0.479	0.388	आड़ू का
peacock	0.786	0.449	0.458	मोर
peak	0.500	0.345	0.431	शिखर
peaked	0.677	0.704	0.857	नुकीला
peanut	0.646	0.202	0.246	मूंगफली
peanuts	0.542	0.294	0.324	मूंगफली
pear	0.677	0.158	0.241	नाशपाती
pearl	0.905	0.425	0.642	मोती
pearly	0.635	0.337	0.373	मोती के रंग का
peas	0.542	0.283	0.310	मटर
peasant	0.530	0.275	0.407	किसान
peat	0.333	0.655	0.504	पीट
pebble	0.354	0.353	0.287	कंकड़
pecan	0.552	0.316	0.358	एक प्रकार का अखरोट
peck	0.202	0.530	0.321	पत्थर फेंकना
pecker	0.459	0.509	0.375	चोंच
peculiar	0.600	0.491	0.564	विचित्र
peculiarities	0.511	0.460	0.528	peculiarities
peculiarity	0.439	0.452	0.652	ख़ासियत
peculiarly	0.615	0.450	0.454	विचित्र रूप से
pecuniary	0.490	0.490	0.500	धन-संबंधी
pedal	0.500	0.320	0.342	पेडल
pedantic	0.229	0.608	0.253	पंडिताऊ
peddle	0.539	0.549	0.538	बेचो
peddler	0.408	0.481	0.390	गप्पी
pedestal	0.735	0.284	0.579	कुरसी
pedestrian	0.438	0.360	0.448	पैदल यात्री
pediatric	0.560	0.462	0.490	बाल चिकित्सा
pediatrician	0.602	0.500	0.627	बच्चों का चिकित्सक
pediatrics	0.750	0.380	0.596	बच्चों की दवा करने की विद्या
pedicure	0.695	0.269	0.296	पेडीक्योर
pedigree	0.625	0.340	0.609	वंशावली
pedometer	0.469	0.561	0.405	pedometer
pedophile	0.051	0.724	0.430	पीडोफाइल
pee	0.449	0.529	0.391	मूत्र
peek	0.486	0.360	0.411	तिरछी
peekaboo	0.592	0.607	0.412	पीकाबू
peel	0.439	0.250	0.279	छाल
peep	0.573	0.317	0.269	झलक
peeper	0.182	0.537	0.343	आईना
peephole	0.479	0.500	0.310	पीपहोल
peer	0.458	0.321	0.569	समकक्ष
peering	0.514	0.409	0.451	झाँक रहा
peerless	0.688	0.450	0.462	अद्वितीय
peeved	0.156	0.750	0.467	नाराज़
peg	0.520	0.357	0.393	खूंटी
pegs	0.408	0.286	0.386	खूंटे
peice	0.479	0.422	0.398	टुकड़ा
pelagic	0.521	0.554	0.491	समुद्री
pelican	0.573	0.391	0.380	हवासील
pellet	0.448	0.390	0.466	गोली
