English Word	Valence	Arousal	Dominance	Corsican Word
mayflower	0.690	0.463	0.429	fiore di maghju
mayhem	0.188	0.870	0.364	caosu
mayonnaise	0.510	0.320	0.222	maionese
mayor	0.469	0.481	0.818	merre
maze	0.438	0.608	0.444	labirintu
mead	0.667	0.337	0.441	idromele
meadow	0.622	0.130	0.382	pratu
meager	0.144	0.389	0.281	magro
meal	0.833	0.461	0.473	pranzu
mean	0.440	0.467	0.620	dì
meander	0.480	0.443	0.454	meandre
meandering	0.427	0.644	0.539	serpente
meanie	0.388	0.420	0.404	mè
meaning	0.663	0.395	0.625	significatu
meaningful	0.770	0.500	0.802	significativu
meaningless	0.156	0.314	0.143	senza sensu
meanness	0.102	0.694	0.368	meschinità
means	0.615	0.373	0.460	significa
meantime	0.432	0.222	0.300	intantu
measles	0.092	0.635	0.422	morbillu
measurable	0.604	0.410	0.602	misurabile
measure	0.510	0.375	0.365	misura
measured	0.542	0.265	0.578	misurata
measurement	0.622	0.418	0.491	misurazione
measuring	0.448	0.337	0.529	misurazione
measuring cup	0.557	0.343	0.377	tazza di misura
measuring tape	0.337	0.280	0.327	cinta di misura
meat	0.612	0.421	0.413	carne
meatball	0.612	0.279	0.343	polpetta
meathead	0.306	0.534	0.490	testa di carne
meatloaf	0.625	0.389	0.375	pane di carne
mechanic	0.571	0.433	0.566	meccanicu
mechanical	0.479	0.569	0.564	meccanica
mechanics	0.542	0.500	0.761	meccanica
mechanism	0.573	0.583	0.664	mecanismu
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	medaglia
medallion	0.750	0.510	0.710	medaglione
medallist	0.796	0.821	0.897	medaglia
meddle	0.302	0.770	0.526	intruduce
meddling	0.245	0.600	0.461	ingiru
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	mediale
median	0.459	0.216	0.375	mediana
mediate	0.635	0.308	0.654	mediate
mediation	0.661	0.350	0.657	mediazione
mediator	0.592	0.438	0.580	mediatore
medic	0.500	0.472	0.585	medic
medical	0.583	0.373	0.616	medicale
medicate	0.417	0.375	0.546	medicazione
medication	0.615	0.439	0.500	medicazione
medicinal	0.667	0.417	0.614	medicinali
medicine	0.708	0.318	0.679	midicina
medieval	0.560	0.408	0.455	medievale
mediocre	0.188	0.481	0.149	mediocre
mediocrity	0.073	0.398	0.225	mediocrità
meditate	0.812	0.146	0.564	meditate
meditating	0.718	0.185	0.399	medità
meditation	0.786	0.120	0.478	meditazione
meditative	0.614	0.120	0.454	meditativu
mediterranean	0.663	0.454	0.545	mediterraneu
medium	0.559	0.356	0.358	mediu
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	mansu
meet	0.760	0.510	0.580	scuntrà
meeting	0.750	0.569	0.613	riunione
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	malincunicu
melancholy	0.188	0.260	0.237	malincunia
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	dolce
melodious	0.932	0.530	0.587	melodiosa
melodrama	0.378	0.830	0.446	melodramma
melodramatic	0.235	0.692	0.368	melodrammaticu
melody	0.847	0.434	0.405	melodia
melon	0.461	0.231	0.271	melone
melt	0.448	0.615	0.312	scioglie
meltdown	0.629	0.657	0.602	fusione
melting	0.592	0.470	0.538	fusione
member	0.698	0.333	0.555	membru
membership	0.698	0.411	0.778	appartenenza
membrane	0.406	0.430	0.418	membrana
memento	0.708	0.360	0.536	ricordu
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	memoria
memorabilia	0.780	0.412	0.491	memorabilia
memorable	0.939	0.510	0.769	memorable
memorandum	0.600	0.500	0.639	memorandum
memorial	0.602	0.304	0.600	memoriale
memorials	0.771	0.333	0.679	memoriali
memories	0.963	0.487	0.510	ricordi
memoriesiwontforget	0.635	0.542	0.455	ricordi ùn si scurdassi
memorize	0.520	0.451	0.716	memorizà
memory	0.792	0.378	0.573	memoria
menace	0.125	0.894	0.759	minaccia
menacing	0.042	0.880	0.643	minaccianti
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	ripara
mending	0.500	0.633	0.657	ammenda
menial	0.490	0.420	0.352	menile
meningitis	0.104	0.612	0.407	meningite
meniscus	0.323	0.330	0.453	meniscu
menopause	0.204	0.460	0.306	menopause
menses	0.163	0.686	0.331	menstruazioni
menstrual	0.408	0.519	0.435	menstruali
mental	0.490	0.490	0.585	mentale
mentalhealth	0.562	0.541	0.670	salute mentale
mentality	0.711	0.415	0.726	mentalità
menthol	0.490	0.292	0.433	mentolu
mention	0.562	0.365	0.562	menzione
mentor	0.719	0.455	0.777	mentore
menu	0.633	0.333	0.385	menu
meow	0.510	0.510	0.412	miau
mercantile	0.480	0.490	0.713	mercantile
mercenary	0.245	0.837	0.673	mercenari
merchandise	0.594	0.460	0.621	merchandise
merchant	0.675	0.500	0.620	mercante
merciful	0.854	0.346	0.500	misericordioso
merciless	0.062	0.880	0.634	senza pietà
mercurial	0.490	0.546	0.518	mercuriale
mercury	0.337	0.312	0.475	mercuriu
mercy	0.719	0.229	0.500	pietà
mere	0.396	0.221	0.176	mera
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	unisce
merger	0.592	0.490	0.642	fusione
meridian	0.510	0.324	0.558	meridianu
meridional	0.365	0.290	0.600	meridionale
meringue	0.625	0.580	0.411	meringa
merit	0.854	0.500	0.722	meritu
meritorious	0.781	0.618	0.855	meritoriu
mermaid	0.765	0.623	0.452	sirena
merriment	0.948	0.721	0.632	allegria
merry	0.979	0.731	0.764	allegra
merrychristmas	0.888	0.510	0.536	bon natale
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	maglia
meshes	0.440	0.363	0.362	maglie
mesmerized	0.520	0.552	0.421	ipnotizzato
mess	0.143	0.843	0.273	mess
message	0.650	0.391	0.415	missaghju
messedup	0.333	0.615	0.358	incassatu
messenger	0.694	0.434	0.500	messenger
messiah	0.781	0.634	0.800	messia
messy	0.260	0.635	0.140	disordinatu
metabolic	0.408	0.531	0.559	metabolicu
metabolism	0.698	0.509	0.555	metabolismu
metal	0.551	0.429	0.547	metallu
metallic	0.615	0.330	0.607	metallicu
metallurgy	0.396	0.509	0.587	metallurgia
metamorphosis	0.541	0.571	0.613	metamorfosi
metaphor	0.562	0.280	0.470	metafora
metaphorical	0.500	0.412	0.480	metaforicu
metaphysical	0.630	0.573	0.686	metafisica
metaphysics	0.561	0.396	0.588	metafisica
metastasis	0.177	0.646	0.452	metastasi
meteor	0.398	0.714	0.737	meteoru
meteoric	0.590	0.802	0.684	meteoricu
meteorite	0.385	0.794	0.750	meteorite
meteorological	0.635	0.557	0.556	meteorologicu
meteorology	0.630	0.418	0.689	meteorulugia
meter	0.438	0.300	0.463	metru
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	metadone
methane	0.290	0.460	0.569	metanu
methanol	0.292	0.500	0.570	metanolu
method	0.640	0.275	0.698	metudu
methodical	0.663	0.360	0.745	metudicu
methodology	0.664	0.327	0.745	metodulugia
meticulous	0.555	0.480	0.555	meticuloso
metime	0.531	0.398	0.417	tempu
metric	0.519	0.248	0.573	metrica
metrical	0.521	0.375	0.482	metricu
metrology	0.531	0.432	0.439	metrologia
metropolis	0.656	0.625	0.779	metropole
metropolitan	0.387	0.408	0.723	metropolitanu
mettle	0.667	0.529	0.750	coraggio
mew	0.418	0.481	0.380	miau
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	mic
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	microbu
microbiology	0.571	0.378	0.560	microbiologia
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microcosmu
microfilm	0.469	0.352	0.412	microfilm
microgram	0.448	0.286	0.355	microgrammu
micrometer	0.573	0.358	0.394	micrometru
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	microfonu
microscope	0.531	0.330	0.464	microscope
microscopic	0.360	0.327	0.433	microscopicu
microscopically	0.623	0.370	0.412	microscopicamente
microscopy	0.500	0.339	0.455	microscopia
microwave	0.542	0.497	0.443	microonde
mid	0.500	0.315	0.356	mid
midair	0.633	0.413	0.455	a mezz'aria
midday	0.658	0.250	0.403	meziornu
middle	0.458	0.157	0.300	mezzu
middleman	0.500	0.404	0.452	intermediari
middleweight	0.510	0.302	0.428	pesu mediu
midget	0.396	0.295	0.254	midget
midland	0.521	0.402	0.456	midland
midlife	0.594	0.244	0.473	mezza vita
midline	0.332	0.224	0.330	linea mediana
midnight	0.562	0.470	0.545	mezzanotte
midshipman	0.469	0.615	0.785	guardiamarina
midst	0.324	0.275	0.296	à mezu
midsummer	0.781	0.480	0.492	mezza estate
midterm	0.427	0.337	0.425	midterm
midtown	0.479	0.442	0.538	midtown
midway	0.459	0.316	0.304	a mezza strada
midwife	0.531	0.570	0.453	levatrice
midwifery	0.510	0.570	0.459	ostetricia
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	afflittu
mighty	0.855	0.837	0.936	putente
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migraine
migrate	0.415	0.580	0.454	migrà
migration	0.492	0.731	0.566	migrazione
migratory	0.448	0.521	0.491	migratoriu
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	dolce
mildew	0.344	0.250	0.241	muffa
mildness	0.827	0.226	0.311	mitezza
mile	0.521	0.417	0.456	milla
mileage	0.510	0.458	0.562	chilometru
milestone	0.719	0.373	0.558	pietra miliare
militant	0.418	0.667	0.750	militante
militants	0.260	0.673	0.652	militanti
military	0.396	0.710	0.875	militari
militia	0.396	0.729	0.769	milizia
milk	0.817	0.270	0.327	latti
milkman	0.750	0.380	0.304	lattaio
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	latte
mill	0.531	0.382	0.347	mulinu
millennium	0.573	0.398	0.760	millenniu
milligram	0.429	0.217	0.302	milligrammu
millimeter	0.427	0.177	0.360	millimetru
million	0.776	0.647	0.812	millioni
millionaire	0.917	0.755	0.850	milionariu
millionth	0.635	0.528	0.611	milionesimu
millstone	0.510	0.433	0.492	macina
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	mimicà
mimicking	0.316	0.433	0.364	mimitendu
mimicry	0.420	0.337	0.472	mimica
mince	0.417	0.529	0.378	macinata
mincemeat	0.396	0.435	0.358	carne macinata
mind	0.650	0.388	0.627	mente
minded	0.656	0.394	0.627	mente
mindful	0.765	0.450	0.725	attenti
mindfulness	0.729	0.635	0.745	consapevolezza
mindless	0.184	0.333	0.153	senza mente
mine	0.688	0.418	0.578	mio
minefield	0.188	0.839	0.684	campu minatu
miner	0.408	0.594	0.644	minatore
mineral	0.519	0.287	0.605	minerale
mineralogy	0.551	0.408	0.545	mineralogia
mingle	0.561	0.480	0.434	mischjà
mingled	0.521	0.392	0.357	mischiatu
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniatura
minibus	0.439	0.390	0.428	minibus
minim	0.518	0.208	0.138	minimu
minimal	0.448	0.147	0.206	minimu
minimize	0.360	0.236	0.311	minimizzà
minimized	0.458	0.137	0.208	minimizatu
minimum	0.380	0.198	0.194	minimu
mining	0.633	0.598	0.554	minieri
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	ministru
ministerial	0.571	0.519	0.660	ministeriale
ministry	0.510	0.346	0.717	ministeru
minivan	0.592	0.356	0.452	minivan
mink	0.560	0.515	0.430	visone
minnow	0.541	0.367	0.364	pesciu
minor	0.250	0.235	0.175	minore
minority	0.310	0.332	0.211	minoranza
minstrel	0.458	0.541	0.397	menestrellu
mint	0.688	0.221	0.345	menta
minty	0.635	0.292	0.361	minty
minuscule	0.396	0.286	0.214	minuscule
minute	0.582	0.279	0.356	minutu
minutiae	0.323	0.257	0.316	minuti
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	miraculu
miracles	0.922	0.735	0.692	miraculi
miraculous	0.875	0.706	0.812	miraculosa
mirage	0.546	0.487	0.562	miraggiu
mire	0.344	0.376	0.298	fango
mirror	0.677	0.310	0.438	specchiu
mirth	0.888	0.640	0.608	allegria
misappropriation	0.097	0.831	0.500	misappropriation
misbehave	0.020	0.847	0.304	cumportà male
misbehavior	0.031	0.704	0.269	mala cumpurtamentu
miscalculation	0.177	0.490	0.353	errore di calculu
miscarriage	0.042	0.781	0.312	abortu
miscellaneous	0.531	0.321	0.196	miscellaneous
miscellany	0.500	0.412	0.384	miscellania
mischief	0.385	0.834	0.292	malizia
mischievous	0.439	0.804	0.472	malignu
misconception	0.210	0.557	0.291	misconception
misconduct	0.061	0.667	0.304	mala conducta
misdemeanor	0.210	0.640	0.364	delittu
misdirection	0.131	0.710	0.281	misdirezzione
miser	0.208	0.633	0.311	avaro
miserable	0.062	0.461	0.188	miserable
miserably	0.280	0.545	0.150	miserablement
misery	0.146	0.378	0.158	miseria
misfire	0.153	0.453	0.200	misfire
misfit	0.173	0.500	0.393	disadattatu
misfortune	0.094	0.780	0.311	disgrazia
misguided	0.280	0.531	0.259	sbagliatu
mishap	0.071	0.654	0.227	disgrazia
misinformed	0.156	0.567	0.250	misinformatu
misinterpretation	0.112	0.556	0.360	interpretazione sbagliata
mislead	0.167	0.765	0.412	ingannà
misleading	0.070	0.660	0.272	ingannevole
misled	0.177	0.606	0.353	ingannatu
mismanagement	0.094	0.520	0.295	mala gestione
mismatch	0.250	0.459	0.282	discordanza
mismatched	0.250	0.557	0.302	sbagghiatu
misnomer	0.296	0.528	0.284	misnomer
misplace	0.229	0.461	0.191	misplace
misplaced	0.247	0.450	0.324	misplaced
misread	0.115	0.558	0.315	mallettu
misrepresent	0.198	0.542	0.418	travisà
misrepresentation	0.323	0.618	0.518	misrepresentazione
misrepresented	0.042	0.519	0.466	travisatu
miss	0.573	0.490	0.408	miss
missile	0.240	0.830	0.764	missile
missiles	0.070	0.922	0.830	missili
missing	0.306	0.418	0.222	mancanti
missingyou	0.260	0.471	0.377	mi manchi
mission	0.765	0.633	0.870	missione
missionary	0.729	0.404	0.596	missiunariu
misspell	0.292	0.423	0.281	sbagliu di ortografia
misstatement	0.302	0.547	0.221	misturazione
missy	0.521	0.480	0.333	signorina
mist	0.375	0.194	0.221	nebbia
mistake	0.208	0.585	0.102	sbagliu
mistaken	0.131	0.630	0.212	sbagliatu
mister	0.604	0.406	0.663	mister
mistletoe	0.542	0.470	0.324	vischiu
mistreated	0.010	0.792	0.200	maltrattatu
mistress	0.630	0.796	0.694	padrona
mistrial	0.427	0.539	0.536	annullamentu
mistrust	0.135	0.657	0.231	sfiducia
misty	0.427	0.451	0.278	nebbiosa
misunderstand	0.177	0.548	0.382	malintendere
misunderstanding	0.112	0.618	0.284	malintesi
misunderstood	0.177	0.625	0.309	incomprisu
misuse	0.083	0.560	0.196	abusu
mite	0.290	0.584	0.271	acaru
miter	0.458	0.500	0.414	mitra
mitigate	0.506	0.427	0.456	mitigà
mitigating	0.551	0.520	0.600	mitigendu
mitigation	0.448	0.527	0.423	mitigazione
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	mita
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	mischjà
mixed	0.510	0.346	0.444	mistu
mixedemotions	0.440	0.673	0.430	emozioni miste
mixer	0.562	0.500	0.556	mixer
mixture	0.546	0.360	0.481	mischiu
mnemonic	0.531	0.480	0.452	mnemonica
moan	0.357	0.735	0.352	lagna
moat	0.398	0.380	0.314	fossa
mob	0.296	0.788	0.567	mob
mobile	0.615	0.569	0.481	mobile
mobility	0.700	0.596	0.654	mobilità
mobilization	0.688	0.720	0.787	mobilizazione
mobilize	0.604	0.684	0.727	mobilizà
mobster	0.188	0.870	0.638	mafioso
mocha	0.500	0.396	0.311	mocca
mock	0.360	0.606	0.618	burla
mocked	0.225	0.746	0.204	burlatu
mockery	0.094	0.806	0.181	burla
mocking	0.082	0.755	0.394	burla
mockingbird	0.513	0.337	0.423	mockingbird
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modale
modality	0.633	0.404	0.527	modalità
mode	0.531	0.185	0.367	modu
model	0.607	0.388	0.723	mudellu
modeler	0.500	0.510	0.730	modellatore
modeling	0.684	0.404	0.490	mudellu
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	moderatu
moderate anticipation	0.667	0.451	0.574	anticipazione moderata
moderate disgust	0.229	0.558	0.381	disgustu moderatu
moderate negative	0.177	0.500	0.306	negativu moderatu
moderate positive	0.896	0.453	0.753	moderatu pusitivu
moderate surprise	0.776	0.663	0.637	surpresa moderata
moderate trust	0.677	0.350	0.773	fiducia moderata
moderately	0.604	0.264	0.500	moderatu
moderating	0.667	0.402	0.783	moderatu
moderation	0.531	0.240	0.453	moderazione
moderator	0.519	0.354	0.802	moderatore
modern	0.855	0.423	0.691	mudernu
modernism	0.760	0.553	0.703	mudernisimu
modest	0.760	0.130	0.412	modestu
modesty	0.778	0.240	0.500	modestia
modicum	0.234	0.417	0.327	modicum
modifiable	0.541	0.422	0.373	mudificabile
modification	0.480	0.520	0.625	mudificazione
modified	0.561	0.458	0.693	mudificatu
modify	0.458	0.584	0.625	mudificà
modulate	0.673	0.343	0.555	modulà
modulation	0.458	0.365	0.565	modulazione
module	0.582	0.388	0.571	modulu
modulus	0.622	0.304	0.481	modulu
mogul	0.510	0.652	0.865	mogul
moiety	0.378	0.343	0.454	mità
moist	0.470	0.316	0.386	umitu
moisture	0.406	0.398	0.327	umidità
moisturizer	0.750	0.280	0.386	idratante
molar	0.544	0.426	0.350	molare
molasses	0.490	0.269	0.286	melassa
mold	0.330	0.274	0.402	muffa
molded	0.667	0.361	0.373	stampatu
molding	0.552	0.308	0.546	moldura
moldy	0.235	0.387	0.250	muffa
mole	0.436	0.377	0.352	talpa
molecular	0.495	0.440	0.536	molekulari
molecule	0.531	0.259	0.375	molécula
molest	0.133	0.816	0.319	molestà
molestation	0.102	0.808	0.407	molestazione
molester	0.143	0.811	0.478	molestatore
molten	0.417	0.490	0.339	fusu
mom	0.927	0.336	0.639	mamma
moment	0.604	0.435	0.509	mumentu
momentary	0.562	0.271	0.330	momentaneo
momentous	0.792	0.587	0.760	impurtante
momentum	0.663	0.750	0.688	impulsu
momma	0.833	0.412	0.527	mamma
mommy	0.854	0.353	0.422	mamma
monad	0.510	0.482	0.451	munade
monarch	0.583	0.559	0.870	monarca
monarchy	0.450	0.557	0.870	munarchia
monastery	0.694	0.183	0.726	monasteru
monastic	0.438	0.314	0.676	monasticu
monetary	0.583	0.494	0.716	monetaria
money	0.844	0.608	0.827	soldi
mongoloid	0.177	0.364	0.317	mongoloide
mongoose	0.327	0.380	0.546	mangusta
mongrel	0.425	0.438	0.395	mestiere
monitor	0.490	0.298	0.538	monitor
monk	0.472	0.208	0.439	monacu
monkey	0.548	0.449	0.283	scimmia
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monocromu
monogamous	0.510	0.335	0.402	monogamu
monogamy	0.542	0.380	0.455	monogamia
monogram	0.480	0.210	0.425	monogramma
monogrammed	0.503	0.270	0.402	monogramma
monograph	0.500	0.242	0.481	monografia
monolayer	0.427	0.294	0.433	monolayer
monolith	0.429	0.327	0.500	monolitu
monologue	0.500	0.284	0.534	monologu
monopolist	0.330	0.590	0.725	monopolista
monopoly	0.449	0.509	0.640	monopoliu
monotonous	0.354	0.221	0.400	monotonu
monotony	0.398	0.135	0.353	monotunia
monoxide	0.433	0.430	0.490	monossidu
monsieur	0.552	0.340	0.623	monsieur
monsoon	0.358	0.600	0.481	musone
monster	0.133	0.935	0.596	mostru
monstrosity	0.094	0.933	0.611	mostruosità
monstrous	0.094	0.942	0.649	monstruosu
montage	0.438	0.520	0.388	muntage
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	mese
monthly	0.622	0.314	0.364	mensili
monument	0.833	0.404	0.811	munumentu
monumental	0.656	0.594	0.955	monumentale
moo	0.438	0.355	0.300	mu
mooch	0.378	0.413	0.309	mucca
mood	0.720	0.500	0.500	umore
moods	0.578	0.633	0.491	umore
moody	0.245	0.811	0.595	lunatico
moon	0.673	0.233	0.547	luna
moonbeam	0.700	0.290	0.491	raggiu di luna
moonlight	0.865	0.264	0.409	chiaru di luna
moonlit	0.873	0.269	0.508	di luna
moonshine	0.633	0.389	0.491	luci di luna
moonstruck	0.583	0.438	0.407	lunare
moonwalk	0.615	0.586	0.525	camminata di luna
moor	0.311	0.464	0.378	morra
moored	0.344	0.500	0.417	attraccatu
mooring	0.323	0.490	0.444	amarre
moorings	0.406	0.500	0.516	ormeggi
moorland	0.490	0.370	0.456	landa
moose	0.648	0.373	0.318	alce
moot	0.344	0.500	0.615	mossa
mooted	0.388	0.580	0.463	mossa
mop	0.396	0.442	0.296	mop
mope	0.406	0.309	0.345	mopa
moped	0.582	0.582	0.554	ciclomotore
moral	0.700	0.459	0.796	morale
morale	0.729	0.158	0.792	morale
morality	0.750	0.408	0.759	a moralità
morals	0.646	0.430	0.611	morale
morass	0.387	0.348	0.375	palude
moratorium	0.337	0.427	0.373	moratoria
moray	0.510	0.402	0.463	murena
morbid	0.090	0.833	0.395	morbosa
morbidity	0.370	0.630	0.443	morbidità
morbidness	0.120	0.694	0.339	morbosità
mores	0.582	0.317	0.684	mores
morgue	0.022	0.539	0.241	morgue
moribund	0.083	0.488	0.167	moribunda
morn	0.542	0.284	0.345	matina
morning	0.688	0.235	0.444	mane
moron	0.133	0.587	0.183	idiota
moronic	0.122	0.500	0.224	idiota
morose	0.240	0.663	0.264	morsu
morph	0.448	0.469	0.451	morph
morphine	0.229	0.490	0.496	morfina
morphism	0.398	0.549	0.386	morfismu
morphology	0.516	0.373	0.639	morfologia
morrow	0.708	0.314	0.490	dumane
morsel	0.490	0.296	0.400	pezzu
mortal	0.196	0.786	0.510	murtale
mortality	0.229	0.726	0.518	mortalità
mortar	0.333	0.627	0.562	mortare
mortgage	0.255	0.408	0.537	ipoteca
mortgagee	0.418	0.633	0.723	ipotecariu
mortgagor	0.431	0.522	0.490	ipotecariu
mortician	0.104	0.429	0.275	funeraria
mortification	0.135	0.644	0.404	mortificazione
mortified	0.073	0.731	0.270	mortificatu
mortuary	0.133	0.606	0.427	mortuaria
mosaic	0.635	0.250	0.302	mosaicu
mosey	0.521	0.402	0.330	mosia
mosquito	0.229	0.400	0.198	mosquito
moss	0.235	0.270	0.245	muscu
mossy	0.375	0.329	0.286	muschiosa
mote	0.375	0.388	0.260	mote
motel	0.531	0.372	0.450	motel
moth	0.323	0.350	0.196	moth
mother	0.931	0.408	0.725	mamma
motherfucker	0.122	0.827	0.351	mamma di puttana
motherfucking	0.071	0.823	0.373	puttana
motherhood	0.844	0.546	0.667	a maternità
motherland	0.677	0.375	0.731	patria
motherless	0.163	0.541	0.337	senza mamma
motherly	0.927	0.324	0.710	maternali
motif	0.688	0.481	0.527	mutivu
motion	0.667	0.538	0.657	muvimentu
motionless	0.323	0.210	0.246	immobile
motivate	0.812	0.776	0.873	motivate
motivating	0.958	0.820	0.787	motivanti
motivation	0.854	0.784	0.802	mutivazione
motivational	0.906	0.646	0.858	motivational
motive	0.667	0.588	0.663	mutivu
motley	0.480	0.398	0.412	eturitu
motor	0.531	0.551	0.648	mutore
motorbike	0.552	0.608	0.616	motocicletta
motorboat	0.677	0.500	0.390	barca à motore
motorcade	0.708	0.730	0.593	carcade
motorcar	0.694	0.565	0.682	automobile
motorcycle	0.677	0.764	0.713	motocicletta
motorist	0.562	0.663	0.578	automobile
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	maculata
motto	0.688	0.317	0.439	mottu
mould	0.357	0.176	0.246	muffa
mound	0.520	0.481	0.509	tumulu
mount	0.500	0.292	0.348	muntagna
mountain	0.698	0.408	0.649	muntagna
mountaineer	0.635	0.774	0.535	alpinista
mountainous	0.635	0.519	0.612	muntagnosa
mountains	0.766	0.433	0.569	muntagne
mountaintop	0.653	0.541	0.713	cima di a muntagna
mourn	0.056	0.583	0.150	piantà
mournful	0.180	0.441	0.188	luttu
mourning	0.177	0.490	0.266	luttu
mouse	0.427	0.441	0.206	surci
mousetrap	0.180	0.643	0.330	trappula
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	baffi
mousy	0.480	0.413	0.339	topo
mouth	0.734	0.294	0.336	bocca
mouthful	0.609	0.565	0.389	bocca in bocca
mouthpiece	0.573	0.346	0.393	bocca
mouthwash	0.438	0.385	0.352	collu di bocca
movable	0.469	0.509	0.500	mobile
move	0.656	0.647	0.670	move
movement	0.656	0.654	0.658	muvimentu
mover	0.615	0.539	0.466	mutore
movie	0.792	0.560	0.471	filmu
movies	0.724	0.426	0.472	filmi
moving	0.479	0.673	0.358	movendu
movingforward	0.857	0.518	0.848	avanzendu
movingon	0.490	0.529	0.435	movendu
mow	0.420	0.559	0.393	falà
mower	0.458	0.510	0.368	falciatrice
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	assai necessariu
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	mucca
mucked	0.184	0.500	0.373	muccatu
mucous	0.330	0.296	0.293	mucosa
mucus	0.143	0.309	0.228	mucus
mud	0.333	0.260	0.185	fangu
muddle	0.184	0.710	0.336	sfondate
muddled	0.250	0.615	0.263	cunfusa
muddy	0.292	0.400	0.283	fangosa
muff	0.542	0.335	0.314	muffa
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	arruffatu
muffler	0.357	0.407	0.454	silenziatore
mug	0.542	0.214	0.382	mug
mugger	0.125	0.850	0.500	rapinatore
mulberry	0.469	0.315	0.361	mulberry
mulch	0.349	0.361	0.383	mulch
mule	0.320	0.337	0.254	mula
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	mullet
multilateral	0.500	0.469	0.705	multilaterale
multimedia	0.611	0.390	0.607	multimedia
multinational	0.656	0.510	0.842	multinazionale
multiple	0.660	0.510	0.578	multiplicità
multiple sclerosis	0.188	0.587	0.483	sclerosi multipla
multiplex	0.610	0.590	0.667	multiplex
multiplication	0.646	0.565	0.762	multiplicazione
multiplicity	0.677	0.490	0.777	multiplicità
multiplied	0.802	0.559	0.729	multiplicate
multiplier	0.643	0.615	0.741	multiplicatore
multiply	0.802	0.625	0.777	multiplicà
multitude	0.562	0.765	0.847	multitùdine
mum	0.802	0.317	0.698	mamma
mumble	0.292	0.444	0.245	murmurà
mumbo	0.429	0.506	0.336	mumbu
mummy	0.400	0.588	0.415	mummia
mumps	0.099	0.410	0.311	parotite
munch	0.541	0.277	0.434	munch
munchies	0.562	0.470	0.491	munchies
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	mundane
municipal	0.625	0.390	0.758	municipale
municipality	0.569	0.280	0.614	cumuna
mural	0.551	0.265	0.454	murale
murder	0.061	0.942	0.615	assassiniu
murderer	0.010	0.960	0.650	assassinu
murderess	0.041	0.941	0.462	assassina
murderous	0.017	0.940	0.682	assassinu
murky	0.143	0.618	0.370	torbu
murmur	0.458	0.520	0.200	murmuriu
muscle	0.359	0.490	0.645	musculu
muscular	0.531	0.434	0.577	musculosa
muse	0.760	0.360	0.509	musa
muses	0.714	0.434	0.571	muse
museum	0.792	0.206	0.481	museu
mush	0.500	0.311	0.125	mush
mushroom	0.490	0.274	0.269	fungo
mushy	0.520	0.200	0.182	molle
music	0.833	0.563	0.605	musica
musical	0.908	0.630	0.530	musicali
