English Word	Valence	Arousal	Dominance	Xhosa Word
hinge	0.458	0.292	0.417	ihenjisi
hint	0.602	0.330	0.517	icebiso
hinterland	0.530	0.520	0.457	ilizwekazi
hip	0.448	0.415	0.345	hip
hip hop	0.740	0.714	0.484	ihip-hop
hippie	0.551	0.400	0.396	ihippie
hippo	0.490	0.404	0.477	imvubu
hippopotamus	0.541	0.472	0.615	imvubu
hire	0.688	0.558	0.556	qesha
hirsute	0.385	0.483	0.373	jonga
hiss	0.388	0.480	0.370	wakhe
hissing	0.500	0.454	0.400	ukufutha
histology	0.490	0.320	0.560	Imbali
historian	0.688	0.270	0.637	umbhali-mbali
historic	0.816	0.473	0.784	ngokwembali
historical	0.653	0.357	0.833	zembali
historiography	0.562	0.415	0.634	imbali
history	0.729	0.382	0.754	imbali
hit	0.235	0.931	0.679	hit
hitch	0.512	0.480	0.554	qhwaba
hitchhike	0.396	0.622	0.385	ukuhambahamba
hitchhiker	0.594	0.626	0.603	umkhweli
hitherto	0.448	0.356	0.463	kude kube ngoku
hitter	0.418	0.683	0.713	umbetha
hive	0.471	0.452	0.544	umqolomba
hives	0.417	0.473	0.591	iingcingo
hoard	0.506	0.412	0.518	qokelela
hoarse	0.281	0.402	0.315	lithetha ilizwi
hoary	0.469	0.298	0.424	ngwevu
hoax	0.146	0.696	0.303	ubuxoki obenziwe ngamasibomu
hob	0.633	0.363	0.415	isitovu
hobbit	0.479	0.489	0.472	into yokuzonwabisa
hobby	0.827	0.560	0.471	into yokuzonwabisa
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	ihokhi
hockey	0.565	0.786	0.548	ihoki
hoe	0.302	0.480	0.418	igaba
hog	0.317	0.509	0.271	ihagu
hogwash	0.420	0.490	0.361	ihogwash
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	phakamisa
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	bamba
holder	0.592	0.330	0.713	umbambi
holding	0.600	0.385	0.670	ukubamba
holdup	0.398	0.471	0.398	bambelela
hole	0.531	0.310	0.330	umngxuma
holiday	0.948	0.431	0.593	iholide
holidays	0.939	0.521	0.512	iiholide
holidayseason	0.875	0.566	0.518	ixesha leholide
holiness	0.860	0.264	0.742	ubungcwele
holistic	0.670	0.348	0.547	ngokupheleleyo
holler	0.276	0.825	0.406	ukukhwaza
hollow	0.300	0.337	0.222	umngxuma
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	iHolocaust
hologram	0.615	0.461	0.575	ihologram
holographic	0.510	0.471	0.555	iholographic
holster	0.561	0.255	0.339	iholster
holy	0.812	0.112	0.690	ngcwele
holyspirit	0.740	0.480	0.526	umoya oyingcwele
homage	0.833	0.560	0.737	imbeko
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	iihombres
home	0.854	0.270	0.545	ekhaya
homeboy	0.602	0.255	0.436	mfana wasekhaya
homecoming	0.760	0.413	0.472	ukubuyela ekhaya
homeland	0.663	0.439	0.868	ilizwe lasekhaya
homeless	0.042	0.450	0.188	abangenamakhaya
homely	0.745	0.157	0.399	ekhaya
homemade	0.869	0.340	0.398	yenziwe ekhaya
homeopathic	0.417	0.268	0.400	i-homeopathic
homeopathy	0.469	0.284	0.439	ihomeopathy
homeowner	0.635	0.397	0.962	umninimzi
homeroom	0.604	0.480	0.491	igumbi lasekhaya
homesick	0.436	0.304	0.347	ndikhumbula ekhaya
homestead	0.865	0.221	0.536	ikhaya
homesweethome	0.796	0.380	0.538	ekhaya elimyoli
hometown	0.858	0.333	0.605	idolophu yasekhaya
homeward	0.833	0.275	0.435	ekhaya
homework	0.396	0.412	0.459	umsebenzi wasekhaya
homey	0.769	0.278	0.500	ekhaya
homicidal	0.020	0.912	0.573	ukubulala
homicide	0.010	0.973	0.518	ukubulala
homily	0.621	0.358	0.425	ikhaya
homing	0.551	0.460	0.527	ekhaya
hominy	0.479	0.382	0.429	indoda
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	ihomogeneity
homogeneous	0.552	0.255	0.617	ifanayo
homologous	0.471	0.353	0.536	i-homologous
homologue	0.542	0.356	0.509	ihomologue
homology	0.571	0.494	0.527	ihomology
homophobic	0.130	0.736	0.464	ukuzonda amafanasini
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	lungisa
honest	0.927	0.254	0.750	unyanisekile
honesty	0.938	0.411	0.728	ukunyaniseka
honey	0.920	0.431	0.510	ubusi
honeycomb	0.541	0.417	0.412	incindi yobusi
honeymoon	0.979	0.678	0.526	ihoneymoon
honeysuckle	0.597	0.451	0.517	i-honeysuckle
honk	0.549	0.635	0.415	ihonk
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	imbeko
honorable	0.963	0.412	0.830	ebekekileyo
honorarium	0.796	0.510	0.746	imbeko
honorary	0.885	0.565	0.811	imbeko
honored	0.938	0.447	0.732	imbeko
hooch	0.429	0.538	0.373	ihuku
hood	0.357	0.459	0.306	isigqubuthelo
hooded	0.306	0.745	0.439	igqubuthele
hoodlum	0.354	0.720	0.432	ihoodlum
hoof	0.427	0.341	0.365	uphuphu
hook	0.418	0.444	0.395	hook
hooked	0.610	0.661	0.454	ikhonkco
hooker	0.214	0.889	0.373	ihuka
hookup	0.625	0.529	0.683	dibana no
hooky	0.468	0.500	0.452	ihuka
hooligan	0.295	0.712	0.455	i-hooligan
hoop	0.635	0.204	0.315	ihupula
hoopla	0.542	0.471	0.353	iholo
hooray	0.610	0.481	0.536	iholo
hoot	0.449	0.560	0.430	shushu
hooter	0.470	0.615	0.455	ihutha
hop	0.450	0.520	0.427	xhuma
hope	0.927	0.317	0.739	ithemba
hopeful	0.947	0.357	0.627	ndinethemba
hopeless	0.094	0.298	0.112	engenathemba
hopelessness	0.052	0.402	0.223	ukungabi nathemba
hopes	0.917	0.500	0.702	ithemba
hoping	0.684	0.469	0.454	ithemba
hopper	0.396	0.491	0.442	ihopha
horde	0.286	0.713	0.684	umkhosi
horizon	0.729	0.284	0.590	umphezulu
horizontal	0.573	0.304	0.387	ithe tyaba
horizontally	0.500	0.356	0.439	ngokuthe tye
hormonal	0.500	0.620	0.551	ihomoni
hormone	0.490	0.750	0.621	ihomoni
horn	0.385	0.510	0.366	uphondo
horned	0.316	0.610	0.375	iimpondo
hornet	0.398	0.594	0.500	iimpondo
horny	0.490	0.908	0.560	ineempondo
horoscope	0.500	0.360	0.490	ihoroscope
horrendous	0.073	0.755	0.365	eyoyikekayo
horrible	0.071	0.857	0.398	eyoyikekayo
horribly	0.050	0.631	0.454	ngokoyikekayo
horrid	0.052	0.765	0.419	imbi
horrific	0.094	0.846	0.481	eyoyikekayo
horrified	0.040	0.885	0.368	othukile
horrifying	0.010	0.760	0.352	iyoyikeka
horror	0.115	0.850	0.438	uloyiko
horrors	0.061	0.852	0.409	amasikizi
horse	0.635	0.510	0.529	ihashe
horseback	0.688	0.588	0.566	ihashe
horseman	0.441	0.700	0.676	umkhweli wehashe
horsepower	0.594	0.735	0.735	amandla ehashe
horseradish	0.321	0.584	0.476	ihorseradish
horseshit	0.153	0.582	0.179	ihashe
horseshoe	0.673	0.350	0.406	isihlangu sehashe
horsey	0.602	0.454	0.462	ihashe
horticultural	0.594	0.387	0.509	ihorticultural
horticulture	0.700	0.420	0.434	ihorticulture
hosannah	0.679	0.373	0.500	hosana
hose	0.469	0.288	0.263	ithumbu
hosiery	0.520	0.344	0.373	ihosi
hospice	0.337	0.443	0.535	ihospice
hospitable	0.791	0.470	0.661	nobubele
hospital	0.323	0.537	0.598	esibhedlele
hospitality	0.865	0.333	0.725	ububele
host	0.693	0.471	0.537	umamkeli
hostage	0.163	0.923	0.325	ukubanjwa
hostel	0.479	0.500	0.398	hostele
hostess	0.792	0.604	0.688	umamkeli zindwendwe
hostile	0.188	0.877	0.474	enobutshaba
hostilities	0.276	0.810	0.444	ubutshaba
hostility	0.122	0.775	0.465	ubutshaba
hot	0.490	0.740	0.573	shushu
hot sauce	0.333	0.740	0.509	isosi eshushu
hotbed	0.510	0.285	0.395	ibhedi eshushu
hotdog	0.720	0.438	0.373	inja eshushu
hotel	0.740	0.370	0.407	ihotele
hothead	0.240	0.849	0.518	intloko eshushu
hotline	0.592	0.565	0.663	umnxeba womnxeba
hotshot	0.500	0.727	0.615	ishushu
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	umzingeli
hour	0.552	0.265	0.336	yure
hourglass	0.542	0.284	0.492	hourglass
hourly	0.469	0.418	0.491	ngeyure
house	0.587	0.135	0.533	indlu
houseboat	0.604	0.389	0.429	isikhephe sendlu
houseboy	0.479	0.415	0.393	houseboy
housebroken	0.518	0.461	0.389	ukophuka kwendlu
houseguest	0.530	0.500	0.481	undwendwe lwasekhaya
household	0.781	0.230	0.667	indlu
householder	0.816	0.541	0.833	umninimzi
housekeeper	0.694	0.279	0.520	umgcini wendlu
housekeeping	0.604	0.500	0.445	ugcino lwendlu
housewarming	0.857	0.710	0.727	ukufudumala kwendlu
housewife	0.656	0.361	0.449	umama wekhaya
housework	0.484	0.413	0.342	umsebenzi wasekhaya
housing	0.776	0.304	0.591	izindlu
hovel	0.333	0.296	0.322	hovel
hover	0.510	0.431	0.404	jonga phezulu
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	bhomboloza
howsoever	0.459	0.309	0.345	nokuba kunjalo
hoy	0.583	0.298	0.471	hayi
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	umyeni
huckleberry	0.600	0.279	0.296	iqunube
huddle	0.604	0.509	0.445	xukuxa
hue	0.507	0.416	0.417	umbala
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	hug
huge	0.573	0.625	0.783	enkulu
hugger	0.520	0.480	0.412	hugger
huggy	0.854	0.429	0.451	sangana
hugs	0.980	0.422	0.600	ukwanga
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	isiqu
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	umntu
humane	0.800	0.370	0.580	ubuntu
humanitarian	0.786	0.317	0.709	ongumntu
humanities	0.729	0.325	0.677	ubuntu
humanity	0.750	0.360	0.727	ubuntu
humankind	0.885	0.394	0.714	uluntu
humanoid	0.521	0.462	0.491	ubuntu
humanrights	0.792	0.559	0.730	amalungelo abantu
humble	0.867	0.236	0.483	uthobekile
humbled	0.280	0.618	0.198	ethobekile
humbly	0.771	0.194	0.370	ngokuzithoba
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	ifumile
humidity	0.464	0.373	0.367	ukufuma
humiliate	0.052	0.714	0.275	thoba
humiliated	0.104	0.712	0.216	ukuthotywa
humiliating	0.062	0.716	0.279	ukuhlazisa
humiliation	0.048	0.712	0.310	ukuthotywa
humility	0.740	0.118	0.444	ukuthobeka
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	ingcungcu
humongous	0.378	0.538	0.536	ehlekisayo
humor	0.890	0.633	0.462	uburharha
humored	0.854	0.657	0.545	uburharha
humorist	0.958	0.790	0.607	umntu ohlekisayo
humorous	0.906	0.616	0.665	hlekisa
hump	0.296	0.462	0.250	hump
humpback	0.235	0.346	0.247	umva
hunch	0.561	0.630	0.567	cinga
hunchback	0.208	0.390	0.259	umva
hundred	0.604	0.370	0.406	ikhulu
hundredth	0.427	0.368	0.466	eyekhulu
hunger	0.083	0.554	0.328	indlala
hungry	0.083	0.690	0.254	ulambile
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	ukuzingela
hunter	0.292	0.817	0.817	umzingeli
hunting	0.448	0.713	0.714	ukuzingela
huntress	0.357	0.717	0.765	umzingeli
hurdle	0.198	0.682	0.434	umqobo
hurl	0.316	0.745	0.574	jula
hurrah	0.802	0.740	0.500	khawuleza
hurricane	0.177	0.958	0.787	inkanyamba
hurricanes	0.286	0.898	0.784	iinkanyamba
hurried	0.314	0.806	0.393	khawuleza
hurry	0.422	0.735	0.481	khawuleza
hurryup	0.473	0.791	0.555	Khawulezisa
hurt	0.062	0.773	0.291	buhlungu
hurtful	0.104	0.680	0.463	enzakalisayo
hurting	0.153	0.778	0.221	buhlungu
husband	0.771	0.500	0.655	umyeni
husbandry	0.643	0.473	0.445	ukulima
hush	0.471	0.231	0.312	cwaka
hushed	0.292	0.194	0.272	cwaka
husk	0.378	0.173	0.147	ikhoba
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	buthukile
hustle	0.406	0.661	0.427	gxadazela
hustler	0.260	0.821	0.627	umkhweli
hut	0.633	0.270	0.375	indlu
hutch	0.385	0.453	0.520	indlu
hyacinth	0.372	0.360	0.342	ihyacinth
hybrid	0.500	0.365	0.570	umxube
hydra	0.406	0.598	0.534	ihydra
hydrant	0.570	0.413	0.367	umbhobho wokuhambisa amanzi
hydrate	0.610	0.367	0.547	amanzi
hydraulic	0.522	0.398	0.596	hydraulic
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	i-hydrocephalus
hydrodynamics	0.552	0.582	0.664	i-hydrodynamics
hydrogen	0.469	0.303	0.554	ihydrogen
hydrographic	0.490	0.396	0.642	i-hydrographic
hydrology	0.500	0.380	0.509	i-hydrology
hydrophobia	0.323	0.784	0.351	i-hydrophobia
hydroponics	0.500	0.549	0.500	iihydroponics
hyena	0.396	0.719	0.464	ingcuka
hygiene	0.781	0.287	0.537	ucoceko
hygienic	0.719	0.245	0.702	ecocekileyo
hygienist	0.698	0.389	0.682	ucoceko
hymen	0.469	0.651	0.457	ihymen
hymn	0.735	0.292	0.634	iculo
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	hyped
hyper	0.542	0.616	0.640	hyper
hyperactive	0.500	0.921	0.660	ngokugqithisileyo
hyperbole	0.469	0.521	0.542	isibaxo
hyperspace	0.510	0.623	0.755	isithuba esikhulu
hypertension	0.133	0.784	0.427	uxinzelelo lwegazi
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	ukuphefumla kakhulu
hyphen	0.552	0.356	0.381	iqhagamshela
hypnosis	0.417	0.410	0.546	ulaliso
hypnotic	0.571	0.560	0.569	ihypnotic
hypnotist	0.490	0.455	0.627	umntu olalisa ngomlingo
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	ulaliswa ngomlingo
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	uhanahaniso
hypocrite	0.082	0.673	0.306	umhanahanisi
hypocritical	0.048	0.740	0.415	uhanahaniso
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	ingcamango
hypothetical	0.480	0.367	0.361	ingqikelelo
hysterectomy	0.178	0.660	0.470	ukususwa kwesibeleko
hysteria	0.224	0.906	0.482	hysteria
hysterical	0.290	0.942	0.398	hysterical
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	umkhenkce
ice tea	0.771	0.337	0.336	iti yomkhenkce
iceberg	0.344	0.540	0.648	iceberg
icebox	0.560	0.222	0.370	ibhokisi yomkhenkce
icebreaker	0.571	0.545	0.848	iqhekeza lomkhenkce
iced	0.564	0.482	0.339	iced
icing	0.688	0.452	0.411	umkhenkce
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	i icon
iconic	0.583	0.537	0.700	umfanekiso
iconography	0.602	0.382	0.653	i-iconography
icy	0.684	0.375	0.345	umkhenkce
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	umbono
ideal	0.802	0.437	0.736	efanelekileyo
idealism	0.635	0.436	0.689	umbono
idealist	0.816	0.510	0.802	umntu ocingayo
idealistic	0.812	0.469	0.755	umbono
identical	0.635	0.380	0.527	efanayo
identically	0.667	0.427	0.487	ngokufanayo
identification	0.714	0.451	0.692	ukuchongwa
identify	0.635	0.480	0.667	chonga
identity	0.663	0.360	0.780	isazisi
ideology	0.573	0.344	0.692	ingcamango
idiocy	0.112	0.635	0.137	isidenge
idiom	0.520	0.337	0.445	isaci
idiomatic	0.531	0.429	0.516	isandi
idiot	0.086	0.567	0.113	isidenge
idiotic	0.104	0.620	0.170	isidenge
idiots	0.143	0.600	0.144	izidenge
idle	0.179	0.167	0.112	engasebenziyo
idleness	0.308	0.330	0.228	ubuvila
idler	0.200	0.304	0.194	ongenamsebenzi
idol	0.684	0.805	0.853	isithixo
idolatry	0.365	0.571	0.625	unqulo-zithixo
idolizing	0.676	0.712	0.643	ukwenza izithixo
idyllic	0.571	0.394	0.593	idyllic
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	ukuba kuphela
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	igneous
ignite	0.458	0.785	0.675	ukutshisa
ignition	0.365	0.720	0.657	Umlilo
ignorance	0.153	0.417	0.209	ukungazi
ignorant	0.102	0.461	0.223	abangenalwazi
ignore	0.146	0.230	0.295	ungahoyi
iguana	0.521	0.235	0.291	iguana
ihatespiders	0.245	0.611	0.420	ihatesspiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	uyagula
illegal	0.061	0.787	0.337	engekho mthethweni
illegality	0.094	0.635	0.427	ukungabikho mthethweni
illegally	0.133	0.788	0.402	ngokungekho mthethweni
illegible	0.296	0.490	0.315	ayifundeki
illegitimate	0.184	0.644	0.302	abangekho mthethweni
illicit	0.188	0.794	0.390	ngokungekho mthethweni
illiterate	0.120	0.410	0.151	abangafundanga
illness	0.098	0.717	0.211	isigulo
illogical	0.208	0.630	0.251	akukho ngqiqweni
illuminate	0.905	0.646	0.782	khanyisa
illuminating	0.949	0.613	0.773	ekhanyisayo
illumination	0.760	0.588	0.537	isikhanyiso
illuminator	0.770	0.566	0.718	isikhanyisi
illusion	0.562	0.490	0.387	inkohliso
illustrate	0.750	0.430	0.690	bonisa
illustration	0.740	0.441	0.640	umzekeliso
illustrative	0.771	0.452	0.647	bonisa
illustrious	0.673	0.550	0.741	ezukileyo
ilovechristmas	0.885	0.590	0.525	iKrisimesi
iloveher	0.750	0.519	0.556	ndiyamthanda
image	0.653	0.241	0.453	umfanekiso
imagery	0.653	0.327	0.390	umfanekiso
imaginable	0.613	0.529	0.596	nokucinga
imaginary	0.560	0.424	0.310	yentelekelelo
imagination	0.802	0.491	0.547	ukucinga
imaginative	0.780	0.541	0.593	nentelekelelo
imagine	0.759	0.480	0.587	khawufane ucinge
imagined	0.656	0.412	0.418	cingela
imaging	0.724	0.394	0.482	umfanekiso
imagining	0.765	0.458	0.545	ukucinga
imam	0.527	0.337	0.539	imam
imbalance	0.115	0.538	0.264	ukungalingani
imbecile	0.082	0.569	0.260	ngenangqondo
imbedded	0.406	0.580	0.562	ifakwe
imissyou	0.480	0.608	0.344	ndiyakukhumbula
imitate	0.469	0.561	0.336	xelisa
imitated	0.333	0.391	0.442	xelisa
imitation	0.406	0.592	0.343	ukulinganisa
immaculate	0.698	0.330	0.688	emsulwa
immaterial	0.296	0.309	0.295	engabalulekanga
immature	0.114	0.500	0.200	engekavuthwa
immaturity	0.146	0.567	0.221	ukungakhuli
immeasurable	0.510	0.539	0.712	ayinakulinganiswa
immeasurably	0.510	0.640	0.680	ngokungenakulinganiswa
immediacy	0.635	0.630	0.627	ngokukhawuleza
immediate	0.656	0.548	0.716	kwangoko
immediately	0.552	0.780	0.707	ngoko nangoko
immemorial	0.327	0.469	0.454	mandulo
immense	0.755	0.750	0.811	mkhulu
immerse	0.510	0.577	0.509	ntywilisela
immersion	0.510	0.556	0.564	ukuntywiliselwa
immigrant	0.357	0.663	0.509	umphambukeli
immigration	0.390	0.667	0.454	ukufudukela kwelinye ilizwe
imminent	0.490	0.784	0.643	isondele
immobile	0.225	0.217	0.298	engashukumiyo
immoral	0.143	0.622	0.385	eziphethe kakubi
immorality	0.188	0.689	0.315	ukuziphatha okubi
immortal	0.812	0.750	0.795	ukungafi
immortality	0.688	0.635	0.861	ukuphila kwam ngonaphakade
immovable	0.480	0.310	0.571	ayinakususwa
immune	0.629	0.472	0.780	amajoni omzimba
immunity	0.633	0.316	0.786	ukungakhuseleki
immunization	0.667	0.510	0.733	ugonyo
immutable	0.427	0.431	0.571	ayinakuguqulwa
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	impembelelo
impair	0.153	0.500	0.360	yonakalisa
impaired	0.130	0.459	0.269	buthathaka
impairment	0.170	0.571	0.220	ukonakala
impart	0.521	0.441	0.694	nika
impartial	0.531	0.406	0.685	ngokungakhethi buso
impartiality	0.622	0.394	0.616	ukungakhethi buso
impassable	0.342	0.458	0.553	ayihambeki
impassioned	0.740	0.780	0.802	novelwano
impatience	0.278	0.780	0.411	ukungabi namonde
impatient	0.250	0.708	0.429	ukungabi namonde
impatiently	0.194	0.750	0.539	ngokungenamonde
impeach	0.208	0.776	0.664	ukumangalela
impeachment	0.163	0.735	0.694	ukubekwa ityala
impeccable	0.833	0.370	0.824	ongenabala
impede	0.271	0.510	0.604	thintela
impediment	0.163	0.600	0.409	isithintelo
impelled	0.604	0.741	0.690	inyanzelekile
impending	0.480	0.735	0.752	ezayo
impenetrable	0.531	0.577	0.839	engangeneki
imperative	0.625	0.647	0.708	kunyanzelekile
imperceptible	0.378	0.490	0.548	engabonakali
imperfect	0.173	0.527	0.202	ukungafezeki
imperfection	0.190	0.567	0.321	ukungafezeki
imperfectly	0.297	0.481	0.330	ngokungafezekanga
imperial	0.669	0.646	0.922	ubukhosi
imperialist	0.284	0.786	0.833	i impiriyali
impermeable	0.510	0.308	0.558	engangeneki
impermissible	0.188	0.464	0.352	akuvumelekanga
impersonal	0.316	0.356	0.472	ongenabuntu
impersonate	0.510	0.632	0.591	linganisa
impersonation	0.375	0.618	0.528	ukulinganisa
impersonator	0.469	0.586	0.406	umlinganisi
impertinence	0.170	0.653	0.420	ukungakwazi ukusebenza
impertinent	0.219	0.826	0.373	ngenamsebenzi
impervious	0.582	0.408	0.536	ayinakungena
impetuous	0.602	0.814	0.712	ngamawala
impetus	0.521	0.740	0.635	umfutho
implacable	0.569	0.663	0.830	ayinakwenzeka
implant	0.429	0.510	0.588	ukufakelwa
implantation	0.396	0.604	0.741	ukufakelwa
implanted	0.347	0.500	0.679	ifakiwe
implement	0.720	0.573	0.792	phumeza
implicate	0.250	0.670	0.434	bandakanya
implicated	0.354	0.673	0.438	iyabandakanyeka
implication	0.337	0.528	0.690	intsingiselo
implied	0.327	0.530	0.481	echaziweyo
implore	0.396	0.650	0.377	cenga
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	kuthetha
impolite	0.167	0.590	0.282	ukungabi nambeko
import	0.615	0.480	0.623	ngenisa
importance	0.750	0.580	0.864	ukubaluleka
important	0.827	0.630	0.836	kubalulekile
importation	0.625	0.500	0.733	ukungenisa elizweni
impose	0.503	0.721	0.745	nyanzelisa
imposing	0.392	0.731	0.836	ibeka
imposition	0.357	0.604	0.618	ukunyanzeliswa
impossibility	0.170	0.625	0.306	akunakwenzeka
impossible	0.153	0.510	0.407	akunakwenzeka
impostor	0.135	0.704	0.442	umkhohlisi
impotence	0.198	0.689	0.224	ukungabi namandla
impotent	0.146	0.587	0.333	anamandla
impound	0.230	0.587	0.583	impound
impoverished	0.125	0.311	0.203	hlwempuzekile
impracticable	0.398	0.549	0.381	ayinakwenzeka
impractical	0.160	0.373	0.291	ayinakwenzeka
impregnable	0.378	0.549	0.667	ayinakungena
impregnate	0.510	0.721	0.655	mithisa
impress	0.816	0.744	0.895	chukumisa
impressed	0.806	0.770	0.429	ichukumisekile
impression	0.684	0.557	0.577	umbono
impressionable	0.827	0.720	0.645	iyachukumiseka
impressive	0.781	0.830	0.873	iyachukumisa
imprint	0.615	0.574	0.685	ushicilelo
imprison	0.112	0.829	0.545	entolongweni
imprisoned	0.032	0.717	0.302	uvalelwe
imprisonment	0.133	0.630	0.471	ukuvalelwa
improbable	0.097	0.412	0.439	akunakwenzeka
impromptu	0.541	0.729	0.415	impromptu
improper	0.229	0.520	0.259	engafanelekanga
impropriety	0.133	0.591	0.389	ukungafanelekanga
improve	0.833	0.528	0.815	ukuphucula
improved	0.919	0.480	0.679	iphuculwe
improvement	0.786	0.500	0.611	ukuphuculwa
improves	0.929	0.625	0.727	iyaphucuka
improving	0.911	0.510	0.682	ukuphucula
improvisation	0.631	0.812	0.529	ukuphucula
improvise	0.646	0.650	0.519	phucula
improvised	0.610	0.673	0.443	iphuculwe
imprudent	0.170	0.676	0.265	engenangqondo
impudence	0.214	0.500	0.472	ukungabi nasimilo
impudent	0.302	0.604	0.462	ngenangqondo
impulse	0.530	0.840	0.611	impembelelo
impulsive	0.365	0.864	0.607	ngokungxama
impunity	0.313	0.721	0.602	ukungohlwaywa
impure	0.260	0.560	0.208	ungcolile
impurity	0.173	0.546	0.306	ukungcola
imputation	0.333	0.654	0.621	ukubekwa ityala
imtryingtosleep	0.438	0.363	0.385	imtryingto sleep
inability	0.150	0.529	0.250	ukungakwazi
inaccessible	0.083	0.585	0.446	engafikelelekiyo
inaccurate	0.135	0.450	0.250	ayichanekanga
inaction	0.323	0.225	0.325	ukungasebenzi
inactivate	0.245	0.240	0.415	vula
inactivation	0.198	0.260	0.220	ukungasebenzi
inactive	0.271	0.167	0.159	engasebenziyo
inactivity	0.135	0.143	0.227	ukungasebenzi
inadequacy	0.286	0.500	0.297	ukungoneli
inadequate	0.122	0.450	0.223	akwanelanga
inadequateness	0.240	0.529	0.316	ukungonelanga
inadmissible	0.188	0.636	0.389	engavumelekanga
inadvertent	0.365	0.368	0.286	engazi
inadvertently	0.302	0.541	0.549	ngempazamo
inaffable	0.388	0.518	0.455	ayinakuthethwa
inalienable	0.437	0.459	0.608	ayinakoxuthwa
inane	0.271	0.350	0.268	inane
inanimate	0.281	0.143	0.224	ezingaphiliyo
inapplicable	0.281	0.402	0.330	engasebenziyo
inappropriate	0.135	0.542	0.353	engafanelekanga
inattention	0.208	0.433	0.188	ukungabi nangqalelo
inaudible	0.280	0.398	0.358	engavakaliyo
inaugural	0.684	0.567	0.608	yokuqala
inaugurate	0.781	0.582	0.800	sungula
inauguration	0.847	0.712	0.769	ukumiselwa
inborn	0.590	0.288	0.546	ezelwe
inbound	0.531	0.388	0.538	ngaphakathi
inbred	0.397	0.520	0.473	inbred
incalculable	0.449	0.620	0.679	engenakubalwa
incandescent	0.354	0.612	0.621	incandescent
incantation	0.439	0.632	0.548	ukuthuka
incapable	0.156	0.529	0.155	akanakukwazi
incapacity	0.052	0.500	0.217	ukungabi namandla
incarceration	0.100	0.800	0.397	ukuvalelwa
incarnate	0.552	0.651	0.593	wenziwe inyama
incase	0.580	0.196	0.365	mhlawumbi
incendiary	0.281	0.810	0.598	incendiary
incense	0.698	0.275	0.328	isiqhumiso
incensed	0.338	0.643	0.392	nomsindo
incentive	0.812	0.618	0.718	inkuthazo
inception	0.604	0.425	0.561	ukuqala
incessant	0.438	0.760	0.544	ngokungapheliyo
incessantly	0.417	0.765	0.606	ngokungapheziyo
incest	0.073	0.853	0.491	umbulo
incestuous	0.188	0.736	0.442	umbulo
inch	0.481	0.327	0.300	intshi
incidence	0.417	0.527	0.429	isiganeko
incident	0.084	0.662	0.482	isiganeko
incidental	0.281	0.610	0.404	ngokuzenzekelayo
incidentally	0.479	0.500	0.500	ngengozi
incineration	0.229	0.787	0.470	ukutshiswa
