English Word	Valence	Arousal	Dominance	Bosnian Word
jump rope	0.656	0.660	0.368	konopac za preskakanje
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	kombinezon
jumpy	0.353	0.810	0.216	jumpy
junction	0.490	0.481	0.364	spoj
juncture	0.365	0.582	0.491	juncture
jungle	0.500	0.510	0.481	džungla
junior	0.635	0.343	0.304	junior
juniper	0.583	0.327	0.352	kleka
junk	0.115	0.481	0.118	smeće
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	narkoman
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	junkyard
junta	0.451	0.503	0.704	hunta
juridical	0.520	0.431	0.873	pravni
jurisdiction	0.480	0.580	0.820	nadležnost
jurisprudence	0.360	0.425	0.764	jurisprudencija
jurist	0.479	0.523	0.713	pravnik
juror	0.582	0.640	0.750	porotnik
jury	0.479	0.607	0.789	porota
justice	0.760	0.538	0.787	pravda
justifiable	0.786	0.413	0.821	opravdano
justification	0.622	0.444	0.661	opravdanje
justify	0.612	0.473	0.615	opravdati
juststop	0.417	0.379	0.364	samo stani
justthebeginning	0.573	0.451	0.481	justthebeginning
jute	0.551	0.216	0.295	juta
juvenile	0.678	0.490	0.526	juvenile
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kelj
kaleidoscope	0.615	0.439	0.580	kaleidoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kengur
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmički
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kobilica
keen	0.823	0.719	0.806	keen
keep	0.714	0.296	0.547	zadržati
keeper	0.612	0.457	0.773	čuvar
keeping	0.592	0.280	0.723	čuvanje
keepsake	0.740	0.307	0.491	uspomena
keg	0.551	0.389	0.404	bure
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	odgajivačnica
kerchief	0.520	0.189	0.236	marama
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	kerozin
ketchup	0.653	0.338	0.282	kečap
kettle	0.357	0.497	0.333	čajnik
key	0.615	0.275	0.519	ključ
keyboard	0.573	0.279	0.349	tastatura
keyed	0.469	0.497	0.521	ključ
keyhole	0.438	0.358	0.356	ključaonica
keynote	0.630	0.431	0.545	keynote
keypad	0.604	0.255	0.330	tastatura
keystone	0.573	0.438	0.491	keystone
keyword	0.602	0.520	0.747	ključna riječ
khaki	0.594	0.252	0.278	kaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	udarac
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	kicker
kicking	0.327	0.802	0.510	udaranje
kickoff	0.583	0.600	0.629	početi igru
kid	0.760	0.453	0.298	klinac
kidder	0.708	0.768	0.471	kidder
kidding	0.622	0.625	0.457	šalim se
kiddo	0.674	0.393	0.419	klinac
kiddos	0.500	0.480	0.342	klinci
kidnap	0.032	0.923	0.535	kidnap
kidnapped	0.044	0.923	0.455	kidnapovan
kidnapper	0.115	0.906	0.618	kidnaper
kidnapping	0.094	0.880	0.561	kidnapovanje
kidney	0.448	0.363	0.380	bubreg
kids	0.837	0.500	0.417	klinci
kill	0.052	0.941	0.736	ubiti
killer	0.041	0.971	0.543	ubica
killing	0.080	0.959	0.696	ubijanje
killjoy	0.178	0.550	0.324	killjoy
kiln	0.451	0.423	0.414	peći
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilograma
kilometer	0.490	0.439	0.485	kilometar
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	kin
kind	0.918	0.240	0.618	vrsta
kindergarten	0.833	0.462	0.308	vrtić
kindling	0.520	0.651	0.421	raspaljivanje
kindness	0.938	0.350	0.508	ljubaznost
kindred	0.760	0.418	0.517	rod
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kineziologija
kinetic	0.582	0.540	0.537	kinetički
king	0.677	0.690	0.892	kralj
king snake	0.458	0.835	0.647	king snake
kingdom	0.714	0.547	0.910	kraljevstvo
kingpin	0.357	0.626	0.642	kingpin
kink	0.337	0.634	0.321	kink
kinky	0.449	0.558	0.361	kinky
kinship	0.771	0.300	0.652	srodstvo
kiosk	0.500	0.286	0.321	kiosk
kirk	0.510	0.390	0.388	kirk
kiss	0.967	0.813	0.630	poljubac
kisser	0.844	0.682	0.618	kisser
kissy	0.874	0.684	0.402	kissy
kit	0.583	0.344	0.420	komplet
kitchen	0.700	0.234	0.398	kuhinja
kite	0.643	0.500	0.573	zmaj
kitten	0.816	0.343	0.260	mače
kiwi	0.646	0.273	0.282	kivi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	knack
knapsack	0.551	0.317	0.268	ranac
knead	0.490	0.457	0.345	mesiti
knee	0.520	0.245	0.396	koleno
kneecap	0.427	0.360	0.440	kneecap
kneel	0.426	0.417	0.217	klekni
kneeling	0.245	0.435	0.144	klečeći
knell	0.354	0.500	0.377	knell
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	gaćice
knife	0.344	0.717	0.573	nož
knight	0.780	0.441	0.835	vitez
knighthood	0.740	0.660	0.769	viteštvo
knit	0.630	0.144	0.295	knit
knob	0.340	0.360	0.272	dugme
knock	0.312	0.531	0.527	kucati
knockoff	0.350	0.606	0.240	oboriti
knockout	0.388	0.755	0.664	nokaut
knoll	0.434	0.347	0.333	knoll
knot	0.541	0.221	0.408	čvor
knots	0.418	0.346	0.267	čvorovi
knotted	0.226	0.412	0.294	knotted
know	0.765	0.361	0.704	znam
knowing	0.833	0.353	0.658	znajući
knowingly	0.500	0.459	0.481	svesno
knowledge	0.847	0.430	0.896	znanje
knowledgeable	0.865	0.455	0.971	upućen
knuckle	0.655	0.333	0.393	zglob
knucklehead	0.157	0.485	0.288	knucklehead
knuckles	0.271	0.461	0.320	zglobovi prstiju
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	kooky
kool-aid	0.531	0.318	0.393	kool-aid
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	košer
kraut	0.388	0.500	0.390	kraut
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kriptonit
kudos	0.925	0.587	0.642	svaka čast
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	lab
label	0.582	0.245	0.423	etiketa
labor	0.594	0.639	0.754	rad
laboratory	0.571	0.490	0.537	laboratorija
labored	0.646	0.451	0.637	trudio se
laborer	0.561	0.510	0.698	radnik
laboring	0.705	0.644	0.737	trudeći se
laborious	0.393	0.635	0.709	naporan
labyrinth	0.479	0.811	0.491	labirint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	čipka
laceration	0.143	0.667	0.443	razderotine
lack	0.250	0.365	0.242	nedostatak
lackey	0.260	0.510	0.166	lakej
lacking	0.229	0.375	0.121	nedostaje
lackluster	0.250	0.311	0.264	bez sjaja
lacquer	0.510	0.353	0.258	lak
lacrosse	0.573	0.656	0.509	lacrosse
lactose	0.479	0.290	0.433	laktoza
lad	0.637	0.388	0.336	momče
ladder	0.560	0.438	0.358	merdevine
laddie	0.668	0.539	0.391	laddie
laden	0.392	0.478	0.554	natovaren
lading	0.388	0.463	0.409	lading
ladle	0.531	0.368	0.352	kutlača
lady	0.854	0.481	0.602	lady
lady bug	0.490	0.434	0.381	lady bug
ladybug	0.602	0.400	0.224	ladybug
ladylike	0.592	0.559	0.538	ladylike
ladyship	0.561	0.480	0.822	ladyship
lag	0.220	0.375	0.246	zaostajanje
lager	0.584	0.480	0.353	lager
lagging	0.135	0.538	0.277	zaostajanje
lagoon	0.660	0.231	0.373	laguna
lair	0.469	0.438	0.392	jazbina
laity	0.510	0.320	0.487	laici
lake	0.694	0.196	0.425	jezero
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	jagnjetina
lame	0.145	0.410	0.217	hrom
lament	0.198	0.398	0.352	lament
lamenting	0.156	0.390	0.254	lamenting
lamina	0.510	0.314	0.408	lamina
laminated	0.417	0.304	0.373	laminirana
lamp	0.510	0.260	0.309	lampa
lamppost	0.420	0.337	0.455	lamppost
lance	0.406	0.620	0.587	lance
lancer	0.417	0.528	0.519	lancer
land	0.582	0.260	0.616	zemljište
landed	0.709	0.620	0.480	sleteo
landfall	0.521	0.434	0.407	kopno
landfill	0.398	0.423	0.324	deponija
landing	0.552	0.696	0.596	sletanje
landlady	0.677	0.303	0.417	gazdarica
landlocked	0.280	0.391	0.367	nema izlaza na more
landlord	0.684	0.500	0.858	stanodavac
landmark	0.694	0.355	0.681	orijentir
lands	0.594	0.280	0.492	zemljišta
landscape	0.719	0.176	0.423	pejzaž
landscaping	0.823	0.379	0.519	uređenje
landslide	0.250	0.864	0.530	klizište
lane	0.449	0.490	0.451	lane
language	0.677	0.337	0.704	jezik
languid	0.281	0.270	0.283	klonulo
languish	0.235	0.408	0.382	klonuti
languishing	0.308	0.459	0.353	čami
lanky	0.412	0.426	0.370	lanky
lantern	0.622	0.250	0.243	fenjer
lap	0.583	0.510	0.412	lap
lapdog	0.388	0.490	0.269	lapdog
lapel	0.460	0.287	0.288	rever
lapse	0.420	0.316	0.281	lapse
lapsed	0.357	0.333	0.276	istekao
laptop	0.724	0.270	0.519	laptop
larceny	0.272	0.821	0.454	krađa
lard	0.427	0.239	0.179	mast
larder	0.656	0.290	0.509	ostava
large	0.704	0.565	0.736	veliko
larger	0.729	0.654	0.763	veći
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	lark
larva	0.245	0.423	0.254	larva
laryngitis	0.125	0.500	0.370	laringitis
larynx	0.460	0.420	0.402	larinksa
lasagna	0.719	0.441	0.396	lasagna
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	trepavica
lass	0.656	0.536	0.433	djevojka
lasso	0.438	0.460	0.339	lasso
lastday	0.309	0.580	0.463	zadnji dan
lasting	0.804	0.535	0.745	trajna
lastminute	0.418	0.582	0.385	last minute
latch	0.395	0.263	0.288	brava
late	0.245	0.358	0.315	kasno
lateness	0.214	0.388	0.343	kašnjenje
latent	0.469	0.500	0.653	latentno
lateral	0.469	0.370	0.322	bočno
laterally	0.562	0.255	0.450	bočno
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	strug
lather	0.635	0.327	0.313	pjena
latitude	0.562	0.306	0.490	geografska širina
latrine	0.380	0.353	0.176	zahod
latrines	0.214	0.462	0.267	toaleti
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	rešetka
laud	0.493	0.427	0.383	laud
laudable	0.740	0.472	0.682	pohvalno
laudation	0.542	0.547	0.623	pohvala
laudatory	0.612	0.417	0.450	pohvalno
laugh	0.980	0.639	0.587	smejati se
laughable	0.592	0.627	0.298	smiješno
laughing	0.906	0.596	0.534	smejanje
laughingstock	0.427	0.779	0.312	laughingstock
laughs	0.812	0.846	0.425	smeje se
laughter	0.959	0.654	0.588	smeh
launch	0.684	0.814	0.598	lansirati
launcher	0.677	0.745	0.808	lanser
launches	0.490	0.663	0.602	lansira
launder	0.479	0.450	0.349	pranje
laundering	0.439	0.327	0.444	pranje
laundry	0.644	0.292	0.377	veš
laureate	0.724	0.402	0.702	laureat
laurel	0.646	0.146	0.302	lovor
laurels	0.684	0.279	0.545	lovorike
lava	0.280	0.539	0.615	lava
lavage	0.615	0.467	0.361	ispiranje
lavatory	0.510	0.400	0.259	toalet
lavender	0.812	0.198	0.388	lavanda
lavish	0.792	0.648	0.730	raskošan
law	0.740	0.590	0.815	zakon
lawful	0.660	0.394	0.780	legalno
lawless	0.219	0.690	0.420	bezakonje
lawlessness	0.156	0.804	0.509	bezakonje
lawman	0.510	0.523	0.786	Lawman
lawn	0.686	0.153	0.192	travnjak
lawnmower	0.480	0.531	0.355	kosilica
lawsuit	0.219	0.794	0.611	tužba
lawyer	0.521	0.569	0.784	advokat
lax	0.430	0.401	0.300	opušten
laxative	0.271	0.550	0.528	laksativ
lay	0.521	0.336	0.491	lay
layaway	0.429	0.510	0.451	layaway
layer	0.500	0.208	0.366	sloj
layered	0.571	0.306	0.436	slojevito
layman	0.531	0.339	0.424	laik
layout	0.615	0.442	0.557	raspored
layover	0.520	0.355	0.500	layover
laziness	0.271	0.240	0.132	lenjost
lazy	0.392	0.264	0.096	lijen
lazyday	0.337	0.319	0.145	lazyday
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	olovo
leaded	0.439	0.625	0.595	olovo
leader	0.833	0.582	0.926	vođa
leadership	0.870	0.690	0.983	vodstvo
leading	0.823	0.698	0.954	vodeći
leads	0.530	0.471	0.615	vodi
leaf	0.583	0.156	0.294	list
leaflet	0.490	0.206	0.375	letak
leafy	0.653	0.530	0.700	lisnato
league	0.656	0.340	0.462	ligi
leak	0.378	0.833	0.520	curenje
leakage	0.188	0.731	0.528	curenje
leaky	0.170	0.686	0.288	curi
lean	0.734	0.353	0.438	mršav
leaned	0.570	0.373	0.490	naslonio se
leaning	0.480	0.409	0.352	oslanjajući se
leap	0.750	0.663	0.667	skok
learn	0.833	0.643	0.829	naučiti
learned	0.704	0.462	0.543	naučio
learner	0.698	0.475	0.398	učenik
learning	0.833	0.588	0.574	učenje
lease	0.520	0.463	0.545	zakup
leash	0.320	0.347	0.427	povodac
leather	0.510	0.324	0.341	koža
leathery	0.418	0.471	0.411	kožnati
leave	0.375	0.315	0.295	napusti
leavemealone	0.240	0.472	0.402	ostavi me na miru
leaving	0.163	0.542	0.371	odlazi
lecherous	0.135	0.704	0.376	razvratan
lecture	0.594	0.462	0.737	predavanje
lecturer	0.677	0.549	0.736	predavač
ledge	0.406	0.235	0.339	ledge
ledger	0.510	0.362	0.609	knjiga
lee	0.510	0.269	0.296	lee
leech	0.250	0.623	0.268	pijavica
leeches	0.115	0.698	0.295	pijavice
leer	0.612	0.348	0.509	leer
leery	0.337	0.640	0.410	mrski
lees	0.360	0.567	0.406	lees
leeway	0.562	0.577	0.569	slobodan prostor
left	0.354	0.370	0.361	lijevo
leftout	0.229	0.365	0.245	izostavljen
leftover	0.490	0.460	0.222	ostatak
leftovers	0.219	0.350	0.116	ostaci
lefty	0.490	0.406	0.379	ljevak
leg	0.510	0.373	0.313	nogu
legacy	0.792	0.529	0.827	naslijeđe
legal	0.653	0.387	0.887	legalno
legality	0.765	0.343	0.713	zakonitost
legalize	0.510	0.460	0.818	legalizovati
legalized	0.760	0.440	0.855	legalizovano
legally	0.771	0.482	0.842	legalno
legend	0.837	0.519	0.750	legenda
legendary	0.857	0.537	0.863	legendarni
legibility	0.771	0.481	0.580	čitljivost
legible	0.673	0.279	0.509	čitljivo
legion	0.469	0.570	0.852	legija
legislate	0.571	0.582	0.736	zakonodavstvo
legislation	0.531	0.418	0.808	zakonodavstvo
legislative	0.633	0.365	0.800	zakonodavni
legislator	0.490	0.580	0.877	zakonodavac
legislature	0.540	0.435	0.698	zakonodavna vlast
legit	0.747	0.427	0.849	legit
legitimacy	0.823	0.420	0.855	legitimitet
legitimate	0.792	0.363	0.841	legitiman
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	noge
legume	0.520	0.302	0.465	mahunarke
legwork	0.622	0.560	0.509	legwork
leisure	0.631	0.429	0.421	slobodno vrijeme
leisurely	0.806	0.250	0.367	ležerno
lemma	0.530	0.284	0.391	lema
lemon	0.596	0.317	0.316	limun
lemonade	0.661	0.287	0.412	limunada
lend	0.520	0.461	0.508	pozajmiti
lender	0.340	0.520	0.703	zajmodavac
lending	0.510	0.585	0.462	pozajmljivanje
length	0.479	0.308	0.533	dužina
lengthen	0.619	0.481	0.566	produžiti
lengthened	0.448	0.530	0.474	produženo
lengthening	0.673	0.530	0.528	produženje
lengthwise	0.571	0.470	0.528	uzdužno
lengthy	0.570	0.342	0.528	dugačak
leniency	0.517	0.436	0.545	popustljivost
lenient	0.520	0.451	0.340	popustljiv
lens	0.420	0.245	0.472	sočivo
leopard	0.542	0.755	0.611	leopard
leotard	0.510	0.429	0.391	triko
leper	0.075	0.589	0.206	gubavac
leprechaun	0.417	0.480	0.417	leprechaun
leprosy	0.130	0.670	0.349	guba
lesion	0.240	0.623	0.361	lezija
less	0.265	0.240	0.115	manje
lessee	0.417	0.474	0.595	zakupac
lessen	0.235	0.284	0.255	smanjiti
lessening	0.375	0.300	0.277	smanjenje
lesser	0.396	0.167	0.211	manje
lesson	0.704	0.577	0.593	lekcija
lessor	0.552	0.490	0.623	zakupodavac
let	0.427	0.373	0.307	neka
lethal	0.156	0.800	0.745	smrtonosna
lethargic	0.214	0.245	0.375	letargičan
lethargy	0.194	0.302	0.316	letargija
letter	0.635	0.279	0.342	pismo
lettered	0.542	0.361	0.482	sa slovima
letterhead	0.450	0.316	0.462	memorandum
lettering	0.541	0.180	0.431	natpisi
letters	0.663	0.327	0.364	pisma
lettuce	0.594	0.163	0.291	zelena salata
leukemia	0.094	0.572	0.351	leukemija
levee	0.520	0.324	0.490	levee
level	0.622	0.277	0.491	nivo
lever	0.400	0.343	0.402	poluga
leverage	0.459	0.500	0.629	poluga
levitate	0.561	0.598	0.551	levitirati
levy	0.438	0.420	0.491	namet
lewd	0.188	0.673	0.412	razvratan
lexicon	0.561	0.463	0.615	leksikon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	obaveze
liability	0.646	0.500	0.802	odgovornost
liable	0.656	0.519	0.821	odgovoran
liaison	0.698	0.337	0.472	veza
liar	0.042	0.606	0.339	lažljivac
libel	0.128	0.694	0.403	kleveta
libelous	0.125	0.735	0.436	klevetnički
liberal	0.565	0.565	0.755	liberalan
liberalism	0.562	0.712	0.750	liberalizam
liberate	0.760	0.632	0.708	osloboditi
liberated	0.780	0.630	0.683	oslobođeni
liberating	0.915	0.620	0.745	oslobađajući
liberation	0.745	0.614	0.857	oslobođenje
liberty	0.938	0.579	0.836	sloboda
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	bibliotekar
library	0.776	0.122	0.549	biblioteka
libretto	0.612	0.328	0.406	libreto
lice	0.133	0.500	0.194	vaške
license	0.500	0.394	0.702	licenca
lichen	0.418	0.388	0.463	lišajev
lick	0.470	0.482	0.330	lizati
licorice	0.677	0.310	0.400	sladić
lid	0.490	0.189	0.255	poklopac
lie	0.130	0.725	0.272	laž
liege	0.479	0.426	0.452	gospodaru
lien	0.396	0.580	0.441	založno pravo
lieu	0.427	0.410	0.312	lieu
lieutenant	0.594	0.612	0.920	poručnik
life	0.918	0.615	0.824	život
lifeblood	0.673	0.690	0.708	životna krv
lifeboat	0.724	0.425	0.533	čamac za spašavanje
lifeguard	0.870	0.606	0.786	spasilac
lifeisgood	0.812	0.575	0.611	život je dobar
lifeless	0.042	0.333	0.163	beživotno
lifelike	0.776	0.567	0.765	životno
lifeline	0.735	0.552	0.496	spas
lifelong	0.823	0.330	0.640	doživotno
lifer	0.427	0.519	0.398	doživotni osuđenik
lifesaver	0.908	0.745	0.703	spasilac
lifestyle	0.750	0.472	0.645	stil života
lifesucks	0.167	0.637	0.377	lifesucks
lifetime	0.816	0.559	0.736	životni vijek
lift	0.704	0.518	0.656	lift
lifted	0.714	0.441	0.657	podignuto
liftoff	0.531	0.667	0.588	podići
ligament	0.490	0.410	0.510	ligament
ligation	0.344	0.423	0.396	ligacija
ligature	0.478	0.430	0.447	ligatura
light	0.771	0.320	0.519	svjetlo
light year	0.719	0.425	0.593	svjetlosna godina
lightbulb	0.573	0.255	0.302	sijalica
lighten	0.688	0.438	0.362	olakšati
lightheaded	0.347	0.620	0.255	nepromišljen
lighthouse	0.622	0.240	0.510	svjetionik
lighting	0.765	0.440	0.750	osvetljenje
lightness	0.794	0.360	0.526	lakoća
lightning	0.429	0.683	0.595	munja
lights	0.750	0.480	0.575	svjetla
lightweight	0.670	0.300	0.358	lagana
likable	0.865	0.480	0.663	simpatičan
like	0.719	0.353	0.446	like
likelihood	0.760	0.469	0.542	vjerovatnoća
likely	0.633	0.356	0.454	vjerovatno
likeness	0.688	0.410	0.561	sličnost
likewise	0.651	0.217	0.312	isto tako
liking	0.963	0.604	0.589	sviđanje
lilac	0.688	0.180	0.357	lila
lily	0.640	0.245	0.263	ljiljan
limb	0.510	0.397	0.427	ud
limber	0.688	0.729	0.673	limber
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	kreč
limelight	0.667	0.639	0.694	u centru pažnje
limestone	0.602	0.323	0.381	krečnjak
limey	0.469	0.347	0.415	limey
limit	0.427	0.453	0.500	limit
limitation	0.190	0.431	0.225	ograničenje
limited	0.229	0.273	0.380	ograničeno
limitless	0.688	0.574	0.655	neograničeno
limo	0.760	0.367	0.667	limuzina
limousine	0.638	0.531	0.640	limuzina
limp	0.393	0.440	0.172	šepajući
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	linija
lineage	0.633	0.465	0.721	loza
lineal	0.521	0.170	0.474	linealni
linear	0.646	0.250	0.472	linearno
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	lined
linen	0.656	0.323	0.286	posteljina
liner	0.469	0.396	0.400	linijski
lines	0.542	0.317	0.330	linije
lineup	0.635	0.427	0.638	poredati
linger	0.480	0.311	0.412	zadržati se
lingerie	0.543	0.463	0.308	donje rublje
lingering	0.630	0.643	0.667	dugotrajan
lingo	0.448	0.364	0.447	lingo
lingual	0.500	0.457	0.315	lingual
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	lingvista
linguistic	0.646	0.351	0.618	lingvistički
linguistics	0.552	0.390	0.618	lingvistike
lining	0.571	0.363	0.472	podstava
link	0.427	0.264	0.491	veza
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	lav
lip	0.541	0.348	0.443	lip
liposuction	0.292	0.684	0.464	liposukcija
lipstick	0.653	0.429	0.306	karmin
liquefaction	0.449	0.622	0.535	ukapljivanje
liquefied	0.562	0.463	0.342	tečni
liqueur	0.670	0.612	0.389	liker
liquid	0.562	0.235	0.307	tečnost
liquidate	0.327	0.654	0.664	likvidirati
liquidation	0.417	0.625	0.649	likvidacija
liquidator	0.354	0.663	0.750	likvidator
liquidity	0.688	0.529	0.534	likvidnost
liquor	0.603	0.702	0.433	liker
lira	0.530	0.255	0.370	lira
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	lista
listen	0.771	0.360	0.445	slušaj
listener	0.667	0.375	0.403	slušalac
listenting	0.640	0.377	0.491	slušanje
listing	0.438	0.273	0.432	listing
listless	0.219	0.350	0.231	bezvoljan
listneing	0.531	0.370	0.433	slušanje
litany	0.510	0.365	0.482	litanija
liter	0.573	0.208	0.382	litar
literacy	0.730	0.306	0.638	pismenost
literal	0.570	0.353	0.574	doslovno
literally	0.571	0.353	0.673	bukvalno
literary	0.719	0.324	0.667	književni
literature	0.708	0.250	0.598	književnost
lithe	0.656	0.596	0.602	gipka
lithium	0.417	0.330	0.430	litijum
lithograph	0.551	0.327	0.481	litografija
lithography	0.561	0.346	0.473	litografija
lithology	0.519	0.378	0.525	litologija
lithosphere	0.473	0.333	0.689	litosfera
litigant	0.219	0.577	0.696	parničar
litigate	0.260	0.819	0.712	litigate
litigation	0.388	0.760	0.602	parnica
litigator	0.429	0.630	0.732	parničar
litigious	0.360	0.736	0.632	parnični
litter	0.255	0.551	0.110	leglo
little	0.385	0.160	0.213	malo
littlethings	0.740	0.311	0.242	male stvari
littoral	0.551	0.387	0.452	primorje
liturgy	0.490	0.327	0.568	liturgija
live	0.880	0.673	0.676	live
livelife	0.792	0.624	0.664	živi život
livelihood	0.698	0.481	0.721	sredstva za život
lively	0.847	0.810	0.642	živahno
liven	0.708	0.713	0.673	live
liver	0.439	0.290	0.385	jetra
livery	0.510	0.417	0.429	livreja
livestock	0.729	0.420	0.519	stoka
livid	0.469	0.788	0.490	livid
living	0.865	0.608	0.727	živi
lizard	0.378	0.375	0.324	gušter
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	opterećenje
loader	0.562	0.377	0.686	loader
loaf	0.755	0.250	0.277	vekna
loafer	0.235	0.396	0.254	loafer
loam	0.469	0.373	0.673	ilovača
loan	0.552	0.480	0.352	zajam
loath	0.135	0.714	0.445	mrska
loathe	0.094	0.730	0.429	mrzim
loathful	0.068	0.740	0.358	mrsko
loathing	0.083	0.796	0.368	gnušanje
loathsome	0.120	0.694	0.343	odvratno
lobby	0.625	0.427	0.472	lobby
lobbyist	0.385	0.527	0.565	lobista
lobe	0.459	0.364	0.352	lob
lobotomy	0.296	0.598	0.402	lobotomija
lobster	0.571	0.356	0.291	jastoga
local	0.656	0.269	0.452	lokalni
locale	0.449	0.387	0.352	locale
locality	0.582	0.336	0.464	lokalitet
localization	0.552	0.330	0.545	lokalizacija
localize	0.520	0.481	0.679	lokalizirati
localized	0.490	0.460	0.621	lokalizovan
locate	0.583	0.520	0.786	locirati
location	0.615	0.375	0.546	lokacija
locator	0.480	0.426	0.614	lokator
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	lock
locker	0.439	0.300	0.393	ormarić
locket	0.615	0.327	0.616	medaljon
locksmith	0.510	0.417	0.491	bravar
lockup	0.240	0.602	0.617	zaključati
loco	0.306	0.774	0.226	loco
locomotion	0.470	0.600	0.595	locomotion
locomotive	0.542	0.650	0.721	lokomotiva
locust	0.479	0.412	0.417	skakavca
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	kućica
lodger	0.480	0.448	0.304	stanar
lodging	0.713	0.286	0.527	prenoćište
loft	0.510	0.378	0.343	potkrovlje
lofty	0.755	0.306	0.569	uzvišeno
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logaritam
logarithmic	0.469	0.458	0.606	logaritamski
logic	0.646	0.245	0.819	logika
logical	0.805	0.400	0.648	logicno
logistics	0.633	0.500	0.730	logistika
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotip
loin	0.420	0.298	0.379	slabina
lollipop	0.628	0.483	0.357	lizalica
lone	0.198	0.204	0.367	usamljen
loneliness	0.146	0.182	0.222	usamljenost
lonely	0.250	0.226	0.238	usamljen
loner	0.347	0.152	0.221	usamljenik
lonesome	0.281	0.213	0.336	usamljen
long	0.541	0.353	0.543	dugo
longboat	0.551	0.454	0.490	longboat
longevity	0.750	0.353	0.745	dugovečnost
longing	0.604	0.434	0.560	čežnja
longitude	0.479	0.310	0.516	geografska dužina
longitudinal	0.542	0.398	0.582	uzdužni
longitudinally	0.541	0.380	0.569	uzdužno
longtime	0.362	0.442	0.546	dugo vrijeme
loo	0.385	0.357	0.283	loo
look	0.719	0.429	0.615	pogledajte
looker	0.583	0.354	0.451	looker
lookout	0.698	0.538	0.639	pazi
loom	0.531	0.245	0.325	razboj
looming	0.367	0.750	0.528	nazire se
loon	0.429	0.392	0.325	loon
loony	0.439	0.474	0.295	ludak
loop	0.516	0.343	0.317	petlja
loophole	0.406	0.755	0.491	puškarnica
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	labav
loosen	0.487	0.337	0.218	olabaviti
loosening	0.378	0.343	0.295	labavljenje
