English Word	Valence	Arousal	Dominance	Portuguese Word
mechanism	0.573	0.583	0.664	mecanismo
med	0.375	0.429	0.606	medicina
medal	0.854	0.555	0.746	medalha
medallion	0.750	0.510	0.710	medalhão
medallist	0.796	0.821	0.897	medalhista
meddle	0.302	0.770	0.526	intrometer-se
meddling	0.245	0.600	0.461	intromissão
media	0.500	0.330	0.464	meios de comunicação
medial	0.458	0.340	0.429	medial
median	0.459	0.216	0.375	mediana
mediate	0.635	0.308	0.654	mediar
mediation	0.661	0.350	0.657	mediação
mediator	0.592	0.438	0.580	mediador
medic	0.500	0.472	0.585	médico
medical	0.583	0.373	0.616	médico
medicate	0.417	0.375	0.546	medicar
medication	0.615	0.439	0.500	medicamento
medicinal	0.667	0.417	0.614	medicinal
medicine	0.708	0.318	0.679	medicamento
medieval	0.560	0.408	0.455	medieval
mediocre	0.188	0.481	0.149	medíocre
mediocrity	0.073	0.398	0.225	mediocridade
meditate	0.812	0.146	0.564	meditar
meditating	0.718	0.185	0.399	meditando
meditation	0.786	0.120	0.478	meditação
meditative	0.614	0.120	0.454	meditativo
mediterranean	0.663	0.454	0.545	Mediterrâneo
medium	0.559	0.356	0.358	médio
medley	0.487	0.352	0.400	mistura
meek	0.531	0.150	0.198	manso
meet	0.760	0.510	0.580	encontrar
meeting	0.750	0.569	0.613	encontro
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melancólico
melancholy	0.188	0.260	0.237	melancólico
melee	0.541	0.704	0.611	corpo a corpo
mellow	0.633	0.069	0.265	maduro
melodious	0.932	0.530	0.587	melodioso
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramático
melody	0.847	0.434	0.405	melodia
melon	0.461	0.231	0.271	Melão
melt	0.448	0.615	0.312	fundição
meltdown	0.629	0.657	0.602	colapso
melting	0.592	0.470	0.538	Derretendo
member	0.698	0.333	0.555	membro
membership	0.698	0.411	0.778	Filiação
membrane	0.406	0.430	0.418	membrana
memento	0.708	0.360	0.536	lembrança
memo	0.625	0.235	0.407	memorando
memoir	0.750	0.242	0.553	memórias
memorabilia	0.780	0.412	0.491	memorabilia
memorable	0.939	0.510	0.769	memorável
memorandum	0.600	0.500	0.639	memorando
memorial	0.602	0.304	0.600	memorial
memorials	0.771	0.333	0.679	memoriais
memories	0.963	0.487	0.510	recordações
memoriesiwontforget	0.635	0.542	0.455	memórias que eu não vou esquecer
memorize	0.520	0.451	0.716	memorizar
memory	0.792	0.378	0.573	memória
menace	0.125	0.894	0.759	ameaça
menacing	0.042	0.880	0.643	ameaçador
menagerie	0.573	0.480	0.538	zoológico
mend	0.542	0.436	0.602	emendar
mending	0.500	0.633	0.657	remendar
menial	0.490	0.420	0.352	servil
meningitis	0.104	0.612	0.407	meningite
meniscus	0.323	0.330	0.453	menisco
menopause	0.204	0.460	0.306	menopausa
menses	0.163	0.686	0.331	menstruação
menstrual	0.408	0.519	0.435	menstrual
mental	0.490	0.490	0.585	mental
mentalhealth	0.562	0.541	0.670	saúde mental
mentality	0.711	0.415	0.726	mentalidade
menthol	0.490	0.292	0.433	mentol
mention	0.562	0.365	0.562	menção
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	cardápio
meow	0.510	0.510	0.412	Miau
mercantile	0.480	0.490	0.713	mercantil
mercenary	0.245	0.837	0.673	mercenário
merchandise	0.594	0.460	0.621	mercadoria
merchant	0.675	0.500	0.620	comerciante
merciful	0.854	0.346	0.500	misericordioso
merciless	0.062	0.880	0.634	impiedoso
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	mercúrio
mercy	0.719	0.229	0.500	misericórdia
mere	0.396	0.221	0.176	mero
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	mesclar
merger	0.592	0.490	0.642	fusão
meridian	0.510	0.324	0.558	meridiano
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	merengue
merit	0.854	0.500	0.722	mérito
meritorious	0.781	0.618	0.855	meritório
mermaid	0.765	0.623	0.452	sereia
merriment	0.948	0.721	0.632	alegria
merry	0.979	0.731	0.764	alegre
merrychristmas	0.888	0.510	0.536	Feliz Natal
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescalina
mesh	0.429	0.235	0.371	malha
meshes	0.440	0.363	0.362	malhas
mesmerized	0.520	0.552	0.421	hipnotizado
mess	0.143	0.843	0.273	bagunça
message	0.650	0.391	0.415	mensagem
messedup	0.333	0.615	0.358	bagunçado
messenger	0.694	0.434	0.500	mensageiro
messiah	0.781	0.634	0.800	messias
messy	0.260	0.635	0.140	bagunçado
metabolic	0.408	0.531	0.559	metabólico
metabolism	0.698	0.509	0.555	metabolismo
metal	0.551	0.429	0.547	metal
metallic	0.615	0.330	0.607	metálico
metallurgy	0.396	0.509	0.587	metalurgia
metamorphosis	0.541	0.571	0.613	metamorfose
metaphor	0.562	0.280	0.470	metáfora
metaphorical	0.500	0.412	0.480	metafórico
metaphysical	0.630	0.573	0.686	metafísico
metaphysics	0.561	0.396	0.588	metafísica
metastasis	0.177	0.646	0.452	metástase
meteor	0.398	0.714	0.737	meteoro
meteoric	0.590	0.802	0.684	meteórico
meteorite	0.385	0.794	0.750	meteorito
meteorological	0.635	0.557	0.556	meteorológico
meteorology	0.630	0.418	0.689	meteorologia
meter	0.438	0.300	0.463	metro
meth	0.354	0.564	0.340	metanfetamina
methadone	0.240	0.540	0.453	metadona
methane	0.290	0.460	0.569	metano
methanol	0.292	0.500	0.570	metanol
method	0.640	0.275	0.698	método
methodical	0.663	0.360	0.745	metódico
methodology	0.664	0.327	0.745	metodologia
meticulous	0.555	0.480	0.555	meticuloso
metime	0.531	0.398	0.417	metime
metric	0.519	0.248	0.573	métrica
metrical	0.521	0.375	0.482	métrico
metrology	0.531	0.432	0.439	metrologia
metropolis	0.656	0.625	0.779	metrópole
metropolitan	0.387	0.408	0.723	metropolitano
mettle	0.667	0.529	0.750	coragem
mew	0.418	0.481	0.380	miau
mezzanine	0.479	0.427	0.404	mezanino
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	micróbio
microbiology	0.571	0.378	0.560	microbiologia
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microcosmo
microfilm	0.469	0.352	0.412	microfilme
microgram	0.448	0.286	0.355	micrograma
micrometer	0.573	0.358	0.394	micrômetro
micron	0.375	0.291	0.315	mícron
microphone	0.551	0.431	0.462	microfone
microscope	0.531	0.330	0.464	microscópio
microscopic	0.360	0.327	0.433	microscópico
microscopically	0.623	0.370	0.412	microscopicamente
microscopy	0.500	0.339	0.455	microscopia
microwave	0.542	0.497	0.443	microondas
mid	0.500	0.315	0.356	meio
midair	0.633	0.413	0.455	no ar
midday	0.658	0.250	0.403	meio-dia
middle	0.458	0.157	0.300	meio
middleman	0.500	0.404	0.452	intermediário
middleweight	0.510	0.302	0.428	peso médio
midget	0.396	0.295	0.254	anão
midland	0.521	0.402	0.456	Midland
midlife	0.594	0.244	0.473	meia idade
midline	0.332	0.224	0.330	linha média
midnight	0.562	0.470	0.545	meia-noite
midshipman	0.469	0.615	0.785	aspirante
midst	0.324	0.275	0.296	meio
midsummer	0.781	0.480	0.492	solstício de verão
midterm	0.427	0.337	0.425	meio-termo
midtown	0.479	0.442	0.538	centro da cidade
midway	0.459	0.316	0.304	no meio do caminho
midwife	0.531	0.570	0.453	parteira
midwifery	0.510	0.570	0.459	obstetrícia
mien	0.500	0.352	0.447	semblante
miffed	0.204	0.726	0.429	irritado
mighty	0.855	0.837	0.936	poderoso
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	enxaqueca
migrate	0.415	0.580	0.454	migrar
migration	0.492	0.731	0.566	migração
migratory	0.448	0.521	0.491	migratório
mike	0.542	0.365	0.423	Mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	suave
mildew	0.344	0.250	0.241	mofo
mildness	0.827	0.226	0.311	suavidade
mile	0.521	0.417	0.456	milha
mileage	0.510	0.458	0.562	quilometragem
milestone	0.719	0.373	0.558	marco
militant	0.418	0.667	0.750	militante
militants	0.260	0.673	0.652	militantes
military	0.396	0.710	0.875	militares
militia	0.396	0.729	0.769	milícia
milk	0.817	0.270	0.327	leite
milkman	0.750	0.380	0.304	leiteiro
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	leitoso
mill	0.531	0.382	0.347	moinho
millennium	0.573	0.398	0.760	milênio
milligram	0.429	0.217	0.302	miligrama
millimeter	0.427	0.177	0.360	milímetro
million	0.776	0.647	0.812	milhão
millionaire	0.917	0.755	0.850	milionário
millionth	0.635	0.528	0.611	milionésimo
millstone	0.510	0.433	0.492	mó
mime	0.455	0.235	0.302	mimo
mimic	0.557	0.587	0.391	mímico
mimicking	0.316	0.433	0.364	imitando
mimicry	0.420	0.337	0.472	mimetismo
mince	0.417	0.529	0.378	picar
mincemeat	0.396	0.435	0.358	carne moída
mind	0.650	0.388	0.627	mente
minded	0.656	0.394	0.627	atento
mindful	0.765	0.450	0.725	atento
mindfulness	0.729	0.635	0.745	atenção plena
mindless	0.184	0.333	0.153	estúpido
mine	0.688	0.418	0.578	minha
minefield	0.188	0.839	0.684	campo minado
miner	0.408	0.594	0.644	mineiro
mineral	0.519	0.287	0.605	mineral
mineralogy	0.551	0.408	0.545	mineralogia
mingle	0.561	0.480	0.434	misturar
mingled	0.521	0.392	0.357	misturado
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniatura
minibus	0.439	0.390	0.428	mini onibus
minim	0.518	0.208	0.138	mínima
minimal	0.448	0.147	0.206	mínimo
minimize	0.360	0.236	0.311	minimizar
minimized	0.458	0.137	0.208	minimizado
minimum	0.380	0.198	0.194	mínimo
mining	0.633	0.598	0.554	mineração
minion	0.490	0.430	0.167	servo
minister	0.547	0.441	0.892	ministro
ministerial	0.571	0.519	0.660	ministerial
ministry	0.510	0.346	0.717	ministério
minivan	0.592	0.356	0.452	minivan
mink	0.560	0.515	0.430	vison
minnow	0.541	0.367	0.364	peixinho
minor	0.250	0.235	0.175	menor
minority	0.310	0.332	0.211	minoria
minstrel	0.458	0.541	0.397	menestrel
mint	0.688	0.221	0.345	hortelã
minty	0.635	0.292	0.361	mentolado
minuscule	0.396	0.286	0.214	minúsculo
minute	0.582	0.279	0.356	minuto
minutiae	0.323	0.257	0.316	minúcias
minx	0.448	0.519	0.404	sirigaita
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	milagre
miracles	0.922	0.735	0.692	milagres
miraculous	0.875	0.706	0.812	milagroso
mirage	0.546	0.487	0.562	miragem
mire	0.344	0.376	0.298	lama
mirror	0.677	0.310	0.438	espelho
mirth	0.888	0.640	0.608	alegria
misappropriation	0.097	0.831	0.500	apropriação indébita
misbehave	0.020	0.847	0.304	comportar-se mal
misbehavior	0.031	0.704	0.269	mau comportamento
miscalculation	0.177	0.490	0.353	erro de cálculo
miscarriage	0.042	0.781	0.312	aborto espontâneo
miscellaneous	0.531	0.321	0.196	Diversos
miscellany	0.500	0.412	0.384	miscelânea
mischief	0.385	0.834	0.292	travessura
mischievous	0.439	0.804	0.472	pernicioso
misconception	0.210	0.557	0.291	equívoco
misconduct	0.061	0.667	0.304	má conduta
misdemeanor	0.210	0.640	0.364	contravenção
misdirection	0.131	0.710	0.281	direção errada
miser	0.208	0.633	0.311	avarento
miserable	0.062	0.461	0.188	miserável
miserably	0.280	0.545	0.150	miseravelmente
misery	0.146	0.378	0.158	miséria
misfire	0.153	0.453	0.200	falha de ignição
misfit	0.173	0.500	0.393	desajustado
misfortune	0.094	0.780	0.311	infortúnio
misguided	0.280	0.531	0.259	equivocado
mishap	0.071	0.654	0.227	acidente
misinformed	0.156	0.567	0.250	mal informado
misinterpretation	0.112	0.556	0.360	má interpretação
mislead	0.167	0.765	0.412	enganar
misleading	0.070	0.660	0.272	errôneo
misled	0.177	0.606	0.353	enganado
mismanagement	0.094	0.520	0.295	má gestão
mismatch	0.250	0.459	0.282	incompatibilidade
mismatched	0.250	0.557	0.302	incompatível
misnomer	0.296	0.528	0.284	nome impróprio
misplace	0.229	0.461	0.191	lugar errado
misplaced	0.247	0.450	0.324	extraviado
misread	0.115	0.558	0.315	interpretou mal
misrepresent	0.198	0.542	0.418	deturpar
misrepresentation	0.323	0.618	0.518	deturpação
misrepresented	0.042	0.519	0.466	deturpou
miss	0.573	0.490	0.408	senhorita
missile	0.240	0.830	0.764	míssil
missiles	0.070	0.922	0.830	mísseis
missing	0.306	0.418	0.222	ausência de
missingyou	0.260	0.471	0.377	saudades de você
mission	0.765	0.633	0.870	missão
missionary	0.729	0.404	0.596	missionário
misspell	0.292	0.423	0.281	erro ortográfico
misstatement	0.302	0.547	0.221	distorção
missy	0.521	0.480	0.333	senhorita
mist	0.375	0.194	0.221	névoa
mistake	0.208	0.585	0.102	erro
mistaken	0.131	0.630	0.212	enganado
mister	0.604	0.406	0.663	senhor
mistletoe	0.542	0.470	0.324	visco
mistreated	0.010	0.792	0.200	maltratado
mistress	0.630	0.796	0.694	amante
mistrial	0.427	0.539	0.536	anulação do julgamento
mistrust	0.135	0.657	0.231	desconfiança
misty	0.427	0.451	0.278	enevoado
misunderstand	0.177	0.548	0.382	entender mal
misunderstanding	0.112	0.618	0.284	mal entendido
misunderstood	0.177	0.625	0.309	incompreendido
misuse	0.083	0.560	0.196	uso indevido
mite	0.290	0.584	0.271	ácaro
miter	0.458	0.500	0.414	mitra
mitigate	0.506	0.427	0.456	mitigar
mitigating	0.551	0.520	0.600	atenuante
mitigation	0.448	0.527	0.423	mitigação
mitt	0.406	0.183	0.264	luva
mitten	0.531	0.330	0.408	luva
mitzvah	0.422	0.610	0.409	mitsvá
mix	0.542	0.490	0.472	misturar
mixed	0.510	0.346	0.444	misturado
mixedemotions	0.440	0.673	0.430	emoções misturadas
mixer	0.562	0.500	0.556	misturador
mixture	0.546	0.360	0.481	mistura
mnemonic	0.531	0.480	0.452	mnemônico
moan	0.357	0.735	0.352	gemer
moat	0.398	0.380	0.314	fosso
mob	0.296	0.788	0.567	turba
mobile	0.615	0.569	0.481	Móvel
mobility	0.700	0.596	0.654	mobilidade
mobilization	0.688	0.720	0.787	mobilização
mobilize	0.604	0.684	0.727	mobilizar
mobster	0.188	0.870	0.638	mafioso
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	zombar
mocked	0.225	0.746	0.204	zombado
mockery	0.094	0.806	0.181	zombaria
mocking	0.082	0.755	0.394	zombando
mockingbird	0.513	0.337	0.423	Pássaro mimo
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modal
modality	0.633	0.404	0.527	modalidade
mode	0.531	0.185	0.367	modo
model	0.607	0.388	0.723	modelo
modeler	0.500	0.510	0.730	modelador
modeling	0.684	0.404	0.490	modelagem
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	moderado
moderate anticipation	0.667	0.451	0.574	antecipação moderada
moderate disgust	0.229	0.558	0.381	desgosto moderado
moderate negative	0.177	0.500	0.306	negativo moderado
moderate positive	0.896	0.453	0.753	positivo moderado
moderate surprise	0.776	0.663	0.637	surpresa moderada
moderate trust	0.677	0.350	0.773	confiança moderada
moderately	0.604	0.264	0.500	moderadamente
moderating	0.667	0.402	0.783	moderando
moderation	0.531	0.240	0.453	moderação
moderator	0.519	0.354	0.802	moderador
modern	0.855	0.423	0.691	moderno
modernism	0.760	0.553	0.703	modernismo
modest	0.760	0.130	0.412	modesto
modesty	0.778	0.240	0.500	modéstia
modicum	0.234	0.417	0.327	mínimo
modifiable	0.541	0.422	0.373	modificável
modification	0.480	0.520	0.625	modificação
modified	0.561	0.458	0.693	modificado
modify	0.458	0.584	0.625	modificar
modulate	0.673	0.343	0.555	modular
modulation	0.458	0.365	0.565	modulação
module	0.582	0.388	0.571	módulo
modulus	0.622	0.304	0.481	módulo
mogul	0.510	0.652	0.865	magnata
moiety	0.378	0.343	0.454	metade
moist	0.470	0.316	0.386	úmido
moisture	0.406	0.398	0.327	umidade
moisturizer	0.750	0.280	0.386	hidratante
molar	0.544	0.426	0.350	molar
molasses	0.490	0.269	0.286	melaço
mold	0.330	0.274	0.402	bolor
molded	0.667	0.361	0.373	moldado
molding	0.552	0.308	0.546	moldagem
moldy	0.235	0.387	0.250	mofado
mole	0.436	0.377	0.352	toupeira
molecular	0.495	0.440	0.536	molecular
molecule	0.531	0.259	0.375	molécula
molest	0.133	0.816	0.319	molestar
molestation	0.102	0.808	0.407	molestação
molester	0.143	0.811	0.478	molestador
molten	0.417	0.490	0.339	fundido
mom	0.927	0.336	0.639	mamãe
moment	0.604	0.435	0.509	momento
momentary	0.562	0.271	0.330	momentâneo
momentous	0.792	0.587	0.760	importante
momentum	0.663	0.750	0.688	impulso
momma	0.833	0.412	0.527	mãe
mommy	0.854	0.353	0.422	mamãe
monad	0.510	0.482	0.451	mônada
monarch	0.583	0.559	0.870	monarca
monarchy	0.450	0.557	0.870	monarquia
monastery	0.694	0.183	0.726	mosteiro
monastic	0.438	0.314	0.676	monástico
monetary	0.583	0.494	0.716	monetário
money	0.844	0.608	0.827	dinheiro
mongoloid	0.177	0.364	0.317	mongolóide
mongoose	0.327	0.380	0.546	mangusto
mongrel	0.425	0.438	0.395	vira-lata
monitor	0.490	0.298	0.538	monitor
monk	0.472	0.208	0.439	monge
monkey	0.548	0.449	0.283	macaco
mono	0.500	0.390	0.273	mono
monochrome	0.312	0.292	0.339	monocromático
monogamous	0.510	0.335	0.402	monogâmico
monogamy	0.542	0.380	0.455	monogamia
monogram	0.480	0.210	0.425	monograma
monogrammed	0.503	0.270	0.402	com monograma
monograph	0.500	0.242	0.481	monografia
monolayer	0.427	0.294	0.433	monocamada
monolith	0.429	0.327	0.500	monólito
monologue	0.500	0.284	0.534	monólogo
monopolist	0.330	0.590	0.725	monopolista
monopoly	0.449	0.509	0.640	Monopólio
monotonous	0.354	0.221	0.400	monótono
monotony	0.398	0.135	0.353	monotonia
monoxide	0.433	0.430	0.490	monóxido
monsieur	0.552	0.340	0.623	senhor
monsoon	0.358	0.600	0.481	monção
monster	0.133	0.935	0.596	monstro
monstrosity	0.094	0.933	0.611	monstruosidade
monstrous	0.094	0.942	0.649	monstruoso
montage	0.438	0.520	0.388	montagem
monte	0.589	0.330	0.391	monte
month	0.688	0.255	0.411	mês
monthly	0.622	0.314	0.364	por mês
monument	0.833	0.404	0.811	monumento
monumental	0.656	0.594	0.955	monumental
moo	0.438	0.355	0.300	muu
mooch	0.378	0.413	0.309	vagabundo
mood	0.720	0.500	0.500	humor
moods	0.578	0.633	0.491	humores
moody	0.245	0.811	0.595	temperamental
moon	0.673	0.233	0.547	lua
moonbeam	0.700	0.290	0.491	raio de lua
moonlight	0.865	0.264	0.409	luar
moonlit	0.873	0.269	0.508	iluminado pela lua
moonshine	0.633	0.389	0.491	luar
moonstruck	0.583	0.438	0.407	deslumbrado
moonwalk	0.615	0.586	0.525	moonwalk
moor	0.311	0.464	0.378	atracar
moored	0.344	0.500	0.417	ancorado
mooring	0.323	0.490	0.444	amarração
moorings	0.406	0.500	0.516	amarras
moorland	0.490	0.370	0.456	charneca
moose	0.648	0.373	0.318	alce
moot	0.344	0.500	0.615	discutível
mooted	0.388	0.580	0.463	debatido
mop	0.396	0.442	0.296	esfregar
mope	0.406	0.309	0.345	mope
moped	0.582	0.582	0.554	ciclomotor
moral	0.700	0.459	0.796	moral
morale	0.729	0.158	0.792	moral
morality	0.750	0.408	0.759	moralidade
morals	0.646	0.430	0.611	moral
morass	0.387	0.348	0.375	pântano
moratorium	0.337	0.427	0.373	moratória
moray	0.510	0.402	0.463	moreia
morbid	0.090	0.833	0.395	mórbido
morbidity	0.370	0.630	0.443	morbidade
morbidness	0.120	0.694	0.339	morbidez
mores	0.582	0.317	0.684	costumes
morgue	0.022	0.539	0.241	necrotério
moribund	0.083	0.488	0.167	moribundo
morn	0.542	0.284	0.345	manhã
morning	0.688	0.235	0.444	manhã
moron	0.133	0.587	0.183	idiota
moronic	0.122	0.500	0.224	imbecil
morose	0.240	0.663	0.264	taciturno
morph	0.448	0.469	0.451	metamorfosear
morphine	0.229	0.490	0.496	morfina
morphism	0.398	0.549	0.386	morfismo
morphology	0.516	0.373	0.639	morfologia
morrow	0.708	0.314	0.490	amanhã
morsel	0.490	0.296	0.400	bocado
mortal	0.196	0.786	0.510	mortal
mortality	0.229	0.726	0.518	mortalidade
mortar	0.333	0.627	0.562	argamassa
mortgage	0.255	0.408	0.537	hipoteca
mortgagee	0.418	0.633	0.723	credor hipotecário
mortgagor	0.431	0.522	0.490	hipoteca
mortician	0.104	0.429	0.275	agente funerário
mortification	0.135	0.644	0.404	mortificação
mortified	0.073	0.731	0.270	mortificado
mortuary	0.133	0.606	0.427	necrotério
mosaic	0.635	0.250	0.302	mosaico
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	mosquito
moss	0.235	0.270	0.245	musgo
mossy	0.375	0.329	0.286	musgoso
mote	0.375	0.388	0.260	cisco
motel	0.531	0.372	0.450	motel
moth	0.323	0.350	0.196	mariposa
mother	0.931	0.408	0.725	mãe
motherfucker	0.122	0.827	0.351	filho da puta
motherfucking	0.071	0.823	0.373	filho da puta
motherhood	0.844	0.546	0.667	maternidade
motherland	0.677	0.375	0.731	pátria
motherless	0.163	0.541	0.337	órfão de mãe
motherly	0.927	0.324	0.710	maternal
motif	0.688	0.481	0.527	motivo
motion	0.667	0.538	0.657	movimento
motionless	0.323	0.210	0.246	imóvel
motivate	0.812	0.776	0.873	motivar
motivating	0.958	0.820	0.787	motivador
motivation	0.854	0.784	0.802	motivação
motivational	0.906	0.646	0.858	motivacional
motive	0.667	0.588	0.663	motivo
motley	0.480	0.398	0.412	heterogêneo
motor	0.531	0.551	0.648	motor
motorbike	0.552	0.608	0.616	moto
motorboat	0.677	0.500	0.390	lancha
motorcade	0.708	0.730	0.593	carreata
motorcar	0.694	0.565	0.682	automóvel
motorcycle	0.677	0.764	0.713	motocicleta
motorist	0.562	0.663	0.578	motorista
motte	0.481	0.389	0.370	Bosque
mottled	0.380	0.336	0.295	manchado
motto	0.688	0.317	0.439	lema
mould	0.357	0.176	0.246	bolor
mound	0.520	0.481	0.509	monte
mount	0.500	0.292	0.348	montar
mountain	0.698	0.408	0.649	montanha
mountaineer	0.635	0.774	0.535	alpinista
mountainous	0.635	0.519	0.612	montanhoso
mountains	0.766	0.433	0.569	montanhas
mountaintop	0.653	0.541	0.713	topo da montanha
mourn	0.056	0.583	0.150	lamentar
mournful	0.180	0.441	0.188	triste
mourning	0.177	0.490	0.266	luto
mouse	0.427	0.441	0.206	rato
mousetrap	0.180	0.643	0.330	ratoeira
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	bigode
mousy	0.480	0.413	0.339	tímido
mouth	0.734	0.294	0.336	boca
mouthful	0.609	0.565	0.389	bocado
mouthpiece	0.573	0.346	0.393	bocal
mouthwash	0.438	0.385	0.352	enxaguante bucal
movable	0.469	0.509	0.500	móvel
move	0.656	0.647	0.670	jogada
movement	0.656	0.654	0.658	movimento
mover	0.615	0.539	0.466	motor
movie	0.792	0.560	0.471	filme
movies	0.724	0.426	0.472	filmes
moving	0.479	0.673	0.358	em movimento
movingforward	0.857	0.518	0.848	avançando
movingon	0.490	0.529	0.435	se movendo
mow	0.420	0.559	0.393	Cortar
mower	0.458	0.510	0.368	cortador de grama
moxie	0.531	0.490	0.366	bravo
mozzarella	0.653	0.265	0.340	mussarela
mri	0.365	0.431	0.349	ressonância magnética
muchneeded	0.438	0.602	0.455	muito necessário
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	sujeira
mucked	0.184	0.500	0.373	sujou-se
mucous	0.330	0.296	0.293	mucoso
mucus	0.143	0.309	0.228	muco
mud	0.333	0.260	0.185	lama
muddle	0.184	0.710	0.336	confusão
muddled	0.250	0.615	0.263	confuso
muddy	0.292	0.400	0.283	turvar
muff	0.542	0.335	0.314	regalo
muffin	0.684	0.430	0.306	muffin
muffled	0.479	0.330	0.421	abafado
muffler	0.357	0.407	0.454	silencioso
mug	0.542	0.214	0.382	caneca
mugger	0.125	0.850	0.500	assaltante
mulberry	0.469	0.315	0.361	amoreira
mulch	0.349	0.361	0.383	adubo
mule	0.320	0.337	0.254	mula
mull	0.663	0.340	0.594	meditar
mullet	0.521	0.356	0.377	salmonete
multilateral	0.500	0.469	0.705	multilateral
multimedia	0.611	0.390	0.607	multimídia
multinational	0.656	0.510	0.842	multinacional
multiple	0.660	0.510	0.578	múltiplo
multiple sclerosis	0.188	0.587	0.483	esclerose múltipla
multiplex	0.610	0.590	0.667	multiplex
multiplication	0.646	0.565	0.762	multiplicação
multiplicity	0.677	0.490	0.777	multiplicidade
multiplied	0.802	0.559	0.729	multiplicado
multiplier	0.643	0.615	0.741	multiplicador
multiply	0.802	0.625	0.777	multiplicar
multitude	0.562	0.765	0.847	multidão
mum	0.802	0.317	0.698	mãe
mumble	0.292	0.444	0.245	resmungar
mumbo	0.429	0.506	0.336	conversa fiada
mummy	0.400	0.588	0.415	mamãe
mumps	0.099	0.410	0.311	caxumba
munch	0.541	0.277	0.434	mastigar
munchies	0.562	0.470	0.491	larica
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	mundano
municipal	0.625	0.390	0.758	municipal
municipality	0.569	0.280	0.614	município
mural	0.551	0.265	0.454	mural
murder	0.061	0.942	0.615	assassinato
murderer	0.010	0.960	0.650	assassino
murderess	0.041	0.941	0.462	assassina
murderous	0.017	0.940	0.682	assassino
murky	0.143	0.618	0.370	obscuro
murmur	0.458	0.520	0.200	murmúrio
muscle	0.359	0.490	0.645	músculo
muscular	0.531	0.434	0.577	muscular
muse	0.760	0.360	0.509	musa
muses	0.714	0.434	0.571	musas
museum	0.792	0.206	0.481	museu
mush	0.500	0.311	0.125	mingau
mushroom	0.490	0.274	0.269	cogumelo
mushy	0.520	0.200	0.182	mole
music	0.833	0.563	0.605	música
musical	0.908	0.630	0.530	musical
musician	0.816	0.509	0.618	músico
musing	0.740	0.151	0.465	meditando
musk	0.469	0.454	0.453	almíscar
musket	0.260	0.654	0.510	mosquete
musketeer	0.694	0.569	0.705	mosqueteiro
muskrat	0.439	0.510	0.368	rato almiscarado
muslin	0.439	0.304	0.352	musselina
muss	0.418	0.438	0.302	bagunça
must	0.408	0.382	0.441	devo
mustang	0.635	0.642	0.708	mustang
mustard	0.500	0.346	0.275	mostarda
muster	0.635	0.460	0.548	reunir
musty	0.354	0.367	0.267	mofado
mutable	0.426	0.531	0.491	mutável
mutant	0.337	0.676	0.573	mutante
mutate	0.281	0.548	0.463	mutar
mutation	0.365	0.625	0.611	mutação
mute	0.271	0.200	0.250	mudo
muted	0.260	0.167	0.162	mudo
mutilate	0.125	0.900	0.465	mutilar
mutilated	0.041	0.841	0.356	mutilado
mutilation	0.122	0.782	0.456	mutilação
mutiny	0.323	0.890	0.549	motim
mutt	0.418	0.408	0.387	vira-lata
mutter	0.406	0.427	0.228	murmurar
mutton	0.427	0.283	0.393	Carneiro
mutual	0.729	0.321	0.464	mútuo
mutually	0.844	0.490	0.582	mutuamente
muzzle	0.388	0.430	0.232	focinho
myfavorite	0.812	0.587	0.615	meu favorito
myopia	0.245	0.387	0.226	miopia
myopic	0.344	0.396	0.218	míope
myriad	0.480	0.429	0.550	miríade
mysterious	0.448	0.699	0.455	misterioso
mystery	0.417	0.667	0.519	mistério
mystic	0.643	0.520	0.535	místico
mystical	0.594	0.443	0.689	místico
mysticism	0.594	0.598	0.423	misticismo
