English Word	Valence	Arousal	Dominance	Catalan Word
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	hort
orchestra	0.708	0.500	0.664	orquestra
orchid	0.840	0.345	0.382	orquídia
ordained	0.735	0.409	0.731	ordenat
ordeal	0.344	0.539	0.529	calvari
order	0.780	0.295	0.814	ordre
orderly	0.844	0.240	0.661	ordenada
ordinance	0.615	0.452	0.776	ordenança
ordinary	0.375	0.312	0.286	ordinari
ordination	0.688	0.490	0.765	ordenació
ordnance	0.354	0.825	0.679	artilleria
ore	0.500	0.333	0.356	mineral
oregano	0.596	0.327	0.250	orenga
organ	0.510	0.469	0.538	òrgan
organic	0.719	0.343	0.535	orgànica
organism	0.457	0.559	0.800	organisme
organist	0.740	0.469	0.669	organista
organization	0.810	0.535	0.851	organització
organize	0.802	0.655	0.781	organitzar
organized	0.816	0.337	0.746	organitzat
organizer	0.604	0.577	0.846	organitzador
orgasm	0.844	0.863	0.676	orgasme
orgies	0.388	0.953	0.433	orgies
orgy	0.346	0.962	0.536	orgia
orient	0.667	0.422	0.667	orientar
oriental	0.592	0.409	0.598	oriental
orientation	0.667	0.454	0.686	orientació
orifice	0.448	0.355	0.443	orifici
origami	0.684	0.276	0.294	origami
origin	0.729	0.435	0.591	origen
original	0.765	0.480	0.746	original
originality	0.898	0.500	0.824	originalitat
originate	0.702	0.500	0.866	originar
origination	0.760	0.443	0.604	origen
originator	0.592	0.510	0.868	originador
ornament	0.561	0.373	0.441	ornament
ornamental	0.663	0.392	0.460	ornamental
ornamentation	0.663	0.471	0.472	ornamentació
ornamented	0.677	0.350	0.490	ornamentat
ornate	0.812	0.356	0.500	ornamentat
ornery	0.361	0.520	0.509	ornery
orphan	0.133	0.388	0.140	orfe
orphanage	0.184	0.439	0.425	orfenat
orphaned	0.062	0.430	0.228	orfes
orthodontist	0.469	0.615	0.564	ortodoncista
orthodox	0.388	0.471	0.647	ortodoxes
orthodoxy	0.271	0.388	0.612	ortodoxia
orthogonal	0.500	0.314	0.540	ortogonal
orthopedic	0.406	0.346	0.473	ortopèdic
oscillate	0.449	0.580	0.397	oscil·lar
oscillating	0.469	0.548	0.402	oscil·lant
oscillation	0.562	0.433	0.431	oscil·lació
oscillatory	0.375	0.520	0.480	oscil·latòria
ostensible	0.542	0.549	0.585	ostensible
ostensibly	0.473	0.529	0.509	aparentment
ostentatious	0.479	0.794	0.648	ostentós
ostracized	0.115	0.690	0.377	ostracitzat
ostrich	0.592	0.382	0.241	estruç
other	0.472	0.230	0.259	altres
otter	0.439	0.216	0.339	llúdriga
otto	0.427	0.425	0.404	otto
ottoman	0.531	0.337	0.444	otomana
ought	0.438	0.511	0.434	hauria
ounce	0.531	0.255	0.288	unça
oust	0.296	0.716	0.444	expulsar
outage	0.306	0.684	0.438	interrupció
outback	0.500	0.324	0.430	interior
outbid	0.594	0.622	0.540	sobreoferta
outboard	0.448	0.491	0.456	fora borda
outbreak	0.260	0.632	0.472	brot
outburst	0.209	0.802	0.528	esclat
outcast	0.153	0.449	0.353	marginat
outcome	0.615	0.472	0.685	resultat
outcry	0.271	0.773	0.718	crit
outdated	0.167	0.236	0.226	antiquat
outdo	0.771	0.750	0.873	superar
outdoor	0.814	0.256	0.447	exterior
outdoors	0.781	0.444	0.453	a l'aire lliure
outer	0.552	0.471	0.456	exterior
outfit	0.760	0.490	0.566	vestit
outgoing	0.650	0.472	0.538	sortint
outgrow	0.510	0.529	0.722	superar
outgrowth	0.771	0.620	0.688	progrés
outhouse	0.281	0.519	0.255	dependència
outing	0.771	0.672	0.634	sortida
outlandish	0.448	0.737	0.657	extravagant
outlast	0.620	0.786	0.685	perdurar
outlaw	0.255	0.662	0.482	proscrit
outlet	0.610	0.396	0.245	sortida
outline	0.542	0.365	0.509	esquema
outlines	0.656	0.402	0.651	contorns
outlive	0.565	0.769	0.724	sobreviure
outlook	0.830	0.525	0.625	perspectiva
outlying	0.460	0.562	0.503	perifèric
outnumber	0.347	0.615	0.577	superen en nombre
outpatient	0.260	0.400	0.395	ambulatori
outpost	0.635	0.571	0.675	avançada
outpouring	0.562	0.685	0.552	efusió
output	0.604	0.389	0.434	sortida
outrage	0.060	0.689	0.542	indignació
outraged	0.156	0.696	0.538	indignat
outrageous	0.153	0.945	0.713	indignant
outrank	0.653	0.643	0.817	superació
outreach	0.540	0.462	0.672	divulgació
outright	0.767	0.396	0.755	rotundament
outrun	0.531	0.833	0.573	avançar
outset	0.750	0.500	0.582	inici
outsider	0.398	0.549	0.447	foraster
outskirts	0.474	0.519	0.312	afores
outsmart	0.673	0.657	0.864	més intel·ligent
outspoken	0.582	0.413	0.667	oberta
outstanding	0.898	0.760	0.896	excepcional
outstretched	0.448	0.481	0.519	estesa
outward	0.449	0.439	0.365	cap a fora
outwards	0.440	0.472	0.400	cap a fora
outweigh	0.486	0.600	0.682	pesar més que
outwit	0.302	0.755	0.356	enganyar
oval	0.417	0.280	0.330	ovalada
ovary	0.469	0.399	0.280	ovari
ovate	0.385	0.286	0.368	ovat
ovation	0.719	0.758	0.750	ovació
oven	0.583	0.425	0.606	forn
overactive	0.667	0.885	0.592	hiperactiu
overall	0.583	0.370	0.670	en general
overalls	0.500	0.392	0.373	monos
overbearing	0.323	0.833	0.861	prepotent
overburden	0.115	0.755	0.546	sobrecàrrega
overcast	0.417	0.250	0.475	ennuvolat
overcharged	0.276	0.780	0.569	sobrecarregat
overcoat	0.594	0.265	0.430	abric
overcome	0.719	0.689	0.848	superar
overcoming	0.842	0.765	0.855	superació
overcrowded	0.292	0.520	0.491	superpoblat
overdo	0.156	0.864	0.602	exagerar
overdose	0.110	0.820	0.468	sobredosi
overdrive	0.303	0.715	0.732	overdrive
overdue	0.125	0.427	0.259	endarrerit
overestimate	0.367	0.796	0.444	sobreestimar
overestimated	0.344	0.646	0.527	sobreestimat
overflow	0.398	0.792	0.500	desbordament
overflowing	0.439	0.796	0.635	desbordant
overgrown	0.333	0.500	0.369	cobert de creixement
overgrowth	0.417	0.790	0.673	creixement excessiu
overhanging	0.698	0.755	0.812	sobresortint
overhaul	0.500	0.651	0.491	revisió
overhead	0.344	0.700	0.538	per sobre
overhear	0.650	0.365	0.580	escoltar
overheated	0.250	0.598	0.547	sobreescalfat
overjoyed	0.908	0.708	0.755	encantat
overkill	0.379	0.861	0.678	excés
overlaid	0.620	0.610	0.676	superposat
overlap	0.594	0.615	0.627	solapament
overlapping	0.595	0.578	0.684	superposant-se
overlay	0.564	0.596	0.749	superposició
overload	0.381	0.690	0.652	sobrecàrrega
overlook	0.292	0.418	0.415	passar per alt
overlord	0.750	0.755	0.932	amo
overlying	0.500	0.519	0.691	superposant
overpaid	0.429	0.670	0.585	pagat en excés
overpass	0.562	0.561	0.565	pas elevat
overplayed	0.224	0.798	0.586	exagerat
overpower	0.448	0.859	0.783	dominar
overpowering	0.392	0.779	0.589	aclaparador
overpriced	0.271	0.556	0.472	massa car
overprotective	0.448	0.673	0.741	sobreprotector
overrated	0.312	0.630	0.482	sobrevalorat
overreact	0.306	0.912	0.471	reaccionar de manera exagerada
override	0.316	0.491	0.529	anul·lar
overriding	0.240	0.490	0.384	anul·lant
overrule	0.224	0.412	0.429	anul·lar
overrun	0.271	0.764	0.598	desbordament
oversee	0.541	0.649	0.778	supervisar
overseer	0.552	0.520	0.873	supervisor
overshadow	0.333	0.549	0.654	eclipsar
oversight	0.385	0.618	0.723	supervisió
oversized	0.552	0.540	0.679	sobredimensionat
overslept	0.408	0.315	0.300	es va adormir
overstate	0.281	0.779	0.635	exagerar
overstock	0.344	0.592	0.589	excés d'existències
overt	0.708	0.326	0.607	obert
overtake	0.573	0.620	0.718	avançar
overtaken	0.594	0.552	0.702	superat
overthemoon	0.643	0.531	0.481	sobre la lluna
overthinker	0.430	0.606	0.552	sobrepensador
overthinking	0.408	0.761	0.525	sobrepensant
overthrow	0.260	0.868	0.620	enderrocar
overtime	0.447	0.504	0.529	hores extres
overtired	0.210	0.357	0.273	cansat
overture	0.490	0.402	0.491	obertura
overturn	0.240	0.765	0.396	bolcar
overview	0.615	0.380	0.539	visió general
overweight	0.052	0.500	0.389	sobrepès
overwhelm	0.250	0.823	0.462	aclaparar
overwhelmed	0.341	0.680	0.348	aclaparat
overwhelming	0.327	0.830	0.640	aclaparador
overworked	0.133	0.670	0.387	excés de treball
overwrought	0.156	0.900	0.571	sobrecarregat
overzealous	0.427	0.804	0.703	excés de zel
owe	0.500	0.429	0.386	deure
owing	0.396	0.307	0.381	degut
owl	0.520	0.270	0.321	òliba
owner	0.776	0.449	0.920	propietari
ownership	0.628	0.445	0.741	propietat
ox	0.417	0.396	0.412	bou
oxidation	0.453	0.415	0.211	oxidació
oxide	0.354	0.377	0.298	òxid
oxygen	0.908	0.310	0.575	oxigen
oxymoron	0.427	0.481	0.398	oxímoron
oyster	0.500	0.311	0.327	ostra
ozone	0.560	0.345	0.518	ozó
pace	0.510	0.380	0.390	ritme
pacemaker	0.448	0.569	0.582	marcapassos
pacific	0.627	0.118	0.580	pacífic
pacified	0.802	0.194	0.414	pacificat
pacifier	0.615	0.342	0.356	xumet
pacifist	0.663	0.153	0.557	pacifista
pacify	0.812	0.283	0.629	pacificar
pacing	0.583	0.551	0.491	ritme
pack	0.510	0.347	0.475	paquet
package	0.571	0.433	0.443	paquet
packaging	0.604	0.393	0.549	embalatge
packer	0.520	0.480	0.537	empacador
packet	0.582	0.385	0.407	paquet
pact	0.442	0.444	0.593	pacte
pad	0.684	0.279	0.330	coixinet
padded	0.606	0.212	0.371	encoixinat
padding	0.561	0.398	0.423	farciment
paddle	0.561	0.375	0.393	pàdel
paddle boat	0.663	0.373	0.415	vaixell de rem
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	arrossar
padlock	0.459	0.284	0.457	cadenat
padre	0.684	0.407	0.647	pare
paean	0.552	0.547	0.471	pean
pagan	0.292	0.578	0.542	pagana
paganism	0.240	0.640	0.411	paganisme
page	0.677	0.224	0.278	pàgina
pageant	0.719	0.667	0.651	certamen
pager	0.510	0.526	0.554	paginador
pagination	0.459	0.333	0.400	paginació
paging	0.542	0.398	0.423	paginació
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	cubeta
pain	0.012	0.765	0.395	dolor
pained	0.112	0.500	0.250	dolorida
painful	0.050	0.742	0.330	dolorós
painfully	0.156	0.720	0.407	dolorosament
painkiller	0.487	0.312	0.481	analgèsic
painless	0.785	0.173	0.491	indolor
pains	0.106	0.673	0.362	dolors
painstaking	0.396	0.335	0.386	minuciós
paint	0.667	0.343	0.413	pintura
paintball	0.615	0.745	0.537	paintball
paintbrush	0.714	0.226	0.353	pinzell
painted	0.667	0.333	0.424	pintat
painter	0.677	0.366	0.487	pintor
painting	0.792	0.324	0.333	pintura
pair	0.552	0.317	0.304	parella
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	pijama
pajamas	0.719	0.170	0.264	pijames
pal	0.812	0.426	0.596	amic
palace	0.878	0.510	0.804	palau
palatable	0.823	0.500	0.594	agradable al gust
palate	0.625	0.350	0.358	paladar
pale	0.281	0.259	0.245	pàl·lid
paleontology	0.438	0.308	0.617	paleontologia
palette	0.590	0.333	0.205	paleta
pall	0.277	0.387	0.394	pal
palladium	0.470	0.380	0.393	pal·ladi
pallet	0.604	0.241	0.349	palet
palliative	0.548	0.394	0.518	pal·liatiu
palm	0.531	0.194	0.340	palmell
palmer	0.480	0.269	0.413	palmer
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	palpable
palpitations	0.417	0.702	0.528	palpitacions
palsy	0.083	0.446	0.221	paràlisi
paltry	0.333	0.491	0.320	miserable
pamper	0.792	0.321	0.348	mimar
pamphlet	0.530	0.250	0.327	fullet
pan	0.734	0.182	0.364	paella
panacea	0.420	0.427	0.613	panacea
panache	0.510	0.363	0.306	gràcia
pancake	0.802	0.274	0.364	pancake
pancakes	0.844	0.373	0.402	panqueques
pancreas	0.469	0.302	0.366	pàncrees
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	pandèmia
pandemonium	0.229	0.885	0.500	pandemoni
pane	0.385	0.250	0.444	panell
panel	0.469	0.321	0.425	panell
pang	0.146	0.595	0.455	pang
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	pànic
panicattack	0.255	0.724	0.386	atac de pànic
panicked	0.100	0.949	0.260	en pànic
panicking	0.094	0.882	0.333	entrant en pànic
panicky	0.284	0.962	0.393	pànic
panier	0.500	0.392	0.380	panier
panorama	0.719	0.402	0.625	panoràmica
panoramic	0.542	0.462	0.684	panoràmica
pansy	0.653	0.283	0.589	pensament
pant	0.448	0.463	0.409	pantaló
pantheon	0.144	0.410	0.610	panteó
panther	0.303	0.594	0.682	pantera
panties	0.594	0.529	0.312	calces
pantomime	0.552	0.481	0.385	pantomima
pantry	0.622	0.294	0.312	rebost
pants	0.673	0.320	0.333	pantalons
panty	0.451	0.557	0.303	calces
pantyhose	0.570	0.539	0.250	calces
pap	0.438	0.403	0.302	pap
papa	0.656	0.340	0.527	papa
papacy	0.481	0.263	0.553	papat
papal	0.493	0.304	0.559	papal
papaya	0.630	0.306	0.300	papaia
paper	0.520	0.123	0.293	paper
paperback	0.633	0.269	0.314	rústica
paperboy	0.521	0.490	0.471	paperer
paperweight	0.421	0.278	0.433	pisapapers
paperwork	0.448	0.355	0.422	paperassa
paprika	0.417	0.250	0.264	pebre vermell
papyrus	0.459	0.240	0.324	papir
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	paràbola
parabola	0.542	0.413	0.620	paràbola
parabolic	0.459	0.509	0.500	parabòlica
parachute	0.562	0.787	0.564	paracaigudes
parade	0.792	0.685	0.509	cercavila
paradigm	0.573	0.429	0.779	paradigma
paradise	0.875	0.540	0.796	paradís
paradox	0.417	0.442	0.482	paradoxa
paradoxical	0.406	0.547	0.433	paradoxal
paraffin	0.426	0.291	0.343	parafina
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	paràgraf
parakeet	0.576	0.387	0.227	periquito
paralegal	0.479	0.470	0.519	paralegal
parallax	0.437	0.394	0.471	paral·laxi
parallel	0.568	0.284	0.465	paral·lel
parallelism	0.549	0.363	0.527	paral·lelisme
paralysis	0.156	0.500	0.305	paràlisi
paralyze	0.188	0.367	0.471	paralitzar
paramedic	0.673	0.464	0.636	paramèdic
paramedics	0.479	0.594	0.712	paramèdics
paramilitary	0.154	0.804	0.727	paramilitars
paramount	0.771	0.615	0.902	primordial
paranoia	0.146	0.841	0.407	paranoia
paranoid	0.122	0.918	0.364	paranoic
paranormal	0.167	0.814	0.560	paranormal
parapet	0.450	0.356	0.279	parapet
paraphernalia	0.443	0.726	0.509	parafernàlia
paraphrase	0.500	0.375	0.444	parafrasejar
paraplegic	0.188	0.441	0.321	paraplègic
parasite	0.092	0.442	0.324	paràsit
parasitic	0.037	0.600	0.364	paràsit
parasol	0.604	0.255	0.304	para-sol
parcel	0.660	0.324	0.411	parcel·la
parcels	0.551	0.445	0.418	parcel·les
parched	0.250	0.235	0.255	ressecat
parchment	0.615	0.228	0.455	pergamí
pardon	0.552	0.413	0.542	perdó
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parènquima
parent	0.812	0.357	0.860	pare
parentage	0.903	0.382	0.595	filiació
parental	0.760	0.430	0.627	parental
parenthesis	0.510	0.255	0.380	parèntesis
parenthetical	0.490	0.327	0.391	entre parèntesis
parenthood	0.750	0.630	0.782	paternitat
parenting	0.812	0.520	0.676	criança dels pares
pariah	0.397	0.478	0.293	paria
parietal	0.481	0.333	0.491	parietal
paring	0.429	0.441	0.324	paret
parish	0.698	0.354	0.582	parròquia
parity	0.582	0.406	0.407	paritat
park	0.816	0.343	0.414	parc
parka	0.469	0.481	0.395	parka
parking	0.777	0.469	0.510	aparcament
parkinsons	0.104	0.570	0.373	parkinsons
parlance	0.510	0.350	0.462	llenguatge
parlay	0.469	0.611	0.483	parlay
parliament	0.573	0.540	0.858	parlament
parliamentary	0.490	0.554	0.755	parlamentària
parlor	0.500	0.327	0.366	saló
parmesan	0.698	0.321	0.382	parmesà
parody	0.561	0.651	0.375	paròdia
parole	0.388	0.620	0.526	llibertat condicional
parquet	0.541	0.240	0.422	parquet
parrot	0.588	0.333	0.292	lloro
parry	0.510	0.404	0.436	parar
parse	0.469	0.456	0.667	analitzar
parsimonious	0.417	0.312	0.446	parsimoniós
parsimony	0.449	0.280	0.403	parsimònia
parsley	0.458	0.170	0.291	julivert
parson	0.583	0.250	0.615	pastor
part	0.663	0.278	0.360	part
partake	0.755	0.656	0.629	participar
partial	0.429	0.324	0.348	parcial
partiality	0.375	0.380	0.490	parcialitat
partially	0.418	0.368	0.396	parcialment
participant	0.712	0.598	0.613	participant
participate	0.755	0.580	0.684	participar
participation	0.781	0.700	0.702	participació
particle	0.521	0.265	0.438	partícula
particular	0.562	0.402	0.552	particular
particularity	0.670	0.434	0.586	particularitat
particulars	0.604	0.348	0.525	particulars
parting	0.260	0.542	0.353	separació
partisan	0.615	0.549	0.669	partidista
partisanship	0.438	0.566	0.551	partidisme
partition	0.615	0.469	0.567	partició
partly	0.415	0.410	0.396	en part
partner	0.673	0.302	0.586	soci
partnership	0.786	0.387	0.545	associació
partridge	0.583	0.415	0.250	perdiu
parts	0.459	0.327	0.392	parts
party	0.948	0.840	0.547	festa
pas	0.490	0.344	0.262	pas
pass	0.510	0.324	0.362	passar
passable	0.688	0.337	0.633	transitable
passage	0.429	0.314	0.370	passatge
passageway	0.490	0.389	0.400	passadís
passe	0.531	0.357	0.426	passar
passenger	0.717	0.413	0.481	passatger
passim	0.458	0.491	0.333	passim
passing	0.458	0.298	0.509	passant
passion	0.854	0.865	0.728	passió
passionate	0.990	0.827	0.731	apassionat
passive	0.420	0.116	0.241	passiu
passivity	0.241	0.115	0.246	passivitat
passkey	0.646	0.500	0.791	clau d'accés
passport	0.653	0.457	0.682	passaport
password	0.390	0.356	0.559	contrasenya
past	0.490	0.422	0.311	passat
pasta	0.615	0.306	0.375	pasta
paste	0.500	0.556	0.500	pasta
pastel	0.719	0.357	0.367	pastel
pastime	0.677	0.353	0.443	passatemps
pastor	0.698	0.236	0.746	pastor
pastrami	0.542	0.415	0.348	pastrami
pastry	0.870	0.407	0.419	pastisseria
pasture	0.688	0.145	0.170	pastura
pasty	0.479	0.363	0.375	pastós
pat	0.418	0.377	0.340	pat
patch	0.439	0.288	0.283	pegat
patchwork	0.500	0.260	0.325	patchwork
pate	0.406	0.260	0.260	paté
patella	0.430	0.260	0.342	ròtula
patent	0.724	0.391	0.609	patent
patented	0.571	0.422	0.685	patentat
paternal	0.776	0.353	0.755	paternal
paternity	0.704	0.590	0.806	paternitat
path	0.590	0.245	0.421	Camí
pathetic	0.088	0.464	0.139	patètic
pathological	0.220	0.602	0.580	patològic
pathologist	0.354	0.552	0.585	patòleg
pathology	0.271	0.560	0.558	patologia
pathos	0.350	0.449	0.462	patetisme
pathway	0.646	0.410	0.519	camí
patience	0.771	0.125	0.387	paciència
patient	0.583	0.193	0.340	pacient
patio	0.562	0.245	0.402	pati
patriarch	0.592	0.448	0.898	patriarca
patriarchal	0.531	0.500	0.857	patriarcal
patrimony	0.719	0.406	0.740	patrimoni
patriot	0.771	0.635	0.886	patriota
patriotic	0.875	0.509	0.933	patriòtica
patriotism	0.708	0.635	0.848	patriotisme
patrol	0.427	0.664	0.736	patrulla
patrolman	0.469	0.731	0.884	patruller
patron	0.583	0.451	0.870	mecenes
patronage	0.583	0.490	0.583	mecenatge
patronising	0.439	0.455	0.582	patrocinador
patronize	0.430	0.451	0.591	patrocinar
patronizing	0.542	0.365	0.529	patrocinador
patter	0.312	0.635	0.451	pateig
pattern	0.479	0.422	0.664	patró
paucity	0.153	0.453	0.175	pobresa
pauper	0.260	0.347	0.151	pobre
pause	0.429	0.188	0.264	pausa
pave	0.594	0.490	0.509	pavimentar
pavement	0.460	0.353	0.475	paviment
pavilion	0.583	0.500	0.770	pavelló
paving	0.408	0.469	0.545	pavimentació
paw	0.417	0.360	0.286	pota
pawn	0.390	0.321	0.187	peó
pawnshop	0.396	0.439	0.519	casa d'empenyorament
pax	0.551	0.421	0.473	pax
pay	0.514	0.588	0.592	pagar
payable	0.385	0.480	0.606	a pagar
payback	0.459	0.500	0.567	retorn
paycheck	0.896	0.630	0.652	xec de sou
payday	0.833	0.741	0.571	dia de pagament
payer	0.313	0.630	0.638	pagador
payload	0.612	0.510	0.682	càrrega útil
payment	0.629	0.452	0.643	pagament
payoff	0.740	0.644	0.673	saldar
payout	0.646	0.600	0.575	pagament
payphone	0.469	0.360	0.370	telèfon de pagament
payroll	0.521	0.360	0.549	nòmina
pea	0.580	0.275	0.298	pèsol
peace	0.939	0.156	0.613	pau
peaceable	0.776	0.134	0.453	pacífica
peaceful	0.867	0.108	0.569	Pacífic
peacefully	0.901	0.190	0.639	pacíficament
peacekeeper	0.865	0.320	0.644	manteniment de la pau
peaceofmind	0.786	0.160	0.519	tranquil·litat
peacetime	0.949	0.180	0.579	temps de pau
peach	0.704	0.480	0.272	préssec
peachy	0.755	0.479	0.388	préssec
peacock	0.786	0.449	0.458	paó
peak	0.500	0.345	0.431	cim
peaked	0.677	0.704	0.857	va arribar al cim
peanut	0.646	0.202	0.246	cacauet
peanuts	0.542	0.294	0.324	cacauets
pear	0.677	0.158	0.241	pera
pearl	0.905	0.425	0.642	perla
pearly	0.635	0.337	0.373	nacrat
peas	0.542	0.283	0.310	pèsols
peasant	0.530	0.275	0.407	camperol
peat	0.333	0.655	0.504	torba
pebble	0.354	0.353	0.287	còdols
pecan	0.552	0.316	0.358	pacana
peck	0.202	0.530	0.321	picotejar
pecker	0.459	0.509	0.375	picota
peculiar	0.600	0.491	0.564	peculiar
peculiarities	0.511	0.460	0.528	peculiaritats
peculiarity	0.439	0.452	0.652	peculiaritat
peculiarly	0.615	0.450	0.454	peculiarment
pecuniary	0.490	0.490	0.500	pecuniari
pedal	0.500	0.320	0.342	pedal
pedantic	0.229	0.608	0.253	pedant
peddle	0.539	0.549	0.538	venda ambulant
peddler	0.408	0.481	0.390	venedor ambulant
pedestal	0.735	0.284	0.579	pedestal
pedestrian	0.438	0.360	0.448	vianant
pediatric	0.560	0.462	0.490	pediàtrica
pediatrician	0.602	0.500	0.627	pediatre
pediatrics	0.750	0.380	0.596	pediatria
pedicure	0.695	0.269	0.296	pedicura
pedigree	0.625	0.340	0.609	pedigrí
pedometer	0.469	0.561	0.405	podòmetre
pedophile	0.051	0.724	0.430	pedòfil
pee	0.449	0.529	0.391	fer pipí
peek	0.486	0.360	0.411	ullada
peekaboo	0.592	0.607	0.412	peekaboo
peel	0.439	0.250	0.279	pelar
peep	0.573	0.317	0.269	pipi
peeper	0.182	0.537	0.343	mirador
peephole	0.479	0.500	0.310	mirilla
peer	0.458	0.321	0.569	company
peering	0.514	0.409	0.451	mirant
peerless	0.688	0.450	0.462	sense igual
peeved	0.156	0.750	0.467	enfadat
peg	0.520	0.357	0.393	clavilla
pegs	0.408	0.286	0.386	clavilles
peice	0.479	0.422	0.398	peça
pelagic	0.521	0.554	0.491	pelàgic
pelican	0.573	0.391	0.380	pelicà
pellet	0.448	0.390	0.466	pellet
pelvic	0.320	0.632	0.373	pèlvica
pelvis	0.378	0.618	0.380	pelvis
pen	0.622	0.194	0.250	bolígraf
penal	0.208	0.565	0.610	penal
penalty	0.062	0.490	0.240	penalització
penance	0.219	0.667	0.463	penitència
penchant	0.688	0.480	0.609	inclinació
pencil	0.552	0.200	0.263	llapis
pendant	0.676	0.321	0.385	penjoll
pendency	0.396	0.452	0.472	pendent
pendent	0.470	0.380	0.425	pendent
pending	0.396	0.441	0.473	pendents
pendulum	0.542	0.368	0.434	pèndol
penetrate	0.287	0.877	0.732	penetrar
penetrating	0.469	0.792	0.782	penetrant
penetration	0.438	0.885	0.792	penetració
penguin	0.615	0.296	0.307	pingüí
penicillin	0.417	0.431	0.566	penicil·lina
penile	0.490	0.736	0.491	penis
peninsula	0.551	0.384	0.627	península
penis	0.354	0.810	0.556	penis
penitent	0.542	0.530	0.508	penitent
penitentiary	0.229	0.726	0.491	penitenciari
penmanship	0.677	0.284	0.509	caligrafia
pennant	0.542	0.380	0.426	banderín
penniless	0.062	0.316	0.083	sense diners
penny	0.615	0.302	0.324	cèntim
pension	0.625	0.409	0.406	pensió
pensioner	0.440	0.245	0.442	pensionista
pensive	0.540	0.220	0.529	pensativa
pentagon	0.490	0.636	0.774	pentàgon
pentagram	0.510	0.433	0.466	pentagrama
penthouse	0.592	0.430	0.395	àtic
penultimate	0.469	0.366	0.255	penúltim
people	0.604	0.400	0.500	gent
peopled	0.594	0.450	0.679	poblat
pep	0.510	0.510	0.364	pep
pepper	0.400	0.539	0.328	pebre
peppermint	0.720	0.264	0.271	menta
pepperoni	0.796	0.472	0.358	pepperoni
peppy	0.677	0.529	0.438	alegre
peptic	0.398	0.463	0.362	pèptica
peptide	0.380	0.480	0.411	pèptid
perceive	0.653	0.490	0.655	percebre
percent	0.470	0.350	0.356	per cent
percentage	0.469	0.400	0.553	percentatge
percentile	0.479	0.410	0.390	percentil
perceptible	0.710	0.460	0.620	perceptible
perception	0.653	0.481	0.655	percepció
perceptive	0.745	0.500	0.741	perceptiva
perch	0.531	0.300	0.314	perxa
perchance	0.480	0.224	0.298	potser
percolation	0.397	0.417	0.415	percolació
percussion	0.622	0.635	0.642	percussió
perdition	0.135	0.656	0.496	perdició
peremptory	0.429	0.426	0.606	peremptori
perennial	0.527	0.358	0.500	perenne
perfect	0.980	0.471	0.870	perfecte
perfection	0.881	0.745	0.934	perfecció
perfectionist	0.667	0.704	0.905	perfeccionista
perfecto	0.802	0.567	0.889	perfecte
perforated	0.219	0.607	0.344	perforat
perforation	0.365	0.668	0.578	perforació
perforce	0.357	0.689	0.354	per força
perform	0.765	0.555	0.773	realitzar
performance	0.750	0.520	0.672	rendiment
performer	0.541	0.530	0.708	intèrpret
perfume	0.740	0.472	0.463	perfum
perfumed	0.816	0.471	0.509	perfumada
peri	0.448	0.433	0.370	peri
peridot	0.458	0.481	0.435	peridot
peril	0.052	0.910	0.518	perill
perilous	0.143	0.862	0.575	perillós
perimeter	0.470	0.443	0.555	perímetre
period	0.396	0.324	0.588	període
periodic	0.677	0.324	0.508	periòdic
periodical	0.550	0.298	0.430	periòdic
periodically	0.480	0.314	0.515	periòdicament
periodicity	0.646	0.324	0.645	periodicitat
peripheral	0.406	0.406	0.549	perifèric
periphery	0.469	0.360	0.366	perifèria
periscope	0.604	0.375	0.609	periscopi
perish	0.296	0.570	0.415	perir
perishable	0.270	0.464	0.354	perible
perished	0.135	0.596	0.225	va morir
perishing	0.229	0.423	0.148	morint
perjury	0.229	0.686	0.409	perjuri
perk	0.903	0.519	0.682	avantatge
perky	0.896	0.792	0.673	alegre
perm	0.667	0.465	0.741	permanent
permanence	0.771	0.370	0.708	permanència
permanent	0.745	0.345	0.736	permanent
permeable	0.635	0.402	0.495	permeable
permeate	0.417	0.410	0.407	impregnar
permeation	0.418	0.559	0.536	permeació
permissible	0.684	0.646	0.612	admissible
permission	0.612	0.311	0.580	permís
permissive	0.633	0.389	0.413	permissiu
permit	0.733	0.349	0.518	permís
permitted	0.865	0.410	0.613	permès
permitting	0.724	0.481	0.661	permetent
permutation	0.385	0.588	0.500	permutació
pernicious	0.229	0.600	0.382	perniciosa
peroxide	0.458	0.529	0.510	peròxid
perpendicular	0.510	0.398	0.439	perpendiculars
perpetrate	0.327	0.837	0.732	perpetrar
perpetrator	0.229	0.765	0.538	autor
perpetual	0.625	0.438	0.741	perpetu
perpetually	0.510	0.473	0.868	perpètuament
