English Word	Valence	Arousal	Dominance	Yiddish Word
headquarter	0.615	0.269	0.525	הויפּטקוואַרטיר
headquarters	0.615	0.271	0.525	הויפּטקוואַרטיר
headset	0.602	0.340	0.302	כעדסעט
headstone	0.240	0.378	0.349	קעפשטיין
headstrong	0.310	0.714	0.500	העאַדסטראָנג
headway	0.823	0.464	0.745	קאָפּווייטיק
heady	0.448	0.806	0.565	העאַדי
heal	0.765	0.245	0.556	היילן
healer	0.863	0.378	0.741	כילער
healing	0.750	0.452	0.585	היילונג
health	0.935	0.427	0.551	געזונט
healthcare	0.780	0.392	0.630	געזונט זאָרגן
healthful	0.930	0.315	0.769	געזונט
healthy	0.938	0.319	0.818	געזונט
heap	0.582	0.510	0.474	קופּע
hear	0.760	0.429	0.444	הערן
hearer	0.656	0.281	0.415	הערער
hearing	0.669	0.490	0.595	געהער
hearsay	0.288	0.623	0.333	הערן זאָגן
hearse	0.177	0.490	0.324	כערס
heart	0.827	0.500	0.693	הארץ
heart disease	0.250	0.750	0.386	הארץ קראנקהייט
heartache	0.088	0.750	0.291	האַרצווייטיק
heartattack	0.156	0.839	0.455	הארץ אטאקע
heartbeat	0.750	0.698	0.585	כאַרטביט
heartbreak	0.208	0.610	0.245	העאַרטברעאַק
heartbreaker	0.265	0.685	0.580	העאַרטברעאַקער
heartbreaking	0.146	0.811	0.423	כאַרטברייקינג
heartbroken	0.082	0.551	0.235	האַרציקע
heartburn	0.143	0.613	0.398	ברענעניש
hearted	0.823	0.410	0.805	האַרציק
heartfelt	0.904	0.440	0.540	האַרציק
hearth	0.760	0.275	0.536	כאַרט
heartily	0.927	0.531	0.664	האַרציק
heartland	0.812	0.510	0.675	הארץ
heartless	0.071	0.652	0.400	האַרציק
hearts	0.948	0.592	0.634	הערצער
heartsick	0.240	0.388	0.208	האַרציק
heartworm	0.333	0.550	0.430	כאַרטוואָרם
hearty	0.760	0.684	0.792	האַרציק
heat	0.534	0.612	0.433	היץ
heated	0.479	0.497	0.542	העאַטעד
heater	0.500	0.573	0.538	כיטער
heath	0.802	0.387	0.546	היט
heathen	0.194	0.529	0.491	כידישע
heather	0.500	0.352	0.407	כעדער
heating	0.647	0.491	0.537	באַהיצונג
heave	0.716	0.588	0.664	הייבן
heaven	0.896	0.385	0.600	הימל
heavenly	0.844	0.452	0.712	הימלישע
heavens	0.806	0.273	0.683	הימלען
heavily	0.542	0.679	0.814	שווער
heaviness	0.219	0.549	0.318	שווערקייט
heaving	0.201	0.843	0.491	העאַווינג
heavy	0.250	0.454	0.600	שווער
heavy metal	0.417	0.755	0.621	שווערע אייזן
heavyweight	0.429	0.578	0.713	כעוויווייט
heck	0.240	0.728	0.560	העקק
hectares	0.570	0.250	0.471	כעקטאַרז
hectic	0.167	0.811	0.438	העקטיק
hedge	0.604	0.602	0.569	העדגע
hedgehog	0.458	0.491	0.377	העדגעהאָג
hedonism	0.510	0.500	0.608	העדאָניזם
hee	0.430	0.433	0.312	הי
heed	0.750	0.490	0.569	אכטונג
heel	0.480	0.350	0.385	פּיאַטע
heels	0.500	0.439	0.396	כילז
heft	0.503	0.340	0.530	heft
hefty	0.550	0.654	0.745	כעפטי
hegemonic	0.462	0.519	0.558	העגעמאָניק
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	כייף
height	0.677	0.608	0.648	הייך
heighten	0.755	0.622	0.765	פאַרגרעסערן
heightened	0.592	0.529	0.788	כייטאַנד
heinous	0.133	0.792	0.471	כיינעוודיק
heir	0.840	0.654	0.764	יורש
heiress	0.827	0.571	0.676	יורשת
heirloom	0.684	0.375	0.745	ירושה
heirs	0.796	0.519	0.698	יורשים
heist	0.184	0.850	0.645	העיסט
helical	0.379	0.429	0.468	כעליקאַל
helicopter	0.714	0.806	0.617	העליקאָפּטער
helipad	0.780	0.637	0.573	העליפּאַד
heliport	0.594	0.604	0.527	העליפּאָרט
helium	0.490	0.316	0.304	העליום
helix	0.521	0.462	0.509	כיליקס
hell	0.020	0.918	0.565	גענעם
hellfire	0.143	0.890	0.618	גיהנום
hellhole	0.200	0.615	0.421	גיהנום
hellish	0.125	0.860	0.545	גיהנום
helm	0.511	0.450	0.615	העלם
helmet	0.573	0.327	0.402	העלמעט
helmsman	0.490	0.441	0.647	כעלמסמאן
help	0.673	0.471	0.460	הילף
helper	0.704	0.438	0.567	העלפער
helpful	0.816	0.337	0.705	נוציק
helpless	0.104	0.420	0.214	אָפענטיק
helplessness	0.087	0.480	0.250	אָפענטיק
hem	0.562	0.283	0.291	צוים
hematite	0.448	0.389	0.342	העמאַטייט
hematoma	0.146	0.600	0.398	כעמאַטאָומאַ
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	האַלבקייַלעך
hemispheric	0.562	0.449	0.603	העמיספעריק
hemlock	0.438	0.350	0.434	כעמלאַק
hemoglobin	0.469	0.481	0.418	העמאָגלאָבין
hemorrhage	0.031	0.849	0.426	כעמעראַדזש
hemorrhoids	0.133	0.702	0.304	כעמערוידז
hemostat	0.388	0.442	0.464	העמאָסטאַט
hemp	0.469	0.439	0.422	כעמפּ
hen	0.385	0.276	0.241	הון
henceforth	0.527	0.404	0.466	ווײַטער
henhouse	0.500	0.577	0.414	הון הויז
hepatitis	0.055	0.596	0.358	העפּאַטיטיס
herald	0.643	0.382	0.500	העראַלד
heraldry	0.550	0.520	0.607	העראַלדרי
herb	0.643	0.418	0.353	קרייַטעכץ
herbaceous	0.560	0.220	0.310	ערביישאַס
herbal	0.592	0.255	0.390	ערבאַל
herbarium	0.602	0.188	0.327	הערבאַריום
herbs	0.620	0.299	0.308	הערבס
herd	0.592	0.500	0.474	סטאַדע
hereditary	0.531	0.600	0.737	יערושעדיק
heredity	0.704	0.445	0.818	הערעדיטי
heresy	0.265	0.765	0.443	אפיקורסות
heretic	0.090	0.710	0.447	אפיקורסות
heretical	0.229	0.630	0.487	אפיקורסות
heretofore	0.479	0.388	0.385	ביז איצט
hereunto	0.500	0.225	0.333	צו דעם
herewith	0.450	0.360	0.415	דערמיט
heritage	0.842	0.512	0.815	העריטאַגע
hermaphrodite	0.480	0.684	0.481	הערמאַפראָדיטע
hermeneutics	0.406	0.577	0.562	הערמעניוטיק
hermit	0.271	0.337	0.351	הערמיט
hernia	0.146	0.486	0.223	הערניאַ
hero	0.940	0.806	0.881	העלד
heroic	0.890	0.770	0.912	העלדיש
heroics	0.865	0.673	0.894	העלדישקייטן
heroin	0.276	0.843	0.655	העראָין
heroine	0.729	0.755	0.833	העלדין
heroism	0.844	0.802	0.898	העלדישקייט
herpes	0.110	0.600	0.309	הערפּעס
herpesvirus	0.219	0.558	0.435	הערפּעס ווירוס
herring	0.531	0.387	0.422	הערינג
hertz	0.396	0.417	0.506	הערץ
hesitant	0.333	0.542	0.321	קווענקלענ זיך
hesitate	0.459	0.548	0.232	קווענקלען
hesitating	0.265	0.528	0.240	קווענקלענ זיך
hesitation	0.286	0.396	0.217	כעזאַטיישאַן
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	העטעראַדזשיניקייט
hew	0.417	0.470	0.377	היי
hex	0.410	0.510	0.363	העקס
hexagon	0.542	0.226	0.425	כעקסאַגאָן
heyday	0.646	0.680	0.673	כייאיי
hiatus	0.479	0.294	0.352	הייאטוס
hibernate	0.500	0.317	0.431	כייבערנייט
hibernation	0.469	0.245	0.384	כייבערניישאַן
hiccup	0.271	0.549	0.240	כייק
hick	0.357	0.442	0.314	היק
hickey	0.448	0.529	0.345	היקי
hickory	0.520	0.490	0.415	היקקאָרי
hidden	0.208	0.430	0.327	פאַרבאָרגן
hide	0.438	0.510	0.218	באַהאַלטן
hideaway	0.448	0.481	0.360	באַהאַלטן
hideous	0.091	0.750	0.328	שרעקלעך
hideout	0.337	0.443	0.302	באַהאַלטן
hiding	0.250	0.567	0.364	באַהאַלטן
hierarchical	0.521	0.620	0.939	כייעראַרקיש
hierarchy	0.583	0.722	0.902	כייעראַרקי
hieroglyphics	0.479	0.325	0.509	כייראָוגליפיקס
high	0.684	0.510	0.614	הויך
high heels	0.646	0.528	0.429	הויך כילז
highball	0.656	0.520	0.481	היגהבאַלל
higher	0.866	0.528	0.713	העכער
highest	0.771	0.640	0.710	העכסטן
highland	0.615	0.481	0.611	היגהלאַנד
highlands	0.735	0.431	0.596	כיילאַנדז
highlight	0.844	0.637	0.882	הויכפּונקט
highness	0.740	0.670	0.931	הויך
hight	0.667	0.637	0.645	הויך
hightail	0.448	0.480	0.481	היגהטאַיל
highway	0.640	0.583	0.425	שאָסיי
hijack	0.042	0.908	0.594	כיידזשאַק
hijacker	0.104	0.953	0.683	כיידזשאַקער
hike	0.615	0.442	0.538	שפּאַציר
hiker	0.694	0.802	0.644	כיקער
hiking	0.820	0.843	0.670	כייקינג
hiking boot	0.657	0.353	0.446	כייקינג שטיוול
hilarious	0.750	0.640	0.537	כילעריאַס
hilarity	0.745	0.480	0.575	כילעריקייט
hill	0.615	0.353	0.518	בערגל
hillside	0.625	0.292	0.458	בערגל
hilltop	0.688	0.643	0.787	בערגל שפּיץ
hilly	0.643	0.479	0.603	כילי
hilt	0.396	0.650	0.537	היטל
hind	0.483	0.644	0.337	הינד
hinder	0.276	0.537	0.470	שטערן
hindering	0.260	0.654	0.435	שטערן
hindrance	0.135	0.545	0.473	כינדראַנס
hindsight	0.333	0.431	0.532	הינדערסייט
hinge	0.458	0.292	0.417	הינגע
hint	0.602	0.330	0.517	אָנצוהערעניש
hinterland	0.530	0.520	0.457	הינטערלאַנד
hip	0.448	0.415	0.345	לענד
hip hop	0.740	0.714	0.484	היפּ האָפּ
hippie	0.551	0.400	0.396	כיפּי
hippo	0.490	0.404	0.477	כיפּאָו
hippopotamus	0.541	0.472	0.615	כיפּאַפּאַטאַמאַס
hire	0.688	0.558	0.556	אָנשטעלן
hirsute	0.385	0.483	0.373	hirsute
hiss	0.388	0.480	0.370	שיסן
hissing	0.500	0.454	0.400	כיסינג
histology	0.490	0.320	0.560	היסטאָלאָגי
historian	0.688	0.270	0.637	היסטאָריקער
historic	0.816	0.473	0.784	היסטארישע
historical	0.653	0.357	0.833	היסטאָריש
historiography	0.562	0.415	0.634	היסטאָריאָגראַפיע
history	0.729	0.382	0.754	געשיכטע
hit	0.235	0.931	0.679	שלאָגן
hitch	0.512	0.480	0.554	צוטשעפּען
hitchhike	0.396	0.622	0.385	כיטשכייק
hitchhiker	0.594	0.626	0.603	כיטשכיקער
hitherto	0.448	0.356	0.463	ביז איצט
hitter	0.418	0.683	0.713	היטטער
hive	0.471	0.452	0.544	כייוו
hives	0.417	0.473	0.591	כייווז
hoard	0.506	0.412	0.518	האָאַרד
hoarse	0.281	0.402	0.315	הייזעריק
hoary	0.469	0.298	0.424	האָררי
hoax	0.146	0.696	0.303	בלאָף
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	האָבביט
hobby	0.827	0.560	0.471	פערדל
hobo	0.323	0.443	0.282	האָבאָ
hock	0.513	0.452	0.412	האַק
hockey	0.565	0.786	0.548	האָקי
hoe	0.302	0.480	0.418	האָדעווען
hog	0.317	0.509	0.271	כאַזער
hogwash	0.420	0.490	0.361	האָגוואַש
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	הייבן
hokey	0.604	0.667	0.430	האָקיי
hold	0.448	0.290	0.364	האלט
holder	0.592	0.330	0.713	האָלדער
holding	0.600	0.385	0.670	האלטן
holdup	0.398	0.471	0.398	האַלטן אַרויף
hole	0.531	0.310	0.330	לאָך
holiday	0.948	0.431	0.593	יום טוּב
holidays	0.939	0.521	0.512	האָלידייַס
holidayseason	0.875	0.566	0.518	יום טוּב צייַט
holiness	0.860	0.264	0.742	קדושה
holistic	0.670	0.348	0.547	האָליסטיק
holler	0.276	0.825	0.406	האָלער
hollow	0.300	0.337	0.222	פּוסט
holly	0.510	0.250	0.443	כאַלי
holocaust	0.062	0.918	0.618	חורבן
hologram	0.615	0.461	0.575	כאַלאַגראַם
holographic	0.510	0.471	0.555	האָלאָגראַפיק
holster	0.561	0.255	0.339	כאָלסטער
holy	0.812	0.112	0.690	הייליק
holyspirit	0.740	0.480	0.526	הייליק גייסט
homage	0.833	0.560	0.737	הומאַגע
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	היים
homeboy	0.602	0.255	0.436	האָמעבוי
homecoming	0.760	0.413	0.472	היים קומען
homeland	0.663	0.439	0.868	כאָומלאַנד
homeless	0.042	0.450	0.188	היימלאָז
homely	0.745	0.157	0.399	היימיש
homemade	0.869	0.340	0.398	כאָוממייד
homeopathic	0.417	0.268	0.400	כאָומיאָופּאַטאַק
homeopathy	0.469	0.284	0.439	כאָומיאָופּאַטי
homeowner	0.635	0.397	0.962	היים אייגנטימער
homeroom	0.604	0.480	0.491	היים צימער
homesick	0.436	0.304	0.347	היימישקייט
homestead	0.865	0.221	0.536	היימשטאט
homesweethome	0.796	0.380	0.538	היים זיסע היים
hometown	0.858	0.333	0.605	כאָומטאַון
homeward	0.833	0.275	0.435	היים
homework	0.396	0.412	0.459	היים ארבעט
homey	0.769	0.278	0.500	היימיש
homicidal	0.020	0.912	0.573	מאָרד
homicide	0.010	0.973	0.518	מאָרד
homily	0.621	0.358	0.425	כאָומאַלייע
homing	0.551	0.460	0.527	כאָומינג
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	כאָומאַדזשיניאַטי
homogeneous	0.552	0.255	0.617	כאָומאַדזשיניאַס
homologous	0.471	0.353	0.536	האָמאָלאָגאָוס
homologue	0.542	0.356	0.509	האָמאָלאָג
homology	0.571	0.494	0.527	האָמאָלאָגי
homophobic	0.130	0.736	0.464	האָמאָפאָביק
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	האָנע
honest	0.927	0.254	0.750	ערלעך
honesty	0.938	0.411	0.728	ערלעכקייט
honey	0.920	0.431	0.510	האָניק
honeycomb	0.541	0.417	0.412	כאַניקאָום
honeymoon	0.979	0.678	0.526	האָניק - כוידעש
honeysuckle	0.597	0.451	0.517	כאַניסאַקאַלז
honk	0.549	0.635	0.415	האָנק
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	כּבֿוד
honorable	0.963	0.412	0.830	ערלעך
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	כבוד
honored	0.938	0.447	0.732	בכבוד
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	קאַפּטער
hooded	0.306	0.745	0.439	קאַפּטער
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	קאָפּ
hook	0.418	0.444	0.395	קרוק
hooked	0.610	0.661	0.454	פאַרטשעפּען
hooker	0.214	0.889	0.373	האָקער
hookup	0.625	0.529	0.683	hookup
hooky	0.468	0.500	0.452	האָקי
hooligan	0.295	0.712	0.455	כוליגאַן
hoop	0.635	0.204	0.315	רייַף
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	הוריי
hoot	0.449	0.560	0.430	הוט
hooter	0.470	0.615	0.455	האָאָטער
hop	0.450	0.520	0.427	האָפּקען
hope	0.927	0.317	0.739	האָפֿן
hopeful	0.947	0.357	0.627	האָפענונג
hopeless	0.094	0.298	0.112	האָפענונג
hopelessness	0.052	0.402	0.223	כאָופּלאַסנאַס
hopes	0.917	0.500	0.702	האפענונגען
hoping	0.684	0.469	0.454	כאָופּינג
hopper	0.396	0.491	0.442	כאַפּער
horde	0.286	0.713	0.684	האָרדע
horizon	0.729	0.284	0.590	האָריזאָנט
horizontal	0.573	0.304	0.387	האָריזאָנטאַל
horizontally	0.500	0.356	0.439	כאָריזאַנטאַלי
hormonal	0.500	0.620	0.551	כאָרמאָונאַל
hormone	0.490	0.750	0.621	האָרמאָנע
horn	0.385	0.510	0.366	האָרן
horned	0.316	0.610	0.375	כאָרנד
hornet	0.398	0.594	0.500	האָרנעט
horny	0.490	0.908	0.560	האָרני
horoscope	0.500	0.360	0.490	כאָראַסקאָופּ
horrendous	0.073	0.755	0.365	שרעקלעך
horrible	0.071	0.857	0.398	שרעקלעך
horribly	0.050	0.631	0.454	שרעקלעך
horrid	0.052	0.765	0.419	שרעקלעך
horrific	0.094	0.846	0.481	שרעקלעך
horrified	0.040	0.885	0.368	דערשראָקן
horrifying	0.010	0.760	0.352	גרויליק
horror	0.115	0.850	0.438	גרויל
horrors	0.061	0.852	0.409	כאָרערז
horse	0.635	0.510	0.529	פערד
horseback	0.688	0.588	0.566	פערד
horseman	0.441	0.700	0.676	רייטער
horsepower	0.594	0.735	0.735	כאָרספּאַוער
horseradish	0.321	0.584	0.476	כריין
horseshit	0.153	0.582	0.179	כאָרסשיט
horseshoe	0.673	0.350	0.406	פּאָדקעווע
horsey	0.602	0.454	0.462	פערדי
horticultural	0.594	0.387	0.509	כאָרטיקאַלטשער
horticulture	0.700	0.420	0.434	כאָרטיקאַלטשער
hosannah	0.679	0.373	0.500	הושענא
hose	0.469	0.288	0.263	קישקע
hosiery	0.520	0.344	0.373	זאָקנוואַרג
hospice	0.337	0.443	0.535	האָספּייס
hospitable	0.791	0.470	0.661	גאַסטרחדיק
hospital	0.323	0.537	0.598	שפּיטאָל
hospitality	0.865	0.333	0.725	האָספּיטאַליטי
host	0.693	0.471	0.537	באַלעבאָס
hostage	0.163	0.923	0.325	אָרעווניק
hostel	0.479	0.500	0.398	האָסטעל
hostess	0.792	0.604	0.688	באַלעבאָסטע
hostile	0.188	0.877	0.474	פײַנדלעך
hostilities	0.276	0.810	0.444	שינאה
hostility	0.122	0.775	0.465	שינאה
hot	0.490	0.740	0.573	הייס
hot sauce	0.333	0.740	0.509	הייס סאָוס
hotbed	0.510	0.285	0.395	כאַטבעד
hotdog	0.720	0.438	0.373	וואורשטל
hotel	0.740	0.370	0.407	האָטעל
hothead	0.240	0.849	0.518	הייס קאָפּ
hotline	0.592	0.565	0.663	האָטליין
hotshot	0.500	0.727	0.615	האָטשאָט
hotyoga	0.683	0.609	0.446	האָטיאָגאַ
hound	0.417	0.528	0.582	הונט
hour	0.552	0.265	0.336	שעה
hourglass	0.542	0.284	0.492	אַוערגלאַס
hourly	0.469	0.418	0.491	אַורלי
house	0.587	0.135	0.533	הויז
houseboat	0.604	0.389	0.429	כאַוסבאָאַט
houseboy	0.479	0.415	0.393	האָוסעבוי
housebroken	0.518	0.461	0.389	הויזגעזינד
houseguest	0.530	0.500	0.481	הויזגעזינד
household	0.781	0.230	0.667	הויזגעזינד
householder	0.816	0.541	0.833	בעל הבית
housekeeper	0.694	0.279	0.520	באַלעבאָסטע
housekeeping	0.604	0.500	0.445	הויזגעזינד
housewarming	0.857	0.710	0.727	כאַוסוואַמינג
housewife	0.656	0.361	0.449	באַלעבאָסטע
housework	0.484	0.413	0.342	הויזגעזינד
housing	0.776	0.304	0.591	האָוסינג
hovel	0.333	0.296	0.322	האָוועל
hover	0.510	0.431	0.404	האָווער
hovercraft	0.541	0.654	0.588	האָווערקראַפט
howl	0.357	0.646	0.407	וויינען
howsoever	0.459	0.309	0.345	ווי אַזוי
hoy	0.583	0.298	0.471	הוי
hub	0.479	0.399	0.433	כאַב
hubby	0.548	0.435	0.430	כאַבי
huckleberry	0.600	0.279	0.296	כאַקלבעררי
huddle	0.604	0.509	0.445	כאַפּלען
hue	0.507	0.416	0.417	כיו
huff	0.388	0.491	0.315	כאַף
huffy	0.420	0.616	0.375	כאַפי
hug	0.908	0.427	0.548	אַרומנעמען
huge	0.573	0.625	0.783	ריזיק
hugger	0.520	0.480	0.412	כאַגער
huggy	0.854	0.429	0.451	כאַגי
hugs	0.980	0.422	0.600	כאַגז
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	כאַל
hum	0.490	0.296	0.276	ברומען
human	0.767	0.314	0.605	מענטש
humane	0.800	0.370	0.580	מענטשלעכע
humanitarian	0.786	0.317	0.709	כיומאַנאַטעריאַן
humanities	0.729	0.325	0.677	כיומאַניטיז
humanity	0.750	0.360	0.727	מענטשהייט
humankind	0.885	0.394	0.714	מענטשהייט
humanoid	0.521	0.462	0.491	הומאַנאָיד
humanrights	0.792	0.559	0.730	מענטשליכע רעכטן
humble	0.867	0.236	0.483	אַניוועסדיק
humbled	0.280	0.618	0.198	דערנידעריקט
humbly	0.771	0.194	0.370	אַניוועסדיק
humbug	0.219	0.622	0.456	כאַמבאַג
humdrum	0.269	0.246	0.353	כיינעוודיק
humid	0.375	0.324	0.366	פייַכט
humidity	0.464	0.373	0.367	הומידיטי
humiliate	0.052	0.714	0.275	דערנידעריקן
humiliated	0.104	0.712	0.216	דערנידעריקט
humiliating	0.062	0.716	0.279	כיומיליייטינג
humiliation	0.048	0.712	0.310	דערנידעריקונג
humility	0.740	0.118	0.444	אַניוועס
hummer	0.510	0.622	0.589	כאַמער
hummingbird	0.750	0.370	0.273	כאַמינגבירד
humongous	0.378	0.538	0.536	הומאָנגאַס
humor	0.890	0.633	0.462	הומאָר
humored	0.854	0.657	0.545	הומאָרעד
humorist	0.958	0.790	0.607	הומאָריסט
humorous	0.906	0.616	0.665	שפּאַסיק
hump	0.296	0.462	0.250	הומפּ
humpback	0.235	0.346	0.247	הומפּבאַק
hunch	0.561	0.630	0.567	האַנג
hunchback	0.208	0.390	0.259	הונטשבאַקק
hundred	0.604	0.370	0.406	הונדערט
hundredth	0.427	0.368	0.466	הונדערטער
hunger	0.083	0.554	0.328	הונגער
hungry	0.083	0.690	0.254	הונגעריק
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	הונקס
hunky	0.469	0.571	0.438	הונקי
hunt	0.327	0.806	0.588	גיינ אַף
hunter	0.292	0.817	0.817	יעגער
hunting	0.448	0.713	0.714	גייעג
huntress	0.357	0.717	0.765	huntress
hurdle	0.198	0.682	0.434	כערדאַל
hurl	0.316	0.745	0.574	וואַרפן
hurrah	0.802	0.740	0.500	הוריי
hurricane	0.177	0.958	0.787	הוראַגאַן
hurricanes	0.286	0.898	0.784	הורריקאַנעס
hurried	0.314	0.806	0.393	געאײַלט
hurry	0.422	0.735	0.481	ייַלן
hurryup	0.473	0.791	0.555	אייל זיך צו
hurt	0.062	0.773	0.291	שאַטן
hurtful	0.104	0.680	0.463	שעדלעך
hurting	0.153	0.778	0.221	כערטינג
husband	0.771	0.500	0.655	מאַן
husbandry	0.643	0.473	0.445	האַשאָרע
hush	0.471	0.231	0.312	שטיל
hushed	0.292	0.194	0.272	שטילערהייט
husk	0.378	0.173	0.147	כאַסק
husky	0.630	0.450	0.490	כאַסקי
hussy	0.219	0.594	0.384	כאַסי
hustle	0.406	0.661	0.427	כאַסאַל
hustler	0.260	0.821	0.627	הוסטלער
hut	0.633	0.270	0.375	הוט
hutch	0.385	0.453	0.520	כאַטש
hyacinth	0.372	0.360	0.342	כייאַסינט
hybrid	0.500	0.365	0.570	כייבריד
hydra	0.406	0.598	0.534	הידראַ
hydrant	0.570	0.413	0.367	הידראַנט
hydrate	0.610	0.367	0.547	הידראַטע
hydraulic	0.522	0.398	0.596	הידראַוליק
hydraulics	0.500	0.530	0.588	הידראַוליק
hydrocephalus	0.286	0.629	0.393	הידראָסעפאַלוס
hydrodynamics	0.552	0.582	0.664	הידראָדינאַמיק
hydrogen	0.469	0.303	0.554	הידראָגען
hydrographic	0.490	0.396	0.642	הידראָגראַפיק
hydrology	0.500	0.380	0.509	הידראָלאָגי
hydrophobia	0.323	0.784	0.351	הידראָפאָביאַ
hydroponics	0.500	0.549	0.500	הידראָפּאָניקס
hyena	0.396	0.719	0.464	היענע
hygiene	0.781	0.287	0.537	היגיענע
hygienic	0.719	0.245	0.702	היגיעניק
hygienist	0.698	0.389	0.682	היגיעניסט
hymen	0.469	0.651	0.457	הימען
hymn	0.735	0.292	0.634	הימען
hype	0.510	0.500	0.586	כייפּ
hyped	0.708	0.582	0.679	כייפּט
hyper	0.542	0.616	0.640	היפּער
hyperactive	0.500	0.921	0.660	כייפּעראַקטיוו
hyperbole	0.469	0.521	0.542	כייפּערבאָלע
hyperspace	0.510	0.623	0.755	היפּערספּאַסע
hypertension	0.133	0.784	0.427	כייפּערטענשאַן
hypertrophy	0.312	0.625	0.413	היפּערטראָפי
hyperventilate	0.347	0.729	0.556	היפּערווענטילאַטע
hyperventilating	0.164	0.802	0.625	היפּערווענטילאַטינג
hyphen	0.552	0.356	0.381	מקף
hypnosis	0.417	0.410	0.546	היפּנאָסיס
hypnotic	0.571	0.560	0.569	כיפּנאַטיק
hypnotist	0.490	0.455	0.627	כיפּנאַטיסט
hypnotize	0.469	0.507	0.508	כיפּנאַטייז
hypnotized	0.449	0.434	0.380	כיפּנאַטייזד
hypochondriac	0.194	0.588	0.333	היפּאָטשאָנדריאַק
hypocrisy	0.156	0.523	0.370	צביעות
hypocrite	0.082	0.673	0.306	היפאקריט
hypocritical	0.048	0.740	0.415	היפּאָקריטיש
hypodermic	0.240	0.441	0.445	היפּאָדערמיק
hypothalamus	0.593	0.427	0.539	היפּאָטהאַמאַלוס
hypothermia	0.184	0.620	0.301	היפּאָטהערמיאַ
hypothesis	0.552	0.370	0.509	כייפּאַטאַסאַס
hypothetical	0.480	0.367	0.361	היפּאָטעטיש
hysterectomy	0.178	0.660	0.470	היסטערעקטאָמי
hysteria	0.224	0.906	0.482	היסטעריע
hysterical	0.290	0.942	0.398	היסטעריש
ibuprofen	0.448	0.427	0.504	יבופּראָפען
ice	0.440	0.265	0.219	אייז
ice tea	0.771	0.337	0.336	אייז טיי
iceberg	0.344	0.540	0.648	אייזבערג
icebox	0.560	0.222	0.370	אייזבאָקס
icebreaker	0.571	0.545	0.848	אייזברעכער
iced	0.564	0.482	0.339	אייז
icing	0.688	0.452	0.411	ייסינג
icky	0.357	0.510	0.342	יקי
icon	0.549	0.349	0.415	בילדל
iconic	0.583	0.537	0.700	יקאָניק
iconography	0.602	0.382	0.653	יקאָנאָגראַפי
icy	0.684	0.375	0.345	ייַזיק
id	0.449	0.344	0.391	יד
idea	0.750	0.538	0.704	געדאַנק
ideal	0.802	0.437	0.736	ידעאַל
idealism	0.635	0.436	0.689	אידעאליזם
idealist	0.816	0.510	0.802	ידעאַליסט
idealistic	0.812	0.469	0.755	אידעאליסטיש
identical	0.635	0.380	0.527	יידעניקאַל
identically	0.667	0.427	0.487	יידעניקאַל
identification	0.714	0.451	0.692	לעגיטימאַציע
identify	0.635	0.480	0.667	ידענטיפיצירן
identity	0.663	0.360	0.780	אידענטיטעט
ideology	0.573	0.344	0.692	ידעאָלאָגיע
idiocy	0.112	0.635	0.137	אידיאָסי
idiom	0.520	0.337	0.445	אידיאָם
idiomatic	0.531	0.429	0.516	ידיאַמאַטיק
idiot	0.086	0.567	0.113	ידיאָט
idiotic	0.104	0.620	0.170	ידיאָטיש
idiots	0.143	0.600	0.144	ידיאָטן
idle	0.179	0.167	0.112	ליידיק
idleness	0.308	0.330	0.228	ליידיקקייט
idler	0.200	0.304	0.194	ליידיק
idol	0.684	0.805	0.853	געץ
idolatry	0.365	0.571	0.625	עבודה זרה
idolizing	0.676	0.712	0.643	ידאָלייזינג
idyllic	0.571	0.394	0.593	יידיליק
iffy	0.380	0.442	0.333	יפי
ifonly	0.406	0.250	0.255	אויב נאר
igloo	0.569	0.302	0.345	igloo
igneous	0.469	0.466	0.517	יגניאַס
ignite	0.458	0.785	0.675	אָנצינדן
ignition	0.365	0.720	0.657	אָנצינדונג
ignorance	0.153	0.417	0.209	אומוויסנדיקייט
ignorant	0.102	0.461	0.223	אומוויסנדיק
ignore	0.146	0.230	0.295	איגנאָרירן
iguana	0.521	0.235	0.291	יגואַנאַ
ihatespiders	0.245	0.611	0.420	כאַטעס ספּיידערז
