English Word	Valence	Arousal	Dominance	Cebuano Word
harmful	0.094	0.750	0.291	makadaot
harmless	0.625	0.226	0.241	dili makadaot
harmonica	0.847	0.235	0.510	harmonica
harmonics	0.865	0.400	0.575	harmonika
harmonious	0.938	0.391	0.719	harmonious
harmoniously	0.969	0.265	0.647	harmoniously
harmonize	0.939	0.461	0.609	magkaharmonya
harmony	0.949	0.230	0.509	panag-uyon
harness	0.570	0.549	0.508	harness
harp	0.618	0.310	0.356	alpa
harper	0.417	0.454	0.435	harper
harpoon	0.490	0.700	0.557	salapang
harpsichord	0.541	0.490	0.438	harpsichord
harrowing	0.209	0.810	0.474	makahahadlok
harry	0.520	0.409	0.390	harry
harsh	0.250	0.650	0.623	mapintas
harshness	0.323	0.600	0.779	kabangis
hart	0.643	0.389	0.447	hart
harvest	0.781	0.353	0.548	ani
hash	0.344	0.453	0.355	hash
hashish	0.370	0.570	0.358	hashish
hassle	0.177	0.740	0.489	hasol
haste	0.378	0.745	0.500	pagdali
hasten	0.571	0.750	0.618	pagdali
hastily	0.271	0.609	0.609	nagdali
hasty	0.188	0.885	0.424	nagdali
hat	0.604	0.183	0.353	kalo
hatch	0.479	0.653	0.402	pusa
hatchet	0.333	0.608	0.500	hatchet
hate	0.031	0.802	0.430	pagdumot
hateeee	0.219	0.606	0.368	hateeee
hateeveryone	0.041	0.840	0.429	pagdumot sa tanan
hateful	0.071	0.819	0.430	madumtanon
hater	0.052	0.702	0.422	magdumot
hateyou	0.125	0.735	0.464	nagdumot nimo
hating	0.083	0.820	0.434	pagdumot
hatred	0.037	0.847	0.424	pagdumot
haughty	0.240	0.708	0.588	mapahitas-on
haul	0.551	0.564	0.453	paghakot
haulage	0.561	0.510	0.650	paghakot
haunt	0.288	0.676	0.576	nagdumot
haunted	0.264	0.731	0.520	haunted
have	0.757	0.389	0.593	adunay
haven	0.684	0.265	0.547	dunggoanan
havoc	0.163	0.769	0.535	kadaot
haw	0.406	0.426	0.431	haw
hawk	0.583	0.530	0.631	banog
hawking	0.521	0.509	0.491	hawking
hay	0.469	0.212	0.343	hay
haye	0.615	0.451	0.336	hay
hayride	0.561	0.521	0.464	hayride
haystack	0.552	0.292	0.331	haystack
haywire	0.358	0.545	0.430	haywire
hazard	0.112	0.884	0.757	peligro
hazardous	0.061	0.750	0.670	peligroso
haze	0.427	0.327	0.217	aso
hazmat	0.398	0.479	0.519	hazmat
hazy	0.450	0.433	0.230	hawod
head	0.530	0.472	0.558	ulo
headache	0.168	0.755	0.273	sakit sa ulo
headaches	0.104	0.720	0.259	labad sa ulo
headband	0.670	0.469	0.527	higot sa ulo
headdress	0.594	0.408	0.443	purong
header	0.560	0.398	0.740	ulohan
headgear	0.542	0.442	0.571	tabon sa ulo
heading	0.551	0.292	0.642	ulohan
headland	0.574	0.551	0.430	ulohan
headless	0.136	0.582	0.235	walay ulo
headlight	0.592	0.343	0.393	headlight
headline	0.630	0.241	0.685	ulohan
headliner	0.500	0.490	0.625	headliner
headlock	0.448	0.538	0.560	headlock
headlong	0.354	0.548	0.409	ulo
headmaster	0.604	0.564	0.865	punoang magtutudlo
headphones	0.600	0.357	0.336	mga headphone
headquarter	0.615	0.269	0.525	punoang buhatan
headquarters	0.615	0.271	0.525	punoang buhatan
headset	0.602	0.340	0.302	headset
headstone	0.240	0.378	0.349	lapida
headstrong	0.310	0.714	0.500	gahig ulo
headway	0.823	0.464	0.745	unahan
heady	0.448	0.806	0.565	lagot
heal	0.765	0.245	0.556	pag-ayo
healer	0.863	0.378	0.741	mananambal
healing	0.750	0.452	0.585	pag-ayo
health	0.935	0.427	0.551	panglawas
healthcare	0.780	0.392	0.630	healthcare
healthful	0.930	0.315	0.769	makapahimsog
healthy	0.938	0.319	0.818	himsog
heap	0.582	0.510	0.474	tapok
hear	0.760	0.429	0.444	makadungog
hearer	0.656	0.281	0.415	tigpaminaw
hearing	0.669	0.490	0.595	paminaw
hearsay	0.288	0.623	0.333	dungog
hearse	0.177	0.490	0.324	kadungganan
heart	0.827	0.500	0.693	kasingkasing
heart disease	0.250	0.750	0.386	sakit sa kasing-kasing
heartache	0.088	0.750	0.291	sakit sa kasingkasing
heartattack	0.156	0.839	0.455	atake sa kasingkasing
heartbeat	0.750	0.698	0.585	pinitik sa kasingkasing
heartbreak	0.208	0.610	0.245	kasubo
heartbreaker	0.265	0.685	0.580	tigdugmok sa kasingkasing
heartbreaking	0.146	0.811	0.423	makasakit sa kasingkasing
heartbroken	0.082	0.551	0.235	nasakitan sa kasingkasing
heartburn	0.143	0.613	0.398	heartburn
hearted	0.823	0.410	0.805	kasingkasing
heartfelt	0.904	0.440	0.540	kinasingkasing
hearth	0.760	0.275	0.536	apuyan
heartily	0.927	0.531	0.664	kinasingkasing
heartland	0.812	0.510	0.675	kasingkasing
heartless	0.071	0.652	0.400	walay kasingkasing
hearts	0.948	0.592	0.634	mga kasingkasing
heartsick	0.240	0.388	0.208	sakit sa kasingkasing
heartworm	0.333	0.550	0.430	heartworm
hearty	0.760	0.684	0.792	kasingkasing
heat	0.534	0.612	0.433	init
heated	0.479	0.497	0.542	gipainit
heater	0.500	0.573	0.538	pampainit
heath	0.802	0.387	0.546	heath
heathen	0.194	0.529	0.491	pagano
heather	0.500	0.352	0.407	heather
heating	0.647	0.491	0.537	pagpainit
heave	0.716	0.588	0.664	pagpataas
heaven	0.896	0.385	0.600	langit
heavenly	0.844	0.452	0.712	langitnon
heavens	0.806	0.273	0.683	mga langit
heavily	0.542	0.679	0.814	grabe
heaviness	0.219	0.549	0.318	kabug-at
heaving	0.201	0.843	0.491	nagbayaw
heavy	0.250	0.454	0.600	bug-at
heavy metal	0.417	0.755	0.621	bug-at nga metal
heavyweight	0.429	0.578	0.713	bug-at nga timbang
heck	0.240	0.728	0.560	unsa ba
hectares	0.570	0.250	0.471	ektarya
hectic	0.167	0.811	0.438	nagkapuliki
hedge	0.604	0.602	0.569	koral
hedgehog	0.458	0.491	0.377	hedgehog
hedonism	0.510	0.500	0.608	hedonismo
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	Pagbantay
heel	0.480	0.350	0.385	tikod
heels	0.500	0.439	0.396	tikod
heft	0.503	0.340	0.530	gibug-aton
hefty	0.550	0.654	0.745	bug-at
hegemonic	0.462	0.519	0.558	hegemonic
heheh	0.625	0.510	0.278	heheh
heifer	0.439	0.443	0.321	baka
height	0.677	0.608	0.648	gitas-on
heighten	0.755	0.622	0.765	pagpataas
heightened	0.592	0.529	0.788	gipataas
heinous	0.133	0.792	0.471	ngil-ad
heir	0.840	0.654	0.764	manununod
heiress	0.827	0.571	0.676	manununod
heirloom	0.684	0.375	0.745	kabilin
heirs	0.796	0.519	0.698	mga manununod
heist	0.184	0.850	0.645	pagpangawat
helical	0.379	0.429	0.468	helical
helicopter	0.714	0.806	0.617	helicopter
helipad	0.780	0.637	0.573	helipad
heliport	0.594	0.604	0.527	heliport
helium	0.490	0.316	0.304	helium
helix	0.521	0.462	0.509	helix
hell	0.020	0.918	0.565	impyerno
hellfire	0.143	0.890	0.618	kalayo sa impiyerno
hellhole	0.200	0.615	0.421	impyerno
hellish	0.125	0.860	0.545	impyerno
helm	0.511	0.450	0.615	timon
helmet	0.573	0.327	0.402	helmet
helmsman	0.490	0.441	0.647	timonel
help	0.673	0.471	0.460	tabang
helper	0.704	0.438	0.567	katabang
helpful	0.816	0.337	0.705	makatabang
helpless	0.104	0.420	0.214	walay mahimo
helplessness	0.087	0.480	0.250	pagkawalay mahimo
hem	0.562	0.283	0.291	sidsid
hematite	0.448	0.389	0.342	hematite
hematoma	0.146	0.600	0.398	hematoma
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	hemisphere
hemispheric	0.562	0.449	0.603	hemispheric
hemlock	0.438	0.350	0.434	hemlock
hemoglobin	0.469	0.481	0.418	hemoglobin
hemorrhage	0.031	0.849	0.426	pagdugo
hemorrhoids	0.133	0.702	0.304	almoranas
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	abaka
hen	0.385	0.276	0.241	himungaan
henceforth	0.527	0.404	0.466	sukad karon
henhouse	0.500	0.577	0.414	manukan
hepatitis	0.055	0.596	0.358	hepatitis
herald	0.643	0.382	0.500	tigbalita
heraldry	0.550	0.520	0.607	heraldry
herb	0.643	0.418	0.353	balili
herbaceous	0.560	0.220	0.310	herbaceous
herbal	0.592	0.255	0.390	herbal
herbarium	0.602	0.188	0.327	herbarium
herbs	0.620	0.299	0.308	mga utanon
herd	0.592	0.500	0.474	panon
hereditary	0.531	0.600	0.737	napanunod
heredity	0.704	0.445	0.818	kabilin
heresy	0.265	0.765	0.443	erehes
heretic	0.090	0.710	0.447	erehes
heretical	0.229	0.630	0.487	erehes
heretofore	0.479	0.388	0.385	kaniadto
hereunto	0.500	0.225	0.333	dinhi
herewith	0.450	0.360	0.415	uban niini
heritage	0.842	0.512	0.815	kabilin
hermaphrodite	0.480	0.684	0.481	hermaphrodite
hermeneutics	0.406	0.577	0.562	hermeneutics
hermit	0.271	0.337	0.351	ermitanyo
hernia	0.146	0.486	0.223	hernia
hero	0.940	0.806	0.881	bayani
heroic	0.890	0.770	0.912	bayanihon
heroics	0.865	0.673	0.894	bayanihon
heroin	0.276	0.843	0.655	heroin
heroine	0.729	0.755	0.833	bida
heroism	0.844	0.802	0.898	pagkabayanihon
herpes	0.110	0.600	0.309	herpes
herpesvirus	0.219	0.558	0.435	herpes virus
herring	0.531	0.387	0.422	herring
hertz	0.396	0.417	0.506	hertz
hesitant	0.333	0.542	0.321	nagduha-duha
hesitate	0.459	0.548	0.232	magduha-duha
hesitating	0.265	0.528	0.240	nagduha-duha
hesitation	0.286	0.396	0.217	pagduha-duha
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	heterogeneity
hew	0.417	0.470	0.377	hew
hex	0.410	0.510	0.363	hex
hexagon	0.542	0.226	0.425	heksagono
heyday	0.646	0.680	0.673	maayong adlaw
hiatus	0.479	0.294	0.352	hiatus
hibernate	0.500	0.317	0.431	hibernate
hibernation	0.469	0.245	0.384	hibernation
hiccup	0.271	0.549	0.240	hiccup
hick	0.357	0.442	0.314	hick
hickey	0.448	0.529	0.345	hickey
hickory	0.520	0.490	0.415	hickory
hidden	0.208	0.430	0.327	gitago
hide	0.438	0.510	0.218	itago
hideaway	0.448	0.481	0.360	tagoanan
hideous	0.091	0.750	0.328	makalilisang
hideout	0.337	0.443	0.302	tagoanan
hiding	0.250	0.567	0.364	nagtago
hierarchical	0.521	0.620	0.939	hierarchical
hierarchy	0.583	0.722	0.902	hierarchy
hieroglyphics	0.479	0.325	0.509	hieroglyphs
high	0.684	0.510	0.614	taas
high heels	0.646	0.528	0.429	taas nga tikod
highball	0.656	0.520	0.481	highball
higher	0.866	0.528	0.713	mas taas
highest	0.771	0.640	0.710	pinakataas
highland	0.615	0.481	0.611	kabukiran
highlands	0.735	0.431	0.596	kabukiran
highlight	0.844	0.637	0.882	highlight
highness	0.740	0.670	0.931	kahalangdon
hight	0.667	0.637	0.645	taas
hightail	0.448	0.480	0.481	taas nga ikog
highway	0.640	0.583	0.425	haywey
hijack	0.042	0.908	0.594	pag-hijack
hijacker	0.104	0.953	0.683	hijacker
hike	0.615	0.442	0.538	pagbaktas
hiker	0.694	0.802	0.644	hiker
hiking	0.820	0.843	0.670	pagbaktas
hiking boot	0.657	0.353	0.446	boot sa pagbaktas
hilarious	0.750	0.640	0.537	kataw-anan
hilarity	0.745	0.480	0.575	kasadya
hill	0.615	0.353	0.518	bungtod
hillside	0.625	0.292	0.458	kilid sa bungtod
hilltop	0.688	0.643	0.787	tumoy sa bungtod
hilly	0.643	0.479	0.603	bungtoron
hilt	0.396	0.650	0.537	gunitanan
hind	0.483	0.644	0.337	likod
hinder	0.276	0.537	0.470	babag
hindering	0.260	0.654	0.435	nagpugong
hindrance	0.135	0.545	0.473	babag
hindsight	0.333	0.431	0.532	paglantaw
hinge	0.458	0.292	0.417	bisagra
hint	0.602	0.330	0.517	Timaan
hinterland	0.530	0.520	0.457	hinterland
hip	0.448	0.415	0.345	bat-ang
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hippie
hippo	0.490	0.404	0.477	hippo
hippopotamus	0.541	0.472	0.615	hippopotamus
hire	0.688	0.558	0.556	suhol
hirsute	0.385	0.483	0.373	nagsuhito
hiss	0.388	0.480	0.370	pagsitsit
hissing	0.500	0.454	0.400	pagsirit
histology	0.490	0.320	0.560	histology
historian	0.688	0.270	0.637	historyador
historic	0.816	0.473	0.784	makasaysayanon
historical	0.653	0.357	0.833	makasaysayanon
historiography	0.562	0.415	0.634	historiography
history	0.729	0.382	0.754	kasaysayan
hit	0.235	0.931	0.679	naigo
hitch	0.512	0.480	0.554	babag
hitchhike	0.396	0.622	0.385	sakay
hitchhiker	0.594	0.626	0.603	sakay
hitherto	0.448	0.356	0.463	hangtud karon
hitter	0.418	0.683	0.713	hitter
hive	0.471	0.452	0.544	hive
hives	0.417	0.473	0.591	mga pantal
hoard	0.506	0.412	0.518	tipiganan
hoarse	0.281	0.402	0.315	pagaw
hoary	0.469	0.298	0.424	ubanon
hoax	0.146	0.696	0.303	pangilad
hob	0.633	0.363	0.415	hob
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	kalingawan
hobo	0.323	0.443	0.282	hobo
hock	0.513	0.452	0.412	hock
hockey	0.565	0.786	0.548	hockey
hoe	0.302	0.480	0.418	hoe
hog	0.317	0.509	0.271	baboy
hogwash	0.420	0.490	0.361	kabuang
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	pagsaka
hokey	0.604	0.667	0.430	hokey
hold	0.448	0.290	0.364	paghawid
holder	0.592	0.330	0.713	naghupot
holding	0.600	0.385	0.670	nagkupot
holdup	0.398	0.471	0.398	holdup
hole	0.531	0.310	0.330	lungag
holiday	0.948	0.431	0.593	holiday
holidays	0.939	0.521	0.512	holidays
holidayseason	0.875	0.566	0.518	holidayseason
holiness	0.860	0.264	0.742	pagkabalaan
holistic	0.670	0.348	0.547	holistic
holler	0.276	0.825	0.406	singgit
hollow	0.300	0.337	0.222	haw-ang
holly	0.510	0.250	0.443	holly
holocaust	0.062	0.918	0.618	holocaust
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holographic
holster	0.561	0.255	0.339	holster
holy	0.812	0.112	0.690	balaan
holyspirit	0.740	0.480	0.526	balaan nga espiritu
homage	0.833	0.560	0.737	pagtahud
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	mga hombre
home	0.854	0.270	0.545	balay
homeboy	0.602	0.255	0.436	homeboy
homecoming	0.760	0.413	0.472	pagpauli
homeland	0.663	0.439	0.868	yutang natawhan
homeless	0.042	0.450	0.188	walay balay
homely	0.745	0.157	0.399	sa balay
homemade	0.869	0.340	0.398	binuhat sa balay
homeopathic	0.417	0.268	0.400	homeopathic
homeopathy	0.469	0.284	0.439	homeopathy
homeowner	0.635	0.397	0.962	tag-iya sa balay
homeroom	0.604	0.480	0.491	homeroom
homesick	0.436	0.304	0.347	kamingaw
homestead	0.865	0.221	0.536	homestead
homesweethome	0.796	0.380	0.538	homesweethome
hometown	0.858	0.333	0.605	lungsod nga natawhan
homeward	0.833	0.275	0.435	pauli
homework	0.396	0.412	0.459	buluhaton sa balay
homey	0.769	0.278	0.500	balay
homicidal	0.020	0.912	0.573	pagpatay
homicide	0.010	0.973	0.518	pagpatay
homily	0.621	0.358	0.425	homiliya
homing	0.551	0.460	0.527	pagpauli
hominy	0.479	0.382	0.429	hominy
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	homogeneity
homogeneous	0.552	0.255	0.617	homogenous
homologous	0.471	0.353	0.536	homologo
homologue	0.542	0.356	0.509	homologue
homology	0.571	0.494	0.527	homology
homophobic	0.130	0.736	0.464	homophobic
honcho	0.469	0.464	0.397	honcho
hone	0.688	0.392	0.473	paghashas
honest	0.927	0.254	0.750	matinud-anon
honesty	0.938	0.411	0.728	pagkamatinud-anon
honey	0.920	0.431	0.510	dugos
honeycomb	0.541	0.417	0.412	udlan
honeymoon	0.979	0.678	0.526	honeymoon
honeysuckle	0.597	0.451	0.517	honeysuckle
honk	0.549	0.635	0.415	busina
honky	0.458	0.632	0.425	honky
honor	0.896	0.587	0.857	dungog
honorable	0.963	0.412	0.830	dungganon
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	honorary
honored	0.938	0.447	0.732	gipasidunggan
hooch	0.429	0.538	0.373	hooch
hood	0.357	0.459	0.306	hood
hooded	0.306	0.745	0.439	naka-hood
hoodlum	0.354	0.720	0.432	hoodlum
hoof	0.427	0.341	0.365	kuko
hook	0.418	0.444	0.395	kaw-it
hooked	0.610	0.661	0.454	naadik
hooker	0.214	0.889	0.373	kabit
hookup	0.625	0.529	0.683	hookup
hooky	0.468	0.500	0.452	kabit
hooligan	0.295	0.712	0.455	hooligan
hoop	0.635	0.204	0.315	singsing
hoopla	0.542	0.471	0.353	kataw-anan
hooray	0.610	0.481	0.536	hooray
hoot	0.449	0.560	0.430	hoot
hooter	0.470	0.615	0.455	hooter
hop	0.450	0.520	0.427	hop
hope	0.927	0.317	0.739	paglaum
hopeful	0.947	0.357	0.627	malaumon
hopeless	0.094	0.298	0.112	walay paglaum
hopelessness	0.052	0.402	0.223	pagkawalay paglaum
hopes	0.917	0.500	0.702	paglaum
hoping	0.684	0.469	0.454	naglaom
hopper	0.396	0.491	0.442	hopper
horde	0.286	0.713	0.684	panon
horizon	0.729	0.284	0.590	kapunawpunawan
horizontal	0.573	0.304	0.387	pinahigda
horizontally	0.500	0.356	0.439	pinahigda
hormonal	0.500	0.620	0.551	hormonal
hormone	0.490	0.750	0.621	hormone
horn	0.385	0.510	0.366	sungay
horned	0.316	0.610	0.375	gisungay
hornet	0.398	0.594	0.500	tamboanan
horny	0.490	0.908	0.560	sungog
horoscope	0.500	0.360	0.490	horoscope
horrendous	0.073	0.755	0.365	makalilisang
horrible	0.071	0.857	0.398	makalilisang
horribly	0.050	0.631	0.454	makalilisang
horrid	0.052	0.765	0.419	makalilisang
horrific	0.094	0.846	0.481	makalilisang
horrified	0.040	0.885	0.368	nahadlok
horrifying	0.010	0.760	0.352	makalilisang
horror	0.115	0.850	0.438	kalisang
horrors	0.061	0.852	0.409	kalisang
horse	0.635	0.510	0.529	kabayo
horseback	0.688	0.588	0.566	kabayo
horseman	0.441	0.700	0.676	mangangabayo
horsepower	0.594	0.735	0.735	horsepower
horseradish	0.321	0.584	0.476	horseradish
horseshit	0.153	0.582	0.179	panit sa kabayo
horseshoe	0.673	0.350	0.406	sapatos sa kabayo
horsey	0.602	0.454	0.462	kabayo
horticultural	0.594	0.387	0.509	hortikultura
horticulture	0.700	0.420	0.434	hortikultura
hosannah	0.679	0.373	0.500	hosannah
hose	0.469	0.288	0.263	hos
hosiery	0.520	0.344	0.373	medyas
hospice	0.337	0.443	0.535	hospice
hospitable	0.791	0.470	0.661	maabiabihon
hospital	0.323	0.537	0.598	ospital
hospitality	0.865	0.333	0.725	pagkamaabiabihon
host	0.693	0.471	0.537	host
hostage	0.163	0.923	0.325	hostage
hostel	0.479	0.500	0.398	hostel
hostess	0.792	0.604	0.688	hostess
hostile	0.188	0.877	0.474	kaaway
hostilities	0.276	0.810	0.444	mga panagsangka
hostility	0.122	0.775	0.465	pagdumot
hot	0.490	0.740	0.573	init
hot sauce	0.333	0.740	0.509	init nga sarsa
hotbed	0.510	0.285	0.395	hotbed
hotdog	0.720	0.438	0.373	hotdog
hotel	0.740	0.370	0.407	hotel
hothead	0.240	0.849	0.518	init nga ulo
hotline	0.592	0.565	0.663	hotline
hotshot	0.500	0.727	0.615	hotshot
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	iro
hour	0.552	0.265	0.336	oras
hourglass	0.542	0.284	0.492	orasa
hourly	0.469	0.418	0.491	kada oras
house	0.587	0.135	0.533	balay
houseboat	0.604	0.389	0.429	sakayan sa balay
houseboy	0.479	0.415	0.393	houseboy
housebroken	0.518	0.461	0.389	guba sa balay
houseguest	0.530	0.500	0.481	bisita sa balay
household	0.781	0.230	0.667	panimalay
householder	0.816	0.541	0.833	tagbalay
housekeeper	0.694	0.279	0.520	tig-atiman sa balay
housekeeping	0.604	0.500	0.445	pag-atiman sa balay
housewarming	0.857	0.710	0.727	pagpamalaybalay
housewife	0.656	0.361	0.449	asawa sa balay
housework	0.484	0.413	0.342	buluhaton sa balay
housing	0.776	0.304	0.591	pabalay
hovel	0.333	0.296	0.322	hovel
hover	0.510	0.431	0.404	lutaw
hovercraft	0.541	0.654	0.588	hovercraft
howl	0.357	0.646	0.407	pagtiyabaw
howsoever	0.459	0.309	0.345	bisan pa man
hoy	0.583	0.298	0.471	hoy
hub	0.479	0.399	0.433	hub
hubby	0.548	0.435	0.430	bana
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	pagtapok
hue	0.507	0.416	0.417	kolor
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	gakos
huge	0.573	0.625	0.783	dako
hugger	0.520	0.480	0.412	tigkugos
huggy	0.854	0.429	0.451	huggy
hugs	0.980	0.422	0.600	mga gakos
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	kasko
hum	0.490	0.296	0.276	hum
human	0.767	0.314	0.605	tawo
humane	0.800	0.370	0.580	tawhanon
humanitarian	0.786	0.317	0.709	humanitarian
humanities	0.729	0.325	0.677	humanidad
humanity	0.750	0.360	0.727	katawhan
humankind	0.885	0.394	0.714	katawhan
humanoid	0.521	0.462	0.491	humanoid
humanrights	0.792	0.559	0.730	tawhanong katungod
humble	0.867	0.236	0.483	mapaubsanon
humbled	0.280	0.618	0.198	nagpaubos
humbly	0.771	0.194	0.370	mapaubsanon
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	humdrum
humid	0.375	0.324	0.366	umog
humidity	0.464	0.373	0.367	humidity
humiliate	0.052	0.714	0.275	pagpakaulaw
humiliated	0.104	0.712	0.216	gipakaulawan
humiliating	0.062	0.716	0.279	pagpakaulaw
humiliation	0.048	0.712	0.310	pagpaubos
humility	0.740	0.118	0.444	pagpaubos
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	hummingbird
humongous	0.378	0.538	0.536	humongous
humor	0.890	0.633	0.462	humor
humored	0.854	0.657	0.545	nagpakatawa
humorist	0.958	0.790	0.607	humorista
humorous	0.906	0.616	0.665	kataw-anan
hump	0.296	0.462	0.250	hump
humpback	0.235	0.346	0.247	humpback
hunch	0.561	0.630	0.567	pangagpas
hunchback	0.208	0.390	0.259	kuba
hundred	0.604	0.370	0.406	gatos
hundredth	0.427	0.368	0.466	ikagatos
hunger	0.083	0.554	0.328	kagutom
hungry	0.083	0.690	0.254	gigutom
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	mga hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	pagpangayam
hunter	0.292	0.817	0.817	mangangayam
hunting	0.448	0.713	0.714	pagpangayam
huntress	0.357	0.717	0.765	mangangayam
hurdle	0.198	0.682	0.434	babag
hurl	0.316	0.745	0.574	ilabay
hurrah	0.802	0.740	0.500	hurray
hurricane	0.177	0.958	0.787	bagyo
hurricanes	0.286	0.898	0.784	mga bagyo
hurried	0.314	0.806	0.393	nagdali
hurry	0.422	0.735	0.481	pagdali
hurryup	0.473	0.791	0.555	pagdali
hurt	0.062	0.773	0.291	masakitan
hurtful	0.104	0.680	0.463	masakitan
hurting	0.153	0.778	0.221	nagsakit
husband	0.771	0.500	0.655	bana
husbandry	0.643	0.473	0.445	pagpanguma
hush	0.471	0.231	0.312	paghilom
hushed	0.292	0.194	0.272	naghilom
husk	0.378	0.173	0.147	panit
husky	0.630	0.450	0.490	husky
hussy	0.219	0.594	0.384	hussy
hustle	0.406	0.661	0.427	pagdali
hustler	0.260	0.821	0.627	tighusga
hut	0.633	0.270	0.375	payag
hutch	0.385	0.453	0.520	payag
hyacinth	0.372	0.360	0.342	hyacinth
hybrid	0.500	0.365	0.570	hybrid
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	hydrant
hydrate	0.610	0.367	0.547	hydrate
hydraulic	0.522	0.398	0.596	haydroliko
hydraulics	0.500	0.530	0.588	hydraulics
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	hydrogen
hydrographic	0.490	0.396	0.642	hydrographic
hydrology	0.500	0.380	0.509	hydrology
hydrophobia	0.323	0.784	0.351	hydrophobia
hydroponics	0.500	0.549	0.500	hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	hygiene
hygienic	0.719	0.245	0.702	hygienic
hygienist	0.698	0.389	0.682	hygienist
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	himno
hype	0.510	0.500	0.586	hype
hyped	0.708	0.582	0.679	gi-hype
hyper	0.542	0.616	0.640	hyper nga
hyperactive	0.500	0.921	0.660	sobra ka aktibo
hyperbole	0.469	0.521	0.542	hyperbole
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	hypertension
hypertrophy	0.312	0.625	0.413	hypertrophy
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilation
hyphen	0.552	0.356	0.381	hyphen
hypnosis	0.417	0.410	0.546	hipnosis
hypnotic	0.571	0.560	0.569	hypnotic
hypnotist	0.490	0.455	0.627	hypnotist
hypnotize	0.469	0.507	0.508	hypnotize
hypnotized	0.449	0.434	0.380	nahipnotismo
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	pagkasalingkapaw
hypocrite	0.082	0.673	0.306	tigpakaaron-ingnon
hypocritical	0.048	0.740	0.415	salingkapaw
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	hypothermia
hypothesis	0.552	0.370	0.509	pangagpas
hypothetical	0.480	0.367	0.361	hypothetical
hysterectomy	0.178	0.660	0.470	hysterectomy
hysteria	0.224	0.906	0.482	isterya
hysterical	0.290	0.942	0.398	hysterical
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	yelo
ice tea	0.771	0.337	0.336	ice tea
iceberg	0.344	0.540	0.648	iceberg
icebox	0.560	0.222	0.370	icebox
icebreaker	0.571	0.545	0.848	tigbungkag sa yelo
iced	0.564	0.482	0.339	nagyelo
icing	0.688	0.452	0.411	icing
icky	0.357	0.510	0.342	icky
icon	0.549	0.349	0.415	icon
iconic	0.583	0.537	0.700	iconic
iconography	0.602	0.382	0.653	iconography
icy	0.684	0.375	0.345	nagyelo
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	ideya
ideal	0.802	0.437	0.736	sulundon
idealism	0.635	0.436	0.689	idealismo
idealist	0.816	0.510	0.802	idealista
idealistic	0.812	0.469	0.755	idealistiko
identical	0.635	0.380	0.527	pareha
identically	0.667	0.427	0.487	parehas
identification	0.714	0.451	0.692	pag-ila
identify	0.635	0.480	0.667	pag-ila
identity	0.663	0.360	0.780	pagkatawo
ideology	0.573	0.344	0.692	ideolohiya
idiocy	0.112	0.635	0.137	kabuang
idiom	0.520	0.337	0.445	idiom
idiomatic	0.531	0.429	0.516	idiomatic
idiot	0.086	0.567	0.113	tanga
idiotic	0.104	0.620	0.170	buangbuang
idiots	0.143	0.600	0.144	mga idiot
