English Word	Valence	Arousal	Dominance	Japanese Word
overbearing	0.323	0.833	0.861	威圧的な
overburden	0.115	0.755	0.546	重荷
overcast	0.417	0.250	0.475	どんよりした
overcharged	0.276	0.780	0.569	過充電
overcoat	0.594	0.265	0.430	オーバーコート
overcome	0.719	0.689	0.848	克服
overcoming	0.842	0.765	0.855	克服する
overcrowded	0.292	0.520	0.491	過密
overdo	0.156	0.864	0.602	やり過ぎ
overdose	0.110	0.820	0.468	過剰摂取
overdrive	0.303	0.715	0.732	オーバードライブ
overdue	0.125	0.427	0.259	延滞
overestimate	0.367	0.796	0.444	過大評価する
overestimated	0.344	0.646	0.527	過大評価
overflow	0.398	0.792	0.500	オーバーフロー
overflowing	0.439	0.796	0.635	あふれる
overgrown	0.333	0.500	0.369	生い茂った
overgrowth	0.417	0.790	0.673	過成長
overhanging	0.698	0.755	0.812	張り出し
overhaul	0.500	0.651	0.491	オーバーホール
overhead	0.344	0.700	0.538	オーバーヘッド
overhear	0.650	0.365	0.580	耳にする
overheated	0.250	0.598	0.547	過熱した
overjoyed	0.908	0.708	0.755	大喜び
overkill	0.379	0.861	0.678	行き過ぎ
overlaid	0.620	0.610	0.676	オーバーレイ
overlap	0.594	0.615	0.627	オーバーラップ
overlapping	0.595	0.578	0.684	重複
overlay	0.564	0.596	0.749	かぶせる
overload	0.381	0.690	0.652	過負荷
overlook	0.292	0.418	0.415	見落とす
overlord	0.750	0.755	0.932	大君主
overlying	0.500	0.519	0.691	重なる
overpaid	0.429	0.670	0.585	過払い
overpass	0.562	0.561	0.565	高架
overplayed	0.224	0.798	0.586	やり過ぎた
overpower	0.448	0.859	0.783	圧倒的
overpowering	0.392	0.779	0.589	圧倒する
overpriced	0.271	0.556	0.472	高値
overprotective	0.448	0.673	0.741	過保護な
overrated	0.312	0.630	0.482	過大評価
overreact	0.306	0.912	0.471	過剰反応する
override	0.316	0.491	0.529	オーバーライド
overriding	0.240	0.490	0.384	オーバーライド
overrule	0.224	0.412	0.429	却下
overrun	0.271	0.764	0.598	オーバーラン
oversee	0.541	0.649	0.778	監督する
overseer	0.552	0.520	0.873	監督者
overshadow	0.333	0.549	0.654	見劣りさせる
oversight	0.385	0.618	0.723	監視
oversized	0.552	0.540	0.679	特大
overslept	0.408	0.315	0.300	寝坊した
overstate	0.281	0.779	0.635	誇張
overstock	0.344	0.592	0.589	過剰在庫
overt	0.708	0.326	0.607	あからさまな
overtake	0.573	0.620	0.718	追い越す
overtaken	0.594	0.552	0.702	追い越された
overthemoon	0.643	0.531	0.481	オーバーザムーン
overthinker	0.430	0.606	0.552	考えすぎ
overthinking	0.408	0.761	0.525	熟考の上
overthrow	0.260	0.868	0.620	打倒
overtime	0.447	0.504	0.529	時間とともに
overtired	0.210	0.357	0.273	疲れた
overture	0.490	0.402	0.491	序曲
overturn	0.240	0.765	0.396	覆す
overview	0.615	0.380	0.539	概要
overweight	0.052	0.500	0.389	太りすぎ
overwhelm	0.250	0.823	0.462	圧倒する
overwhelmed	0.341	0.680	0.348	圧倒する
overwhelming	0.327	0.830	0.640	圧倒的
overworked	0.133	0.670	0.387	過労
overwrought	0.156	0.900	0.571	酷使された
overzealous	0.427	0.804	0.703	熱心すぎる
owe	0.500	0.429	0.386	借りている
owing	0.396	0.307	0.381	借りている
owl	0.520	0.270	0.321	フクロウ
owner	0.776	0.449	0.920	オーナー
ownership	0.628	0.445	0.741	所有
ox	0.417	0.396	0.412	牛
oxidation	0.453	0.415	0.211	酸化
oxide	0.354	0.377	0.298	酸化物
oxygen	0.908	0.310	0.575	空気
oxymoron	0.427	0.481	0.398	オキシモロン
oyster	0.500	0.311	0.327	カキ
ozone	0.560	0.345	0.518	オゾン
pace	0.510	0.380	0.390	ペース
pacemaker	0.448	0.569	0.582	ペースメーカー
pacific	0.627	0.118	0.580	パシフィック
pacified	0.802	0.194	0.414	なだめた
pacifier	0.615	0.342	0.356	おしゃぶり
pacifist	0.663	0.153	0.557	平和主義者
pacify	0.812	0.283	0.629	なだめる
pacing	0.583	0.551	0.491	ペーシング
pack	0.510	0.347	0.475	パック
package	0.571	0.433	0.443	パッケージ
packaging	0.604	0.393	0.549	包装
packer	0.520	0.480	0.537	パッカー
packet	0.582	0.385	0.407	パケット
pact	0.442	0.444	0.593	協定
pad	0.684	0.279	0.330	パッド
padded	0.606	0.212	0.371	パッド入り
padding	0.561	0.398	0.423	パディング
paddle	0.561	0.375	0.393	パドル
paddle boat	0.663	0.373	0.415	パドルボート
paddock	0.480	0.429	0.481	パドック
paddy	0.653	0.330	0.330	水田
padlock	0.459	0.284	0.457	南京錠
padre	0.684	0.407	0.647	パドレ
paean	0.552	0.547	0.471	賛美歌
pagan	0.292	0.578	0.542	異教徒
paganism	0.240	0.640	0.411	異教
page	0.677	0.224	0.278	ページ
pageant	0.719	0.667	0.651	ページェント
pager	0.510	0.526	0.554	ページャ
pagination	0.459	0.333	0.400	ページネーション
paging	0.542	0.398	0.423	ページング
pagoda	0.571	0.259	0.435	パゴダ
pail	0.448	0.177	0.188	バケツ
pain	0.012	0.765	0.395	痛み
pained	0.112	0.500	0.250	痛んだ
painful	0.050	0.742	0.330	痛い
painfully	0.156	0.720	0.407	痛々しく
painkiller	0.487	0.312	0.481	鎮痛剤
painless	0.785	0.173	0.491	無痛
pains	0.106	0.673	0.362	痛み
painstaking	0.396	0.335	0.386	骨の折れる
paint	0.667	0.343	0.413	ペイント
paintball	0.615	0.745	0.537	ペイントボール
paintbrush	0.714	0.226	0.353	絵筆
painted	0.667	0.333	0.424	描きました
painter	0.677	0.366	0.487	画家
painting	0.792	0.324	0.333	ペインティング
pair	0.552	0.317	0.304	ペア
paisley	0.531	0.327	0.347	ペイズリー
pajama	0.908	0.157	0.245	パジャマ
pajamas	0.719	0.170	0.264	パジャマ
pal	0.812	0.426	0.596	仲間
palace	0.878	0.510	0.804	城
palatable	0.823	0.500	0.594	おいしい
palate	0.625	0.350	0.358	口蓋
pale	0.281	0.259	0.245	青白い
paleontology	0.438	0.308	0.617	古生物学
palette	0.590	0.333	0.205	パレット
pall	0.277	0.387	0.394	ポール
palladium	0.470	0.380	0.393	パラジウム
pallet	0.604	0.241	0.349	パレット
palliative	0.548	0.394	0.518	緩和的な
palm	0.531	0.194	0.340	手のひら
palmer	0.480	0.269	0.413	パーマー
palomino	0.616	0.349	0.396	パロミノ
palpable	0.552	0.343	0.611	明白な
palpitations	0.417	0.702	0.528	動悸
palsy	0.083	0.446	0.221	麻痺
paltry	0.333	0.491	0.320	微々たる
pamper	0.792	0.321	0.348	甘やかす
pamphlet	0.530	0.250	0.327	パンフレット
pan	0.734	0.182	0.364	パン
panacea	0.420	0.427	0.613	万能薬
panache	0.510	0.363	0.306	パナシェ
pancake	0.802	0.274	0.364	パンケーキ
pancakes	0.844	0.373	0.402	パンケーキ
pancreas	0.469	0.302	0.366	膵臓
panda	0.646	0.194	0.406	パンダ
pandemic	0.160	0.790	0.544	パンデミック
pandemonium	0.229	0.885	0.500	大混乱
pane	0.385	0.250	0.444	ペイン
panel	0.469	0.321	0.425	パネル
pang	0.146	0.595	0.455	パンパン
panhandle	0.441	0.431	0.414	パンハンドル
panic	0.062	0.938	0.400	パニック
panicattack	0.255	0.724	0.386	パニック発作
panicked	0.100	0.949	0.260	慌てた
panicking	0.094	0.882	0.333	慌てる
panicky	0.284	0.962	0.393	パニック
panier	0.500	0.392	0.380	パニエ
panorama	0.719	0.402	0.625	パノラマ
panoramic	0.542	0.462	0.684	パノラマ
pansy	0.653	0.283	0.589	パンジー
pant	0.448	0.463	0.409	あえぎ
pantheon	0.144	0.410	0.610	パンテオン
panther	0.303	0.594	0.682	パンサー
panties	0.594	0.529	0.312	パンティー
pantomime	0.552	0.481	0.385	パントマイム
pantry	0.622	0.294	0.312	パントリー
pants	0.673	0.320	0.333	パンツ
panty	0.451	0.557	0.303	パンティー
pantyhose	0.570	0.539	0.250	パンスト
pap	0.438	0.403	0.302	パップ
papa	0.656	0.340	0.527	パパ
papacy	0.481	0.263	0.553	教皇
papal	0.493	0.304	0.559	教皇
papaya	0.630	0.306	0.300	パパイヤ
paper	0.520	0.123	0.293	紙
paperback	0.633	0.269	0.314	ペーパーバック
paperboy	0.521	0.490	0.471	ペーパーボーイ
paperweight	0.421	0.278	0.433	文鎮
paperwork	0.448	0.355	0.422	事務処理
paprika	0.417	0.250	0.264	パプリカ
papyrus	0.459	0.240	0.324	パピルス
par	0.615	0.372	0.429	パー
parable	0.479	0.357	0.525	たとえ話
parabola	0.542	0.413	0.620	放物線
parabolic	0.459	0.509	0.500	放物線
parachute	0.562	0.787	0.564	パラシュート
parade	0.792	0.685	0.509	パレード
paradigm	0.573	0.429	0.779	パラダイム
paradise	0.875	0.540	0.796	パラダイス
paradox	0.417	0.442	0.482	逆説
paradoxical	0.406	0.547	0.433	逆説的
paraffin	0.426	0.291	0.343	パラフィン
paragon	0.490	0.431	0.473	パラゴン
paragraph	0.510	0.164	0.269	段落
parakeet	0.576	0.387	0.227	インコ
paralegal	0.479	0.470	0.519	パラリーガル
parallax	0.437	0.394	0.471	視差
parallel	0.568	0.284	0.465	平行
parallelism	0.549	0.363	0.527	平行度
paralysis	0.156	0.500	0.305	麻痺
paralyze	0.188	0.367	0.471	麻痺させる
paramedic	0.673	0.464	0.636	救急隊員
paramedics	0.479	0.594	0.712	救急隊員
paramilitary	0.154	0.804	0.727	準軍事的
paramount	0.771	0.615	0.902	最重要
paranoia	0.146	0.841	0.407	パラノイア
paranoid	0.122	0.918	0.364	妄想的な
paranormal	0.167	0.814	0.560	超常現象
parapet	0.450	0.356	0.279	欄干
paraphernalia	0.443	0.726	0.509	道具一式
paraphrase	0.500	0.375	0.444	言い換え
paraplegic	0.188	0.441	0.321	対麻痺
parasite	0.092	0.442	0.324	寄生虫
parasitic	0.037	0.600	0.364	寄生的な
parasol	0.604	0.255	0.304	パラソル
parcel	0.660	0.324	0.411	小包
parcels	0.551	0.445	0.418	小包
parched	0.250	0.235	0.255	焦げた
parchment	0.615	0.228	0.455	羊皮紙
pardon	0.552	0.413	0.542	許し
pare	0.500	0.356	0.309	パレ
parenchyma	0.500	0.399	0.595	柔組織
parent	0.812	0.357	0.860	親
parentage	0.903	0.382	0.595	親子関係
parental	0.760	0.430	0.627	親の
parenthesis	0.510	0.255	0.380	括弧
parenthetical	0.490	0.327	0.391	括弧付き
parenthood	0.750	0.630	0.782	親であること
parenting	0.812	0.520	0.676	子育て
pariah	0.397	0.478	0.293	不可触民
parietal	0.481	0.333	0.491	頭頂
paring	0.429	0.441	0.324	ペアリング
parish	0.698	0.354	0.582	教区
parity	0.582	0.406	0.407	パリティ
park	0.816	0.343	0.414	公園
parka	0.469	0.481	0.395	パーカー
parking	0.777	0.469	0.510	パーキング
parkinsons	0.104	0.570	0.373	パーキンソン病
parlance	0.510	0.350	0.462	用語
parlay	0.469	0.611	0.483	パーレイ
parliament	0.573	0.540	0.858	議会
parliamentary	0.490	0.554	0.755	議会の
parlor	0.500	0.327	0.366	パーラー
parmesan	0.698	0.321	0.382	パルメザン
parody	0.561	0.651	0.375	パロディー
parole	0.388	0.620	0.526	仮釈放
parquet	0.541	0.240	0.422	寄木細工
parrot	0.588	0.333	0.292	オウム
parry	0.510	0.404	0.436	パリー
parse	0.469	0.456	0.667	解析する
parsimonious	0.417	0.312	0.446	倹約的な
parsimony	0.449	0.280	0.403	倹約
parsley	0.458	0.170	0.291	パセリ
parson	0.583	0.250	0.615	パーソン
part	0.663	0.278	0.360	部
partake	0.755	0.656	0.629	参加する
partial	0.429	0.324	0.348	部分的
partiality	0.375	0.380	0.490	偏見
partially	0.418	0.368	0.396	部分的に
participant	0.712	0.598	0.613	参加者
participate	0.755	0.580	0.684	参加
participation	0.781	0.700	0.702	参加
particle	0.521	0.265	0.438	粒子
particular	0.562	0.402	0.552	特に
particularity	0.670	0.434	0.586	特殊性
particulars	0.604	0.348	0.525	明細
parting	0.260	0.542	0.353	別れ
partisan	0.615	0.549	0.669	パルチザン
partisanship	0.438	0.566	0.551	党派心
partition	0.615	0.469	0.567	パーティション
partly	0.415	0.410	0.396	部分的に
partner	0.673	0.302	0.586	相棒
partnership	0.786	0.387	0.545	パートナーシップ
partridge	0.583	0.415	0.250	ヤマウズラ
parts	0.459	0.327	0.392	部品
party	0.948	0.840	0.547	パーティ
pas	0.490	0.344	0.262	パス
pass	0.510	0.324	0.362	合格
passable	0.688	0.337	0.633	まずまず
passage	0.429	0.314	0.370	通路
passageway	0.490	0.389	0.400	通路
passe	0.531	0.357	0.426	合格
passenger	0.717	0.413	0.481	乗客
passim	0.458	0.491	0.333	パシム
passing	0.458	0.298	0.509	通過
passion	0.854	0.865	0.728	情熱
passionate	0.990	0.827	0.731	情熱的な
passive	0.420	0.116	0.241	受け身
passivity	0.241	0.115	0.246	受動性
passkey	0.646	0.500	0.791	パスキー
passport	0.653	0.457	0.682	パスポート
password	0.390	0.356	0.559	パスワード
past	0.490	0.422	0.311	過去
pasta	0.615	0.306	0.375	パスタ
paste	0.500	0.556	0.500	ペースト
pastel	0.719	0.357	0.367	パステル
pastime	0.677	0.353	0.443	娯楽
pastor	0.698	0.236	0.746	牧師
pastrami	0.542	0.415	0.348	パストラミ
pastry	0.870	0.407	0.419	ペストリー
pasture	0.688	0.145	0.170	牧草地
pasty	0.479	0.363	0.375	ペースト状
pat	0.418	0.377	0.340	パット
patch	0.439	0.288	0.283	パッチ
patchwork	0.500	0.260	0.325	パッチワーク
pate	0.406	0.260	0.260	パテ
patella	0.430	0.260	0.342	膝蓋骨
patent	0.724	0.391	0.609	特許
patented	0.571	0.422	0.685	特許取得済み
paternal	0.776	0.353	0.755	父方の
paternity	0.704	0.590	0.806	父性
path	0.590	0.245	0.421	道
pathetic	0.088	0.464	0.139	哀れな
pathological	0.220	0.602	0.580	病的な
pathologist	0.354	0.552	0.585	病理学者
pathology	0.271	0.560	0.558	病理学
pathos	0.350	0.449	0.462	パトス
pathway	0.646	0.410	0.519	小道
patience	0.771	0.125	0.387	忍耐
patient	0.583	0.193	0.340	忍耐強い
patio	0.562	0.245	0.402	パティオ
patriarch	0.592	0.448	0.898	家長
patriarchal	0.531	0.500	0.857	家父長的
patrimony	0.719	0.406	0.740	財産
patriot	0.771	0.635	0.886	愛国者
patriotic	0.875	0.509	0.933	愛国的な
patriotism	0.708	0.635	0.848	愛国心
patrol	0.427	0.664	0.736	パトロール
patrolman	0.469	0.731	0.884	パトロールマン
patron	0.583	0.451	0.870	パトロン
patronage	0.583	0.490	0.583	後援
patronising	0.439	0.455	0.582	ひいきにする
patronize	0.430	0.451	0.591	ひいきにする
patronizing	0.542	0.365	0.529	ひいきにする
patter	0.312	0.635	0.451	パタパタ
pattern	0.479	0.422	0.664	パターン
paucity	0.153	0.453	0.175	不足
pauper	0.260	0.347	0.151	乞食
pause	0.429	0.188	0.264	一時停止
pave	0.594	0.490	0.509	舗装する
pavement	0.460	0.353	0.475	舗装
pavilion	0.583	0.500	0.770	パビリオン
paving	0.408	0.469	0.545	舗装
paw	0.417	0.360	0.286	足
pawn	0.390	0.321	0.187	ポーン
pawnshop	0.396	0.439	0.519	質屋
pax	0.551	0.421	0.473	パクス
pay	0.514	0.588	0.592	支払い
payable	0.385	0.480	0.606	支払可能
payback	0.459	0.500	0.567	返済
paycheck	0.896	0.630	0.652	給料
payday	0.833	0.741	0.571	給料日
payer	0.313	0.630	0.638	支払人
payload	0.612	0.510	0.682	ペイロード
payment	0.629	0.452	0.643	支払い
payoff	0.740	0.644	0.673	精算
payout	0.646	0.600	0.575	支払い
payphone	0.469	0.360	0.370	公衆電話
payroll	0.521	0.360	0.549	給与
pea	0.580	0.275	0.298	エンドウ
peace	0.939	0.156	0.613	平和
peaceable	0.776	0.134	0.453	平和な
peaceful	0.867	0.108	0.569	平和的
peacefully	0.901	0.190	0.639	平和的に
peacekeeper	0.865	0.320	0.644	平和維持軍
peaceofmind	0.786	0.160	0.519	心の平和
peacetime	0.949	0.180	0.579	平時
peach	0.704	0.480	0.272	桃
peachy	0.755	0.479	0.388	桃色
peacock	0.786	0.449	0.458	孔雀
peak	0.500	0.345	0.431	ピーク
peaked	0.677	0.704	0.857	尖った
peanut	0.646	0.202	0.246	落花生
peanuts	0.542	0.294	0.324	ピーナッツ
pear	0.677	0.158	0.241	梨
pearl	0.905	0.425	0.642	パール
pearly	0.635	0.337	0.373	真珠のような
peas	0.542	0.283	0.310	豆
peasant	0.530	0.275	0.407	農民
peat	0.333	0.655	0.504	泥炭
pebble	0.354	0.353	0.287	小石
pecan	0.552	0.316	0.358	ペカン
peck	0.202	0.530	0.321	ペック
pecker	0.459	0.509	0.375	くちばし
peculiar	0.600	0.491	0.564	独特の
peculiarities	0.511	0.460	0.528	特殊性
peculiarity	0.439	0.452	0.652	特異性
peculiarly	0.615	0.450	0.454	妙に
pecuniary	0.490	0.490	0.500	金銭的な
pedal	0.500	0.320	0.342	ペダル
pedantic	0.229	0.608	0.253	衒学
peddle	0.539	0.549	0.538	行商
peddler	0.408	0.481	0.390	行商人
pedestal	0.735	0.284	0.579	台座
pedestrian	0.438	0.360	0.448	歩行者
pediatric	0.560	0.462	0.490	小児科
pediatrician	0.602	0.500	0.627	小児科医
pediatrics	0.750	0.380	0.596	小児科
pedicure	0.695	0.269	0.296	ペディキュア
pedigree	0.625	0.340	0.609	血統
pedometer	0.469	0.561	0.405	歩数計
pedophile	0.051	0.724	0.430	小児性愛者
pee	0.449	0.529	0.391	おしっこ
peek	0.486	0.360	0.411	ピーク
peekaboo	0.592	0.607	0.412	ピーカブー
peel	0.439	0.250	0.279	皮
peep	0.573	0.317	0.269	のぞき見
peeper	0.182	0.537	0.343	ピーパー
peephole	0.479	0.500	0.310	のぞき穴
peer	0.458	0.321	0.569	ピア
peering	0.514	0.409	0.451	ピアリング
peerless	0.688	0.450	0.462	比類のない
peeved	0.156	0.750	0.467	うんざりした
peg	0.520	0.357	0.393	ペグ
pegs	0.408	0.286	0.386	ペグ
peice	0.479	0.422	0.398	ピース
pelagic	0.521	0.554	0.491	遠洋
pelican	0.573	0.391	0.380	ペリカン
pellet	0.448	0.390	0.466	ペレット
pelvic	0.320	0.632	0.373	骨盤
pelvis	0.378	0.618	0.380	骨盤
pen	0.622	0.194	0.250	ペン
penal	0.208	0.565	0.610	刑罰
penalty	0.062	0.490	0.240	ペナルティ
penance	0.219	0.667	0.463	苦行
penchant	0.688	0.480	0.609	好み
pencil	0.552	0.200	0.263	鉛筆
pendant	0.676	0.321	0.385	ペンダント
pendency	0.396	0.452	0.472	ペンデンシー
pendent	0.470	0.380	0.425	ペンダント
pending	0.396	0.441	0.473	保留中
pendulum	0.542	0.368	0.434	振り子
penetrate	0.287	0.877	0.732	貫く
penetrating	0.469	0.792	0.782	浸透する
penetration	0.438	0.885	0.792	浸透
penguin	0.615	0.296	0.307	ペンギン
penicillin	0.417	0.431	0.566	ペニシリン
penile	0.490	0.736	0.491	陰茎
peninsula	0.551	0.384	0.627	半島
penis	0.354	0.810	0.556	陰茎
penitent	0.542	0.530	0.508	悔い改める
penitentiary	0.229	0.726	0.491	刑務所
penmanship	0.677	0.284	0.509	習字
pennant	0.542	0.380	0.426	ペナント
penniless	0.062	0.316	0.083	無一文
penny	0.615	0.302	0.324	ペニー
pension	0.625	0.409	0.406	年金
pensioner	0.440	0.245	0.442	年金受給者
pensive	0.540	0.220	0.529	物思いにふける
pentagon	0.490	0.636	0.774	五角形
pentagram	0.510	0.433	0.466	五芒星
penthouse	0.592	0.430	0.395	ペントハウス
penultimate	0.469	0.366	0.255	最後から二番目
people	0.604	0.400	0.500	人
peopled	0.594	0.450	0.679	人々
pep	0.510	0.510	0.364	ペップ
pepper	0.400	0.539	0.328	コショウ
peppermint	0.720	0.264	0.271	ペパーミント
pepperoni	0.796	0.472	0.358	ペパロニ
peppy	0.677	0.529	0.438	元気いっぱい
peptic	0.398	0.463	0.362	消化性
peptide	0.380	0.480	0.411	ペプチド
perceive	0.653	0.490	0.655	知覚
percent	0.470	0.350	0.356	パーセント
percentage	0.469	0.400	0.553	パーセンテージ
percentile	0.479	0.410	0.390	パーセンタイル
perceptible	0.710	0.460	0.620	知覚できる
perception	0.653	0.481	0.655	感知
perceptive	0.745	0.500	0.741	知覚的な
perch	0.531	0.300	0.314	止まり木
perchance	0.480	0.224	0.298	ひょっとしたら
percolation	0.397	0.417	0.415	浸透
percussion	0.622	0.635	0.642	パーカッション
perdition	0.135	0.656	0.496	破滅
peremptory	0.429	0.426	0.606	強制的な
perennial	0.527	0.358	0.500	多年生
perfect	0.980	0.471	0.870	完全
perfection	0.881	0.745	0.934	完璧
perfectionist	0.667	0.704	0.905	完璧主義者
perfecto	0.802	0.567	0.889	パーフェクト
perforated	0.219	0.607	0.344	穴あき
perforation	0.365	0.668	0.578	ミシン目
perforce	0.357	0.689	0.354	実行する
perform	0.765	0.555	0.773	実行
performance	0.750	0.520	0.672	パフォーマンス
performer	0.541	0.530	0.708	パフォーマー
perfume	0.740	0.472	0.463	香水
perfumed	0.816	0.471	0.509	香ばしい
peri	0.448	0.433	0.370	ペリ
peridot	0.458	0.481	0.435	ペリドット
peril	0.052	0.910	0.518	危険
perilous	0.143	0.862	0.575	危険な
perimeter	0.470	0.443	0.555	周囲
period	0.396	0.324	0.588	限目
periodic	0.677	0.324	0.508	定期的
periodical	0.550	0.298	0.430	定期刊行物
periodically	0.480	0.314	0.515	定期的に
periodicity	0.646	0.324	0.645	周期性
peripheral	0.406	0.406	0.549	周辺
periphery	0.469	0.360	0.366	周辺
periscope	0.604	0.375	0.609	潜望鏡
perish	0.296	0.570	0.415	滅びる
perishable	0.270	0.464	0.354	腐りやすい
perished	0.135	0.596	0.225	死んだ
perishing	0.229	0.423	0.148	滅びる
perjury	0.229	0.686	0.409	偽証
perk	0.903	0.519	0.682	特典
perky	0.896	0.792	0.673	はつらつと
perm	0.667	0.465	0.741	パーマ
permanence	0.771	0.370	0.708	永続
permanent	0.745	0.345	0.736	永続
permeable	0.635	0.402	0.495	透過性
permeate	0.417	0.410	0.407	浸透する
permeation	0.418	0.559	0.536	浸透
permissible	0.684	0.646	0.612	許される
permission	0.612	0.311	0.580	許可
permissive	0.633	0.389	0.413	寛大な
permit	0.733	0.349	0.518	許可
permitted	0.865	0.410	0.613	許可された
permitting	0.724	0.481	0.661	許可する
permutation	0.385	0.588	0.500	順列
pernicious	0.229	0.600	0.382	有害な
peroxide	0.458	0.529	0.510	過酸化物
perpendicular	0.510	0.398	0.439	垂直
perpetrate	0.327	0.837	0.732	犯す
perpetrator	0.229	0.765	0.538	加害者
perpetual	0.625	0.438	0.741	永続的な
perpetually	0.510	0.473	0.868	絶え間なく
perpetuate	0.397	0.588	0.788	永続させる
perpetuation	0.510	0.677	0.716	永続化
perpetuity	0.590	0.434	0.759	永久
perplexed	0.312	0.705	0.318	当惑した
perplexing	0.316	0.530	0.362	当惑する
perplexity	0.275	0.720	0.500	当惑
persecute	0.281	0.873	0.509	迫害する
persecution	0.229	0.865	0.660	迫害
perseverance	0.888	0.630	0.796	忍耐
persevere	0.802	0.583	0.937	辛抱する
persist	0.765	0.644	0.727	持続する
persistence	0.684	0.611	0.873	持続性
persistent	0.646	0.667	0.815	持続的に
persisting	0.697	0.677	0.745	しつこい
person	0.646	0.363	0.596	人
persona	0.741	0.480	0.743	ペルソナ
personable	0.816	0.520	0.637	人懐っこい
personage	0.653	0.324	0.698	人物
personal	0.750	0.311	0.467	個人的
personality	0.896	0.513	0.790	人格
personification	0.760	0.471	0.691	擬人
personnel	0.729	0.344	0.587	人事
persons	0.869	0.302	0.588	人
perspective	0.688	0.470	0.704	視点
perspiration	0.385	0.667	0.490	汗
persuade	0.620	0.618	0.709	説く
persuasion	0.612	0.670	0.537	説得
persuasive	0.740	0.700	0.657	説得力のある
pert	0.469	0.460	0.348	パート
pertinent	0.580	0.333	0.723	関連する
perturbation	0.270	0.840	0.500	摂動
pertussis	0.279	0.569	0.386	百日咳
perusal	0.622	0.235	0.543	熟読
peruse	0.503	0.270	0.439	熟読する
pervading	0.418	0.684	0.728	浸透している
perverse	0.146	0.808	0.464	ひねくれた
perversion	0.083	0.830	0.490	倒錯
pervert	0.082	0.863	0.500	変態
perverted	0.062	0.918	0.436	倒錯した
pesky	0.250	0.760	0.431	厄介な
pessimism	0.083	0.484	0.264	悲観論
pessimist	0.125	0.470	0.218	悲観主義者
pessimistic	0.088	0.394	0.236	悲観的
pest	0.188	0.680	0.452	害虫
pester	0.143	0.780	0.385	せがむ
pestilence	0.122	0.660	0.283	疫病
pestle	0.427	0.463	0.426	乳棒
pesto	0.531	0.323	0.336	ペスト
pet	0.875	0.327	0.305	ペット
petal	0.810	0.194	0.211	花弁
petite	0.510	0.354	0.245	小柄な
petition	0.498	0.575	0.415	嘆願
petitioner	0.601	0.531	0.566	申立人
petloss	0.271	0.481	0.424	ペットロス
petpeeve	0.375	0.594	0.392	人をむかつかせること
petrified	0.221	0.625	0.232	石化した
petrify	0.177	0.571	0.447	石化する
petrol	0.418	0.519	0.577	ガソリン
petroleum	0.583	0.451	0.640	石油
petticoat	0.550	0.396	0.351	ペチコート
petting	0.812	0.462	0.480	ペッティング
petty	0.210	0.537	0.236	ささいな
petulant	0.247	0.685	0.491	不機嫌な
petunia	0.583	0.260	0.356	ペチュニア
pew	0.449	0.235	0.664	ピュー
pewter	0.396	0.260	0.321	ピューター
peyote	0.406	0.462	0.426	ペヨーテ
phalanx	0.398	0.398	0.455	ファランクス
phantom	0.260	0.759	0.448	ファントム
pharaoh	0.656	0.491	0.798	ファラオ
pharmaceutical	0.500	0.435	0.562	製薬
pharmacist	0.592	0.382	0.648	薬剤師
pharmacology	0.560	0.440	0.526	薬理学
pharmacy	0.531	0.337	0.542	薬局
phase	0.645	0.300	0.482	段階
pheasant	0.541	0.362	0.292	キジ
phenomenal	0.915	0.750	0.918	驚異的な
phenomenon	0.625	0.721	0.848	現象
pheromone	0.561	0.573	0.561	フェロモン
phew	0.531	0.429	0.302	ふぅ
phi	0.420	0.361	0.452	ファイ
philanthropic	0.812	0.426	0.717	慈善事業
philanthropist	0.704	0.463	0.623	慈善家
philanthropy	0.745	0.412	0.801	慈善活動
philistine	0.390	0.500	0.491	ペリシテ人
philosopher	0.684	0.316	0.720	哲学者
philosophic	0.688	0.270	0.655	哲学的な
philosophical	0.719	0.275	0.713	哲学的な
philosophy	0.684	0.255	0.640	哲学
phlegm	0.173	0.394	0.240	痰
pho	0.541	0.370	0.384	フォー
phobia	0.173	0.904	0.291	恐怖症
phoenix	0.653	0.481	0.594	フェニックス
phone	0.729	0.344	0.418	電話
phonetic	0.542	0.435	0.536	音声学
phonetics	0.646	0.425	0.519	音声学
phonics	0.490	0.519	0.455	フォニックス
phonograph	0.561	0.398	0.565	蓄音機
phonology	0.695	0.402	0.512	音韻論
phony	0.115	0.592	0.202	偽物
phooey	0.333	0.490	0.352	プーイ
phosphate	0.500	0.306	0.407	リン酸塩
phosphor	0.438	0.480	0.427	蛍光体
phosphorus	0.429	0.539	0.370	リン
photo	0.729	0.327	0.431	写真
photogenic	0.780	0.500	0.495	写真映えする
photograph	0.677	0.353	0.358	写真
photographer	0.714	0.481	0.562	写真家
photographic	0.761	0.429	0.564	写真の
photography	0.630	0.431	0.360	写真撮影
photometry	0.417	0.456	0.436	測光
photon	0.459	0.439	0.455	光子
phrase	0.630	0.264	0.314	段階
phraseology	0.620	0.406	0.537	言い回し
phylogeny	0.378	0.410	0.481	系統発生
physical	0.750	0.520	0.607	物理的
physical therapist	0.531	0.337	0.775	理学療法士
physician	0.583	0.490	0.843	医師
physicist	0.635	0.538	0.693	物理学者
physics	0.582	0.415	0.664	物理
