English Word	Valence	Arousal	Dominance	Czech Word
intoxication	0.323	0.710	0.400	opojení
intracranial	0.281	0.602	0.553	intrakraniální
intractable	0.154	0.694	0.302	nepoddajný
intramural	0.490	0.464	0.447	intramurální
intravenous	0.357	0.538	0.458	intravenózní
intrepid	0.753	0.696	0.637	neohrožený
intricate	0.559	0.704	0.500	složitý
intrigue	0.362	0.830	0.327	intrika
intriguing	0.422	0.713	0.462	fascinující
intrinsic	0.406	0.471	0.526	vnitřní
intrinsically	0.459	0.382	0.538	vnitřně
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	představit
introduction	0.612	0.413	0.640	úvod
introductory	0.635	0.368	0.593	úvodní
introspection	0.603	0.337	0.575	introspekce
introspective	0.552	0.360	0.471	introspektivní
intrude	0.058	0.735	0.480	rušit
intruder	0.146	0.740	0.324	vetřelec
intrusion	0.293	0.641	0.670	vniknutí
intrusive	0.461	0.607	0.538	dotěrný
intubation	0.276	0.598	0.526	intubace
intuition	0.857	0.508	0.602	intuice
intuitive	0.771	0.573	0.690	intuitivní
intuitively	0.670	0.561	0.648	intuitivně
inundation	0.177	0.780	0.455	zaplavení
invade	0.408	0.892	0.714	napadnout
invader	0.200	0.827	0.618	vetřelec
invalid	0.180	0.330	0.255	neplatný
invalidate	0.315	0.480	0.397	zneplatnit
invalidation	0.181	0.490	0.278	zneplatnění
invalidity	0.186	0.394	0.158	neplatnost
invaluable	0.740	0.500	0.745	neocenitelný
invariably	0.458	0.365	0.550	stále
invasion	0.271	0.843	0.808	invaze
invasive	0.194	0.730	0.598	invazivní
invent	0.719	0.689	0.833	vymyslet
invention	0.714	0.577	0.811	vynález
inventive	0.780	0.627	0.721	vynalézavý
inventor	0.781	0.667	0.847	vynálezce
inventory	0.594	0.463	0.490	inventář
inverse	0.459	0.337	0.319	inverzní
inversely	0.286	0.418	0.351	obráceně
inversion	0.602	0.630	0.772	inverze
invert	0.510	0.585	0.706	převrátit
inverted	0.310	0.471	0.357	obrácený
invest	0.650	0.663	0.682	investovat
investigate	0.640	0.500	0.781	vyšetřovat
investigation	0.531	0.592	0.820	vyšetřování
investigative	0.562	0.600	0.704	investigativní
investigator	0.615	0.509	0.779	vyšetřovatel
investment	0.720	0.592	0.745	investice
investor	0.794	0.655	0.791	investor
invidious	0.112	0.650	0.364	zákeřný
invigorate	0.821	0.798	0.831	posílit
invincible	0.867	0.853	0.914	neporazitelný
invisibility	0.438	0.461	0.382	neviditelnost
invisible	0.417	0.345	0.412	neviditelný
invitation	0.802	0.549	0.647	pozvání
invite	0.745	0.655	0.611	pozvat
inviting	0.938	0.571	0.538	zvoucí
invocation	0.430	0.620	0.673	vyvolání
invoice	0.480	0.380	0.474	faktura
invoke	0.583	0.740	0.579	vyvolat
involuntary	0.354	0.490	0.231	nedobrovolné
involution	0.296	0.420	0.407	involuce
involve	0.694	0.490	0.728	zapojit
involvement	0.760	0.620	0.696	účast
invulnerable	0.552	0.683	0.745	nezranitelný
inwards	0.490	0.385	0.438	dovnitř
iodine	0.390	0.265	0.333	jód
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	jota
irate	0.188	0.852	0.474	rozzlobený
ire	0.198	0.740	0.575	hněv
iridescent	0.602	0.588	0.539	duhový
iris	0.708	0.275	0.380	duhovka
irked	0.164	0.791	0.353	naštvaný
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	žehlička
ironclad	0.561	0.648	0.679	obrněný
ironic	0.435	0.550	0.500	ironický
irons	0.531	0.441	0.625	žehličky
irony	0.390	0.587	0.508	ironie
irradiation	0.385	0.736	0.509	ozáření
irrational	0.125	0.648	0.394	iracionální
irrationality	0.198	0.735	0.361	nerozumnost
irreconcilable	0.146	0.667	0.375	nesmiřitelné
irreducible	0.296	0.455	0.569	neredukovatelné
irrefutable	0.496	0.549	0.716	nezvratný
irregular	0.312	0.548	0.321	nepravidelný
irregularity	0.104	0.647	0.306	nepravidelnost
irregularly	0.292	0.565	0.397	nepravidelně
irrelevant	0.138	0.311	0.296	irelevantní
irreparable	0.061	0.530	0.430	neopravitelné
irreplaceable	0.479	0.580	0.833	nenahraditelný
irrepressible	0.512	0.566	0.745	nepotlačitelný
irresistible	0.823	0.833	0.839	neodolatelný
irrespective	0.497	0.538	0.745	nehledě na to
irresponsible	0.177	0.680	0.241	nezodpovědný
irreverent	0.191	0.694	0.634	neuctivý
irreversible	0.170	0.541	0.667	nevratné
irrevocable	0.296	0.560	0.712	neodvolatelný
irrigate	0.272	0.458	0.490	zavlažovat
irrigation	0.259	0.426	0.426	zavlažování
irritability	0.146	0.853	0.283	podrážděnost
irritable	0.112	0.952	0.462	dráždivý
irritate	0.167	0.890	0.368	dráždit
irritated	0.210	0.816	0.281	podrážděný
irritates	0.173	0.810	0.295	dráždí
irritating	0.104	0.912	0.393	dráždivý
irritation	0.073	0.833	0.496	podráždění
island	0.745	0.347	0.432	ostrov
isle	0.667	0.390	0.443	ostrůvek
islet	0.612	0.314	0.367	ostrůvek
isolate	0.235	0.422	0.336	izolovat
isolated	0.221	0.356	0.255	izolovaný
isolation	0.198	0.338	0.339	izolace
isomorphism	0.448	0.361	0.481	izomorfismus
isothermal	0.459	0.491	0.500	izotermický
isotope	0.429	0.404	0.407	izotop
issue	0.316	0.819	0.351	problém
itch	0.319	0.610	0.465	svědění
itching	0.208	0.690	0.300	svědění
itchy	0.334	0.726	0.296	svědivý
item	0.594	0.270	0.465	položka
itemize	0.459	0.527	0.518	rozepsat
items	0.542	0.401	0.434	položky
iterate	0.449	0.460	0.440	opakovat
iteration	0.531	0.449	0.486	opakování
iterative	0.429	0.420	0.500	iterativní
itinerant	0.449	0.545	0.439	potulný
itinerary	0.551	0.550	0.454	itinerář
ivory	0.625	0.235	0.566	slonová kost
jab	0.385	0.519	0.482	píchnout
jabber	0.417	0.506	0.342	brebentit
jack	0.487	0.450	0.441	zvedák
jackal	0.333	0.582	0.436	šakal
jackass	0.188	0.692	0.279	blbec
jacket	0.656	0.302	0.382	Bunda
jackhammer	0.199	0.690	0.519	sbíječka
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	králík
jacks	0.490	0.400	0.505	zvedáky
jade	0.604	0.410	0.455	nefrit
jaded	0.255	0.560	0.400	unavený
jag	0.408	0.440	0.427	zubatý
jagged	0.082	0.462	0.213	zubaté
jaguar	0.559	0.710	0.654	jaguár
jail	0.094	0.898	0.480	vězení
jailbird	0.240	0.567	0.473	kriminálník
jailbreak	0.354	0.629	0.471	útěk z vězení
jailer	0.194	0.630	0.632	žalářník
jailhouse	0.104	0.887	0.430	věznice
jalopy	0.396	0.436	0.337	kraksna
jam	0.510	0.548	0.318	džem
jamboree	0.602	0.625	0.351	veselice
jammed	0.235	0.817	0.411	zaseknutý
jammer	0.417	0.540	0.491	rušička
janitor	0.510	0.350	0.527	vrátný
janitorial	0.490	0.373	0.481	domovní
japan	0.667	0.482	0.580	Japonsko
jar	0.430	0.346	0.318	sklenice
jargon	0.333	0.548	0.404	žargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	trhavý
jasmine	0.765	0.230	0.286	jasmín
jasper	0.480	0.425	0.402	jaspis
jaundice	0.214	0.480	0.355	žloutenka
jaunt	0.808	0.451	0.500	výlet
java	0.459	0.321	0.343	Jáva
javelin	0.385	0.481	0.465	oštěp
jaw	0.500	0.510	0.420	čelist
jawbone	0.468	0.413	0.342	čelist
jaws	0.385	0.528	0.455	čelisti
jay	0.531	0.408	0.389	sojka
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzový
jealous	0.173	0.855	0.345	žárlivý
jealousy	0.146	0.783	0.481	žárlivost
jean	0.602	0.444	0.364	Jean
jeans	0.622	0.324	0.371	džíny
jeep	0.602	0.510	0.612	džíp
jeering	0.266	0.792	0.380	posměšky
jelly	0.651	0.294	0.256	želé
jellybean	0.592	0.406	0.399	želé fazole
jellyfish	0.531	0.567	0.377	Medúza
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	ohrozit
jeopardy	0.129	0.908	0.536	ohrožení
jerk	0.194	0.630	0.238	blbec
jerks	0.214	0.788	0.395	trháky
jerky	0.233	0.538	0.358	sušené maso
jersey	0.594	0.317	0.411	trikot
jest	0.520	0.736	0.222	žert
jester	0.388	0.670	0.264	šašek
jesus	0.800	0.400	0.620	Ježíš
jet	0.612	0.721	0.606	proud
jetty	0.602	0.480	0.453	molo
jewel	0.827	0.588	0.625	klenot
jeweler	0.760	0.482	0.500	klenotník
jewelry	0.823	0.569	0.597	šperky
jib	0.406	0.420	0.413	výložník
jiff	0.576	0.404	0.349	okamžik
jiffy	0.410	0.444	0.380	okamžik
jig	0.531	0.396	0.357	přípravek
jiggle	0.592	0.673	0.518	pohupovat
jigsaw	0.594	0.582	0.519	vykružovačka
jihad	0.323	0.660	0.444	džihád
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	cinkot
jinx	0.337	0.582	0.373	uhranout
jitters	0.224	0.918	0.192	nervozita
jittery	0.344	0.856	0.255	nervózní
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	práce
jobinterview	0.684	0.837	0.723	pracovní pohovor
jock	0.592	0.656	0.473	sportovec
jockey	0.562	0.644	0.703	žokej
jockstrap	0.347	0.431	0.390	suspenzor
jog	0.510	0.708	0.519	běhat
jogger	0.417	0.510	0.424	běžec
john	0.562	0.382	0.327	John
join	0.729	0.479	0.684	připojit
joined	0.667	0.394	0.600	se připojil
joining	0.755	0.469	0.685	spojování
joint	0.615	0.392	0.566	kloub
jointly	0.708	0.425	0.602	společně
joke	0.704	0.610	0.316	žert
joker	0.771	0.760	0.416	žolík
joking	0.776	0.839	0.407	vtipkování
jolly	0.959	0.705	0.708	rozjařený
jolt	0.365	0.708	0.358	trhnutí
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	drobek
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	časopis
journalism	0.622	0.500	0.684	žurnalistika
journalist	0.542	0.452	0.732	novinář
journalistic	0.696	0.449	0.495	novinářský
journey	0.910	0.702	0.625	cesta
journeyman	0.765	0.596	0.741	tovaryš
joust	0.520	0.528	0.551	klání
jovial	0.823	0.460	0.526	žoviální
joy	0.980	0.824	0.794	radost
joyful	0.990	0.740	0.667	rozradostněný
joyous	0.958	0.580	0.728	radostný
joyride	0.694	0.550	0.500	vyjížďka
joys	0.981	0.643	0.651	radosti
jubilant	0.844	0.673	0.664	jásavý
jubilee	0.916	0.500	0.579	jubileum
judge	0.510	0.604	0.857	soudce
judged	0.281	0.686	0.722	soudili
judging	0.240	0.625	0.693	soudit
judgment	0.396	0.600	0.816	rozsudek
judgmental	0.330	0.602	0.579	odsuzující
judicial	0.378	0.667	0.833	soudní
judiciary	0.439	0.740	0.897	justiční
judicious	0.630	0.432	0.772	soudný
judo	0.500	0.790	0.612	džudo
jug	0.520	0.250	0.213	džbán
juggle	0.594	0.760	0.426	žonglovat
juggler	0.633	0.821	0.480	žonglér
juggling	0.562	0.874	0.346	žonglování
jugular	0.271	0.573	0.426	krční
juice	0.776	0.281	0.352	džus
juicer	0.552	0.520	0.564	odšťavňovač
juicy	0.823	0.529	0.490	šťavnatý
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	Hudební automat
jumble	0.357	0.613	0.331	míchanice
jumbled	0.292	0.602	0.445	neuspořádané
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	skok
jump rope	0.656	0.660	0.368	skákací provaz
jumper	0.615	0.336	0.481	skokan
jumpsuit	0.562	0.365	0.361	kombinéza
jumpy	0.353	0.810	0.216	nervózní
junction	0.490	0.481	0.364	křižovatka
juncture	0.365	0.582	0.491	spojení
jungle	0.500	0.510	0.481	džungle
junior	0.635	0.343	0.304	juniorský
juniper	0.583	0.327	0.352	jalovec
junk	0.115	0.481	0.118	haraburdí
junket	0.490	0.519	0.386	hostina
junkie	0.135	0.860	0.363	feťák
junky	0.385	0.595	0.343	feťák
junkyard	0.177	0.398	0.302	skládka
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	právní
jurisdiction	0.480	0.580	0.820	jurisdikce
jurisprudence	0.360	0.425	0.764	judikatura
jurist	0.479	0.523	0.713	právník
juror	0.582	0.640	0.750	porotce
jury	0.479	0.607	0.789	porota
justice	0.760	0.538	0.787	spravedlnost
justifiable	0.786	0.413	0.821	ospravedlnitelné
justification	0.622	0.444	0.661	odůvodnění
justify	0.612	0.473	0.615	ospravedlnit
juststop	0.417	0.379	0.364	prostě zastavit
justthebeginning	0.573	0.451	0.481	jen začátek
jute	0.551	0.216	0.295	juta
juvenile	0.678	0.490	0.526	mladistvý
juxtaposition	0.427	0.500	0.460	juxtapozice
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kapusta
kaleidoscope	0.615	0.439	0.580	kaleidoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	klokan
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karmický
kayak	0.592	0.600	0.364	kajak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	kýl
keen	0.823	0.719	0.806	horlivý
keep	0.714	0.296	0.547	držet
keeper	0.612	0.457	0.773	brankář
keeping	0.592	0.280	0.723	udržování
keepsake	0.740	0.307	0.491	dárek na památku
keg	0.551	0.389	0.404	soudek
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	chovatelská stanice
kerchief	0.520	0.189	0.236	šátek
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	jádro
kerosene	0.302	0.472	0.427	petrolej
ketchup	0.653	0.338	0.282	kečup
kettle	0.357	0.497	0.333	konvice
key	0.615	0.275	0.519	klíč
keyboard	0.573	0.279	0.349	klávesnice
keyed	0.469	0.497	0.521	klíčovaný
keyhole	0.438	0.358	0.356	klíčová dírka
keynote	0.630	0.431	0.545	hlavní poznámka
keypad	0.604	0.255	0.330	klávesnice
keystone	0.573	0.438	0.491	základní kámen
keyword	0.602	0.520	0.747	klíčové slovo
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	chán
kibble	0.510	0.458	0.404	granule
kick	0.271	0.791	0.526	kop
kickboxing	0.427	0.882	0.651	kickboxování
kicker	0.427	0.711	0.614	kopáč
kicking	0.327	0.802	0.510	kopání
kickoff	0.583	0.600	0.629	výkop
kid	0.760	0.453	0.298	dítě
kidder	0.708	0.768	0.471	dítě
kidding	0.622	0.625	0.457	dělat si srandu
kiddo	0.674	0.393	0.419	děcko
kiddos	0.500	0.480	0.342	děti
kidnap	0.032	0.923	0.535	unést
kidnapped	0.044	0.923	0.455	unesen
kidnapper	0.115	0.906	0.618	únosce
kidnapping	0.094	0.880	0.561	únos
kidney	0.448	0.363	0.380	ledvina
kids	0.837	0.500	0.417	děti
kill	0.052	0.941	0.736	zabít
killer	0.041	0.971	0.543	zabiják
killing	0.080	0.959	0.696	zabíjení
killjoy	0.178	0.550	0.324	zabíjet radost
kiln	0.451	0.423	0.414	pec
kilo	0.438	0.358	0.461	kilo
kilogram	0.510	0.260	0.455	kilogram
kilometer	0.490	0.439	0.485	kilometr
kilt	0.448	0.346	0.348	kilt
kimono	0.643	0.280	0.363	kimono
kin	0.543	0.441	0.457	příbuzní
kind	0.918	0.240	0.618	druh
kindergarten	0.833	0.462	0.308	mateřská školka
kindling	0.520	0.651	0.421	podpalování
kindness	0.938	0.350	0.508	laskavost
kindred	0.760	0.418	0.517	příbuzenství
kinematics	0.594	0.480	0.614	kinematika
kinesiology	0.491	0.480	0.633	kineziologie
kinetic	0.582	0.540	0.537	kinetický
king	0.677	0.690	0.892	král
king snake	0.458	0.835	0.647	královský had
kingdom	0.714	0.547	0.910	království
kingpin	0.357	0.626	0.642	královský čep
kink	0.337	0.634	0.321	zamotat
kinky	0.449	0.558	0.361	výstřední
kinship	0.771	0.300	0.652	příbuzenství
kiosk	0.500	0.286	0.321	stánek
kirk	0.510	0.390	0.388	kostel
kiss	0.967	0.813	0.630	polibek
kisser	0.844	0.682	0.618	líbat
kissy	0.874	0.684	0.402	polibek
kit	0.583	0.344	0.420	souprava
kitchen	0.700	0.234	0.398	kuchyně
kite	0.643	0.500	0.573	papírový drak
kitten	0.816	0.343	0.260	kotě
kiwi	0.646	0.273	0.282	kiwi
klutz	0.275	0.451	0.356	klutz
knack	0.562	0.518	0.820	zručnost
knapsack	0.551	0.317	0.268	batoh
knead	0.490	0.457	0.345	hníst
knee	0.520	0.245	0.396	koleno
kneecap	0.427	0.360	0.440	čéška
kneel	0.426	0.417	0.217	klečet
kneeling	0.245	0.435	0.144	klečící
knell	0.354	0.500	0.377	umíráček
knick	0.480	0.509	0.420	knick
knickers	0.552	0.428	0.328	kalhotky
knife	0.344	0.717	0.573	nůž
knight	0.780	0.441	0.835	rytíř
knighthood	0.740	0.660	0.769	rytířství
knit	0.630	0.144	0.295	plést
knob	0.340	0.360	0.272	knoflík
knock	0.312	0.531	0.527	klepání
knockoff	0.350	0.606	0.240	knockoff
knockout	0.388	0.755	0.664	knokaut
knoll	0.434	0.347	0.333	pahorek
knot	0.541	0.221	0.408	uzel
knots	0.418	0.346	0.267	uzly
knotted	0.226	0.412	0.294	zauzlované
know	0.765	0.361	0.704	znát
knowing	0.833	0.353	0.658	vědět
knowingly	0.500	0.459	0.481	vědomě
knowledge	0.847	0.430	0.896	znalost
knowledgeable	0.865	0.455	0.971	znalý
knuckle	0.655	0.333	0.393	koleno
knucklehead	0.157	0.485	0.288	koleno
knuckles	0.271	0.461	0.320	klouby
koala	0.608	0.210	0.311	koala
kook	0.417	0.471	0.398	kook
kooky	0.418	0.582	0.366	podivínský
kool-aid	0.531	0.318	0.393	kool-pomoc
kos	0.500	0.471	0.407	kos
kosher	0.469	0.443	0.312	košer
kraut	0.388	0.500	0.390	zelí
kris	0.427	0.417	0.407	kris
kryptonite	0.306	0.690	0.588	kryptonit
kudos	0.925	0.587	0.642	sláva
kumquat	0.417	0.426	0.390	kumquat
lab	0.479	0.500	0.600	laboratoř
label	0.582	0.245	0.423	označení
labor	0.594	0.639	0.754	práce
laboratory	0.571	0.490	0.537	laboratoř
labored	0.646	0.451	0.637	pracoval
laborer	0.561	0.510	0.698	dělník
laboring	0.705	0.644	0.737	pracující
laborious	0.393	0.635	0.709	pracný
labyrinth	0.479	0.811	0.491	labyrint
lac	0.408	0.418	0.331	lac
lace	0.625	0.200	0.293	krajka
laceration	0.143	0.667	0.443	tržná rána
lack	0.250	0.365	0.242	nedostatek
lackey	0.260	0.510	0.166	lokaj
lacking	0.229	0.375	0.121	chybí
lackluster	0.250	0.311	0.264	nevýrazný
lacquer	0.510	0.353	0.258	lak
lacrosse	0.573	0.656	0.509	lakros
lactose	0.479	0.290	0.433	laktóza
lad	0.637	0.388	0.336	chlapec
ladder	0.560	0.438	0.358	žebřík
laddie	0.668	0.539	0.391	chlapče
laden	0.392	0.478	0.554	naložený
lading	0.388	0.463	0.409	náklad
ladle	0.531	0.368	0.352	naběračka
lady	0.854	0.481	0.602	dáma
lady bug	0.490	0.434	0.381	štěnice
ladybug	0.602	0.400	0.224	slunéčko sedmitečné
ladylike	0.592	0.559	0.538	jako dáma
ladyship	0.561	0.480	0.822	hraběnka
lag	0.220	0.375	0.246	zpoždění
lager	0.584	0.480	0.353	ležák
lagging	0.135	0.538	0.277	zaostávající
lagoon	0.660	0.231	0.373	laguna
lair	0.469	0.438	0.392	doupě
laity	0.510	0.320	0.487	laiky
lake	0.694	0.196	0.425	jezero
lama	0.560	0.320	0.400	lama
lamb	0.646	0.284	0.321	jehněčí
lame	0.145	0.410	0.217	chromý
lament	0.198	0.398	0.352	nářek
lamenting	0.156	0.390	0.254	naříkání
lamina	0.510	0.314	0.408	plátek
laminated	0.417	0.304	0.373	laminované
lamp	0.510	0.260	0.309	svítilna
lamppost	0.420	0.337	0.455	kandelábr
lance	0.406	0.620	0.587	kopí
lancer	0.417	0.528	0.519	kopiník
land	0.582	0.260	0.616	přistát
landed	0.709	0.620	0.480	přistál
landfall	0.521	0.434	0.407	sesuv půdy
landfill	0.398	0.423	0.324	skládka
landing	0.552	0.696	0.596	přistání
landlady	0.677	0.303	0.417	paní domácí
landlocked	0.280	0.391	0.367	vnitrozemský
landlord	0.684	0.500	0.858	hostinský
landmark	0.694	0.355	0.681	mezník
lands	0.594	0.280	0.492	země
landscape	0.719	0.176	0.423	krajina
landscaping	0.823	0.379	0.519	terénní úpravy
landslide	0.250	0.864	0.530	sesuv půdy
lane	0.449	0.490	0.451	pruh
language	0.677	0.337	0.704	Jazyk
languid	0.281	0.270	0.283	malátný
languish	0.235	0.408	0.382	chřadnout
languishing	0.308	0.459	0.353	umdlévající
lanky	0.412	0.426	0.370	vytáhlý
lantern	0.622	0.250	0.243	lucerna
lap	0.583	0.510	0.412	klín
lapdog	0.388	0.490	0.269	psíček
lapel	0.460	0.287	0.288	klopa
lapse	0.420	0.316	0.281	chyba
lapsed	0.357	0.333	0.276	zanikla
laptop	0.724	0.270	0.519	notebook
larceny	0.272	0.821	0.454	krádež
lard	0.427	0.239	0.179	sádlo
larder	0.656	0.290	0.509	spižírna
large	0.704	0.565	0.736	velký
larger	0.729	0.654	0.763	větší
largo	0.521	0.480	0.517	largo
lark	0.570	0.292	0.352	skřivan
larva	0.245	0.423	0.254	larva
laryngitis	0.125	0.500	0.370	zánět hrtanu
larynx	0.460	0.420	0.402	hrtan
lasagna	0.719	0.441	0.396	lasagne
laser	0.469	0.531	0.769	laser
lash	0.235	0.794	0.609	šlehat
lass	0.656	0.536	0.433	děvče
lasso	0.438	0.460	0.339	laso
lastday	0.309	0.580	0.463	poslední den
lasting	0.804	0.535	0.745	trvalý
lastminute	0.418	0.582	0.385	na poslední chvíli
latch	0.395	0.263	0.288	západka
late	0.245	0.358	0.315	pozdě
lateness	0.214	0.388	0.343	opoždění
latent	0.469	0.500	0.653	latentní
lateral	0.469	0.370	0.322	postranní
laterally	0.562	0.255	0.450	bočně
latex	0.479	0.413	0.325	latex
lathe	0.510	0.450	0.425	soustruh
lather	0.635	0.327	0.313	pěna
latitude	0.562	0.306	0.490	zeměpisná šířka
latrine	0.380	0.353	0.176	latrína
latrines	0.214	0.462	0.267	latríny
latte	0.615	0.320	0.311	latte
lattice	0.406	0.420	0.349	mříž
laud	0.493	0.427	0.383	chvála
laudable	0.740	0.472	0.682	chvályhodný
laudation	0.542	0.547	0.623	velebení
laudatory	0.612	0.417	0.450	pochvalný
laugh	0.980	0.639	0.587	smích
laughable	0.592	0.627	0.298	směšný
laughing	0.906	0.596	0.534	smějící se
laughingstock	0.427	0.779	0.312	terč posměchu
laughs	0.812	0.846	0.425	Smích
laughter	0.959	0.654	0.588	smích
launch	0.684	0.814	0.598	zahájení
launcher	0.677	0.745	0.808	spouštěč
launches	0.490	0.663	0.602	spustí
launder	0.479	0.450	0.349	prát
laundering	0.439	0.327	0.444	praní
laundry	0.644	0.292	0.377	prádelna
laureate	0.724	0.402	0.702	laureát
laurel	0.646	0.146	0.302	vavřín
laurels	0.684	0.279	0.545	vavříny
lava	0.280	0.539	0.615	láva
lavage	0.615	0.467	0.361	výplach
lavatory	0.510	0.400	0.259	záchod
lavender	0.812	0.198	0.388	levandule
lavish	0.792	0.648	0.730	přepychový
law	0.740	0.590	0.815	zákon
lawful	0.660	0.394	0.780	zákonný
lawless	0.219	0.690	0.420	nezákonný
lawlessness	0.156	0.804	0.509	bezpráví
lawman	0.510	0.523	0.786	zákonodárce
lawn	0.686	0.153	0.192	trávník
lawnmower	0.480	0.531	0.355	sekačka na trávu
lawsuit	0.219	0.794	0.611	soudní spor
lawyer	0.521	0.569	0.784	právník
lax	0.430	0.401	0.300	laxní
laxative	0.271	0.550	0.528	projímadlo
lay	0.521	0.336	0.491	položit
layaway	0.429	0.510	0.451	odstávka
layer	0.500	0.208	0.366	vrstva
layered	0.571	0.306	0.436	vrstvené
layman	0.531	0.339	0.424	laik
layout	0.615	0.442	0.557	rozložení
layover	0.520	0.355	0.500	mezipřistání
laziness	0.271	0.240	0.132	lenost
lazy	0.392	0.264	0.096	líný
lazyday	0.337	0.319	0.145	líný den
lea	0.583	0.294	0.358	lea
lead	0.323	0.657	0.455	Vést
leaded	0.439	0.625	0.595	olovnatý
leader	0.833	0.582	0.926	vůdce
leadership	0.870	0.690	0.983	vedení lidí
leading	0.823	0.698	0.954	vedoucí
leads	0.530	0.471	0.615	vede
leaf	0.583	0.156	0.294	list
leaflet	0.490	0.206	0.375	leták
leafy	0.653	0.530	0.700	listnatý
league	0.656	0.340	0.462	liga
leak	0.378	0.833	0.520	unikat
leakage	0.188	0.731	0.528	únik
leaky	0.170	0.686	0.288	děravý
lean	0.734	0.353	0.438	opírat se
leaned	0.570	0.373	0.490	naklonil se
leaning	0.480	0.409	0.352	naklánějící se
leap	0.750	0.663	0.667	skok
learn	0.833	0.643	0.829	Učit se
learned	0.704	0.462	0.543	naučil se
learner	0.698	0.475	0.398	student
learning	0.833	0.588	0.574	učení se
lease	0.520	0.463	0.545	pronájem
leash	0.320	0.347	0.427	řemínek
leather	0.510	0.324	0.341	kůže
leathery	0.418	0.471	0.411	kožený
leave	0.375	0.315	0.295	odejít
leavemealone	0.240	0.472	0.402	nech mě na pokoji
leaving	0.163	0.542	0.371	odcházející
lecherous	0.135	0.704	0.376	chlípný
lecture	0.594	0.462	0.737	přednáška
lecturer	0.677	0.549	0.736	přednášející
ledge	0.406	0.235	0.339	římsa
ledger	0.510	0.362	0.609	účetní kniha
lee	0.510	0.269	0.296	závětří
leech	0.250	0.623	0.268	pijavice
leeches	0.115	0.698	0.295	pijavice
leer	0.612	0.348	0.509	posmívat se
leery	0.337	0.640	0.410	pochybující
lees	0.360	0.567	0.406	kaly
leeway	0.562	0.577	0.569	volnost
left	0.354	0.370	0.361	vlevo, odjet
leftout	0.229	0.365	0.245	vynechaný
leftover	0.490	0.460	0.222	zbytek
leftovers	0.219	0.350	0.116	zbytky
lefty	0.490	0.406	0.379	levičák
leg	0.510	0.373	0.313	noha
legacy	0.792	0.529	0.827	dědictví
legal	0.653	0.387	0.887	právní
legality	0.765	0.343	0.713	zákonnosti
legalize	0.510	0.460	0.818	legalizovat
legalized	0.760	0.440	0.855	legalizováno
legally	0.771	0.482	0.842	legálně
legend	0.837	0.519	0.750	legenda
legendary	0.857	0.537	0.863	legendární
legibility	0.771	0.481	0.580	čitelnost
legible	0.673	0.279	0.509	čitelný
legion	0.469	0.570	0.852	legie
legislate	0.571	0.582	0.736	uzákonit
legislation	0.531	0.418	0.808	legislativa
legislative	0.633	0.365	0.800	legislativní
legislator	0.490	0.580	0.877	zákonodárce
legislature	0.540	0.435	0.698	zákonodárný sbor
legit	0.747	0.427	0.849	legitimní
legitimacy	0.823	0.420	0.855	legitimnost
legitimate	0.792	0.363	0.841	legitimní
lego	0.600	0.294	0.189	lego
legs	0.479	0.407	0.228	nohy
legume	0.520	0.302	0.465	lusk
legwork	0.622	0.560	0.509	práce na nohou
leisure	0.631	0.429	0.421	volný čas
leisurely	0.806	0.250	0.367	neuspěchaný
lemma	0.530	0.284	0.391	lemma
lemon	0.596	0.317	0.316	citrón
lemonade	0.661	0.287	0.412	limonáda
lend	0.520	0.461	0.508	půjčovat
lender	0.340	0.520	0.703	půjčovatel
