English Word	Valence	Arousal	Dominance	Dutch Word
lessee	0.417	0.474	0.595	huurder
lessen	0.235	0.284	0.255	verminderen
lessening	0.375	0.300	0.277	vermindering
lesser	0.396	0.167	0.211	minder
lesson	0.704	0.577	0.593	les
lessor	0.552	0.490	0.623	verhuurder
let	0.427	0.373	0.307	laten
lethal	0.156	0.800	0.745	dodelijk
lethargic	0.214	0.245	0.375	lethargisch
lethargy	0.194	0.302	0.316	lethargie
letter	0.635	0.279	0.342	brief
lettered	0.542	0.361	0.482	geletterd
letterhead	0.450	0.316	0.462	briefhoofd
lettering	0.541	0.180	0.431	belettering
letters	0.663	0.327	0.364	brieven
lettuce	0.594	0.163	0.291	sla
leukemia	0.094	0.572	0.351	leukemie
levee	0.520	0.324	0.490	dijk
level	0.622	0.277	0.491	niveau
lever	0.400	0.343	0.402	hefboom
leverage	0.459	0.500	0.629	hefboom
levitate	0.561	0.598	0.551	zweven
levy	0.438	0.420	0.491	heffing
lewd	0.188	0.673	0.412	onzedelijk
lexicon	0.561	0.463	0.615	lexicon
ley	0.604	0.389	0.764	ley
liabilities	0.429	0.608	0.694	schulden
liability	0.646	0.500	0.802	aansprakelijkheid
liable	0.656	0.519	0.821	aansprakelijk
liaison	0.698	0.337	0.472	verbindingspersoon
liar	0.042	0.606	0.339	leugenaar
libel	0.128	0.694	0.403	smaad
libelous	0.125	0.735	0.436	lasterlijk
liberal	0.565	0.565	0.755	liberaal
liberalism	0.562	0.712	0.750	liberalisme
liberate	0.760	0.632	0.708	bevrijden
liberated	0.780	0.630	0.683	bevrijd
liberating	0.915	0.620	0.745	bevrijdend
liberation	0.745	0.614	0.857	bevrijding
liberty	0.938	0.579	0.836	vrijheid
libido	0.770	0.602	0.571	libido
librarian	0.625	0.135	0.509	bibliothecaris
library	0.776	0.122	0.549	bibliotheek
libretto	0.612	0.328	0.406	libretto
lice	0.133	0.500	0.194	luizen
license	0.500	0.394	0.702	licentie
lichen	0.418	0.388	0.463	korstmos
lick	0.470	0.482	0.330	likken
licorice	0.677	0.310	0.400	drop
lid	0.490	0.189	0.255	deksel
lie	0.130	0.725	0.272	leugen
liege	0.479	0.426	0.452	Luik
lien	0.396	0.580	0.441	pandrecht
lieu	0.427	0.410	0.312	plaats
lieutenant	0.594	0.612	0.920	luitenant
life	0.918	0.615	0.824	leven
lifeblood	0.673	0.690	0.708	levensbloed
lifeboat	0.724	0.425	0.533	reddingsboot
lifeguard	0.870	0.606	0.786	badmeester
lifeisgood	0.812	0.575	0.611	het leven is goed
lifeless	0.042	0.333	0.163	levenloos
lifelike	0.776	0.567	0.765	levensecht
lifeline	0.735	0.552	0.496	reddingslijn
lifelong	0.823	0.330	0.640	levenslang
lifer	0.427	0.519	0.398	levensgenieter
lifesaver	0.908	0.745	0.703	redder in nood
lifestyle	0.750	0.472	0.645	levensstijl
lifesucks	0.167	0.637	0.377	levenszuigen
lifetime	0.816	0.559	0.736	levenslang
lift	0.704	0.518	0.656	tillen
lifted	0.714	0.441	0.657	opgeheven
liftoff	0.531	0.667	0.588	opstijgen
ligament	0.490	0.410	0.510	gewrichtsband
ligation	0.344	0.423	0.396	afbinding
ligature	0.478	0.430	0.447	ligatuur
light	0.771	0.320	0.519	licht
light year	0.719	0.425	0.593	lichtjaar
lightbulb	0.573	0.255	0.302	gloeilamp
lighten	0.688	0.438	0.362	verlichten
lightheaded	0.347	0.620	0.255	lichthoofdig
lighthouse	0.622	0.240	0.510	vuurtoren
lighting	0.765	0.440	0.750	verlichting
lightness	0.794	0.360	0.526	lichtheid
lightning	0.429	0.683	0.595	bliksem
lights	0.750	0.480	0.575	lichten
lightweight	0.670	0.300	0.358	lichtgewicht
likable	0.865	0.480	0.663	sympathiek
like	0.719	0.353	0.446	Leuk vinden
likelihood	0.760	0.469	0.542	waarschijnlijkheid
likely	0.633	0.356	0.454	aannemelijk
likeness	0.688	0.410	0.561	gelijkenis
likewise	0.651	0.217	0.312	hetzelfde
liking	0.963	0.604	0.589	leuk vinden
lilac	0.688	0.180	0.357	lila
lily	0.640	0.245	0.263	lelie
limb	0.510	0.397	0.427	ledemaat
limber	0.688	0.729	0.673	lenig
limbo	0.385	0.284	0.309	limbo
lime	0.594	0.240	0.415	limoen
limelight	0.667	0.639	0.694	schijnwerpers
limestone	0.602	0.323	0.381	kalksteen
limey	0.469	0.347	0.415	limoen
limit	0.427	0.453	0.500	begrenzing
limitation	0.190	0.431	0.225	beperking
limited	0.229	0.273	0.380	beperkt
limitless	0.688	0.574	0.655	grenzeloos
limo	0.760	0.367	0.667	limousine
limousine	0.638	0.531	0.640	limousine
limp	0.393	0.440	0.172	hinken
lin	0.416	0.362	0.343	lin
line	0.541	0.180	0.353	lijn
lineage	0.633	0.465	0.721	afstamming
lineal	0.521	0.170	0.474	lineair
linear	0.646	0.250	0.472	lineair
linebacker	0.490	0.660	0.543	linebacker
lined	0.438	0.367	0.424	gevoerd
linen	0.656	0.323	0.286	linnen
liner	0.469	0.396	0.400	voering
lines	0.542	0.317	0.330	lijnen
lineup	0.635	0.427	0.638	rij
linger	0.480	0.311	0.412	treuzelen
lingerie	0.543	0.463	0.308	lingerie
lingering	0.630	0.643	0.667	aanhoudend
lingo	0.448	0.364	0.447	jargon
lingual	0.500	0.457	0.315	linguïstisch
linguini	0.625	0.338	0.355	linguini
linguist	0.583	0.330	0.634	linguïst
linguistic	0.646	0.351	0.618	taalkundig
linguistics	0.552	0.390	0.618	taalkunde
lining	0.571	0.363	0.472	voering
link	0.427	0.264	0.491	koppeling
linoleum	0.510	0.378	0.402	linoleum
lint	0.388	0.173	0.214	lint
lion	0.532	0.717	0.682	leeuw
lip	0.541	0.348	0.443	lip-
liposuction	0.292	0.684	0.464	liposuctie
lipstick	0.653	0.429	0.306	lippenstift
liquefaction	0.449	0.622	0.535	vloeibaar maken
liquefied	0.562	0.463	0.342	vloeibaar gemaakt
liqueur	0.670	0.612	0.389	likeur
liquid	0.562	0.235	0.307	vloeistof
liquidate	0.327	0.654	0.664	liquideren
liquidation	0.417	0.625	0.649	liquidatie
liquidator	0.354	0.663	0.750	vereffenaar
liquidity	0.688	0.529	0.534	liquiditeit
liquor	0.603	0.702	0.433	likeur
lira	0.530	0.255	0.370	lire
lisp	0.365	0.412	0.288	lisp
list	0.528	0.260	0.402	lijst
listen	0.771	0.360	0.445	luister
listener	0.667	0.375	0.403	luisteraar
listenting	0.640	0.377	0.491	luisteren
listing	0.438	0.273	0.432	vermelding
listless	0.219	0.350	0.231	lusteloos
listneing	0.531	0.370	0.433	luisteren
litany	0.510	0.365	0.482	litanie
liter	0.573	0.208	0.382	liter
literacy	0.730	0.306	0.638	geletterdheid
literal	0.570	0.353	0.574	letterlijk
literally	0.571	0.353	0.673	letterlijk
literary	0.719	0.324	0.667	literair
literature	0.708	0.250	0.598	literatuur
lithe	0.656	0.596	0.602	lenig
lithium	0.417	0.330	0.430	lithium
lithograph	0.551	0.327	0.481	lithografie
lithography	0.561	0.346	0.473	lithografie
lithology	0.519	0.378	0.525	lithologie
lithosphere	0.473	0.333	0.689	lithosfeer
litigant	0.219	0.577	0.696	rechtzoekende
litigate	0.260	0.819	0.712	procederen
litigation	0.388	0.760	0.602	geschil
litigator	0.429	0.630	0.732	procesadvocaat
litigious	0.360	0.736	0.632	litigieuze
litter	0.255	0.551	0.110	afval
little	0.385	0.160	0.213	klein
littlethings	0.740	0.311	0.242	kleine dingen
littoral	0.551	0.387	0.452	kust-
liturgy	0.490	0.327	0.568	liturgie
live	0.880	0.673	0.676	live
livelife	0.792	0.624	0.664	leef het leven
livelihood	0.698	0.481	0.721	levensonderhoud
lively	0.847	0.810	0.642	levendig
liven	0.708	0.713	0.673	levend maken
liver	0.439	0.290	0.385	lever
livery	0.510	0.417	0.429	livrei
livestock	0.729	0.420	0.519	vee
livid	0.469	0.788	0.490	boos
living	0.865	0.608	0.727	levend
lizard	0.378	0.375	0.324	hagedis
llama	0.490	0.590	0.519	lama
lml	0.448	0.519	0.385	lml
load	0.385	0.417	0.528	laden
loader	0.562	0.377	0.686	lader
loaf	0.755	0.250	0.277	brood
loafer	0.235	0.396	0.254	leegloper
loam	0.469	0.373	0.673	leem
loan	0.552	0.480	0.352	lening
loath	0.135	0.714	0.445	afkerig
loathe	0.094	0.730	0.429	verafschuwen
loathful	0.068	0.740	0.358	walgelijk
loathing	0.083	0.796	0.368	afkeer
loathsome	0.120	0.694	0.343	walgelijk
lobby	0.625	0.427	0.472	lobby
lobbyist	0.385	0.527	0.565	lobbyist
lobe	0.459	0.364	0.352	kwab
lobotomy	0.296	0.598	0.402	lobotomie
lobster	0.571	0.356	0.291	kreeft
local	0.656	0.269	0.452	lokaal
locale	0.449	0.387	0.352	locale
locality	0.582	0.336	0.464	plaats
localization	0.552	0.330	0.545	lokalisatie
localize	0.520	0.481	0.679	lokaliseren
localized	0.490	0.460	0.621	gelokaliseerd
locate	0.583	0.520	0.786	bevind zich
location	0.615	0.375	0.546	plaats
locator	0.480	0.426	0.614	zoeker
loch	0.449	0.235	0.425	loch
lock	0.271	0.585	0.600	op slot doen
locker	0.439	0.300	0.393	kluisje
locket	0.615	0.327	0.616	medaillon
locksmith	0.510	0.417	0.491	slotenmaker
lockup	0.240	0.602	0.617	opsluiten
loco	0.306	0.774	0.226	locomotief
locomotion	0.470	0.600	0.595	voortbeweging
locomotive	0.542	0.650	0.721	locomotief
locust	0.479	0.412	0.417	sprinkhaan
lode	0.365	0.423	0.318	lode
lodge	0.656	0.356	0.474	logeren
lodger	0.480	0.448	0.304	huurder
lodging	0.713	0.286	0.527	onderdak
loft	0.510	0.378	0.343	zolder
lofty	0.755	0.306	0.569	verheven
log	0.591	0.371	0.395	log
logarithm	0.520	0.439	0.551	logaritme
logarithmic	0.469	0.458	0.606	logaritmisch
logic	0.646	0.245	0.819	logica
logical	0.805	0.400	0.648	logisch
logistics	0.633	0.500	0.730	logistiek
logo	0.469	0.296	0.565	logo
logotype	0.480	0.337	0.509	logotype
loin	0.420	0.298	0.379	lendenen
lollipop	0.628	0.483	0.357	lolly
lone	0.198	0.204	0.367	eenzaam
loneliness	0.146	0.182	0.222	eenzaamheid
lonely	0.250	0.226	0.238	alleen
loner	0.347	0.152	0.221	eenling
lonesome	0.281	0.213	0.336	eenzaam
long	0.541	0.353	0.543	lang
longboat	0.551	0.454	0.490	sloep
longevity	0.750	0.353	0.745	levensduur
longing	0.604	0.434	0.560	verlangen
longitude	0.479	0.310	0.516	Lengtegraad
longitudinal	0.542	0.398	0.582	longitudinaal
longitudinally	0.541	0.380	0.569	longitudinaal
longtime	0.362	0.442	0.546	lange tijd
loo	0.385	0.357	0.283	wc
look	0.719	0.429	0.615	Look
looker	0.583	0.354	0.451	kijker
lookout	0.698	0.538	0.639	pas op
loom	0.531	0.245	0.325	weefgetouw
looming	0.367	0.750	0.528	dreigend
loon	0.429	0.392	0.325	gek
loony	0.439	0.474	0.295	gek
loop	0.516	0.343	0.317	lus
loophole	0.406	0.755	0.491	uitvlucht
loopy	0.438	0.520	0.195	loopy
loose	0.573	0.312	0.365	loszittend
loosen	0.487	0.337	0.218	losmaken
loosening	0.378	0.343	0.295	losmaken
loot	0.604	0.711	0.537	buit
lop	0.429	0.363	0.426	lop
lopsided	0.125	0.500	0.272	scheef
lord	0.618	0.327	0.684	heer
lords	0.571	0.356	0.781	heren
lordship	0.573	0.557	0.736	heerschappij
lore	0.719	0.373	0.768	overlevering
lorry	0.521	0.481	0.402	vrachtwagen
lose	0.115	0.538	0.176	verliezen
loser	0.083	0.510	0.155	verliezer
losing	0.076	0.686	0.223	verliezen
loss	0.062	0.567	0.211	verlies
lost	0.199	0.663	0.148	kwijt
lot	0.531	0.215	0.370	kavel
lotion	0.724	0.261	0.188	lotion
lots	0.604	0.417	0.424	veel
lottery	0.771	0.731	0.491	loterij
lotto	0.760	0.635	0.475	lotto
lotus	0.604	0.377	0.510	lotus
loud	0.573	0.650	0.870	luid
loudly	0.541	0.755	0.667	luid
loudmouth	0.337	0.615	0.456	luide mond
loudness	0.350	0.582	0.620	luidheid
loudspeaker	0.490	0.735	0.689	luidspreker
lounge	0.592	0.245	0.466	lounge
lounging	0.735	0.167	0.449	loungen
louse	0.184	0.439	0.154	luis
lousy	0.125	0.482	0.234	beroerd
lovable	0.948	0.335	0.565	lief
love	1.000	0.519	0.673	liefde
loved	0.927	0.452	0.582	hield van
lovee	0.949	0.592	0.611	liefje
loveee	0.927	0.592	0.693	liefje
loveless	0.102	0.365	0.216	liefdeloos
lovelife	0.837	0.610	0.592	liefdesleven
loveliness	0.959	0.509	0.750	lieflijkheid
lovelovelove	0.948	0.582	0.554	liefde liefde liefde
lovely	0.917	0.456	0.741	lief
lovemaking	0.969	0.927	0.814	vrijen
lovemylife	0.896	0.800	0.573	hou van mijn leven
lover	0.881	0.816	0.750	minnaar
lovesick	0.796	0.842	0.500	smoorverliefd
lovethis	0.867	0.552	0.526	hou van dit
loving	0.948	0.612	0.636	liefdevol
lovinglife	0.979	0.404	0.673	houden van het leven
lovinlife	0.714	0.460	0.544	liefdevol leven
low	0.292	0.220	0.102	laag
lowdown	0.306	0.441	0.441	dieptepunt
lower	0.327	0.296	0.258	lager
lowering	0.286	0.363	0.236	verlagen
lowest	0.312	0.304	0.129	laagste
lowlands	0.323	0.290	0.331	Lowlands
lowlife	0.296	0.529	0.309	lowlife
lowly	0.562	0.294	0.417	nederig
lox	0.490	0.373	0.318	lox
loyal	0.896	0.265	0.657	loyaal
loyalty	0.885	0.406	0.793	loyaliteit
lsd	0.375	0.471	0.390	LSD
luau	0.594	0.545	0.296	luau
lube	0.552	0.490	0.411	smeermiddel
lubricant	0.656	0.550	0.454	smeermiddel
lubricate	0.552	0.490	0.470	smeren
lubrication	0.624	0.646	0.491	smering
lucid	0.771	0.490	0.705	lucide
luck	0.854	0.490	0.717	geluk
luckiest	0.917	0.690	0.852	gelukkigste
lucky	0.960	0.610	0.793	gelukkig
luckygirl	0.781	0.712	0.471	geluksvogel
lucrative	0.729	0.519	0.798	lucratief
ludicrous	0.137	0.553	0.274	belachelijk
lug	0.344	0.443	0.340	lug
luggage	0.561	0.226	0.319	bagage
lukewarm	0.573	0.300	0.241	lauw
lull	0.602	0.130	0.402	wiegen
lullaby	0.796	0.156	0.339	slaapliedje
lumbar	0.323	0.418	0.342	lumbaal
lumber	0.517	0.184	0.373	timmerhout
lumbering	0.354	0.561	0.655	houthakken
lumberjack	0.500	0.660	0.726	houthakker
luminescent	0.796	0.550	0.526	lichtgevend
luminous	0.918	0.392	0.783	lichtgevend
lump	0.438	0.337	0.463	klont
lumpy	0.271	0.378	0.365	klonterig
lunacy	0.132	0.847	0.330	waanzin
lunar	0.562	0.296	0.427	maan-
lunatic	0.125	0.792	0.442	gek
lunch	0.880	0.410	0.542	lunch
lunchbox	0.663	0.346	0.346	lunchbox
luncheon	0.837	0.240	0.441	lunch
lunchtime	0.896	0.398	0.444	lunchtijd
lung	0.510	0.292	0.629	long
lunge	0.354	0.721	0.509	uithaal
lungs	0.531	0.352	0.555	longen
lurch	0.404	0.694	0.363	slingeren
lure	0.439	0.565	0.300	lokken
lurid	0.186	0.833	0.536	luguber
lurk	0.219	0.740	0.655	op de loer liggen
lurking	0.421	0.781	0.575	op de loer
luscious	0.885	0.552	0.545	heerlijk
lush	0.740	0.783	0.833	weelderig
lust	0.469	0.944	0.518	lust
luster	0.833	0.566	0.558	glans
lustful	0.427	0.896	0.643	wellustige
lustrous	0.771	0.606	0.598	glanzend
lusty	0.469	0.941	0.673	wellustige
lute	0.459	0.407	0.500	luit
luxuriant	0.760	0.745	0.812	weelderig
luxurious	0.947	0.644	0.754	luxueus
luxury	0.932	0.673	0.750	luxe
lycra	0.520	0.449	0.328	lycra
lye	0.378	0.396	0.443	loog
lying	0.208	0.704	0.317	liegen
lymph	0.398	0.510	0.390	lymfe
lymphatic	0.380	0.509	0.472	lymfatisch
lymphoma	0.208	0.645	0.330	lymfoom
lynch	0.167	0.885	0.482	lynchen
lynching	0.135	0.920	0.548	lynchen
lynx	0.510	0.590	0.567	lynx
lyre	0.719	0.347	0.414	lier
lyric	0.702	0.269	0.464	lyrisch
lyrical	0.708	0.451	0.618	lyrisch
lyrics	0.582	0.214	0.333	songteksten
macadamia	0.635	0.330	0.434	macadamia
macarena	0.802	0.601	0.368	macarena
macaroni	0.816	0.410	0.382	macaroni
mace	0.450	0.412	0.415	foelie
mach	0.541	0.432	0.463	mach
machete	0.260	0.690	0.474	machete
machine	0.510	0.500	0.707	machine
machinery	0.458	0.615	0.629	machines
machinist	0.490	0.598	0.721	machinist
macho	0.643	0.690	0.676	macho
mackerel	0.418	0.423	0.426	makreel
macro	0.552	0.469	0.647	macro
mad	0.219	0.873	0.277	boos
madam	0.580	0.308	0.571	mevrouw
madame	0.604	0.500	0.635	mevrouw
madden	0.329	0.602	0.457	gek geworden
madder	0.323	0.853	0.267	meekrap
mademoiselle	0.752	0.459	0.461	mademoiselle
mademyday	0.694	0.573	0.537	mademyday
madhouse	0.156	0.736	0.440	gekkenhuis
madman	0.135	0.880	0.312	gek
madness	0.104	0.804	0.440	krankzinnigheid
maestro	0.823	0.357	0.849	maestro
mafia	0.204	0.867	0.676	maffia
magazine	0.615	0.332	0.377	tijdschrift
mage	0.622	0.373	0.453	magiër
magenta	0.635	0.275	0.415	magenta
maggot	0.235	0.500	0.235	made
magic	0.868	0.663	0.578	magie
magical	0.875	0.651	0.595	magisch
magician	0.714	0.657	0.551	goochelaar
magistrate	0.587	0.541	0.904	magistraat
magma	0.323	0.623	0.609	magma
magna	0.605	0.490	0.652	magna
magnate	0.627	0.708	0.868	magnaat
magnesium	0.542	0.320	0.321	magnesium
magnet	0.571	0.318	0.553	magneet
magnetic	0.612	0.529	0.673	magnetisch
magnetism	0.630	0.529	0.741	magnetisme
magnetite	0.531	0.490	0.581	magnetiet
magnification	0.890	0.615	0.880	vergroting
magnificence	0.802	0.810	0.920	pracht
magnificent	1.000	0.680	0.886	magnifiek
magnifier	0.469	0.216	0.345	vergrootglas
magnify	0.729	0.561	0.839	vergroten
magnifying	0.594	0.265	0.406	uitvergroten
magnitude	0.608	0.613	0.774	grootte
magnolia	0.558	0.343	0.379	magnolia
magpie	0.500	0.458	0.327	ekster
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahonie
maid	0.406	0.324	0.300	hulp in de huishouding
maiden	0.755	0.396	0.461	meisje
mail	0.615	0.231	0.548	mail
mailbox	0.573	0.222	0.404	postbus
mailing	0.688	0.324	0.375	mailen
mailman	0.659	0.418	0.462	postbode
maim	0.133	0.724	0.496	verminken
main	0.667	0.510	0.811	hoofd
mainframe	0.531	0.490	0.557	mainframe
mainland	0.680	0.407	0.806	vasteland
mainstay	0.694	0.400	0.713	steunpilaar
mainstream	0.653	0.527	0.660	mainstream
maintain	0.684	0.398	0.647	onderhouden
maintenance	0.592	0.410	0.545	onderhoud
majestic	0.948	0.731	0.906	majestueus
majesty	0.823	0.602	0.955	majesteit
major	0.684	0.538	0.874	belangrijk
majority	0.684	0.560	0.930	meerderheid
make	0.684	0.420	0.480	maken
makeover	0.771	0.510	0.596	make-over
maker	0.698	0.544	0.706	maker
makeshift	0.479	0.611	0.389	geïmproviseerde
makesmehappy	0.894	0.663	0.712	maakt me blij
makesmemad	0.296	0.643	0.500	maakt me kwaad
makeup	0.740	0.333	0.331	verzinnen
makingdisciples	0.684	0.402	0.664	discipelen maken
malady	0.190	0.686	0.304	ziekte
malaise	0.150	0.600	0.161	malaise
malaria	0.125	0.653	0.304	malaria-
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	kwaadaardig
malfeasance	0.062	0.745	0.325	misdrijf
malformation	0.083	0.602	0.357	misvorming
malfunction	0.125	0.577	0.229	storing
malice	0.073	0.811	0.492	kwaadaardigheid
malicious	0.177	0.765	0.607	kwaadwillend
malign	0.140	0.765	0.481	kwaadaardig
malignancy	0.149	0.814	0.614	maligniteit
malignant	0.143	0.824	0.370	kwaadaardig
maligned	0.102	0.684	0.218	belasterd
mall	0.724	0.663	0.492	winkelcentrum
malleable	0.500	0.500	0.391	kneedbaar
mallet	0.354	0.390	0.483	hamer
malnutrition	0.024	0.592	0.277	ondervoeding
malpractice	0.094	0.559	0.330	wanpraktijken
malt	0.750	0.373	0.324	mout
mama	0.860	0.413	0.728	mama
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	mamma
mammal	0.618	0.449	0.421	zoogdier
mammoth	0.480	0.471	0.537	mammoet-
mammy	0.680	0.415	0.436	mama
manage	0.560	0.530	0.719	beheren
manageable	0.750	0.361	0.655	beheersbaar
management	0.792	0.491	0.806	beheer
manager	0.625	0.549	0.897	manager
managerial	0.604	0.520	0.791	leidinggevend
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarijn-
mandate	0.448	0.670	0.779	mandaat
mandatory	0.271	0.667	0.777	verplicht
mandible	0.510	0.431	0.500	onderkaak
mandolin	0.708	0.433	0.367	mandoline
mandrel	0.310	0.490	0.481	doorn
mane	0.521	0.277	0.373	manen
maneuver	0.615	0.663	0.608	manoeuvreren
maneuvering	0.635	0.640	0.745	manoeuvreren
mange	0.311	0.558	0.348	schurft
manger	0.656	0.276	0.398	kribbe
mangle	0.292	0.449	0.355	mangel
mango	0.765	0.327	0.290	mango-
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	schurftig
manhole	0.378	0.500	0.516	mangat
manhood	0.625	0.735	0.858	mannelijkheid
manhunt	0.145	0.925	0.657	klopjacht
mania	0.290	0.683	0.382	manie
maniac	0.120	0.849	0.431	maniac
maniacal	0.200	0.848	0.500	maniakaal
manic	0.054	0.892	0.368	manisch
manicure	0.706	0.308	0.284	manicure
manicurist	0.583	0.352	0.341	manicure
manifest	0.667	0.647	0.704	manifest
manifestation	0.583	0.750	0.655	manifestatie
manifested	0.580	0.618	0.667	gemanifesteerd
manifestly	0.469	0.588	0.577	duidelijk
manifesto	0.646	0.519	0.676	manifest
manifold	0.500	0.461	0.435	verdeelstuk
manipulate	0.255	0.700	0.772	manipuleren
manipulation	0.188	0.775	0.536	manipulatie
manipulative	0.177	0.724	0.546	manipulatief
mankind	0.823	0.471	0.768	mensheid
manly	0.698	0.633	0.846	mannelijk
manna	0.698	0.294	0.544	manna
manned	0.551	0.588	0.484	bemand
mannequin	0.427	0.302	0.295	mannequin
manner	0.618	0.250	0.320	manier
mannered	0.469	0.556	0.291	gemanierd
manners	0.816	0.284	0.517	manieren
manor	0.646	0.358	0.738	landhuis
manpower	0.531	0.620	0.543	arbeidskrachten
mansion	0.847	0.490	0.717	herenhuis
mansions	0.735	0.529	0.777	herenhuizen
manslaughter	0.090	0.920	0.473	doodslag
mantel	0.500	0.265	0.471	schoorsteenmantel
mantis	0.480	0.355	0.421	bidsprinkhaan
mantle	0.510	0.269	0.422	mantel
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	handleiding
manufacture	0.868	0.703	0.780	vervaardiging
manufacturer	0.688	0.537	0.830	fabrikant
manufacturing	0.653	0.613	0.804	productie
manure	0.250	0.471	0.241	mest
manuscript	0.510	0.208	0.540	manuscript
map	0.561	0.229	0.463	kaart
maple	0.541	0.390	0.339	esdoorn
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	marathon
marble	0.604	0.212	0.667	marmer
marbled	0.396	0.385	0.418	gemarmerd
marbles	0.714	0.345	0.241	knikkers
march	0.531	0.200	0.483	maart
mare	0.541	0.320	0.417	merrie
margarine	0.530	0.316	0.333	margarine
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	marge
marginal	0.235	0.644	0.345	marginaal
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	marihuana
marinara	0.657	0.388	0.435	Marinara
marine	0.633	0.471	0.679	marinier
mariner	0.652	0.491	0.676	zeeman
marital	0.760	0.529	0.500	echtelijk
maritime	0.646	0.490	0.713	maritiem
mark	0.491	0.231	0.600	markering
marked	0.592	0.358	0.554	gemarkeerd
marker	0.500	0.333	0.605	markeerstift
market	0.724	0.480	0.521	markt
marketable	0.746	0.545	0.664	verhandelbaar
marketing	0.521	0.774	0.675	marketing
marketplace	0.698	0.420	0.525	marktplaats
marks	0.430	0.480	0.424	merken
marksman	0.500	0.833	0.692	scherpschutter
marksmanship	0.573	0.531	0.664	scherpschutterkunst
marl	0.372	0.471	0.351	mergel
marmalade	0.729	0.370	0.288	marmelade
maroon	0.469	0.358	0.336	kastanjebruin
marooned	0.229	0.480	0.160	gestrand
marquee	0.602	0.284	0.508	feesttent
marquis	0.521	0.444	0.562	markies
marred	0.181	0.561	0.233	ontsierd
marriage	0.844	0.684	0.750	huwelijk
married	0.674	0.570	0.602	getrouwd
marrow	0.398	0.422	0.472	merg
marry	0.896	0.765	0.673	trouwen
marsh	0.302	0.358	0.277	moeras
marshal	0.469	0.610	0.819	maarschalk
marshmallow	0.740	0.441	0.391	heemst
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	krijgshaftig
martingale	0.469	0.510	0.455	martingaal
martini	0.828	0.500	0.519	martini
martyr	0.281	0.708	0.509	martelaar
martyrdom	0.323	0.745	0.442	martelaarschap
marvel	0.961	0.755	0.866	wonder
marvellous	0.878	0.809	0.849	geweldig
marvelous	0.948	0.637	0.778	geweldig
marvelously	0.968	0.708	0.764	wonderbaarlijk
marzipan	0.684	0.380	0.258	marsepein
mascara	0.575	0.450	0.269	mascara
mascot	0.750	0.337	0.337	mascotte
masculine	0.653	0.540	0.773	mannelijk
masculinity	0.583	0.670	0.851	mannelijkheid
mash	0.440	0.363	0.283	puree
mashed	0.531	0.337	0.194	gepureerd
mask	0.510	0.490	0.537	masker
masked	0.375	0.549	0.518	gemaskerd
masks	0.510	0.472	0.241	maskers
masochism	0.194	0.845	0.483	masochisme
masochist	0.164	0.784	0.353	masochist
mason	0.541	0.442	0.580	metselaar
masquerade	0.431	0.633	0.446	maskerade
mass	0.458	0.245	0.277	massa-
massacre	0.031	0.887	0.640	bloedbad
massage	0.708	0.356	0.413	massage
masses	0.552	0.453	0.473	massa's
masseur	0.622	0.265	0.463	masseur
masseuse	0.594	0.373	0.391	masseuse
massive	0.569	0.660	0.750	enorm
mast	0.542	0.390	0.580	mast
master	0.694	0.490	0.849	meester
masterful	0.854	0.510	0.960	meesterlijk
mastermind	0.792	0.625	0.918	brein
masterpiece	0.926	0.623	0.847	meesterwerk
mastery	0.755	0.648	0.873	meesterschap
masturbate	0.552	0.926	0.500	masturberen
masturbation	0.542	0.961	0.509	masturbatie
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	wedstrijd
matchbook	0.562	0.391	0.412	luciferdoosje
matching	0.719	0.735	0.418	passen bij
matchmaker	0.615	0.509	0.519	koppelaar
mate	0.847	0.417	0.669	maat
material	0.521	0.363	0.439	materiaal
materialism	0.220	0.390	0.556	materialisme
materialist	0.255	0.491	0.504	materialist
materialistic	0.420	0.506	0.589	materialistisch
materiality	0.417	0.450	0.636	materialiteit
materialize	0.688	0.596	0.728	materialiseren
materially	0.490	0.451	0.670	materieel
materials	0.633	0.361	0.473	materialen
materiel	0.531	0.294	0.417	materieel
maternal	0.847	0.417	0.634	moederlijk
maternity	0.865	0.480	0.622	moederschap
math	0.417	0.375	0.600	wiskunde
mathematical	0.620	0.500	0.548	wiskundig
mathematician	0.541	0.418	0.773	wiskundige
mathematics	0.438	0.435	0.664	wiskunde
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	paren
