English Word	Valence	Arousal	Dominance	Sundanese Word
infringement	0.153	0.800	0.481	ngalanggar
infuriate	0.102	0.934	0.596	ngambek
infuriated	0.073	0.930	0.510	ngambek
infuriates	0.135	0.913	0.627	ngambek
infuriating	0.139	0.870	0.509	ngaheureuykeun
infuse	0.380	0.705	0.589	infuse
infused	0.385	0.473	0.546	diinfuskeun
infuser	0.469	0.433	0.536	infuser
infusion	0.583	0.365	0.453	infusan
ingenious	0.760	0.690	0.891	loba akalna
ingenuity	0.708	0.590	0.868	kapinteran
ingest	0.510	0.559	0.473	nyeuseup
ingestion	0.429	0.612	0.512	ingestion
ingot	0.688	0.444	0.615	ingot
ingrained	0.531	0.490	0.712	tertanam
ingrate	0.235	0.606	0.327	teu ngahargaan
ingredient	0.792	0.373	0.451	bahan
ingress	0.601	0.366	0.736	asupna
inhabit	0.656	0.378	0.556	nyicingan
inhabitant	0.604	0.356	0.519	pangeusina
inhabited	0.667	0.361	0.510	dicicingan
inhabiting	0.458	0.440	0.598	pangeusina
inhalation	0.510	0.613	0.464	inhalasi
inhale	0.427	0.340	0.492	nyeuseup
inhaler	0.408	0.500	0.349	panghirupan
inherent	0.562	0.439	0.480	bawaan
inherit	0.745	0.546	0.694	warisan
inheritance	0.900	0.565	0.798	warisan
inhibit	0.167	0.479	0.447	ngahambat
inhibition	0.265	0.392	0.534	inhibisi
inhibitor	0.281	0.450	0.471	panghambat
inhospitable	0.265	0.531	0.395	teu marahmay
inhuman	0.107	0.660	0.492	teu manusiawi
inhumane	0.104	0.587	0.402	teu manusiawi
inhumanity	0.143	0.540	0.405	inhumanity
inimaginable	0.542	0.636	0.534	teu kabayang
inimical	0.260	0.823	0.556	ngahina
inimitable	0.571	0.413	0.790	teu bisa ditiru
iniquity	0.219	0.567	0.425	kajahatan
initial	0.583	0.314	0.539	awal
initiate	0.719	0.480	0.553	ngamimitian
initiated	0.760	0.490	0.650	ngagagas
initiation	0.698	0.529	0.527	inisiasi
initiative	0.833	0.615	0.768	inisiatif
inject	0.406	0.735	0.596	nyuntik
injection	0.281	0.741	0.518	suntik
injunction	0.281	0.422	0.519	parentah
injure	0.177	0.710	0.364	cilaka
injured	0.083	0.680	0.302	raheut
injuring	0.073	0.790	0.245	ngaruksak
injurious	0.177	0.759	0.366	cilaka
injury	0.049	0.769	0.287	tatu
injustice	0.082	0.755	0.444	kateuadilan
ink	0.471	0.408	0.235	mangsi
inkling	0.448	0.551	0.570	inkling
inland	0.510	0.417	0.423	ka jero
inlay	0.406	0.531	0.565	inlay
inlet	0.646	0.378	0.466	asup
inmate	0.235	0.663	0.398	tahanan
inn	0.660	0.284	0.475	panginepan
innards	0.302	0.480	0.400	jeroan
innate	0.490	0.400	0.521	bawaan
inner	0.551	0.216	0.443	batin
innermost	0.583	0.500	0.510	pangjerona
innerpeace	0.714	0.318	0.551	katengtreman batin
inning	0.602	0.315	0.520	inning
innings	0.573	0.487	0.443	babakan
innkeeper	0.578	0.224	0.472	panginepan
innocence	0.802	0.260	0.307	kapolosan
innocent	0.729	0.206	0.340	polos
innocently	0.776	0.250	0.302	polos
innocuous	0.510	0.321	0.172	teu ngabahayakeun
innovate	0.898	0.872	0.750	innovate
innovation	0.949	0.680	0.890	inovasi
innovative	0.880	0.640	0.830	inovatif
innuendo	0.467	0.670	0.463	sindiran
innumerable	0.667	0.445	0.704	teu kaitung
inoculation	0.333	0.570	0.598	inokulasi
inoperable	0.184	0.422	0.304	teu bisa dioperasi
inoperative	0.138	0.425	0.273	teu beroperasi
inordinate	0.163	0.630	0.330	teu sopan
inorganic	0.385	0.345	0.282	anorganik
input	0.643	0.337	0.527	asupan
inquest	0.458	0.569	0.721	pamariksaan
inquire	0.583	0.519	0.363	nanya
inquirer	0.573	0.598	0.776	pananya
inquiring	0.479	0.510	0.500	inquiring
inquiry	0.541	0.420	0.536	panalungtikan
inquisitive	0.301	0.637	0.615	panasaran
inquisitor	0.385	0.873	0.642	inquisitor
insane	0.062	0.670	0.265	gélo
insanity	0.098	0.847	0.337	kagila-gilaan
insatiable	0.375	0.656	0.558	teu wareg
inscription	0.592	0.422	0.542	prasasti
inscrutable	0.459	0.541	0.613	inscrutable
insect	0.276	0.633	0.242	serangga
insecticide	0.188	0.598	0.430	inséktisida
insecure	0.114	0.538	0.132	teu aman
insecurity	0.094	0.647	0.350	kateupastian
insemination	0.542	0.644	0.622	inseminasi
insensitive	0.219	0.471	0.302	teu peka
inseparable	0.700	0.520	0.571	teu bisa dipisahkeun
insert	0.481	0.552	0.519	nyelapkeun
inserted	0.479	0.402	0.476	diselapkeun
insertion	0.521	0.520	0.565	sisipan
inside	0.612	0.404	0.472	jero
insider	0.625	0.562	0.750	insider
insidious	0.146	0.622	0.480	insidious
insight	0.613	0.363	0.649	wawasan
insightful	0.664	0.691	0.713	wawasan
insignia	0.665	0.282	0.685	insignia
insignificance	0.250	0.216	0.222	teu pentingna
insignificant	0.083	0.306	0.114	teu pati penting
insinuate	0.292	0.635	0.413	nyindiran
insipid	0.214	0.250	0.241	hambar
insist	0.635	0.651	0.688	keukeuh
insistence	0.418	0.704	0.645	keukeuh
insistent	0.552	0.635	0.701	keukeuh
insists	0.490	0.587	0.610	keukeuh
insolence	0.115	0.731	0.402	insolence
insolent	0.112	0.663	0.343	kurang ajar
insoluble	0.439	0.290	0.414	teu leyur
insolvency	0.323	0.431	0.300	kabangkrutan
insolvent	0.230	0.481	0.318	bangkrut
insomnia	0.198	0.611	0.373	insomnia
insomniac	0.231	0.367	0.329	insomnia
inspect	0.479	0.603	0.793	mariksa
inspection	0.459	0.630	0.718	pamariksaan
inspector	0.418	0.580	0.852	inspektur
inspiration	0.938	0.600	0.779	ilham
inspirational	0.927	0.720	0.810	mereun
inspire	0.918	0.627	0.759	mere ilham
inspired	0.967	0.702	0.736	diideuan
instability	0.177	0.760	0.353	instability
install	0.630	0.583	0.736	masang
installation	0.656	0.469	0.759	pamasangan
installment	0.619	0.396	0.483	cicilan
instance	0.547	0.450	0.558	conto
instant	0.766	0.454	0.554	instan
instantaneous	0.750	0.500	0.585	sakedapan
instantaneously	0.656	0.640	0.600	sakedapan
instigate	0.278	0.765	0.642	ngajurung
instigation	0.323	0.769	0.648	hasutan
instill	0.562	0.490	0.618	instill
instinct	0.771	0.602	0.642	naluri
instinctive	0.752	0.575	0.694	nurut naluri
institute	0.604	0.480	0.807	institut
institution	0.580	0.311	0.790	lembaga
instruct	0.729	0.490	0.833	ngalatih
instructed	0.740	0.388	0.722	diparentahkeun
instruction	0.656	0.434	0.736	parentah
instructional	0.698	0.500	0.773	instruksional
instructions	0.582	0.302	0.556	parentah
instructive	0.583	0.420	0.643	instruktif
instructor	0.771	0.490	0.782	instruktur
instrument	0.562	0.537	0.655	Instrumén
instrumental	0.740	0.472	0.647	instrumental
instrumentalist	0.656	0.540	0.740	instrumentalis
instrumentality	0.637	0.510	0.618	instrumentalitas
insubordination	0.281	0.775	0.634	insubordination
insufferable	0.220	0.784	0.291	teu tahan
insufficiency	0.115	0.431	0.210	kakurangan
insufficient	0.188	0.380	0.093	teu cukup
insufficiently	0.147	0.509	0.198	teu cekap
insular	0.531	0.426	0.465	insular
insulate	0.365	0.358	0.286	insulasi
insulated	0.208	0.265	0.304	insulated
insulation	0.245	0.327	0.264	insulasi
insulin	0.429	0.472	0.375	insulin
insult	0.085	0.831	0.389	ngahina
insulting	0.094	0.840	0.412	ngahina
insurance	0.714	0.308	0.825	asuransi
insure	0.700	0.415	0.698	ngajamin
insurgent	0.235	0.735	0.660	pemberontak
insurmountable	0.620	0.627	0.737	teu bisa diungkulan
insurrection	0.229	0.706	0.582	pemberontakan
intact	0.716	0.212	0.602	gembleng
intake	0.604	0.527	0.442	asupan
intangible	0.525	0.480	0.473	intangible
integer	0.573	0.327	0.595	integer
integral	0.590	0.337	0.615	integral
integrate	0.729	0.390	0.700	ngahijikeun
integration	0.771	0.480	0.737	integrasi
integrity	0.865	0.413	0.848	integritas
intellect	0.844	0.418	0.870	akal
intellectual	0.906	0.455	0.845	intelektual
intelligence	0.833	0.587	0.885	kecerdasan
intelligent	0.917	0.541	0.868	calakan
intelligibility	0.740	0.481	0.689	kaharti
intelligible	0.635	0.480	0.691	kaharti
intend	0.562	0.520	0.519	ngahajakeun
intended	0.406	0.542	0.587	dimaksudkeun
intending	0.510	0.567	0.597	ngahajakeun
intense	0.592	0.774	0.679	sengit
intensely	0.694	0.846	0.750	inténsif
intensify	0.604	0.870	0.737	nguatkeun
intensity	0.622	0.930	0.952	hal sabaraha kuatna
intensive	0.570	0.842	0.776	intensip
intent	0.550	0.481	0.500	niat
intention	0.531	0.480	0.636	niat
intentional	0.650	0.615	0.750	ngahaja
intentionally	0.450	0.676	0.696	ngahaja
inter	0.510	0.375	0.466	antar
interact	0.822	0.690	0.759	interaksi
interaction	0.646	0.735	0.750	interaksi
interactive	0.727	0.811	0.770	interaktif
intercede	0.582	0.577	0.630	ngawadahan
intercept	0.221	0.660	0.676	nyegat
interception	0.327	0.673	0.643	interception
intercession	0.503	0.486	0.598	syafaat
interchange	0.615	0.527	0.565	silih tukeur
interchangeable	0.615	0.459	0.526	bisa ditukeurkeun
interchanged	0.396	0.472	0.434	ditukeurkeun
intercom	0.623	0.429	0.453	interkom
intercourse	0.551	0.608	0.557	sanggama
interdependence	0.608	0.618	0.639	silih gumantungna
interdependent	0.410	0.482	0.598	silih gumantung
interdiction	0.337	0.500	0.585	larangan
interest	0.780	0.667	0.618	kapentingan
interested	0.750	0.529	0.725	kabetot
interesting	0.927	0.726	0.731	metot
interface	0.643	0.357	0.600	panganteur
interfere	0.323	0.714	0.471	ngaganggu
interference	0.396	0.736	0.357	gangguan
interferometer	0.510	0.510	0.517	interferometer
intergalactic	0.562	0.661	0.741	antargalaksi
interim	0.604	0.400	0.524	samentara
interior	0.618	0.157	0.462	interior
interject	0.333	0.648	0.658	nyampeur
interlocutory	0.490	0.500	0.527	interlocutory
interlude	0.470	0.417	0.377	selingan
intermediary	0.427	0.510	0.643	panganteur
intermediate	0.480	0.368	0.400	panengah
interment	0.235	0.608	0.346	interment
interminable	0.327	0.481	0.561	teu aya watesna
intermission	0.490	0.360	0.402	reureuh
intermittent	0.337	0.565	0.436	intermittent
intern	0.459	0.460	0.392	intern
internal	0.439	0.349	0.423	internal
internally	0.615	0.400	0.616	internal
international	0.800	0.519	0.702	internasional
internet	0.760	0.462	0.755	internét
internship	0.590	0.510	0.482	magang
interoffice	0.439	0.375	0.556	antar kantor
interpolate	0.460	0.490	0.569	interpolasi
interpolation	0.419	0.506	0.528	interpolasi
interpret	0.646	0.625	0.673	nafsirkeun
interpretation	0.677	0.594	0.620	interpretasi
interpreter	0.708	0.461	0.596	juru basa
interpretive	0.531	0.549	0.595	interpretatif
interrelated	0.615	0.469	0.592	silih patalina
interrogate	0.323	0.808	0.680	interogasi
interrogation	0.302	0.827	0.657	interogasi
interrupt	0.210	0.635	0.509	ngaganggu
interrupted	0.281	0.559	0.333	diganggu
interrupting	0.146	0.593	0.509	interrupting
interruption	0.184	0.632	0.425	gangguan
interrupts	0.204	0.545	0.389	interrupts
intersect	0.521	0.510	0.480	meuntas
intersection	0.344	0.541	0.658	parapatan
interstate	0.520	0.443	0.600	antarnagara
interstellar	0.708	0.702	0.622	antarbintang
interstitial	0.333	0.471	0.534	panganteur
interval	0.510	0.284	0.400	interval
intervene	0.520	0.677	0.768	campur
intervening	0.398	0.627	0.442	intervening
intervention	0.388	0.696	0.689	campur tangan
interview	0.573	0.770	0.619	wawancara
interviewer	0.552	0.736	0.816	ngawawancara
interworking	0.552	0.587	0.691	interworking
intestate	0.459	0.467	0.415	teu wasiat
intestinal	0.357	0.531	0.370	peujit
intestine	0.343	0.450	0.380	peujit
intestines	0.292	0.547	0.398	peujit
intimacy	0.857	0.802	0.558	sauyunan
intimate	0.724	0.598	0.393	intim
intimately	0.806	0.573	0.590	taliti
intimation	0.406	0.673	0.500	wawaran
intimidate	0.210	0.804	0.632	nyingsieunan
intimidated	0.177	0.663	0.208	disingsieunan
intimidating	0.229	0.790	0.708	mereun
intimidation	0.177	0.791	0.644	nyingsieunan
intolerable	0.146	0.660	0.439	teu kaampeuh
intolerance	0.052	0.704	0.520	teu toleran
intolerant	0.135	0.676	0.509	teu toleran
intonation	0.615	0.442	0.598	intonasi
intoxicated	0.079	0.824	0.246	mabok
intoxicating	0.224	0.760	0.464	mabok
intoxication	0.323	0.710	0.400	kaayaan mabok
intracranial	0.281	0.602	0.553	intrakranial
intractable	0.154	0.694	0.302	teu kaampeuh
intramural	0.490	0.464	0.447	intramural
intravenous	0.357	0.538	0.458	ka jero nadi
intrepid	0.753	0.696	0.637	teu wani
intricate	0.559	0.704	0.500	pajeulit
intrigue	0.362	0.830	0.327	intrik
intriguing	0.422	0.713	0.462	matak pikabitaeun
intrinsic	0.406	0.471	0.526	intrinsik
intrinsically	0.459	0.382	0.538	sacara intrinsik
intro	0.510	0.331	0.657	intro
introduce	0.592	0.559	0.648	ngawanohkeun
introduction	0.612	0.413	0.640	bubuka
introductory	0.635	0.368	0.593	bubuka
introspection	0.603	0.337	0.575	introspeksi
introspective	0.552	0.360	0.471	mawas diri
intrude	0.058	0.735	0.480	ngaganggu
intruder	0.146	0.740	0.324	panyusup
intrusion	0.293	0.641	0.670	intrusion
intrusive	0.461	0.607	0.538	intrusive
intubation	0.276	0.598	0.526	intubasi
intuition	0.857	0.508	0.602	intuisi
intuitive	0.771	0.573	0.690	intuitif
intuitively	0.670	0.561	0.648	sacara intuitif
inundation	0.177	0.780	0.455	banjir
invade	0.408	0.892	0.714	narajang
invader	0.200	0.827	0.618	penjajah
invalid	0.180	0.330	0.255	teu sah
invalidate	0.315	0.480	0.397	ngabatalkeun
invalidation	0.181	0.490	0.278	invalidation
invalidity	0.186	0.394	0.158	invalidity
invaluable	0.740	0.500	0.745	invaluable
invariably	0.458	0.365	0.550	salawasna
invasion	0.271	0.843	0.808	invasi
invasive	0.194	0.730	0.598	invasif
invent	0.719	0.689	0.833	invent
invention	0.714	0.577	0.811	panemuan
inventive	0.780	0.627	0.721	inventive
inventor	0.781	0.667	0.847	panemu
inventory	0.594	0.463	0.490	inventaris
inverse	0.459	0.337	0.319	tibalik
inversely	0.286	0.418	0.351	sabalikna
inversion	0.602	0.630	0.772	pangbalikan
invert	0.510	0.585	0.706	ngabalikeun
inverted	0.310	0.471	0.357	dibalikkeun
invest	0.650	0.663	0.682	investasi
investigate	0.640	0.500	0.781	nalungtik
investigation	0.531	0.592	0.820	panalungtikan
investigative	0.562	0.600	0.704	investigatif
investigator	0.615	0.509	0.779	panyidik
investment	0.720	0.592	0.745	investasi
investor	0.794	0.655	0.791	investor
invidious	0.112	0.650	0.364	invidious
invigorate	0.821	0.798	0.831	nyegerkeun
invincible	0.867	0.853	0.914	teu bisa dielehkeun
invisibility	0.438	0.461	0.382	halimunan
invisible	0.417	0.345	0.412	teu katingali
invitation	0.802	0.549	0.647	ondangan
invite	0.745	0.655	0.611	ngajak
inviting	0.938	0.571	0.538	ngondang
invocation	0.430	0.620	0.673	pangajak
invoice	0.480	0.380	0.474	invoice
invoke	0.583	0.740	0.579	nganuhunkeun
involuntary	0.354	0.490	0.231	involuntary
involution	0.296	0.420	0.407	involusi
involve	0.694	0.490	0.728	ngalibetkeun
involvement	0.760	0.620	0.696	pipilueun
invulnerable	0.552	0.683	0.745	kebal
inwards	0.490	0.385	0.438	ka jero
iodine	0.390	0.265	0.333	iodin
ion	0.429	0.330	0.408	ion
iota	0.344	0.385	0.314	iota
irate	0.188	0.852	0.474	ngambek
ire	0.198	0.740	0.575	ambek
iridescent	0.602	0.588	0.539	iridescent
iris	0.708	0.275	0.380	iris
irked	0.164	0.791	0.353	jengkel
irks	0.276	0.781	0.339	irks
iron	0.448	0.351	0.679	beusi
ironclad	0.561	0.648	0.679	ironclad
ironic	0.435	0.550	0.500	ironis
irons	0.531	0.441	0.625	beusi
irony	0.390	0.587	0.508	ironi
irradiation	0.385	0.736	0.509	iradiasi
irrational	0.125	0.648	0.394	teu rasional
irrationality	0.198	0.735	0.361	irasionalitas
irreconcilable	0.146	0.667	0.375	irreconcilable
irreducible	0.296	0.455	0.569	irreducible
irrefutable	0.496	0.549	0.716	teu bisa dibantah
irregular	0.312	0.548	0.321	henteu teratur
irregularity	0.104	0.647	0.306	irregularity
irregularly	0.292	0.565	0.397	teu teratur
irrelevant	0.138	0.311	0.296	teu relevan
irreparable	0.061	0.530	0.430	irreparable
irreplaceable	0.479	0.580	0.833	teu bisa diganti
irrepressible	0.512	0.566	0.745	irrepressible
irresistible	0.823	0.833	0.839	irresistible
irrespective	0.497	0.538	0.745	teu paduli
irresponsible	0.177	0.680	0.241	henteu tanggung jawab
irreverent	0.191	0.694	0.634	teu hormat
irreversible	0.170	0.541	0.667	teu bisa balik
irrevocable	0.296	0.560	0.712	irrevocable
irrigate	0.272	0.458	0.490	nyiram
irrigation	0.259	0.426	0.426	irigasi
irritability	0.146	0.853	0.283	sénsitip
irritable	0.112	0.952	0.462	jengkel
irritate	0.167	0.890	0.368	ngaganggu
irritated	0.210	0.816	0.281	jengkel
irritates	0.173	0.810	0.295	ngaganggu
irritating	0.104	0.912	0.393	iritasi
irritation	0.073	0.833	0.496	iritasi
island	0.745	0.347	0.432	pulo
isle	0.667	0.390	0.443	pulo
islet	0.612	0.314	0.367	pulo
isolate	0.235	0.422	0.336	ngasingkeun
isolated	0.221	0.356	0.255	terasing
isolation	0.198	0.338	0.339	isolasi
isomorphism	0.448	0.361	0.481	isomorfisme
isothermal	0.459	0.491	0.500	isotermal
isotope	0.429	0.404	0.407	isotop
issue	0.316	0.819	0.351	masalah
itch	0.319	0.610	0.465	peurih
itching	0.208	0.690	0.300	gatal-gatal
itchy	0.334	0.726	0.296	peurih
item	0.594	0.270	0.465	barang
itemize	0.459	0.527	0.518	itemize
items	0.542	0.401	0.434	barang
iterate	0.449	0.460	0.440	iterate
iteration	0.531	0.449	0.486	iterasi
iterative	0.429	0.420	0.500	iteratif
itinerant	0.449	0.545	0.439	lalampahan
itinerary	0.551	0.550	0.454	itinerary
ivory	0.625	0.235	0.566	gading
jab	0.385	0.519	0.482	jab
jabber	0.417	0.506	0.342	goblog
jack	0.487	0.450	0.441	jack
jackal	0.333	0.582	0.436	jakal
jackass	0.188	0.692	0.279	jackass
jacket	0.656	0.302	0.382	jakét
jackhammer	0.199	0.690	0.519	jackhammer
jackpot	0.950	0.750	0.786	jackpot
jackrabbit	0.625	0.379	0.344	kelenci
jacks	0.490	0.400	0.505	jacks
jade	0.604	0.410	0.455	jade
jaded	0.255	0.560	0.400	jaded
jag	0.408	0.440	0.427	jag
jagged	0.082	0.462	0.213	jangkung
jaguar	0.559	0.710	0.654	jaguar
jail	0.094	0.898	0.480	panjara
jailbird	0.240	0.567	0.473	jailbird
jailbreak	0.354	0.629	0.471	jailbreak
jailer	0.194	0.630	0.632	panjara
jailhouse	0.104	0.887	0.430	jailhouse
jalopy	0.396	0.436	0.337	jalopy
jam	0.510	0.548	0.318	macét
jamboree	0.602	0.625	0.351	jambore
jammed	0.235	0.817	0.411	macét
jammer	0.417	0.540	0.491	jammer
janitor	0.510	0.350	0.527	tukang jaga
janitorial	0.490	0.373	0.481	tukang jaga
japan	0.667	0.482	0.580	Jepang
jar	0.430	0.346	0.318	kendi
jargon	0.333	0.548	0.404	jargon
jarhead	0.408	0.530	0.464	jarhead
jarring	0.210	0.673	0.309	ngagelebug
jasmine	0.765	0.230	0.286	melati
jasper	0.480	0.425	0.402	jasper
jaundice	0.214	0.480	0.355	jaundice
jaunt	0.808	0.451	0.500	jongjon
java	0.459	0.321	0.343	jawa
javelin	0.385	0.481	0.465	lembing
jaw	0.500	0.510	0.420	rahang
jawbone	0.468	0.413	0.342	tulang rahang
jaws	0.385	0.528	0.455	rahang
jay	0.531	0.408	0.389	jay
jazz	0.677	0.362	0.450	jazz
jazzy	0.725	0.431	0.389	jazzy
jealous	0.173	0.855	0.345	timburu
jealousy	0.146	0.783	0.481	timburuan
jean	0.602	0.444	0.364	jean
jeans	0.622	0.324	0.371	jeans
jeep	0.602	0.510	0.612	jip
jeering	0.266	0.792	0.380	seuseurian
jelly	0.651	0.294	0.256	jeli
jellybean	0.592	0.406	0.399	kacang jéli
jellyfish	0.531	0.567	0.377	ubur-ubur
jenny	0.542	0.406	0.407	jenny
jeopardize	0.260	0.877	0.582	ngabahayakeun
jeopardy	0.129	0.908	0.536	bahaya
jerk	0.194	0.630	0.238	nyentak
jerks	0.214	0.788	0.395	sentak
jerky	0.233	0.538	0.358	dendeng
jersey	0.594	0.317	0.411	jersey
jest	0.520	0.736	0.222	bobodoran
jester	0.388	0.670	0.264	bajingan
jesus	0.800	0.400	0.620	Yesus
jet	0.612	0.721	0.606	jet
jetty	0.602	0.480	0.453	dermaga
jewel	0.827	0.588	0.625	permata
jeweler	0.760	0.482	0.500	tukang perhiasan
jewelry	0.823	0.569	0.597	perhiasan
jib	0.406	0.420	0.413	jib
jiff	0.576	0.404	0.349	jiff
jiffy	0.410	0.444	0.380	jiffy
jig	0.531	0.396	0.357	jig
jiggle	0.592	0.673	0.518	gogonjakan
jigsaw	0.594	0.582	0.519	jigsaw
jihad	0.323	0.660	0.444	jihad
jimmy	0.579	0.321	0.311	jimmy
jingle	0.635	0.500	0.424	jingle
jinx	0.337	0.582	0.373	jinx
jitters	0.224	0.918	0.192	guligah
jittery	0.344	0.856	0.255	guligah
jive	0.561	0.551	0.373	jive
job	0.694	0.541	0.717	pakasaban
jobinterview	0.684	0.837	0.723	wawancara padamelan
jock	0.592	0.656	0.473	jok
jockey	0.562	0.644	0.703	joki
jockstrap	0.347	0.431	0.390	jockstrap
jog	0.510	0.708	0.519	joged
jogger	0.417	0.510	0.424	joged
john	0.562	0.382	0.327	john
join	0.729	0.479	0.684	gabung
joined	0.667	0.394	0.600	ngagabung
joining	0.755	0.469	0.685	ngagabung
joint	0.615	0.392	0.566	gabungan
jointly	0.708	0.425	0.602	babarengan
joke	0.704	0.610	0.316	lulucon
joker	0.771	0.760	0.416	joker
joking	0.776	0.839	0.407	guyonan
jolly	0.959	0.705	0.708	gumbira
jolt	0.365	0.708	0.358	nyegruk
jornada	0.417	0.500	0.533	jornada
jot	0.406	0.323	0.350	jot
jour	0.479	0.394	0.415	jour
journal	0.688	0.240	0.352	jurnal
journalism	0.622	0.500	0.684	jurnalistik
journalist	0.542	0.452	0.732	wartawan
journalistic	0.696	0.449	0.495	jurnalistik
journey	0.910	0.702	0.625	lalampahan
journeyman	0.765	0.596	0.741	pangumbaraan
joust	0.520	0.528	0.551	joust
jovial	0.823	0.460	0.526	riang
joy	0.980	0.824	0.794	kabagjaan
joyful	0.990	0.740	0.667	gumbira
joyous	0.958	0.580	0.728	gumbira
joyride	0.694	0.550	0.500	joyride
joys	0.981	0.643	0.651	kabagjaan
jubilant	0.844	0.673	0.664	gumbira
jubilee	0.916	0.500	0.579	jubileum
judge	0.510	0.604	0.857	hakim
judged	0.281	0.686	0.722	ditilik
judging	0.240	0.625	0.693	nangtoskeun
judgment	0.396	0.600	0.816	judgment
judgmental	0.330	0.602	0.579	judgmental
judicial	0.378	0.667	0.833	yudisial
judiciary	0.439	0.740	0.897	yudikatif
judicious	0.630	0.432	0.772	wijaksana
judo	0.500	0.790	0.612	judo
jug	0.520	0.250	0.213	kendi
juggle	0.594	0.760	0.426	juggle
juggler	0.633	0.821	0.480	juggler
juggling	0.562	0.874	0.346	juggling
jugular	0.271	0.573	0.426	jugular
juice	0.776	0.281	0.352	jus
juicer	0.552	0.520	0.564	juicer
juicy	0.823	0.529	0.490	juicy
juju	0.541	0.519	0.206	juju
juke	0.500	0.491	0.410	juke
jukebox	0.699	0.540	0.429	jukebox
jumble	0.357	0.613	0.331	campur aduk
jumbled	0.292	0.602	0.445	campur aduk
jumbo	0.680	0.552	0.447	jumbo
jump	0.625	0.865	0.611	luncat
jump rope	0.656	0.660	0.368	luncat tali
jumper	0.615	0.336	0.481	jumper
jumpsuit	0.562	0.365	0.361	jumpsuit
jumpy	0.353	0.810	0.216	luncat
junction	0.490	0.481	0.364	simpang
juncture	0.365	0.582	0.491	simpang
jungle	0.500	0.510	0.481	leuweung
junior	0.635	0.343	0.304	ngora
juniper	0.583	0.327	0.352	juniper
junk	0.115	0.481	0.118	runtah
junket	0.490	0.519	0.386	junket
junkie	0.135	0.860	0.363	junkie
junky	0.385	0.595	0.343	junky
junkyard	0.177	0.398	0.302	tempat barang rongsokan
junta	0.451	0.503	0.704	junta
juridical	0.520	0.431	0.873	yuridis
jurisdiction	0.480	0.580	0.820	yurisdiksi
jurisprudence	0.360	0.425	0.764	yurisprudensi
jurist	0.479	0.523	0.713	ahli hukum
juror	0.582	0.640	0.750	jurig
jury	0.479	0.607	0.789	juri
justice	0.760	0.538	0.787	kaadilan
justifiable	0.786	0.413	0.821	bisa dibenerkeun
justification	0.622	0.444	0.661	justifikasi
justify	0.612	0.473	0.615	menerkeun
juststop	0.417	0.379	0.364	ngan eureun
justthebeginning	0.573	0.451	0.481	ngan mimiti
jute	0.551	0.216	0.295	jute
juvenile	0.678	0.490	0.526	rumaja
juxtaposition	0.427	0.500	0.460	juxtaposition
kaiser	0.470	0.509	0.690	kaiser
kale	0.469	0.226	0.411	kale
kaleidoscope	0.615	0.439	0.580	kaléidoskop
kamikaze	0.204	0.810	0.645	kamikaze
kangaroo	0.716	0.333	0.301	kangguru
kanji	0.510	0.413	0.425	kanji
kappa	0.469	0.375	0.366	kappa
kaput	0.281	0.441	0.440	kaput
karaoke	0.763	0.649	0.342	karaoke
karate	0.562	0.833	0.598	karate
karma	0.500	0.510	0.537	karma
karmic	0.357	0.459	0.464	karma
kayak	0.592	0.600	0.364	kayak
kazoo	0.503	0.462	0.411	kazoo
kebab	0.531	0.431	0.377	kebab
keel	0.344	0.417	0.419	keel
keen	0.823	0.719	0.806	getol
keep	0.714	0.296	0.547	ngajaga
keeper	0.612	0.457	0.773	panangtu
keeping	0.592	0.280	0.723	ngajaga
keepsake	0.740	0.307	0.491	kenang-kenangan
keg	0.551	0.389	0.404	tong
kelp	0.479	0.264	0.213	kelp
ken	0.438	0.409	0.360	ken
kennel	0.430	0.480	0.406	kennel
kerchief	0.520	0.189	0.236	saputangan
kern	0.438	0.420	0.449	kern
kernel	0.542	0.453	0.462	kernel
kerosene	0.302	0.472	0.427	minyak tanah
ketchup	0.653	0.338	0.282	saos tomat
kettle	0.357	0.497	0.333	ketel
key	0.615	0.275	0.519	konci
keyboard	0.573	0.279	0.349	kibor
keyed	0.469	0.497	0.521	keyed
keyhole	0.438	0.358	0.356	liang konci
keynote	0.630	0.431	0.545	keynote
keypad	0.604	0.255	0.330	keypad
keystone	0.573	0.438	0.491	batu konci
keyword	0.602	0.520	0.747	kecap konci
khaki	0.594	0.252	0.278	khaki
khan	0.463	0.476	0.529	khan
kibble	0.510	0.458	0.404	kibble
kick	0.271	0.791	0.526	nyepak
kickboxing	0.427	0.882	0.651	kickboxing
kicker	0.427	0.711	0.614	panajong
kicking	0.327	0.802	0.510	nyentak
kickoff	0.583	0.600	0.629	mimitian
kid	0.760	0.453	0.298	budak leutik
kidder	0.708	0.768	0.471	budak leutik
kidding	0.622	0.625	0.457	ngabodor
kiddo	0.674	0.393	0.419	budak leutik
kiddos	0.500	0.480	0.342	budak leutik
kidnap	0.032	0.923	0.535	nyulik
kidnapped	0.044	0.923	0.455	diculik
kidnapper	0.115	0.906	0.618	penculik
kidnapping	0.094	0.880	0.561	nyulik
kidney	0.448	0.363	0.380	ginjal
kids	0.837	0.500	0.417	barudak
kill	0.052	0.941	0.736	maehan
killer	0.041	0.971	0.543	pembunuh
