English Word	Valence	Arousal	Dominance	Tamil Word
gritty	0.417	0.373	0.375	கரடுமுரடான
grizzly	0.398	0.679	0.657	கிரிஸ்லி
groan	0.396	0.750	0.351	கூக்குரல்
grocer	0.625	0.250	0.382	மளிகை வியாபாரி
groceries	0.740	0.363	0.417	மளிகை
grocery	0.687	0.540	0.446	மளிகை
groggy	0.235	0.265	0.194	மந்தமான
groin	0.296	0.452	0.364	இடுப்பு
groom	0.698	0.500	0.605	மணமகன்
groove	0.552	0.448	0.361	பள்ளம்
groovy	0.615	0.538	0.464	க்ரூவி
grope	0.420	0.559	0.358	தடுமாறி
gross	0.115	0.575	0.181	மொத்த
grotesque	0.135	0.788	0.500	கோரமான
grotto	0.510	0.394	0.336	கோட்டை
grouch	0.342	0.593	0.411	கூச்சல்
grouchy	0.143	0.708	0.407	கவலையான
ground	0.398	0.343	0.602	தரையில்
grounded	0.531	0.601	0.509	அடித்தளமிட்டது
groundhog	0.385	0.324	0.377	நிலப்பன்றி
grounding	0.521	0.452	0.591	தரையிறக்கம்
groundless	0.333	0.535	0.387	ஆதாரமற்ற
grounds	0.667	0.500	0.598	மைதானங்கள்
groundwork	0.500	0.375	0.593	அடித்தளம்
group	0.573	0.423	0.480	குழு
groupie	0.521	0.583	0.393	குழு
grouping	0.745	0.580	0.698	குழுவாக்கம்
grouse	0.448	0.401	0.412	க்ரூஸ்
grout	0.405	0.356	0.366	கூழ்
grove	0.604	0.245	0.417	தோப்பு
grovel	0.360	0.500	0.414	தோப்பு
grow	0.914	0.615	0.755	வளர
growl	0.194	0.764	0.482	உறுமல்
growling	0.119	0.887	0.475	உறுமுகிறது
growls	0.125	0.675	0.442	உறுமுகிறது
grownup	0.735	0.400	0.683	வளர்ந்த
growth	0.917	0.588	0.776	வளர்ச்சி
growthefuckup	0.229	0.692	0.426	வளர்ச்சி
grr	0.229	0.538	0.333	grr
grrr	0.271	0.755	0.327	grrr
grrrrr	0.281	0.633	0.444	grrrrr
grub	0.602	0.406	0.355	கூழ்
grubby	0.156	0.583	0.176	முரட்டுத்தனமான
grudge	0.115	0.647	0.414	வெறுப்பு
grudging	0.092	0.636	0.473	முணுமுணுப்பு
grudgingly	0.156	0.610	0.292	வெறுப்புடன்
gruel	0.382	0.304	0.297	கூழ்
grueling	0.180	0.763	0.704	கடுமையான
gruesome	0.094	0.837	0.474	பயங்கரமான
gruff	0.323	0.611	0.472	முரட்டுத்தனமான
grumble	0.101	0.750	0.333	முணுமுணுக்கவும்
grump	0.260	0.469	0.425	முணுமுணுப்பு
grumpy	0.198	0.808	0.559	எரிச்சலான
grunt	0.286	0.798	0.392	முணுமுணுப்பு
grunting	0.198	0.827	0.481	முணுமுணுப்பு
guacamole	0.684	0.317	0.282	குவாக்காமோல்
guano	0.296	0.343	0.191	குவானோ
guarantee	0.949	0.337	0.805	உத்தரவாதம்
guaranty	0.646	0.337	0.818	உத்தரவாதம்
guard	0.592	0.510	0.725	காவலர்
guarded	0.758	0.686	0.500	காக்கப்பட்டது
guardhouse	0.510	0.435	0.770	காவலர் இல்லம்
guardian	0.656	0.686	0.789	பாதுகாவலர்
guardianship	0.592	0.370	0.681	பாதுகாவலர்
guards	0.448	0.663	0.720	காவலர்கள்
gubernatorial	0.552	0.604	0.897	ஆளுநர்
guerilla	0.146	0.845	0.727	கொரில்லா
guerrilla	0.219	0.917	0.792	கொரில்லா
guess	0.640	0.463	0.442	யூகிக்கவும்
guesser	0.542	0.670	0.535	யூகிப்பவர்
guesswork	0.417	0.451	0.405	யூகம்
guest	0.719	0.490	0.558	விருந்தினர்
guesthouse	0.729	0.337	0.406	விருந்தினர் மாளிகை
guidance	0.729	0.471	0.718	வழிகாட்டல்
guide	0.688	0.315	0.620	வழிகாட்டி
guidebook	0.677	0.260	0.427	வழிகாட்டி புத்தகம்
guidelines	0.459	0.500	0.664	வழிகாட்டுதல்கள்
guiding	0.667	0.520	0.714	வழிகாட்டும்
guild	0.580	0.459	0.729	கில்ட்
guile	0.410	0.417	0.467	வஞ்சகம்
guillotine	0.163	0.817	0.585	கில்லட்டின்
guilt	0.208	0.567	0.206	குற்ற உணர்வு
guilty	0.135	0.770	0.352	குற்ற உணர்வு
guinea	0.521	0.440	0.396	கினியா
guise	0.531	0.547	0.324	வேடம்
guitar	0.844	0.542	0.469	கிட்டார்
guitarist	0.827	0.740	0.549	கிதார் கலைஞர்
gules	0.469	0.443	0.340	gules
gulf	0.520	0.365	0.398	வளைகுடா
gull	0.594	0.317	0.378	கறவை
gullet	0.385	0.490	0.393	குழி
gullible	0.440	0.442	0.318	ஏமாற்றக்கூடிய
gully	0.316	0.519	0.394	கல்லி
gulp	0.551	0.660	0.409	விழுங்கும்
gum	0.573	0.227	0.213	பசை
gumbo	0.500	0.422	0.361	கம்போ
gummy	0.521	0.302	0.291	கம்மி
gumption	0.480	0.538	0.488	ஊக்கம்
gun	0.147	0.920	0.713	துப்பாக்கி
gunboat	0.139	0.663	0.618	துப்பாக்கி படகு
gunfight	0.051	0.961	0.700	துப்பாக்கிச் சண்டை
gunfighter	0.156	0.910	0.741	துப்பாக்கிச் சண்டை வீரர்
gunfire	0.156	0.930	0.673	துப்பாக்கிச் சூடு
gunk	0.250	0.478	0.219	துப்பாக்கி
gunman	0.167	0.922	0.689	துப்பாக்கிதாரி
gunmen	0.073	0.942	0.727	துப்பாக்கி ஏந்தியவர்கள்
gunner	0.250	0.853	0.817	துப்பாக்கி சுடும் வீரர்
gunnery	0.281	0.861	0.873	துப்பாக்கி சுடுதல்
gunplay	0.133	0.906	0.627	துப்பாக்கி விளையாட்டு
gunpoint	0.188	0.817	0.719	துப்பாக்கி முனை
gunpowder	0.425	0.853	0.509	துப்பாக்கி குண்டு
gunshot	0.042	0.953	0.673	துப்பாக்கிச் சூடு
gunslinger	0.316	0.873	0.811	துப்பாக்கி ஏந்துபவர்
gurney	0.408	0.304	0.352	கர்னி
guru	0.573	0.360	0.653	குரு
gush	0.510	0.490	0.381	பொழிவு
gusher	0.406	0.520	0.453	குஷர்
gusset	0.427	0.425	0.423	gusset
gust	0.490	0.755	0.556	காற்று
gusto	0.692	0.729	0.620	மகிழ்ச்சி
gusty	0.687	0.631	0.455	உற்சாகமான
gut	0.408	0.367	0.364	குடல்
gutless	0.250	0.381	0.384	தைரியமற்ற
guts	0.592	0.649	0.582	தைரியம்
gutsy	0.635	0.573	0.536	தைரியமான
gutter	0.466	0.260	0.400	சாக்கடை
guy	0.583	0.367	0.546	பையன்
guzzler	0.393	0.537	0.436	கஸ்லர்
guzzling	0.460	0.490	0.380	கூச்சலிடும்
gym	0.635	0.690	0.613	உடற்பயிற்சி கூடம்
gymnasium	0.667	0.561	0.474	உடற்பயிற்சி கூடம்
gymnast	0.670	0.760	0.558	ஜிம்னாஸ்ட்
gymnastic	0.810	0.706	0.604	ஜிம்னாஸ்டிக்
gymnastics	0.745	0.677	0.508	ஜிம்னாஸ்டிக்ஸ்
gynecologist	0.552	0.566	0.682	மகப்பேறு மருத்துவர்
gynecology	0.408	0.590	0.519	பெண்ணோயியல்
gypsy	0.375	0.665	0.396	ஜிப்சி
gyroscope	0.500	0.390	0.510	கைரோஸ்கோப்
habit	0.625	0.226	0.585	பழக்கம்
habitat	0.633	0.343	0.553	வாழ்விடம்
habitation	0.781	0.231	0.538	குடியிருப்பு
habitual	0.527	0.208	0.490	பழக்கமான
habitually	0.600	0.324	0.583	வழக்கமாக
hacienda	0.688	0.402	0.573	ஹாசியெண்டா
hack	0.135	0.717	0.534	ஊடுருவு
hacker	0.271	0.755	0.740	ஹேக்கர்
hacksaw	0.406	0.645	0.537	அரிவாள்
hadenough	0.323	0.566	0.529	போதுமான அளவு
hag	0.188	0.695	0.411	ஹாக்
haggard	0.115	0.510	0.246	கசப்பான
haggle	0.480	0.601	0.461	பேரம் பேசு
haiku	0.583	0.356	0.392	ஹைக்கூ
hail	0.459	0.627	0.411	ஆலங்கட்டி மழை
hair	0.582	0.186	0.286	முடி
hairball	0.370	0.302	0.315	முடி பந்து
hairbrush	0.454	0.216	0.263	முடி தூரிகை
haircut	0.677	0.343	0.307	முடி வெட்டுதல்
hairdo	0.552	0.320	0.435	சிகை அலங்காரம்
hairdresser	0.708	0.509	0.407	சிகையலங்கார நிபுணர்
hairdryer	0.642	0.402	0.330	முடி உலர்த்தி
hairless	0.136	0.235	0.139	முடி இல்லாத
hairline	0.418	0.154	0.230	தலைமுடி
hairpin	0.459	0.363	0.370	முடி ஊசி
hairspray	0.549	0.279	0.269	ஹேர்ஸ்ப்ரே
hairstyle	0.771	0.380	0.433	சிகை அலங்காரம்
hairy	0.542	0.380	0.343	முடிகள் நிறைந்த
hale	0.479	0.435	0.500	ஹேல்
half	0.500	0.274	0.276	பாதி
half dollar	0.573	0.408	0.509	அரை டாலர்
halfback	0.490	0.429	0.440	அரை முதுகில்
halftime	0.458	0.352	0.429	அரைநேரம்
halfway	0.510	0.254	0.339	பாதி வழியில்
halibut	0.449	0.412	0.411	ஹாலிபுட்
hall	0.510	0.340	0.424	மண்டபம்
hallelujah	0.770	0.554	0.657	அல்லேலூயா
hallmark	0.646	0.315	0.411	முத்திரை
hallowed	0.740	0.500	0.728	புனிதமானது
hallucination	0.396	0.706	0.370	மாயத்தோற்றம்
hallway	0.573	0.230	0.279	நடைபாதை
halo	0.490	0.370	0.441	ஒளிவட்டம்
halt	0.167	0.360	0.432	நிறுத்து
halter	0.448	0.451	0.431	நிறுத்து
halting	0.255	0.596	0.519	நிறுத்துதல்
halve	0.316	0.347	0.302	பாதியாக
halving	0.292	0.474	0.366	அரைகுறை
ham	0.673	0.245	0.404	ஹாம்
hamburger	0.809	0.551	0.387	ஹாம்பர்கர்
hamlet	0.573	0.270	0.397	குக்கிராமம்
hammer	0.312	0.509	0.563	சுத்தி
hammerhead	0.337	0.490	0.569	சுத்தியல் தலை
hammering	0.347	0.779	0.557	சுத்தியல்
hammock	0.673	0.255	0.287	காம்பால்
hamper	0.204	0.711	0.473	தடை
hamster	0.520	0.394	0.349	வெள்ளெலி
hamstring	0.406	0.471	0.443	தொடை எலும்பு
hand	0.542	0.314	0.434	கை
handbag	0.562	0.240	0.336	கைப்பை
handball	0.561	0.493	0.440	கைப்பந்து
handbook	0.600	0.224	0.567	கையேடு
handcuff	0.310	0.590	0.593	கைவிலங்கு
handful	0.521	0.481	0.400	கைநிறைய
handgun	0.156	0.914	0.782	கைத்துப்பாக்கி
handheld	0.646	0.350	0.586	கையடக்க
handicap	0.133	0.394	0.264	ஊனம்
handicapped	0.204	0.467	0.180	ஊனமுற்றவர்
handicraft	0.724	0.333	0.565	கைவினை
handiwork	0.753	0.430	0.410	கைவேலை
handkerchief	0.510	0.192	0.219	கைக்குட்டை
handle	0.698	0.571	0.558	கைப்பிடி
handler	0.439	0.593	0.861	கையாளுபவர்
handmade	0.776	0.383	0.475	கையால் செய்யப்பட்ட
handout	0.560	0.330	0.545	கையேடு
handprint	0.635	0.289	0.463	கைரேகை
handshake	0.816	0.654	0.492	கைகுலுக்கல்
handsome	0.890	0.600	0.682	அழகான
handwriting	0.615	0.378	0.381	கையெழுத்து
handy	0.741	0.378	0.639	எளிது
handyman	0.660	0.373	0.393	கைவினைஞர்
hang	0.323	0.529	0.446	தொங்கும்
hangar	0.490	0.456	0.481	தொங்கல்
hanger	0.439	0.462	0.461	தொங்கும்
hanging	0.378	0.471	0.389	தொங்கும்
hangman	0.153	0.877	0.555	தூக்கிலிடுபவர்
hangout	0.573	0.500	0.462	ஹேங்கவுட்
hangover	0.188	0.565	0.267	தூக்கம்
hangry	0.219	0.794	0.279	பசி
hank	0.510	0.375	0.339	ஹாங்க்
hankering	0.604	0.540	0.558	ஏங்குதல்
hanky	0.460	0.276	0.250	வெறித்தனமான
hap	0.503	0.431	0.453	மகிழ்ச்சி
haphazard	0.469	0.530	0.324	இடையூறு
hapless	0.271	0.442	0.193	மகிழ்ச்சியற்ற
happen	0.677	0.670	0.551	நடக்கும்
happening	0.646	0.529	0.555	நடக்கிறது
happier	0.990	0.760	0.806	மகிழ்ச்சியான
happiest	0.990	0.716	0.746	மகிழ்ச்சியான
happily	1.000	0.690	0.674	மகிழ்ச்சியுடன்
happiness	0.960	0.732	0.850	மகிழ்ச்சி
happy	1.000	0.735	0.772	சந்தோஷமாக
happydance	0.857	0.760	0.582	மகிழ்ச்சி நடனம்
happyday	0.929	0.650	0.663	மகிழ்ச்சியான நாள்
happyheart	0.949	0.575	0.605	மகிழ்ச்சியான இதயம்
happyholidays	0.927	0.740	0.637	மகிழ்ச்சியான விடுமுறை நாட்கள்
happynewyear	0.969	0.815	0.559	புத்தாண்டு வாழ்த்துக்கள்
happyplace	0.938	0.589	0.645	மகிழ்ச்சியான இடம்
happytweet	0.847	0.588	0.437	மகிழ்ச்சி ட்வீட்
happyvalentinesday	0.929	0.784	0.509	இனிய காதலர் தினம்
harass	0.160	0.775	0.620	துன்புறுத்துகின்றன
harassing	0.120	0.873	0.446	துன்புறுத்தல்
harassment	0.083	0.896	0.420	தொல்லை
harbinger	0.490	0.389	0.692	முன்னோடி
harbor	0.594	0.356	0.634	துறைமுகம்
hard	0.302	0.708	0.616	கடினமான
hardball	0.542	0.667	0.452	கடின பந்து
hardcore	0.250	0.721	0.585	ஹார்ட்கோர்
harden	0.276	0.598	0.677	கடினப்படுத்து
hardened	0.406	0.618	0.764	கடினமாக்கப்பட்டது
hardening	0.388	0.673	0.741	கடினப்படுத்துதல்
hardheaded	0.156	0.699	0.571	கடினமான தலை
hardness	0.417	0.580	0.745	கடினத்தன்மை
hardship	0.094	0.775	0.482	கஷ்டம்
hardware	0.594	0.289	0.686	வன்பொருள்
hardwood	0.417	0.363	0.518	கடின மரம்
hardworking	0.719	0.583	0.792	கடின உழைப்பாளி
hardy	0.571	0.569	0.810	கடினமான
hare	0.620	0.410	0.345	முயல்
harebrained	0.296	0.551	0.436	முயல்
harem	0.521	0.578	0.582	கற்பகம்
hark	0.571	0.500	0.398	ஹார்க்
harlot	0.198	0.798	0.330	வேசி
harm	0.073	0.679	0.423	தீங்கு
harmful	0.094	0.750	0.291	தீங்கு விளைவிக்கும்
harmless	0.625	0.226	0.241	பாதிப்பில்லாத
harmonica	0.847	0.235	0.510	ஹார்மோனிகா
harmonics	0.865	0.400	0.575	ஹார்மோனிக்ஸ்
harmonious	0.938	0.391	0.719	இணக்கமான
harmoniously	0.969	0.265	0.647	இணக்கமாக
harmonize	0.939	0.461	0.609	ஒத்திசைவு
harmony	0.949	0.230	0.509	நல்லிணக்கம்
harness	0.570	0.549	0.508	சேணம்
harp	0.618	0.310	0.356	வீணை
harper	0.417	0.454	0.435	ஹார்ப்பர்
harpoon	0.490	0.700	0.557	ஹார்பூன்
harpsichord	0.541	0.490	0.438	ஹார்ப்சிகார்ட்
harrowing	0.209	0.810	0.474	வேதனையளிக்கிறது
harry	0.520	0.409	0.390	ஹாரி
harsh	0.250	0.650	0.623	கடுமையான
harshness	0.323	0.600	0.779	கடுமை
hart	0.643	0.389	0.447	ஹார்ட்
harvest	0.781	0.353	0.548	அறுவடை
hash	0.344	0.453	0.355	ஹாஷ்
hashish	0.370	0.570	0.358	ஹாஷிஷ்
hassle	0.177	0.740	0.489	தொந்தரவு
haste	0.378	0.745	0.500	அவசரம்
hasten	0.571	0.750	0.618	விரைந்து
hastily	0.271	0.609	0.609	அவசரமாக
hasty	0.188	0.885	0.424	அவசர
hat	0.604	0.183	0.353	தொப்பி
hatch	0.479	0.653	0.402	குஞ்சு பொரிக்கிறது
hatchet	0.333	0.608	0.500	குஞ்சு பொரி
hate	0.031	0.802	0.430	வெறுக்கிறேன்
hateeee	0.219	0.606	0.368	hateeee
hateeveryone	0.041	0.840	0.429	அனைவரையும் வெறுக்கிறேன்
hateful	0.071	0.819	0.430	வெறுக்கத்தக்கது
hater	0.052	0.702	0.422	வெறுப்பவர்
hateyou	0.125	0.735	0.464	உன்னை வெறுக்கிறேன்
hating	0.083	0.820	0.434	வெறுக்கிறேன்
hatred	0.037	0.847	0.424	வெறுப்பு
haughty	0.240	0.708	0.588	ஆணவம்
haul	0.551	0.564	0.453	இழுத்துச் செல்ல
haulage	0.561	0.510	0.650	கடத்தல்
haunt	0.288	0.676	0.576	வேட்டையாடு
haunted	0.264	0.731	0.520	பேய்
have	0.757	0.389	0.593	வேண்டும்
haven	0.684	0.265	0.547	புகலிடம்
havoc	0.163	0.769	0.535	அழிவை
haw	0.406	0.426	0.431	ஹாவ்
hawk	0.583	0.530	0.631	பருந்து
hawking	0.521	0.509	0.491	பருந்து
hay	0.469	0.212	0.343	வைக்கோல்
haye	0.615	0.451	0.336	ஹேய்
hayride	0.561	0.521	0.464	ஹேரைடு
haystack	0.552	0.292	0.331	வைக்கோல்
haywire	0.358	0.545	0.430	வைக்கோல் கம்பி
hazard	0.112	0.884	0.757	ஆபத்து
hazardous	0.061	0.750	0.670	அபாயகரமான
haze	0.427	0.327	0.217	மூடுபனி
hazmat	0.398	0.479	0.519	ஹஸ்மத்
hazy	0.450	0.433	0.230	மங்கலான
head	0.530	0.472	0.558	தலை
headache	0.168	0.755	0.273	தலைவலி
headaches	0.104	0.720	0.259	தலைவலி
headband	0.670	0.469	0.527	தலைக்கட்டு
headdress	0.594	0.408	0.443	தலைக்கவசம்
header	0.560	0.398	0.740	தலைப்பு
headgear	0.542	0.442	0.571	தலைக்கவசம்
heading	0.551	0.292	0.642	தலைப்பு
headland	0.574	0.551	0.430	தலைப்பகுதி
headless	0.136	0.582	0.235	தலையற்ற
headlight	0.592	0.343	0.393	ஹெட்லைட்
headline	0.630	0.241	0.685	தலைப்பு
headliner	0.500	0.490	0.625	தலையாட்டி
headlock	0.448	0.538	0.560	தலையணை
headlong	0.354	0.548	0.409	தலைகீழாக
headmaster	0.604	0.564	0.865	தலைமை ஆசிரியர்
headphones	0.600	0.357	0.336	ஹெட்ஃபோன்கள்
headquarter	0.615	0.269	0.525	தலைமையகம்
headquarters	0.615	0.271	0.525	தலைமையகம்
headset	0.602	0.340	0.302	ஹெட்செட்
headstone	0.240	0.378	0.349	தலைக்கல்
headstrong	0.310	0.714	0.500	தலைக்கனம்
headway	0.823	0.464	0.745	முன்னேறும்
heady	0.448	0.806	0.565	தலைக்கனம்
heal	0.765	0.245	0.556	குணமாகும்
healer	0.863	0.378	0.741	குணப்படுத்துபவர்
healing	0.750	0.452	0.585	குணப்படுத்துதல்
health	0.935	0.427	0.551	ஆரோக்கியம்
healthcare	0.780	0.392	0.630	சுகாதாரம்
healthful	0.930	0.315	0.769	ஆரோக்கியமான
healthy	0.938	0.319	0.818	ஆரோக்கியமான
heap	0.582	0.510	0.474	குவியல்
hear	0.760	0.429	0.444	கேள்
hearer	0.656	0.281	0.415	கேட்பவர்
hearing	0.669	0.490	0.595	கேட்டல்
hearsay	0.288	0.623	0.333	செவிவழி
hearse	0.177	0.490	0.324	சவக்குழி
heart	0.827	0.500	0.693	இதயம்
heart disease	0.250	0.750	0.386	இருதய நோய்
heartache	0.088	0.750	0.291	நெஞ்சுவலி
heartattack	0.156	0.839	0.455	மாரடைப்பு
heartbeat	0.750	0.698	0.585	இதயத்துடிப்பு
heartbreak	0.208	0.610	0.245	மனவேதனை
heartbreaker	0.265	0.685	0.580	இதயத்தை உடைப்பவர்
heartbreaking	0.146	0.811	0.423	இதயத்தை உடைக்கும்
heartbroken	0.082	0.551	0.235	இதயம் உடைந்தது
heartburn	0.143	0.613	0.398	நெஞ்செரிச்சல்
hearted	0.823	0.410	0.805	இதயமுள்ள
heartfelt	0.904	0.440	0.540	இதயப்பூர்வமான
hearth	0.760	0.275	0.536	அடுப்பு
heartily	0.927	0.531	0.664	மனதார
heartland	0.812	0.510	0.675	இதயப்பகுதி
heartless	0.071	0.652	0.400	இதயமற்ற
hearts	0.948	0.592	0.634	இதயங்கள்
heartsick	0.240	0.388	0.208	இதயநோய்
heartworm	0.333	0.550	0.430	இதயப்புழு
hearty	0.760	0.684	0.792	இதயம் நிறைந்த
heat	0.534	0.612	0.433	வெப்பம்
heated	0.479	0.497	0.542	சூடுபடுத்தப்பட்டது
heater	0.500	0.573	0.538	ஹீட்டர்
heath	0.802	0.387	0.546	ஹீத்
heathen	0.194	0.529	0.491	புறஜாதிகள்
heather	0.500	0.352	0.407	வேப்பமரம்
heating	0.647	0.491	0.537	வெப்பமூட்டும்
heave	0.716	0.588	0.664	சூடு
heaven	0.896	0.385	0.600	சொர்க்கம்
heavenly	0.844	0.452	0.712	பரலோக
heavens	0.806	0.273	0.683	வானங்கள்
heavily	0.542	0.679	0.814	பெரிதும்
heaviness	0.219	0.549	0.318	கனம்
heaving	0.201	0.843	0.491	தூக்குதல்
heavy	0.250	0.454	0.600	கனமான
heavy metal	0.417	0.755	0.621	கன உலோகம்
heavyweight	0.429	0.578	0.713	கனரக
heck	0.240	0.728	0.560	கர்மம்
hectares	0.570	0.250	0.471	ஹெக்டேர்
hectic	0.167	0.811	0.438	பரபரப்பான
hedge	0.604	0.602	0.569	ஹெட்ஜ்
hedgehog	0.458	0.491	0.377	முள்ளம்பன்றி
hedonism	0.510	0.500	0.608	ஹெடோனிசம்
hee	0.430	0.433	0.312	ஹி
heed	0.750	0.490	0.569	கவனியுங்கள்
heel	0.480	0.350	0.385	குதிகால்
heels	0.500	0.439	0.396	குதிகால்
heft	0.503	0.340	0.530	உயரம்
hefty	0.550	0.654	0.745	கனமான
hegemonic	0.462	0.519	0.558	மேலாதிக்கம்
heheh	0.625	0.510	0.278	ஹிஹி
heifer	0.439	0.443	0.321	பசு மாடு
height	0.677	0.608	0.648	உயரம்
heighten	0.755	0.622	0.765	உயர்த்த
heightened	0.592	0.529	0.788	உயர்த்தப்பட்டது
heinous	0.133	0.792	0.471	கொடூரமான
heir	0.840	0.654	0.764	வாரிசு
heiress	0.827	0.571	0.676	வாரிசு
heirloom	0.684	0.375	0.745	பரம்பரை
heirs	0.796	0.519	0.698	வாரிசுகள்
heist	0.184	0.850	0.645	திருட்டு
helical	0.379	0.429	0.468	ஹெலிகல்
helicopter	0.714	0.806	0.617	ஹெலிகாப்டர்
helipad	0.780	0.637	0.573	ஹெலிபேட்
heliport	0.594	0.604	0.527	ஹெலிபோர்ட்
helium	0.490	0.316	0.304	கதிர்வளி
helix	0.521	0.462	0.509	ஹெலிக்ஸ்
hell	0.020	0.918	0.565	நரகம்
hellfire	0.143	0.890	0.618	நரக நெருப்பு
hellhole	0.200	0.615	0.421	நரகம்
hellish	0.125	0.860	0.545	நரகமானது
helm	0.511	0.450	0.615	தலைமை
helmet	0.573	0.327	0.402	தலைக்கவசம்
helmsman	0.490	0.441	0.647	ஹெல்ம்ஸ்மேன்
help	0.673	0.471	0.460	உதவி
helper	0.704	0.438	0.567	உதவியாளர்
helpful	0.816	0.337	0.705	உதவிகரமாக
helpless	0.104	0.420	0.214	ஆதரவற்ற
helplessness	0.087	0.480	0.250	உதவியற்ற தன்மை
hem	0.562	0.283	0.291	விளிம்பு
hematite	0.448	0.389	0.342	ஹெமாடைட்
hematoma	0.146	0.600	0.398	ஹீமாடோமா
hemi	0.510	0.363	0.342	அரை
hemisphere	0.531	0.367	0.598	அரைக்கோளம்
hemispheric	0.562	0.449	0.603	அரைக்கோளம்
hemlock	0.438	0.350	0.434	ஹெம்லாக்
hemoglobin	0.469	0.481	0.418	ஹீமோகுளோபின்
hemorrhage	0.031	0.849	0.426	இரத்தப்போக்கு
hemorrhoids	0.133	0.702	0.304	மூல நோய்
hemostat	0.388	0.442	0.464	ஹீமோஸ்டாட்
hemp	0.469	0.439	0.422	சணல்
hen	0.385	0.276	0.241	கோழி
henceforth	0.527	0.404	0.466	இனிமேல்
henhouse	0.500	0.577	0.414	கோழிக்கூடு
hepatitis	0.055	0.596	0.358	ஹெபடைடிஸ்
herald	0.643	0.382	0.500	அறிவிப்பாளர்
heraldry	0.550	0.520	0.607	ஹெரால்ட்ரி
herb	0.643	0.418	0.353	மூலிகை
herbaceous	0.560	0.220	0.310	மூலிகை
herbal	0.592	0.255	0.390	மூலிகை
herbarium	0.602	0.188	0.327	மூலிகை செடி
herbs	0.620	0.299	0.308	மூலிகைகள்
herd	0.592	0.500	0.474	கூட்டம்
hereditary	0.531	0.600	0.737	பரம்பரை
heredity	0.704	0.445	0.818	பரம்பரை
heresy	0.265	0.765	0.443	மதங்களுக்கு எதிரான கொள்கை
heretic	0.090	0.710	0.447	மதவெறி
heretical	0.229	0.630	0.487	மதவெறி
heretofore	0.479	0.388	0.385	இதுவரை
hereunto	0.500	0.225	0.333	இங்கே
herewith	0.450	0.360	0.415	இத்துடன்
heritage	0.842	0.512	0.815	பாரம்பரியம்
hermaphrodite	0.480	0.684	0.481	ஹெர்மாஃப்ரோடைட்
hermeneutics	0.406	0.577	0.562	விளக்கவியல்
hermit	0.271	0.337	0.351	துறவி
hernia	0.146	0.486	0.223	குடலிறக்கம்
hero	0.940	0.806	0.881	ஹீரோ
heroic	0.890	0.770	0.912	வீரமிக்க
heroics	0.865	0.673	0.894	வீரம்
heroin	0.276	0.843	0.655	ஹெராயின்
heroine	0.729	0.755	0.833	கதாநாயகி
heroism	0.844	0.802	0.898	வீரம்
herpes	0.110	0.600	0.309	ஹெர்பெஸ்
herpesvirus	0.219	0.558	0.435	ஹெர்பெஸ் வைரஸ்
herring	0.531	0.387	0.422	ஹெர்ரிங்
hertz	0.396	0.417	0.506	ஹெர்ட்ஸ்
hesitant	0.333	0.542	0.321	தயக்கம்
hesitate	0.459	0.548	0.232	தயங்க
hesitating	0.265	0.528	0.240	தயங்குகிறது
hesitation	0.286	0.396	0.217	தயக்கம்
hetero	0.589	0.405	0.435	பரம்பரை
heterogeneity	0.439	0.450	0.556	பலவகையான
hew	0.417	0.470	0.377	வெட்டுதல்
hex	0.410	0.510	0.363	ஹெக்ஸ்
hexagon	0.542	0.226	0.425	அறுகோணம்
heyday	0.646	0.680	0.673	உச்சம்
hiatus	0.479	0.294	0.352	இடைவெளி
hibernate	0.500	0.317	0.431	உறக்கநிலை
hibernation	0.469	0.245	0.384	உறக்கநிலை
hiccup	0.271	0.549	0.240	விக்கல்
hick	0.357	0.442	0.314	ஹிக்
hickey	0.448	0.529	0.345	ஹிக்கி
hickory	0.520	0.490	0.415	ஹிக்கரி
hidden	0.208	0.430	0.327	மறைக்கப்பட்டுள்ளது
hide	0.438	0.510	0.218	மறைக்க
hideaway	0.448	0.481	0.360	மறைவிடம்
hideous	0.091	0.750	0.328	அருவருப்பான
hideout	0.337	0.443	0.302	மறைவிடம்
hiding	0.250	0.567	0.364	மறைத்து
hierarchical	0.521	0.620	0.939	படிநிலை
hierarchy	0.583	0.722	0.902	படிநிலை
hieroglyphics	0.479	0.325	0.509	ஹைரோகிளிஃபிக்ஸ்
high	0.684	0.510	0.614	உயர்
high heels	0.646	0.528	0.429	பெண்கள் அணியும் ஒரு வகை செருப்பு
highball	0.656	0.520	0.481	உயர் பந்து
higher	0.866	0.528	0.713	அதிக
highest	0.771	0.640	0.710	மிக உயர்ந்தது
highland	0.615	0.481	0.611	மலைப்பகுதி
highlands	0.735	0.431	0.596	மலைப்பகுதிகள்
highlight	0.844	0.637	0.882	முன்னிலைப்படுத்த
highness	0.740	0.670	0.931	உயர்நிலை
hight	0.667	0.637	0.645	உயரமான
hightail	0.448	0.480	0.481	உயரமான வால்
highway	0.640	0.583	0.425	நெடுஞ்சாலை
hijack	0.042	0.908	0.594	கடத்தல்
hijacker	0.104	0.953	0.683	கடத்தல்காரன்
hike	0.615	0.442	0.538	உயர்வு
hiker	0.694	0.802	0.644	மலையேறுபவர்
hiking	0.820	0.843	0.670	நடைபயணம்
hiking boot	0.657	0.353	0.446	நடைபயணம் துவக்க
