English Word	Valence	Arousal	Dominance	Shona Word
magnet	0.571	0.318	0.553	magineti
magnetic	0.612	0.529	0.673	magnetic
magnetism	0.630	0.529	0.741	magnetism
magnetite	0.531	0.490	0.581	magnetite
magnification	0.890	0.615	0.880	magnification
magnificence	0.802	0.810	0.920	magnificence
magnificent	1.000	0.680	0.886	magnificent
magnifier	0.469	0.216	0.345	magnifier
magnify	0.729	0.561	0.839	magnify
magnifying	0.594	0.265	0.406	magnifying
magnitude	0.608	0.613	0.774	magnitude
magnolia	0.558	0.343	0.379	magnolia
magpie	0.500	0.458	0.327	magpie
mahi mahi	0.510	0.410	0.398	mahi mahi
mahjong	0.556	0.418	0.440	mahjong
mahogany	0.602	0.225	0.393	mahogany
maid	0.406	0.324	0.300	musikana webasa
maiden	0.755	0.396	0.461	musikana
mail	0.615	0.231	0.548	tsamba
mailbox	0.573	0.222	0.404	mailbox
mailing	0.688	0.324	0.375	kutumira tsamba
mailman	0.659	0.418	0.462	mailman
maim	0.133	0.724	0.496	chirema
main	0.667	0.510	0.811	chikuru
mainframe	0.531	0.490	0.557	mainframe
mainland	0.680	0.407	0.806	mainland
mainstay	0.694	0.400	0.713	mainstay
mainstream	0.653	0.527	0.660	mainstream
maintain	0.684	0.398	0.647	kuchengetedza
maintenance	0.592	0.410	0.545	kuchengetedza
majestic	0.948	0.731	0.906	majestic
majesty	0.823	0.602	0.955	ukuru
major	0.684	0.538	0.874	chikuru
majority	0.684	0.560	0.930	vazhinji
make	0.684	0.420	0.480	make
makeover	0.771	0.510	0.596	makeover
maker	0.698	0.544	0.706	maker
makeshift	0.479	0.611	0.389	makeshift
makesmehappy	0.894	0.663	0.712	inoita kuti ndifare
makesmemad	0.296	0.643	0.500	makemamad
makeup	0.740	0.333	0.331	gadzirisa
makingdisciples	0.684	0.402	0.664	kuita vadzidzi
malady	0.190	0.686	0.304	chirwere
malaise	0.150	0.600	0.161	malaise
malaria	0.125	0.653	0.304	marariya
malarkey	0.396	0.500	0.465	malarkey
malevolent	0.094	0.854	0.613	malevolent
malfeasance	0.062	0.745	0.325	malfeasance
malformation	0.083	0.602	0.357	malformation
malfunction	0.125	0.577	0.229	kusashanda zvakanaka
malice	0.073	0.811	0.492	uipi
malicious	0.177	0.765	0.607	zvakashata
malign	0.140	0.765	0.481	zvakaipa
malignancy	0.149	0.814	0.614	kuipa
malignant	0.143	0.824	0.370	zvakaipa
maligned	0.102	0.684	0.218	zvakaipa
mall	0.724	0.663	0.492	mall
malleable	0.500	0.500	0.391	inogoneka
mallet	0.354	0.390	0.483	mallet
malnutrition	0.024	0.592	0.277	kushaya zvokudya zvinovaka muviri
malpractice	0.094	0.559	0.330	kukanganisa
malt	0.750	0.373	0.324	chimera
mama	0.860	0.413	0.728	mhamha
mambo	0.808	0.622	0.445	mambo
mamma	0.600	0.358	0.449	mhamha
mammal	0.618	0.449	0.421	mammal
mammoth	0.480	0.471	0.537	mammoth
mammy	0.680	0.415	0.436	mhamha
manage	0.560	0.530	0.719	maneja
manageable	0.750	0.361	0.655	inogoneka
management	0.792	0.491	0.806	management
manager	0.625	0.549	0.897	maneja
managerial	0.604	0.520	0.791	maneja
mandamus	0.439	0.577	0.556	mandamus
mandarin	0.625	0.398	0.491	mandarin
mandate	0.448	0.670	0.779	mandate
mandatory	0.271	0.667	0.777	mandatory
mandible	0.510	0.431	0.500	mandible
mandolin	0.708	0.433	0.367	mandolin
mandrel	0.310	0.490	0.481	mandrel
mane	0.521	0.277	0.373	mane
maneuver	0.615	0.663	0.608	maneuver
maneuvering	0.635	0.640	0.745	maneuvering
mange	0.311	0.558	0.348	mange
manger	0.656	0.276	0.398	manger
mangle	0.292	0.449	0.355	mangle
mango	0.765	0.327	0.290	mango
mangosteen	0.562	0.500	0.414	mangosteen
mangy	0.214	0.698	0.270	mangy
manhole	0.378	0.500	0.516	manhole
manhood	0.625	0.735	0.858	urume
manhunt	0.145	0.925	0.657	manhunt
mania	0.290	0.683	0.382	mania
maniac	0.120	0.849	0.431	maniac
maniacal	0.200	0.848	0.500	maniacal
manic	0.054	0.892	0.368	manic
manicure	0.706	0.308	0.284	manicure
manicurist	0.583	0.352	0.341	manicurist
manifest	0.667	0.647	0.704	manifest
manifestation	0.583	0.750	0.655	kuratidzwa
manifested	0.580	0.618	0.667	kuratidzwa
manifestly	0.469	0.588	0.577	pachena
manifesto	0.646	0.519	0.676	manifesto
manifold	0.500	0.461	0.435	manifold
manipulate	0.255	0.700	0.772	manipulate
manipulation	0.188	0.775	0.536	manipulation
manipulative	0.177	0.724	0.546	manipulative
mankind	0.823	0.471	0.768	vanhu
manly	0.698	0.633	0.846	murume
manna	0.698	0.294	0.544	mana
manned	0.551	0.588	0.484	manned
mannequin	0.427	0.302	0.295	mannequin
manner	0.618	0.250	0.320	maitiro
mannered	0.469	0.556	0.291	tsika
manners	0.816	0.284	0.517	tsika
manor	0.646	0.358	0.738	manor
manpower	0.531	0.620	0.543	manpower
mansion	0.847	0.490	0.717	mansion
mansions	0.735	0.529	0.777	mansions
manslaughter	0.090	0.920	0.473	kuuraya
mantel	0.500	0.265	0.471	mantel
mantis	0.480	0.355	0.421	mantis
mantle	0.510	0.269	0.422	mantle
mantra	0.396	0.249	0.357	mantra
manual	0.635	0.245	0.449	manual
manufacture	0.868	0.703	0.780	kugadzira
manufacturer	0.688	0.537	0.830	mugadziri
manufacturing	0.653	0.613	0.804	kugadzira
manure	0.250	0.471	0.241	manyowa
manuscript	0.510	0.208	0.540	manyoro
map	0.561	0.229	0.463	map
maple	0.541	0.390	0.339	maple
mar	0.622	0.544	0.545	mar
marathon	0.646	0.778	0.740	marathon
marble	0.604	0.212	0.667	marble
marbled	0.396	0.385	0.418	marbled
marbles	0.714	0.345	0.241	mabhura
march	0.531	0.200	0.483	Kurume
mare	0.541	0.320	0.417	mare
margarine	0.530	0.316	0.333	margarine
margarita	0.750	0.438	0.420	margarita
margin	0.500	0.219	0.331	margin
marginal	0.235	0.644	0.345	marginal
mariachi	0.710	0.559	0.609	mariachi
marijuana	0.312	0.779	0.558	mbanje
marinara	0.657	0.388	0.435	marinara
marine	0.633	0.471	0.679	Marine
mariner	0.652	0.491	0.676	mariner
marital	0.760	0.529	0.500	muchato
maritime	0.646	0.490	0.713	maritime
mark	0.491	0.231	0.600	mark
marked	0.592	0.358	0.554	marked
marker	0.500	0.333	0.605	marker
market	0.724	0.480	0.521	market
marketable	0.746	0.545	0.664	marketable
marketing	0.521	0.774	0.675	marketing
marketplace	0.698	0.420	0.525	marketplace
marks	0.430	0.480	0.424	marks
marksman	0.500	0.833	0.692	markman
marksmanship	0.573	0.531	0.664	markmanship
marl	0.372	0.471	0.351	marl
marmalade	0.729	0.370	0.288	marmalade
maroon	0.469	0.358	0.336	maroon
marooned	0.229	0.480	0.160	marooned
marquee	0.602	0.284	0.508	marquee
marquis	0.521	0.444	0.562	marquis
marred	0.181	0.561	0.233	marred
marriage	0.844	0.684	0.750	muchato
married	0.674	0.570	0.602	akaroora
marrow	0.398	0.422	0.472	mwongo
marry	0.896	0.765	0.673	kuroora
marsh	0.302	0.358	0.277	marsh
marshal	0.469	0.610	0.819	marshal
marshmallow	0.740	0.441	0.391	marshmallow
mart	0.531	0.402	0.418	mart
martial	0.480	0.710	0.737	zvehondo
martingale	0.469	0.510	0.455	martingale
martini	0.828	0.500	0.519	Martini
martyr	0.281	0.708	0.509	fira kutenda
martyrdom	0.323	0.745	0.442	kufira kutenda
marvel	0.961	0.755	0.866	shamisa
marvellous	0.878	0.809	0.849	zvinoshamisa
marvelous	0.948	0.637	0.778	zvinoshamisa
marvelously	0.968	0.708	0.764	zvinoshamisa
marzipan	0.684	0.380	0.258	marzipan
mascara	0.575	0.450	0.269	mascara
mascot	0.750	0.337	0.337	mascot
masculine	0.653	0.540	0.773	murume
masculinity	0.583	0.670	0.851	hurume
mash	0.440	0.363	0.283	mash
mashed	0.531	0.337	0.194	mashed
mask	0.510	0.490	0.537	mask
masked	0.375	0.549	0.518	masked
masks	0.510	0.472	0.241	masks
masochism	0.194	0.845	0.483	masochism
masochist	0.164	0.784	0.353	masochist
mason	0.541	0.442	0.580	mason
masquerade	0.431	0.633	0.446	masquerade
mass	0.458	0.245	0.277	mass
massacre	0.031	0.887	0.640	kuuraya
massage	0.708	0.356	0.413	masaja
masses	0.552	0.453	0.473	mass
masseur	0.622	0.265	0.463	masseur
masseuse	0.594	0.373	0.391	masseuse
massive	0.569	0.660	0.750	massive
mast	0.542	0.390	0.580	mast
master	0.694	0.490	0.849	master
masterful	0.854	0.510	0.960	shasha
mastermind	0.792	0.625	0.918	mastermind
masterpiece	0.926	0.623	0.847	unyanzvi
mastery	0.755	0.648	0.873	mastery
masturbate	0.552	0.926	0.500	bonyora
masturbation	0.542	0.961	0.509	bonyora
mat	0.459	0.221	0.304	mat
matador	0.224	0.880	0.667	matador
match	0.599	0.573	0.500	match
matchbook	0.562	0.391	0.412	matchbook
matching	0.719	0.735	0.418	matching
matchmaker	0.615	0.509	0.519	matchmaker
mate	0.847	0.417	0.669	mate
material	0.521	0.363	0.439	zvinhu
materialism	0.220	0.390	0.556	kudisa zvenyika
materialist	0.255	0.491	0.504	vanoda zvinhu
materialistic	0.420	0.506	0.589	kuda zvinhu
materiality	0.417	0.450	0.636	zvinhu
materialize	0.688	0.596	0.728	materialize
materially	0.490	0.451	0.670	pfuma
materials	0.633	0.361	0.473	zvinhu
materiel	0.531	0.294	0.417	materiel
maternal	0.847	0.417	0.634	maternal
maternity	0.865	0.480	0.622	maternity
math	0.417	0.375	0.600	math
mathematical	0.620	0.500	0.548	masvomhu
mathematician	0.541	0.418	0.773	nyanzvi yemasvomhu
mathematics	0.438	0.435	0.664	masvomhu
matinee	0.694	0.578	0.447	matinee
mating	0.755	0.840	0.759	kusvirana
matriculation	0.622	0.490	0.675	matriculation
matrimony	0.850	0.637	0.843	matrimony
matrix	0.551	0.378	0.673	matrix
matron	0.520	0.519	0.555	matron
matted	0.281	0.519	0.393	matted
matter	0.487	0.353	0.562	nyaya
matting	0.479	0.405	0.423	matting
mattress	0.612	0.255	0.397	metiresi
maturation	0.612	0.439	0.698	maturation
mature	0.625	0.347	0.600	mature
maturity	0.827	0.400	0.806	maturity
maudlin	0.337	0.417	0.368	maudlin
mausoleum	0.344	0.281	0.594	mausoleum
mauve	0.533	0.330	0.314	mauve
maverick	0.354	0.676	0.409	maverick
maxim	0.875	0.562	0.887	maxim
maximize	0.823	0.765	0.792	maximize
maximum	0.724	0.724	0.852	maximum
may	0.704	0.273	0.245	Chivabvu
mayday	0.344	0.643	0.423	mayday
mayflower	0.690	0.463	0.429	mayflower
mayhem	0.188	0.870	0.364	mhirizhonga
mayonnaise	0.510	0.320	0.222	mayonnaise
mayor	0.469	0.481	0.818	meya
maze	0.438	0.608	0.444	maze
mead	0.667	0.337	0.441	mead
meadow	0.622	0.130	0.382	meadow
meager	0.144	0.389	0.281	shoma
meal	0.833	0.461	0.473	kudya
mean	0.440	0.467	0.620	kureva
meander	0.480	0.443	0.454	meander
meandering	0.427	0.644	0.539	kutenderera
meanie	0.388	0.420	0.404	meanie
meaning	0.663	0.395	0.625	zvinoreva
meaningful	0.770	0.500	0.802	zvine musoro
meaningless	0.156	0.314	0.143	zvisina maturo
meanness	0.102	0.694	0.368	huipi
means	0.615	0.373	0.460	zvinoreva
meantime	0.432	0.222	0.300	panguva ino
measles	0.092	0.635	0.422	gwirikwiti
measurable	0.604	0.410	0.602	zvinoyerwa
measure	0.510	0.375	0.365	chiyero
measured	0.542	0.265	0.578	kuyerwa
measurement	0.622	0.418	0.491	kuyerwa
measuring	0.448	0.337	0.529	kuyera
measuring cup	0.557	0.343	0.377	mukombe wekuyeresa
measuring tape	0.337	0.280	0.327	tepi yekuyeresa
meat	0.612	0.421	0.413	nyama
meatball	0.612	0.279	0.343	bhora renyama
meathead	0.306	0.534	0.490	meathead
meatloaf	0.625	0.389	0.375	nyamaloaf
mechanic	0.571	0.433	0.566	makanika
mechanical	0.479	0.569	0.564	mechanical
mechanics	0.542	0.500	0.761	makanika
mechanism	0.573	0.583	0.664	michina
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	menduru
medallion	0.750	0.510	0.710	medallion
medallist	0.796	0.821	0.897	menduru
meddle	0.302	0.770	0.526	pindira
meddling	0.245	0.600	0.461	kupindira
media	0.500	0.330	0.464	media
medial	0.458	0.340	0.429	medial
median	0.459	0.216	0.375	zvepakati
mediate	0.635	0.308	0.654	mediate
mediation	0.661	0.350	0.657	kupindirana
mediator	0.592	0.438	0.580	murevereri
medic	0.500	0.472	0.585	mushonga
medical	0.583	0.373	0.616	zvokurapa
medicate	0.417	0.375	0.546	medicate
medication	0.615	0.439	0.500	mushonga
medicinal	0.667	0.417	0.614	mushonga
medicine	0.708	0.318	0.679	mushonga
medieval	0.560	0.408	0.455	medieval
mediocre	0.188	0.481	0.149	mediocre
mediocrity	0.073	0.398	0.225	mediocrity
meditate	0.812	0.146	0.564	fungisisa
meditating	0.718	0.185	0.399	kufungisisa
meditation	0.786	0.120	0.478	kufungisisa
meditative	0.614	0.120	0.454	kufungisisa
mediterranean	0.663	0.454	0.545	mediterranean
medium	0.559	0.356	0.358	pakati
medley	0.487	0.352	0.400	medley
meek	0.531	0.150	0.198	munyoro
meet	0.760	0.510	0.580	kusangana
meeting	0.750	0.569	0.613	musangano
mega	0.724	0.538	0.723	mega
meh	0.380	0.286	0.365	meh
melancholic	0.181	0.306	0.277	melancholic
melancholy	0.188	0.260	0.237	melancholy
melee	0.541	0.704	0.611	melee
mellow	0.633	0.069	0.265	mellow
melodious	0.932	0.530	0.587	melodious
melodrama	0.378	0.830	0.446	melodrama
melodramatic	0.235	0.692	0.368	melodramatic
melody	0.847	0.434	0.405	rwiyo
melon	0.461	0.231	0.271	melon
melt	0.448	0.615	0.312	melt
meltdown	0.629	0.657	0.602	meltdown
melting	0.592	0.470	0.538	kunyunguduka
member	0.698	0.333	0.555	nhengo
membership	0.698	0.411	0.778	nhengo
membrane	0.406	0.430	0.418	membrane
memento	0.708	0.360	0.536	memento
memo	0.625	0.235	0.407	memo
memoir	0.750	0.242	0.553	memoir
memorabilia	0.780	0.412	0.491	memorabilia
memorable	0.939	0.510	0.769	zvisingakanganwiki
memorandum	0.600	0.500	0.639	memorandamu
memorial	0.602	0.304	0.600	ndangariro
memorials	0.771	0.333	0.679	zviyeuchidzo
memories	0.963	0.487	0.510	ndangariro
memoriesiwontforget	0.635	0.542	0.455	ndangariroiwontforget
memorize	0.520	0.451	0.716	nomusoro
memory	0.792	0.378	0.573	ndangariro
menace	0.125	0.894	0.759	njodzi
menacing	0.042	0.880	0.643	menacing
menagerie	0.573	0.480	0.538	menagerie
mend	0.542	0.436	0.602	gadzirisa
mending	0.500	0.633	0.657	kugadzirisa
menial	0.490	0.420	0.352	akaderera
meningitis	0.104	0.612	0.407	meningitis
meniscus	0.323	0.330	0.453	meniscus
menopause	0.204	0.460	0.306	kuenda kumwedzi
menses	0.163	0.686	0.331	menses
menstrual	0.408	0.519	0.435	kuenda kumwedzi
mental	0.490	0.490	0.585	pfungwa
mentalhealth	0.562	0.541	0.670	Hutano hwepfungwa
mentality	0.711	0.415	0.726	mentality
menthol	0.490	0.292	0.433	menthol
mention	0.562	0.365	0.562	taura
mentor	0.719	0.455	0.777	mentor
menu	0.633	0.333	0.385	menyu
meow	0.510	0.510	0.412	meow
mercantile	0.480	0.490	0.713	mercantile
mercenary	0.245	0.837	0.673	mercenary
merchandise	0.594	0.460	0.621	merchandise
merchant	0.675	0.500	0.620	mutengesi
merciful	0.854	0.346	0.500	vane tsitsi
merciless	0.062	0.880	0.634	vasina tsitsi
mercurial	0.490	0.546	0.518	mercurial
mercury	0.337	0.312	0.475	mercury
mercy	0.719	0.229	0.500	ngoni
mere	0.396	0.221	0.176	mere
merengue	0.688	0.519	0.442	merengue
merge	0.760	0.480	0.733	batanidza
merger	0.592	0.490	0.642	kubatanidza
meridian	0.510	0.324	0.558	meridian
meridional	0.365	0.290	0.600	meridional
meringue	0.625	0.580	0.411	meringue
merit	0.854	0.500	0.722	merit
meritorious	0.781	0.618	0.855	meritorious
mermaid	0.765	0.623	0.452	mermaid
merriment	0.948	0.721	0.632	mufaro
merry	0.979	0.731	0.764	kufara
merrychristmas	0.888	0.510	0.536	kisimusi yakanaka
mesa	0.604	0.191	0.319	mesa
mescaline	0.490	0.580	0.415	mescaline
mesh	0.429	0.235	0.371	mesh
meshes	0.440	0.363	0.362	meshes
mesmerized	0.520	0.552	0.421	mesmerized
mess	0.143	0.843	0.273	mess
message	0.650	0.391	0.415	message
messedup	0.333	0.615	0.358	kukanganisa
messenger	0.694	0.434	0.500	messenger
messiah	0.781	0.634	0.800	mesiya
messy	0.260	0.635	0.140	messy
metabolic	0.408	0.531	0.559	metabolic
metabolism	0.698	0.509	0.555	metabolism
metal	0.551	0.429	0.547	simbi
metallic	0.615	0.330	0.607	metallic
metallurgy	0.396	0.509	0.587	metallurgy
metamorphosis	0.541	0.571	0.613	metamorphosis
metaphor	0.562	0.280	0.470	dimikira
metaphorical	0.500	0.412	0.480	dimikira
metaphysical	0.630	0.573	0.686	metaphysical
metaphysics	0.561	0.396	0.588	metaphysics
metastasis	0.177	0.646	0.452	metastasis
meteor	0.398	0.714	0.737	meteor
meteoric	0.590	0.802	0.684	meteoric
meteorite	0.385	0.794	0.750	meteorite
meteorological	0.635	0.557	0.556	meteorological
meteorology	0.630	0.418	0.689	meteorology
meter	0.438	0.300	0.463	mita
meth	0.354	0.564	0.340	meth
methadone	0.240	0.540	0.453	methadone
methane	0.290	0.460	0.569	methane
methanol	0.292	0.500	0.570	methanol
method	0.640	0.275	0.698	nzira
methodical	0.663	0.360	0.745	methodical
methodology	0.664	0.327	0.745	methodology
meticulous	0.555	0.480	0.555	nekuchenjera
metime	0.531	0.398	0.417	nguva
metric	0.519	0.248	0.573	metric
metrical	0.521	0.375	0.482	metrical
metrology	0.531	0.432	0.439	metrology
metropolis	0.656	0.625	0.779	metropolis
metropolitan	0.387	0.408	0.723	metropolitan
mettle	0.667	0.529	0.750	mettle
mew	0.418	0.481	0.380	mwo
mezzanine	0.479	0.427	0.404	mezzanine
mica	0.531	0.250	0.314	mica
mick	0.449	0.451	0.382	mick
micro	0.500	0.270	0.250	micro
microbe	0.255	0.450	0.340	microbe
microbiology	0.571	0.378	0.560	microbiology
microchip	0.551	0.358	0.432	microchip
microcosm	0.500	0.500	0.520	microcosm
microfilm	0.469	0.352	0.412	microfilm
microgram	0.448	0.286	0.355	microgram
micrometer	0.573	0.358	0.394	micrometer
micron	0.375	0.291	0.315	micron
microphone	0.551	0.431	0.462	maikorofoni
microscope	0.531	0.330	0.464	maikorosikopu
microscopic	0.360	0.327	0.433	microscopic
microscopically	0.623	0.370	0.412	microscopically
microscopy	0.500	0.339	0.455	maikorosikopu
microwave	0.542	0.497	0.443	microwave
mid	0.500	0.315	0.356	pakati
midair	0.633	0.413	0.455	midair
midday	0.658	0.250	0.403	masikati
middle	0.458	0.157	0.300	pakati
middleman	0.500	0.404	0.452	middleman
middleweight	0.510	0.302	0.428	middleweight
midget	0.396	0.295	0.254	midget
midland	0.521	0.402	0.456	midland
midlife	0.594	0.244	0.473	midlife
midline	0.332	0.224	0.330	midline
midnight	0.562	0.470	0.545	pakati peusiku
midshipman	0.469	0.615	0.785	midshipman
midst	0.324	0.275	0.296	pakati
midsummer	0.781	0.480	0.492	pakati pezhizha
midterm	0.427	0.337	0.425	midterm
midtown	0.479	0.442	0.538	midtown
midway	0.459	0.316	0.304	midway
midwife	0.531	0.570	0.453	nyamukuta
midwifery	0.510	0.570	0.459	nyamukuta
mien	0.500	0.352	0.447	mien
miffed	0.204	0.726	0.429	miffed
mighty	0.855	0.837	0.936	simba
mignon	0.551	0.440	0.423	mignon
migraine	0.135	0.783	0.318	migraine
migrate	0.415	0.580	0.454	migrate
migration	0.492	0.731	0.566	kutama
migratory	0.448	0.521	0.491	migratory
mike	0.542	0.365	0.423	mike
mil	0.534	0.388	0.347	mil
mild	0.635	0.198	0.216	munyoro
mildew	0.344	0.250	0.241	chakuvhe
mildness	0.827	0.226	0.311	unyoro
mile	0.521	0.417	0.456	maira
mileage	0.510	0.458	0.562	mileage
milestone	0.719	0.373	0.558	chiitiko chikuru
militant	0.418	0.667	0.750	militant
militants	0.260	0.673	0.652	varwi
military	0.396	0.710	0.875	zvechiuto
militia	0.396	0.729	0.769	militia
milk	0.817	0.270	0.327	mukaka
milkman	0.750	0.380	0.304	milkman
milkshake	0.796	0.521	0.330	milkshake
milky	0.517	0.283	0.311	mukaka
mill	0.531	0.382	0.347	chigayo
millennium	0.573	0.398	0.760	mireniyamu
milligram	0.429	0.217	0.302	milligram
millimeter	0.427	0.177	0.360	millimeter
million	0.776	0.647	0.812	mamiriyoni
millionaire	0.917	0.755	0.850	miriyoni
millionth	0.635	0.528	0.611	miriyoni
millstone	0.510	0.433	0.492	guyo
mime	0.455	0.235	0.302	mime
mimic	0.557	0.587	0.391	inic
mimicking	0.316	0.433	0.364	kutevedzera
mimicry	0.420	0.337	0.472	kutevedzera
mince	0.417	0.529	0.378	mince
mincemeat	0.396	0.435	0.358	mincemeat
mind	0.650	0.388	0.627	pfungwa
minded	0.656	0.394	0.627	minded
mindful	0.765	0.450	0.725	mindful
mindfulness	0.729	0.635	0.745	mindfulness
mindless	0.184	0.333	0.153	vasina pfungwa
mine	0.688	0.418	0.578	yangu
minefield	0.188	0.839	0.684	minefield
miner	0.408	0.594	0.644	mugodhi
mineral	0.519	0.287	0.605	mineral
mineralogy	0.551	0.408	0.545	mineralogy
mingle	0.561	0.480	0.434	mixle
mingled	0.521	0.392	0.357	mixed
mini	0.421	0.324	0.221	mini
miniature	0.429	0.292	0.204	miniature
minibus	0.439	0.390	0.428	minibus
minim	0.518	0.208	0.138	minim
minimal	0.448	0.147	0.206	shoma
minimize	0.360	0.236	0.311	minimize
minimized	0.458	0.137	0.208	minimized
minimum	0.380	0.198	0.194	miniminimum
mining	0.633	0.598	0.554	kuchera
minion	0.490	0.430	0.167	minion
minister	0.547	0.441	0.892	minister
ministerial	0.571	0.519	0.660	minister
ministry	0.510	0.346	0.717	ushumiri
minivan	0.592	0.356	0.452	minivan
mink	0.560	0.515	0.430	mink
minnow	0.541	0.367	0.364	minnow
minor	0.250	0.235	0.175	diki
minority	0.310	0.332	0.211	vashoma
minstrel	0.458	0.541	0.397	minstrel
mint	0.688	0.221	0.345	mint
minty	0.635	0.292	0.361	minty
minuscule	0.396	0.286	0.214	minuscule
minute	0.582	0.279	0.356	Mineti
minutiae	0.323	0.257	0.316	minutiae
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	mir
miracle	0.917	0.607	0.806	chishamiso
miracles	0.922	0.735	0.692	zvishamiso
miraculous	0.875	0.706	0.812	zvinoshamisa
mirage	0.546	0.487	0.562	mirage
mire	0.344	0.376	0.298	mire
mirror	0.677	0.310	0.438	girazi
mirth	0.888	0.640	0.608	mufaro
misappropriation	0.097	0.831	0.500	kushandisa zvisina kunaka
misbehave	0.020	0.847	0.304	misbehave
misbehavior	0.031	0.704	0.269	kusazvibata
miscalculation	0.177	0.490	0.353	miscalculation
miscarriage	0.042	0.781	0.312	kupfupfudzika
miscellaneous	0.531	0.321	0.196	zvakasiyana-siyana
miscellany	0.500	0.412	0.384	zvakasiyana-siyana
mischief	0.385	0.834	0.292	misikanzwa
mischievous	0.439	0.804	0.472	misikanzwa
misconception	0.210	0.557	0.291	kusanzwisisa
misconduct	0.061	0.667	0.304	kusazvibata
misdemeanor	0.210	0.640	0.364	misdemeanor
misdirection	0.131	0.710	0.281	kukanganisa
miser	0.208	0.633	0.311	miser
miserable	0.062	0.461	0.188	nhamo
miserably	0.280	0.545	0.150	zvinosiririsa
misery	0.146	0.378	0.158	nhamo
misfire	0.153	0.453	0.200	misfire
misfit	0.173	0.500	0.393	misfit
misfortune	0.094	0.780	0.311	nhamo
misguided	0.280	0.531	0.259	misguided
mishap	0.071	0.654	0.227	mishap
misinformed	0.156	0.567	0.250	kuudzwa zvisizvo
misinterpretation	0.112	0.556	0.360	kududzira zvisizvo
mislead	0.167	0.765	0.412	mislead
misleading	0.070	0.660	0.272	kurasisa
misled	0.177	0.606	0.353	kutsauswa
mismanagement	0.094	0.520	0.295	kusatungamira zvakanaka
mismatch	0.250	0.459	0.282	mismatch
mismatched	0.250	0.557	0.302	mismatched
misnomer	0.296	0.528	0.284	misnomer
misplace	0.229	0.461	0.191	misplace
misplaced	0.247	0.450	0.324	misplaced
misread	0.115	0.558	0.315	misread
misrepresent	0.198	0.542	0.418	taura zvisirizvo
misrepresentation	0.323	0.618	0.518	nhema
misrepresented	0.042	0.519	0.466	akarevererwa zvisizvo
miss	0.573	0.490	0.408	miss
missile	0.240	0.830	0.764	chombo
missiles	0.070	0.922	0.830	zvombo zvinokandwa
missing	0.306	0.418	0.222	vasipo
missingyou	0.260	0.471	0.377	kukusuwa
mission	0.765	0.633	0.870	mission
missionary	0.729	0.404	0.596	mumishinari
misspell	0.292	0.423	0.281	misspell
misstatement	0.302	0.547	0.221	kukanganisa
missy	0.521	0.480	0.333	missy
mist	0.375	0.194	0.221	mhute
mistake	0.208	0.585	0.102	kukanganisa
mistaken	0.131	0.630	0.212	kukanganisa
mister	0.604	0.406	0.663	bamukuru
mistletoe	0.542	0.470	0.324	mistletoe
mistreated	0.010	0.792	0.200	kubatwa zvisina kunaka
mistress	0.630	0.796	0.694	tenzikadzi
mistrial	0.427	0.539	0.536	mistrial
mistrust	0.135	0.657	0.231	kusavimba
misty	0.427	0.451	0.278	misty
misunderstand	0.177	0.548	0.382	kusanzwisisa
misunderstanding	0.112	0.618	0.284	kusanzwisisa
misunderstood	0.177	0.625	0.309	kusanzwisiswa
misuse	0.083	0.560	0.196	kushandiswa zvisizvo
mite	0.290	0.584	0.271	mite
miter	0.458	0.500	0.414	miter
mitigate	0.506	0.427	0.456	kuderedza
mitigating	0.551	0.520	0.600	kuderedza
mitigation	0.448	0.527	0.423	kuderedza
mitt	0.406	0.183	0.264	mitt
mitten	0.531	0.330	0.408	mitten
mitzvah	0.422	0.610	0.409	mitzvah
mix	0.542	0.490	0.472	mix
mixed	0.510	0.346	0.444	yakasanganiswa
mixedemotions	0.440	0.673	0.430	mixemotions
mixer	0.562	0.500	0.556	musanganisi
mixture	0.546	0.360	0.481	musanganiswa
mnemonic	0.531	0.480	0.452	mnemonic
moan	0.357	0.735	0.352	moan
moat	0.398	0.380	0.314	moat
mob	0.296	0.788	0.567	mhomho
mobile	0.615	0.569	0.481	mobile
mobility	0.700	0.596	0.654	kufamba
mobilization	0.688	0.720	0.787	kuunganidza
mobilize	0.604	0.684	0.727	mobilize
mobster	0.188	0.870	0.638	mobster
mocha	0.500	0.396	0.311	mocha
mock	0.360	0.606	0.618	mock
mocked	0.225	0.746	0.204	vakaseka
mockery	0.094	0.806	0.181	mockery
mocking	0.082	0.755	0.394	vachinyomba
mockingbird	0.513	0.337	0.423	mockingbird
mod	0.458	0.367	0.384	mod
modal	0.592	0.264	0.461	modal
modality	0.633	0.404	0.527	modality
mode	0.531	0.185	0.367	mode
model	0.607	0.388	0.723	model
modeler	0.500	0.510	0.730	modeler
modeling	0.684	0.404	0.490	modelling
modem	0.573	0.355	0.500	modem
moderate	0.582	0.190	0.453	pakati nepakati
moderate anticipation	0.667	0.451	0.574	kutarisira zvine mwero
moderate disgust	0.229	0.558	0.381	kusemesa kuri pakati nepakati
moderate negative	0.177	0.500	0.306	pakati nepakati negative
moderate positive	0.896	0.453	0.753	zviri pakati nepakati zvakanaka
