English Word	Valence	Arousal	Dominance	Turkish Word
gobble	0.390	0.623	0.455	silip süpürmek
goblet	0.786	0.353	0.442	kadeh
goblin	0.333	0.542	0.377	cin
god	0.758	0.518	0.886	tanrı
godbless	0.823	0.395	0.588	Tanrı kutsasın
goddamn	0.125	0.760	0.422	lanet olası
goddamned	0.042	0.758	0.420	lanet olası
goddess	0.865	0.560	0.888	tanrıça
godfather	0.694	0.450	0.509	vaftiz babası
godforsaken	0.439	0.520	0.422	kahrolası
godisgood	0.740	0.434	0.630	Tanrı iyidir
godisgreat	0.712	0.596	0.600	maşallah
godless	0.316	0.557	0.358	tanrısız
godlike	0.854	0.648	0.870	tanrısal
godly	0.747	0.298	0.589	tanrısal
godmother	0.733	0.311	0.530	vaftiz annesi
godsend	0.865	0.562	0.613	nimet
godson	0.680	0.515	0.429	vaftiz oğlu
gofuckyourself	0.167	0.654	0.415	kendini siktir et
goggle	0.525	0.286	0.360	gözlük
goggles	0.667	0.360	0.278	gözlük
gold	0.939	0.686	0.692	altın
golden	0.802	0.491	0.609	altın
goldfish	0.786	0.296	0.317	Akvaryum balığı
golf	0.573	0.358	0.447	golf
golfer	0.602	0.402	0.578	golfçü
golfing	0.625	0.427	0.455	golf oynamak
gondola	0.520	0.404	0.379	gondol
gone	0.292	0.230	0.190	gitmiş
goner	0.410	0.461	0.274	giden
gong	0.490	0.529	0.462	gong
gonorrhea	0.106	0.635	0.322	bel soğukluğu
goo	0.439	0.396	0.312	yapışkan madde
goober	0.469	0.444	0.342	Şapşal
good	0.938	0.368	0.534	iyi
goodbye	0.240	0.389	0.328	Güle güle
goodday	0.961	0.357	0.418	İyi günler
goodfeeling	0.939	0.459	0.679	iyi hissetme
goodhealth	0.938	0.402	0.712	sağlık
goodie	0.854	0.327	0.600	tatlım
goodies	0.950	0.622	0.424	güzellikler
goodlife	0.917	0.471	0.736	iyi yaşam
goodly	0.701	0.471	0.636	iyi
goodmood	0.823	0.491	0.519	iyi ruh hali
goodmorning	0.922	0.461	0.552	günaydın
goodmusic	0.756	0.500	0.500	iyi müzik
goodness	0.969	0.321	0.715	iyilik
goodnews	0.961	0.740	0.768	iyi haberler
goods	0.888	0.396	0.726	mal
goodtimes	0.910	0.526	0.629	iyi zamanlar
goodvibes	0.827	0.500	0.534	iyi hisler
goodwill	0.938	0.327	0.667	iyi niyet
goody	0.786	0.337	0.570	iyiyim
gooey	0.392	0.480	0.445	aşırı duygusal
goof	0.448	0.490	0.272	aptal
goofball	0.561	0.550	0.382	aptal
goofy	0.281	0.224	0.179	aptal
goon	0.312	0.481	0.361	devam et
gooood	0.857	0.652	0.547	iyi
goop	0.469	0.394	0.333	sıçmak
goose	0.479	0.283	0.265	Kaz
gopher	0.449	0.440	0.421	sincap
gore	0.260	0.608	0.518	kan
gorge	0.365	0.644	0.420	geçit
gorgeous	0.920	0.560	0.741	muhteşem
gorilla	0.565	0.720	0.648	goril
gory	0.140	0.875	0.455	kanlı
gospel	0.740	0.333	0.580	Müjde
gossip	0.173	0.765	0.245	dedikodu
gothic	0.197	0.333	0.475	gotik
gouge	0.396	0.441	0.400	oymak
goulash	0.582	0.429	0.347	Gulaş
gourd	0.427	0.271	0.289	kabak
gourmet	0.911	0.387	0.562	gurme
gout	0.354	0.314	0.170	gut
govern	0.573	0.702	0.980	yönetmek
governess	0.426	0.500	0.632	mürebbiye
governing	0.635	0.700	0.900	yöneten
government	0.427	0.530	0.850	devlet
governmental	0.521	0.541	0.906	hükümet
governor	0.500	0.683	0.934	Vali
gown	0.625	0.283	0.421	önlük
grab	0.448	0.706	0.538	yakalamak
grace	0.906	0.304	0.462	lütuf
graceful	0.906	0.510	0.655	zarif
gracias	0.833	0.356	0.600	lütuf
gracious	0.918	0.634	0.637	zarif
graciously	0.948	0.353	0.680	nezaketle
grad	0.806	0.538	0.733	mezun
gradation	0.487	0.477	0.616	derecelendirme
grade	0.698	0.360	0.600	seviye
graded	0.562	0.340	0.759	dereceli
grader	0.583	0.317	0.420	sınıf öğrencisi
grades	0.521	0.349	0.566	dereceler
gradient	0.480	0.423	0.509	gradyan
gradschool	0.616	0.602	0.528	ilkokul
gradual	0.571	0.350	0.509	kademeli
gradually	0.583	0.385	0.464	gitgide
graduate	0.898	0.549	0.778	mezun olmak
graduation	0.880	0.670	0.837	mezuniyet
graffiti	0.582	0.633	0.353	duvar yazısı
graft	0.410	0.528	0.420	aşı
grail	0.573	0.384	0.566	kase
grain	0.390	0.198	0.302	tahıl
gram	0.578	0.333	0.260	gram
grammar	0.560	0.287	0.607	dilbilgisi
grand	0.898	0.740	0.888	büyük
grand theft auto	0.493	0.663	0.580	Büyük otomobil hırsızlığı
grandchild	0.781	0.433	0.465	torun
grandchildren	0.796	0.545	0.426	torunlar
granddad	0.740	0.248	0.461	büyükbaba
granddaddy	0.708	0.291	0.480	büyükbaba
granddaughter	0.823	0.445	0.389	kız torun
grandeur	0.885	0.796	0.839	ihtişam
grandfather	0.827	0.279	0.586	Büyük baba
grandiose	0.900	0.682	0.864	görkemli
grandma	0.796	0.208	0.491	büyükanne
grandmother	0.792	0.283	0.426	Nene
grandpa	0.806	0.296	0.466	büyükbaba
grandson	0.778	0.333	0.500	erkek torun
grandstand	0.500	0.679	0.708	tribün
grange	0.531	0.340	0.391	grange
granite	0.572	0.343	0.483	granit
granny	0.796	0.240	0.452	büyükanne
granola	0.625	0.240	0.281	Tahıl karışımından oluşan tatlı
grant	0.719	0.380	0.667	hibe
granted	0.882	0.348	0.779	imtiyazlı
grantee	0.865	0.477	0.708	hibe alan
grantor	0.542	0.500	0.717	hibe veren
granular	0.478	0.337	0.443	taneli
granule	0.406	0.373	0.316	granül
grape	0.729	0.122	0.295	üzüm
grape juice	0.696	0.304	0.267	üzüm suyu
grapefruit	0.521	0.281	0.282	greyfurt
grapes	0.784	0.240	0.236	üzüm
grapevine	0.541	0.343	0.232	dedikodu
graph	0.510	0.286	0.621	grafik
graphic	0.602	0.494	0.491	grafik
graphics	0.542	0.431	0.509	grafik
graphite	0.479	0.377	0.336	grafit
grapple	0.490	0.577	0.482	kıskaç
grappling	0.448	0.676	0.516	Uğraşmak
grasp	0.560	0.623	0.570	sıkı sıkı tutmak
grasping	0.327	0.561	0.561	kavrama
grass	0.604	0.164	0.333	çimen
grasshopper	0.500	0.462	0.287	çekirge
grassy	0.647	0.323	0.371	çimenli
grate	0.333	0.250	0.419	ızgara
grated	0.357	0.462	0.361	rendelenmiş
grateful	0.958	0.353	0.560	minnettar olmak
gratification	0.867	0.643	0.755	tatmin
gratified	0.781	0.519	0.702	memnun
gratify	0.837	0.539	0.794	memnun etmek
gratifying	0.857	0.606	0.776	sevindirici
grating	0.512	0.337	0.282	ızgara
gratis	0.796	0.510	0.417	bedava
gratitude	0.885	0.441	0.610	Şükran
gratuitous	0.735	0.650	0.452	karşılıksız
gratuity	0.865	0.500	0.462	armağan
grave	0.153	0.385	0.386	mezar
gravel	0.390	0.370	0.332	çakıl
graver	0.102	0.622	0.453	mezar
graveyard	0.041	0.441	0.272	mezarlık
gravitate	0.479	0.472	0.476	yerçekimi
gravitation	0.698	0.592	0.600	yerçekimi
gravitational	0.528	0.510	0.691	yerçekimsel
gravity	0.510	0.635	0.538	Yerçekimi
gravy	0.608	0.450	0.339	sos
gray	0.335	0.153	0.189	gri
graze	0.560	0.255	0.371	otlatmak
grease	0.255	0.404	0.306	gres
greased	0.250	0.461	0.368	yağlanmış
greaser	0.408	0.518	0.462	yağlayıcı
greasy	0.399	0.442	0.294	yapışkan
great	0.958	0.665	0.810	İyi
great anticipation	0.786	0.735	0.655	büyük beklenti
great aunt	0.896	0.419	0.589	büyük teyze
great disgust	0.042	0.836	0.389	büyük tiksinti
great grandfather	0.729	0.241	0.569	büyük büyükbaba
great grandma	0.771	0.221	0.491	Büyük nine
great grandmother	0.802	0.236	0.549	büyük büyükanne
great grandpa	0.857	0.280	0.602	harika Dede
great surprise	0.939	0.941	0.688	büyük sürpriz
great trust	0.939	0.528	0.853	büyük güven
great uncle	0.729	0.398	0.621	büyükamca
greatday	0.823	0.571	0.574	Güzel gün
greater	0.755	0.519	0.796	daha büyük
greatest	0.847	0.627	0.922	En büyük
greatfriends	0.908	0.593	0.570	iyi dostlar
greatful	0.923	0.571	0.676	harika
greatly	0.750	0.708	0.877	büyük ölçüde
greatly negative	0.051	0.640	0.282	büyük ölçüde olumsuz
greatly positive	0.967	0.538	0.877	büyük ölçüde olumlu
greatness	0.990	0.750	0.943	büyüklük
greatnight	0.918	0.349	0.574	harika gece
greed	0.173	0.780	0.528	açgözlülük
greedy	0.125	0.660	0.476	aç gözlü
green	0.630	0.306	0.333	Yeşil
green bean	0.469	0.280	0.304	yeşil fasulye
green pepper	0.500	0.431	0.425	yeşil biber
green snake	0.229	0.634	0.614	yeşil yılan
greenhouse	0.719	0.438	0.384	sera
greenish	0.574	0.290	0.429	yeşilimsi
greenwood	0.531	0.382	0.491	yeşil ağaç
greet	0.885	0.539	0.618	selamlamak
greeted	0.781	0.317	0.454	selamlamak
greeting	0.854	0.556	0.510	selamlama
gregarious	0.551	0.471	0.529	sokulgan
grenade	0.281	0.777	0.694	el bombası
grey	0.347	0.140	0.295	gri
greyhound	0.520	0.490	0.440	tazı
grid	0.562	0.426	0.443	Kafes
gridiron	0.667	0.491	0.425	ızgara
grief	0.070	0.640	0.474	yas
grievance	0.092	0.635	0.364	şikayet
grieve	0.122	0.500	0.333	üzülmek
grieved	0.104	0.460	0.191	kederli
grieving	0.093	0.673	0.403	yas tutmak
grievous	0.146	0.640	0.179	acıklı
griffin	0.418	0.337	0.360	grifon
grill	0.755	0.491	0.546	ızgara
grille	0.337	0.327	0.246	ızgara
grilled	0.702	0.500	0.373	ızgara
grim	0.310	0.483	0.298	acımasız
grime	0.198	0.500	0.225	kir
grimy	0.112	0.597	0.283	kirli
grin	0.885	0.570	0.491	sırıtış
grind	0.480	0.276	0.397	öğütmek
grinder	0.459	0.615	0.561	öğütücü
grinding	0.415	0.450	0.461	bileme
grindstone	0.541	0.453	0.526	öğütme taşı
gringo	0.540	0.452	0.510	gringo
grip	0.520	0.549	0.602	kavramak
gripe	0.184	0.526	0.241	yakınma
grisly	0.083	0.863	0.426	ürkütücü
grist	0.317	0.391	0.363	öğütmek
grit	0.449	0.296	0.345	kumtaşı
grits	0.458	0.333	0.346	irmik
gritty	0.417	0.373	0.375	cesur
grizzly	0.398	0.679	0.657	boz
groan	0.396	0.750	0.351	inilti
grocer	0.625	0.250	0.382	Bakkal
groceries	0.740	0.363	0.417	bakkaliye
grocery	0.687	0.540	0.446	bakkal
groggy	0.235	0.265	0.194	halsiz
groin	0.296	0.452	0.364	kasık
groom	0.698	0.500	0.605	damat
groove	0.552	0.448	0.361	oluk
groovy	0.615	0.538	0.464	harika
grope	0.420	0.559	0.358	okşamak
gross	0.115	0.575	0.181	brüt
grotesque	0.135	0.788	0.500	grotesk
grotto	0.510	0.394	0.336	mağara
grouch	0.342	0.593	0.411	homurdanmak
grouchy	0.143	0.708	0.407	huysuz
ground	0.398	0.343	0.602	zemin
grounded	0.531	0.601	0.509	topraklanmış
groundhog	0.385	0.324	0.377	köstebek
grounding	0.521	0.452	0.591	topraklama
groundless	0.333	0.535	0.387	temelsiz
grounds	0.667	0.500	0.598	zemin
groundwork	0.500	0.375	0.593	temel
group	0.573	0.423	0.480	grup
groupie	0.521	0.583	0.393	grup üyesi
grouping	0.745	0.580	0.698	gruplama
grouse	0.448	0.401	0.412	orman tavuğu
grout	0.405	0.356	0.366	harç
grove	0.604	0.245	0.417	koru
grovel	0.360	0.500	0.414	grovel
grow	0.914	0.615	0.755	büyümek
growl	0.194	0.764	0.482	hırlamak
growling	0.119	0.887	0.475	hırıltı
growls	0.125	0.675	0.442	hırıltılar
grownup	0.735	0.400	0.683	yetişkin
growth	0.917	0.588	0.776	büyüme
growthefuckup	0.229	0.692	0.426	büyümek
grr	0.229	0.538	0.333	grr
grrr	0.271	0.755	0.327	grr
grrrrr	0.281	0.633	0.444	grrrr
grub	0.602	0.406	0.355	kurtçuk
grubby	0.156	0.583	0.176	pis
grudge	0.115	0.647	0.414	kin
grudging	0.092	0.636	0.473	gönülsüz
grudgingly	0.156	0.610	0.292	isteksizce
gruel	0.382	0.304	0.297	yulaf ezmesi
grueling	0.180	0.763	0.704	yorucu
gruesome	0.094	0.837	0.474	korkunç
gruff	0.323	0.611	0.472	huysuz
grumble	0.101	0.750	0.333	homurdanma
grump	0.260	0.469	0.425	huysuz
grumpy	0.198	0.808	0.559	huysuz
grunt	0.286	0.798	0.392	homurtu
grunting	0.198	0.827	0.481	homurdanma
guacamole	0.684	0.317	0.282	Guacamole
guano	0.296	0.343	0.191	guano
guarantee	0.949	0.337	0.805	garanti
guaranty	0.646	0.337	0.818	garanti
guard	0.592	0.510	0.725	koruma
guarded	0.758	0.686	0.500	korunan
guardhouse	0.510	0.435	0.770	bekçi evi
guardian	0.656	0.686	0.789	Muhafız
guardianship	0.592	0.370	0.681	vesayet
guards	0.448	0.663	0.720	muhafızlar
gubernatorial	0.552	0.604	0.897	valilik
guerilla	0.146	0.845	0.727	gerilla
guerrilla	0.219	0.917	0.792	gerilla
guess	0.640	0.463	0.442	tahmin etmek
guesser	0.542	0.670	0.535	tahminci
guesswork	0.417	0.451	0.405	tahmin
guest	0.719	0.490	0.558	misafir
guesthouse	0.729	0.337	0.406	misafirhane
guidance	0.729	0.471	0.718	rehberlik
guide	0.688	0.315	0.620	kılavuz
guidebook	0.677	0.260	0.427	rehber kitap
guidelines	0.459	0.500	0.664	yönergeler
guiding	0.667	0.520	0.714	yol gösterici
guild	0.580	0.459	0.729	lonca
guile	0.410	0.417	0.467	kurnazlık
guillotine	0.163	0.817	0.585	giyotin
guilt	0.208	0.567	0.206	suç
guilty	0.135	0.770	0.352	suçlu
guinea	0.521	0.440	0.396	Gine
guise	0.531	0.547	0.324	kılık
guitar	0.844	0.542	0.469	gitar
guitarist	0.827	0.740	0.549	gitarist
gules	0.469	0.443	0.340	gules
gulf	0.520	0.365	0.398	körfez
gull	0.594	0.317	0.378	martı
gullet	0.385	0.490	0.393	gulet
gullible	0.440	0.442	0.318	saf
gully	0.316	0.519	0.394	lağım
gulp	0.551	0.660	0.409	yudum
gum	0.573	0.227	0.213	sakız
gumbo	0.500	0.422	0.361	Bamya
gummy	0.521	0.302	0.291	sakızlı
gumption	0.480	0.538	0.488	heves
gun	0.147	0.920	0.713	silah
gunboat	0.139	0.663	0.618	savaş gemisi
gunfight	0.051	0.961	0.700	silahlı çatışma
gunfighter	0.156	0.910	0.741	silahşör
gunfire	0.156	0.930	0.673	silah sesi
gunk	0.250	0.478	0.219	pislik
gunman	0.167	0.922	0.689	silahlı adam
gunmen	0.073	0.942	0.727	silahlı adamlar
gunner	0.250	0.853	0.817	topçu
gunnery	0.281	0.861	0.873	topçu
gunplay	0.133	0.906	0.627	topçu savaşı
gunpoint	0.188	0.817	0.719	silah zoruyla
gunpowder	0.425	0.853	0.509	barut
gunshot	0.042	0.953	0.673	ateşli silah
gunslinger	0.316	0.873	0.811	silahşör
gurney	0.408	0.304	0.352	sedye
guru	0.573	0.360	0.653	guru
gush	0.510	0.490	0.381	fışkırmak
gusher	0.406	0.520	0.453	fışkıran
gusset	0.427	0.425	0.423	köşebent
gust	0.490	0.755	0.556	rüzgar
gusto	0.692	0.729	0.620	zevk
gusty	0.687	0.631	0.455	rüzgarlı
gut	0.408	0.367	0.364	bağırsak
gutless	0.250	0.381	0.384	bağırsaksız
guts	0.592	0.649	0.582	cesaret
gutsy	0.635	0.573	0.536	cesur
gutter	0.466	0.260	0.400	oluk
guy	0.583	0.367	0.546	insan
guzzler	0.393	0.537	0.436	mızmız
guzzling	0.460	0.490	0.380	şaşırtıcı
gym	0.635	0.690	0.613	Jimnastik
gymnasium	0.667	0.561	0.474	spor salonu
gymnast	0.670	0.760	0.558	jimnastikçi
gymnastic	0.810	0.706	0.604	jimnastik
gymnastics	0.745	0.677	0.508	Jimnastik
gynecologist	0.552	0.566	0.682	jinekolog
gynecology	0.408	0.590	0.519	jinekoloji
gypsy	0.375	0.665	0.396	Çingene
gyroscope	0.500	0.390	0.510	jiroskop
habit	0.625	0.226	0.585	alışkanlık
habitat	0.633	0.343	0.553	doğal ortam
habitation	0.781	0.231	0.538	yerleşim
habitual	0.527	0.208	0.490	alışılmış
habitually	0.600	0.324	0.583	alışkanlıkla
hacienda	0.688	0.402	0.573	hacienda
hack	0.135	0.717	0.534	hile
hacker	0.271	0.755	0.740	bilgisayar korsanı
hacksaw	0.406	0.645	0.537	demir testeresi
hadenough	0.323	0.566	0.529	yetti artık
hag	0.188	0.695	0.411	cadı
haggard	0.115	0.510	0.246	bitkin
haggle	0.480	0.601	0.461	pazarlık
haiku	0.583	0.356	0.392	haiku
hail	0.459	0.627	0.411	dolu
hair	0.582	0.186	0.286	saç
hairball	0.370	0.302	0.315	saç yumağı
hairbrush	0.454	0.216	0.263	saç fırçası
haircut	0.677	0.343	0.307	saç kesimi
hairdo	0.552	0.320	0.435	saç modeli
hairdresser	0.708	0.509	0.407	kuaför
hairdryer	0.642	0.402	0.330	saç kurutma makinesi
hairless	0.136	0.235	0.139	tüysüz
hairline	0.418	0.154	0.230	saç çizgisi
hairpin	0.459	0.363	0.370	saç tokası
hairspray	0.549	0.279	0.269	saç spreyi
hairstyle	0.771	0.380	0.433	saç stili
hairy	0.542	0.380	0.343	kıllı
hale	0.479	0.435	0.500	hale
half	0.500	0.274	0.276	yarım
half dollar	0.573	0.408	0.509	Yarım dolar
halfback	0.490	0.429	0.440	orta saha oyuncusu
halftime	0.458	0.352	0.429	devre arası
halfway	0.510	0.254	0.339	yarı yolda
halibut	0.449	0.412	0.411	trança balığı
hall	0.510	0.340	0.424	salon
hallelujah	0.770	0.554	0.657	şükür
hallmark	0.646	0.315	0.411	damga
hallowed	0.740	0.500	0.728	kutsal
hallucination	0.396	0.706	0.370	halüsinasyon
hallway	0.573	0.230	0.279	koridor
halo	0.490	0.370	0.441	hale
halt	0.167	0.360	0.432	durmak
halter	0.448	0.451	0.431	yular
halting	0.255	0.596	0.519	durma
halve	0.316	0.347	0.302	yarıya indirmek
halving	0.292	0.474	0.366	yarıya indirmek
ham	0.673	0.245	0.404	jambon
hamburger	0.809	0.551	0.387	Hamburger
hamlet	0.573	0.270	0.397	mezra
hammer	0.312	0.509	0.563	çekiç
hammerhead	0.337	0.490	0.569	çekiç başlı
hammering	0.347	0.779	0.557	çekiçleme
hammock	0.673	0.255	0.287	hamak
hamper	0.204	0.711	0.473	sepet
hamster	0.520	0.394	0.349	hamster
hamstring	0.406	0.471	0.443	hamstring
hand	0.542	0.314	0.434	el
handbag	0.562	0.240	0.336	el çantası
handball	0.561	0.493	0.440	hentbol
handbook	0.600	0.224	0.567	el kitabı
handcuff	0.310	0.590	0.593	kelepçe
handful	0.521	0.481	0.400	avuç
handgun	0.156	0.914	0.782	tabanca
handheld	0.646	0.350	0.586	el tipi
handicap	0.133	0.394	0.264	handikap
handicapped	0.204	0.467	0.180	özürlü
handicraft	0.724	0.333	0.565	el işi
handiwork	0.753	0.430	0.410	el işi
handkerchief	0.510	0.192	0.219	mendil
handle	0.698	0.571	0.558	üstesinden gelmek
handler	0.439	0.593	0.861	işleyici
handmade	0.776	0.383	0.475	el yapımı
handout	0.560	0.330	0.545	bildiri
handprint	0.635	0.289	0.463	el izi
handshake	0.816	0.654	0.492	tokalaşma
handsome	0.890	0.600	0.682	yakışıklı
handwriting	0.615	0.378	0.381	el yazısı
handy	0.741	0.378	0.639	kullanışlı
handyman	0.660	0.373	0.393	tamirci
hang	0.323	0.529	0.446	asmak
hangar	0.490	0.456	0.481	hangar
hanger	0.439	0.462	0.461	askı
hanging	0.378	0.471	0.389	asılı
hangman	0.153	0.877	0.555	cellat
hangout	0.573	0.500	0.462	takılmak
hangover	0.188	0.565	0.267	akşamdan kalma
hangry	0.219	0.794	0.279	aç
hank	0.510	0.375	0.339	çile
hankering	0.604	0.540	0.558	hasret
hanky	0.460	0.276	0.250	mendil
hap	0.503	0.431	0.453	hap
haphazard	0.469	0.530	0.324	gelişigüzel
hapless	0.271	0.442	0.193	şanssız
happen	0.677	0.670	0.551	olmak
happening	0.646	0.529	0.555	olay
happier	0.990	0.760	0.806	daha mutlu
happiest	0.990	0.716	0.746	en mutlu
happily	1.000	0.690	0.674	mutlulukla
happiness	0.960	0.732	0.850	mutluluk
happy	1.000	0.735	0.772	mutlu
happydance	0.857	0.760	0.582	mutlu dans
happyday	0.929	0.650	0.663	mutlu gün
happyheart	0.949	0.575	0.605	mutlu kalp
happyholidays	0.927	0.740	0.637	mutlu tatiller
happynewyear	0.969	0.815	0.559	yeni yılın kutlu olsun
happyplace	0.938	0.589	0.645	mutlu Yer
happytweet	0.847	0.588	0.437	mutlu tweet
happyvalentinesday	0.929	0.784	0.509	mutlu sevgililer günü
harass	0.160	0.775	0.620	taciz etmek
harassing	0.120	0.873	0.446	taciz edici
harassment	0.083	0.896	0.420	taciz
harbinger	0.490	0.389	0.692	habercisi
harbor	0.594	0.356	0.634	liman
hard	0.302	0.708	0.616	sert
hardball	0.542	0.667	0.452	sert top
hardcore	0.250	0.721	0.585	hardcore
harden	0.276	0.598	0.677	sertleştirmek
hardened	0.406	0.618	0.764	sertleştirilmiş
hardening	0.388	0.673	0.741	sertleşme
hardheaded	0.156	0.699	0.571	Kalın kafalı
hardness	0.417	0.580	0.745	sertlik
hardship	0.094	0.775	0.482	zorluk
hardware	0.594	0.289	0.686	donanım
hardwood	0.417	0.363	0.518	sert ağaç
hardworking	0.719	0.583	0.792	Çalışkan
hardy	0.571	0.569	0.810	dayanıklı
hare	0.620	0.410	0.345	tavşan
harebrained	0.296	0.551	0.436	tavşan beyinli
harem	0.521	0.578	0.582	harem
hark	0.571	0.500	0.398	duymak
harlot	0.198	0.798	0.330	fahişe
harm	0.073	0.679	0.423	zarar
harmful	0.094	0.750	0.291	zararlı
harmless	0.625	0.226	0.241	zararsız
harmonica	0.847	0.235	0.510	armonika
harmonics	0.865	0.400	0.575	harmonikler
harmonious	0.938	0.391	0.719	uyumlu
harmoniously	0.969	0.265	0.647	uyumlu bir şekilde
harmonize	0.939	0.461	0.609	uyumlaştırmak
harmony	0.949	0.230	0.509	uyum
harness	0.570	0.549	0.508	kablo ağı
harp	0.618	0.310	0.356	arp
harper	0.417	0.454	0.435	arpçı
harpoon	0.490	0.700	0.557	zıpkın
harpsichord	0.541	0.490	0.438	klavsen
harrowing	0.209	0.810	0.474	üzücü
harry	0.520	0.409	0.390	harry
harsh	0.250	0.650	0.623	sert
harshness	0.323	0.600	0.779	sertlik
hart	0.643	0.389	0.447	erkek geyik
harvest	0.781	0.353	0.548	hasat
hash	0.344	0.453	0.355	doğramak
hashish	0.370	0.570	0.358	esrar
hassle	0.177	0.740	0.489	güçlük
haste	0.378	0.745	0.500	acele
hasten	0.571	0.750	0.618	acele etmek
hastily	0.271	0.609	0.609	aceleyle
hasty	0.188	0.885	0.424	aceleci
hat	0.604	0.183	0.353	şapka
hatch	0.479	0.653	0.402	kapak
hatchet	0.333	0.608	0.500	balta
hate	0.031	0.802	0.430	nefret
hateeee	0.219	0.606	0.368	nefret
hateeveryone	0.041	0.840	0.429	herkesten nefret et
hateful	0.071	0.819	0.430	nefret dolu
hater	0.052	0.702	0.422	nefret eden
hateyou	0.125	0.735	0.464	Senden nefret ediyorum
hating	0.083	0.820	0.434	nefret
hatred	0.037	0.847	0.424	nefret
haughty	0.240	0.708	0.588	kibirli
haul	0.551	0.564	0.453	çekmek
haulage	0.561	0.510	0.650	nakliye
haunt	0.288	0.676	0.576	uğrak
haunted	0.264	0.731	0.520	lanetli
have	0.757	0.389	0.593	Sahip olmak
haven	0.684	0.265	0.547	sığınak
havoc	0.163	0.769	0.535	tahribat
haw	0.406	0.426	0.431	nasıl
hawk	0.583	0.530	0.631	şahin
hawking	0.521	0.509	0.491	şahinlik
hay	0.469	0.212	0.343	saman
haye	0.615	0.451	0.336	saman
hayride	0.561	0.521	0.464	samanyolu
haystack	0.552	0.292	0.331	samanlık
haywire	0.358	0.545	0.430	samanlık
hazard	0.112	0.884	0.757	tehlike
hazardous	0.061	0.750	0.670	tehlikeli
haze	0.427	0.327	0.217	pus
hazmat	0.398	0.479	0.519	tehlikeli madde
hazy	0.450	0.433	0.230	puslu
head	0.530	0.472	0.558	kafa
headache	0.168	0.755	0.273	baş ağrısı
headaches	0.104	0.720	0.259	baş ağrısı
headband	0.670	0.469	0.527	kafa bandı
headdress	0.594	0.408	0.443	başlık
header	0.560	0.398	0.740	başlık
headgear	0.542	0.442	0.571	başlık
heading	0.551	0.292	0.642	başlık
headland	0.574	0.551	0.430	burun
headless	0.136	0.582	0.235	başsız
headlight	0.592	0.343	0.393	far
headline	0.630	0.241	0.685	başlık
headliner	0.500	0.490	0.625	başrol oyuncusu
headlock	0.448	0.538	0.560	boyunduruk
headlong	0.354	0.548	0.409	başörtüsü
headmaster	0.604	0.564	0.865	müdür
headphones	0.600	0.357	0.336	kulaklık
headquarter	0.615	0.269	0.525	Merkezi
headquarters	0.615	0.271	0.525	Merkez
headset	0.602	0.340	0.302	kulaklık
headstone	0.240	0.378	0.349	mezar taşı
headstrong	0.310	0.714	0.500	dik başlı
headway	0.823	0.464	0.745	ilerleme
heady	0.448	0.806	0.565	baş döndürücü
heal	0.765	0.245	0.556	iyileştirmek
healer	0.863	0.378	0.741	şifacı
healing	0.750	0.452	0.585	iyileştirme
health	0.935	0.427	0.551	sağlık
healthcare	0.780	0.392	0.630	sağlık hizmeti
healthful	0.930	0.315	0.769	sağlıklı
healthy	0.938	0.319	0.818	sağlıklı
heap	0.582	0.510	0.474	yığın
hear	0.760	0.429	0.444	duymak
hearer	0.656	0.281	0.415	dinleyici
hearing	0.669	0.490	0.595	işitme
hearsay	0.288	0.623	0.333	kulaktan dolma
hearse	0.177	0.490	0.324	cenaze arabası
heart	0.827	0.500	0.693	kalp
heart disease	0.250	0.750	0.386	kalp hastalığı
heartache	0.088	0.750	0.291	gönül yarası
heartattack	0.156	0.839	0.455	kalp krizi
heartbeat	0.750	0.698	0.585	kalp atışı
heartbreak	0.208	0.610	0.245	kalp kırıklığı
heartbreaker	0.265	0.685	0.580	kalp kırıcı
heartbreaking	0.146	0.811	0.423	kalp kırıcı
heartbroken	0.082	0.551	0.235	kalbi kırık
heartburn	0.143	0.613	0.398	göğüste ağrılı yanma hissi
hearted	0.823	0.410	0.805	yürekli
heartfelt	0.904	0.440	0.540	yürekten
hearth	0.760	0.275	0.536	ocak
heartily	0.927	0.531	0.664	yürekten
heartland	0.812	0.510	0.675	can damarı
heartless	0.071	0.652	0.400	kalpsiz
hearts	0.948	0.592	0.634	kalpler
heartsick	0.240	0.388	0.208	kalp hastası
heartworm	0.333	0.550	0.430	kalp kurdu
hearty	0.760	0.684	0.792	içten
heat	0.534	0.612	0.433	sıcaklık
heated	0.479	0.497	0.542	ısıtılmış
heater	0.500	0.573	0.538	ısıtıcı
heath	0.802	0.387	0.546	sağlık
heathen	0.194	0.529	0.491	kafir
heather	0.500	0.352	0.407	funda
heating	0.647	0.491	0.537	ısıtma
heave	0.716	0.588	0.664	kaldırmak
heaven	0.896	0.385	0.600	cennet
heavenly	0.844	0.452	0.712	cennet gibi
heavens	0.806	0.273	0.683	gökler
heavily	0.542	0.679	0.814	ağır şekilde
heaviness	0.219	0.549	0.318	ağırlık
heaving	0.201	0.843	0.491	kaldırma
heavy	0.250	0.454	0.600	ağır
heavy metal	0.417	0.755	0.621	ağır metal
heavyweight	0.429	0.578	0.713	ağır sıklet
heck	0.240	0.728	0.560	kahrolası
