English Word	Valence	Arousal	Dominance	Chinese-Simplified Word
hire	0.688	0.558	0.556	聘请
hirsute	0.385	0.483	0.373	多毛
hiss	0.388	0.480	0.370	嘶
hissing	0.500	0.454	0.400	嘶嘶声
histology	0.490	0.320	0.560	组织学
historian	0.688	0.270	0.637	历史学家
historic	0.816	0.473	0.784	历史性
historical	0.653	0.357	0.833	历史的
historiography	0.562	0.415	0.634	史学
history	0.729	0.382	0.754	历史
hit	0.235	0.931	0.679	打
hitch	0.512	0.480	0.554	拴住
hitchhike	0.396	0.622	0.385	搭便车
hitchhiker	0.594	0.626	0.603	搭便车者
hitherto	0.448	0.356	0.463	迄今为止
hitter	0.418	0.683	0.713	击球手
hive	0.471	0.452	0.544	蜂巢
hives	0.417	0.473	0.591	麻疹
hoard	0.506	0.412	0.518	囤
hoarse	0.281	0.402	0.315	嘶哑
hoary	0.469	0.298	0.424	苍老
hoax	0.146	0.696	0.303	骗局
hob	0.633	0.363	0.415	滚刀
hobbit	0.479	0.489	0.472	霍比特人
hobby	0.827	0.560	0.471	爱好
hobo	0.323	0.443	0.282	流浪汉
hock	0.513	0.452	0.412	飞节
hockey	0.565	0.786	0.548	曲棍球
hoe	0.302	0.480	0.418	锄
hog	0.317	0.509	0.271	猪
hogwash	0.420	0.490	0.361	废话
hohoho	0.677	0.433	0.330	哈哈哈
hoist	0.521	0.520	0.458	提升
hokey	0.604	0.667	0.430	骗子
hold	0.448	0.290	0.364	抓住
holder	0.592	0.330	0.713	持有者
holding	0.600	0.385	0.670	保持
holdup	0.398	0.471	0.398	耽误
hole	0.531	0.310	0.330	洞
holiday	0.948	0.431	0.593	假期
holidays	0.939	0.521	0.512	假期
holidayseason	0.875	0.566	0.518	假日季节
holiness	0.860	0.264	0.742	圣洁
holistic	0.670	0.348	0.547	整体的
holler	0.276	0.825	0.406	抱怨
hollow	0.300	0.337	0.222	空洞的
holly	0.510	0.250	0.443	冬青
holocaust	0.062	0.918	0.618	大屠杀
hologram	0.615	0.461	0.575	全息图
holographic	0.510	0.471	0.555	全息
holster	0.561	0.255	0.339	皮套
holy	0.812	0.112	0.690	圣
holyspirit	0.740	0.480	0.526	神圣的灵魂
homage	0.833	0.560	0.737	尊敬
hombre	0.656	0.472	0.696	同胞
hombres	0.510	0.538	0.652	同胞
home	0.854	0.270	0.545	家
homeboy	0.602	0.255	0.436	宅男
homecoming	0.760	0.413	0.472	归乡
homeland	0.663	0.439	0.868	家园
homeless	0.042	0.450	0.188	无家可归
homely	0.745	0.157	0.399	家常
homemade	0.869	0.340	0.398	自制
homeopathic	0.417	0.268	0.400	顺势疗法
homeopathy	0.469	0.284	0.439	顺势疗法
homeowner	0.635	0.397	0.962	房主
homeroom	0.604	0.480	0.491	班主任
homesick	0.436	0.304	0.347	想家
homestead	0.865	0.221	0.536	家园
homesweethome	0.796	0.380	0.538	家，甜蜜的家
hometown	0.858	0.333	0.605	家乡
homeward	0.833	0.275	0.435	归家
homework	0.396	0.412	0.459	家庭作业
homey	0.769	0.278	0.500	温馨的
homicidal	0.020	0.912	0.573	杀人的
homicide	0.010	0.973	0.518	杀人
homily	0.621	0.358	0.425	讲道
homing	0.551	0.460	0.527	归位
hominy	0.479	0.382	0.429	玉米粥
homo	0.531	0.368	0.415	同性恋
homogeneity	0.715	0.365	0.582	同质性
homogeneous	0.552	0.255	0.617	同质
homologous	0.471	0.353	0.536	同源的
homologue	0.542	0.356	0.509	同系物
homology	0.571	0.494	0.527	同源性
homophobic	0.130	0.736	0.464	同性恋歧视
honcho	0.469	0.464	0.397	本町
hone	0.688	0.392	0.473	磨练
honest	0.927	0.254	0.750	诚实的
honesty	0.938	0.411	0.728	诚实
honey	0.920	0.431	0.510	蜂蜜
honeycomb	0.541	0.417	0.412	蜂窝
honeymoon	0.979	0.678	0.526	蜜月
honeysuckle	0.597	0.451	0.517	金银花
honk	0.549	0.635	0.415	鸣喇叭
honky	0.458	0.632	0.425	好色之徒
honor	0.896	0.587	0.857	荣誉
honorable	0.963	0.412	0.830	光荣的
honorarium	0.796	0.510	0.746	酬金
honorary	0.885	0.565	0.811	名誉
honored	0.938	0.447	0.732	荣幸
hooch	0.429	0.538	0.373	呵呵
hood	0.357	0.459	0.306	兜帽
hooded	0.306	0.745	0.439	连帽的
hoodlum	0.354	0.720	0.432	流氓
hoof	0.427	0.341	0.365	蹄
hook	0.418	0.444	0.395	钩
hooked	0.610	0.661	0.454	上钩了
hooker	0.214	0.889	0.373	妓女
hookup	0.625	0.529	0.683	挂钩
hooky	0.468	0.500	0.452	勾搭
hooligan	0.295	0.712	0.455	流氓
hoop	0.635	0.204	0.315	箍
hoopla	0.542	0.471	0.353	呼啦啦
hooray	0.610	0.481	0.536	万岁
hoot	0.449	0.560	0.430	叱
hooter	0.470	0.615	0.455	猫头鹰
hop	0.450	0.520	0.427	跳
hope	0.927	0.317	0.739	希望
hopeful	0.947	0.357	0.627	充满希望
hopeless	0.094	0.298	0.112	绝望
hopelessness	0.052	0.402	0.223	绝望
hopes	0.917	0.500	0.702	希望
hoping	0.684	0.469	0.454	希望
hopper	0.396	0.491	0.442	料斗
horde	0.286	0.713	0.684	部落
horizon	0.729	0.284	0.590	地平线
horizontal	0.573	0.304	0.387	水平的
horizontally	0.500	0.356	0.439	水平
hormonal	0.500	0.620	0.551	荷尔蒙
hormone	0.490	0.750	0.621	激素
horn	0.385	0.510	0.366	喇叭
horned	0.316	0.610	0.375	有角的
hornet	0.398	0.594	0.500	大黄蜂
horny	0.490	0.908	0.560	角质
horoscope	0.500	0.360	0.490	星座运势
horrendous	0.073	0.755	0.365	可怕的
horrible	0.071	0.857	0.398	可怕
horribly	0.050	0.631	0.454	可怕地
horrid	0.052	0.765	0.419	可怕的
horrific	0.094	0.846	0.481	可怕的
horrified	0.040	0.885	0.368	吓坏了
horrifying	0.010	0.760	0.352	可怕的
horror	0.115	0.850	0.438	恐怖
horrors	0.061	0.852	0.409	恐怖
horse	0.635	0.510	0.529	马
horseback	0.688	0.588	0.566	马背
horseman	0.441	0.700	0.676	骑手
horsepower	0.594	0.735	0.735	马力
horseradish	0.321	0.584	0.476	辣根
horseshit	0.153	0.582	0.179	胡说
horseshoe	0.673	0.350	0.406	马蹄铁
horsey	0.602	0.454	0.462	马赛
horticultural	0.594	0.387	0.509	园艺
horticulture	0.700	0.420	0.434	园艺
hosannah	0.679	0.373	0.500	和散那
hose	0.469	0.288	0.263	软管
hosiery	0.520	0.344	0.373	针织品
hospice	0.337	0.443	0.535	临终关怀
hospitable	0.791	0.470	0.661	好客
hospital	0.323	0.537	0.598	医院
hospitality	0.865	0.333	0.725	好客
host	0.693	0.471	0.537	主持人
hostage	0.163	0.923	0.325	人质
hostel	0.479	0.500	0.398	旅馆
hostess	0.792	0.604	0.688	女主人
hostile	0.188	0.877	0.474	敌对的
hostilities	0.276	0.810	0.444	敌对行动
hostility	0.122	0.775	0.465	敌意
hot	0.490	0.740	0.573	热的
hot sauce	0.333	0.740	0.509	辣酱
hotbed	0.510	0.285	0.395	温床
hotdog	0.720	0.438	0.373	热狗
hotel	0.740	0.370	0.407	酒店
hothead	0.240	0.849	0.518	热头
hotline	0.592	0.565	0.663	热线
hotshot	0.500	0.727	0.615	能手
hotyoga	0.683	0.609	0.446	热瑜伽
hound	0.417	0.528	0.582	猎犬
hour	0.552	0.265	0.336	小时
hourglass	0.542	0.284	0.492	滴漏
hourly	0.469	0.418	0.491	每小时
house	0.587	0.135	0.533	屋
houseboat	0.604	0.389	0.429	船屋
houseboy	0.479	0.415	0.393	管家
housebroken	0.518	0.461	0.389	家破人亡
houseguest	0.530	0.500	0.481	房客
household	0.781	0.230	0.667	家庭
householder	0.816	0.541	0.833	户主
housekeeper	0.694	0.279	0.520	管家
housekeeping	0.604	0.500	0.445	家政
housewarming	0.857	0.710	0.727	乔迁之喜
housewife	0.656	0.361	0.449	家庭主妇
housework	0.484	0.413	0.342	家务
housing	0.776	0.304	0.591	住房
hovel	0.333	0.296	0.322	小屋
hover	0.510	0.431	0.404	徘徊
hovercraft	0.541	0.654	0.588	气垫船
howl	0.357	0.646	0.407	嗥
howsoever	0.459	0.309	0.345	无论如何
hoy	0.583	0.298	0.471	霍伊
hub	0.479	0.399	0.433	中心
hubby	0.548	0.435	0.430	老公
huckleberry	0.600	0.279	0.296	越橘
huddle	0.604	0.509	0.445	乱堆
hue	0.507	0.416	0.417	色调
huff	0.388	0.491	0.315	一怒之下
huffy	0.420	0.616	0.375	怒气冲冲
hug	0.908	0.427	0.548	拥抱
huge	0.573	0.625	0.783	巨大的
hugger	0.520	0.480	0.412	拥抱者
huggy	0.854	0.429	0.451	抱抱
hugs	0.980	0.422	0.600	拥抱
hulk	0.460	0.740	0.750	绿巨人
hull	0.542	0.265	0.353	船体
hum	0.490	0.296	0.276	哼
human	0.767	0.314	0.605	人类
humane	0.800	0.370	0.580	人道
humanitarian	0.786	0.317	0.709	人道主义
humanities	0.729	0.325	0.677	人文学科
humanity	0.750	0.360	0.727	人性
humankind	0.885	0.394	0.714	人类
humanoid	0.521	0.462	0.491	人形
humanrights	0.792	0.559	0.730	人权
humble	0.867	0.236	0.483	谦逊的
humbled	0.280	0.618	0.198	谦卑
humbly	0.771	0.194	0.370	谦虚地
humbug	0.219	0.622	0.456	骗子
humdrum	0.269	0.246	0.353	单调
humid	0.375	0.324	0.366	湿
humidity	0.464	0.373	0.367	湿度
humiliate	0.052	0.714	0.275	羞辱
humiliated	0.104	0.712	0.216	羞辱
humiliating	0.062	0.716	0.279	羞辱
humiliation	0.048	0.712	0.310	屈辱
humility	0.740	0.118	0.444	谦逊
hummer	0.510	0.622	0.589	悍马
hummingbird	0.750	0.370	0.273	蜂鸟
humongous	0.378	0.538	0.536	巨大的
humor	0.890	0.633	0.462	幽默
humored	0.854	0.657	0.545	幽默的
humorist	0.958	0.790	0.607	幽默家
humorous	0.906	0.616	0.665	幽默
hump	0.296	0.462	0.250	驼峰
humpback	0.235	0.346	0.247	座头鲸
hunch	0.561	0.630	0.567	直觉
hunchback	0.208	0.390	0.259	偻
hundred	0.604	0.370	0.406	百
hundredth	0.427	0.368	0.466	百分之一
hunger	0.083	0.554	0.328	饥饿
hungry	0.083	0.690	0.254	饥饿的
hunk	0.438	0.375	0.361	大块头
hunks	0.417	0.453	0.482	帅哥
hunky	0.469	0.571	0.438	帅哥
hunt	0.327	0.806	0.588	打猎
hunter	0.292	0.817	0.817	猎人
hunting	0.448	0.713	0.714	打猎
huntress	0.357	0.717	0.765	女猎人
hurdle	0.198	0.682	0.434	栏
hurl	0.316	0.745	0.574	投
hurrah	0.802	0.740	0.500	欢呼
hurricane	0.177	0.958	0.787	飓风
hurricanes	0.286	0.898	0.784	飓风
hurried	0.314	0.806	0.393	慌忙
hurry	0.422	0.735	0.481	匆忙
hurryup	0.473	0.791	0.555	赶快
hurt	0.062	0.773	0.291	伤害
hurtful	0.104	0.680	0.463	伤人的
hurting	0.153	0.778	0.221	伤害
husband	0.771	0.500	0.655	丈夫
husbandry	0.643	0.473	0.445	畜牧业
hush	0.471	0.231	0.312	嘘
hushed	0.292	0.194	0.272	安静
husk	0.378	0.173	0.147	外壳
husky	0.630	0.450	0.490	沙哑
hussy	0.219	0.594	0.384	粗鲁的
hustle	0.406	0.661	0.427	喧嚣
hustler	0.260	0.821	0.627	骗子
hut	0.633	0.270	0.375	小屋
hutch	0.385	0.453	0.520	笼
hyacinth	0.372	0.360	0.342	风信子
hybrid	0.500	0.365	0.570	杂交种
hydra	0.406	0.598	0.534	九头蛇
hydrant	0.570	0.413	0.367	消火栓
hydrate	0.610	0.367	0.547	水合物
hydraulic	0.522	0.398	0.596	液压
hydraulics	0.500	0.530	0.588	液压
hydrocephalus	0.286	0.629	0.393	脑积水
hydrodynamics	0.552	0.582	0.664	流体力学
hydrogen	0.469	0.303	0.554	氢
hydrographic	0.490	0.396	0.642	水文
hydrology	0.500	0.380	0.509	水文学
hydrophobia	0.323	0.784	0.351	恐水症
hydroponics	0.500	0.549	0.500	水培法
hyena	0.396	0.719	0.464	鬣狗
hygiene	0.781	0.287	0.537	卫生
hygienic	0.719	0.245	0.702	卫生
hygienist	0.698	0.389	0.682	卫生员
hymen	0.469	0.651	0.457	处女膜
hymn	0.735	0.292	0.634	圣歌
hype	0.510	0.500	0.586	炒作
hyped	0.708	0.582	0.679	炒作
hyper	0.542	0.616	0.640	超
hyperactive	0.500	0.921	0.660	多动
hyperbole	0.469	0.521	0.542	夸张
hyperspace	0.510	0.623	0.755	超空间
hypertension	0.133	0.784	0.427	高血压
hypertrophy	0.312	0.625	0.413	肥大
hyperventilate	0.347	0.729	0.556	换气过度
hyperventilating	0.164	0.802	0.625	换气过度
hyphen	0.552	0.356	0.381	连字符
hypnosis	0.417	0.410	0.546	催眠
hypnotic	0.571	0.560	0.569	催眠的
hypnotist	0.490	0.455	0.627	催眠师
hypnotize	0.469	0.507	0.508	催眠
hypnotized	0.449	0.434	0.380	被催眠了
hypochondriac	0.194	0.588	0.333	疑病症
hypocrisy	0.156	0.523	0.370	虚伪
hypocrite	0.082	0.673	0.306	伪君子
hypocritical	0.048	0.740	0.415	虚伪
hypodermic	0.240	0.441	0.445	皮下注射
hypothalamus	0.593	0.427	0.539	下丘脑
hypothermia	0.184	0.620	0.301	低温
hypothesis	0.552	0.370	0.509	假设
hypothetical	0.480	0.367	0.361	假想
hysterectomy	0.178	0.660	0.470	子宫切除术
hysteria	0.224	0.906	0.482	歇斯底里
hysterical	0.290	0.942	0.398	歇斯底里
ibuprofen	0.448	0.427	0.504	布洛芬
ice	0.440	0.265	0.219	冰
ice tea	0.771	0.337	0.336	冰茶
iceberg	0.344	0.540	0.648	冰山
icebox	0.560	0.222	0.370	冰箱
icebreaker	0.571	0.545	0.848	破冰船
iced	0.564	0.482	0.339	冰镇
icing	0.688	0.452	0.411	刨冰
icky	0.357	0.510	0.342	恶心
icon	0.549	0.349	0.415	图标
iconic	0.583	0.537	0.700	标志性的
iconography	0.602	0.382	0.653	图像学
icy	0.684	0.375	0.345	冰冷
id	0.449	0.344	0.391	ID
idea	0.750	0.538	0.704	主意
ideal	0.802	0.437	0.736	理想的
idealism	0.635	0.436	0.689	唯心主义
idealist	0.816	0.510	0.802	理想主义者
idealistic	0.812	0.469	0.755	理想主义的
identical	0.635	0.380	0.527	完全相同的
identically	0.667	0.427	0.487	同样地
identification	0.714	0.451	0.692	鉴别
identify	0.635	0.480	0.667	确认
identity	0.663	0.360	0.780	身份
ideology	0.573	0.344	0.692	思想
idiocy	0.112	0.635	0.137	白痴
idiom	0.520	0.337	0.445	成语
idiomatic	0.531	0.429	0.516	惯用语
idiot	0.086	0.567	0.113	笨蛋
idiotic	0.104	0.620	0.170	白痴
idiots	0.143	0.600	0.144	白痴
idle	0.179	0.167	0.112	闲置的
idleness	0.308	0.330	0.228	懒惰
idler	0.200	0.304	0.194	闲人
idol	0.684	0.805	0.853	偶像
idolatry	0.365	0.571	0.625	偶像崇拜
idolizing	0.676	0.712	0.643	崇拜
idyllic	0.571	0.394	0.593	田园诗般的
iffy	0.380	0.442	0.333	不确定的
ifonly	0.406	0.250	0.255	要是
igloo	0.569	0.302	0.345	冰屋
igneous	0.469	0.466	0.517	火成岩
ignite	0.458	0.785	0.675	点燃
ignition	0.365	0.720	0.657	点火
ignorance	0.153	0.417	0.209	无知
ignorant	0.102	0.461	0.223	无知
ignore	0.146	0.230	0.295	忽视
iguana	0.521	0.235	0.291	鬣蜥
ihatespiders	0.245	0.611	0.420	讨厌蜘蛛
ilk	0.438	0.451	0.455	同类
ill	0.073	0.410	0.200	患病的
illegal	0.061	0.787	0.337	非法的
illegality	0.094	0.635	0.427	违法性
illegally	0.133	0.788	0.402	非法
illegible	0.296	0.490	0.315	难以辨认
illegitimate	0.184	0.644	0.302	非法的
illicit	0.188	0.794	0.390	非法的
illiterate	0.120	0.410	0.151	文盲
illness	0.098	0.717	0.211	疾病
illogical	0.208	0.630	0.251	不合逻辑
illuminate	0.905	0.646	0.782	照亮
illuminating	0.949	0.613	0.773	发光的
illumination	0.760	0.588	0.537	照明
illuminator	0.770	0.566	0.718	照明器
illusion	0.562	0.490	0.387	错觉
illustrate	0.750	0.430	0.690	阐明
illustration	0.740	0.441	0.640	插图
illustrative	0.771	0.452	0.647	说明性的
illustrious	0.673	0.550	0.741	杰出
ilovechristmas	0.885	0.590	0.525	我喜欢圣诞
iloveher	0.750	0.519	0.556	我爱她
image	0.653	0.241	0.453	图片
imagery	0.653	0.327	0.390	意象
imaginable	0.613	0.529	0.596	可以想象的
imaginary	0.560	0.424	0.310	假想
imagination	0.802	0.491	0.547	想像力
imaginative	0.780	0.541	0.593	富有想象力的
imagine	0.759	0.480	0.587	想象
imagined	0.656	0.412	0.418	想象的
imaging	0.724	0.394	0.482	成像
imagining	0.765	0.458	0.545	想象
imam	0.527	0.337	0.539	阿訇
imbalance	0.115	0.538	0.264	不平衡
imbecile	0.082	0.569	0.260	低能
imbedded	0.406	0.580	0.562	嵌入的
imissyou	0.480	0.608	0.344	我想念你
imitate	0.469	0.561	0.336	模拟
imitated	0.333	0.391	0.442	模仿的
imitation	0.406	0.592	0.343	模仿
immaculate	0.698	0.330	0.688	完美无暇
immaterial	0.296	0.309	0.295	无关紧要的
immature	0.114	0.500	0.200	不成熟
immaturity	0.146	0.567	0.221	不成熟
immeasurable	0.510	0.539	0.712	不可估量
immeasurably	0.510	0.640	0.680	不可估量
immediacy	0.635	0.630	0.627	直接
immediate	0.656	0.548	0.716	即时
immediately	0.552	0.780	0.707	立即地
immemorial	0.327	0.469	0.454	远古的
immense	0.755	0.750	0.811	巨大
immerse	0.510	0.577	0.509	沉浸
immersion	0.510	0.556	0.564	浸没
immigrant	0.357	0.663	0.509	移民
immigration	0.390	0.667	0.454	移民
imminent	0.490	0.784	0.643	迫在眉睫
immobile	0.225	0.217	0.298	不动
immoral	0.143	0.622	0.385	不道德
immorality	0.188	0.689	0.315	不道德
immortal	0.812	0.750	0.795	不朽
immortality	0.688	0.635	0.861	不朽
immovable	0.480	0.310	0.571	不动的
immune	0.629	0.472	0.780	免疫
immunity	0.633	0.316	0.786	免疫
immunization	0.667	0.510	0.733	免疫
immutable	0.427	0.431	0.571	不可变
imp	0.350	0.448	0.420	小鬼
impact	0.469	0.884	0.776	影响
impair	0.153	0.500	0.360	妨害
impaired	0.130	0.459	0.269	受损
impairment	0.170	0.571	0.220	减值
impart	0.521	0.441	0.694	传授
impartial	0.531	0.406	0.685	公正
impartiality	0.622	0.394	0.616	公正
impassable	0.342	0.458	0.553	不可逾越
impassioned	0.740	0.780	0.802	慷慨激昂
impatience	0.278	0.780	0.411	不耐烦
impatient	0.250	0.708	0.429	不耐烦
impatiently	0.194	0.750	0.539	不耐烦地
impeach	0.208	0.776	0.664	劾
impeachment	0.163	0.735	0.694	弹劾
impeccable	0.833	0.370	0.824	无可挑剔
impede	0.271	0.510	0.604	阻碍
impediment	0.163	0.600	0.409	障碍
impelled	0.604	0.741	0.690	推动的
impending	0.480	0.735	0.752	即将到来的
impenetrable	0.531	0.577	0.839	坚不可摧
imperative	0.625	0.647	0.708	至关重要的
imperceptible	0.378	0.490	0.548	不易察觉
imperfect	0.173	0.527	0.202	不完善
imperfection	0.190	0.567	0.321	不完美
imperfectly	0.297	0.481	0.330	不完美
imperial	0.669	0.646	0.922	帝国的
imperialist	0.284	0.786	0.833	帝国主义
impermeable	0.510	0.308	0.558	不透水
impermissible	0.188	0.464	0.352	不允许的
impersonal	0.316	0.356	0.472	非个人的
impersonate	0.510	0.632	0.591	模仿
impersonation	0.375	0.618	0.528	冒充
impersonator	0.469	0.586	0.406	模仿者
impertinence	0.170	0.653	0.420	无礼
impertinent	0.219	0.826	0.373	无礼
impervious	0.582	0.408	0.536	不透水
impetuous	0.602	0.814	0.712	浮躁
impetus	0.521	0.740	0.635	动力
implacable	0.569	0.663	0.830	无情的
implant	0.429	0.510	0.588	注入
implantation	0.396	0.604	0.741	植入
implanted	0.347	0.500	0.679	植入
implement	0.720	0.573	0.792	实施
implicate	0.250	0.670	0.434	牵连
implicated	0.354	0.673	0.438	牵连
implication	0.337	0.528	0.690	含义
implied	0.327	0.530	0.481	默示
implore	0.396	0.650	0.377	恳求
implosion	0.412	0.724	0.547	内爆
imply	0.542	0.670	0.533	意味着
impolite	0.167	0.590	0.282	不礼貌
import	0.615	0.480	0.623	进口
importance	0.750	0.580	0.864	重要性
important	0.827	0.630	0.836	重要的
importation	0.625	0.500	0.733	输入
impose	0.503	0.721	0.745	强加
imposing	0.392	0.731	0.836	气势磅礴
imposition	0.357	0.604	0.618	征收
impossibility	0.170	0.625	0.306	不可能
impossible	0.153	0.510	0.407	不可能的
impostor	0.135	0.704	0.442	骗子
impotence	0.198	0.689	0.224	阳痿
impotent	0.146	0.587	0.333	阳痿
impound	0.230	0.587	0.583	扣押
impoverished	0.125	0.311	0.203	贫困
impracticable	0.398	0.549	0.381	不切实际
impractical	0.160	0.373	0.291	不切实际的
impregnable	0.378	0.549	0.667	坚不可摧
impregnate	0.510	0.721	0.655	浸渍
impress	0.816	0.744	0.895	留下深刻印象
impressed	0.806	0.770	0.429	印象深刻
impression	0.684	0.557	0.577	印象
impressionable	0.827	0.720	0.645	易受影响的
impressive	0.781	0.830	0.873	感人的
imprint	0.615	0.574	0.685	印记
imprison	0.112	0.829	0.545	监禁
imprisoned	0.032	0.717	0.302	被监禁
imprisonment	0.133	0.630	0.471	监禁
improbable	0.097	0.412	0.439	不可能的
impromptu	0.541	0.729	0.415	即兴
improper	0.229	0.520	0.259	不当
impropriety	0.133	0.591	0.389	不当
improve	0.833	0.528	0.815	提升
improved	0.919	0.480	0.679	改善
improvement	0.786	0.500	0.611	改进
improves	0.929	0.625	0.727	改善
improving	0.911	0.510	0.682	改善
improvisation	0.631	0.812	0.529	即兴创作
improvise	0.646	0.650	0.519	凑合
improvised	0.610	0.673	0.443	即兴创作
imprudent	0.170	0.676	0.265	轻率的
impudence	0.214	0.500	0.472	厚颜无耻
impudent	0.302	0.604	0.462	厚颜无耻
impulse	0.530	0.840	0.611	冲动
impulsive	0.365	0.864	0.607	浮躁
impunity	0.313	0.721	0.602	有罪不罚
impure	0.260	0.560	0.208	不纯的
impurity	0.173	0.546	0.306	不纯
imputation	0.333	0.654	0.621	插补
imtryingtosleep	0.438	0.363	0.385	想睡觉
inability	0.150	0.529	0.250	无力
inaccessible	0.083	0.585	0.446	无法进入
inaccurate	0.135	0.450	0.250	不准确
inaction	0.323	0.225	0.325	不作为
inactivate	0.245	0.240	0.415	灭活
inactivation	0.198	0.260	0.220	失活
inactive	0.271	0.167	0.159	不活跃
inactivity	0.135	0.143	0.227	不活动
inadequacy	0.286	0.500	0.297	不足
inadequate	0.122	0.450	0.223	不足
inadequateness	0.240	0.529	0.316	不足
inadmissible	0.188	0.636	0.389	不允许
inadvertent	0.365	0.368	0.286	不经意间
inadvertently	0.302	0.541	0.549	不经意间
inaffable	0.388	0.518	0.455	冷漠
inalienable	0.437	0.459	0.608	不可剥夺
inane	0.271	0.350	0.268	空虚
inanimate	0.281	0.143	0.224	无生命的
inapplicable	0.281	0.402	0.330	不适用
inappropriate	0.135	0.542	0.353	不当
inattention	0.208	0.433	0.188	注意力不集中
inaudible	0.280	0.398	0.358	听不见
inaugural	0.684	0.567	0.608	就职典礼
inaugurate	0.781	0.582	0.800	就职典礼
inauguration	0.847	0.712	0.769	就职典礼
inborn	0.590	0.288	0.546	先天
inbound	0.531	0.388	0.538	入站
inbred	0.397	0.520	0.473	近交
incalculable	0.449	0.620	0.679	不可估量
incandescent	0.354	0.612	0.621	白炽灯
incantation	0.439	0.632	0.548	咒语
incapable	0.156	0.529	0.155	无法
incapacity	0.052	0.500	0.217	无能力
incarceration	0.100	0.800	0.397	监禁
incarnate	0.552	0.651	0.593	体现
incase	0.580	0.196	0.365	如果
incendiary	0.281	0.810	0.598	燃烧的
incense	0.698	0.275	0.328	香
incensed	0.338	0.643	0.392	激怒了
incentive	0.812	0.618	0.718	激励
inception	0.604	0.425	0.561	成立之初
incessant	0.438	0.760	0.544	不断
incessantly	0.417	0.765	0.606	不已
incest	0.073	0.853	0.491	乱伦
incestuous	0.188	0.736	0.442	乱伦的
inch	0.481	0.327	0.300	英寸
incidence	0.417	0.527	0.429	发病率
incident	0.084	0.662	0.482	事件
incidental	0.281	0.610	0.404	偶然的
incidentally	0.479	0.500	0.500	顺便
incineration	0.229	0.787	0.470	焚化
incinerator	0.250	0.643	0.591	焚化炉
incipient	0.442	0.382	0.430	初期
incision	0.240	0.663	0.558	切口
incisive	0.380	0.602	0.545	尖锐
incite	0.449	0.736	0.642	煽动
incitement	0.302	0.943	0.598	煽动
inclement	0.260	0.676	0.616	恶劣的
inclination	0.378	0.490	0.538	倾角
incline	0.490	0.423	0.345	倾斜
inclined	0.469	0.347	0.402	倾斜的
include	0.729	0.449	0.702	包括
included	0.760	0.402	0.570	包括
including	0.700	0.378	0.518	包含
inclusion	0.774	0.404	0.712	包容
inclusive	0.604	0.420	0.564	包括的
incognito	0.610	0.490	0.446	隐姓埋名
incoherent	0.122	0.612	0.250	语无伦次
income	0.750	0.510	0.728	收入
incoming	0.660	0.509	0.596	传入
incomparable	0.625	0.577	0.670	无与伦比
incompatible	0.196	0.500	0.310	不相容
incompetence	0.077	0.551	0.208	无能
incompetent	0.133	0.566	0.239	无能
incomplete	0.153	0.370	0.205	不完整
incompletely	0.344	0.442	0.232	不完全
incompleteness	0.271	0.451	0.234	不完整性
incomprehensible	0.250	0.550	0.344	无法理解
inconceivable	0.198	0.552	0.561	不可思议
inconclusive	0.153	0.442	0.340	不确定的
incongruous	0.177	0.504	0.343	不协调
inconsequential	0.250	0.480	0.345	无关紧要的
inconsiderate	0.224	0.519	0.423	不体贴
inconsistency	0.125	0.480	0.314	不一致
inconsistent	0.271	0.431	0.295	不一致的
inconspicuous	0.604	0.214	0.368	不显眼的
incontinence	0.150	0.598	0.272	失禁
inconvenience	0.063	0.667	0.291	不便
inconvenient	0.224	0.610	0.375	不方便
incorporate	0.745	0.612	0.571	包含
incorporation	0.573	0.404	0.768	公司注册
incorrect	0.140	0.569	0.255	不正确
incorrigible	0.130	0.667	0.500	不可救药
increase	0.810	0.657	0.886	增加
increased	0.684	0.660	0.773	增加
incredible	0.857	0.796	0.902	极好的
incredulous	0.286	0.510	0.269	难以置信
increment	0.684	0.637	0.750	增量
incriminate	0.188	0.810	0.416	控诉
incriminating	0.133	0.788	0.500	入罪
incrimination	0.152	0.865	0.545	入罪
incubation	0.461	0.490	0.397	孵化
incubator	0.510	0.435	0.405	孵化器
incubus	0.458	0.529	0.482	梦魇
incumbent	0.396	0.540	0.565	现任
incur	0.312	0.667	0.495	招致
incurable	0.104	0.667	0.255	无法治愈的
incursion	0.552	0.830	0.719	侵入
indebted	0.138	0.698	0.275	负债累累
indecency	0.135	0.670	0.491	猥亵
indecent	0.083	0.683	0.240	不雅的
indecision	0.184	0.480	0.196	优柔寡断
indecisive	0.271	0.420	0.190	优柔寡断
indefensible	0.173	0.647	0.484	站不住脚的
indefinite	0.448	0.292	0.296	不定
indelible	0.490	0.337	0.591	不可磨灭
indemnification	0.521	0.490	0.770	保障
indemnify	0.449	0.548	0.613	赔偿
indemnity	0.470	0.607	0.692	赔款
indent	0.479	0.346	0.379	缩进
indentation	0.374	0.500	0.349	缩进
indenture	0.434	0.382	0.636	契约
independence	0.896	0.663	0.911	独立
independent	0.885	0.440	0.872	独立的
indescribable	0.448	0.529	0.648	无法形容
indestructible	0.772	0.731	0.853	坚不可摧
indeterminate	0.360	0.402	0.322	不定
index	0.448	0.268	0.342	指数
indicate	0.594	0.350	0.676	表明
