English Word	Valence	Arousal	Dominance	Malayalam Word
manifested	0.580	0.618	0.667	പ്രകടമായി
manifestly	0.469	0.588	0.577	പ്രത്യക്ഷമായി
manifesto	0.646	0.519	0.676	പ്രകടനപത്രിക
manifold	0.500	0.461	0.435	ബഹുമുഖം
manipulate	0.255	0.700	0.772	കൈകാര്യം ചെയ്യുക
manipulation	0.188	0.775	0.536	കൃത്രിമത്വം
manipulative	0.177	0.724	0.546	കൃത്രിമത്വം
mankind	0.823	0.471	0.768	മനുഷ്യർക്ക്
manly	0.698	0.633	0.846	പൗരുഷമുള്ള
manna	0.698	0.294	0.544	മന്ന
manned	0.551	0.588	0.484	മനുഷ്യരുള്ള
mannequin	0.427	0.302	0.295	മാനെക്വിൻ
manner	0.618	0.250	0.320	വിധത്തിൽ
mannered	0.469	0.556	0.291	മര്യാദയുള്ള
manners	0.816	0.284	0.517	മര്യാദകൾ
manor	0.646	0.358	0.738	മനോരമ
manpower	0.531	0.620	0.543	മനുഷ്യശക്തി
mansion	0.847	0.490	0.717	മാളിക
mansions	0.735	0.529	0.777	മാളികകൾ
manslaughter	0.090	0.920	0.473	നരഹത്യ
mantel	0.500	0.265	0.471	മാന്റൽ
mantis	0.480	0.355	0.421	മാന്റിസ്
mantle	0.510	0.269	0.422	ആവരണം
mantra	0.396	0.249	0.357	മന്ത്രം
manual	0.635	0.245	0.449	മാനുവൽ
manufacture	0.868	0.703	0.780	നിർമ്മാണം
manufacturer	0.688	0.537	0.830	നിർമ്മാതാവ്
manufacturing	0.653	0.613	0.804	നിർമ്മാണം
manure	0.250	0.471	0.241	വളം
manuscript	0.510	0.208	0.540	കൈയെഴുത്തുപ്രതി
map	0.561	0.229	0.463	ഭൂപടം
maple	0.541	0.390	0.339	മേപ്പിൾ
mar	0.622	0.544	0.545	മാർ
marathon	0.646	0.778	0.740	മാരത്തൺ
marble	0.604	0.212	0.667	മാർബിൾ
marbled	0.396	0.385	0.418	മാർബിൾ ചെയ്ത
marbles	0.714	0.345	0.241	വെണ്ണക്കല്ലുകൾ
march	0.531	0.200	0.483	മാർച്ച്
mare	0.541	0.320	0.417	മാർ
margarine	0.530	0.316	0.333	അധികമൂല്യ
margarita	0.750	0.438	0.420	മാർഗരിറ്റ
margin	0.500	0.219	0.331	മാർജിൻ
marginal	0.235	0.644	0.345	അരികിലുള്ള
mariachi	0.710	0.559	0.609	മരിയാച്ചി
marijuana	0.312	0.779	0.558	മരിജുവാന
marinara	0.657	0.388	0.435	മരിനാര
marine	0.633	0.471	0.679	കടൽ
mariner	0.652	0.491	0.676	നാവികൻ
marital	0.760	0.529	0.500	വൈവാഹിക
maritime	0.646	0.490	0.713	സമുദ്രം
mark	0.491	0.231	0.600	അടയാളം
marked	0.592	0.358	0.554	അടയാളപ്പെടുത്തി
marker	0.500	0.333	0.605	മാർക്കർ
market	0.724	0.480	0.521	വിപണി
marketable	0.746	0.545	0.664	വിപണനയോഗ്യമായ
marketing	0.521	0.774	0.675	മാർക്കറ്റിംഗ്
marketplace	0.698	0.420	0.525	ചന്തസ്ഥലം
marks	0.430	0.480	0.424	മാർക്ക്
marksman	0.500	0.833	0.692	വെടിയുണ്ടക്കാരൻ
marksmanship	0.573	0.531	0.664	വെടിയുണ്ട
marl	0.372	0.471	0.351	മാർൽ
marmalade	0.729	0.370	0.288	മാർമാലേഡ്
maroon	0.469	0.358	0.336	മെറൂൺ
marooned	0.229	0.480	0.160	മയങ്ങി
marquee	0.602	0.284	0.508	മാർക്യൂ
marquis	0.521	0.444	0.562	മാർക്വിസ്
marred	0.181	0.561	0.233	നശിച്ചു
marriage	0.844	0.684	0.750	വിവാഹം
married	0.674	0.570	0.602	വിവാഹിതനായി
marrow	0.398	0.422	0.472	മജ്ജ
marry	0.896	0.765	0.673	വിവാഹം കഴിക്കുക
marsh	0.302	0.358	0.277	ചതുപ്പുനിലം
marshal	0.469	0.610	0.819	മാർഷൽ
marshmallow	0.740	0.441	0.391	മാർഷ്മാലോ
mart	0.531	0.402	0.418	മാർട്ട്
martial	0.480	0.710	0.737	ആയോധന
martingale	0.469	0.510	0.455	മാർട്ടിംഗേൽ
martini	0.828	0.500	0.519	മാർട്ടിനി
martyr	0.281	0.708	0.509	രക്തസാക്ഷി
martyrdom	0.323	0.745	0.442	രക്തസാക്ഷിത്വം
marvel	0.961	0.755	0.866	അത്ഭുതം
marvellous	0.878	0.809	0.849	ആശ്ചര്യം
marvelous	0.948	0.637	0.778	ആശ്ചര്യം
marvelously	0.968	0.708	0.764	അത്ഭുതകരമായി
marzipan	0.684	0.380	0.258	മാർസിപാൻ
mascara	0.575	0.450	0.269	മസ്കാര
mascot	0.750	0.337	0.337	ചിഹ്നം
masculine	0.653	0.540	0.773	പുല്ലിംഗം
masculinity	0.583	0.670	0.851	പുരുഷത്വം
mash	0.440	0.363	0.283	മാഷ്
mashed	0.531	0.337	0.194	പറങ്ങോടൻ
mask	0.510	0.490	0.537	മുഖംമൂടി
masked	0.375	0.549	0.518	മുഖംമൂടി ധരിച്ചു
masks	0.510	0.472	0.241	മുഖംമൂടികൾ
masochism	0.194	0.845	0.483	മാസോക്കിസം
masochist	0.164	0.784	0.353	മാസോക്കിസ്റ്റ്
mason	0.541	0.442	0.580	കല്പണിക്കാരൻ
masquerade	0.431	0.633	0.446	വേഷംമാറി
mass	0.458	0.245	0.277	പിണ്ഡം
massacre	0.031	0.887	0.640	കൂട്ടക്കൊല
massage	0.708	0.356	0.413	മസാജ്
masses	0.552	0.453	0.473	ബഹുജനങ്ങൾ
masseur	0.622	0.265	0.463	തിരുമ്മൽ
masseuse	0.594	0.373	0.391	തിരുമ്മൽ
massive	0.569	0.660	0.750	വമ്പിച്ച
mast	0.542	0.390	0.580	കൊടിമരം
master	0.694	0.490	0.849	മാസ്റ്റർ
masterful	0.854	0.510	0.960	സമർത്ഥനായ
mastermind	0.792	0.625	0.918	സൂത്രധാരൻ
masterpiece	0.926	0.623	0.847	മാസ്റ്റർപീസ്
mastery	0.755	0.648	0.873	പാണ്ഡിത്യം
masturbate	0.552	0.926	0.500	സ്വയംഭോഗം ചെയ്യുക
masturbation	0.542	0.961	0.509	സ്വയംഭോഗം
mat	0.459	0.221	0.304	പായ
matador	0.224	0.880	0.667	മാറ്റഡോർ
match	0.599	0.573	0.500	പൊരുത്തം
matchbook	0.562	0.391	0.412	തീപ്പെട്ടി പുസ്തകം
matching	0.719	0.735	0.418	പൊരുത്തപ്പെടുന്നു
matchmaker	0.615	0.509	0.519	മാച്ച് മേക്കർ
mate	0.847	0.417	0.669	ഇണയെ
material	0.521	0.363	0.439	മെറ്റീരിയൽ
materialism	0.220	0.390	0.556	ഭൗതികവാദം
materialist	0.255	0.491	0.504	ഭൗതികവാദി
materialistic	0.420	0.506	0.589	ഭൗതികവാദം
materiality	0.417	0.450	0.636	ഭൗതികത
materialize	0.688	0.596	0.728	ഭൗതികമാക്കുക
materially	0.490	0.451	0.670	ഭൗതികമായി
materials	0.633	0.361	0.473	വസ്തുക്കൾ
materiel	0.531	0.294	0.417	മെറ്റീരിയൽ
maternal	0.847	0.417	0.634	മാതൃപരമായ
maternity	0.865	0.480	0.622	പ്രസവാവധി
math	0.417	0.375	0.600	കണക്ക്
mathematical	0.620	0.500	0.548	ഗണിതശാസ്ത്രം
mathematician	0.541	0.418	0.773	ഗണിതശാസ്ത്രജ്ഞൻ
mathematics	0.438	0.435	0.664	ഗണിതശാസ്ത്രം
matinee	0.694	0.578	0.447	മാറ്റിനി
mating	0.755	0.840	0.759	ഇണചേരൽ
matriculation	0.622	0.490	0.675	മെട്രിക്കുലേഷൻ
matrimony	0.850	0.637	0.843	വിവാഹബന്ധം
matrix	0.551	0.378	0.673	മാട്രിക്സ്
matron	0.520	0.519	0.555	മേട്രൺ
matted	0.281	0.519	0.393	മാറ്റ്
matter	0.487	0.353	0.562	കാര്യം
matting	0.479	0.405	0.423	മാറ്റിംഗ്
mattress	0.612	0.255	0.397	മെത്ത
maturation	0.612	0.439	0.698	പക്വത
mature	0.625	0.347	0.600	പക്വതയുള്ള
maturity	0.827	0.400	0.806	പക്വത
maudlin	0.337	0.417	0.368	മൗഡ്ലിൻ
mausoleum	0.344	0.281	0.594	ശവകുടീരം
mauve	0.533	0.330	0.314	മൗവ്
maverick	0.354	0.676	0.409	മാവേലി
maxim	0.875	0.562	0.887	പരമാവധി
maximize	0.823	0.765	0.792	പരമാവധിയാക്കുക
maximum	0.724	0.724	0.852	പരമാവധി
may	0.704	0.273	0.245	മെയ്
mayday	0.344	0.643	0.423	മെയ് ദിനം
mayflower	0.690	0.463	0.429	മെയ്ഫ്ലവർ
mayhem	0.188	0.870	0.364	കുഴപ്പം
mayonnaise	0.510	0.320	0.222	മയോന്നൈസ്
mayor	0.469	0.481	0.818	മേയർ
maze	0.438	0.608	0.444	സങ്കീർണ്ണമായ
mead	0.667	0.337	0.441	മീഡ്
meadow	0.622	0.130	0.382	പുൽമേട്
meager	0.144	0.389	0.281	തുച്ഛമായ
meal	0.833	0.461	0.473	ഭക്ഷണം
mean	0.440	0.467	0.620	അർത്ഥമാക്കുന്നത്
meander	0.480	0.443	0.454	വളയുക
meandering	0.427	0.644	0.539	വളയുന്നു
meanie	0.388	0.420	0.404	അർത്ഥം
meaning	0.663	0.395	0.625	അർത്ഥം
meaningful	0.770	0.500	0.802	അർത്ഥവത്തായ
meaningless	0.156	0.314	0.143	അർത്ഥശൂന്യമായ
meanness	0.102	0.694	0.368	നീചത്വം
means	0.615	0.373	0.460	അർത്ഥമാക്കുന്നത്
meantime	0.432	0.222	0.300	അതിനിടയിൽ
measles	0.092	0.635	0.422	അഞ്ചാംപനി
measurable	0.604	0.410	0.602	അളക്കാവുന്ന
measure	0.510	0.375	0.365	അളവ്
measured	0.542	0.265	0.578	അളന്നു
measurement	0.622	0.418	0.491	അളവ്
measuring	0.448	0.337	0.529	അളക്കുന്നു
measuring cup	0.557	0.343	0.377	അളവ് പാത്രം
measuring tape	0.337	0.280	0.327	അളക്കുന്ന ടേപ്പ്
meat	0.612	0.421	0.413	മാംസം
meatball	0.612	0.279	0.343	മീറ്റ്ബോൾ
meathead	0.306	0.534	0.490	ഇറച്ചി തല
meatloaf	0.625	0.389	0.375	ഇറച്ചിക്കഷണം
mechanic	0.571	0.433	0.566	മെക്കാനിക്ക്
mechanical	0.479	0.569	0.564	മെക്കാനിക്കൽ
mechanics	0.542	0.500	0.761	മെക്കാനിക്സ്
mechanism	0.573	0.583	0.664	മെക്കാനിസം
med	0.375	0.429	0.606	med
medal	0.854	0.555	0.746	മെഡൽ
medallion	0.750	0.510	0.710	പതക്കം
medallist	0.796	0.821	0.897	മെഡൽ ജേതാവ്
meddle	0.302	0.770	0.526	ഇടപെടൽ
meddling	0.245	0.600	0.461	ഇടപെടൽ
media	0.500	0.330	0.464	മാധ്യമങ്ങൾ
medial	0.458	0.340	0.429	ഇടത്തരം
median	0.459	0.216	0.375	ഇടത്തരം
mediate	0.635	0.308	0.654	മധ്യസ്ഥത വഹിക്കുക
mediation	0.661	0.350	0.657	മധ്യസ്ഥത
mediator	0.592	0.438	0.580	മധ്യസ്ഥൻ
medic	0.500	0.472	0.585	വൈദ്യൻ
medical	0.583	0.373	0.616	മെഡിക്കൽ
medicate	0.417	0.375	0.546	മരുന്ന് കഴിക്കുക
medication	0.615	0.439	0.500	മരുന്ന്
medicinal	0.667	0.417	0.614	ഔഷധഗുണമുള്ള
medicine	0.708	0.318	0.679	മരുന്ന്
medieval	0.560	0.408	0.455	മധ്യകാല
mediocre	0.188	0.481	0.149	ഇടത്തരം
mediocrity	0.073	0.398	0.225	ഇടത്തരം
meditate	0.812	0.146	0.564	ധ്യാനിക്കുക
meditating	0.718	0.185	0.399	ധ്യാനിക്കുന്നു
meditation	0.786	0.120	0.478	ധ്യാനം
meditative	0.614	0.120	0.454	ധ്യാനാത്മകമായ
mediterranean	0.663	0.454	0.545	മെഡിറ്ററേനിയൻ
medium	0.559	0.356	0.358	ഇടത്തരം
medley	0.487	0.352	0.400	മിശ്രിതം
meek	0.531	0.150	0.198	സൌമ്യതയുള്ള
meet	0.760	0.510	0.580	കണ്ടുമുട്ടുക
meeting	0.750	0.569	0.613	യോഗം
mega	0.724	0.538	0.723	മെഗാ
meh	0.380	0.286	0.365	മെഹ്
melancholic	0.181	0.306	0.277	വിഷാദരോഗം
melancholy	0.188	0.260	0.237	വിഷാദം
melee	0.541	0.704	0.611	മെലി
mellow	0.633	0.069	0.265	Mellow
melodious	0.932	0.530	0.587	ശ്രുതിമധുരമായ
melodrama	0.378	0.830	0.446	മെലോഡ്രാമ
melodramatic	0.235	0.692	0.368	മെലോഡ്രാമാറ്റിക്
melody	0.847	0.434	0.405	ഈണം
melon	0.461	0.231	0.271	മത്തങ്ങ
melt	0.448	0.615	0.312	ഉരുകുക
meltdown	0.629	0.657	0.602	ഉരുകൽ
melting	0.592	0.470	0.538	ഉരുകുന്നത്
member	0.698	0.333	0.555	അംഗം
membership	0.698	0.411	0.778	അംഗത്വം
membrane	0.406	0.430	0.418	സ്തര
memento	0.708	0.360	0.536	സ്മരണിക
memo	0.625	0.235	0.407	മെമ്മോ
memoir	0.750	0.242	0.553	ഓർമ്മക്കുറിപ്പ്
memorabilia	0.780	0.412	0.491	സ്മരണികകൾ
memorable	0.939	0.510	0.769	അവിസ്മരണീയമായ
memorandum	0.600	0.500	0.639	മെമ്മോറാണ്ടം
memorial	0.602	0.304	0.600	സ്മാരകം
memorials	0.771	0.333	0.679	സ്മാരകങ്ങൾ
memories	0.963	0.487	0.510	ഓർമ്മകൾ
memoriesiwontforget	0.635	0.542	0.455	ഓർമ്മകൾ മറക്കില്ല
memorize	0.520	0.451	0.716	മനഃപാഠമാക്കുക
memory	0.792	0.378	0.573	ഓർമ്മ
menace	0.125	0.894	0.759	ഭീഷണി
menacing	0.042	0.880	0.643	ഭീഷണിപ്പെടുത്തുന്ന
menagerie	0.573	0.480	0.538	മൃഗശാല
mend	0.542	0.436	0.602	നന്നാക്കുക
mending	0.500	0.633	0.657	നന്നാക്കുന്നു
menial	0.490	0.420	0.352	ദാരുണമായ
meningitis	0.104	0.612	0.407	മെനിഞ്ചൈറ്റിസ്
meniscus	0.323	0.330	0.453	meniscus
menopause	0.204	0.460	0.306	ആർത്തവവിരാമം
menses	0.163	0.686	0.331	ആർത്തവം
menstrual	0.408	0.519	0.435	ആർത്തവം
mental	0.490	0.490	0.585	മാനസിക
mentalhealth	0.562	0.541	0.670	മാനസികാരോഗ്യം
mentality	0.711	0.415	0.726	മാനസികാവസ്ഥ
menthol	0.490	0.292	0.433	മെന്തോൾ
mention	0.562	0.365	0.562	പരാമർശിക്കുക
mentor	0.719	0.455	0.777	ഉപദേശകൻ
menu	0.633	0.333	0.385	മെനു
meow	0.510	0.510	0.412	മ്യാവു
mercantile	0.480	0.490	0.713	കച്ചവടക്കാരൻ
mercenary	0.245	0.837	0.673	കൂലിപ്പണിക്കാരൻ
merchandise	0.594	0.460	0.621	ചരക്ക്
merchant	0.675	0.500	0.620	വ്യാപാരി
merciful	0.854	0.346	0.500	കരുണാമയൻ
merciless	0.062	0.880	0.634	കരുണയില്ലാത്ത
mercurial	0.490	0.546	0.518	മെർക്കുറിയൽ
mercury	0.337	0.312	0.475	മെർക്കുറി
mercy	0.719	0.229	0.500	കാരുണ്യം
mere	0.396	0.221	0.176	വെറും
merengue	0.688	0.519	0.442	മെറെൻഗ്യു
merge	0.760	0.480	0.733	ലയിപ്പിക്കുക
merger	0.592	0.490	0.642	ലയനം
meridian	0.510	0.324	0.558	മെറിഡിയൻ
meridional	0.365	0.290	0.600	മെറിഡിയൽ
meringue	0.625	0.580	0.411	മെറിംഗു
merit	0.854	0.500	0.722	യോഗ്യത
meritorious	0.781	0.618	0.855	യോഗ്യതയുള്ള
mermaid	0.765	0.623	0.452	മത്സ്യകന്യക
merriment	0.948	0.721	0.632	ഉല്ലാസം
merry	0.979	0.731	0.764	സന്തോഷം
merrychristmas	0.888	0.510	0.536	സന്തോഷകരമായ ക്രിസ്മസ്
mesa	0.604	0.191	0.319	മേശ
mescaline	0.490	0.580	0.415	മെസ്കലൈൻ
mesh	0.429	0.235	0.371	മെഷ്
meshes	0.440	0.363	0.362	മെഷുകൾ
mesmerized	0.520	0.552	0.421	മയക്കി
mess	0.143	0.843	0.273	കുഴപ്പം
message	0.650	0.391	0.415	സന്ദേശം
messedup	0.333	0.615	0.358	കുഴപ്പം
messenger	0.694	0.434	0.500	ദൂതൻ
messiah	0.781	0.634	0.800	മിശിഹാ
messy	0.260	0.635	0.140	കുഴപ്പം
metabolic	0.408	0.531	0.559	ഉപാപചയം
metabolism	0.698	0.509	0.555	പരിണാമം
metal	0.551	0.429	0.547	ലോഹം
metallic	0.615	0.330	0.607	ലോഹം
metallurgy	0.396	0.509	0.587	ലോഹശാസ്ത്രം
metamorphosis	0.541	0.571	0.613	രൂപമാറ്റം
metaphor	0.562	0.280	0.470	ഭാവാര്ത്ഥം
metaphorical	0.500	0.412	0.480	രൂപകമായ
metaphysical	0.630	0.573	0.686	മെറ്റാഫിസിക്കൽ
metaphysics	0.561	0.396	0.588	മെറ്റാഫിസിക്സ്
metastasis	0.177	0.646	0.452	മെറ്റാസ്റ്റാസിസ്
meteor	0.398	0.714	0.737	ഉൽക്കാശില
meteoric	0.590	0.802	0.684	ഉൽക്കാശില
meteorite	0.385	0.794	0.750	ഉൽക്കാശില
meteorological	0.635	0.557	0.556	കാലാവസ്ഥാ ശാസ്ത്രം
meteorology	0.630	0.418	0.689	കാലാവസ്ഥാ ശാസ്ത്രം
meter	0.438	0.300	0.463	മീറ്റർ
meth	0.354	0.564	0.340	മെത്ത്
methadone	0.240	0.540	0.453	മെത്തഡോൺ
methane	0.290	0.460	0.569	മീഥെയ്ൻ
methanol	0.292	0.500	0.570	മെഥനോൾ
method	0.640	0.275	0.698	രീതി
methodical	0.663	0.360	0.745	രീതിപരമായ
methodology	0.664	0.327	0.745	രീതിശാസ്ത്രം
meticulous	0.555	0.480	0.555	സൂക്ഷ്മമായ
metime	0.531	0.398	0.417	ഇടക്കാല
metric	0.519	0.248	0.573	മെട്രിക്
metrical	0.521	0.375	0.482	മെട്രിക്കൽ
metrology	0.531	0.432	0.439	മെട്രോളജി
metropolis	0.656	0.625	0.779	മഹാനഗരം
metropolitan	0.387	0.408	0.723	മെത്രാപ്പോലീത്ത
mettle	0.667	0.529	0.750	മെലിഞ്ഞു
mew	0.418	0.481	0.380	mew
mezzanine	0.479	0.427	0.404	മെസാനൈൻ
mica	0.531	0.250	0.314	മൈക്ക
mick	0.449	0.451	0.382	മൈക്ക്
micro	0.500	0.270	0.250	സൂക്ഷ്മ
microbe	0.255	0.450	0.340	സൂക്ഷ്മജീവി
microbiology	0.571	0.378	0.560	മൈക്രോബയോളജി
microchip	0.551	0.358	0.432	മൈക്രോചിപ്പ്
microcosm	0.500	0.500	0.520	സൂക്ഷ്മശരീരം
microfilm	0.469	0.352	0.412	മൈക്രോഫിലിം
microgram	0.448	0.286	0.355	മൈക്രോഗ്രാം
micrometer	0.573	0.358	0.394	മൈക്രോമീറ്റർ
micron	0.375	0.291	0.315	മൈക്രോൺ
microphone	0.551	0.431	0.462	മൈക്രോഫോൺ
microscope	0.531	0.330	0.464	സൂക്ഷ്മദർശിനി
microscopic	0.360	0.327	0.433	സൂക്ഷ്മദർശിനി
microscopically	0.623	0.370	0.412	സൂക്ഷ്മതലത്തിൽ
microscopy	0.500	0.339	0.455	സൂക്ഷ്മദർശിനി
microwave	0.542	0.497	0.443	മൈക്രോവേവ്
mid	0.500	0.315	0.356	മധ്യഭാഗം
midair	0.633	0.413	0.455	മധ്യവായു
midday	0.658	0.250	0.403	മദ്ധ്യാഹ്നം
middle	0.458	0.157	0.300	മധ്യഭാഗം
middleman	0.500	0.404	0.452	ഇടനിലക്കാരൻ
middleweight	0.510	0.302	0.428	മധ്യഭാരം
midget	0.396	0.295	0.254	നടുഭാഗം
midland	0.521	0.402	0.456	മിഡ്ലാൻഡ്
midlife	0.594	0.244	0.473	മിഡ് ലൈഫ്
midline	0.332	0.224	0.330	മധ്യരേഖ
midnight	0.562	0.470	0.545	അർദ്ധരാത്രി
midshipman	0.469	0.615	0.785	മിഡ്ഷിപ്പ്മാൻ
midst	0.324	0.275	0.296	നടുവിൽ
midsummer	0.781	0.480	0.492	മധ്യവേനൽക്കാലം
midterm	0.427	0.337	0.425	ഇടക്കാല
midtown	0.479	0.442	0.538	മിഡ്‌ടൗൺ
midway	0.459	0.316	0.304	നടുക്ക്
midwife	0.531	0.570	0.453	സൂതികർമ്മിണി
midwifery	0.510	0.570	0.459	സൂതികർമ്മിണി
mien	0.500	0.352	0.447	മിയൻ
miffed	0.204	0.726	0.429	മിഫ്ഡ്
mighty	0.855	0.837	0.936	ശക്തനായ
mignon	0.551	0.440	0.423	മിഗ്നോൺ
migraine	0.135	0.783	0.318	മൈഗ്രേൻ
migrate	0.415	0.580	0.454	കുടിയേറുക
migration	0.492	0.731	0.566	കുടിയേറ്റം
migratory	0.448	0.521	0.491	ദേശാടന
mike	0.542	0.365	0.423	മൈക്ക്
mil	0.534	0.388	0.347	മിൽ
mild	0.635	0.198	0.216	സൗമമായ
mildew	0.344	0.250	0.241	വിഷമഞ്ഞു
mildness	0.827	0.226	0.311	സൗമ്യത
mile	0.521	0.417	0.456	നാഴിക
mileage	0.510	0.458	0.562	മൈലേജ്
milestone	0.719	0.373	0.558	നാഴികക്കല്ല്
militant	0.418	0.667	0.750	തീവ്രവാദി
militants	0.260	0.673	0.652	തീവ്രവാദികൾ
military	0.396	0.710	0.875	സൈനിക
militia	0.396	0.729	0.769	മിലിഷ്യ
milk	0.817	0.270	0.327	പാൽ
milkman	0.750	0.380	0.304	പാൽക്കാരൻ
milkshake	0.796	0.521	0.330	മിൽക്ക്ഷെയ്ക്ക്
milky	0.517	0.283	0.311	പാൽ പോലെയുള്ള
mill	0.531	0.382	0.347	മിൽ
millennium	0.573	0.398	0.760	സഹസ്രാബ്ദം
milligram	0.429	0.217	0.302	മില്ലിഗ്രാം
millimeter	0.427	0.177	0.360	മില്ലിമീറ്റർ
million	0.776	0.647	0.812	ദശലക്ഷം
millionaire	0.917	0.755	0.850	കോടീശ്വരൻ
millionth	0.635	0.528	0.611	ദശലക്ഷം
millstone	0.510	0.433	0.492	തിരികല്ല്
mime	0.455	0.235	0.302	മൈം
mimic	0.557	0.587	0.391	അനുകരിക്കുക
mimicking	0.316	0.433	0.364	അനുകരിക്കുന്നു
mimicry	0.420	0.337	0.472	മിമിക്രി
mince	0.417	0.529	0.378	ശുചിയാക്കേണ്ടതുണ്ട്
mincemeat	0.396	0.435	0.358	അരിഞ്ഞ ഇറച്ചി
mind	0.650	0.388	0.627	മനസ്സ്
minded	0.656	0.394	0.627	മനസ്സുള്ള
mindful	0.765	0.450	0.725	മനസ്സിൽ
mindfulness	0.729	0.635	0.745	മനഃപാഠം
mindless	0.184	0.333	0.153	ബുദ്ധിയില്ലാത്ത
mine	0.688	0.418	0.578	എന്റേത്
minefield	0.188	0.839	0.684	മൈൻഫീൽഡ്
miner	0.408	0.594	0.644	ഖനിത്തൊഴിലാളി
mineral	0.519	0.287	0.605	ധാതു
mineralogy	0.551	0.408	0.545	ധാതുശാസ്ത്രം
mingle	0.561	0.480	0.434	കൂടിച്ചേരുക
mingled	0.521	0.392	0.357	ഇടകലർന്നു
mini	0.421	0.324	0.221	മിനി
miniature	0.429	0.292	0.204	മിനിയേച്ചർ
minibus	0.439	0.390	0.428	മിനിബസ്
minim	0.518	0.208	0.138	കുറഞ്ഞത്
minimal	0.448	0.147	0.206	ചുരുങ്ങിയത്
minimize	0.360	0.236	0.311	ചെറുതാക്കുക
minimized	0.458	0.137	0.208	ചെറുതാക്കി
minimum	0.380	0.198	0.194	ഏറ്റവും കുറഞ്ഞത്
mining	0.633	0.598	0.554	ഖനനം
minion	0.490	0.430	0.167	മിനിയൻ
minister	0.547	0.441	0.892	മന്ത്രി
ministerial	0.571	0.519	0.660	മന്ത്രിസ്ഥാനം
ministry	0.510	0.346	0.717	മന്ത്രിസഭ
minivan	0.592	0.356	0.452	മിനിവാൻ
mink	0.560	0.515	0.430	മിങ്ക്
minnow	0.541	0.367	0.364	ചെറുതായി
minor	0.250	0.235	0.175	പ്രായപൂർത്തിയാകാത്ത
minority	0.310	0.332	0.211	ന്യൂനപക്ഷം
minstrel	0.458	0.541	0.397	മിനിസ്ട്രൽ
mint	0.688	0.221	0.345	പുതിന
minty	0.635	0.292	0.361	പുതിന
minuscule	0.396	0.286	0.214	ചെറിയ
minute	0.582	0.279	0.356	മിനിറ്റ്
minutiae	0.323	0.257	0.316	സൂക്ഷ്മത
minx	0.448	0.519	0.404	minx
mir	0.417	0.339	0.355	മിർ
miracle	0.917	0.607	0.806	അത്ഭുതം
miracles	0.922	0.735	0.692	അത്ഭുതങ്ങൾ
miraculous	0.875	0.706	0.812	അത്ഭുതകരമായ
mirage	0.546	0.487	0.562	മരീചിക
mire	0.344	0.376	0.298	ചെളി
mirror	0.677	0.310	0.438	കണ്ണാടി
mirth	0.888	0.640	0.608	ഉല്ലാസം
misappropriation	0.097	0.831	0.500	ദുരുപയോഗം
misbehave	0.020	0.847	0.304	മോശമായി പെരുമാറുക
misbehavior	0.031	0.704	0.269	തെറ്റായ പെരുമാറ്റം
miscalculation	0.177	0.490	0.353	തെറ്റായ കണക്കുകൂട്ടൽ
miscarriage	0.042	0.781	0.312	ഗർഭം അലസൽ
miscellaneous	0.531	0.321	0.196	വിവിധ
miscellany	0.500	0.412	0.384	പലതരം
mischief	0.385	0.834	0.292	ദോഷത്തിന്റെ
mischievous	0.439	0.804	0.472	വികൃതിയായ
misconception	0.210	0.557	0.291	തെറ്റിദ്ധാരണ
misconduct	0.061	0.667	0.304	തെറ്റായ പെരുമാറ്റം
misdemeanor	0.210	0.640	0.364	തെറ്റായ പെരുമാറ്റം
misdirection	0.131	0.710	0.281	വഴിതെറ്റൽ
miser	0.208	0.633	0.311	പിശുക്കൻ
miserable	0.062	0.461	0.188	ദയനീയമായ
miserably	0.280	0.545	0.150	ദയനീയമായി
misery	0.146	0.378	0.158	ദുരിതം
misfire	0.153	0.453	0.200	മിസ്ഫയർ
misfit	0.173	0.500	0.393	അനുയോജ്യമല്ലാത്ത
misfortune	0.094	0.780	0.311	നിർഭാഗ്യം
misguided	0.280	0.531	0.259	വഴിതെറ്റി
mishap	0.071	0.654	0.227	അപകടം
misinformed	0.156	0.567	0.250	വിവരക്കേട്
misinterpretation	0.112	0.556	0.360	തെറ്റായ വ്യാഖ്യാനം
mislead	0.167	0.765	0.412	തെറ്റിദ്ധരിപ്പിക്കുക
misleading	0.070	0.660	0.272	തെറ്റിദ്ധരിപ്പിക്കുന്നത്
misled	0.177	0.606	0.353	തെറ്റിദ്ധരിപ്പിച്ചു
mismanagement	0.094	0.520	0.295	തെറ്റായ മാനേജ്മെന്റ്
mismatch	0.250	0.459	0.282	പൊരുത്തക്കേട്
mismatched	0.250	0.557	0.302	പൊരുത്തപ്പെടുന്നില്ല
misnomer	0.296	0.528	0.284	തെറ്റായ പേര്
misplace	0.229	0.461	0.191	തെറ്റായ സ്ഥലം
misplaced	0.247	0.450	0.324	സ്ഥാനം തെറ്റി
misread	0.115	0.558	0.315	തെറ്റായി വായിച്ചു
misrepresent	0.198	0.542	0.418	തെറ്റായി ചിത്രീകരിക്കുക
misrepresentation	0.323	0.618	0.518	തെറ്റായി അവതരിപ്പിക്കൽ
misrepresented	0.042	0.519	0.466	തെറ്റായി ചിത്രീകരിച്ചു
miss	0.573	0.490	0.408	ഉന്നംതെറ്റുക
