English Word	Valence	Arousal	Dominance	Arabic Word
indie	0.479	0.368	0.430	إيندي
indifference	0.265	0.417	0.299	لا مبالاة
indifferent	0.396	0.157	0.250	غير مبال
indigenous	0.500	0.509	0.552	أصلي
indigent	0.156	0.481	0.223	معوز
indigestion	0.204	0.610	0.182	عسر الهضم
indignant	0.260	0.600	0.423	ساخط
indignation	0.173	0.778	0.431	سخط
indignity	0.167	0.500	0.306	إهانة
indigo	0.514	0.365	0.473	النيلي
indirect	0.385	0.402	0.330	غير مباشر
indiscreet	0.177	0.587	0.342	طائش
indiscretion	0.265	0.637	0.390	طيش
indispensable	0.710	0.449	0.802	لا غنى عنه
indisposed	0.122	0.519	0.206	متوعك
indistinct	0.255	0.340	0.360	غير واضح
indistinguishable	0.346	0.458	0.548	لا يمكن تمييزه
individual	0.627	0.327	0.533	فرد
individuality	0.612	0.469	0.527	الفردية
indivisible	0.646	0.398	0.580	غير قابل للتجزئة
indoctrination	0.327	0.657	0.698	التلقين
indolent	0.177	0.381	0.259	كسلان
indomitable	0.458	0.800	0.830	لا يقهر
indoor	0.615	0.245	0.347	داخلي
induce	0.257	0.606	0.684	إستنتج
induced	0.397	0.471	0.491	الناجم عن
inducement	0.647	0.765	0.685	الحث
induction	0.392	0.593	0.627	استقراء
indulge	0.833	0.716	0.669	تنغمس
indulgence	0.479	0.490	0.517	تساهل
indulgent	0.560	0.481	0.529	متساهل
industrial	0.469	0.600	0.875	صناعي
industrialist	0.562	0.633	0.843	صناعي
industrious	0.720	0.537	0.791	كادح
industry	0.650	0.447	0.836	صناعة
ineffable	0.551	0.577	0.585	يفوق الوصف
ineffective	0.093	0.422	0.094	غير فعال
ineffectual	0.163	0.412	0.200	غير فعال
inefficiency	0.092	0.466	0.181	عدم الكفاءة
inefficient	0.190	0.460	0.173	غير فعال
inelastic	0.396	0.426	0.385	غير مرن
ineligible	0.143	0.377	0.457	غير مؤهل
inept	0.156	0.418	0.209	أحمق
ineptitude	0.177	0.471	0.250	عدم الكفاءة
inequality	0.122	0.575	0.259	عدم المساواة
inequitable	0.281	0.519	0.373	غير منصف
inert	0.323	0.180	0.319	خامل
inertia	0.344	0.288	0.322	التعطيل
inevitable	0.316	0.419	0.623	حتمي
inexact	0.153	0.459	0.170	غير دقيق
inexcusable	0.271	0.582	0.546	لا يغتفر
inexhaustible	0.602	0.541	0.643	لا ينتهي
inexpensive	0.694	0.414	0.260	غير مكلف
inexperience	0.208	0.614	0.151	قلة الخبرة
inexperienced	0.281	0.473	0.231	عديم الخبرة
inexplicable	0.224	0.635	0.443	متعذر تعليله
inexpressible	0.198	0.608	0.364	لا يوصف
infallibility	0.583	0.663	0.764	العصمة من الخطأ
infallible	0.776	0.687	0.809	معصوم من الخطأ
infamous	0.146	0.580	0.472	سيء السمعة
infamy	0.177	0.676	0.421	العار
infancy	0.750	0.399	0.370	الطفولة
infant	0.802	0.431	0.328	رضيع
infanticide	0.167	0.856	0.443	وأد الأطفال
infantile	0.604	0.382	0.259	طفولي
infantry	0.531	0.684	0.791	المشاة
infarct	0.080	0.846	0.386	احتشاء
infatuated	0.729	0.764	0.417	مفتون
infatuation	0.844	0.745	0.530	الافتتان
infeasible	0.245	0.472	0.236	غير ممكن
infect	0.102	0.777	0.424	تصيب
infection	0.083	0.735	0.407	عدوى
infectious	0.142	0.760	0.422	معد
infer	0.449	0.490	0.453	المخاطر
inference	0.359	0.479	0.398	الإستنباط
inferential	0.426	0.451	0.455	استنتاجي
inferior	0.260	0.254	0.106	السفلي
inferiority	0.177	0.430	0.205	الدونية
infernal	0.083	0.837	0.571	جهنمي
inferno	0.051	0.857	0.463	نار كبيرة
infertile	0.274	0.458	0.255	عقيم
infertility	0.170	0.664	0.328	العقم
infestation	0.256	0.776	0.527	الإصابة
infidel	0.177	0.740	0.404	كافر
infidelity	0.062	0.777	0.392	خيانة
infield	0.510	0.571	0.438	أحط
infiltrate	0.408	0.745	0.587	تسلل
infiltration	0.265	0.792	0.536	تسرب
infinite	0.724	0.583	0.735	لانهائي
infinitely	0.688	0.643	0.829	بلا حدود
infinitesimal	0.388	0.472	0.496	متناهي الصغر
infinity	0.516	0.459	0.805	ما لا نهاية
infirm	0.115	0.521	0.210	عاجز
infirmary	0.500	0.438	0.517	دار العجزه
infirmity	0.094	0.482	0.252	ضعف
inflammation	0.146	0.765	0.423	اشتعال
inflammatory	0.177	0.642	0.404	التهابات
inflatable	0.510	0.510	0.400	قابل للنفخ
inflate	0.305	0.569	0.462	تضخم
inflated	0.303	0.431	0.617	تضخم
inflation	0.219	0.792	0.508	التضخم
inflection	0.385	0.635	0.377	انثناء
inflict	0.167	0.760	0.609	يلحق
infliction	0.302	0.722	0.571	إلحاق
inflorescence	0.459	0.344	0.412	الإزهار
influence	0.622	0.663	0.824	تأثير
influential	0.899	0.688	0.944	مؤثر
influenza	0.271	0.718	0.321	الانفلونزا
influx	0.622	0.635	0.575	تدفق
info	0.750	0.330	0.642	معلومات
infomercial	0.427	0.462	0.555	إعلامي
inform	0.723	0.582	0.679	يخبر
informal	0.480	0.398	0.441	غير رسمي
informant	0.604	0.612	0.719	المخبر
information	0.765	0.370	0.711	معلومة
informative	0.812	0.419	0.741	غنيا بالمعلومات
informed	0.543	0.298	0.617	اطلاع
informer	0.521	0.578	0.580	مخبر
infraction	0.245	0.660	0.471	مخالفة
infrared	0.469	0.588	0.526	الأشعة تحت الحمراء
infrastructure	0.604	0.460	0.694	البنية الاساسية
infrequent	0.312	0.377	0.192	نادر
infrequently	0.204	0.250	0.327	نادرا
infringement	0.153	0.800	0.481	التعدي
infuriate	0.102	0.934	0.596	يثير حنقه
infuriated	0.073	0.930	0.510	غاضب
infuriates	0.135	0.913	0.627	يغضب
infuriating	0.139	0.870	0.509	حنق
infuse	0.380	0.705	0.589	ينقع
infused	0.385	0.473	0.546	مملوءة
infuser	0.469	0.433	0.536	التحلل
infusion	0.583	0.365	0.453	التسريب
ingenious	0.760	0.690	0.891	عبقري
ingenuity	0.708	0.590	0.868	براعة
ingest	0.510	0.559	0.473	ابتلاع
ingestion	0.429	0.612	0.512	ابتلاع
ingot	0.688	0.444	0.615	سبيكة
ingrained	0.531	0.490	0.712	متأصل
ingrate	0.235	0.606	0.327	العاق
ingredient	0.792	0.373	0.451	المكونات
ingress	0.601	0.366	0.736	دخول
inhabit	0.656	0.378	0.556	تعيش في
inhabitant	0.604	0.356	0.519	ساكن
inhabited	0.667	0.361	0.510	يسكنها
inhabiting	0.458	0.440	0.598	يسكن
inhalation	0.510	0.613	0.464	استنشاق
inhale	0.427	0.340	0.492	يستنشق
inhaler	0.408	0.500	0.349	جهاز الاستنشاق
inherent	0.562	0.439	0.480	متأصل
inherit	0.745	0.546	0.694	يرث
inheritance	0.900	0.565	0.798	ميراث
inhibit	0.167	0.479	0.447	تعيق
inhibition	0.265	0.392	0.534	كبت
inhibitor	0.281	0.450	0.471	المانع
inhospitable	0.265	0.531	0.395	غير مضياف
inhuman	0.107	0.660	0.492	غير إنساني
inhumane	0.104	0.587	0.402	غير إنساني
inhumanity	0.143	0.540	0.405	وحشية
inimaginable	0.542	0.636	0.534	لا يمكن تصوره
inimical	0.260	0.823	0.556	معاد
inimitable	0.571	0.413	0.790	لا يضاهى
iniquity	0.219	0.567	0.425	إثم
initial	0.583	0.314	0.539	مبدئي
initiate	0.719	0.480	0.553	الشروع في
initiated	0.760	0.490	0.650	بدأت
initiation	0.698	0.529	0.527	المبادرة
initiative	0.833	0.615	0.768	مبادر
inject	0.406	0.735	0.596	حقن
injection	0.281	0.741	0.518	حقنة
injunction	0.281	0.422	0.519	أمر قضائي
injure	0.177	0.710	0.364	جرح
injured	0.083	0.680	0.302	المصاب
injuring	0.073	0.790	0.245	جرح
injurious	0.177	0.759	0.366	ضار
injury	0.049	0.769	0.287	إصابة
injustice	0.082	0.755	0.444	ظلم
ink	0.471	0.408	0.235	حبر
inkling	0.448	0.551	0.570	تلميح
inland	0.510	0.417	0.423	الداخلية
inlay	0.406	0.531	0.565	ترصيع
inlet	0.646	0.378	0.466	مدخل
inmate	0.235	0.663	0.398	النزيل
inn	0.660	0.284	0.475	ُخمارة
innards	0.302	0.480	0.400	أحشاء
innate	0.490	0.400	0.521	فطري
inner	0.551	0.216	0.443	داخلي
innermost	0.583	0.500	0.510	الأعمق
innerpeace	0.714	0.318	0.551	السلام الداخلي
inning	0.602	0.315	0.520	الشوط
innings	0.573	0.487	0.443	الأدوار
innkeeper	0.578	0.224	0.472	إنكيبير
innocence	0.802	0.260	0.307	البراءة
innocent	0.729	0.206	0.340	بريىء
innocently	0.776	0.250	0.302	ببراءة
innocuous	0.510	0.321	0.172	غير مؤذية
innovate	0.898	0.872	0.750	يبتكر
innovation	0.949	0.680	0.890	التعاون
innovative	0.880	0.640	0.830	مبتكر
innuendo	0.467	0.670	0.463	تلميح
innumerable	0.667	0.445	0.704	لا تعد ولا تحصى
inoculation	0.333	0.570	0.598	تحصين
inoperable	0.184	0.422	0.304	غير صالح للعمل
inoperative	0.138	0.425	0.273	معطل
inordinate	0.163	0.630	0.330	مفرط
inorganic	0.385	0.345	0.282	غير عضوي
input	0.643	0.337	0.527	الإدخال
inquest	0.458	0.569	0.721	تحقيق
inquire	0.583	0.519	0.363	استعلام
inquirer	0.573	0.598	0.776	المستعلم
inquiring	0.479	0.510	0.500	الاستفسار
inquiry	0.541	0.420	0.536	سؤال
inquisitive	0.301	0.637	0.615	فضولي
inquisitor	0.385	0.873	0.642	المحقق
insane	0.062	0.670	0.265	مجنون
insanity	0.098	0.847	0.337	جنون
insatiable	0.375	0.656	0.558	نهم
inscription	0.592	0.422	0.542	نقش
inscrutable	0.459	0.541	0.613	غامض
insect	0.276	0.633	0.242	حشرة
insecticide	0.188	0.598	0.430	مبيد حشري
insecure	0.114	0.538	0.132	غير آمن
insecurity	0.094	0.647	0.350	انعدام الأمن
insemination	0.542	0.644	0.622	التلقيح
insensitive	0.219	0.471	0.302	غير حساس
inseparable	0.700	0.520	0.571	لا ينفصل
insert	0.481	0.552	0.519	إدراج
inserted	0.479	0.402	0.476	مدرج
insertion	0.521	0.520	0.565	إدراج
inside	0.612	0.404	0.472	داخل
insider	0.625	0.562	0.750	من الداخل
insidious	0.146	0.622	0.480	أخبث
insight	0.613	0.363	0.649	تبصر
insightful	0.664	0.691	0.713	بصيرة
insignia	0.665	0.282	0.685	شارة
insignificance	0.250	0.216	0.222	التفاهة
insignificant	0.083	0.306	0.114	تافهة
insinuate	0.292	0.635	0.413	التلميح
insipid	0.214	0.250	0.241	عديم الرائحة
insist	0.635	0.651	0.688	أصر
insistence	0.418	0.704	0.645	إصرار
insistent	0.552	0.635	0.701	ملح
insists	0.490	0.587	0.610	يصر على
insolence	0.115	0.731	0.402	الوقاحة
insolent	0.112	0.663	0.343	وقح
insoluble	0.439	0.290	0.414	لا يتحلل في الماء
insolvency	0.323	0.431	0.300	إعسار
insolvent	0.230	0.481	0.318	المفلس
insomnia	0.198	0.611	0.373	الأرق
insomniac	0.231	0.367	0.329	بالأرق
inspect	0.479	0.603	0.793	فحص
inspection	0.459	0.630	0.718	تكمن
inspector	0.418	0.580	0.852	مفتش
inspiration	0.938	0.600	0.779	وحي - الهام
inspirational	0.927	0.720	0.810	ملهم
inspire	0.918	0.627	0.759	يلهم
inspired	0.967	0.702	0.736	ربما
instability	0.177	0.760	0.353	عدم الاستقرار
install	0.630	0.583	0.736	تثبيت
installation	0.656	0.469	0.759	تثبيت
installment	0.619	0.396	0.483	القسط
instance	0.547	0.450	0.558	نموذج
instant	0.766	0.454	0.554	فوري
instantaneous	0.750	0.500	0.585	فوريا
instantaneously	0.656	0.640	0.600	على الفور
instigate	0.278	0.765	0.642	حرض
instigation	0.323	0.769	0.648	تحريض
instill	0.562	0.490	0.618	غرس
instinct	0.771	0.602	0.642	غريزه
instinctive	0.752	0.575	0.694	غريزي
institute	0.604	0.480	0.807	معهد
institution	0.580	0.311	0.790	المعهد
instruct	0.729	0.490	0.833	إرشاد
instructed	0.740	0.388	0.722	تعليمات
instruction	0.656	0.434	0.736	تعليمات
instructional	0.698	0.500	0.773	تعليمي
instructions	0.582	0.302	0.556	تعليمات
instructive	0.583	0.420	0.643	إرشادي
instructor	0.771	0.490	0.782	معلم
instrument	0.562	0.537	0.655	أداة
instrumental	0.740	0.472	0.647	مفيدة
instrumentalist	0.656	0.540	0.740	عازف
instrumentality	0.637	0.510	0.618	الوسيلة
insubordination	0.281	0.775	0.634	العصيان
insufferable	0.220	0.784	0.291	لا يطاق
insufficiency	0.115	0.431	0.210	قصور
insufficient	0.188	0.380	0.093	غير كافٍ
insufficiently	0.147	0.509	0.198	بشكل غير كاف
insular	0.531	0.426	0.465	جزيري
insulate	0.365	0.358	0.286	عزل
insulated	0.208	0.265	0.304	معزول
insulation	0.245	0.327	0.264	عازلة
insulin	0.429	0.472	0.375	الأنسولين
insult	0.085	0.831	0.389	إهانة
insulting	0.094	0.840	0.412	إهانة
insurance	0.714	0.308	0.825	تأمين
insure	0.700	0.415	0.698	تأمين
insurgent	0.235	0.735	0.660	المتمرد
insurmountable	0.620	0.627	0.737	لا يمكن التغلب عليها
insurrection	0.229	0.706	0.582	تمرد
intact	0.716	0.212	0.602	سليم
intake	0.604	0.527	0.442	المدخول
intangible	0.525	0.480	0.473	غير الملموسة
integer	0.573	0.327	0.595	عدد صحيح
integral	0.590	0.337	0.615	متكامل
integrate	0.729	0.390	0.700	دمج
integration	0.771	0.480	0.737	دمج
integrity	0.865	0.413	0.848	النزاهة
intellect	0.844	0.418	0.870	العقل
intellectual	0.906	0.455	0.845	ذهني
intelligence	0.833	0.587	0.885	الذكاء
intelligent	0.917	0.541	0.868	ذكي
intelligibility	0.740	0.481	0.689	الوضوح
intelligible	0.635	0.480	0.691	واضح
intend	0.562	0.520	0.519	اعتزم
intended	0.406	0.542	0.587	منوي
intending	0.510	0.567	0.597	تنوي
intense	0.592	0.774	0.679	المكثف
intensely	0.694	0.846	0.750	بشكل مكثف
intensify	0.604	0.870	0.737	تكثيف
intensity	0.622	0.930	0.952	الشدة
intensive	0.570	0.842	0.776	كثيف
intent	0.550	0.481	0.500	نوايا
intention	0.531	0.480	0.636	نيّة
intentional	0.650	0.615	0.750	متعمد
intentionally	0.450	0.676	0.696	عمدا
inter	0.510	0.375	0.466	بين
interact	0.822	0.690	0.759	تفاعل
interaction	0.646	0.735	0.750	التفاعل
interactive	0.727	0.811	0.770	تفاعلي
intercede	0.582	0.577	0.630	تشفع
intercept	0.221	0.660	0.676	تقاطع
interception	0.327	0.673	0.643	اعتراض
intercession	0.503	0.486	0.598	شفاعة
interchange	0.615	0.527	0.565	تبادل
interchangeable	0.615	0.459	0.526	قابل للتبديل
interchanged	0.396	0.472	0.434	متبادل
intercom	0.623	0.429	0.453	الاتصال الداخلي
intercourse	0.551	0.608	0.557	الجماع
interdependence	0.608	0.618	0.639	الاعتماد المتبادل
interdependent	0.410	0.482	0.598	مترابط
interdiction	0.337	0.500	0.585	المنع
interest	0.780	0.667	0.618	فائدة
interested	0.750	0.529	0.725	يستفد
interesting	0.927	0.726	0.731	مثير للإعجاب
interface	0.643	0.357	0.600	واجهه المستخدم
interfere	0.323	0.714	0.471	تدخل
interference	0.396	0.736	0.357	التشوش
interferometer	0.510	0.510	0.517	مقياس التداخل
intergalactic	0.562	0.661	0.741	بين المجرات
interim	0.604	0.400	0.524	مؤقت
interior	0.618	0.157	0.462	الداخلية
interject	0.333	0.648	0.658	تدخل
interlocutory	0.490	0.500	0.527	تمهيدي
interlude	0.470	0.417	0.377	فاصل
intermediary	0.427	0.510	0.643	وسيط
intermediate	0.480	0.368	0.400	متوسط
interment	0.235	0.608	0.346	دفن
interminable	0.327	0.481	0.561	لا نهاية له
intermission	0.490	0.360	0.402	استراحة
intermittent	0.337	0.565	0.436	متقطع
intern	0.459	0.460	0.392	المتدرب
internal	0.439	0.349	0.423	داخلي
internally	0.615	0.400	0.616	داخليا
international	0.800	0.519	0.702	دولي
internet	0.760	0.462	0.755	إنترنت
internship	0.590	0.510	0.482	فترة تدريب
interoffice	0.439	0.375	0.556	بين المكاتب
interpolate	0.460	0.490	0.569	تحقق
interpolation	0.419	0.506	0.528	إقحام
interpret	0.646	0.625	0.673	ختم
interpretation	0.677	0.594	0.620	التفسير
interpreter	0.708	0.461	0.596	مترجم
interpretive	0.531	0.549	0.595	تفسيري
interrelated	0.615	0.469	0.592	مترابطة
interrogate	0.323	0.808	0.680	استجواب
interrogation	0.302	0.827	0.657	استجواب
interrupt	0.210	0.635	0.509	يقطع
interrupted	0.281	0.559	0.333	توقف
interrupting	0.146	0.593	0.509	المقاطعة
interruption	0.184	0.632	0.425	مقاطعة
interrupts	0.204	0.545	0.389	المقاطعات
intersect	0.521	0.510	0.480	تتقاطع
intersection	0.344	0.541	0.658	تداخل
interstate	0.520	0.443	0.600	الطريق السريع
interstellar	0.708	0.702	0.622	واقع بين النجوم
interstitial	0.333	0.471	0.534	خلالي
interval	0.510	0.284	0.400	فترة
intervene	0.520	0.677	0.768	تدخل
intervening	0.398	0.627	0.442	التدخل
intervention	0.388	0.696	0.689	تدخل قضائي
interview	0.573	0.770	0.619	مقابلة
interviewer	0.552	0.736	0.816	المحاور
interworking	0.552	0.587	0.691	العمل البيني
intestate	0.459	0.467	0.415	عديم الوصية
intestinal	0.357	0.531	0.370	معوي
intestine	0.343	0.450	0.380	الأمعاء
intestines	0.292	0.547	0.398	أمعاء
intimacy	0.857	0.802	0.558	ألفة
intimate	0.724	0.598	0.393	حَمِيم
intimately	0.806	0.573	0.590	متصل عاطفيا
intimation	0.406	0.673	0.500	التنبيه
intimidate	0.210	0.804	0.632	تخويف
intimidated	0.177	0.663	0.208	تخويف
intimidating	0.229	0.790	0.708	ترهب، تخوف
intimidation	0.177	0.791	0.644	التخويف
intolerable	0.146	0.660	0.439	لا يطاق
intolerance	0.052	0.704	0.520	تعصب
intolerant	0.135	0.676	0.509	غير متسامح
intonation	0.615	0.442	0.598	ترتيل
intoxicated	0.079	0.824	0.246	سكران
intoxicating	0.224	0.760	0.464	مسكر
intoxication	0.323	0.710	0.400	تسمم
intracranial	0.281	0.602	0.553	داخل القحف
intractable	0.154	0.694	0.302	مستعصية على الحل
intramural	0.490	0.464	0.447	داخل الجسد
intravenous	0.357	0.538	0.458	في الوريد
intrepid	0.753	0.696	0.637	شجاع
intricate	0.559	0.704	0.500	معقد
intrigue	0.362	0.830	0.327	دسيسة
intriguing	0.422	0.713	0.462	مثيرة للاهتمام
intrinsic	0.406	0.471	0.526	حقيقي
intrinsically	0.459	0.382	0.538	جوهريا
intro	0.510	0.331	0.657	مقدمة
introduce	0.592	0.559	0.648	تقديم
introduction	0.612	0.413	0.640	المقدمة
introductory	0.635	0.368	0.593	استهلالي
introspection	0.603	0.337	0.575	استبطان - سبر غور
introspective	0.552	0.360	0.471	الاستبطان
intrude	0.058	0.735	0.480	تطفل
intruder	0.146	0.740	0.324	دخيل
intrusion	0.293	0.641	0.670	التدخل
intrusive	0.461	0.607	0.538	تطفلي
intubation	0.276	0.598	0.526	إدخال أنبوب
intuition	0.857	0.508	0.602	البديهة
intuitive	0.771	0.573	0.690	حدسي
intuitively	0.670	0.561	0.648	حدسي
inundation	0.177	0.780	0.455	غمر
invade	0.408	0.892	0.714	غزو
invader	0.200	0.827	0.618	الغازي
invalid	0.180	0.330	0.255	غير صالحة
invalidate	0.315	0.480	0.397	يبطل
invalidation	0.181	0.490	0.278	إبطال
invalidity	0.186	0.394	0.158	بطلان
invaluable	0.740	0.500	0.745	لا يقدر بثمن
invariably	0.458	0.365	0.550	بثبات
invasion	0.271	0.843	0.808	غزو
invasive	0.194	0.730	0.598	المجتاحة
invent	0.719	0.689	0.833	يخترع
invention	0.714	0.577	0.811	اختراع
inventive	0.780	0.627	0.721	إبداعي
inventor	0.781	0.667	0.847	مخترع
inventory	0.594	0.463	0.490	المخزون
inverse	0.459	0.337	0.319	معكوس
inversely	0.286	0.418	0.351	عكسيا
inversion	0.602	0.630	0.772	انعكاس
invert	0.510	0.585	0.706	عكس
inverted	0.310	0.471	0.357	معكوسة
invest	0.650	0.663	0.682	يستثمر
investigate	0.640	0.500	0.781	التحقيق
investigation	0.531	0.592	0.820	تحقيق
investigative	0.562	0.600	0.704	استقصائي
investigator	0.615	0.509	0.779	محقق
investment	0.720	0.592	0.745	استثمار
investor	0.794	0.655	0.791	المستثمر
invidious	0.112	0.650	0.364	الحسد
invigorate	0.821	0.798	0.831	تنشيط
invincible	0.867	0.853	0.914	لا يقهر
invisibility	0.438	0.461	0.382	الخفاء
invisible	0.417	0.345	0.412	غير مرئى
invitation	0.802	0.549	0.647	دعوة
invite	0.745	0.655	0.611	يدعو
inviting	0.938	0.571	0.538	دعوة
invocation	0.430	0.620	0.673	استدعاء
invoice	0.480	0.380	0.474	فاتورة
invoke	0.583	0.740	0.579	يستحضر
involuntary	0.354	0.490	0.231	غير طوعي
involution	0.296	0.420	0.407	الالتفاف
involve	0.694	0.490	0.728	تنطوي
involvement	0.760	0.620	0.696	تورط
invulnerable	0.552	0.683	0.745	منيع
inwards	0.490	0.385	0.438	إلى الداخل
iodine	0.390	0.265	0.333	اليود
ion	0.429	0.330	0.408	أيون
iota	0.344	0.385	0.314	ذرة
irate	0.188	0.852	0.474	غاضب
ire	0.198	0.740	0.575	غضب
iridescent	0.602	0.588	0.539	قزحي الألوان
iris	0.708	0.275	0.380	قزحية
irked	0.164	0.791	0.353	منزعج
irks	0.276	0.781	0.339	يزعج
iron	0.448	0.351	0.679	حديد
ironclad	0.561	0.648	0.679	مدرع
ironic	0.435	0.550	0.500	ساخر
irons	0.531	0.441	0.625	مكاوي
irony	0.390	0.587	0.508	سخرية
irradiation	0.385	0.736	0.509	تشعيع
irrational	0.125	0.648	0.394	غير منطقي
irrationality	0.198	0.735	0.361	اللاعقلانية
irreconcilable	0.146	0.667	0.375	لا يمكن التوفيق بينها
irreducible	0.296	0.455	0.569	غير القابل للاختزال
irrefutable	0.496	0.549	0.716	لا يقبل الجدل
irregular	0.312	0.548	0.321	غير عادي
irregularity	0.104	0.647	0.306	مخالفة
irregularly	0.292	0.565	0.397	بشكل غير منتظم
irrelevant	0.138	0.311	0.296	عَرَضِيّ
irreparable	0.061	0.530	0.430	لا يمكن إصلاحه
irreplaceable	0.479	0.580	0.833	لا يمكن الاستغناء عنه
irrepressible	0.512	0.566	0.745	متعذر كبته
irresistible	0.823	0.833	0.839	لا يقاوم
irrespective	0.497	0.538	0.745	بغض النظر
irresponsible	0.177	0.680	0.241	غير مسؤول
irreverent	0.191	0.694	0.634	غير موقر
irreversible	0.170	0.541	0.667	لا رجعة فيه
irrevocable	0.296	0.560	0.712	غير قابل للإلغاء
irrigate	0.272	0.458	0.490	ري
irrigation	0.259	0.426	0.426	الري
irritability	0.146	0.853	0.283	التهيج
irritable	0.112	0.952	0.462	سريع الانفعال
irritate	0.167	0.890	0.368	يزعج
irritated	0.210	0.816	0.281	منزعج
irritates	0.173	0.810	0.295	يزعج
irritating	0.104	0.912	0.393	مزعج
irritation	0.073	0.833	0.496	تهيج
island	0.745	0.347	0.432	جزيرة
isle	0.667	0.390	0.443	جزيرة
islet	0.612	0.314	0.367	جزيرة
isolate	0.235	0.422	0.336	عزل
isolated	0.221	0.356	0.255	معزول
isolation	0.198	0.338	0.339	عزل
isomorphism	0.448	0.361	0.481	تماثل
isothermal	0.459	0.491	0.500	متحاور
isotope	0.429	0.404	0.407	النظير
issue	0.316	0.819	0.351	القضية
itch	0.319	0.610	0.465	حكة
itching	0.208	0.690	0.300	متلهف، متشوق
itchy	0.334	0.726	0.296	مسبب للحكة
item	0.594	0.270	0.465	العنصر
itemize	0.459	0.527	0.518	فصل
items	0.542	0.401	0.434	العناصر
iterate	0.449	0.460	0.440	أعاد
iteration	0.531	0.449	0.486	تكرار
iterative	0.429	0.420	0.500	ترابطي
itinerant	0.449	0.545	0.439	متجول
itinerary	0.551	0.550	0.454	مسار الرحلة
ivory	0.625	0.235	0.566	عاج
jab	0.385	0.519	0.482	ضربة بالكوع
jabber	0.417	0.506	0.342	جابر
jack	0.487	0.450	0.441	جاك
jackal	0.333	0.582	0.436	ابن آوى
jackass	0.188	0.692	0.279	حمار
jacket	0.656	0.302	0.382	السترة
jackhammer	0.199	0.690	0.519	آلة ثقب الصخور
jackpot	0.950	0.750	0.786	الفوز بالجائزة الكبرى
jackrabbit	0.625	0.379	0.344	جاكرابيت
jacks	0.490	0.400	0.505	الرافعات
jade	0.604	0.410	0.455	يشم
jaded	0.255	0.560	0.400	منهك
jag	0.408	0.440	0.427	جاج
jagged	0.082	0.462	0.213	مسنن
jaguar	0.559	0.710	0.654	جاكوار
jail	0.094	0.898	0.480	سجن
jailbird	0.240	0.567	0.473	جيلبيرد
jailbreak	0.354	0.629	0.471	الهروب من السجن
jailer	0.194	0.630	0.632	سجان
jailhouse	0.104	0.887	0.430	السجن
jalopy	0.396	0.436	0.337	سيارة بالية
jam	0.510	0.548	0.318	مربى
jamboree	0.602	0.625	0.351	المخيم
jammed	0.235	0.817	0.411	تشويش
jammer	0.417	0.540	0.491	التشويش
janitor	0.510	0.350	0.527	بواب
janitorial	0.490	0.373	0.481	الحراسة
japan	0.667	0.482	0.580	اليابان
jar	0.430	0.346	0.318	إناء
jargon	0.333	0.548	0.404	المصطلحات
jarhead	0.408	0.530	0.464	جارهيد
jarring	0.210	0.673	0.309	التنافر
jasmine	0.765	0.230	0.286	الياسمين
jasper	0.480	0.425	0.402	يشب
jaundice	0.214	0.480	0.355	اليرقان
jaunt	0.808	0.451	0.500	رحلة قصيرة
java	0.459	0.321	0.343	جافا
javelin	0.385	0.481	0.465	الرمح
jaw	0.500	0.510	0.420	فك
jawbone	0.468	0.413	0.342	عظم الفك
jaws	0.385	0.528	0.455	فكي
jay	0.531	0.408	0.389	جاي
jazz	0.677	0.362	0.450	موسيقى الجاز
jazzy	0.725	0.431	0.389	جازي
jealous	0.173	0.855	0.345	غيور
jealousy	0.146	0.783	0.481	الغيرة
jean	0.602	0.444	0.364	جان
jeans	0.622	0.324	0.371	جينز
jeep	0.602	0.510	0.612	جيب
jeering	0.266	0.792	0.380	تهكم
jelly	0.651	0.294	0.256	هلام
jellybean	0.592	0.406	0.399	هلام الفول
jellyfish	0.531	0.567	0.377	قناديل البحر
jenny	0.542	0.406	0.407	جيني
jeopardize	0.260	0.877	0.582	يعرض للخطر
jeopardy	0.129	0.908	0.536	خطر
jerk	0.194	0.630	0.238	أحمق
jerks	0.214	0.788	0.395	الحمقى
jerky	0.233	0.538	0.358	متشنج
jersey	0.594	0.317	0.411	جيرسي
jest	0.520	0.736	0.222	دعابة
jester	0.388	0.670	0.264	مهرج
jesus	0.800	0.400	0.620	يسوع
jet	0.612	0.721	0.606	طائرة نفاثة
jetty	0.602	0.480	0.453	رصيف
jewel	0.827	0.588	0.625	جوهرة
jeweler	0.760	0.482	0.500	الجواهري
jewelry	0.823	0.569	0.597	مجوهرات
jib	0.406	0.420	0.413	ذراع
jiff	0.576	0.404	0.349	جيف
jiffy	0.410	0.444	0.380	لمح البصر
jig	0.531	0.396	0.357	تهزهز
jiggle	0.592	0.673	0.518	تهزهز
jigsaw	0.594	0.582	0.519	بانوراما
jihad	0.323	0.660	0.444	الجهاد
jimmy	0.579	0.321	0.311	جيمي
jingle	0.635	0.500	0.424	نغمة
jinx	0.337	0.582	0.373	نحس
jitters	0.224	0.918	0.192	التوتر
jittery	0.344	0.856	0.255	غاضب
jive	0.561	0.551	0.373	جيف
job	0.694	0.541	0.717	مهنة
jobinterview	0.684	0.837	0.723	مقابلة عمل
jock	0.592	0.656	0.473	جوك
