English Word	Valence	Arousal	Dominance	Swahili Word
nutritional	0.812	0.406	0.676	lishe
nutritious	0.833	0.337	0.655	yenye lishe
nutritive	0.875	0.422	0.667	yenye lishe
nuts	0.594	0.250	0.291	karanga
nutshell	0.458	0.407	0.310	kwa ufupi
nutty	0.444	0.317	0.271	nati
nylon	0.490	0.304	0.295	nailoni
nylong	0.439	0.248	0.351	nailoni
nylons	0.556	0.379	0.320	nailoni
nymph	0.542	0.529	0.472	nymph
nymphomaniac	0.398	0.894	0.536	nymphomaniac
oaf	0.344	0.357	0.330	oafu
oak	0.583	0.245	0.536	mwaloni
oar	0.469	0.392	0.316	kasia
oasis	0.796	0.283	0.429	oasis
oat	0.622	0.170	0.298	oat
oath	0.543	0.615	0.824	kiapo
oatmeal	0.592	0.192	0.241	oatmeal
obedience	0.765	0.287	0.536	Utiifu
obedient	0.800	0.179	0.518	mtiifu
obediently	0.802	0.304	0.577	kwa utii
obelisk	0.604	0.408	0.596	obelisk
obese	0.133	0.427	0.250	feta
obesity	0.215	0.370	0.328	fetma
obey	0.677	0.433	0.533	kutii
obi	0.469	0.442	0.414	obi
obit	0.410	0.464	0.393	obit
obituary	0.188	0.330	0.423	maiti
object	0.531	0.356	0.375	kitu
objection	0.347	0.592	0.709	pingamizi
objectionable	0.459	0.382	0.558	pingamizi
objective	0.724	0.337	0.736	lengo
objectivity	0.765	0.431	0.711	lengo
obligation	0.222	0.596	0.718	wajibu
obligatory	0.337	0.571	0.780	wajibu
oblige	0.281	0.770	0.614	lazima
obliged	0.327	0.680	0.411	wajibu
obliging	0.740	0.402	0.545	kulazimisha
obligor	0.302	0.600	0.360	wajibu
oblique	0.438	0.347	0.455	oblique
obliterate	0.250	0.539	0.569	futa
obliterated	0.240	0.469	0.344	kufutwa
obliteration	0.177	0.622	0.397	kufutwa
oblivion	0.153	0.330	0.282	usahaulifu
oblivious	0.229	0.388	0.355	kutojali
oblong	0.561	0.455	0.370	mviringo
obnoxious	0.088	0.602	0.256	ya kuchukiza
oboe	0.510	0.340	0.392	oboe
obscene	0.050	0.745	0.348	uchafu
obscenity	0.083	0.843	0.418	uchafu
obscure	0.370	0.551	0.278	kuficha
obscured	0.115	0.356	0.298	kufichwa
obscurity	0.208	0.392	0.380	kutojulikana
observance	0.531	0.315	0.632	maadhimisho
observant	0.740	0.422	0.708	mwangalifu
observation	0.633	0.433	0.667	uchunguzi
observatory	0.643	0.324	0.731	uchunguzi
observe	0.771	0.390	0.360	tazama
observer	0.663	0.363	0.603	mwangalizi
observing	0.583	0.400	0.685	kutazama
obsess	0.112	0.846	0.509	wasiwasi
obsessed	0.219	0.840	0.439	obsessed
obsessing	0.173	0.773	0.698	kuzingatia
obsession	0.229	0.847	0.571	obsession
obsessive	0.219	0.823	0.480	obsessive
obsolescence	0.250	0.431	0.377	kuchakaa
obsolete	0.337	0.321	0.250	kizamani
obstacle	0.204	0.708	0.336	kikwazo
obstetrician	0.521	0.636	0.604	daktari wa uzazi
obstetrics	0.530	0.582	0.564	uzazi
obstinate	0.146	0.696	0.562	ukaidi
obstruct	0.115	0.660	0.458	Kuzuia
obstruction	0.125	0.742	0.491	kizuizi
obstructive	0.204	0.650	0.613	pingamizi
obtain	0.760	0.438	0.731	kupata
obtainable	0.677	0.327	0.702	kupatikana
obtuse	0.281	0.460	0.345	butu
obverse	0.470	0.394	0.464	kinyume
obvious	0.625	0.336	0.585	dhahiri
ocarina	0.541	0.392	0.366	ocarina
occasion	0.700	0.451	0.398	tukio
occasional	0.490	0.298	0.387	Mara kwa mara
occasionally	0.538	0.240	0.264	mara kwa mara
occipital	0.398	0.408	0.518	oksipitali
occlusion	0.306	0.439	0.442	kuziba
occult	0.292	0.382	0.406	uchawi
occupancy	0.625	0.471	0.721	kukaa
occupant	0.500	0.417	0.483	mkaaji
occupation	0.562	0.470	0.692	kazi
occupational	0.583	0.469	0.596	kazini
occupied	0.337	0.546	0.441	iliyochukuliwa
occupier	0.427	0.438	0.600	mkaaji
occupy	0.396	0.520	0.589	kuchukua
occupying	0.573	0.462	0.519	kumiliki
occur	0.451	0.561	0.510	kutokea
occurrence	0.573	0.690	0.541	tukio
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	Bahari
oceanic	0.740	0.317	0.632	baharini
octagon	0.602	0.349	0.462	oktagoni
octave	0.438	0.380	0.482	oktava
octopus	0.713	0.378	0.411	pweza
ocular	0.418	0.370	0.400	macho
odd	0.265	0.337	0.302	isiyo ya kawaida
oddball	0.316	0.360	0.357	isiyo ya kawaida
oddity	0.312	0.557	0.386	isiyo ya kawaida
odds	0.500	0.472	0.680	tabia mbaya
ode	0.604	0.269	0.519	ode
odious	0.235	0.708	0.235	yenye kuchukiza
odometer	0.367	0.470	0.388	odometer
odor	0.337	0.363	0.404	harufu
odyssey	0.622	0.692	0.710	odyssey
oedipal	0.312	0.575	0.509	oedipali
oestrogen	0.521	0.608	0.561	estrojeni
oeuvre	0.653	0.484	0.598	oeuvre
offal	0.302	0.470	0.302	offal
offence	0.312	0.798	0.446	kosa
offend	0.094	0.804	0.333	kukera
offended	0.188	0.690	0.337	kuchukizwa
offender	0.104	0.851	0.537	mkosaji
offense	0.230	0.765	0.510	kosa
offensive	0.135	0.882	0.600	kukera
offer	0.750	0.745	0.596	kutoa
offered	0.582	0.490	0.544	inayotolewa
offering	0.688	0.462	0.585	sadaka
offhand	0.388	0.500	0.368	mbali
office	0.427	0.302	0.509	ofisi
officer	0.542	0.430	0.877	afisa
offices	0.469	0.312	0.534	ofisi
official	0.646	0.565	0.833	rasmi
officiate	0.688	0.453	0.704	simamia
offing	0.490	0.412	0.447	kuondoka
offload	0.479	0.444	0.525	pakua
offset	0.719	0.394	0.704	kukabiliana
offshoot	0.517	0.330	0.361	chipukizi
offshore	0.417	0.484	0.441	baharini
offside	0.323	0.519	0.443	kuotea
offspring	0.656	0.435	0.600	uzao
oft	0.500	0.308	0.474	mara nyingi
oftentimes	0.571	0.500	0.482	mara nyingi
ogre	0.135	0.698	0.510	zimwi
ohdear	0.458	0.519	0.442	ohdear
ohgod	0.500	0.557	0.439	Mungu wangu
ohno	0.396	0.475	0.380	ohno
ohshit	0.230	0.594	0.343	ohshit
oil	0.521	0.278	0.306	mafuta
oils	0.459	0.229	0.391	mafuta
oily	0.276	0.533	0.385	mafuta
oink	0.500	0.450	0.289	oin
ointment	0.438	0.271	0.398	marashi
okra	0.469	0.400	0.362	bamia
olden	0.284	0.213	0.425	mzee
oldie	0.363	0.363	0.342	mzee
oldies	0.438	0.300	0.412	wazee
olfactory	0.602	0.409	0.452	kunusa
oligarchy	0.327	0.567	0.741	oligarchy
olive	0.571	0.231	0.406	mzeituni
omega	0.529	0.337	0.526	omega
omelet	0.708	0.323	0.315	kimanda
omen	0.390	0.657	0.583	ishara
omgomgomg	0.490	0.551	0.358	mzima
ominous	0.255	0.730	0.510	ya kutisha
omission	0.367	0.333	0.275	kutokuwepo
omit	0.330	0.265	0.451	acha
omitted	0.260	0.235	0.211	imeachwa
omnibus	0.490	0.410	0.473	mabasi yote
omnipotence	0.667	0.793	0.866	muweza wa yote
omnipotent	0.719	0.679	0.919	muweza wa yote
omnipresent	0.688	0.452	0.825	kila mahali
omniscient	0.656	0.334	0.778	mwenye kujua yote
onboard	0.612	0.451	0.491	ndani
oncologist	0.260	0.654	0.640	daktari wa saratani
oncology	0.204	0.424	0.500	onkolojia
oncoming	0.594	0.625	0.773	inayokuja
one	0.542	0.292	0.370	moja
oneday	0.667	0.245	0.374	siku moja
onedge	0.479	0.552	0.400	ukingo mmoja
onelove	0.816	0.577	0.541	upendo mmoja
oneness	0.745	0.272	0.720	umoja
onerous	0.500	0.480	0.462	kuchosha
oneself	0.660	0.337	0.483	mwenyewe
ongoing	0.674	0.484	0.556	inayoendelea
onion	0.378	0.367	0.382	kitunguu
onset	0.673	0.497	0.500	mwanzo
onslaught	0.198	0.939	0.717	mashambulizi
onstage	0.719	0.673	0.583	jukwaani
ontology	0.510	0.450	0.518	ontolojia
onus	0.562	0.520	0.769	wajibu
onward	0.667	0.538	0.741	kuendelea
onyx	0.571	0.461	0.380	onyx
oodles	0.490	0.374	0.446	oodles
oomph	0.449	0.613	0.315	oomph
ooze	0.344	0.577	0.333	oze
oozing	0.238	0.515	0.427	ikitoka
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	uwazi
opal	0.623	0.479	0.379	opal
opaque	0.344	0.265	0.342	isiyo wazi
ope	0.375	0.380	0.395	ope
open	0.620	0.480	0.569	wazi
opener	0.584	0.526	0.377	kopo
opening	0.667	0.510	0.620	ufunguzi
openly	0.603	0.388	0.553	kwa uwazi
openness	0.837	0.561	0.667	uwazi
opera	0.714	0.500	0.483	opera
operate	0.582	0.690	0.691	fanya kazi
operatic	0.375	0.452	0.627	ya uendeshaji
operation	0.475	0.611	0.755	operesheni
operational	0.562	0.570	0.679	inayofanya kazi
operations	0.480	0.549	0.798	shughuli
operative	0.541	0.635	0.718	fanya kazi
operator	0.612	0.630	0.726	mwendeshaji
ophthalmic	0.427	0.385	0.444	macho
ophthalmologist	0.552	0.389	0.491	daktari wa macho
opiate	0.281	0.594	0.598	opiamu
opinion	0.594	0.482	0.638	maoni
opinionated	0.156	0.800	0.491	mwenye maoni
opium	0.276	0.490	0.333	kasumba
opponent	0.080	0.741	0.716	mpinzani
opportune	0.796	0.538	0.767	fursa
opportunism	0.571	0.752	0.673	fursa
opportunity	0.938	0.745	0.833	fursa
oppose	0.431	0.800	0.473	kupinga
opposed	0.092	0.460	0.606	kupinga
opposing	0.188	0.660	0.518	kupinga
opposite	0.235	0.545	0.408	kinyume
opposites	0.281	0.518	0.462	kinyume
opposition	0.135	0.729	0.592	upinzani
oppress	0.186	0.654	0.555	kudhulumu
oppressed	0.119	0.640	0.259	kudhulumiwa
oppression	0.080	0.673	0.615	ukandamizaji
oppressive	0.276	0.590	0.667	dhuluma
oppressor	0.160	0.776	0.629	dhalimu
ops	0.417	0.550	0.528	os
opt	0.510	0.471	0.345	kuchagua
optic	0.663	0.384	0.594	macho
optical	0.677	0.311	0.542	macho
optics	0.562	0.286	0.580	macho
optimism	0.949	0.565	0.814	matumaini
optimist	0.875	0.539	0.787	mwenye matumaini
optimistic	0.979	0.580	0.821	mwenye matumaini
optimum	0.892	0.469	0.808	bora zaidi
option	0.512	0.427	0.359	chaguo
optional	0.755	0.350	0.440	hiari
optionally	0.365	0.405	0.481	kwa hiari
options	0.622	0.327	0.473	chaguzi
optometrist	0.446	0.455	0.668	daktari wa macho
opulence	0.620	0.615	0.648	utajiri
opulent	0.562	0.660	0.660	mwenye neema
opus	0.458	0.368	0.391	opus
oracle	0.552	0.531	0.670	chumba cha ndani
oral	0.530	0.448	0.375	kwa mdomo
orange	0.646	0.132	0.296	machungwa
orange juice	0.719	0.343	0.445	maji ya machungwa
orangutan	0.430	0.560	0.471	orangutan
oration	0.646	0.315	0.683	hotuba
orator	0.667	0.375	0.682	mzungumzaji
oratory	0.602	0.472	0.693	wa kuongea
orb	0.463	0.370	0.444	orb
orbit	0.561	0.422	0.575	obiti
orbital	0.458	0.451	0.559	obiti
orbiting	0.520	0.643	0.554	inayozunguka
orbs	0.469	0.355	0.482	orbs
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	bustani
orchestra	0.708	0.500	0.664	orchestra
orchid	0.840	0.345	0.382	orchid
ordained	0.735	0.409	0.731	aliyeteuliwa
ordeal	0.344	0.539	0.529	shida
order	0.780	0.295	0.814	agizo
orderly	0.844	0.240	0.661	kwa utaratibu
ordinance	0.615	0.452	0.776	agizo
ordinary	0.375	0.312	0.286	kawaida
ordination	0.688	0.490	0.765	kuwekwa wakfu
ordnance	0.354	0.825	0.679	amri
ore	0.500	0.333	0.356	madini
oregano	0.596	0.327	0.250	oregano
organ	0.510	0.469	0.538	chombo
organic	0.719	0.343	0.535	kikaboni
organism	0.457	0.559	0.800	viumbe
organist	0.740	0.469	0.669	mtaalamu wa viungo
organization	0.810	0.535	0.851	shirika
organize	0.802	0.655	0.781	panga
organized	0.816	0.337	0.746	iliyopangwa
organizer	0.604	0.577	0.846	mratibu
orgasm	0.844	0.863	0.676	orgasm
orgies	0.388	0.953	0.433	karamu
orgy	0.346	0.962	0.536	uzushi
orient	0.667	0.422	0.667	kuelekeza
oriental	0.592	0.409	0.598	mashariki
orientation	0.667	0.454	0.686	mwelekeo
orifice	0.448	0.355	0.443	orifice
origami	0.684	0.276	0.294	origami
origin	0.729	0.435	0.591	asili
original	0.765	0.480	0.746	asili
originality	0.898	0.500	0.824	uhalisi
originate	0.702	0.500	0.866	anzisha
origination	0.760	0.443	0.604	asili
originator	0.592	0.510	0.868	mwanzilishi
ornament	0.561	0.373	0.441	pambo
ornamental	0.663	0.392	0.460	mapambo
ornamentation	0.663	0.471	0.472	urembo
ornamented	0.677	0.350	0.490	kupambwa
ornate	0.812	0.356	0.500	mapambo
ornery	0.361	0.520	0.509	mbaya
orphan	0.133	0.388	0.140	yatima
orphanage	0.184	0.439	0.425	kituo cha watoto yatima
orphaned	0.062	0.430	0.228	yatima
orthodontist	0.469	0.615	0.564	daktari wa mifupa
orthodox	0.388	0.471	0.647	ya kiorthodoksi
orthodoxy	0.271	0.388	0.612	halisi
orthogonal	0.500	0.314	0.540	ya orthogonal
orthopedic	0.406	0.346	0.473	daktari wa mifupa
oscillate	0.449	0.580	0.397	oscillate
oscillating	0.469	0.548	0.402	inayozunguka
oscillation	0.562	0.433	0.431	oscillation
oscillatory	0.375	0.520	0.480	oscillatory
ostensible	0.542	0.549	0.585	inayoonekana
ostensibly	0.473	0.529	0.509	dhahiri
ostentatious	0.479	0.794	0.648	ya kujifanya
ostracized	0.115	0.690	0.377	kutengwa
ostrich	0.592	0.382	0.241	mbuni
other	0.472	0.230	0.259	nyingine
otter	0.439	0.216	0.339	otter
otto	0.427	0.425	0.404	otto
ottoman	0.531	0.337	0.444	ottoman
ought	0.438	0.511	0.434	lazima
ounce	0.531	0.255	0.288	wanzi
oust	0.296	0.716	0.444	ondoa
outage	0.306	0.684	0.438	kukatika
outback	0.500	0.324	0.430	maeneo ya nje
outbid	0.594	0.622	0.540	outbid
outboard	0.448	0.491	0.456	ubao wa nje
outbreak	0.260	0.632	0.472	mkurupuko
outburst	0.209	0.802	0.528	mlipuko
outcast	0.153	0.449	0.353	kufukuzwa
outcome	0.615	0.472	0.685	matokeo
outcry	0.271	0.773	0.718	kilio
outdated	0.167	0.236	0.226	imepitwa na wakati
outdo	0.771	0.750	0.873	nje
outdoor	0.814	0.256	0.447	nje
outdoors	0.781	0.444	0.453	nje
outer	0.552	0.471	0.456	nje
outfit	0.760	0.490	0.566	mavazi
outgoing	0.650	0.472	0.538	anayemaliza muda wake
outgrow	0.510	0.529	0.722	kukua nje
outgrowth	0.771	0.620	0.688	ukuaji
outhouse	0.281	0.519	0.255	nyumba ya nje
outing	0.771	0.672	0.634	kutoka nje
outlandish	0.448	0.737	0.657	ya kigeni
outlast	0.620	0.786	0.685	ya mwisho
outlaw	0.255	0.662	0.482	haramu
outlet	0.610	0.396	0.245	kituo
outline	0.542	0.365	0.509	muhtasari
outlines	0.656	0.402	0.651	muhtasari
outlive	0.565	0.769	0.724	kuishi nje
outlook	0.830	0.525	0.625	mtazamo
outlying	0.460	0.562	0.503	nje
outnumber	0.347	0.615	0.577	kuzidi idadi
outpatient	0.260	0.400	0.395	mgonjwa wa nje
outpost	0.635	0.571	0.675	kituo cha nje
outpouring	0.562	0.685	0.552	kumwaga
output	0.604	0.389	0.434	pato
outrage	0.060	0.689	0.542	hasira
outraged	0.156	0.696	0.538	hasira
outrageous	0.153	0.945	0.713	ya kukasirisha
outrank	0.653	0.643	0.817	cheo
outreach	0.540	0.462	0.672	uhamasishaji
outright	0.767	0.396	0.755	moja kwa moja
outrun	0.531	0.833	0.573	kukimbia
outset	0.750	0.500	0.582	mwanzo
outsider	0.398	0.549	0.447	mgeni
outskirts	0.474	0.519	0.312	nje kidogo
outsmart	0.673	0.657	0.864	mwerevu
outspoken	0.582	0.413	0.667	kusema wazi
outstanding	0.898	0.760	0.896	bora
outstretched	0.448	0.481	0.519	iliyonyooshwa
outward	0.449	0.439	0.365	nje
outwards	0.440	0.472	0.400	nje
outweigh	0.486	0.600	0.682	kuzidi
outwit	0.302	0.755	0.356	ujanja
oval	0.417	0.280	0.330	mviringo
ovary	0.469	0.399	0.280	ovari
ovate	0.385	0.286	0.368	ovate
ovation	0.719	0.758	0.750	ovation
oven	0.583	0.425	0.606	tanuri
overactive	0.667	0.885	0.592	kazi kupita kiasi
overall	0.583	0.370	0.670	kwa ujumla
overalls	0.500	0.392	0.373	ovaroli
overbearing	0.323	0.833	0.861	jabari
overburden	0.115	0.755	0.546	mzigo kupita kiasi
overcast	0.417	0.250	0.475	mawingu
overcharged	0.276	0.780	0.569	imetozwa kupita kiasi
overcoat	0.594	0.265	0.430	koti
overcome	0.719	0.689	0.848	kushinda
overcoming	0.842	0.765	0.855	kushinda
overcrowded	0.292	0.520	0.491	iliyojaa kupita kiasi
overdo	0.156	0.864	0.602	kupita kiasi
overdose	0.110	0.820	0.468	overdose
overdrive	0.303	0.715	0.732	kuendesha gari kupita kiasi
overdue	0.125	0.427	0.259	imechelewa
overestimate	0.367	0.796	0.444	kukadiria kupita kiasi
overestimated	0.344	0.646	0.527	imekadiriwa kupita kiasi
overflow	0.398	0.792	0.500	kufurika
overflowing	0.439	0.796	0.635	kufurika
overgrown	0.333	0.500	0.369	iliyokua
overgrowth	0.417	0.790	0.673	ukuaji kupita kiasi
overhanging	0.698	0.755	0.812	kupita kiasi
overhaul	0.500	0.651	0.491	ukarabati
overhead	0.344	0.700	0.538	juu
overhear	0.650	0.365	0.580	kusikia
overheated	0.250	0.598	0.547	joto kupita kiasi
overjoyed	0.908	0.708	0.755	mwenye furaha kupita kiasi
overkill	0.379	0.861	0.678	kupindukia
overlaid	0.620	0.610	0.676	iliyofunikwa
overlap	0.594	0.615	0.627	kuingiliana
overlapping	0.595	0.578	0.684	zinazopishana
overlay	0.564	0.596	0.749	funika
overload	0.381	0.690	0.652	mzigo kupita kiasi
overlook	0.292	0.418	0.415	sahau
overlord	0.750	0.755	0.932	bwana mkuu
overlying	0.500	0.519	0.691	kupita kiasi
overpaid	0.429	0.670	0.585	kulipwa kupita kiasi
overpass	0.562	0.561	0.565	kupita
overplayed	0.224	0.798	0.586	iliyochezwa kupita kiasi
overpower	0.448	0.859	0.783	nguvu kupita kiasi
overpowering	0.392	0.779	0.589	kuzidi nguvu
overpriced	0.271	0.556	0.472	bei ya juu
overprotective	0.448	0.673	0.741	kinga kupita kiasi
overrated	0.312	0.630	0.482	imezidiwa
overreact	0.306	0.912	0.471	kupindukia
override	0.316	0.491	0.529	kubatilisha
overriding	0.240	0.490	0.384	kupitisha
overrule	0.224	0.412	0.429	kupindua
overrun	0.271	0.764	0.598	kupindukia
oversee	0.541	0.649	0.778	simamia
overseer	0.552	0.520	0.873	mwangalizi
overshadow	0.333	0.549	0.654	kivuli
oversight	0.385	0.618	0.723	uangalizi
oversized	0.552	0.540	0.679	kupindukia
overslept	0.408	0.315	0.300	kulala kupita kiasi
overstate	0.281	0.779	0.635	kupita kiasi
overstock	0.344	0.592	0.589	wingi
overt	0.708	0.326	0.607	wazi
overtake	0.573	0.620	0.718	pita
overtaken	0.594	0.552	0.702	kupitwa
overthemoon	0.643	0.531	0.481	overthemoon
overthinker	0.430	0.606	0.552	mwenye kufikiria kupita kiasi
overthinking	0.408	0.761	0.525	kuwaza kupita kiasi
overthrow	0.260	0.868	0.620	kupindua
overtime	0.447	0.504	0.529	muda wa ziada
overtired	0.210	0.357	0.273	amechoka kupita kiasi
overture	0.490	0.402	0.491	kupindua
overturn	0.240	0.765	0.396	kupindua
overview	0.615	0.380	0.539	muhtasari
overweight	0.052	0.500	0.389	uzito kupita kiasi
overwhelm	0.250	0.823	0.462	kuzidiwa
overwhelmed	0.341	0.680	0.348	kuzidiwa
overwhelming	0.327	0.830	0.640	balaa
overworked	0.133	0.670	0.387	kazi kupita kiasi
overwrought	0.156	0.900	0.571	kupita kiasi
overzealous	0.427	0.804	0.703	mwenye bidii kupita kiasi
owe	0.500	0.429	0.386	deni
owing	0.396	0.307	0.381	deni
owl	0.520	0.270	0.321	bundi
owner	0.776	0.449	0.920	mmiliki
ownership	0.628	0.445	0.741	umiliki
ox	0.417	0.396	0.412	ng'ombe
oxidation	0.453	0.415	0.211	oxidation
oxide	0.354	0.377	0.298	oksidi
oxygen	0.908	0.310	0.575	oksijeni
oxymoron	0.427	0.481	0.398	oksimoroni
oyster	0.500	0.311	0.327	chaza
ozone	0.560	0.345	0.518	ozoni
pace	0.510	0.380	0.390	kasi
pacemaker	0.448	0.569	0.582	pacemaker
pacific	0.627	0.118	0.580	pacific
pacified	0.802	0.194	0.414	kutuliza
pacifier	0.615	0.342	0.356	pacifier
pacifist	0.663	0.153	0.557	pacifist
pacify	0.812	0.283	0.629	tuliza
pacing	0.583	0.551	0.491	pacing
pack	0.510	0.347	0.475	pakiti
package	0.571	0.433	0.443	kifurushi
packaging	0.604	0.393	0.549	ufungaji
packer	0.520	0.480	0.537	mpakizi
packet	0.582	0.385	0.407	pakiti
pact	0.442	0.444	0.593	mkataba
pad	0.684	0.279	0.330	pedi
padded	0.606	0.212	0.371	padded
padding	0.561	0.398	0.423	pedi
paddle	0.561	0.375	0.393	kasia
paddle boat	0.663	0.373	0.415	mashua ya paddle
paddock	0.480	0.429	0.481	pedi
paddy	0.653	0.330	0.330	mpunga
padlock	0.459	0.284	0.457	kufuli
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	paean
pagan	0.292	0.578	0.542	mpagani
paganism	0.240	0.640	0.411	upagani
page	0.677	0.224	0.278	ukurasa
pageant	0.719	0.667	0.651	mashindano
pager	0.510	0.526	0.554	paja
pagination	0.459	0.333	0.400	upagani
paging	0.542	0.398	0.423	paging
pagoda	0.571	0.259	0.435	pagoda
pail	0.448	0.177	0.188	ndoo
pain	0.012	0.765	0.395	maumivu
pained	0.112	0.500	0.250	maumivu
painful	0.050	0.742	0.330	chungu
painfully	0.156	0.720	0.407	kwa uchungu
painkiller	0.487	0.312	0.481	dawa ya kutuliza maumivu
painless	0.785	0.173	0.491	isiyo na uchungu
pains	0.106	0.673	0.362	maumivu
painstaking	0.396	0.335	0.386	yenye uchungu
paint	0.667	0.343	0.413	rangi
paintball	0.615	0.745	0.537	mpira wa rangi
paintbrush	0.714	0.226	0.353	mswaki
painted	0.667	0.333	0.424	ilipakwa rangi
painter	0.677	0.366	0.487	mchoraji
painting	0.792	0.324	0.333	uchoraji
pair	0.552	0.317	0.304	jozi
paisley	0.531	0.327	0.347	paisley
pajama	0.908	0.157	0.245	pajama
pajamas	0.719	0.170	0.264	pajama
pal	0.812	0.426	0.596	rafiki
palace	0.878	0.510	0.804	ikulu
palatable	0.823	0.500	0.594	yenye kupendeza
palate	0.625	0.350	0.358	kaakaa
pale	0.281	0.259	0.245	rangi
paleontology	0.438	0.308	0.617	paleontolojia
palette	0.590	0.333	0.205	palette
pall	0.277	0.387	0.394	wepesi
palladium	0.470	0.380	0.393	paladiamu
pallet	0.604	0.241	0.349	godoro
palliative	0.548	0.394	0.518	kutuliza
palm	0.531	0.194	0.340	mitende
palmer	0.480	0.269	0.413	kiganja
palomino	0.616	0.349	0.396	palomino
palpable	0.552	0.343	0.611	inayoeleweka
palpitations	0.417	0.702	0.528	mapigo ya moyo
palsy	0.083	0.446	0.221	kupooza
paltry	0.333	0.491	0.320	kidogo
pamper	0.792	0.321	0.348	pamper
pamphlet	0.530	0.250	0.327	kijitabu
pan	0.734	0.182	0.364	sufuria
panacea	0.420	0.427	0.613	tiba
panache	0.510	0.363	0.306	panache
pancake	0.802	0.274	0.364	chapati
pancakes	0.844	0.373	0.402	pancakes
pancreas	0.469	0.302	0.366	kongosho
panda	0.646	0.194	0.406	panda
pandemic	0.160	0.790	0.544	janga kubwa
pandemonium	0.229	0.885	0.500	pandemonium
pane	0.385	0.250	0.444	kidirisha
panel	0.469	0.321	0.425	paneli
pang	0.146	0.595	0.455	maumivu
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	wasiwasi
panicattack	0.255	0.724	0.386	hofu
panicked	0.100	0.949	0.260	hofu
panicking	0.094	0.882	0.333	hofu
panicky	0.284	0.962	0.393	mwenye hofu
panier	0.500	0.392	0.380	panya
panorama	0.719	0.402	0.625	panorama
panoramic	0.542	0.462	0.684	panoramiki
pansy	0.653	0.283	0.589	pansy
pant	0.448	0.463	0.409	suruali
pantheon	0.144	0.410	0.610	pantheon
panther	0.303	0.594	0.682	panther
panties	0.594	0.529	0.312	chupi
pantomime	0.552	0.481	0.385	pantomime
pantry	0.622	0.294	0.312	pantry
pants	0.673	0.320	0.333	suruali
panty	0.451	0.557	0.303	panty
pantyhose	0.570	0.539	0.250	pantyhose
pap	0.438	0.403	0.302	papa
papa	0.656	0.340	0.527	papa
papacy	0.481	0.263	0.553	upapa
papal	0.493	0.304	0.559	papa
papaya	0.630	0.306	0.300	papai
paper	0.520	0.123	0.293	karatasi
paperback	0.633	0.269	0.314	karatasi
paperboy	0.521	0.490	0.471	karatasi
paperweight	0.421	0.278	0.433	uzani wa karatasi
paperwork	0.448	0.355	0.422	makaratasi
paprika	0.417	0.250	0.264	paprika
papyrus	0.459	0.240	0.324	mafunjo
par	0.615	0.372	0.429	par
parable	0.479	0.357	0.525	mfano
parabola	0.542	0.413	0.620	parabola
parabolic	0.459	0.509	0.500	kimfano
parachute	0.562	0.787	0.564	parachuti
parade	0.792	0.685	0.509	gwaride
paradigm	0.573	0.429	0.779	dhana
paradise	0.875	0.540	0.796	paradiso
paradox	0.417	0.442	0.482	kitendawili
paradoxical	0.406	0.547	0.433	paradoxical
paraffin	0.426	0.291	0.343	mafuta ya taa
paragon	0.490	0.431	0.473	paragon
paragraph	0.510	0.164	0.269	aya
parakeet	0.576	0.387	0.227	parakeet
paralegal	0.479	0.470	0.519	mwanasheria
parallax	0.437	0.394	0.471	paralaksi
parallel	0.568	0.284	0.465	sambamba
parallelism	0.549	0.363	0.527	usambamba
paralysis	0.156	0.500	0.305	kupooza
paralyze	0.188	0.367	0.471	kupooza
paramedic	0.673	0.464	0.636	daktari wa dharura
paramedics	0.479	0.594	0.712	wahudumu wa afya
paramilitary	0.154	0.804	0.727	kijeshi
paramount	0.771	0.615	0.902	kuu
paranoia	0.146	0.841	0.407	paranoia
paranoid	0.122	0.918	0.364	mbishi
paranormal	0.167	0.814	0.560	isiyo ya kawaida
parapet	0.450	0.356	0.279	ukingo
paraphernalia	0.443	0.726	0.509	vifaa
paraphrase	0.500	0.375	0.444	fafanua
paraplegic	0.188	0.441	0.321	mlemavu wa miguu
parasite	0.092	0.442	0.324	vimelea
parasitic	0.037	0.600	0.364	vimelea
parasol	0.604	0.255	0.304	mwavuli
parcel	0.660	0.324	0.411	kifurushi
parcels	0.551	0.445	0.418	vifurushi
parched	0.250	0.235	0.255	iliyokauka
parchment	0.615	0.228	0.455	ngozi
pardon	0.552	0.413	0.542	msamaha
pare	0.500	0.356	0.309	pare
parenchyma	0.500	0.399	0.595	parenkaima
parent	0.812	0.357	0.860	mzazi
parentage	0.903	0.382	0.595	uzazi
parental	0.760	0.430	0.627	mzazi
parenthesis	0.510	0.255	0.380	mabano
parenthetical	0.490	0.327	0.391	mabano
parenthood	0.750	0.630	0.782	uzazi
parenting	0.812	0.520	0.676	uzazi
pariah	0.397	0.478	0.293	pariah
parietal	0.481	0.333	0.491	parietali
paring	0.429	0.441	0.324	paring
parish	0.698	0.354	0.582	parokia
