English Word	Valence	Arousal	Dominance	Polish Word
harper	0.417	0.454	0.435	harfiarka
harpoon	0.490	0.700	0.557	harpun
harpsichord	0.541	0.490	0.438	klawesyn
harrowing	0.209	0.810	0.474	wstrząsający
harry	0.520	0.409	0.390	złupić
harsh	0.250	0.650	0.623	szorstki
harshness	0.323	0.600	0.779	szorstkość
hart	0.643	0.389	0.447	jeleń
harvest	0.781	0.353	0.548	zbiór
hash	0.344	0.453	0.355	haszysz
hashish	0.370	0.570	0.358	haszysz
hassle	0.177	0.740	0.489	dokuczać
haste	0.378	0.745	0.500	pośpiech
hasten	0.571	0.750	0.618	przyśpieszyć
hastily	0.271	0.609	0.609	pochopnie
hasty	0.188	0.885	0.424	pochopny
hat	0.604	0.183	0.353	kapelusz
hatch	0.479	0.653	0.402	właz
hatchet	0.333	0.608	0.500	topór
hate	0.031	0.802	0.430	nienawidzić
hateeee	0.219	0.606	0.368	nienawistny
hateeveryone	0.041	0.840	0.429	Nienawidzę wszystkich
hateful	0.071	0.819	0.430	nienawistny
hater	0.052	0.702	0.422	nienawidzący
hateyou	0.125	0.735	0.464	Nienawidzę cię
hating	0.083	0.820	0.434	nienawidzący
hatred	0.037	0.847	0.424	nienawiść
haughty	0.240	0.708	0.588	wyniosły
haul	0.551	0.564	0.453	zaciąg
haulage	0.561	0.510	0.650	transport
haunt	0.288	0.676	0.576	nawiedzać
haunted	0.264	0.731	0.520	nawiedzany
have	0.757	0.389	0.593	mieć
haven	0.684	0.265	0.547	przystań
havoc	0.163	0.769	0.535	spustoszenie
haw	0.406	0.426	0.431	głóg
hawk	0.583	0.530	0.631	jastrząb
hawking	0.521	0.509	0.491	jastrzębia
hay	0.469	0.212	0.343	siano
haye	0.615	0.451	0.336	haj
hayride	0.561	0.521	0.464	jazda na sianie
haystack	0.552	0.292	0.331	stóg siana
haywire	0.358	0.545	0.430	pogmatwany
hazard	0.112	0.884	0.757	zaryzykować
hazardous	0.061	0.750	0.670	niebezpieczny
haze	0.427	0.327	0.217	mgła
hazmat	0.398	0.479	0.519	hazmat
hazy	0.450	0.433	0.230	mglisty
head	0.530	0.472	0.558	głowa
headache	0.168	0.755	0.273	ból głowy
headaches	0.104	0.720	0.259	bóle głowy
headband	0.670	0.469	0.527	Opaska
headdress	0.594	0.408	0.443	stroik
header	0.560	0.398	0.740	nagłówek
headgear	0.542	0.442	0.571	nakrycie głowy
heading	0.551	0.292	0.642	nagłówek
headland	0.574	0.551	0.430	cypel
headless	0.136	0.582	0.235	bezgłowy
headlight	0.592	0.343	0.393	reflektor
headline	0.630	0.241	0.685	nagłówek
headliner	0.500	0.490	0.625	podsufitka
headlock	0.448	0.538	0.560	blokada głowy
headlong	0.354	0.548	0.409	Na oślep
headmaster	0.604	0.564	0.865	dyrektor szkoły
headphones	0.600	0.357	0.336	słuchawki
headquarter	0.615	0.269	0.525	siedziba
headquarters	0.615	0.271	0.525	siedziba
headset	0.602	0.340	0.302	Zestaw słuchawkowy
headstone	0.240	0.378	0.349	nagrobek
headstrong	0.310	0.714	0.500	uparty
headway	0.823	0.464	0.745	postępy
heady	0.448	0.806	0.565	mocny
heal	0.765	0.245	0.556	leczyć
healer	0.863	0.378	0.741	uzdrowiciel
healing	0.750	0.452	0.585	gojenie : zdrowienie
health	0.935	0.427	0.551	zdrowie
healthcare	0.780	0.392	0.630	opieka zdrowotna
healthful	0.930	0.315	0.769	zdrowy
healthy	0.938	0.319	0.818	zdrowy
heap	0.582	0.510	0.474	sterta
hear	0.760	0.429	0.444	słyszeć
hearer	0.656	0.281	0.415	słuchacz
hearing	0.669	0.490	0.595	przesłuchanie
hearsay	0.288	0.623	0.333	pogłoska
hearse	0.177	0.490	0.324	karawan
heart	0.827	0.500	0.693	serce
heart disease	0.250	0.750	0.386	choroba serca
heartache	0.088	0.750	0.291	ból serca
heartattack	0.156	0.839	0.455	atak serca
heartbeat	0.750	0.698	0.585	bicie serca
heartbreak	0.208	0.610	0.245	złamanie serca
heartbreaker	0.265	0.685	0.580	łamacz serc
heartbreaking	0.146	0.811	0.423	bolesny
heartbroken	0.082	0.551	0.235	ze złamanym sercem
heartburn	0.143	0.613	0.398	zgaga
hearted	0.823	0.410	0.805	sercem
heartfelt	0.904	0.440	0.540	serdeczny
hearth	0.760	0.275	0.536	ognisko
heartily	0.927	0.531	0.664	serdecznie
heartland	0.812	0.510	0.675	serce
heartless	0.071	0.652	0.400	bez serca
hearts	0.948	0.592	0.634	kiery
heartsick	0.240	0.388	0.208	chore serce
heartworm	0.333	0.550	0.430	heartworm
hearty	0.760	0.684	0.792	serdeczny
heat	0.534	0.612	0.433	ciepło
heated	0.479	0.497	0.542	Ogrzewany
heater	0.500	0.573	0.538	podgrzewacz
heath	0.802	0.387	0.546	wrzosowisko
heathen	0.194	0.529	0.491	pogański
heather	0.500	0.352	0.407	wrzos
heating	0.647	0.491	0.537	ogrzewanie
heave	0.716	0.588	0.664	falowanie
heaven	0.896	0.385	0.600	niebo
heavenly	0.844	0.452	0.712	niebiański
heavens	0.806	0.273	0.683	niebiosa
heavily	0.542	0.679	0.814	ciężko
heaviness	0.219	0.549	0.318	ociężałość
heaving	0.201	0.843	0.491	falujący
heavy	0.250	0.454	0.600	ciężki
heavy metal	0.417	0.755	0.621	metal ciężki
heavyweight	0.429	0.578	0.713	waga ciężka
heck	0.240	0.728	0.560	cholera
hectares	0.570	0.250	0.471	hektarów
hectic	0.167	0.811	0.438	gorączkowy
hedge	0.604	0.602	0.569	żywopłot
hedgehog	0.458	0.491	0.377	jeż
hedonism	0.510	0.500	0.608	hedonizm
hee	0.430	0.433	0.312	hee
heed	0.750	0.490	0.569	zwracać uwagę
heel	0.480	0.350	0.385	obcas
heels	0.500	0.439	0.396	obcasy
heft	0.503	0.340	0.530	waga
hefty	0.550	0.654	0.745	mocny
hegemonic	0.462	0.519	0.558	hegemoniczny
heheh	0.625	0.510	0.278	hehe
heifer	0.439	0.443	0.321	jałówka
height	0.677	0.608	0.648	wzrost
heighten	0.755	0.622	0.765	podnieść
heightened	0.592	0.529	0.788	podwyższony
heinous	0.133	0.792	0.471	haniebny
heir	0.840	0.654	0.764	dziedzic
heiress	0.827	0.571	0.676	dziedziczka
heirloom	0.684	0.375	0.745	scheda
heirs	0.796	0.519	0.698	spadkobiercy
heist	0.184	0.850	0.645	napad
helical	0.379	0.429	0.468	śrubowaty
helicopter	0.714	0.806	0.617	śmigłowiec
helipad	0.780	0.637	0.573	lądowisko dla helikopterów
heliport	0.594	0.604	0.527	lądowisko dla helikopterów
helium	0.490	0.316	0.304	hel
helix	0.521	0.462	0.509	spirala
hell	0.020	0.918	0.565	piekło
hellfire	0.143	0.890	0.618	Hellfire
hellhole	0.200	0.615	0.421	piekielna dziura
hellish	0.125	0.860	0.545	piekielny
helm	0.511	0.450	0.615	hełm
helmet	0.573	0.327	0.402	kask
helmsman	0.490	0.441	0.647	sternik
help	0.673	0.471	0.460	Wsparcie
helper	0.704	0.438	0.567	pomocnik
helpful	0.816	0.337	0.705	pomocny
helpless	0.104	0.420	0.214	bezradny
helplessness	0.087	0.480	0.250	bezsilność
hem	0.562	0.283	0.291	brzeg
hematite	0.448	0.389	0.342	krwawień
hematoma	0.146	0.600	0.398	krwiak
hemi	0.510	0.363	0.342	hemi
hemisphere	0.531	0.367	0.598	półkula
hemispheric	0.562	0.449	0.603	półkulisty
hemlock	0.438	0.350	0.434	cykuta
hemoglobin	0.469	0.481	0.418	hemoglobina
hemorrhage	0.031	0.849	0.426	krwotok
hemorrhoids	0.133	0.702	0.304	hemoroidy
hemostat	0.388	0.442	0.464	hemostat
hemp	0.469	0.439	0.422	konopie
hen	0.385	0.276	0.241	kura
henceforth	0.527	0.404	0.466	odtąd
henhouse	0.500	0.577	0.414	kurnik
hepatitis	0.055	0.596	0.358	zapalenie wątroby
herald	0.643	0.382	0.500	zwiastować
heraldry	0.550	0.520	0.607	heraldyka
herb	0.643	0.418	0.353	ziele
herbaceous	0.560	0.220	0.310	zielny
herbal	0.592	0.255	0.390	zielarski
herbarium	0.602	0.188	0.327	zielnik
herbs	0.620	0.299	0.308	zioła
herd	0.592	0.500	0.474	stado
hereditary	0.531	0.600	0.737	dziedziczny
heredity	0.704	0.445	0.818	dziedziczność
heresy	0.265	0.765	0.443	herezja
heretic	0.090	0.710	0.447	heretyk
heretical	0.229	0.630	0.487	heretycki
heretofore	0.479	0.388	0.385	dotychczas
hereunto	0.500	0.225	0.333	niniejszym
herewith	0.450	0.360	0.415	z niniejszym
heritage	0.842	0.512	0.815	dziedzictwo
hermaphrodite	0.480	0.684	0.481	hermafrodyta
hermeneutics	0.406	0.577	0.562	hermeneutyka
hermit	0.271	0.337	0.351	pustelnik
hernia	0.146	0.486	0.223	przepuklina
hero	0.940	0.806	0.881	bohater
heroic	0.890	0.770	0.912	heroiczny
heroics	0.865	0.673	0.894	bohaterstwo
heroin	0.276	0.843	0.655	heroina
heroine	0.729	0.755	0.833	bohaterka
heroism	0.844	0.802	0.898	bohaterstwo
herpes	0.110	0.600	0.309	opryszczka
herpesvirus	0.219	0.558	0.435	herpeswirus
herring	0.531	0.387	0.422	śledź
hertz	0.396	0.417	0.506	herc
hesitant	0.333	0.542	0.321	niezdecydowany
hesitate	0.459	0.548	0.232	wahać się
hesitating	0.265	0.528	0.240	wahanie
hesitation	0.286	0.396	0.217	wahanie
hetero	0.589	0.405	0.435	hetero
heterogeneity	0.439	0.450	0.556	niejednorodność
hew	0.417	0.470	0.377	rąbać
hex	0.410	0.510	0.363	klątwa
hexagon	0.542	0.226	0.425	sześciokąt
heyday	0.646	0.680	0.673	szczyt
hiatus	0.479	0.294	0.352	hiatus
hibernate	0.500	0.317	0.431	hibernować
hibernation	0.469	0.245	0.384	hibernacja
hiccup	0.271	0.549	0.240	czkawka
hick	0.357	0.442	0.314	chłop
hickey	0.448	0.529	0.345	malinka
hickory	0.520	0.490	0.415	amerykański orzech biały
hidden	0.208	0.430	0.327	ukryty
hide	0.438	0.510	0.218	ukryć
hideaway	0.448	0.481	0.360	schronienie
hideous	0.091	0.750	0.328	ohydny
hideout	0.337	0.443	0.302	kryjówka
hiding	0.250	0.567	0.364	ukrywanie
hierarchical	0.521	0.620	0.939	hierarchiczny
hierarchy	0.583	0.722	0.902	hierarchia
hieroglyphics	0.479	0.325	0.509	hieroglify
high	0.684	0.510	0.614	wysoki
high heels	0.646	0.528	0.429	wysokie obcasy
highball	0.656	0.520	0.481	cocktail whisky z sodą
higher	0.866	0.528	0.713	wyższy
highest	0.771	0.640	0.710	najwyższy
highland	0.615	0.481	0.611	średniogórze
highlands	0.735	0.431	0.596	wyżyny
highlight	0.844	0.637	0.882	atrakcja
highness	0.740	0.670	0.931	wygórowanie
hight	0.667	0.637	0.645	wysokość
hightail	0.448	0.480	0.481	wysoki ogon
highway	0.640	0.583	0.425	Autostrada
hijack	0.042	0.908	0.594	uprowadzać
hijacker	0.104	0.953	0.683	porywacz samolotu
hike	0.615	0.442	0.538	wycieczka
hiker	0.694	0.802	0.644	turysta
hiking	0.820	0.843	0.670	wędrówki
hiking boot	0.657	0.353	0.446	but do wędrówek
hilarious	0.750	0.640	0.537	zabawny
hilarity	0.745	0.480	0.575	wesołość
hill	0.615	0.353	0.518	wzgórze
hillside	0.625	0.292	0.458	stok
hilltop	0.688	0.643	0.787	szczyt wzgórza
hilly	0.643	0.479	0.603	pagórkowaty
hilt	0.396	0.650	0.537	rękojeść
hind	0.483	0.644	0.337	łania
hinder	0.276	0.537	0.470	utrudniać
hindering	0.260	0.654	0.435	przeszkadzać
hindrance	0.135	0.545	0.473	przeszkoda
hindsight	0.333	0.431	0.532	celownik
hinge	0.458	0.292	0.417	zawias
hint	0.602	0.330	0.517	wskazówka
hinterland	0.530	0.520	0.457	głąb kraju
hip	0.448	0.415	0.345	biodro
hip hop	0.740	0.714	0.484	hip hop
hippie	0.551	0.400	0.396	hipis
hippo	0.490	0.404	0.477	hipopotam
hippopotamus	0.541	0.472	0.615	hipopotam
hire	0.688	0.558	0.556	wynajmować
hirsute	0.385	0.483	0.373	kudłaty
hiss	0.388	0.480	0.370	syk
hissing	0.500	0.454	0.400	syczący
histology	0.490	0.320	0.560	histologia
historian	0.688	0.270	0.637	historyk
historic	0.816	0.473	0.784	historyczny
historical	0.653	0.357	0.833	historyczny
historiography	0.562	0.415	0.634	historiografia
history	0.729	0.382	0.754	historia
hit	0.235	0.931	0.679	uderzyć
hitch	0.512	0.480	0.554	zaczep
hitchhike	0.396	0.622	0.385	autostopem
hitchhiker	0.594	0.626	0.603	autostopowicz
hitherto	0.448	0.356	0.463	dotychczas
hitter	0.418	0.683	0.713	osoba uderzająca
hive	0.471	0.452	0.544	ul
hives	0.417	0.473	0.591	pokrzywka
hoard	0.506	0.412	0.518	skarb
hoarse	0.281	0.402	0.315	ochrypły
hoary	0.469	0.298	0.424	oszroniony
hoax	0.146	0.696	0.303	żart
hob	0.633	0.363	0.415	kołek
hobbit	0.479	0.489	0.472	hobbit
hobby	0.827	0.560	0.471	hobby
hobo	0.323	0.443	0.282	włóczęga
hock	0.513	0.452	0.412	pęcina
hockey	0.565	0.786	0.548	hokej
hoe	0.302	0.480	0.418	motyka
hog	0.317	0.509	0.271	wieprz
hogwash	0.420	0.490	0.361	bzdury
hohoho	0.677	0.433	0.330	hohoho
hoist	0.521	0.520	0.458	wciągnik
hokey	0.604	0.667	0.430	Hokej
hold	0.448	0.290	0.364	utrzymać
holder	0.592	0.330	0.713	uchwyt
holding	0.600	0.385	0.670	trzymać
holdup	0.398	0.471	0.398	zator
hole	0.531	0.310	0.330	otwór
holiday	0.948	0.431	0.593	święto
holidays	0.939	0.521	0.512	wakacje
holidayseason	0.875	0.566	0.518	sezon wakacyjny
holiness	0.860	0.264	0.742	świętość
holistic	0.670	0.348	0.547	holistyczne
holler	0.276	0.825	0.406	wykrzykiwać
hollow	0.300	0.337	0.222	dziurawy
holly	0.510	0.250	0.443	ostrokrzew
holocaust	0.062	0.918	0.618	całopalenie
hologram	0.615	0.461	0.575	hologram
holographic	0.510	0.471	0.555	holograficzny
holster	0.561	0.255	0.339	kabura
holy	0.812	0.112	0.690	święty
holyspirit	0.740	0.480	0.526	Duch Święty
homage	0.833	0.560	0.737	hołd
hombre	0.656	0.472	0.696	hombre
hombres	0.510	0.538	0.652	hombres
home	0.854	0.270	0.545	Dom
homeboy	0.602	0.255	0.436	ziomek
homecoming	0.760	0.413	0.472	powrót
homeland	0.663	0.439	0.868	ojczyzna
homeless	0.042	0.450	0.188	bezdomny
homely	0.745	0.157	0.399	przytulny
homemade	0.869	0.340	0.398	domowej roboty
homeopathic	0.417	0.268	0.400	homeopatyczny
homeopathy	0.469	0.284	0.439	homeopatia
homeowner	0.635	0.397	0.962	właściciel domu
homeroom	0.604	0.480	0.491	lekcja wychowawcza
homesick	0.436	0.304	0.347	stęskniony za krajem
homestead	0.865	0.221	0.536	gospodarstwo rolne
homesweethome	0.796	0.380	0.538	nie ma to jak w domu
hometown	0.858	0.333	0.605	rodzinne miasto
homeward	0.833	0.275	0.435	do domu
homework	0.396	0.412	0.459	Praca domowa
homey	0.769	0.278	0.500	ziomek
homicidal	0.020	0.912	0.573	morderczy
homicide	0.010	0.973	0.518	zabójstwo
homily	0.621	0.358	0.425	homilia
homing	0.551	0.460	0.527	naprowadzający na cel
hominy	0.479	0.382	0.429	mamałyga
homo	0.531	0.368	0.415	homo
homogeneity	0.715	0.365	0.582	jednorodność
homogeneous	0.552	0.255	0.617	jednorodny
homologous	0.471	0.353	0.536	homologiczny
homologue	0.542	0.356	0.509	homolog
homology	0.571	0.494	0.527	homologia
homophobic	0.130	0.736	0.464	homofobiczny
honcho	0.469	0.464	0.397	szlachcic
hone	0.688	0.392	0.473	brus
honest	0.927	0.254	0.750	uczciwy
honesty	0.938	0.411	0.728	uczciwość
honey	0.920	0.431	0.510	miód
honeycomb	0.541	0.417	0.412	plaster miodu
honeymoon	0.979	0.678	0.526	Miesiąc miodowy
honeysuckle	0.597	0.451	0.517	wiciokrzew
honk	0.549	0.635	0.415	trąbić
honky	0.458	0.632	0.425	chomik
honor	0.896	0.587	0.857	zaszczyt
honorable	0.963	0.412	0.830	honorowy
honorarium	0.796	0.510	0.746	honorarium
honorary	0.885	0.565	0.811	honorowy
honored	0.938	0.447	0.732	zaszczycony
hooch	0.429	0.538	0.373	samogon
hood	0.357	0.459	0.306	kaptur
hooded	0.306	0.745	0.439	zakapturzony
hoodlum	0.354	0.720	0.432	chuligan
hoof	0.427	0.341	0.365	kopyto
hook	0.418	0.444	0.395	hak
hooked	0.610	0.661	0.454	haczykowaty
hooker	0.214	0.889	0.373	prostytutka
hookup	0.625	0.529	0.683	połączenie
hooky	0.468	0.500	0.452	haczykowaty
hooligan	0.295	0.712	0.455	chuligan
hoop	0.635	0.204	0.315	obręcz
hoopla	0.542	0.471	0.353	hoopla
hooray	0.610	0.481	0.536	Hurra!
hoot	0.449	0.560	0.430	trąbienie
hooter	0.470	0.615	0.455	syrena
hop	0.450	0.520	0.427	chmiel
hope	0.927	0.317	0.739	nadzieja
hopeful	0.947	0.357	0.627	pełen nadziei
hopeless	0.094	0.298	0.112	beznadziejny
hopelessness	0.052	0.402	0.223	beznadziejność
hopes	0.917	0.500	0.702	nadzieje
hoping	0.684	0.469	0.454	mając nadzieję
hopper	0.396	0.491	0.442	zbiornik
horde	0.286	0.713	0.684	horda
horizon	0.729	0.284	0.590	horyzont
horizontal	0.573	0.304	0.387	poziomy
horizontally	0.500	0.356	0.439	poziomo
hormonal	0.500	0.620	0.551	hormonalne
hormone	0.490	0.750	0.621	hormon
horn	0.385	0.510	0.366	klakson
horned	0.316	0.610	0.375	rogaty
hornet	0.398	0.594	0.500	szerszeń
horny	0.490	0.908	0.560	seksualnie podniecony
horoscope	0.500	0.360	0.490	horoskop
horrendous	0.073	0.755	0.365	przerażający
horrible	0.071	0.857	0.398	okropny
horribly	0.050	0.631	0.454	potwornie
horrid	0.052	0.765	0.419	okropny
horrific	0.094	0.846	0.481	przerażający
horrified	0.040	0.885	0.368	przerażony
horrifying	0.010	0.760	0.352	przerażające
horror	0.115	0.850	0.438	przerażenie
horrors	0.061	0.852	0.409	horrory
horse	0.635	0.510	0.529	koń
horseback	0.688	0.588	0.566	grzbiet koński
horseman	0.441	0.700	0.676	jeździec
horsepower	0.594	0.735	0.735	koń mechaniczny
horseradish	0.321	0.584	0.476	chrzan
horseshit	0.153	0.582	0.179	bzdura
horseshoe	0.673	0.350	0.406	podkowa
horsey	0.602	0.454	0.462	koński
horticultural	0.594	0.387	0.509	ogrodniczy
horticulture	0.700	0.420	0.434	ogrodnictwo
hosannah	0.679	0.373	0.500	hosanna
hose	0.469	0.288	0.263	wąż gumowy
hosiery	0.520	0.344	0.373	wyroby pończosznicze
hospice	0.337	0.443	0.535	hospicjum
hospitable	0.791	0.470	0.661	gościnny
hospital	0.323	0.537	0.598	szpital
hospitality	0.865	0.333	0.725	gościnność
host	0.693	0.471	0.537	gospodarz
hostage	0.163	0.923	0.325	zakładnik
hostel	0.479	0.500	0.398	schronisko
hostess	0.792	0.604	0.688	gospodyni
hostile	0.188	0.877	0.474	wrogi
hostilities	0.276	0.810	0.444	działania wojenne
hostility	0.122	0.775	0.465	wrogość
hot	0.490	0.740	0.573	gorący
hot sauce	0.333	0.740	0.509	ostry sos
hotbed	0.510	0.285	0.395	kuźnia
hotdog	0.720	0.438	0.373	hot-dog
hotel	0.740	0.370	0.407	hotel
hothead	0.240	0.849	0.518	pasjonat
hotline	0.592	0.565	0.663	gorąca linia
hotshot	0.500	0.727	0.615	gorący strzał
hotyoga	0.683	0.609	0.446	hotyoga
hound	0.417	0.528	0.582	pies
hour	0.552	0.265	0.336	godzina
hourglass	0.542	0.284	0.492	klepsydra
hourly	0.469	0.418	0.491	cogodzinny
house	0.587	0.135	0.533	dom
houseboat	0.604	0.389	0.429	łódź mieszkalna
houseboy	0.479	0.415	0.393	gospodyni
housebroken	0.518	0.461	0.389	nauczony porządku
houseguest	0.530	0.500	0.481	gość
household	0.781	0.230	0.667	gospodarstwo domowe
householder	0.816	0.541	0.833	gospodarz
housekeeper	0.694	0.279	0.520	gospodyni domowa
housekeeping	0.604	0.500	0.445	gospodarowanie
housewarming	0.857	0.710	0.727	oblanie nowego mieszkania
housewife	0.656	0.361	0.449	gospodyni domowa
housework	0.484	0.413	0.342	prace domowe
housing	0.776	0.304	0.591	mieszkania
hovel	0.333	0.296	0.322	rudera
hover	0.510	0.431	0.404	unosić się
hovercraft	0.541	0.654	0.588	poduszkowiec
howl	0.357	0.646	0.407	wycie
howsoever	0.459	0.309	0.345	jakkolwiek
hoy	0.583	0.298	0.471	hej
hub	0.479	0.399	0.433	centrum
hubby	0.548	0.435	0.430	mężulek
huckleberry	0.600	0.279	0.296	borówka
huddle	0.604	0.509	0.445	nagromadzenie
hue	0.507	0.416	0.417	odcień
huff	0.388	0.491	0.315	irytacja
huffy	0.420	0.616	0.375	czuły na swoim punkcie
hug	0.908	0.427	0.548	uścisk
huge	0.573	0.625	0.783	olbrzymi
hugger	0.520	0.480	0.412	przytulać
huggy	0.854	0.429	0.451	przytulaś
hugs	0.980	0.422	0.600	uściski
hulk	0.460	0.740	0.750	ponton
hull	0.542	0.265	0.353	kadłub
hum	0.490	0.296	0.276	szum
human	0.767	0.314	0.605	człowiek
humane	0.800	0.370	0.580	humanitarny
humanitarian	0.786	0.317	0.709	humanitarny
humanities	0.729	0.325	0.677	humanistyka
humanity	0.750	0.360	0.727	ludzkość
humankind	0.885	0.394	0.714	ludzkość
humanoid	0.521	0.462	0.491	humanoida
humanrights	0.792	0.559	0.730	prawa człowieka
humble	0.867	0.236	0.483	pokorny
humbled	0.280	0.618	0.198	Upokorzony
humbly	0.771	0.194	0.370	pokornie
humbug	0.219	0.622	0.456	humbug
humdrum	0.269	0.246	0.353	banalny
humid	0.375	0.324	0.366	wilgotny
humidity	0.464	0.373	0.367	wilgotność
humiliate	0.052	0.714	0.275	poniżyć
humiliated	0.104	0.712	0.216	upokorzony
humiliating	0.062	0.716	0.279	poniżający
humiliation	0.048	0.712	0.310	upokorzenie
humility	0.740	0.118	0.444	pokora
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	koliber
humongous	0.378	0.538	0.536	ogromny
humor	0.890	0.633	0.462	humor
humored	0.854	0.657	0.545	rozbawiony
humorist	0.958	0.790	0.607	humorysta
humorous	0.906	0.616	0.665	humorystyczny
hump	0.296	0.462	0.250	garb
humpback	0.235	0.346	0.247	garbus
hunch	0.561	0.630	0.567	przeczucie
hunchback	0.208	0.390	0.259	garbus
hundred	0.604	0.370	0.406	sto
hundredth	0.427	0.368	0.466	setny
hunger	0.083	0.554	0.328	głód
hungry	0.083	0.690	0.254	głodny
hunk	0.438	0.375	0.361	przystojniak
hunks	0.417	0.453	0.482	przystojniacy
hunky	0.469	0.571	0.438	przystojniak
hunt	0.327	0.806	0.588	polowanie
hunter	0.292	0.817	0.817	Łowca
hunting	0.448	0.713	0.714	polowanie
huntress	0.357	0.717	0.765	łowczyni
hurdle	0.198	0.682	0.434	przeszkoda
hurl	0.316	0.745	0.574	ciskać
hurrah	0.802	0.740	0.500	Hurra
hurricane	0.177	0.958	0.787	huragan
hurricanes	0.286	0.898	0.784	huragany
hurried	0.314	0.806	0.393	pośpieszny
hurry	0.422	0.735	0.481	spieszyć się
hurryup	0.473	0.791	0.555	Pośpiesz się
hurt	0.062	0.773	0.291	zraniony
hurtful	0.104	0.680	0.463	bolesny
hurting	0.153	0.778	0.221	boli
husband	0.771	0.500	0.655	mąż
husbandry	0.643	0.473	0.445	uprawa roli
hush	0.471	0.231	0.312	Cicho
hushed	0.292	0.194	0.272	ucichł
husk	0.378	0.173	0.147	łuska
husky	0.630	0.450	0.490	ochrypły
hussy	0.219	0.594	0.384	lafirynda
hustle	0.406	0.661	0.427	gwar
hustler	0.260	0.821	0.627	energiczny człowek
hut	0.633	0.270	0.375	Chata
hutch	0.385	0.453	0.520	niecka
hyacinth	0.372	0.360	0.342	hiacynt
hybrid	0.500	0.365	0.570	hybrydowy
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	hydrant
hydrate	0.610	0.367	0.547	hydrat
hydraulic	0.522	0.398	0.596	hydrauliczny
hydraulics	0.500	0.530	0.588	hydraulika
hydrocephalus	0.286	0.629	0.393	wodogłowie
hydrodynamics	0.552	0.582	0.664	hydrodynamika
hydrogen	0.469	0.303	0.554	wodór
hydrographic	0.490	0.396	0.642	hydrograficzny
hydrology	0.500	0.380	0.509	hydrologia
hydrophobia	0.323	0.784	0.351	wodowstręt
hydroponics	0.500	0.549	0.500	hydroponika
hyena	0.396	0.719	0.464	hiena
hygiene	0.781	0.287	0.537	higiena
hygienic	0.719	0.245	0.702	higieniczny
hygienist	0.698	0.389	0.682	higienistka
hymen	0.469	0.651	0.457	hymen
hymn	0.735	0.292	0.634	hymn
hype	0.510	0.500	0.586	szum
hyped	0.708	0.582	0.679	podekscytowany
hyper	0.542	0.616	0.640	hiper
hyperactive	0.500	0.921	0.660	nadpobudliwy
hyperbole	0.469	0.521	0.542	hiperbola
hyperspace	0.510	0.623	0.755	hiperprzestrzeń
hypertension	0.133	0.784	0.427	nadciśnienie
hypertrophy	0.312	0.625	0.413	hipertrofia
hyperventilate	0.347	0.729	0.556	hiperwentylować
hyperventilating	0.164	0.802	0.625	hiperwentylacja
hyphen	0.552	0.356	0.381	łącznik
hypnosis	0.417	0.410	0.546	hipnoza
hypnotic	0.571	0.560	0.569	hipnotyczny
hypnotist	0.490	0.455	0.627	hipnotyzer
hypnotize	0.469	0.507	0.508	zahipnotyzować
hypnotized	0.449	0.434	0.380	zahipnotyzowany
hypochondriac	0.194	0.588	0.333	hipochondryk
hypocrisy	0.156	0.523	0.370	hipokryzja
hypocrite	0.082	0.673	0.306	hipokryta
hypocritical	0.048	0.740	0.415	obłudny
hypodermic	0.240	0.441	0.445	podskórny
hypothalamus	0.593	0.427	0.539	podwzgórze
hypothermia	0.184	0.620	0.301	hipotermia
hypothesis	0.552	0.370	0.509	hipoteza
hypothetical	0.480	0.367	0.361	hipotetyczny
hysterectomy	0.178	0.660	0.470	usunięcie macicy
hysteria	0.224	0.906	0.482	histeria
hysterical	0.290	0.942	0.398	histeryczny
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	lód
ice tea	0.771	0.337	0.336	mrożona herbata
iceberg	0.344	0.540	0.648	góra lodowa
icebox	0.560	0.222	0.370	lodówka
icebreaker	0.571	0.545	0.848	lodołamacz
iced	0.564	0.482	0.339	mrożony
icing	0.688	0.452	0.411	lukier
icky	0.357	0.510	0.342	obrzydliwy
icon	0.549	0.349	0.415	Ikona
iconic	0.583	0.537	0.700	ikonowy
iconography	0.602	0.382	0.653	ikonografia
icy	0.684	0.375	0.345	lodowaty
id	0.449	0.344	0.391	ID
idea	0.750	0.538	0.704	pomysł
ideal	0.802	0.437	0.736	ideał
idealism	0.635	0.436	0.689	idealizm
idealist	0.816	0.510	0.802	idealista
idealistic	0.812	0.469	0.755	idealistyczny
identical	0.635	0.380	0.527	identyczny
identically	0.667	0.427	0.487	identycznie
identification	0.714	0.451	0.692	identyfikacja
identify	0.635	0.480	0.667	zidentyfikować
identity	0.663	0.360	0.780	tożsamość
ideology	0.573	0.344	0.692	ideologia
idiocy	0.112	0.635	0.137	idiotyzm
idiom	0.520	0.337	0.445	idiom
idiomatic	0.531	0.429	0.516	idiomatyczny
idiot	0.086	0.567	0.113	idiota
idiotic	0.104	0.620	0.170	idiotyczny
idiots	0.143	0.600	0.144	idioci
idle	0.179	0.167	0.112	bezczynny
