English Word	Valence	Arousal	Dominance	Lao Word
obsolete	0.337	0.321	0.250	ລ້າສະໄຫມ
obstacle	0.204	0.708	0.336	ອຸປະສັກ
obstetrician	0.521	0.636	0.604	ແພດຜ່າຕັດ
obstetrics	0.530	0.582	0.564	ສຸກສາລາ
obstinate	0.146	0.696	0.562	ໃຈແຂງ
obstruct	0.115	0.660	0.458	ກີດຂວາງ
obstruction	0.125	0.742	0.491	ຂັດຂວາງ
obstructive	0.204	0.650	0.613	ຂັດຂວາງ
obtain	0.760	0.438	0.731	ໄດ້​ຮັບ
obtainable	0.677	0.327	0.702	ໄດ້​ຮັບ​
obtuse	0.281	0.460	0.345	ມຸມມອງ
obverse	0.470	0.394	0.464	ກົງກັນຂ້າມ
obvious	0.625	0.336	0.585	ຈະແຈ້ງ
ocarina	0.541	0.392	0.366	ໂອກາຣິນາ
occasion	0.700	0.451	0.398	ໂອກາດ
occasional	0.490	0.298	0.387	ເປັນບາງໂອກາດ
occasionally	0.538	0.240	0.264	ບາງຄັ້ງ
occipital	0.398	0.408	0.518	ແກ້ມ
occlusion	0.306	0.439	0.442	occlusion
occult	0.292	0.382	0.406	ຜີສາດ
occupancy	0.625	0.471	0.721	ຄອບຄອງ
occupant	0.500	0.417	0.483	ຜູ້ຄອບຄອງ
occupation	0.562	0.470	0.692	ອາຊີບ
occupational	0.583	0.469	0.596	ອາຊີບ
occupied	0.337	0.546	0.441	ຍຶດຄອງ
occupier	0.427	0.438	0.600	ຜູ້ຄອບຄອງ
occupy	0.396	0.520	0.589	ຄອບຄອງ
occupying	0.573	0.462	0.519	ຄອບຄອງ
occur	0.451	0.561	0.510	ເກີດຂຶ້ນ
occurrence	0.573	0.690	0.541	ການປະກົດຕົວ
ocd	0.333	0.472	0.370	ocd
ocean	0.823	0.308	0.642	ມະຫາສະໝຸດ
oceanic	0.740	0.317	0.632	ມະຫາສະໝຸດ
octagon	0.602	0.349	0.462	ແປດແປດ
octave	0.438	0.380	0.482	octave
octopus	0.713	0.378	0.411	ປາຫມຶກ
ocular	0.418	0.370	0.400	ຕາ
odd	0.265	0.337	0.302	ຄີກ
oddball	0.316	0.360	0.357	oddball
oddity	0.312	0.557	0.386	ແປກປະຫຼາດ
odds	0.500	0.472	0.680	ບໍ່ລົງຮອຍກັນ
ode	0.604	0.269	0.519	ode
odious	0.235	0.708	0.235	ຂີ້ຮ້າຍ
odometer	0.367	0.470	0.388	odometer
odor	0.337	0.363	0.404	ກິ່ນ
odyssey	0.622	0.692	0.710	ໂອດີຊີ
oedipal	0.312	0.575	0.509	ໝາກໄຂ່ຫຼັງ
oestrogen	0.521	0.608	0.561	estrogen
oeuvre	0.653	0.484	0.598	ໂອເວີ
offal	0.302	0.470	0.302	offal
offence	0.312	0.798	0.446	ການກະທໍາຜິດ
offend	0.094	0.804	0.333	ກະທໍາຜິດ
offended	0.188	0.690	0.337	ໃຈຮ້າຍ
offender	0.104	0.851	0.537	ຜູ້ກະທຳຜິດ
offense	0.230	0.765	0.510	ການກະທໍາຜິດ
offensive	0.135	0.882	0.600	ກະທໍາຜິດ
offer	0.750	0.745	0.596	ຂໍ້ສະເໜີ
offered	0.582	0.490	0.544	ສະເໜີໃຫ້
offering	0.688	0.462	0.585	ການສະເຫນີ
offhand	0.388	0.500	0.368	offhand
office	0.427	0.302	0.509	ຫ້ອງການ
officer	0.542	0.430	0.877	ເຈົ້າໜ້າທີ່
offices	0.469	0.312	0.534	ຫ້ອງການ
official	0.646	0.565	0.833	ທາງການ
officiate	0.688	0.453	0.704	ພະນັກງານ
offing	0.490	0.412	0.447	offing
offload	0.479	0.444	0.525	offload
offset	0.719	0.394	0.704	ຊົດເຊີຍ
offshoot	0.517	0.330	0.361	ໜໍ່ໄມ້
offshore	0.417	0.484	0.441	ນອກຝັ່ງ
offside	0.323	0.519	0.443	offside
offspring	0.656	0.435	0.600	ລູກຫລານ
oft	0.500	0.308	0.474	ເລື້ອຍໆ
oftentimes	0.571	0.500	0.482	ເລື້ອຍໆ
ogre	0.135	0.698	0.510	ຍັກ
ohdear	0.458	0.519	0.442	ໂອ້ຍ
ohgod	0.500	0.557	0.439	ໂອ້​ພະ​ເຈົ້າ
ohno	0.396	0.475	0.380	ໂອ​ບໍ່
ohshit	0.230	0.594	0.343	ໂອ້
oil	0.521	0.278	0.306	ນ້ຳມັນ
oils	0.459	0.229	0.391	ນ້ຳມັນ
oily	0.276	0.533	0.385	ນໍ້າມັນ
oink	0.500	0.450	0.289	ໂອ້ຍ
ointment	0.438	0.271	0.398	ຢາຂີ້ເຜິ້ງ
okra	0.469	0.400	0.362	okra
olden	0.284	0.213	0.425	ເກົ່າ
oldie	0.363	0.363	0.342	ເກົ່າ
oldies	0.438	0.300	0.412	oldies
olfactory	0.602	0.409	0.452	ໂຮງສີ
oligarchy	0.327	0.567	0.741	ລະບອບການປົກຄອງ
olive	0.571	0.231	0.406	ໝາກກອກ
omega	0.529	0.337	0.526	ໂອເມກ້າ
omelet	0.708	0.323	0.315	omelet
omen	0.390	0.657	0.583	ໄພ່ພົນ
omgomgomg	0.490	0.551	0.358	omgomgomg
ominous	0.255	0.730	0.510	ominous
omission	0.367	0.333	0.275	ການລະເວັ້ນ
omit	0.330	0.265	0.451	ຂ້າມ
omitted	0.260	0.235	0.211	ຖືກລະເວັ້ນ
omnibus	0.490	0.410	0.473	omnibus
omnipotence	0.667	0.793	0.866	ຄວາມທຸກ
omnipotent	0.719	0.679	0.919	ມີ​ອຳນາດ
omnipresent	0.688	0.452	0.825	ທັງໝົດ
omniscient	0.656	0.334	0.778	ສົມບູນ
onboard	0.612	0.451	0.491	ເທິງເຮືອ
oncologist	0.260	0.654	0.640	ແພດຊ່ຽວຊານດ້ານມະເຮັງ
oncology	0.204	0.424	0.500	ມະເຮັງວິທະຍາ
oncoming	0.594	0.625	0.773	ກຳລັງຈະມາ
one	0.542	0.292	0.370	ຫນຶ່ງ
oneday	0.667	0.245	0.374	ມື້​ຫນຶ່ງ
onedge	0.479	0.552	0.400	onedge
onelove	0.816	0.577	0.541	ຮັກ​ດຽວ
oneness	0.745	0.272	0.720	ຄວາມສາມັກຄີ
onerous	0.500	0.480	0.462	ໜັກໜ່ວງ
oneself	0.660	0.337	0.483	ຕົນເອງ
ongoing	0.674	0.484	0.556	ຢ່າງຕໍ່ເນື່ອງ
onion	0.378	0.367	0.382	ຜັກບົ່ວ
onset	0.673	0.497	0.500	ເລີ່ມຕົ້ນ
onslaught	0.198	0.939	0.717	ການ​ໂຈມ​ຕີ
onstage	0.719	0.673	0.583	ເທິງ​ເວ​ທີ
ontology	0.510	0.450	0.518	ontology
onus	0.562	0.520	0.769	ໜ້າທີ່
onward	0.667	0.538	0.741	ຕໍ່ໄປ
onyx	0.571	0.461	0.380	ນິນ
oodles	0.490	0.374	0.446	oodles
oomph	0.449	0.613	0.315	ໂອ້
ooze	0.344	0.577	0.333	ooze
oozing	0.238	0.515	0.427	oozing
op	0.480	0.402	0.349	op
opacity	0.471	0.251	0.256	ຄວາມໂປ່ງໃສ
opal	0.623	0.479	0.379	opal
opaque	0.344	0.265	0.342	ຈືດໆ
ope	0.375	0.380	0.395	ເປີດ
open	0.620	0.480	0.569	ເປີດ
opener	0.584	0.526	0.377	ໂຕເປີດ
opening	0.667	0.510	0.620	ເປີດ
openly	0.603	0.388	0.553	ຢ່າງເປີດເຜີຍ
openness	0.837	0.561	0.667	ການເປີດກວ້າງ
opera	0.714	0.500	0.483	ໂອເປຣາ
operate	0.582	0.690	0.691	ດໍາເນີນການ
operatic	0.375	0.452	0.627	ປະຕິບັດການ
operation	0.475	0.611	0.755	ການດໍາເນີນງານ
operational	0.562	0.570	0.679	ປະຕິບັດການ
operations	0.480	0.549	0.798	ການດໍາເນີນງານ
operative	0.541	0.635	0.718	ປະຕິບັດການ
operator	0.612	0.630	0.726	ຜູ້ປະກອບການ
ophthalmic	0.427	0.385	0.444	ຕາ
ophthalmologist	0.552	0.389	0.491	ແພດສາດຕາ
opiate	0.281	0.594	0.598	ຝິ່ນ
opinion	0.594	0.482	0.638	ຄວາມຄິດເຫັນ
opinionated	0.156	0.800	0.491	ຄວາມຄິດເຫັນ
opium	0.276	0.490	0.333	ຝິ່ນ
opponent	0.080	0.741	0.716	opponent
opportune	0.796	0.538	0.767	ໂອກາດ
opportunism	0.571	0.752	0.673	ການສວຍໂອກາດ
opportunity	0.938	0.745	0.833	ໂອກາດ
oppose	0.431	0.800	0.473	ຄັດຄ້ານ
opposed	0.092	0.460	0.606	ຄັດຄ້ານ
opposing	0.188	0.660	0.518	ຄັດຄ້ານ
opposite	0.235	0.545	0.408	ກົງກັນຂ້າມ
opposites	0.281	0.518	0.462	ກົງກັນຂ້າມ
opposition	0.135	0.729	0.592	ຝ່າຍຄ້ານ
oppress	0.186	0.654	0.555	ຂົ່ມເຫັງ
oppressed	0.119	0.640	0.259	ຖືກກົດຂີ່
oppression	0.080	0.673	0.615	ການກົດຂີ່
oppressive	0.276	0.590	0.667	ຂົ່ມເຫັງ
oppressor	0.160	0.776	0.629	ຜູ້ບີບບັງຄັບ
ops	0.417	0.550	0.528	ops
opt	0.510	0.471	0.345	ເລືອກ
optic	0.663	0.384	0.594	ແວ່ນຕາ
optical	0.677	0.311	0.542	optical
optics	0.562	0.286	0.580	ແວ່ນຕາ
optimism	0.949	0.565	0.814	ແງ່ດີ
optimist	0.875	0.539	0.787	ຄົນໃນແງ່ດີ
optimistic	0.979	0.580	0.821	ໃນແງ່ດີ
optimum	0.892	0.469	0.808	ດີທີ່ສຸດ
option	0.512	0.427	0.359	ທາງເລືອກ
optional	0.755	0.350	0.440	ທາງເລືອກ
optionally	0.365	0.405	0.481	ທາງເລືອກ
options	0.622	0.327	0.473	ທາງເລືອກ
optometrist	0.446	0.455	0.668	ຊ່າງແສງຕາເວັນ
opulence	0.620	0.615	0.648	ອຸດົມການ
opulent	0.562	0.660	0.660	ອຸດົມສົມບູນ
opus	0.458	0.368	0.391	ບົດປະພັນ
oracle	0.552	0.531	0.670	oracle
oral	0.530	0.448	0.375	ປາກ
orange	0.646	0.132	0.296	ສີສົ້ມ
orange juice	0.719	0.343	0.445	ນ​້​ໍ​າ​ຫມາກ​ກ້ຽງ
orangutan	0.430	0.560	0.471	ໝາກກ້ຽງ
oration	0.646	0.315	0.683	ການປາກເວົ້າ
orator	0.667	0.375	0.682	ຜູ້ເວົ້າ
oratory	0.602	0.472	0.693	ປາກເວົ້າ
orb	0.463	0.370	0.444	ວົງໂຄຈອນ
orbit	0.561	0.422	0.575	ວົງໂຄຈອນ
orbital	0.458	0.451	0.559	ວົງໂຄຈອນ
orbiting	0.520	0.643	0.554	ວົງໂຄຈອນ
orbs	0.469	0.355	0.482	orbs
orc	0.240	0.510	0.388	orc
orchard	0.760	0.269	0.333	ສວນໝາກໄມ້
orchestra	0.708	0.500	0.664	ວົງດົນຕີ
orchid	0.840	0.345	0.382	ດອກກ້ວຍໄມ້
ordained	0.735	0.409	0.731	ແຕ່ງຕັ້ງ
ordeal	0.344	0.539	0.529	ຄວາມຫຍຸ້ງຍາກ
order	0.780	0.295	0.814	ຄໍາສັ່ງ
orderly	0.844	0.240	0.661	ຢ່າງເປັນລະບຽບ
ordinance	0.615	0.452	0.776	ພິທີການ
ordinary	0.375	0.312	0.286	ທຳມະດາ
ordination	0.688	0.490	0.765	ການ​ແຕ່ງ​ຕັ້ງ
ordnance	0.354	0.825	0.679	ອາວຸດຍຸດໂທປະກອນ
ore	0.500	0.333	0.356	ແຮ່
oregano	0.596	0.327	0.250	oregano
organ	0.510	0.469	0.538	ອະໄວຍະວະ
organic	0.719	0.343	0.535	ອິນຊີ
organism	0.457	0.559	0.800	ອົງການຈັດຕັ້ງ
organist	0.740	0.469	0.669	ອົງການຈັດຕັ້ງ
organization	0.810	0.535	0.851	ອົງການຈັດຕັ້ງ
organize	0.802	0.655	0.781	ຈັດຕັ້ງ
organized	0.816	0.337	0.746	ຈັດຕັ້ງ
organizer	0.604	0.577	0.846	ຜູ້ຈັດງານ
orgasm	0.844	0.863	0.676	ສຸດຍອດ
orgies	0.388	0.953	0.433	orgies
orgy	0.346	0.962	0.536	orgy
orient	0.667	0.422	0.667	ທິດ​ທາງ
oriental	0.592	0.409	0.598	ຕາເວັນອອກ
orientation	0.667	0.454	0.686	ປະຖົມນິເທດ
orifice	0.448	0.355	0.443	ຊ່ອງ​ທາງ
origami	0.684	0.276	0.294	origami
origin	0.729	0.435	0.591	ຕົ້ນກໍາເນີດ
original	0.765	0.480	0.746	ຕົ້ນສະບັບ
originality	0.898	0.500	0.824	ຕົ້ນສະບັບ
originate	0.702	0.500	0.866	ຕົ້ນກໍາເນີດ
origination	0.760	0.443	0.604	ຕົ້ນກໍາເນີດ
originator	0.592	0.510	0.868	ຜູ້ກຳເນີດ
ornament	0.561	0.373	0.441	ເຄື່ອງປະດັບ
ornamental	0.663	0.392	0.460	ໄມ້ປະດັບ
ornamentation	0.663	0.471	0.472	ເຄື່ອງປະດັບ
ornamented	0.677	0.350	0.490	ປະດັບ
ornate	0.812	0.356	0.500	ປະດັບປະດາ
ornery	0.361	0.520	0.509	ປະດັບປະດາ
orphan	0.133	0.388	0.140	ເດັກກຳພ້າ
orphanage	0.184	0.439	0.425	ໂຮງລ້ຽງເດັກກຳພ້າ
orphaned	0.062	0.430	0.228	ເດັກກຳພ້າ
orthodontist	0.469	0.615	0.564	ຫມໍແຂ້ວ
orthodox	0.388	0.471	0.647	ແບບດັ້ງເດີມ
orthodoxy	0.271	0.388	0.612	ແບບດັ້ງເດີມ
orthogonal	0.500	0.314	0.540	ມຸມສາກ
orthopedic	0.406	0.346	0.473	orthopedic
oscillate	0.449	0.580	0.397	ສັ່ນ
oscillating	0.469	0.548	0.402	ສັ່ນ
oscillation	0.562	0.433	0.431	ການສັ່ນສະເທືອນ
oscillatory	0.375	0.520	0.480	oscillatory
ostensible	0.542	0.549	0.585	ເຊື່ອຖືໄດ້
ostensibly	0.473	0.529	0.509	ຢ່າງເຫັນໄດ້ຊັດ
ostentatious	0.479	0.794	0.648	ostentatious
ostracized	0.115	0.690	0.377	ຖືກກັກຂັງ
ostrich	0.592	0.382	0.241	ນົກກະຈອກເທດ
other	0.472	0.230	0.259	ອື່ນໆ
otter	0.439	0.216	0.339	ນາກ
otto	0.427	0.425	0.404	ໂອໂຕ
ottoman	0.531	0.337	0.444	ໂອໂຕມັນ
ought	0.438	0.511	0.434	ຄວນ
ounce	0.531	0.255	0.288	ອອນສ໌
oust	0.296	0.716	0.444	ຂັບໄລ່
outage	0.306	0.684	0.438	ໄຟໄໝ້
outback	0.500	0.324	0.430	ຊົນນະບົດ
outbid	0.594	0.622	0.540	ເກີນລາຄາ
outboard	0.448	0.491	0.456	ນອກ
outbreak	0.260	0.632	0.472	​ການ​ລະ​ບາດ
outburst	0.209	0.802	0.528	ລະເບີດ
outcast	0.153	0.449	0.353	outcast
outcome	0.615	0.472	0.685	ຜົນໄດ້ຮັບ
outcry	0.271	0.773	0.718	ຮ້ອງໄຫ້
outdated	0.167	0.236	0.226	ລ້າສະໄຫມ
outdo	0.771	0.750	0.873	ອອກນອກ
outdoor	0.814	0.256	0.447	ນອກ
outdoors	0.781	0.444	0.453	ນອກ
outer	0.552	0.471	0.456	ນອກ
outfit	0.760	0.490	0.566	ເຄື່ອງແຕ່ງກາຍ
outgoing	0.650	0.472	0.538	ຂາອອກ
outgrow	0.510	0.529	0.722	ຂະຫຍາຍຕົວ
outgrowth	0.771	0.620	0.688	ການຂະຫຍາຍຕົວ
outhouse	0.281	0.519	0.255	ນອກ
outing	0.771	0.672	0.634	ອອກນອກ
outlandish	0.448	0.737	0.657	ຕ່າງປະເທດ
outlast	0.620	0.786	0.685	ລ້າສຸດ
outlaw	0.255	0.662	0.482	ຜິດກົດໝາຍ
outlet	0.610	0.396	0.245	ທາງອອກ
outline	0.542	0.365	0.509	ໂຄງຮ່າງ
outlines	0.656	0.402	0.651	ໂຄງຮ່າງ
outlive	0.565	0.769	0.724	ມີຊີວິດຢູ່
outlook	0.830	0.525	0.625	ທັດສະນະ
outlying	0.460	0.562	0.503	ຫ່າງໄກ
outnumber	0.347	0.615	0.577	ຕົວເລກ
outpatient	0.260	0.400	0.395	ຄົນເຈັບນອກ
outpost	0.635	0.571	0.675	ດ່ານ
outpouring	0.562	0.685	0.552	ຖອກອອກ
output	0.604	0.389	0.434	ຜົນຜະລິດ
outrage	0.060	0.689	0.542	ຄວາມໂກດແຄ້ນ
outraged	0.156	0.696	0.538	ຮ້າຍກາດ
outrageous	0.153	0.945	0.713	ຮ້າຍກາດ
outrank	0.653	0.643	0.817	ເໜືອກວ່າ
outreach	0.540	0.462	0.672	ການເຜີຍແຜ່
outright	0.767	0.396	0.755	ທັນທີ
outrun	0.531	0.833	0.573	ລື່ນກາຍ
outset	0.750	0.500	0.582	ເລີ່ມຕົ້ນ
outsider	0.398	0.549	0.447	ຄົນນອກ
outskirts	0.474	0.519	0.312	ຊານເມືອງ
outsmart	0.673	0.657	0.864	ສະຫລາດ
outspoken	0.582	0.413	0.667	ເວົ້ານອກໃຈ
outstanding	0.898	0.760	0.896	ດີເດັ່ນ
outstretched	0.448	0.481	0.519	ຢຽດອອກ
outward	0.449	0.439	0.365	ພາຍນອກ
outwards	0.440	0.472	0.400	ພາຍນອກ
outweigh	0.486	0.600	0.682	ເກີນກວ່າ
outwit	0.302	0.755	0.356	outwit
oval	0.417	0.280	0.330	ຮູບໄຂ່
ovary	0.469	0.399	0.280	ຮວຍໄຂ່
ovate	0.385	0.286	0.368	ຮູບໄຂ່
ovation	0.719	0.758	0.750	ການຕົກໄຂ່
oven	0.583	0.425	0.606	ເຕົາອົບ
overactive	0.667	0.885	0.592	ເຮັດວຽກຫຼາຍເກີນໄປ
overall	0.583	0.370	0.670	ໂດຍລວມ
overalls	0.500	0.392	0.373	ໂດຍລວມ
overbearing	0.323	0.833	0.861	overbearing
overburden	0.115	0.755	0.546	ໜັກເກີນ
overcast	0.417	0.250	0.475	ຝົນຟ້າຕົກ
overcharged	0.276	0.780	0.569	ແພງເກີນ
overcoat	0.594	0.265	0.430	ເສື້ອຄຸມ
overcome	0.719	0.689	0.848	ເອົາຊະນະ
overcoming	0.842	0.765	0.855	ເອົາ​ຊະ​ນະ
overcrowded	0.292	0.520	0.491	ແອອັດ
overdo	0.156	0.864	0.602	ເຮັດຫຼາຍເກີນໄປ
overdose	0.110	0.820	0.468	ກິນເກີນ
overdrive	0.303	0.715	0.732	ຂັບເກີນ
overdue	0.125	0.427	0.259	ເກີນກຳນົດ
overestimate	0.367	0.796	0.444	ຄາດ​ຄະ​ເນ​ເກີນ​ໄປ
overestimated	0.344	0.646	0.527	ເກີນຄາດ
overflow	0.398	0.792	0.500	ລົ້ນ
overflowing	0.439	0.796	0.635	ລົ້ນ
overgrown	0.333	0.500	0.369	overgrown
overgrowth	0.417	0.790	0.673	ການຂະຫຍາຍຕົວ
overhanging	0.698	0.755	0.812	overhanging
overhaul	0.500	0.651	0.491	ຍົກ​ເລີກ
overhead	0.344	0.700	0.538	ເໜືອຫົວ
overhear	0.650	0.365	0.580	ໄດ້ຍິນ
overheated	0.250	0.598	0.547	ຮ້ອນເກີນໄປ
overjoyed	0.908	0.708	0.755	ດີໃຈຫລາຍ
overkill	0.379	0.861	0.678	ເກີນຄາດ
overlaid	0.620	0.610	0.676	ວາງຊ້ອນ
overlap	0.594	0.615	0.627	ທັບຊ້ອນກັນ
overlapping	0.595	0.578	0.684	ທັບຊ້ອນກັນ
overlay	0.564	0.596	0.749	ວາງຊ້ອນ
overload	0.381	0.690	0.652	ເກີນ
overlook	0.292	0.418	0.415	ມອງຂ້າມ
overlord	0.750	0.755	0.932	ເຈົ້າເໜືອ
overlying	0.500	0.519	0.691	ຫຼາຍເກີນໄປ
overpaid	0.429	0.670	0.585	ຈ່າຍເກີນ
overpass	0.562	0.561	0.565	ຂົວຂ້າມ
overplayed	0.224	0.798	0.586	ຫຼິ້ນເກີນ
overpower	0.448	0.859	0.783	overpower
overpowering	0.392	0.779	0.589	overpowering
overpriced	0.271	0.556	0.472	ເກີນລາຄາ
overprotective	0.448	0.673	0.741	ປ້ອງກັນເກີນ
overrated	0.312	0.630	0.482	ເກີນລາຄາ
overreact	0.306	0.912	0.471	ຕິກິຣິຍາເກີນ
override	0.316	0.491	0.529	ລົບລ້າງ
overriding	0.240	0.490	0.384	overriding
overrule	0.224	0.412	0.429	overrue
overrun	0.271	0.764	0.598	ເກີນ
oversee	0.541	0.649	0.778	ກວດກາ
overseer	0.552	0.520	0.873	ຜູ້​ດູ​ແລ
overshadow	0.333	0.549	0.654	overshadow
oversight	0.385	0.618	0.723	ກວດກາ
oversized	0.552	0.540	0.679	ຂະໜາດໃຫຍ່
overslept	0.408	0.315	0.300	ນອນເກີນ
overstate	0.281	0.779	0.635	overstate
overstock	0.344	0.592	0.589	overstock
overt	0.708	0.326	0.607	overt
overtake	0.573	0.620	0.718	ເກີນ
overtaken	0.594	0.552	0.702	ລື່ນ​ກາຍ
overthemoon	0.643	0.531	0.481	overthemoon
overthinker	0.430	0.606	0.552	ຄົນຄິດເກີນ
overthinking	0.408	0.761	0.525	ຄິດ​ຫຼາຍ
overthrow	0.260	0.868	0.620	ໂຄ່ນລົ້ມ
overtime	0.447	0.504	0.529	ລ່ວງ​ເວ​ລາ
overtired	0.210	0.357	0.273	ເມື່ອຍລ້າ
overture	0.490	0.402	0.491	overture
overturn	0.240	0.765	0.396	ປີ້ນ
overview	0.615	0.380	0.539	ພາບລວມ
overweight	0.052	0.500	0.389	ນ້ຳໜັກເກີນ
overwhelm	0.250	0.823	0.462	ລົ້ນ
overwhelmed	0.341	0.680	0.348	ລົ້ນ
overwhelming	0.327	0.830	0.640	ລົ້ນ
overworked	0.133	0.670	0.387	ເຮັດວຽກຫຼາຍເກີນໄປ
overwrought	0.156	0.900	0.571	overwrought
overzealous	0.427	0.804	0.703	ແຮງເກີນໄປ
owe	0.500	0.429	0.386	ເປັນໜີ້
owing	0.396	0.307	0.381	ເປັນໜີ້
owl	0.520	0.270	0.321	ນົກຮູກ
owner	0.776	0.449	0.920	ເຈົ້າຂອງ
ownership	0.628	0.445	0.741	ຄວາມເປັນເຈົ້າຂອງ
ox	0.417	0.396	0.412	ງົວ
oxidation	0.453	0.415	0.211	ການຜຸພັງ
oxide	0.354	0.377	0.298	ຜຸພັງ
oxygen	0.908	0.310	0.575	ອົກຊີ
oxymoron	0.427	0.481	0.398	ອົກຊີໂມຣອນ
oyster	0.500	0.311	0.327	ຫອຍນາງລົມ
ozone	0.560	0.345	0.518	ໂອໂຊນ
pace	0.510	0.380	0.390	ຈັງຫວະ
pacemaker	0.448	0.569	0.582	ເຄື່ອງກະຕຸ້ນຈັງຫວະ
pacific	0.627	0.118	0.580	ປາຊີຟິກ
pacified	0.802	0.194	0.414	ສະຫງົບ
pacifier	0.615	0.342	0.356	ຊັກ
pacifist	0.663	0.153	0.557	ສັນ​ຕິ​ພາບ
pacify	0.812	0.283	0.629	ສະຫງົບ
pacing	0.583	0.551	0.491	ຈັງຫວະ
pack	0.510	0.347	0.475	ຊອງ
package	0.571	0.433	0.443	ຊຸດ
packaging	0.604	0.393	0.549	ການຫຸ້ມຫໍ່
packer	0.520	0.480	0.537	ເຄື່ອງຫຸ້ມຫໍ່
packet	0.582	0.385	0.407	ແພັກເກັດ
pact	0.442	0.444	0.593	ສັນຍາ
pad	0.684	0.279	0.330	ແຜ່ນ
padded	0.606	0.212	0.371	padded
padding	0.561	0.398	0.423	padding
paddle	0.561	0.375	0.393	paddle
paddle boat	0.663	0.373	0.415	ເຮືອແພ
paddock	0.480	0.429	0.481	paddock
paddy	0.653	0.330	0.330	ເຂົ້ານາ
padlock	0.459	0.284	0.457	ກະແຈ
padre	0.684	0.407	0.647	padre
paean	0.552	0.547	0.471	ປານ
pagan	0.292	0.578	0.542	ຄົນນອກຮີດ
paganism	0.240	0.640	0.411	ນິກາຍນອກຮີດ
page	0.677	0.224	0.278	ຫນ້າ
pageant	0.719	0.667	0.651	ການປະກວດ
pager	0.510	0.526	0.554	pager
pagination	0.459	0.333	0.400	pagination
paging	0.542	0.398	0.423	ໜ້າທີ່
pagoda	0.571	0.259	0.435	ວັດ
pail	0.448	0.177	0.188	ຖົງ
pain	0.012	0.765	0.395	ເຈັບ
pained	0.112	0.500	0.250	ເຈັບ
painful	0.050	0.742	0.330	ເຈັບປວດ
painfully	0.156	0.720	0.407	ເຈັບປວດ
painkiller	0.487	0.312	0.481	ຢາແກ້ປວດ
painless	0.785	0.173	0.491	ບໍ່ເຈັບປວດ
pains	0.106	0.673	0.362	ເຈັບ
painstaking	0.396	0.335	0.386	ອົດທົນ
paint	0.667	0.343	0.413	ທາສີ
paintball	0.615	0.745	0.537	paintball
paintbrush	0.714	0.226	0.353	ແປງທາສີ
painted	0.667	0.333	0.424	ທາສີ
painter	0.677	0.366	0.487	ຈິດຕະກອນ
painting	0.792	0.324	0.333	ສີ
pair	0.552	0.317	0.304	ຄູ່
paisley	0.531	0.327	0.347	ໝາກເຜັດ
pajama	0.908	0.157	0.245	ຊຸດນອນ
pajamas	0.719	0.170	0.264	ຊຸດນອນ
pal	0.812	0.426	0.596	ເພື່ອນ
palace	0.878	0.510	0.804	ພະລາຊະວັງ
palatable	0.823	0.500	0.594	ແຊບໆ
palate	0.625	0.350	0.358	ປາກ
pale	0.281	0.259	0.245	ຈືດໆ
paleontology	0.438	0.308	0.617	ຊີວະວິທະຍາ
palette	0.590	0.333	0.205	palette
pall	0.277	0.387	0.394	pall
palladium	0.470	0.380	0.393	palladium
pallet	0.604	0.241	0.349	ພາເລດ
palliative	0.548	0.394	0.518	palliative
palm	0.531	0.194	0.340	ປາມ
palmer	0.480	0.269	0.413	ປາມເມີ
palomino	0.616	0.349	0.396	ປາໂລມິໂນ
palpable	0.552	0.343	0.611	ສັງເກດໄດ້
palpitations	0.417	0.702	0.528	ຫົວໃຈເຕັ້ນ
palsy	0.083	0.446	0.221	ອຳມະພາດ
paltry	0.333	0.491	0.320	paltry
pamper	0.792	0.321	0.348	ພໍດີ
pamphlet	0.530	0.250	0.327	ເອກະສານ
pan	0.734	0.182	0.364	ແຊ່
panacea	0.420	0.427	0.613	panacea
panache	0.510	0.363	0.306	ເຈັບທ້ອງ
pancake	0.802	0.274	0.364	ແພນເຄັກ
pancakes	0.844	0.373	0.402	ແພນເຄັກ
pancreas	0.469	0.302	0.366	ຕັບອັກເສບ
panda	0.646	0.194	0.406	ແພນດ້າ
pandemic	0.160	0.790	0.544	ການ​ລະ​ບາດ​ໃຫຍ່
pandemonium	0.229	0.885	0.500	ໂລກລະບາດ
pane	0.385	0.250	0.444	ປ່ອງ
panel	0.469	0.321	0.425	ກະດານ
pang	0.146	0.595	0.455	ປາງ
panhandle	0.441	0.431	0.414	panhandle
panic	0.062	0.938	0.400	ຄວາມ​ຕື່​ນ​ຕົກ​ໃຈ
panicattack	0.255	0.724	0.386	panicattack
panicked	0.100	0.949	0.260	ຕົກໃຈ
panicking	0.094	0.882	0.333	ຕົກໃຈ
panicky	0.284	0.962	0.393	ຕື່ນຕົກໃຈ
panier	0.500	0.392	0.380	ຢ້ານ
panorama	0.719	0.402	0.625	ພາໂນຣາມາ
panoramic	0.542	0.462	0.684	ພາໂນຣາມາ
pansy	0.653	0.283	0.589	ແພນຊີ
pant	0.448	0.463	0.409	ໂສ້ງ
pantheon	0.144	0.410	0.610	ແພນເທອອນ
panther	0.303	0.594	0.682	ເສືອດຳ
panties	0.594	0.529	0.312	ໂສ້ງ
pantomime	0.552	0.481	0.385	ລະຄອນຕຸກກະຕາ
