English Word	Valence	Arousal	Dominance	Nepali Word
molasses	0.490	0.269	0.286	गुड़
mold	0.330	0.274	0.402	मोल्ड
molded	0.667	0.361	0.373	ढालिएको
molding	0.552	0.308	0.546	मोल्डिङ
moldy	0.235	0.387	0.250	ढालिएको
mole	0.436	0.377	0.352	तिल
molecular	0.495	0.440	0.536	आणविक
molecule	0.531	0.259	0.375	अणु
molest	0.133	0.816	0.319	दुर्व्यवहार
molestation	0.102	0.808	0.407	दुर्व्यवहार
molester	0.143	0.811	0.478	दुर्व्यवहार गर्ने
molten	0.417	0.490	0.339	पग्लिएको
mom	0.927	0.336	0.639	आमा
moment	0.604	0.435	0.509	क्षण
momentary	0.562	0.271	0.330	क्षणिक
momentous	0.792	0.587	0.760	महत्त्वपूर्ण
momentum	0.663	0.750	0.688	गति
momma	0.833	0.412	0.527	आमा
mommy	0.854	0.353	0.422	आमा
monad	0.510	0.482	0.451	मोनाड
monarch	0.583	0.559	0.870	सम्राट
monarchy	0.450	0.557	0.870	राजतन्त्र
monastery	0.694	0.183	0.726	मठ
monastic	0.438	0.314	0.676	सन्यासी
monetary	0.583	0.494	0.716	मौद्रिक
money	0.844	0.608	0.827	पैसा
mongoloid	0.177	0.364	0.317	मंगोलाइड
mongoose	0.327	0.380	0.546	मोंगोज
mongrel	0.425	0.438	0.395	mongrel
monitor	0.490	0.298	0.538	निगरानी
monk	0.472	0.208	0.439	भिक्षु
monkey	0.548	0.449	0.283	बाँदर
mono	0.500	0.390	0.273	मोनो
monochrome	0.312	0.292	0.339	मोनोक्रोम
monogamous	0.510	0.335	0.402	monogamous
monogamy	0.542	0.380	0.455	एकविवाह
monogram	0.480	0.210	0.425	मोनोग्राम
monogrammed	0.503	0.270	0.402	मोनोग्राम गरिएको
monograph	0.500	0.242	0.481	मोनोग्राफ
monolayer	0.427	0.294	0.433	monolayer
monolith	0.429	0.327	0.500	मोनोलिथ
monologue	0.500	0.284	0.534	मोनोलोग
monopolist	0.330	0.590	0.725	एकाधिकारवादी
monopoly	0.449	0.509	0.640	एकाधिकार
monotonous	0.354	0.221	0.400	नीरस
monotony	0.398	0.135	0.353	एकरसता
monoxide	0.433	0.430	0.490	मोनोअक्साइड
monsieur	0.552	0.340	0.623	महाशय
monsoon	0.358	0.600	0.481	मनसुन
monster	0.133	0.935	0.596	राक्षस
monstrosity	0.094	0.933	0.611	राक्षसीता
monstrous	0.094	0.942	0.649	राक्षसी
montage	0.438	0.520	0.388	मोन्टेज
monte	0.589	0.330	0.391	मोन्टे
month	0.688	0.255	0.411	महिना
monthly	0.622	0.314	0.364	मासिक
monument	0.833	0.404	0.811	स्मारक
monumental	0.656	0.594	0.955	स्मारकीय
moo	0.438	0.355	0.300	moo
mooch	0.378	0.413	0.309	मुच
mood	0.720	0.500	0.500	मूड
moods	0.578	0.633	0.491	मूड
moody	0.245	0.811	0.595	मुड
moon	0.673	0.233	0.547	चन्द्रमा
moonbeam	0.700	0.290	0.491	चन्द्रकिरण
moonlight	0.865	0.264	0.409	चन्द्रमा
moonlit	0.873	0.269	0.508	चन्द्रमा
moonshine	0.633	0.389	0.491	चन्द्रमा
moonstruck	0.583	0.438	0.407	चन्द्रमा परेको
moonwalk	0.615	0.586	0.525	चन्द्रयात्रा
moor	0.311	0.464	0.378	मुर
moored	0.344	0.500	0.417	moored
mooring	0.323	0.490	0.444	मुरिङ
moorings	0.406	0.500	0.516	मुरिङ
moorland	0.490	0.370	0.456	मुरल्याण्ड
moose	0.648	0.373	0.318	मुस
moot	0.344	0.500	0.615	मुट
mooted	0.388	0.580	0.463	मुद्दा लगाइएको
mop	0.396	0.442	0.296	mop
mope	0.406	0.309	0.345	mope
moped	0.582	0.582	0.554	मोपेड
moral	0.700	0.459	0.796	नैतिक
morale	0.729	0.158	0.792	मनोबल
morality	0.750	0.408	0.759	नैतिकता
morals	0.646	0.430	0.611	नैतिकता
morass	0.387	0.348	0.375	दलदल
moratorium	0.337	0.427	0.373	अधिस्थगन
moray	0.510	0.402	0.463	मोरे
morbid	0.090	0.833	0.395	बिरामी
morbidity	0.370	0.630	0.443	बिरामीपन
morbidness	0.120	0.694	0.339	बिरामीपन
mores	0.582	0.317	0.684	अधिक
morgue	0.022	0.539	0.241	मुर्दाघर
moribund	0.083	0.488	0.167	moribund
morn	0.542	0.284	0.345	बिहान
morning	0.688	0.235	0.444	बिहान
moron	0.133	0.587	0.183	मूर्ख
moronic	0.122	0.500	0.224	मूर्ख
morose	0.240	0.663	0.264	उदास
morph	0.448	0.469	0.451	रूप
morphine	0.229	0.490	0.496	मोर्फिन
morphism	0.398	0.549	0.386	morphism
morphology	0.516	0.373	0.639	आकारविज्ञान
morrow	0.708	0.314	0.490	भोलि
morsel	0.490	0.296	0.400	मुरा
mortal	0.196	0.786	0.510	मरणशील
mortality	0.229	0.726	0.518	मृत्यु दर
mortar	0.333	0.627	0.562	मोर्टार
mortgage	0.255	0.408	0.537	बंधक
mortgagee	0.418	0.633	0.723	बंधक
mortgagor	0.431	0.522	0.490	बंधक
mortician	0.104	0.429	0.275	मोर्टिसियन
mortification	0.135	0.644	0.404	मृत्यु
mortified	0.073	0.731	0.270	मर्माहत
mortuary	0.133	0.606	0.427	शवगृह
mosaic	0.635	0.250	0.302	मोजेक
mosey	0.521	0.402	0.330	mosey
mosquito	0.229	0.400	0.198	लामखुट्टे
moss	0.235	0.270	0.245	काई
mossy	0.375	0.329	0.286	काईलो
mote	0.375	0.388	0.260	मोट
motel	0.531	0.372	0.450	मोटेल
moth	0.323	0.350	0.196	पतंग
mother	0.931	0.408	0.725	आमा
motherfucker	0.122	0.827	0.351	मदरफकर
motherfucking	0.071	0.823	0.373	मदर फकिङ
motherhood	0.844	0.546	0.667	मातृत्व
motherland	0.677	0.375	0.731	मातृभूमि
motherless	0.163	0.541	0.337	आमाविहीन
motherly	0.927	0.324	0.710	मातृत्व
motif	0.688	0.481	0.527	आकृति
motion	0.667	0.538	0.657	गति
motionless	0.323	0.210	0.246	गतिहीन
motivate	0.812	0.776	0.873	उत्प्रेरित
motivating	0.958	0.820	0.787	उत्प्रेरक
motivation	0.854	0.784	0.802	प्रेरणा
motivational	0.906	0.646	0.858	प्रेरक
motive	0.667	0.588	0.663	उद्देश्य
motley	0.480	0.398	0.412	मोटली
motor	0.531	0.551	0.648	मोटर
motorbike	0.552	0.608	0.616	मोटरसाइकल
motorboat	0.677	0.500	0.390	मोटरबोट
motorcade	0.708	0.730	0.593	मोटर काड
motorcar	0.694	0.565	0.682	मोटर गाडी
motorcycle	0.677	0.764	0.713	मोटरसाइकल
motorist	0.562	0.663	0.578	मोटर चालक
motte	0.481	0.389	0.370	motte
mottled	0.380	0.336	0.295	चिल्लो
motto	0.688	0.317	0.439	आदर्श वाक्य
mould	0.357	0.176	0.246	मोल्ड
mound	0.520	0.481	0.509	ढिलो
mount	0.500	0.292	0.348	माउन्ट
mountain	0.698	0.408	0.649	पहाड
mountaineer	0.635	0.774	0.535	पर्वतारोही
mountainous	0.635	0.519	0.612	पहाडी
mountains	0.766	0.433	0.569	पहाडहरू
mountaintop	0.653	0.541	0.713	पहाडको टुप्पो
mourn	0.056	0.583	0.150	शोक
mournful	0.180	0.441	0.188	शोकपूर्ण
mourning	0.177	0.490	0.266	शोक
mouse	0.427	0.441	0.206	मुसा
mousetrap	0.180	0.643	0.330	माउसट्र्याप
mousse	0.604	0.336	0.368	mousse
moustache	0.470	0.236	0.409	जुङ्गा
mousy	0.480	0.413	0.339	मूसी
mouth	0.734	0.294	0.336	मुख
mouthful	0.609	0.565	0.389	मुख भरिएको
mouthpiece	0.573	0.346	0.393	मुखपत्र
mouthwash	0.438	0.385	0.352	मुख धुने
movable	0.469	0.509	0.500	चल्ने
move	0.656	0.647	0.670	चल्नु
movement	0.656	0.654	0.658	आन्दोलन
mover	0.615	0.539	0.466	मूभर
movie	0.792	0.560	0.471	चलचित्र
movies	0.724	0.426	0.472	चलचित्रहरू
moving	0.479	0.673	0.358	चलिरहेको
movingforward	0.857	0.518	0.848	अगाडी बढ्दै
movingon	0.490	0.529	0.435	सर्दै
mow	0.420	0.559	0.393	घास काट्ने
mower	0.458	0.510	0.368	घास काट्ने
moxie	0.531	0.490	0.366	moxie
mozzarella	0.653	0.265	0.340	mozzarella
mri	0.365	0.431	0.349	mri
muchneeded	0.438	0.602	0.455	धेरै आवश्यक छ
mucis	0.398	0.418	0.420	mucis
muck	0.347	0.423	0.272	गोबर
mucked	0.184	0.500	0.373	ठगिएको
mucous	0.330	0.296	0.293	श्लेष्म
mucus	0.143	0.309	0.228	बलगम
mud	0.333	0.260	0.185	माटो
muddle	0.184	0.710	0.336	अव्यवस्था
muddled	0.250	0.615	0.263	खलबलिएको
muddy	0.292	0.400	0.283	हिलो
muff	0.542	0.335	0.314	मफ
muffin	0.684	0.430	0.306	मफिन
muffled	0.479	0.330	0.421	मफ्ल गरिएको
muffler	0.357	0.407	0.454	मफलर
mug	0.542	0.214	0.382	मग
mugger	0.125	0.850	0.500	लुटेरा
mulberry	0.469	0.315	0.361	तुती
mulch	0.349	0.361	0.383	मल्च
mule	0.320	0.337	0.254	खच्चर
mull	0.663	0.340	0.594	mull
mullet	0.521	0.356	0.377	mullet
multilateral	0.500	0.469	0.705	बहुपक्षीय
multimedia	0.611	0.390	0.607	मल्टिमिडिया
multinational	0.656	0.510	0.842	बहुराष्ट्रिय
multiple	0.660	0.510	0.578	धेरै
multiple sclerosis	0.188	0.587	0.483	एकाधिक स्क्लेरोसिस
multiplex	0.610	0.590	0.667	मल्टिप्लेक्स
multiplication	0.646	0.565	0.762	गुणन
multiplicity	0.677	0.490	0.777	बहुलता
multiplied	0.802	0.559	0.729	गुणा गरियो
multiplier	0.643	0.615	0.741	गुणक
multiply	0.802	0.625	0.777	गुणा
multitude	0.562	0.765	0.847	भीड
mum	0.802	0.317	0.698	आमा
mumble	0.292	0.444	0.245	गनगन
mumbo	0.429	0.506	0.336	mumbo
mummy	0.400	0.588	0.415	आमा
mumps	0.099	0.410	0.311	मम्प्स
munch	0.541	0.277	0.434	मंच
munchies	0.562	0.470	0.491	मुन्चीहरू
munchkin	0.490	0.466	0.374	munchkin
mundane	0.312	0.420	0.480	सांसारिक
municipal	0.625	0.390	0.758	नगरपालिका
municipality	0.569	0.280	0.614	नगरपालिका
mural	0.551	0.265	0.454	भित्ति
murder	0.061	0.942	0.615	हत्या
murderer	0.010	0.960	0.650	हत्यारा
murderess	0.041	0.941	0.462	हत्यारा
murderous	0.017	0.940	0.682	हत्यारा
murky	0.143	0.618	0.370	धमिलो
murmur	0.458	0.520	0.200	गनगन
muscle	0.359	0.490	0.645	मासु
muscular	0.531	0.434	0.577	मांसपेशी
muse	0.760	0.360	0.509	सङ्ग्रह
muses	0.714	0.434	0.571	muses
museum	0.792	0.206	0.481	संग्रहालय
mush	0.500	0.311	0.125	mush
mushroom	0.490	0.274	0.269	च्याउ
mushy	0.520	0.200	0.182	चिल्लो
music	0.833	0.563	0.605	संगीत
musical	0.908	0.630	0.530	सांगीतिक
musician	0.816	0.509	0.618	संगीतकार
musing	0.740	0.151	0.465	चिन्तित
musk	0.469	0.454	0.453	कस्तूरी
musket	0.260	0.654	0.510	कस्तुरी
musketeer	0.694	0.569	0.705	Musketeer
muskrat	0.439	0.510	0.368	muskrat
muslin	0.439	0.304	0.352	मलमल
muss	0.418	0.438	0.302	muss
must	0.408	0.382	0.441	गर्नुपर्छ
mustang	0.635	0.642	0.708	मुस्ताङ
mustard	0.500	0.346	0.275	तोरी
muster	0.635	0.460	0.548	जम्मा गर्नुहोस्
musty	0.354	0.367	0.267	बलियो
mutable	0.426	0.531	0.491	परिवर्तनीय
mutant	0.337	0.676	0.573	उत्परिवर्ती
mutate	0.281	0.548	0.463	उत्परिवर्तन
mutation	0.365	0.625	0.611	उत्परिवर्तन
mute	0.271	0.200	0.250	मौन
muted	0.260	0.167	0.162	मौन
mutilate	0.125	0.900	0.465	विच्छेदन
mutilated	0.041	0.841	0.356	विकृत
mutilation	0.122	0.782	0.456	विकृति
mutiny	0.323	0.890	0.549	विद्रोह
mutt	0.418	0.408	0.387	mutt
mutter	0.406	0.427	0.228	गनगन
mutton	0.427	0.283	0.393	मटन
mutual	0.729	0.321	0.464	आपसी
mutually	0.844	0.490	0.582	परस्पर
muzzle	0.388	0.430	0.232	थूथन
myfavorite	0.812	0.587	0.615	मेरो मन पर्ने
myopia	0.245	0.387	0.226	मायोपिया
myopic	0.344	0.396	0.218	मायोपिक
myriad	0.480	0.429	0.550	असंख्य
mysterious	0.448	0.699	0.455	रहस्यमय
mystery	0.417	0.667	0.519	रहस्य
mystic	0.643	0.520	0.535	रहस्यवादी
mystical	0.594	0.443	0.689	रहस्यमय
mysticism	0.594	0.598	0.423	रहस्यवाद
mystified	0.344	0.600	0.509	रहस्यमय
mystique	0.668	0.633	0.667	रहस्यमय
myth	0.458	0.432	0.338	मिथक
mythic	0.635	0.528	0.645	पौराणिक
mythical	0.625	0.556	0.583	पौराणिक
mythological	0.760	0.573	0.658	पौराणिक
mythology	0.684	0.439	0.688	पौराणिक कथा
nab	0.469	0.544	0.407	पकड
nacho	0.667	0.259	0.333	nacho
nada	0.250	0.231	0.136	नाडा
nadir	0.479	0.363	0.424	नादिर
nag	0.271	0.451	0.472	नग
nail	0.469	0.397	0.282	नङ
nail gun	0.378	0.806	0.574	नङ बन्दुक
naive	0.406	0.260	0.375	भोली
naked	0.323	0.885	0.288	नग्न
nakedness	0.480	0.760	0.350	नग्नता
namaste	0.719	0.255	0.464	नमस्ते
name	0.573	0.300	0.415	नाम
named	0.562	0.396	0.565	नाम दिइएको
nameless	0.344	0.280	0.164	नामहीन
namesake	0.418	0.327	0.404	नाम
naming	0.667	0.410	0.559	नामकरण
nana	0.765	0.255	0.375	नाना
nanny	0.615	0.370	0.528	नानी
nanometer	0.375	0.356	0.446	न्यानोमिटर
nap	0.660	0.098	0.342	झपकी
napalm	0.265	0.580	0.471	napalm
nape	0.427	0.268	0.298	nape
napkin	0.469	0.142	0.209	रुमाल
napping	0.765	0.046	0.306	सुत्ने
nappy	0.529	0.333	0.207	लंगोट
narcissism	0.214	0.639	0.540	नार्सिसिज्म
narcissist	0.173	0.614	0.629	नार्सिसिस्ट
narcissistic	0.323	0.708	0.655	narcissistic
narcotic	0.102	0.858	0.450	मादक पदार्थ
narrate	0.541	0.480	0.473	वर्णन गर्नुहोस्
narration	0.622	0.408	0.551	कथन
narrative	0.580	0.303	0.443	कथा
narrator	0.673	0.430	0.623	कथाकार
narrow	0.260	0.368	0.356	साँघुरो
narrowing	0.354	0.593	0.357	संकुचित गर्दै
nasal	0.479	0.340	0.330	नाक
nascent	0.684	0.373	0.585	नवजात
nasty	0.115	0.620	0.264	फोहर
natal	0.755	0.462	0.481	जन्मजात
nation	0.594	0.443	0.821	राष्ट्र
national	0.698	0.365	0.663	राष्ट्रिय
nationality	0.642	0.400	0.772	राष्ट्रियता
nationwide	0.684	0.217	0.672	राष्ट्रव्यापी
native	0.635	0.422	0.710	देशी
nativity	0.750	0.337	0.673	जन्म
natural	0.854	0.118	0.481	प्राकृतिक
natural gas	0.635	0.324	0.396	प्राकृतिक ग्यास
naturalist	0.844	0.255	0.562	प्रकृतिवादी
naturalization	0.781	0.279	0.652	प्राकृतिकीकरण
naturalized	0.760	0.333	0.600	प्राकृतिकीकृत
naturally	0.854	0.276	0.549	स्वाभाविक रूपमा
nature	0.857	0.184	0.643	प्रकृति
naught	0.344	0.176	0.161	शून्य
naughty	0.451	0.857	0.371	शरारती
nausea	0.104	0.781	0.273	वाकवाकी
nauseate	0.062	0.660	0.176	वाकवाकी लाग्नु
nauseating	0.021	0.640	0.250	वाकवाकी गर्ने
nauseous	0.135	0.780	0.284	वाकवाकी
nautical	0.646	0.250	0.579	समुद्री
nautilus	0.396	0.509	0.517	नॉटिलस
naval	0.542	0.449	0.679	नौसेना
nave	0.583	0.448	0.585	nave
navel	0.448	0.261	0.276	नाभि
navigable	0.749	0.406	0.645	नेभिगेबल
navigate	0.740	0.555	0.675	नेभिगेट गर्नुहोस्
navigation	0.841	0.470	0.720	नेभिगेसन
navigational	0.573	0.481	0.564	नेभिगेसनल
navigator	0.583	0.592	0.623	नेभिगेटर
navy	0.531	0.760	0.764	नौसेना
nay	0.344	0.290	0.325	होइन
nearsighted	0.271	0.373	0.265	नजिकको दृष्टि भएको
neat	0.878	0.235	0.491	सफा
neatly	0.802	0.412	0.588	सफासँग
nebula	0.510	0.418	0.438	नेबुला
nebulae	0.490	0.330	0.472	नेबुला
nebulous	0.469	0.347	0.417	nebulous
necessarily	0.667	0.423	0.598	अनिवार्य रूपमा
necessary	0.750	0.433	0.679	आवश्यक
necessitate	0.578	0.604	0.516	आवश्यक छ
necessities	0.520	0.630	0.463	आवश्यकताहरू
necessity	0.567	0.471	0.588	आवश्यकता
neck	0.541	0.245	0.345	घाँटी
necklace	0.760	0.294	0.373	हार
necktie	0.583	0.229	0.314	नेकटाई
necromancer	0.333	0.625	0.536	नेक्रोमन्सर
necrosis	0.115	0.622	0.385	नेक्रोसिस
nectar	0.746	0.331	0.398	अमृत
need	0.510	0.574	0.200	आवश्यकता
needalife	0.490	0.443	0.394	आवश्यक जीवन
needed	0.677	0.342	0.679	आवश्यक छ
needful	0.582	0.460	0.614	आवश्यक
needit	0.250	0.472	0.356	आवश्यक छ
needle	0.250	0.472	0.360	सुई
needlepoint	0.653	0.500	0.556	सुई बिन्दु
needles	0.250	0.602	0.348	सुई
needless	0.327	0.385	0.200	अनावश्यक
needtoknow	0.427	0.606	0.474	जान्नु आवश्यक छ
needtorelax	0.673	0.438	0.274	आवश्यक आराम
needy	0.360	0.451	0.245	खाँचोमा परेको
nefarious	0.184	0.720	0.528	घृणित
negation	0.255	0.461	0.297	अस्वीकार
negative	0.102	0.527	0.176	नकारात्मक
negativity	0.060	0.520	0.273	नकारात्मकता
neglect	0.045	0.550	0.163	उपेक्षा
neglected	0.271	0.385	0.160	उपेक्षित
neglecting	0.177	0.441	0.230	बेवास्ता गर्दै
negligee	0.385	0.520	0.336	उपेक्षित
negligence	0.092	0.570	0.251	लापरवाही
negligent	0.167	0.583	0.259	लापरवाह
negligently	0.056	0.583	0.266	लापरवाहीपूर्वक
negligible	0.177	0.292	0.232	नगण्य
negotiable	0.688	0.585	0.731	वार्ता योग्य
negotiate	0.612	0.708	0.769	वार्ता
negotiation	0.490	0.615	0.728	वार्ता
negotiator	0.635	0.471	0.817	वार्ताकार
negro	0.354	0.368	0.461	निग्रो
neigh	0.378	0.642	0.373	छिमेकी
neighbor	0.657	0.448	0.434	छिमेकी
neighborhood	0.385	0.469	0.373	छिमेक
neighboring	0.656	0.306	0.481	छिमेकी
nemesis	0.271	0.688	0.647	नेमसिस
neon	0.594	0.480	0.380	नीयन
neonatal	0.542	0.529	0.357	नवजात
neophyte	0.286	0.363	0.411	neophyte
neoprene	0.316	0.451	0.443	neoprene
nephew	0.719	0.337	0.412	भतिजा
nepotism	0.349	0.584	0.517	नातावाद
nerd	0.408	0.481	0.315	बेवकूफ
nerdy	0.296	0.255	0.292	nerdy
nerve	0.129	0.698	0.307	स्नायु
nerves	0.333	0.783	0.264	स्नायुहरु
nervous	0.235	0.820	0.213	नर्भस
nervousness	0.163	0.915	0.241	घबराहट
nervouswreck	0.112	0.867	0.179	नर्भसब्रेक
nervy	0.250	0.830	0.241	स्नायु
ness	0.396	0.480	0.392	ness
nest	0.687	0.221	0.333	गुँड
nestle	0.625	0.308	0.379	नेस्ले
nestling	0.604	0.427	0.286	नेस्टलिङ
net	0.441	0.288	0.417	नेट
nether	0.240	0.265	0.259	नत्र
netting	0.368	0.509	0.585	जाल
nettle	0.406	0.324	0.490	नेटल
network	0.531	0.337	0.466	नेटवर्क
networking	0.625	0.482	0.545	नेटवर्किङ
neural	0.582	0.426	0.391	तंत्रिका
neuralgia	0.092	0.706	0.439	न्युराल्जिया
neurological	0.500	0.540	0.558	न्यूरोलोजिकल
neurologist	0.608	0.500	0.736	न्यूरोलोजिस्ट
neurology	0.459	0.537	0.580	न्यूरोलोजी
neurosis	0.122	0.766	0.418	न्यूरोसिस
neurosurgeon	0.590	0.673	0.755	न्यूरोसर्जन
neurosurgery	0.490	0.632	0.730	न्यूरो सर्जरी
neurotic	0.198	0.801	0.387	न्यूरोटिक
neuter	0.621	0.163	0.302	नपुंसक
neutral	0.469	0.184	0.357	तटस्थ
neutrality	0.469	0.205	0.434	तटस्थता
neutralize	0.519	0.363	0.719	बेअसर गर्नु
neutron	0.469	0.440	0.679	न्यूट्रोन
new	0.917	0.490	0.582	नयाँ
new age	0.694	0.556	0.727	नयाँ युग
newbeginnings	0.802	0.613	0.524	नयाँ सुरुवात
newborn	0.918	0.580	0.372	नवजात
newcomer	0.622	0.380	0.396	नयाँ आगमन
newday	0.847	0.388	0.618	नया दिन
newfound	0.745	0.741	0.520	नयाँ फेला पर्यो
newjob	0.755	0.643	0.729	नयाँ जागीर
newlife	0.898	0.646	0.701	नया जीवन
newly	0.688	0.422	0.552	भर्खरै
newlywed	0.847	0.706	0.570	नवविवाहित
newme	0.643	0.550	0.527	newme
newness	0.740	0.522	0.588	नयाँपन
news	0.633	0.580	0.610	समाचार
newscast	0.531	0.509	0.714	newscast
newscaster	0.646	0.510	0.764	न्यूजकास्टर
newsflash	0.604	0.637	0.518	newsflash
newsletter	0.622	0.385	0.490	न्यूजलेटर
newsman	0.604	0.480	0.696	समाचारदाता
newspaper	0.602	0.283	0.444	अखबार
newspaperman	0.561	0.458	0.750	अखबारवाला
newsreel	0.625	0.571	0.577	न्यूजरील
newsroom	0.531	0.392	0.658	न्यूजरूम
newsstand	0.615	0.222	0.336	न्यूजस्ट्यान्ड
newstart	0.802	0.510	0.667	न्यूजस्टार्ट
newt	0.458	0.380	0.541	newt
newyear	0.938	0.784	0.520	नयाँ वर्ष
nexus	0.496	0.368	0.412	नेक्सस
nib	0.510	0.282	0.406	निब
nibble	0.551	0.551	0.411	कुट्नु
nice	0.930	0.442	0.650	राम्रो
niche	0.459	0.413	0.318	आला
nichts	0.406	0.293	0.404	nichts
nick	0.554	0.388	0.387	निक
nickel	0.510	0.347	0.406	निकल
nickname	0.490	0.470	0.263	उपनाम
nicotine	0.235	0.608	0.447	निकोटिन
niece	0.771	0.320	0.400	भतिजी
nifty	0.740	0.745	0.815	निफ्टी
nigh	0.653	0.216	0.336	नजिक
night	0.598	0.396	0.404	रात
nightcap	0.750	0.196	0.268	रात्रि टोपी
nightclub	0.802	0.894	0.528	नाइट क्लब
nightfall	0.490	0.436	0.426	राति
nightgown	0.643	0.408	0.250	नाइटगाउन
nightie	0.630	0.388	0.274	रात्रि
nightingale	0.740	0.340	0.496	नाइटिंगेल
nightlife	0.542	0.783	0.510	रात्रि जीवन
nightly	0.673	0.410	0.474	राती
nightmare	0.005	0.810	0.436	दुःस्वप्न
nightmares	0.082	0.942	0.448	दुःस्वप्नहरू
nightstand	0.490	0.130	0.327	नाइटस्ट्यान्ड
nightstick	0.500	0.461	0.348	नाइटस्टिक
nighttime	0.735	0.385	0.439	रातको समय
nihilism	0.367	0.510	0.364	शून्यवाद
nil	0.286	0.143	0.157	शून्य
nimble	0.833	0.729	0.769	फुर्तिलो
nimrod	0.327	0.500	0.539	निम्रोद
nincompoop	0.365	0.431	0.368	nincompoop
nine	0.552	0.255	0.327	नौ
nineteen	0.673	0.304	0.375	उन्नीस
ninety	0.479	0.349	0.436	नब्बे
ninja	0.542	0.844	0.682	निन्जा
ninny	0.344	0.343	0.309	निनी
nintendo	0.802	0.571	0.464	निन्टेन्डो
ninth	0.490	0.212	0.396	नवौं
nip	0.281	0.700	0.264	निप
nipper	0.386	0.422	0.317	निपर
nipple	0.480	0.786	0.415	निप्पल
nippy	0.540	0.500	0.416	निप्पी
nitrate	0.388	0.406	0.500	नाइट्रेट
nitro	0.500	0.647	0.639	नाइट्रो
nitrogen	0.427	0.435	0.562	नाइट्रोजन
nitrous	0.435	0.561	0.411	नाइट्रस
nitwit	0.146	0.606	0.139	nitwit
nix	0.330	0.380	0.404	nix
no anticipation	0.396	0.480	0.341	कुनै प्रत्याशा
no disgust	0.510	0.324	0.448	कुनै घृणा
no emotion	0.170	0.109	0.225	कुनै भावना छैन
no sentiment	0.092	0.382	0.278	कुनै भावना छैन
no surprise	0.171	0.224	0.412	कुनै आश्चर्य छैन
no trust	0.055	0.445	0.257	विश्वास छैन
nobility	0.844	0.347	0.736	कुलीनता
noble	0.906	0.345	0.610	महान
nobleman	0.675	0.286	0.709	कुलीन
nobodycares	0.365	0.410	0.354	कसैले वास्ता गरदैन
nocomplaints	0.677	0.164	0.491	कुनै गुनासो छैन
nocturnal	0.540	0.500	0.462	निशाचर
nod	0.590	0.367	0.427	नोड
nodding	0.694	0.294	0.426	निहुराउँदै
node	0.396	0.343	0.361	नोड
nodular	0.438	0.351	0.411	नोड्युलर
nodule	0.312	0.426	0.349	नोड्युल
noggin	0.510	0.433	0.382	noggin
nohope	0.200	0.441	0.385	आशा छैन
noir	0.375	0.394	0.365	noir
noise	0.260	0.883	0.388	कोलाहल
noisy	0.271	0.812	0.561	कोलाहल
nomad	0.375	0.413	0.433	घुमन्ते
nomadic	0.427	0.519	0.422	घुमन्ते
nomenclature	0.500	0.222	0.575	नामकरण
nominal	0.594	0.250	0.463	नाममात्र
nominate	0.615	0.471	0.669	मनोनयन
nomination	0.663	0.637	0.696	नामांकन
nominee	0.662	0.625	0.765	उम्मेदवार
nonce	0.422	0.370	0.377	कुनै पनि
nonchalant	0.312	0.314	0.366	बेपत्ता
noncompliance	0.112	0.598	0.259	गैर अनुपालन
nondescript	0.490	0.434	0.348	ननडेस्क्रिप्ट
nonexistent	0.208	0.429	0.149	अवस्थित छैन
nonfat	0.604	0.260	0.340	बोसो नभएको
nonfiction	0.426	0.315	0.431	nonfiction
nonpayment	0.229	0.510	0.298	भुक्तान नगर्ने
nonresident	0.250	0.340	0.302	गैर आवासीय
nonsense	0.214	0.531	0.155	बकवास
nonsensical	0.173	0.268	0.193	बेकार
nonviolent	0.640	0.287	0.346	अहिंसात्मक
noob	0.417	0.430	0.267	सिकारु
noodle	0.633	0.216	0.225	चाउचाउ
nook	0.480	0.321	0.296	नुक्क
noon	0.531	0.343	0.518	दिउँसो
noose	0.356	0.300	0.330	हान
nopoint	0.276	0.324	0.314	कुनै बिन्दु
noregrets	0.469	0.476	0.426	अफसोस
norm	0.500	0.245	0.527	सामान्य
normal	0.740	0.127	0.380	सामान्य
normalcy	0.805	0.151	0.620	सामान्यता
normality	0.781	0.089	0.444	सामान्यता
north	0.531	0.255	0.450	उत्तर
northbound	0.604	0.454	0.491	उत्तरबाउन्ड
northeast	0.562	0.260	0.375	उत्तर पूर्व
northern	0.570	0.340	0.472	उत्तरी
northwest	0.604	0.345	0.451	उत्तर पश्चिम
northwestern	0.479	0.306	0.462	उत्तरपश्चिमी
noschool	0.490	0.400	0.380	noschool
nose	0.582	0.270	0.245	नाक
nosebleed	0.153	0.776	0.361	नाक रगत बग्नु
nosey	0.276	0.655	0.223	नाक
nosnow	0.392	0.394	0.366	हिउँ
nostalgia	0.417	0.337	0.339	नोस्टाल्जिया
nostalgic	0.458	0.351	0.184	उदासीन
nostress	0.531	0.404	0.415	nostress
nostril	0.396	0.404	0.316	नाकको प्वाल
nosun	0.388	0.380	0.351	nosun
nosy	0.292	0.558	0.433	नाक
not negative	0.622	0.270	0.444	नकारात्मक छैन
not positive	0.051	0.370	0.236	सकारात्मक छैन
notable	0.760	0.450	0.696	उल्लेखनीय
notables	0.594	0.608	0.755	उल्लेखनीयहरू
notably	0.792	0.533	0.689	उल्लेखनीय रूपमा
