English Word	Valence	Arousal	Dominance	Myanmar-Burmese Word
hookup	0.625	0.529	0.683	ချိတ်ဆက်သည်
hooky	0.468	0.500	0.452	အမိုက်စား
hooligan	0.295	0.712	0.455	လမ်းသရဲ
hoop	0.635	0.204	0.315	သံယောဇဉ်
hoopla	0.542	0.471	0.353	ဟော့ပလာ
hooray	0.610	0.481	0.536	ဟူး
hoot	0.449	0.560	0.430	ဟွတ်
hooter	0.470	0.615	0.455	ဟောက်တာ
hop	0.450	0.520	0.427	ခုန်ကူးသည်။
hope	0.927	0.317	0.739	မျှော်လင့်ချက်
hopeful	0.947	0.357	0.627	မျှော်လင့်သော
hopeless	0.094	0.298	0.112	မျှော်လင့်ချက်မဲ့
hopelessness	0.052	0.402	0.223	မျှော်လင့်ချက်မဲ့ခြင်း
hopes	0.917	0.500	0.702	မျှော်လင့်ချက်
hoping	0.684	0.469	0.454	မျှော်လင့်သည်။
hopper	0.396	0.491	0.442	hopper
horde	0.286	0.713	0.684	အလုံးအရင်း
horizon	0.729	0.284	0.590	မိုးကုပ်စက်ဝိုင်း
horizontal	0.573	0.304	0.387	အလျားလိုက်
horizontally	0.500	0.356	0.439	အလျားလိုက်
hormonal	0.500	0.620	0.551	ဟော်မုန်း
hormone	0.490	0.750	0.621	ဟော်မုန်း
horn	0.385	0.510	0.366	ဦးချို
horned	0.316	0.610	0.375	ဦးချို
hornet	0.398	0.594	0.500	ပျားတူ၊
horny	0.490	0.908	0.560	horny
horoscope	0.500	0.360	0.490	ဇာတာ
horrendous	0.073	0.755	0.365	ကြောက်စရာကောင်းသော
horrible	0.071	0.857	0.398	ကြောက်စရာကောင်းသော
horribly	0.050	0.631	0.454	ကြောက်စရာကောင်းလောက်အောင်
horrid	0.052	0.765	0.419	ကြောက်မက်ဖွယ်ကောင်းသော
horrific	0.094	0.846	0.481	ကြောက်မက်ဖွယ်ရာ
horrified	0.040	0.885	0.368	ထိတ်လန့်
horrifying	0.010	0.760	0.352	ကြောက်စရာကောင်းသော
horror	0.115	0.850	0.438	ထိတ်လန့်
horrors	0.061	0.852	0.409	ထိတ်လန့်စရာ
horse	0.635	0.510	0.529	မြင်း
horseback	0.688	0.588	0.566	မြင်းပြန်
horseman	0.441	0.700	0.676	မြင်းစီးသူ
horsepower	0.594	0.735	0.735	မြင်းကောင်ရေ
horseradish	0.321	0.584	0.476	မြင်းမုန်လာ
horseshit	0.153	0.582	0.179	မြင်းချေး
horseshoe	0.673	0.350	0.406	မြင်းခွာ
horsey	0.602	0.454	0.462	မြင်းကျား
horticultural	0.594	0.387	0.509	စိုက်ခင်း
horticulture	0.700	0.420	0.434	ပန်းမာန်
hosannah	0.679	0.373	0.500	ဟောဆန်နာ
hose	0.469	0.288	0.263	ရေပိုက်
hosiery	0.520	0.344	0.373	ရေချိုးခန်း
hospice	0.337	0.443	0.535	ဆေးရုံ
hospitable	0.791	0.470	0.661	ဧည့်ဝတ်ကျေသည်။
hospital	0.323	0.537	0.598	ဆေးရုံ
hospitality	0.865	0.333	0.725	ဧည့်ဝတ်ပြုခြင်း။
host	0.693	0.471	0.537	အိမ်ရှင်
hostage	0.163	0.923	0.325	ဓားစာခံ
hostel	0.479	0.500	0.398	ဘော်ဒါဆောင်
hostess	0.792	0.604	0.688	အိမ်ရှင်မ
hostile	0.188	0.877	0.474	ရန်လိုသော
hostilities	0.276	0.810	0.444	ရန်လိုမှုများ
hostility	0.122	0.775	0.465	ရန်ငြိုးဖွဲ့ခြင်း။
hot	0.490	0.740	0.573	ပူတယ်။
hot sauce	0.333	0.740	0.509	ငံပြာရည်ပူ
hotbed	0.510	0.285	0.395	ရေနွေးကြမ်း
hotdog	0.720	0.438	0.373	ဟော့ဒေါ့
hotel	0.740	0.370	0.407	ဟိုတယ်
hothead	0.240	0.849	0.518	hothead
hotline	0.592	0.565	0.663	hotline
hotshot	0.500	0.727	0.615	ဟော့ရှော့
hotyoga	0.683	0.609	0.446	ဟော့ယောဂ
hound	0.417	0.528	0.582	ခွေး
hour	0.552	0.265	0.336	နာရီ
hourglass	0.542	0.284	0.492	နာရီမှန်
hourly	0.469	0.418	0.491	နာရီအလိုက်
house	0.587	0.135	0.533	အိမ်
houseboat	0.604	0.389	0.429	အိမ်လှေ
houseboy	0.479	0.415	0.393	အိမ်သား
housebroken	0.518	0.461	0.389	အိမ်ပျက်
houseguest	0.530	0.500	0.481	အိမ်ရှင်မ
household	0.781	0.230	0.667	အိမ်သား
householder	0.816	0.541	0.833	အိမ်ရှင်
housekeeper	0.694	0.279	0.520	အိမ်ထိန်း
housekeeping	0.604	0.500	0.445	အိမ်ထိန်း
housewarming	0.857	0.710	0.727	အိမ်ပူခြင်း
housewife	0.656	0.361	0.449	အိမ်ရှင်မ
housework	0.484	0.413	0.342	အိမ်အလုပ်
housing	0.776	0.304	0.591	အိမ်ရာ
hovel	0.333	0.296	0.322	တဲကုပ်
hover	0.510	0.431	0.404	ပျံဝဲ
hovercraft	0.541	0.654	0.588	ရှပ်ပြေးယာဉ်
howl	0.357	0.646	0.407	ညည်းတွား
howsoever	0.459	0.309	0.345	မည်သို့ပင်
hoy	0.583	0.298	0.471	ဟော့
hub	0.479	0.399	0.433	အချက်အချာ
hubby	0.548	0.435	0.430	ခင်ပွန်း
huckleberry	0.600	0.279	0.296	huckleberry
huddle	0.604	0.509	0.445	ပြုံ
hue	0.507	0.416	0.417	အသွေးအရောင်
huff	0.388	0.491	0.315	huff
huffy	0.420	0.616	0.375	huffy
hug	0.908	0.427	0.548	ဖက်သည်
huge	0.573	0.625	0.783	ဧရာ
hugger	0.520	0.480	0.412	ပွေ့ဖက်သည်။
huggy	0.854	0.429	0.451	ပွေ့ဖက်သည်။
hugs	0.980	0.422	0.600	ပွေ့ဖက်သည်။
hulk	0.460	0.740	0.750	hulk
hull	0.542	0.265	0.353	ထည်
hum	0.490	0.296	0.276	ညည်း
human	0.767	0.314	0.605	လူသား
humane	0.800	0.370	0.580	လူသားဆန်တယ်။
humanitarian	0.786	0.317	0.709	လူသားချင်းစာနာမှု
humanities	0.729	0.325	0.677	လူသားပညာ
humanity	0.750	0.360	0.727	လူသားဆန်မှု
humankind	0.885	0.394	0.714	လူသားမျိုးနွယ်
humanoid	0.521	0.462	0.491	လူသားဆန်သည်။
humanrights	0.792	0.559	0.730	လူ့အခွင့်အရေး
humble	0.867	0.236	0.483	နှိမ့်ချခြင်း။
humbled	0.280	0.618	0.198	နှိမ့်ချသည်။
humbly	0.771	0.194	0.370	နှိမ့်ချစွာ
humbug	0.219	0.622	0.456	လူမိုက်
humdrum	0.269	0.246	0.353	ဟမ်ဒရမ်
humid	0.375	0.324	0.366	စိုစွတ်သော
humidity	0.464	0.373	0.367	စိုထိုင်းဆ
humiliate	0.052	0.714	0.275	အရှက်ရ
humiliated	0.104	0.712	0.216	အရှက်ရ
humiliating	0.062	0.716	0.279	ရှက်စရာ
humiliation	0.048	0.712	0.310	အရှက်တရား
humility	0.740	0.118	0.444	နှိမ့်ချမှု
hummer	0.510	0.622	0.589	hummer
hummingbird	0.750	0.370	0.273	Hummingbird
humongous	0.378	0.538	0.536	ရယ်စရာကောင်းသော
humor	0.890	0.633	0.462	ဟာသ
humored	0.854	0.657	0.545	ဟာသနှောသည်။
humorist	0.958	0.790	0.607	ဟာသပညာရှင်
humorous	0.906	0.616	0.665	ဟာသ
hump	0.296	0.462	0.250	ဖင်
humpback	0.235	0.346	0.247	ကျောကုန်း
hunch	0.561	0.630	0.567	hunch
hunchback	0.208	0.390	0.259	နောက်ကျော
hundred	0.604	0.370	0.406	ရာ့
hundredth	0.427	0.368	0.466	ရာဂဏန်း
hunger	0.083	0.554	0.328	ဆာလောင်မှု
hungry	0.083	0.690	0.254	ဗိုက်ဆာတယ်။
hunk	0.438	0.375	0.361	hunk
hunks	0.417	0.453	0.482	hunks
hunky	0.469	0.571	0.438	hunky
hunt	0.327	0.806	0.588	အမဲလိုက်
hunter	0.292	0.817	0.817	မုဆိုး
hunting	0.448	0.713	0.714	အမဲလိုက်ခြင်း။
huntress	0.357	0.717	0.765	မုဆိုး
hurdle	0.198	0.682	0.434	အခက်အခဲ
hurl	0.316	0.745	0.574	ပစ်ပေါက်
hurrah	0.802	0.740	0.500	ဟား
hurricane	0.177	0.958	0.787	ဟာရီကိန်း
hurricanes	0.286	0.898	0.784	ဟာရီကိန်း
hurried	0.314	0.806	0.393	သုတ်သုတ်
hurry	0.422	0.735	0.481	မြန်မြန်
hurryup	0.473	0.791	0.555	မြန်မြန်လုပ်ပါ
hurt	0.062	0.773	0.291	ထိခိုက်
hurtful	0.104	0.680	0.463	နာကျင်စရာ
hurting	0.153	0.778	0.221	နာကျင်သည်။
husband	0.771	0.500	0.655	ခင်ပွန်း
husbandry	0.643	0.473	0.445	မွေးမြူရေး
hush	0.471	0.231	0.312	တိတ်တိတ်နေ
hushed	0.292	0.194	0.272	တိတ်သွားသည်။
husk	0.378	0.173	0.147	စပါးခွံ
husky	0.630	0.450	0.490	စပါးလင်
hussy	0.219	0.594	0.384	ပါးစပ်
hustle	0.406	0.661	0.427	မြန်သော
hustler	0.260	0.821	0.627	hustler
hut	0.633	0.270	0.375	တဲ
hutch	0.385	0.453	0.520	တဲအိမ်
hyacinth	0.372	0.360	0.342	hyacinth
hybrid	0.500	0.365	0.570	စပ်သည်။
hydra	0.406	0.598	0.534	hydra
hydrant	0.570	0.413	0.367	ရေဘုံပိုင်
hydrate	0.610	0.367	0.547	ရေဓါတ်
hydraulic	0.522	0.398	0.596	ဟိုက်ဒရောလစ်
hydraulics	0.500	0.530	0.588	ဟိုက်ဒရောလစ်
hydrocephalus	0.286	0.629	0.393	hydrocephalus
hydrodynamics	0.552	0.582	0.664	hydrodynamics
hydrogen	0.469	0.303	0.554	ဟိုက်ဒရိုဂျင်
hydrographic	0.490	0.396	0.642	ရေအားလျှပ်စစ်
hydrology	0.500	0.380	0.509	နိ်ုင်ပါတယ်။
hydrophobia	0.323	0.784	0.351	hydrophobia
hydroponics	0.500	0.549	0.500	Hydroponics
hyena	0.396	0.719	0.464	hyena
hygiene	0.781	0.287	0.537	တစ်ကိုယ်ရေသန့်ရှင်းရေး
hygienic	0.719	0.245	0.702	တစ်ကိုယ်ရေသန့်ရှင်းမှု
hygienist	0.698	0.389	0.682	တစ်ကိုယ်ရေသန့်ရှင်းရေးသမား
hymen	0.469	0.651	0.457	မြက်ရည်
hymn	0.735	0.292	0.634	ဓမ္မသီချင်း
hype	0.510	0.500	0.586	ဖောင်းပွနေသည်။
hyped	0.708	0.582	0.679	ကမောက်ကမ
hyper	0.542	0.616	0.640	ဟိုက်ပါ
hyperactive	0.500	0.921	0.660	သွေးတိုးရောဂါ
hyperbole	0.469	0.521	0.542	ဥပေက္ခာ
hyperspace	0.510	0.623	0.755	hyperspace
hypertension	0.133	0.784	0.427	သွေးတိုးရောဂါ
hypertrophy	0.312	0.625	0.413	သွေးလွန်ကဲခြင်း။
hyperventilate	0.347	0.729	0.556	hyperventilate
hyperventilating	0.164	0.802	0.625	hyperventilating
hyphen	0.552	0.356	0.381	တုံးတို
hypnosis	0.417	0.410	0.546	အိပ်မွေ့ချခြင်း
hypnotic	0.571	0.560	0.569	အိပ်မွေ့ချပါ။
hypnotist	0.490	0.455	0.627	အိပ်ဆေးဆရာ
hypnotize	0.469	0.507	0.508	အိပ်မွေ့ချပါ။
hypnotized	0.449	0.434	0.380	အိပ်မွေ့ချပါ။
hypochondriac	0.194	0.588	0.333	hypochondriac
hypocrisy	0.156	0.523	0.370	အရေခြုံ
hypocrite	0.082	0.673	0.306	ကြောင်သူတော်
hypocritical	0.048	0.740	0.415	ကြောင်သူတော်
hypodermic	0.240	0.441	0.445	hypodermic
hypothalamus	0.593	0.427	0.539	hypothalamus
hypothermia	0.184	0.620	0.301	သွေးအားနည်းရောဂါ
hypothesis	0.552	0.370	0.509	အယူအဆ
hypothetical	0.480	0.367	0.361	အယူအဆ
hysterectomy	0.178	0.660	0.470	သားအိမ်ခွဲစိတ်ခြင်း။
hysteria	0.224	0.906	0.482	ဒေါသူပုန်ထ
hysterical	0.290	0.942	0.398	ဒေါသူပုန်ထသည်။
ibuprofen	0.448	0.427	0.504	ibuprofen
ice	0.440	0.265	0.219	ရေခဲ
ice tea	0.771	0.337	0.336	ရေခဲလက်ဖက်ရည်
iceberg	0.344	0.540	0.648	ရေခဲတောင်
icebox	0.560	0.222	0.370	ရေခဲသေတ္တာ
icebreaker	0.571	0.545	0.848	ရေခဲခွဲသင်္ဘော
iced	0.564	0.482	0.339	ရေခဲ
icing	0.688	0.452	0.411	ရေခဲမုန့်
icky	0.357	0.510	0.342	ချောင်းဆိုး
icon	0.549	0.349	0.415	အိုင်ကွန်
iconic	0.583	0.537	0.700	အထင်ကရ
iconography	0.602	0.382	0.653	iconography
icy	0.684	0.375	0.345	ရေခဲ
id	0.449	0.344	0.391	id
idea	0.750	0.538	0.704	စိတ်ကူး
ideal	0.802	0.437	0.736	စံပြ
idealism	0.635	0.436	0.689	စိတ်ကူးယဉ်ဝါဒ
idealist	0.816	0.510	0.802	စိတ်ကူးယဉ်သမား
idealistic	0.812	0.469	0.755	စိတ်ကူးယဉ်
identical	0.635	0.380	0.527	ထပ်တူထပ်မျှ
identically	0.667	0.427	0.487	အတူတူပါပဲ။
identification	0.714	0.451	0.692	သက်သေခံခြင်း။
identify	0.635	0.480	0.667	ဖော်ထုတ်
identity	0.663	0.360	0.780	အထောက်အထား
ideology	0.573	0.344	0.692	အယူဝါဒ
idiocy	0.112	0.635	0.137	အမိုက်စား
idiom	0.520	0.337	0.445	အသုံးအနှုန်း
idiomatic	0.531	0.429	0.516	idiomatic
idiot	0.086	0.567	0.113	လူမိုက်
idiotic	0.104	0.620	0.170	အမိုက်စား
idiots	0.143	0.600	0.144	လူမိုက်
idle	0.179	0.167	0.112	ဘာမှမလုပ်ဘူး။
idleness	0.308	0.330	0.228	ပျင်းရိခြင်း
idler	0.200	0.304	0.194	ပျင်းရိသူ
idol	0.684	0.805	0.853	ရုပ်တု
idolatry	0.365	0.571	0.625	ရုပ်တုကိုးကွယ်ခြင်း။
idolizing	0.676	0.712	0.643	ရုပ်တုပြုခြင်း။
idyllic	0.571	0.394	0.593	ပုံဆောင်
iffy	0.380	0.442	0.333	iffy
ifonly	0.406	0.250	0.255	ifonly
igloo	0.569	0.302	0.345	iglo
igneous	0.469	0.466	0.517	မီးလောင်ကျွမ်းသည်။
ignite	0.458	0.785	0.675	မီးစွဲ
ignition	0.365	0.720	0.657	စက်နှိုးခြင်း။
ignorance	0.153	0.417	0.209	မောဟ
ignorant	0.102	0.461	0.223	နားမလည်
ignore	0.146	0.230	0.295	လျစ်လျူရှု
iguana	0.521	0.235	0.291	Iguana
ihatespiders	0.245	0.611	0.420	ihatespiders
ilk	0.438	0.451	0.455	ilk
ill	0.073	0.410	0.200	နေမကောင်းပါ။
illegal	0.061	0.787	0.337	တရားမဝင်
illegality	0.094	0.635	0.427	တရားမဝင်မှု
illegally	0.133	0.788	0.402	တရားမဝင်
illegible	0.296	0.490	0.315	တရားမဝင်
illegitimate	0.184	0.644	0.302	တရားမဝင်
illicit	0.188	0.794	0.390	တရားမဝင်
illiterate	0.120	0.410	0.151	စာမတတ်
illness	0.098	0.717	0.211	နာမကျန်းဖြစ်ခြင်း
illogical	0.208	0.630	0.251	ယုတ္တိမတန်ပါ။
illuminate	0.905	0.646	0.782	အလင်းပေးသည်။
illuminating	0.949	0.613	0.773	အလင်းပေးသည်။
illumination	0.760	0.588	0.537	အလင်းရောင်
illuminator	0.770	0.566	0.718	အလင်းပေးစက်
illusion	0.562	0.490	0.387	ထင်ယောင်ထင်မှား
illustrate	0.750	0.430	0.690	ပုံဥပမာ
illustration	0.740	0.441	0.640	ပုံဥပမာ
illustrative	0.771	0.452	0.647	သရုပ်ဖော်သည်။
illustrious	0.673	0.550	0.741	ထင်ရှားကျော်ကြားသော
ilovechristmas	0.885	0.590	0.525	ilovechristmas
iloveher	0.750	0.519	0.556	ငါသူ့ကိုချစ်တယ်
image	0.653	0.241	0.453	ပုံ
imagery	0.653	0.327	0.390	ရုပ်ပုံများ
imaginable	0.613	0.529	0.596	စိတ်ကူးယဉ်နိုင်သည်။
imaginary	0.560	0.424	0.310	စိတ်ကူးယဉ်
imagination	0.802	0.491	0.547	စိတ်ကူးစိတ်သန်း
imaginative	0.780	0.541	0.593	စိတ်ကူးယဉ်
imagine	0.759	0.480	0.587	စိတ်ကူးပါ။
imagined	0.656	0.412	0.418	စိတ်ကူးသည်။
imaging	0.724	0.394	0.482	ပုံရိပ်
imagining	0.765	0.458	0.545	စိတ်ကူးယဉ်
imam	0.527	0.337	0.539	အီမာမ်
imbalance	0.115	0.538	0.264	မညီမျှခြင်း။
imbecile	0.082	0.569	0.260	ယုတ်မာသော
imbedded	0.406	0.580	0.562	မြှုပ်ထားသည်။
imissyou	0.480	0.608	0.344	ကိုယ်မင်းကိုလွမ်းတယ်
imitate	0.469	0.561	0.336	အတုယူပါ။
imitated	0.333	0.391	0.442	အတုယူပါ။
imitation	0.406	0.592	0.343	အတုအယောင်
immaculate	0.698	0.330	0.688	သန့်ရှင်းသော
immaterial	0.296	0.309	0.295	ပစ္စည်းမဲ့
immature	0.114	0.500	0.200	မရင့်ကျက်
immaturity	0.146	0.567	0.221	မရင့်ကျက်
immeasurable	0.510	0.539	0.712	အတိုင်းအဆမရှိ
immeasurably	0.510	0.640	0.680	ခွက်ခွက်လန်အောင်
immediacy	0.635	0.630	0.627	ချက်ခြင်း
immediate	0.656	0.548	0.716	လက်ငင်း
immediately	0.552	0.780	0.707	ချက်ချင်း
immemorial	0.327	0.469	0.454	ရှေးပဝေသဏီ
immense	0.755	0.750	0.811	ဧရာ
immerse	0.510	0.577	0.509	နှစ်မြှုပ်
immersion	0.510	0.556	0.564	နှစ်မြှုပ်ခြင်း
immigrant	0.357	0.663	0.509	ရွှေ့ပြောင်းနေထိုင်သူ
immigration	0.390	0.667	0.454	လူဝင်မှုကြီးကြပ်ရေး
imminent	0.490	0.784	0.643	အံ့ဆဲဆဲ
immobile	0.225	0.217	0.298	မိုဘိုင်းလ်
immoral	0.143	0.622	0.385	အကျင့်ပျက်
immorality	0.188	0.689	0.315	အကျင့်ပျက်မှု၊
immortal	0.812	0.750	0.795	မသေနိုင်သော
immortality	0.688	0.635	0.861	မဖောက်ပြန်
immovable	0.480	0.310	0.571	မရွှေ့ပြောင်းနိုင်သော
immune	0.629	0.472	0.780	ကိုယ်ခံအား
immunity	0.633	0.316	0.786	ကိုယ်ခံစွမ်းအား
immunization	0.667	0.510	0.733	ကာကွယ်ဆေးထိုးခြင်း။
immutable	0.427	0.431	0.571	မပြောင်းလဲနိုင်သော
imp	0.350	0.448	0.420	imp
impact	0.469	0.884	0.776	ထိခိုက်မှု
impair	0.153	0.500	0.360	ယုတ်ညံ့စေ
impaired	0.130	0.459	0.269	ချို့ယွင်း
impairment	0.170	0.571	0.220	ချွတ်ယွင်း
impart	0.521	0.441	0.694	ပေးသည်။
impartial	0.531	0.406	0.685	ဘက်မလိုက်သော
impartiality	0.622	0.394	0.616	သမာသမတ်ကျမှု၊
impassable	0.342	0.458	0.553	သွားလာ၍မရသော၊
impassioned	0.740	0.780	0.802	လူးလွန့်သည်။
impatience	0.278	0.780	0.411	စိတ်မရှည်ခြင်း။
impatient	0.250	0.708	0.429	စိတ်မရှည်
impatiently	0.194	0.750	0.539	စိတ်မရှည်ပါ။
impeach	0.208	0.776	0.664	စွပ်စွဲပြစ်တင်
impeachment	0.163	0.735	0.694	စွပ်စွဲပြစ်တင်ခြင်း။
impeccable	0.833	0.370	0.824	အပြစ်ကင်းသော
impede	0.271	0.510	0.604	ဟန့်တားသည်။
impediment	0.163	0.600	0.409	အထစ်အငေါ့
impelled	0.604	0.741	0.690	တွန်းအားပေးခဲ့သည်။
impending	0.480	0.735	0.752	မကြာမီ
impenetrable	0.531	0.577	0.839	သည်းမခံနိုင်သော
imperative	0.625	0.647	0.708	မရှိမဖြစ်
imperceptible	0.378	0.490	0.548	မမြင်နိုင်သော
imperfect	0.173	0.527	0.202	မစုံလင်
imperfection	0.190	0.567	0.321	မစုံလင်မှု
imperfectly	0.297	0.481	0.330	မစုံလင်
imperial	0.669	0.646	0.922	နယ်ချဲ့
imperialist	0.284	0.786	0.833	နယ်ချဲ့သမား
impermeable	0.510	0.308	0.558	စိမ့်ဝင်နိုင်သော
impermissible	0.188	0.464	0.352	ခွင့်မပြုသော
impersonal	0.316	0.356	0.472	ကိုယ်ရေးကိုယ်တာ
impersonate	0.510	0.632	0.591	အယောင်ဆောင်
impersonation	0.375	0.618	0.528	အယောင်ဆောင်
impersonator	0.469	0.586	0.406	အယောင်ဆောင်
impertinence	0.170	0.653	0.420	မကြည်မလင်
impertinent	0.219	0.826	0.373	မဆိုင်ပါ။
impervious	0.582	0.408	0.536	ရေမချိုးနိုင်သော
impetuous	0.602	0.814	0.712	စိတ်အားထက်သန်သော
impetus	0.521	0.740	0.635	တွန်းအား
implacable	0.569	0.663	0.830	အခဲမကျေ
implant	0.429	0.510	0.588	implant
implantation	0.396	0.604	0.741	implantation
implanted	0.347	0.500	0.679	စိုက်ထားသည်။
implement	0.720	0.573	0.792	အကောင်အထည်ဖော်ပါ။
implicate	0.250	0.670	0.434	ငြိတွယ်သည်။
implicated	0.354	0.673	0.438	ငြိတွယ်သည်။
implication	0.337	0.528	0.690	ဂယက်
implied	0.327	0.530	0.481	ရည်ညွှန်းသည်။
implore	0.396	0.650	0.377	တောင်းပန်
implosion	0.412	0.724	0.547	implosion
imply	0.542	0.670	0.533	ဆိုလိုရင်း
impolite	0.167	0.590	0.282	မယဉ်ကျေးသော
import	0.615	0.480	0.623	တင်သွင်းခြင်း။
importance	0.750	0.580	0.864	အရေးကြီးပုံ
important	0.827	0.630	0.836	အရေးကြီးတယ်။
importation	0.625	0.500	0.733	တင်သွင်းမှု
impose	0.503	0.721	0.745	စည်းကြပ်သည်။
imposing	0.392	0.731	0.836	ခံ့ညား
imposition	0.357	0.604	0.618	ပြဌာန်းချက်
impossibility	0.170	0.625	0.306	မဖြစ်နိုင်
impossible	0.153	0.510	0.407	မဖြစ်နိုင်ဘူး။
impostor	0.135	0.704	0.442	အယောင်ဆောင်
impotence	0.198	0.689	0.224	ပန်းသေခြင်း။
impotent	0.146	0.587	0.333	မသန်စွမ်း
impound	0.230	0.587	0.583	လှောင်အိမ်
impoverished	0.125	0.311	0.203	ဆင်းရဲနွမ်းပါးသည်။
impracticable	0.398	0.549	0.381	လက်တွေ့မဆန်သော
impractical	0.160	0.373	0.291	လက်တွေ့မကျသော
impregnable	0.378	0.549	0.667	impregnable
impregnate	0.510	0.721	0.655	ထုံ
impress	0.816	0.744	0.895	အထင်ကြီးသည်။
impressed	0.806	0.770	0.429	သဘောကျတယ်။
impression	0.684	0.557	0.577	အထင်ကြီးမှု၊
impressionable	0.827	0.720	0.645	အထင်ကြီးလောက်စရာ
impressive	0.781	0.830	0.873	အထင်ကြီးစရာ
imprint	0.615	0.574	0.685	အမှတ်အသား
imprison	0.112	0.829	0.545	ထောင်ချ
imprisoned	0.032	0.717	0.302	ထောင်ကျတယ်။
imprisonment	0.133	0.630	0.471	ထောင်ချခြင်း။
improbable	0.097	0.412	0.439	မဖြစ်နိုင်ပါ။
impromptu	0.541	0.729	0.415	လက်တန်း
improper	0.229	0.520	0.259	မလျော်ကန်သော
impropriety	0.133	0.591	0.389	မလျော်မကန်
improve	0.833	0.528	0.815	တိုးတက်
improved	0.919	0.480	0.679	တိုးတက်
improvement	0.786	0.500	0.611	တိုးတက်မှု
improves	0.929	0.625	0.727	တိုးတက်စေသည်။
improving	0.911	0.510	0.682	တိုးတက်နေ
improvisation	0.631	0.812	0.529	improvisation
improvise	0.646	0.650	0.519	ကြံဖန်
improvised	0.610	0.673	0.443	ကြံဖန်ဖန်
imprudent	0.170	0.676	0.265	မသမာသော
impudence	0.214	0.500	0.472	မိုက်မဲခြင်း
impudent	0.302	0.604	0.462	မိုက်မဲသော
impulse	0.530	0.840	0.611	လှုံ့ဆော်မှု
impulsive	0.365	0.864	0.607	စိတ်မြန်သော
impunity	0.313	0.721	0.602	အရေးမယူ
impure	0.260	0.560	0.208	မသန့်ရှင်း
impurity	0.173	0.546	0.306	အညစ်အကြေး
imputation	0.333	0.654	0.621	imputation
imtryingtosleep	0.438	0.363	0.385	ကြိုးစားအိပ်စက်ခြင်း။
inability	0.150	0.529	0.250	မတတ်စွမ်း
inaccessible	0.083	0.585	0.446	တပိုင်တနိုင်
inaccurate	0.135	0.450	0.250	မမှန်ပါ။
inaction	0.323	0.225	0.325	လှုပ်ရှားမှုမရှိခြင်း။
inactivate	0.245	0.240	0.415	အသက်မဝင်ပါ။
inactivation	0.198	0.260	0.220	မလှုပ်ရှားခြင်း။
inactive	0.271	0.167	0.159	မလှုပ်မရှား
inactivity	0.135	0.143	0.227	လှုပ်ရှားမှုမရှိခြင်း။
inadequacy	0.286	0.500	0.297	မလုံလောက်မှု
inadequate	0.122	0.450	0.223	မလုံလောက်ပါ။
inadequateness	0.240	0.529	0.316	မလုံလောက်မှု
inadmissible	0.188	0.636	0.389	လက်မခံနိုင်သော
inadvertent	0.365	0.368	0.286	အမှတ်မဲ့
inadvertently	0.302	0.541	0.549	အမှတ်မထင်
inaffable	0.388	0.518	0.455	မတတ်နိုင်သော
inalienable	0.437	0.459	0.608	ရှောင်လွှဲလို့မရသော
inane	0.271	0.350	0.268	အရူး
inanimate	0.281	0.143	0.224	သက်မဲ့
inapplicable	0.281	0.402	0.330	မသက်ဆိုင်ပါ။
inappropriate	0.135	0.542	0.353	မသင့်လျော်သော
inattention	0.208	0.433	0.188	သတိမထားမိ
inaudible	0.280	0.398	0.358	မကြားရဘူး။
inaugural	0.684	0.567	0.608	ဖွင့်ပွဲ
inaugurate	0.781	0.582	0.800	ဖွင့်ပွဲ
inauguration	0.847	0.712	0.769	ကျမ်းသစ္စာကျိန်ဆိုခြင်း။
inborn	0.590	0.288	0.546	မွေးရာပါ
inbound	0.531	0.388	0.538	အတွင်းဘက်
inbred	0.397	0.520	0.473	မွေးရာပါ
incalculable	0.449	0.620	0.679	မရေမတွက်နိုင်သော
incandescent	0.354	0.612	0.621	မီးရောင်
incantation	0.439	0.632	0.548	ဂါထာ
incapable	0.156	0.529	0.155	မပါမဖြစ်
incapacity	0.052	0.500	0.217	မသန်စွမ်း
incarceration	0.100	0.800	0.397	ထောင်ချခြင်း
incarnate	0.552	0.651	0.593	လူ့ဇာတိခံယူသည်။
incase	0.580	0.196	0.365	ခဲ့လျှင်
incendiary	0.281	0.810	0.598	လောင်မီး
incense	0.698	0.275	0.328	နံ့သာပေါင်း
incensed	0.338	0.643	0.392	နံ့သာပေါင်း
incentive	0.812	0.618	0.718	မက်လုံး
inception	0.604	0.425	0.561	စတင်ခြင်း
incessant	0.438	0.760	0.544	အဆက်မပြတ်
incessantly	0.417	0.765	0.606	တတွတ်တွတ်
incest	0.073	0.853	0.491	incest
incestuous	0.188	0.736	0.442	ဝမ်းဗိုက်
inch	0.481	0.327	0.300	လက်မ
incidence	0.417	0.527	0.429	ဖြစ်ပွားမှု
incident	0.084	0.662	0.482	အဖြစ်အပျက်
incidental	0.281	0.610	0.404	မတော်တဆ
incidentally	0.479	0.500	0.500	စကားမစပ်
incineration	0.229	0.787	0.470	မီးရှို့ခြင်း
incinerator	0.250	0.643	0.591	မီးရှို့စက်
incipient	0.442	0.382	0.430	အစပြုသူ
incision	0.240	0.663	0.558	ခွဲစိတ်ခြင်း။
incisive	0.380	0.602	0.545	incisive
incite	0.449	0.736	0.642	သွေးထိုးတယ်။
